English Word	Emotion	Emotion-Intensity-Score	Myanmar-Burmese Word
competent	trust	0.688	အရည်အချင်း
esteem	trust	0.688	လေးစားမှု
protector	trust	0.680	ဒေဝ
inspire	trust	0.680	အတုယူပါ။
hope	trust	0.680	မျှော်လင့်ချက်
strongest	trust	0.680	မိတ်ဖက်များ
expertise	trust	0.680	ကျွမ်းကျင်မှု
humble	trust	0.680	နှိမ့်ချခြင်း။
indivisible	trust	0.680	ခွဲခြားလို့မရပါဘူး။
official	trust	0.680	တရားဝင်
affirm	trust	0.680	အတည်ပြုပါ။
familiarity	trust	0.680	ရင်းနှီးမှု
confirmed	trust	0.680	အတည်ပြုခဲ့သည်။
diligence	trust	0.680	လုံ့လဝီရိယ
grandfather	trust	0.680	အဖိုး
advocacy	trust	0.680	စည်းရုံးရေး
goodness	trust	0.680	ကောင်းမြတ်ခြင်း
commendable	trust	0.680	ချီးကျူးစရာပါ။
acceptance	trust	0.680	လက်ခံမှု
diplomatic	trust	0.680	သံတမန်ရေးရာ
leader	trust	0.680	ခေါင်းဆောင်
confide	trust	0.680	ရင်ဖွင့်ပါ။
agreeing	trust	0.680	သဘောတူသည်။
approve	trust	0.680	အတည်ပြု
professional	trust	0.680	ပရော်ဖက်ရှင်နယ်
elders	trust	0.680	အသက်ကြီးသူများ
confidential	trust	0.680	လျှို့ဝှက်
faultless	trust	0.672	အပြစ်ကင်းသော
believes	trust	0.672	လက်ခံတယ်။
sanctify	trust	0.672	သန့်ရှင်းစေပါ။
intelligent	trust	0.672	အသိဉာဏ်
safe	trust	0.672	ဘေးကင်းသည်။
accepted	trust	0.672	အပြင်းထန်ဆုံး
dignity	trust	0.672	ဂုဏ်သိက္ခာ
unwavering	trust	0.672	မယိမ်းယိုင်
encyclopedia	trust	0.672	စွယ်စုံကျမ်း
mastery	trust	0.672	ကျွမ်းကျင်
cohesive	trust	0.672	စည်းလုံးသော
harmoniously	trust	0.672	စိတ်ရောကိုယ်ပါ
benevolence	trust	0.672	ကရုဏာ
healing	trust	0.672	အနာရောဂါငြိမ်းစရာ
accredited	trust	0.672	အသိအမှတ်ပြု
covenant	trust	0.672	ပဋိညာဉ်
accountability	trust	0.664	တာဝန်ခံမှု
team	trust	0.664	အသင်းအဖွဲ့
authority	trust	0.664	အာဏာပိုင်
heroic	trust	0.664	သူရဲကောင်းဆန်တယ်။
reliance	trust	0.664	အားကိုး
expert	trust	0.664	ကျွမ်းကျင်သူ
communicate	trust	0.664	ဆက်သွယ်ပါ။
spiritual	trust	0.664	ဝိညာဉ်ရေးရာ
impeccable	trust	0.664	အပြစ်ကင်းသော
specialist	trust	0.664	အထူးကု
affirmatively	trust	0.664	အခိုင်အမာ
proficient	trust	0.664	ကျွမ်းကျင်
fulfillment	trust	0.664	ပြည့်စုံခြင်း။
advocate	trust	0.664	ထောက်ခံသူ
disciple	trust	0.664	တပည့်
attestation	trust	0.664	သက်သေခံချက်
merit	trust	0.664	ကုသိုလ်
supporting	trust	0.664	ထောက်ခံသည်။
ambassador	trust	0.664	သံအမတ်ကြီး
guidebook	trust	0.664	လမ်းညွှန်စာအုပ်
accept	trust	0.664	လက်ခံ
strengthening	trust	0.661	အားကောင်းခြင်း။
holiness	trust	0.656	သန့်ရှင်းမှု
facts	trust	0.656	အချက်အလက်
warranty	trust	0.656	အာမခံ
strength	trust	0.656	ခွန်အား
relationship	trust	0.656	ဆက်ဆံရေး
defended	trust	0.656	ကာကွယ်ခဲ့သည်။
constancy	trust	0.656	အဆက်မပြတ်
favorable	trust	0.656	အခွင့်သာသည်။
gentleman	trust	0.656	လူကြီးလူကောင်း
counsel	trust	0.656	အကြံ
scientific	trust	0.656	သိပ္ပံနည်းကျ
structure	trust	0.656	ဖွဲ့စည်းပုံ
elder	trust	0.656	လူကြီး
excellent	trust	0.656	အရမ်းကောင်းတဲ့
achieve	trust	0.656	အောင်မြင်ရန်
steadfast	trust	0.656	တည်ကြည်သော
familiar	trust	0.656	ရင်းနှီးသည်။
proficiency	trust	0.656	ကျွမ်းကျင်မှု
supports	trust	0.656	ယုံကြည်သည်။
counselor	trust	0.648	အတိုင်ပင်ခံ
lovable	trust	0.648	ချစ်စဖွယ်
advisable	trust	0.648	အကြံပြုလိုပါတယ်။
agreed	trust	0.648	သဘောတူသည်။
heroism	trust	0.648	သူရဲကောင်းဝါဒ
rely	trust	0.648	အားကိုး
uphold	trust	0.648	ထောက်ထား
brother	trust	0.648	အစ်ကို
matrimony	trust	0.648	အိမ်ထောင်ရေး
assuredly	trust	0.648	သေချာတယ်။
peaceful	trust	0.648	ငြိမ်းချမ်းသော
saint	trust	0.648	သူတော်စင်
unconditionally	trust	0.648	လက်ခံသည်။
solidarity	trust	0.648	စည်းလုံးညီညွတ်မှု
accepts	trust	0.648	ထောက်ခံပါတယ်။
inspiration	trust	0.648	အတုယူစရာ
noble	trust	0.648	မြင့်မြတ်သော
successful	trust	0.648	အောင်မြင်သည်။
harmony	trust	0.648	သဟဇာတ
protective	trust	0.648	အကာအကွယ်
competency	trust	0.648	အရည်အချင်း
comrade	trust	0.648	သွေးသောက်
academic	trust	0.648	ပညာရေး
assist	trust	0.648	ကူညီပေးပါ။
worthy	trust	0.643	ထိုက်တန်
benefactor	trust	0.641	ကျေးဇူးရှင်
credence	trust	0.641	ယုံကြည်ချက်
confidence	trust	0.641	ယုံကြည်မှု
relationships	trust	0.641	ချွင်းချက်မရှိ
ordained	trust	0.641	ခန့်အပ်ခဲ့သည်။
legal	trust	0.641	တရားဝင်
champion	trust	0.641	ချန်ပီယံ
lawful	trust	0.641	တရားဝင်
durability	trust	0.641	ကြာရှည်ခံမှု
judiciary	trust	0.641	တရားစီရင်ရေး
doctor	trust	0.641	ဆရာဝန်
loving	trust	0.641	ချစ်သော
assure	trust	0.641	စိတ်ချပါ။
establish	trust	0.641	ထူထောင်
mamma	trust	0.641	အမေ
kind	trust	0.641	ကြင်နာပါ။
unity	trust	0.641	စည်းလုံးမှု
conscientious	trust	0.641	အသိစိတ်
real	trust	0.641	အစစ်အမှန်
coexist	trust	0.641	အတူယှဉ်တွဲနေထိုင်ပါ။
leading	trust	0.641	ဦးဆောင်
teacher	trust	0.641	ဆရာမ
intimate	trust	0.634	ရင်းနှီးသော
brotherly	trust	0.633	ညီရင်းအစ်ကို
physician	trust	0.633	သမားတော်
judicial	trust	0.633	တရားစီရင်ရေး
saintly	trust	0.633	သူတော်စင်
aspiration	trust	0.633	ဆန္ဒ
conscience	trust	0.633	စိတ်သည်
therapeutic	trust	0.633	ကုထုံး
fidelity	trust	0.633	သစ္စာရှိမှု
soundness	trust	0.633	အသံထွက်
important	trust	0.633	အရေးကြီးတယ်။
homage	trust	0.633	ရှိခိုး
legitimacy	trust	0.633	တရားဝင်မှု
fortitude	trust	0.633	ခံနိုင်ရည်
deepest	trust	0.633	ဆက်ဆံရေး
approved	trust	0.633	အတည်ပြုခဲ့သည်။
courageous	trust	0.633	ရဲရင့်သော
devotional	trust	0.633	ဘုရားဝတ်ပြုခြင်း။
endorse	trust	0.633	ထောက်ခံသည်။
backbone	trust	0.633	ကျောရိုး
authorize	trust	0.633	လုပ်ပိုင်ခွင့်
practiced	trust	0.633	လေ့ကျင့်ခဲ့သည်။
sanctification	trust	0.633	သန့်ရှင်းခြင်း။
hopeful	trust	0.633	မျှော်လင့်သော
convincing	trust	0.633	ယုံကြည်ချက်
bless	trust	0.633	မေတ္တာပို့ပါ။
angel	trust	0.625	နတ်သမီးလေး
authorization	trust	0.625	ခွင့်ပြုချက်
assured	trust	0.625	စိတ်ချပါ။
purify	trust	0.625	သန့်စင်ပါ။
caretaker	trust	0.625	အိမ်စောင့်
regard	trust	0.625	ငဲ့
profound	trust	0.625	လေးနက်သည်။
achievement	trust	0.625	အောင်မြင်မှု
evident	trust	0.625	ထင်ရှားသည်။
positivity	trust	0.625	အပြုသဘော
communication	trust	0.625	ဆက်သွယ်ရေး
professorship	trust	0.625	ပါမောက္ခ
blessing	trust	0.625	ကောင်းချီး
beliefs	trust	0.625	အနက်ရှိုင်းဆုံး
encourage	trust	0.625	အားပေးပါ။
fireman	trust	0.625	မီးသတ်သမား
majestic	trust	0.625	ခံ့ညားသော
civilized	trust	0.625	ယဉ်ကျေးသော
certify	trust	0.625	အသိအမှတ်ပြုပါ။
wonderful	trust	0.625	အံ့သြဖွယ်
engaged	trust	0.625	စေ့စပ်သည်။
accurate	trust	0.625	တိကျသည်။
approvement	trust	0.617	အတည်ပြုချက်
optimism	trust	0.617	အကောင်းမြင်ဝါဒ
planning	trust	0.617	စီစဉ်ခြင်း။
believer	trust	0.617	ယုံကြည်သူ
advice	trust	0.617	အကြံဉာဏ်
commend	trust	0.617	ချီးမွမ်းပါ။
gospel	trust	0.617	ဧဝံဂေလိတရား
objective	trust	0.617	ရည်မှန်းချက်
rational	trust	0.617	ဆင်ခြင်တုံတရား
cherish	trust	0.617	မြတ်နိုးပါ။
constantly	trust	0.617	အဆက်မပြတ်
haven	trust	0.617	ဆိပ်
fundamental	trust	0.617	အခြေခံကျ
bedrock	trust	0.617	အုတ်မြစ်
accord	trust	0.617	အညီ
triumphant	trust	0.617	အောင်ပွဲ
surety	trust	0.617	သေချာသည်။
testament	trust	0.617	သေတမ်းစာ
absolution	trust	0.617	ဖျက်သိမ်းရေး
truce	trust	0.617	အပစ်အခတ်ရပ်စဲရေး
reassure	trust	0.617	စိတ်ချပါ။
appreciation	trust	0.617	ကျေးဇူးတင်ခြင်း
qualities	trust	0.617	အရည်အသွေးတွေ
passionate	trust	0.617	အသည်းအသန်
good	trust	0.617	ကောင်းတယ်
unimpeachable	trust	0.617	အပြစ်မတင်နိုင်သော
corroborate	trust	0.617	အတည်ပြုသည်။
thoughtful	trust	0.617	စဉ်းစားစရာ
heroine	trust	0.617	သူရဲကောင်း
teach	trust	0.617	သင်ပေးပါ။
god	trust	0.617	ဘုရားသခ
attentive	trust	0.617	သတိထား
scripture	trust	0.609	ကျမ်းချက်
civilization	trust	0.609	လူ့ယဉ်ကျေးမှု
magnificence	trust	0.609	ခမ်းနားမှု
recommend	trust	0.609	အကြံပြုသည်။
progression	trust	0.609	တိုးတက်မှု
steward	trust	0.609	ဘဏ္ဍာစိုး
purification	trust	0.609	သန့်စင်ခြင်း။
patron	trust	0.609	နာယက
praiseworthy	trust	0.609	ချီးမွမ်းထိုက်သော
heal	trust	0.609	ကုစားပါ။
considerate	trust	0.609	ငဲ့ညှာသည်။
blessings	trust	0.609	ကောင်းချီးများ
mediator	trust	0.609	ဖျန်ဖြေသူ
babysitter	trust	0.609	ကလေးထိန်း
notary	trust	0.609	notary
awareness	trust	0.609	သတိတရား
vetted	trust	0.609	ယုံကြည်ချက်
excel	trust	0.609	Excel
happy	trust	0.609	ပျော်တယ်။
praise	trust	0.609	ချီးမွမ်း
brilliant	trust	0.609	တောက်ပ
liking	trust	0.609	နှစ်သက်ခြင်း။
definitive	trust	0.609	အတိအကျ
comfort	trust	0.609	နှစ်သိမ့်မှု
officer	trust	0.609	အရာရှိ
peace	trust	0.602	ငြိမ်းချမ်းရေး
serenity	trust	0.602	ငြိမ်သက်ခြင်း
unquestionable	trust	0.602	မေးခွန်းထုတ်စရာ
embrace	trust	0.602	ထွေးပွေ့
identify	trust	0.602	ဖော်ထုတ်
inspired	trust	0.602	စိတ်အားတက်ကြွစေပါသည်။
steady	trust	0.602	တည်ငြိမ်သည်။
nun	trust	0.602	သီလရှင်
guarded	trust	0.602	စောင့်ကြပ်ထားသည်။
symmetry	trust	0.602	အချိုးကျသည်။
mainstay	trust	0.602	အဓိကကျသည်။
fulfill	trust	0.602	ဖြည့်ဆည်း
humility	trust	0.602	နှိမ့်ချမှု
helpful	trust	0.602	အထောက်အကူ
transcendence	trust	0.602	အဘိညာဉ်
unconditional	trust	0.602	ချွင်းချက်မရှိ
brave	trust	0.602	သတ္တိ
brighten	trust	0.602	တောက်ပ
experienced	trust	0.602	အတွေ့အကြုံရှိ
enlightenment	trust	0.602	ဉာဏ်အလင်း
sympathetic	trust	0.602	ကိုယ်ချင်းစာတယ်။
witness	trust	0.602	သက်သေ
vigilant	trust	0.594	နိုးနိုးကြားကြား
ministry	trust	0.594	ဓမ္မ
admiral	trust	0.594	ရေတပ်ဗိုလ်ချုပ်
vigilance	trust	0.594	သတိထားပါ။
depend	trust	0.594	မှီခို
generosity	trust	0.594	ရက်ရောမှု
befriend	trust	0.594	မိတ်ဖွဲ့သည်။
complimentary	trust	0.594	အခမဲ့
assessment	trust	0.594	အကဲဖြတ်ခြင်း။
fairly	trust	0.594	မျှတစွာ
enlighten	trust	0.594	အလင်းပေး
strengthen	trust	0.594	အားကောင်း
nurse	trust	0.594	သူနာပြု
endowment	trust	0.594	ထောက်ပံ့ကြေး
visionary	trust	0.594	အမြော်အမြင်ရှိသော
praised	trust	0.594	ချီးကျူးတယ်။
eminence	trust	0.594	ထင်ပေါ်ကျော်ကြား
marry	trust	0.594	လက်ထပ်ထိမ်းမြား
generous	trust	0.594	စေတနာ
gratitude	trust	0.594	ကျေးဇူးတရား
sage	trust	0.594	ပညာရှိ
tranquility	trust	0.594	တည်ငြိမ်ရေး
openly	trust	0.594	ပွင့်ပွင့်လင်းလင်း
grant	trust	0.594	ထောက်ပံ့သည်။
spouse	trust	0.594	အိမ်ထောင်ဖက်
philanthropic	trust	0.594	ပရဟိတ
regent	trust	0.594	ဘုရင်ခံ
substantiate	trust	0.594	အထောက်အထား
commendation	trust	0.594	ချီးမွမ်းခြင်း။
council	trust	0.594	ကောင်စီ
efficient	trust	0.594	ထိရောက်မှု
sweetheart	trust	0.589	ချစ်လေး
bylaw	trust	0.586	ဥပဒေ
magnificent	trust	0.586	ခမ်းနားသည်။
designation	trust	0.586	အစွမ်းကုန်
godly	trust	0.586	ဘုရားရေးရာ
seniority	trust	0.586	လုပ်သက်
conservation	trust	0.586	ထိန်းသိမ်းရေး
educational	trust	0.586	ပညာရေး
rooted	trust	0.586	အမြစ်တွယ်ထားသည်။
inheritance	trust	0.586	အမွေ
diplomacy	trust	0.586	သံတမန်ရေးရာ
mate	trust	0.586	အိမ်ထောင်ဖက်
convince	trust	0.586	စည်းရုံးသိမ်းသွင်းပါ။
unfailing	trust	0.586	မအောင်မြင်
share	trust	0.586	မျှဝေပါ။
monk	trust	0.586	ဘုန်းကြီး
constitutional	trust	0.586	အခြေခံဥပဒေ
lovely	trust	0.586	ချစ်စရာကောင်းတဲ့
compliance	trust	0.586	လိုက်နာခြင်း
attest	trust	0.586	သက်သေ
victory	trust	0.586	အောင်ပွဲ
serene	trust	0.586	ဣနြေ္ဒ
checklist	trust	0.586	စစ်ဆေးရန်စာရင်း
husbandry	trust	0.586	မွေးမြူရေး
enjoying	trust	0.586	ကြည်နူးခြင်း။
revere	trust	0.586	ထိပ်ထား
tribe	trust	0.586	နွယ်
meritorious	trust	0.586	ကုသိုလ်ကောင်းမှု
joyful	trust	0.586	ရွှင်လန်းသော
delegate	trust	0.586	ကိုယ်စားလှယ်
helper	trust	0.586	ကူညီသူ
angelic	trust	0.586	နတ်သမီးတစ်ပါး
ambition	trust	0.586	ရည်မှန်းချက်
father	trust	0.586	အဖေ
acclaim	trust	0.586	ဩဘာ
testimony	trust	0.586	သက်သေခံချက်
collectively	trust	0.586	စုပေါင်းလျက်
sobriety	trust	0.586	သမာဓိ
prestige	trust	0.586	ဂုဏ်သိက္ခာ
firmness	trust	0.586	ခိုင်မာမှု
structural	trust	0.578	ဖွဲ့စည်းပုံ
impartiality	trust	0.578	သမာသမတ်ကျမှု၊
navigator	trust	0.578	လမ်းကြောင်းပြသူ
judge	trust	0.578	တရားသူကြီး
shelter	trust	0.578	အမိုးအကာ
coexisting	trust	0.578	အတူယှဉ်တွဲနေထိုင်ခြင်း။
unquestioned	trust	0.578	မေးခွန်းမထုတ်ပါ။
careful	trust	0.578	သတိထားပါ။
obey	trust	0.578	နာခံ
professor	trust	0.578	ပါမောက္ခ
convinced	trust	0.578	ယုံကြည်ရာ
communion	trust	0.578	သဟာယ
cheerfulness	trust	0.578	ရွှင်လန်းမှု
inviting	trust	0.578	ဖိတ်ခေါ်ပါတယ်။
irrefutable	trust	0.578	ငြင်းလို့မရပါဘူး။
commandant	trust	0.578	တပ်မှူး
smile	trust	0.578	ပြုံးပါ။
authoritative	trust	0.578	ကျမ်းကိုး
philanthropist	trust	0.578	ပရဟိတသမား
legalized	trust	0.578	တရားဝင်ခွင့်ပြုထားသည်။
adore	trust	0.578	ချစ်သည်။
upright	trust	0.578	မတ်တတ်
revival	trust	0.578	နိုးကြားမှု
dutiful	trust	0.578	တာဝန်ကျေ
watchdog	trust	0.578	ကင်းစောင့်
apostle	trust	0.570	တမန်တော်
volunteers	trust	0.570	စေတနာ့ဝန်ထမ်း
immaculate	trust	0.570	သန့်ရှင်းသော
adhering	trust	0.570	စွဲစွဲမြဲမြဲ
unquestionably	trust	0.570	သံသယမရှိ
advise	trust	0.570	အကြံပေး
punctual	trust	0.570	အချိန်မှန်
consult	trust	0.570	တိုင်ပင်ပါ။
ordinance	trust	0.570	ထုံးစံ
complement	trust	0.570	အဖြည့်
modest	trust	0.570	ကျိုးနွံခြင်း။
everlasting	trust	0.570	ထာဝရ
compass	trust	0.570	သံလိုက်အိမ်မြှောင်
heavenly	trust	0.570	ကောင်းကင်ဘုံ
determinate	trust	0.570	ဆုံးဖြတ်သည်။
counsellor	trust	0.570	အတိုင်ပင်ခံ
abundance	trust	0.570	စည်းစိမ်ဥစ္စာ
guide	trust	0.570	လမ်းညွှန်
earned	trust	0.570	စစ်ဆေးခဲ့သည်။
pedigree	trust	0.570	မျိုးရိုး
relative	trust	0.570	ဆွေမျိုး
principal	trust	0.570	ကျောင်းအုပ်
plausible	trust	0.570	ဖြစ်နိုင်သည်။
collaborator	trust	0.570	ပူးပေါင်းဆောင်ရွက်သူ
connective	trust	0.570	ချိတ်ဆက်မှု
corroboration	trust	0.570	အတည်ပြုချက်
insure	trust	0.570	အာမခံ
pilot	trust	0.570	လေယာဉ်မှူး
unequivocal	trust	0.570	ပြတ်ပြတ်သားသား
matron	trust	0.570	matron
cuddle	trust	0.570	ပွေ့ဖက်သည်။
measured	trust	0.570	တိုင်းတာသည်။
fort	trust	0.562	ခံတပ်
treasurer	trust	0.562	ဘဏ္ဍာရေးမှူး
apostolic	trust	0.562	တမန်တော်
save	trust	0.562	ကယ်တင်ပါ။
frankness	trust	0.562	ရိုးသားမှု
insight	trust	0.562	ထိုးထွင်းသိမြင်မှု
admit	trust	0.562	ဝန်ခံပါ။
earn	trust	0.562	ဝင်ငွေ
remarkable	trust	0.562	မှတ်မှတ်ရရ
strong	trust	0.562	ခိုင်မာတယ်။
content	trust	0.562	အကြောင်းအရာ
vitality	trust	0.562	တက်ကြွမှု
prize	trust	0.562	ဆု
vigorous	trust	0.562	သန်စွမ်း
congregation	trust	0.562	ပရိသတ်
uplift	trust	0.562	မြှင့်တင်ပါ။
spotless	trust	0.562	အညစ်အကြေးကင်းသော
devout	trust	0.562	ကိုင်းရှိုင်းသူ
soothing	trust	0.562	သက်သာစေသည်။
miracle	trust	0.562	အံ့ဖွယ်
cohesion	trust	0.562	ပေါင်းစည်းမှု
lovemaking	trust	0.562	အချစ်ရေး
curable	trust	0.562	ကုသနိုင်သော
pleasant	trust	0.562	သာယာသော
jury	trust	0.562	ဂျူရီလူကြီးစု
pertinent	trust	0.562	ဆိုင်တဲ့
succeeding	trust	0.562	မဖြစ်ဘူး။
concordance	trust	0.562	ညီညွတ်မှု
jurist	trust	0.562	ဥပဒေပညာရှင်
applaud	trust	0.562	ဩဘာပေးသည်။
ordination	trust	0.562	သိမ်
compensate	trust	0.562	လျော်ကြေးပေးသည်။
patience	trust	0.555	သည်းခံခြင်း
mediate	trust	0.555	ပြေလည်အောင်
coach	trust	0.555	နည်းပြ
illumination	trust	0.555	အလင်းရောင်
cultivate	trust	0.555	ပြုစုပျိုးထောင်ပါ။
providing	trust	0.555	ပေးသည်။
precedence	trust	0.555	ရှေ့တန်း
exalt	trust	0.555	ချီးမြှောက်ပါ။
succeed	trust	0.555	အောင်မြင်ပါစေ။
inclusion	trust	0.555	ပါဝင်မှု
meditate	trust	0.555	တရားထိုင်ပါ။
coalesce	trust	0.555	ပေါင်းစပ်
betrothed	trust	0.555	ထိမ်းမြားခဲ့သည်။
midwife	trust	0.555	သားဖွားဆရာမ
veteran	trust	0.555	ဝါရင့်
destined	trust	0.555	ရည်မှန်းသည်။
auditor	trust	0.555	စာရင်းစစ်
privacy	trust	0.555	ကိုယ်ရေးကိုယ်တာ
restorative	trust	0.555	ပြန်လည်ထူထောင်ရေး
influential	trust	0.555	ဩဇာရှိသော
impartial	trust	0.555	ဘက်မလိုက်သော
discretion	trust	0.555	သမ္မာသတိ
foresight	trust	0.555	အမြော်အမြင်
congruence	trust	0.555	တိုက်ဆိုင်မှု
worship	trust	0.555	ရှိခိုး
constant	trust	0.555	စဉ်ဆက်မပြတ်
reunion	trust	0.555	ပြန်လည်ဆုံဆည်းခြင်း။
intuition	trust	0.555	ပင်ကိုယ်
reconciliation	trust	0.555	ပြန်လည်သင့်မြတ်ရေး
ambulance	trust	0.555	လူနာတင်ယာဉ်
defender	trust	0.555	နောက်ခံလူ
greatness	trust	0.555	ကြီးမြတ်ခြင်း
buddy	trust	0.555	သူငယ်ချင်း
vote	trust	0.555	မဲပေးပါ။
physicist	trust	0.555	ရူပဗေဒပညာရှင်
prophet	trust	0.555	ပရောဖက်
prevalent	trust	0.547	ပျံ့နှံ့သည်။
eyewitness	trust	0.547	မျက်မြင်သက်သေ
durable	trust	0.547	တာရှည်ခံ
prudent	trust	0.547	အထိုက်အလျောက်
securities	trust	0.547	ငွေရေးကြေးရေး
salvation	trust	0.547	ကယ်တင်ခြင်း
govern	trust	0.547	အုပ်ချုပ်သည်။
law	trust	0.547	ဥပဒေ
proud	trust	0.547	ဂုဏ်ယူတယ်။
cheer	trust	0.547	ပျော်ရွှင်ပါစေ။
reinforcement	trust	0.547	အားဖြည့်ပေးခြင်း
promises	trust	0.547	ရရှိခဲ့သည်။
invocation	trust	0.547	ဖိတ်ခေါ်ချက်
provide	trust	0.547	ပေး
friendly	trust	0.547	ဖော်ရွေသော
commanding	trust	0.547	အမိန့်ပေးသည်။
temperate	trust	0.547	သမ
conciliation	trust	0.547	ညှိနှိုင်းဆောင်ရွက်ပေးခြင်း။
convent	trust	0.547	သီလရှင်
heritage	trust	0.547	အမွေအနှစ်
independence	trust	0.547	လွတ်လပ်ရေး
rejoice	trust	0.547	ဝမ်းမြောက်ပါ။
engaging	trust	0.547	ဆွဲဆောင်မှုရှိသော
readiness	trust	0.547	စေတနာ
registry	trust	0.547	မှတ်ပုံတင်
statement	trust	0.547	ကြေညာချက်
liberty	trust	0.547	လွတ်လပ်မှု
forgive	trust	0.547	ခွင့်လွှတ်ပါ။
ancestral	trust	0.547	ဘိုးဘွား
impenetrable	trust	0.547	သည်းမခံနိုင်သော
choices	trust	0.539	ကတိများ
psalms	trust	0.539	ဆာလံသီချင်း
majority	trust	0.539	အများစု
antidote	trust	0.539	ဖြေဆေး
tantamount	trust	0.539	သဘောသဘာဝ
perfect	trust	0.539	ပြီးပြည့်စုံသော
regularity	trust	0.539	ပုံမှန်
chronicle	trust	0.539	မှတ်တမ်း
ensemble	trust	0.539	အဖွဲ့
applause	trust	0.539	လက်ခုပ်သံများ
obedience	trust	0.539	နာခံမှု
aspiring	trust	0.539	အမြတ်ကြီးစား
watchman	trust	0.539	ကင်းစောင့်
inimitable	trust	0.539	အတုမယူနိုင်သော
chastity	trust	0.539	သီလ၊
architecture	trust	0.539	ဗိသုကာပညာ
stamina	trust	0.539	သက်လုံ
delightful	trust	0.539	ကြည်နူးဖွယ်
exalted	trust	0.539	ချီးမြှောက်ခြင်း။
relevant	trust	0.539	သက်ဆိုင်ရာ
reinforcements	trust	0.539	စစ်ကူများ
proctor	trust	0.539	proctor
immovable	trust	0.539	မရွှေ့ပြောင်းနိုင်သော
instructions	trust	0.539	ညွှန်ကြားချက်များ
define	trust	0.539	သတ်မှတ်သည်။
uncensured	trust	0.539	uncensured
institute	trust	0.539	အင်စတီကျု
responsive	trust	0.539	တုံ့ပြန်မှု
recovery	trust	0.539	ပြန်လည်ထူထောင်ရေး
obliging	trust	0.539	နှစ်သိမ့်မှု
obvious	trust	0.539	သိသာသည်။
forefathers	trust	0.539	ဘိုးဘေးများ
eager	trust	0.539	စိတ်အားထက်သန်
inoculation	trust	0.539	inoculation
admitting	trust	0.539	ဝန်ခံသည်။
memorable	trust	0.539	အမှတ်တရ
hospital	trust	0.531	ဆေးရုံ
rescue	trust	0.531	ကယ်ဆယ်ရေး
deed	trust	0.531	လုပ်ရပ်
princely	trust	0.531	မင်းသား
retirement	trust	0.531	အငြိမ်းစား
cradle	trust	0.531	ပုခက်
immunization	trust	0.531	ကာကွယ်ဆေးထိုးခြင်း။
bloom	trust	0.531	ပွင်
candid	trust	0.531	လင်းလင်း
evergreen	trust	0.531	အမြဲစိမ်း
ballot	trust	0.531	မဲ
accompaniment	trust	0.531	ပါကင်
verily	trust	0.531	အမှန်ပင်
inseparable	trust	0.531	ခွဲလို့မရပါဘူး။
analyst	trust	0.531	လေ့လာသူ
strive	trust	0.531	ကြိုးစားပါ။
dependent	trust	0.531	မှီခို
heavens	trust	0.531	ကောင်းကင်
answerable	trust	0.531	ဖြေနိုင်သော
school	trust	0.531	ကျောင်း
terms	trust	0.531	အသုံးအနှုန်းများ
center	trust	0.531	ဗဟို
firstborn	trust	0.531	သားဦး
transcript	trust	0.531	စာသားမှတ်တမ်း
fraternal	trust	0.531	ညီအကို
omniscient	trust	0.531	သဗ္ဗညုတ
seal	trust	0.531	တံဆိပ်
edification	trust	0.531	ပြုပြင်ရေး
doubtless	trust	0.531	သံသယကင်းသည်။
deliverance	trust	0.531	ကယ်တင်ခြင်း
sponsor	trust	0.531	စပွန်ဆာ
expedient	trust	0.531	သင့်လျော်သော
bride	trust	0.531	သတို့သမီး
refuge	trust	0.531	ခိုလှုံရာ
approbation	trust	0.527	ခွင့်ပြုချက်
chaplain	trust	0.523	သင်းအုပ်ဆရာ
laureate	trust	0.523	ဆုရှင်
liberate	trust	0.523	လွတ်မြောက်
coronation	trust	0.523	နန်းတက်ပွဲ
adoration	trust	0.523	မြတ်နိုးခြင်း
countenance	trust	0.523	မျက်နှာ
honeymoon	trust	0.523	ဟန်းနီးမွန်း
connoisseur	trust	0.523	သိကြားမင်း
notable	trust	0.523	မှတ်သားဖွယ်
benedictory	trust	0.523	ကျေးဇူးရှင်
celebration	trust	0.523	အခမ်းအနား
neighbor	trust	0.523	အိမ်နီးချင်း
unbroken	trust	0.523	မပြိုကွဲ
award	trust	0.523	ဆု
improvement	trust	0.523	တိုးတက်မှု
hug	trust	0.523	ဖက်သည်
graduation	trust	0.523	ဘွဲ့ရ
correctness	trust	0.523	မှန်ကန်မှု
winning	trust	0.523	အနိုင်ရ
paragon	trust	0.523	ခြောက်ပြစ်ကင်းသဲလဲစင်
ratify	trust	0.523	အတည်ပြု
powerful	trust	0.523	အစွမ်းထက်
elevation	trust	0.523	အမြင့်
commonwealth	trust	0.523	ဓနသဟာယ
account	trust	0.523	အကောင့်
unimpeached	trust	0.523	အပြစ်ကင်းသော
taught	trust	0.523	သင်ပေးတယ်။
salutary	trust	0.523	အလေးပြု
captivate	trust	0.523	captivate
dictionary	trust	0.523	အဘိဓာန်
nobility	trust	0.523	nobility
ourselves	trust	0.523	ရွေးချယ်မှုများ
feeling	trust	0.518	ခံစားချက်
amen	trust	0.516	အာမင်
committee	trust	0.516	ကော်မတီ
reverie	trust	0.516	ဗြာဟ္မဏ
