English Word	Emotion	Emotion-Intensity-Score	Lao Word
rely	trust	0.648	ເພິ່ງພາອາໄສ
uphold	trust	0.648	ຮັກສາ
brother	trust	0.648	ອ້າຍ
matrimony	trust	0.648	ການແຕ່ງງານ
assuredly	trust	0.648	ແນ່​ນອນ
peaceful	trust	0.648	ສະຫງົບ
saint	trust	0.648	ໄພ່ພົນ
unconditionally	trust	0.648	ຍອມຮັບ
solidarity	trust	0.648	ຄວາມສາມັກຄີ
accepts	trust	0.648	ສະຫນັບສະຫນູນ
inspiration	trust	0.648	ແຮງບັນດານໃຈ
noble	trust	0.648	ສູງສົ່ງ
successful	trust	0.648	ສໍາເລັດ
harmony	trust	0.648	ຄວາມກົມກຽວກັນ
protective	trust	0.648	ປ້ອງກັນ
competency	trust	0.648	ຄວາມສາມາດ
comrade	trust	0.648	ສະຫາຍ
academic	trust	0.648	ວິຊາການ
assist	trust	0.648	ຊ່ວຍເຫຼືອ
worthy	trust	0.643	ສົມຄວນ
benefactor	trust	0.641	ຜູ້ມີຄຸນປະໂຫຍດ
credence	trust	0.641	ຄວາມເຊື່ອໝັ້ນ
confidence	trust	0.641	ຄວາມຫມັ້ນໃຈ
relationships	trust	0.641	ໂດຍບໍ່ມີເງື່ອນໄຂ
ordained	trust	0.641	ແຕ່ງຕັ້ງ
legal	trust	0.641	ທາງດ້ານກົດໝາຍ
champion	trust	0.641	ແຊ້ມ
lawful	trust	0.641	ຖືກຕ້ອງຕາມກົດໝາຍ
durability	trust	0.641	ຄວາມທົນທານ
judiciary	trust	0.641	ຕຸລາການ
doctor	trust	0.641	ທ່ານໝໍ
loving	trust	0.641	ຮັກແພງ
assure	trust	0.641	ຮັບປະກັນ
establish	trust	0.641	ສ້າງຕັ້ງ
mamma	trust	0.641	ແມ່
kind	trust	0.641	ປະເພດ
unity	trust	0.641	ສາມັກຄີ
conscientious	trust	0.641	ສະຕິ
real	trust	0.641	ທີ່ແທ້ຈິງ
coexist	trust	0.641	ຢູ່ຮ່ວມກັນ
leading	trust	0.641	ນໍາພາ
teacher	trust	0.641	ຄູສອນ
intimate	trust	0.634	ໃກ້ຊິດ
brotherly	trust	0.633	ພີ່ນ້ອງ
physician	trust	0.633	ທ່ານໝໍ
judicial	trust	0.633	ຕຸລາການ
saintly	trust	0.633	ໄພ່ພົນ
aspiration	trust	0.633	ຄວາມປາຖະຫນາ
conscience	trust	0.633	ຈິດສໍານຶກ
therapeutic	trust	0.633	ການປິ່ນປົວ
fidelity	trust	0.633	ຄວາມຊື່ສັດ
soundness	trust	0.633	ສຽງ
important	trust	0.633	ສຳຄັນ
homage	trust	0.633	ເຄົາຣົບ
legitimacy	trust	0.633	ຖືກຕ້ອງຕາມກົດໝາຍ
fortitude	trust	0.633	ຄວາມ​ເຂັ້ມ​ແຂງ​
deepest	trust	0.633	ຄວາມສໍາພັນ
approved	trust	0.633	ອະນຸມັດ
courageous	trust	0.633	ກ້າຫານ
devotional	trust	0.633	ການອຸທິດຕົນ
endorse	trust	0.633	ຮັບຮອງ
backbone	trust	0.633	ກະດູກສັນຫຼັງ
authorize	trust	0.633	ອະນຸຍາດ
practiced	trust	0.633	ປະຕິບັດ
sanctification	trust	0.633	ການຊໍາລະ
hopeful	trust	0.633	ມີຄວາມຫວັງ
convincing	trust	0.633	ຊັກຊວນ
bless	trust	0.633	ອວຍພອນ
angel	trust	0.625	ເທວະດາ
authorization	trust	0.625	ການອະນຸຍາດ
assured	trust	0.625	ຮັບປະກັນ
purify	trust	0.625	ຊໍາລະ
caretaker	trust	0.625	ຜູ້ດູແລ
regard	trust	0.625	ນັບຖື
profound	trust	0.625	ເລິກຊຶ້ງ
achievement	trust	0.625	ຜົນສໍາເລັດ
evident	trust	0.625	ເຫັນໄດ້ຊັດເຈນ
positivity	trust	0.625	ບວກ
communication	trust	0.625	ການສື່ສານ
professorship	trust	0.625	ອາຈານ
blessing	trust	0.625	ພອນ
beliefs	trust	0.625	ເລິກທີ່ສຸດ
encourage	trust	0.625	ຊຸກຍູ້
fireman	trust	0.625	ພະນັກງານດັບເພີງ
majestic	trust	0.625	ສະຫງ່າງາມ
civilized	trust	0.625	ພົນລະເຮືອນ
certify	trust	0.625	ຮັບຮອງ
wonderful	trust	0.625	ສິ່ງມະຫັດ
engaged	trust	0.625	ມີສ່ວນພົວພັນ
accurate	trust	0.625	ຖືກຕ້ອງ
approvement	trust	0.617	ການອະນຸມັດ
optimism	trust	0.617	ແງ່ດີ
planning	trust	0.617	ການວາງແຜນ
believer	trust	0.617	ຜູ້ເຊື່ອຖື
advice	trust	0.617	ຄໍາແນະນໍາ
commend	trust	0.617	ຊົມເຊີຍ
gospel	trust	0.617	ພຣະກິດຕິຄຸນ
objective	trust	0.617	ຈຸດປະສົງ
rational	trust	0.617	ສົມເຫດສົມຜົນ
cherish	trust	0.617	ທະນຸຖະຫນອມ
constantly	trust	0.617	ຢ່າງຕໍ່ເນື່ອງ
haven	trust	0.617	ສະຫວັນ
fundamental	trust	0.617	ພື້ນຖານ
bedrock	trust	0.617	ຫີນປູນ
accord	trust	0.617	ຕົກລົງ
triumphant	trust	0.617	ໄຊຊະນະ
surety	trust	0.617	ຮັບປະກັນ
testament	trust	0.617	ສັນຍະລັກ
absolution	trust	0.617	ການລະເລີຍ
truce	trust	0.617	ຢຸດຕິ
reassure	trust	0.617	ຮັບປະກັນ
appreciation	trust	0.617	ການຍົກຍ້ອງ
qualities	trust	0.617	ຄຸນນະພາບ
passionate	trust	0.617	ກະຕືລືລົ້ນ
good	trust	0.617	ດີ
unimpeachable	trust	0.617	ບໍ່​ມີ​ການ​ຟ້ອງ​ຮ້ອງ
corroborate	trust	0.617	ຢືນຢັນ
thoughtful	trust	0.617	ຄິດຮອດ
heroine	trust	0.617	ເຮໂຣ
teach	trust	0.617	ສອນ
god	trust	0.617	ພະເຈົ້າ
attentive	trust	0.617	ເອົາໃຈໃສ່
scripture	trust	0.609	ພຣະຄໍາພີ
civilization	trust	0.609	ພົນລະເຮືອນ
magnificence	trust	0.609	ຄວາມງົດງາມ
recommend	trust	0.609	ແນະນຳ
progression	trust	0.609	ຄວາມຄືບໜ້າ
steward	trust	0.609	ຜູ້​ດູ​ແລ
purification	trust	0.609	ການຊໍາລະລ້າງ
patron	trust	0.609	ຜູ້ອຸປະຖໍາ
praiseworthy	trust	0.609	ເປັນ​ຕາ​ສັນ​ລະ​ເສີນ
heal	trust	0.609	ປິ່ນປົວ
considerate	trust	0.609	ພິຈາລະນາ
blessings	trust	0.609	ພອນ
mediator	trust	0.609	ຜູ້ໄກ່ເກ່ຍ
babysitter	trust	0.609	ຜູ້ລ້ຽງ
notary	trust	0.609	notary
awareness	trust	0.609	ຄວາມຮັບຮູ້
vetted	trust	0.609	ຄວາມເຊື່ອ
excel	trust	0.609	excel
happy	trust	0.609	ມີຄວາມສຸກ
praise	trust	0.609	ສັນລະເສີນ
brilliant	trust	0.609	ເກັ່ງ
liking	trust	0.609	ຄວາມມັກ
definitive	trust	0.609	ຄໍານິຍາມ
comfort	trust	0.609	ຄວາມສະດວກສະບາຍ
officer	trust	0.609	ເຈົ້າໜ້າທີ່
peace	trust	0.602	ສັນຕິພາບ
serenity	trust	0.602	ຄວາມງຽບສະຫງົບ
unquestionable	trust	0.602	ບໍ່ມີຂໍ້ສົງໄສ
embrace	trust	0.602	ກອດ
identify	trust	0.602	ກໍານົດ
inspired	trust	0.602	ດົນໃຈ
steady	trust	0.602	ໝັ້ນຄົງ
nun	trust	0.602	ປູ່
guarded	trust	0.602	ປ້ອງກັນ
symmetry	trust	0.602	symmetry
mainstay	trust	0.602	ຫຼັກ
fulfill	trust	0.602	ປະຕິບັດ
humility	trust	0.602	ຄວາມຖ່ອມຕົນ
helpful	trust	0.602	ເປັນ​ປະ​ໂຫຍດ
transcendence	trust	0.602	ປັນຍາ
unconditional	trust	0.602	ບໍ່ມີເງື່ອນໄຂ
brave	trust	0.602	ກ້າຫານ
brighten	trust	0.602	ສົດໃສ
experienced	trust	0.602	ມີປະສົບການ
enlightenment	trust	0.602	enlightenment
sympathetic	trust	0.602	ເຫັນ​ອົກ​ເຫັນ​ໃຈ
witness	trust	0.602	ພະຍານ
vigilant	trust	0.594	ລະ​ມັດ​ລະ​ວັງ​
ministry	trust	0.594	ກະຊວງ
admiral	trust	0.594	ນາຍພົນເຮືອເອກ
vigilance	trust	0.594	ລະວັງ
depend	trust	0.594	ຂຶ້ນກັບ
generosity	trust	0.594	ຄວາມເອື້ອເຟື້ອເພື່ອແຜ່
befriend	trust	0.594	ໝູ່
complimentary	trust	0.594	ຟຣີ
assessment	trust	0.594	ການ​ປະ​ເມີນ​ຜົນ​
fairly	trust	0.594	ຍຸຕິທຳ
enlighten	trust	0.594	ແຈ້ງ
strengthen	trust	0.594	ສ້າງຄວາມເຂັ້ມແຂງ
nurse	trust	0.594	ພະຍາບານ
endowment	trust	0.594	ຂອງຂວັນ
visionary	trust	0.594	ວິໄສທັດ
praised	trust	0.594	ຍ້ອງຍໍ
eminence	trust	0.594	ຊື່ສຽງ
marry	trust	0.594	ແຕ່ງງານ
generous	trust	0.594	ໃຈກວ້າງ
gratitude	trust	0.594	ຄວາມກະຕັນຍູ
sage	trust	0.594	ປັນຍາຊົນ
tranquility	trust	0.594	ຄວາມສະຫງົບ
openly	trust	0.594	ຢ່າງເປີດເຜີຍ
grant	trust	0.594	ມອບໃຫ້
spouse	trust	0.594	ຄູ່ສົມລົດ
philanthropic	trust	0.594	ການກຸສົນ
regent	trust	0.594	ຜູ້​ແທນ
substantiate	trust	0.594	ຫຼັກຖານ
commendation	trust	0.594	ຊົມເຊີຍ
council	trust	0.594	ສະພາ
efficient	trust	0.594	ປະສິດທິພາບ
sweetheart	trust	0.589	ທີ່ຮັກ
bylaw	trust	0.586	ກົດໝາຍ
magnificent	trust	0.586	ງົດງາມ
designation	trust	0.586	ການກຳນົດ
godly	trust	0.586	ພະເຈົ້າ
seniority	trust	0.586	ອາວຸໂສ
conservation	trust	0.586	ການອະນຸລັກ
educational	trust	0.586	ການສຶກສາ
rooted	trust	0.586	ຮາກ
inheritance	trust	0.586	ມໍລະດົກ
diplomacy	trust	0.586	ການ​ທູດ
mate	trust	0.586	ຄູ່
convince	trust	0.586	ຊັກຊວນ
unfailing	trust	0.586	ບໍ່ລົ້ມເຫລວ
share	trust	0.586	ແບ່ງປັນ
monk	trust	0.586	ພະສົງ
constitutional	trust	0.586	ລັດຖະທຳມະນູນ
lovely	trust	0.586	ໜ້າຮັກ
compliance	trust	0.586	ການປະຕິບັດຕາມ
attest	trust	0.586	ຢັ້ງຢືນ
victory	trust	0.586	ໄຊຊະນະ
serene	trust	0.586	ງຽບສະຫງົບ
checklist	trust	0.586	ລາຍການກວດ
husbandry	trust	0.586	ການລ້ຽງສັດ
enjoying	trust	0.586	ມີຄວາມສຸກ
revere	trust	0.586	ເຄົາລົບ
tribe	trust	0.586	ເຜົ່າ
meritorious	trust	0.586	ບຸນຄຸນ
joyful	trust	0.586	ມີຄວາມສຸກ
delegate	trust	0.586	ຜູ້ແທນ
helper	trust	0.586	ຜູ້ຊ່ວຍ
angelic	trust	0.586	ເທວະດາ
ambition	trust	0.586	ຄວາມທະເຍີທະຍານ
father	trust	0.586	ພໍ່
acclaim	trust	0.586	ຊົມເຊີຍ
testimony	trust	0.586	ປະຈັກພະຍານ
collectively	trust	0.586	ລວມກັນ
sobriety	trust	0.586	ສະຕິ
prestige	trust	0.586	ກຽດສັກສີ
firmness	trust	0.586	ຄວາມແຫນ້ນຫນາ
structural	trust	0.578	ໂຄງສ້າງ
impartiality	trust	0.578	ຄວາມເປັນທຳ
navigator	trust	0.578	ນັກນຳທາງ
judge	trust	0.578	ຜູ້ພິພາກສາ
shelter	trust	0.578	ທີ່ພັກອາໄສ
coexisting	trust	0.578	ຢູ່ຮ່ວມກັນ
unquestioned	trust	0.578	ບໍ່ມີຄໍາຖາມ
careful	trust	0.578	ລະ​ມັດ​ລະ​ວັງ
obey	trust	0.578	ເຊື່ອຟັງ
professor	trust	0.578	ອາຈານ
convinced	trust	0.578	ເຊື່ອໝັ້ນ
communion	trust	0.578	ສາມະຄີ
cheerfulness	trust	0.578	ຄວາມເບີກບານມ່ວນຊື່ນ
inviting	trust	0.578	ເຊີນ
irrefutable	trust	0.578	ປະຕິເສດບໍ່ໄດ້
commandant	trust	0.578	ຜູ້ບັນຊາການ
smile	trust	0.578	ຍິ້ມ
authoritative	trust	0.578	ມີອຳນາດ
philanthropist	trust	0.578	ຜູ້ໃຈບຸນ
legalized	trust	0.578	ຖືກກົດໝາຍ
adore	trust	0.578	ຮັກແພງ
upright	trust	0.578	ຕັ້ງຊື່
revival	trust	0.578	ການຟື້ນຟູ
dutiful	trust	0.578	ມີໜ້າທີ່
watchdog	trust	0.578	ເຝົ້າຍາມ
apostle	trust	0.570	ອັກຄະສາວົກ
volunteers	trust	0.570	ອາສາສະໝັກ
immaculate	trust	0.570	ບໍ່​ສົມ​ບູນ
adhering	trust	0.570	ຍຶດໝັ້ນ
unquestionably	trust	0.570	ບໍ່ຕ້ອງສົງໄສ
advise	trust	0.570	ແນະນຳ
punctual	trust	0.570	ກົງຕໍ່ເວລາ
consult	trust	0.570	ປຶກສາ
ordinance	trust	0.570	ພິທີການ
complement	trust	0.570	ເສີມ
modest	trust	0.570	ປານກາງ
everlasting	trust	0.570	ຕະຫຼອດໄປ
compass	trust	0.570	ເຂັມທິດ
heavenly	trust	0.570	ສະຫວັນ
determinate	trust	0.570	ກໍານົດ
counsellor	trust	0.570	ທີ່ປຶກສາ
abundance	trust	0.570	ຄວາມອຸດົມສົມບູນ
guide	trust	0.570	ຄູ່ມື
earned	trust	0.570	ກວດ​ສອບ
pedigree	trust	0.570	ເຊື້ອສາຍ
relative	trust	0.570	ພີ່ນ້ອງ
principal	trust	0.570	ຫຼັກ
plausible	trust	0.570	ເປັນໄປໄດ້
collaborator	trust	0.570	ຜູ້ຮ່ວມມື
connective	trust	0.570	ເຊື່ອມຕໍ່
corroboration	trust	0.570	ການຢືນຢັນ
insure	trust	0.570	ປະກັນ
pilot	trust	0.570	ນັກບິນ
unequivocal	trust	0.570	ບໍ່ຊັດເຈນ
matron	trust	0.570	matron
cuddle	trust	0.570	ກອດ
measured	trust	0.570	ວັດແທກ
fort	trust	0.562	ປ້ອມ
treasurer	trust	0.562	ນາຍຄັງ
apostolic	trust	0.562	ອັກຄະສາວົກ
save	trust	0.562	ບັນທຶກ
frankness	trust	0.562	ຄວາມຊື່ສັດ
insight	trust	0.562	ຄວາມເຂົ້າໃຈ
admit	trust	0.562	ຍອມຮັບ
earn	trust	0.562	ມີລາຍໄດ້
remarkable	trust	0.562	ໂດດເດັ່ນ
strong	trust	0.562	ເຂັ້ມແຂງ
content	trust	0.562	ເນື້ອໃນ
vitality	trust	0.562	ຄວາມແຂງແຮງ
prize	trust	0.562	ລາງວັນ
vigorous	trust	0.562	ແຂງແຮງ
congregation	trust	0.562	ປະຊາຄົມ
uplift	trust	0.562	ຍົກ
spotless	trust	0.562	ບໍ່ມີຈຸດດ່າງດຳ
devout	trust	0.562	ອຸທິດຕົນ
soothing	trust	0.562	ຜ່ອນຄາຍ
miracle	trust	0.562	ມະ​ຫັດ​ສະ​ຈັນ
cohesion	trust	0.562	ຄວາມສາມັກຄີ
lovemaking	trust	0.562	ການ​ຮ່ວມ​ຮັກ
curable	trust	0.562	ປິ່ນປົວໄດ້
pleasant	trust	0.562	ສຸກ
jury	trust	0.562	ຄະນະລູກຂຸນ
pertinent	trust	0.562	ທີ່ກ່ຽວຂ້ອງ
succeeding	trust	0.562	ສໍາເລັດ
concordance	trust	0.562	ຄວາມສອດຄ່ອງ
jurist	trust	0.562	ນິຕິບຸກຄົນ
applaud	trust	0.562	ຕົບມື
ordination	trust	0.562	ການ​ແຕ່ງ​ຕັ້ງ
compensate	trust	0.562	ຊົດເຊີຍ
patience	trust	0.555	ຄວາມອົດທົນ
mediate	trust	0.555	ໄກ່ເກ່ຍ
coach	trust	0.555	ຄູຝຶກສອນ
illumination	trust	0.555	ແສງສະຫວ່າງ
cultivate	trust	0.555	ປູກຝັງ
providing	trust	0.555	ການສະຫນອງ
precedence	trust	0.555	ອັນດັບຕົ້ນ
exalt	trust	0.555	ສູງສົ່ງ
succeed	trust	0.555	ສໍາເລັດ
inclusion	trust	0.555	ລວມ
meditate	trust	0.555	ນັ່ງສະມາທິ
coalesce	trust	0.555	ລວມກັນ
betrothed	trust	0.555	ແຕ່ງງານແລ້ວ
midwife	trust	0.555	ຜະດຸງຄັນ
veteran	trust	0.555	ນັກຮົບເກົ່າ
destined	trust	0.555	ຈຸດຫມາຍປາຍທາງ
auditor	trust	0.555	ຜູ້ກວດສອບ
privacy	trust	0.555	ຄວາມເປັນສ່ວນຕົວ
restorative	trust	0.555	ການຟື້ນຟູ
influential	trust	0.555	ອິດທິພົນ
impartial	trust	0.555	ຍຸຕິທຳ
discretion	trust	0.555	ການຕັດສິນໃຈ
foresight	trust	0.555	ມອງຂ້າມ
congruence	trust	0.555	ຄວາມ​ເຂົ້າ​ກັນ
worship	trust	0.555	ໄຫວ້
constant	trust	0.555	ຄົງທີ່
reunion	trust	0.555	ການໂຮມຊຸມນຸມ
intuition	trust	0.555	intuition
reconciliation	trust	0.555	ການປອງດອງກັນ
ambulance	trust	0.555	ລົດສຸກເສີນ
defender	trust	0.555	ຜູ້ຖືກກ່າວຟ້ອງ
greatness	trust	0.555	ຄວາມຍິ່ງໃຫຍ່
buddy	trust	0.555	ເພື່ອນ
vote	trust	0.555	ລົງຄະແນນສຽງ
physicist	trust	0.555	ນັກຟີຊິກ
prophet	trust	0.555	ສາດສະດາ
prevalent	trust	0.547	ແຜ່ຫຼາຍ
eyewitness	trust	0.547	ຜູ້ເຫັນເຫດການ
durable	trust	0.547	ທົນທານ
prudent	trust	0.547	ຮອບຄອບ
securities	trust	0.547	ຫລັກຊັບ
salvation	trust	0.547	ຄວາມລອດ
govern	trust	0.547	ປົກຄອງ
law	trust	0.547	ກົດໝາຍ
proud	trust	0.547	ພູມໃຈ
cheer	trust	0.547	ເບີກບານ
reinforcement	trust	0.547	ການເສີມ
promises	trust	0.547	ໄດ້ຮັບ
invocation	trust	0.547	ຄຳຮຽກຮ້ອງ
provide	trust	0.547	ໃຫ້
friendly	trust	0.547	ເປັນມິດ
commanding	trust	0.547	ບັນຊາ
temperate	trust	0.547	ອາກາດຮ້ອນ
conciliation	trust	0.547	ການປອງດອງກັນ
convent	trust	0.547	ສົນທິສັນຍາ
heritage	trust	0.547	ມໍລະດົກ
independence	trust	0.547	ເອ​ກະ​ລາດ
rejoice	trust	0.547	ປິຕິຍິນດີ
engaging	trust	0.547	ມີສ່ວນຮ່ວມ
readiness	trust	0.547	ຄວາມພ້ອມ
registry	trust	0.547	ທະບຽນ
statement	trust	0.547	ຖະແຫຼງການ
liberty	trust	0.547	ເສລີພາບ
forgive	trust	0.547	ໃຫ້ອະໄພ
ancestral	trust	0.547	ບັນພະບຸລຸດ
impenetrable	trust	0.547	impenetrable
choices	trust	0.539	ສັນຍາ
psalms	trust	0.539	ເພງສັນລະເສີນ
majority	trust	0.539	ສ່ວນໃຫຍ່
antidote	trust	0.539	ຢາແກ້ພິດ
tantamount	trust	0.539	ທຽບເທົ່າ
perfect	trust	0.539	ສົມບູນ
regularity	trust	0.539	ຄວາມເປັນປົກກະຕິ
chronicle	trust	0.539	ປະຫວັດສາດ
ensemble	trust	0.539	ກຸ່ມ
applause	trust	0.539	ຕົບມື
obedience	trust	0.539	ການເຊື່ອຟັງ
aspiring	trust	0.539	ປາດຖະຫນາ
watchman	trust	0.539	ຄົນເຝົ້າຍາມ
inimitable	trust	0.539	inimitable
chastity	trust	0.539	ພົມມະຈັນ
architecture	trust	0.539	ຖາປັດຕະຍະ
stamina	trust	0.539	ຄວາມທົນທານ
delightful	trust	0.539	ດີໃຈ
exalted	trust	0.539	ສູງສົ່ງ
relevant	trust	0.539	ທີ່ກ່ຽວຂ້ອງ
reinforcements	trust	0.539	ການເສີມ
proctor	trust	0.539	proctor
immovable	trust	0.539	ເຄື່ອນທີ່ບໍ່ໄດ້
instructions	trust	0.539	ຄໍາແນະນໍາ
define	trust	0.539	ກໍານົດ
uncensured	trust	0.539	uncensured
institute	trust	0.539	ສະຖາບັນ
responsive	trust	0.539	ຕອບສະໜອງ
recovery	trust	0.539	ການຟື້ນຕົວ
obliging	trust	0.539	ພັນທະ
obvious	trust	0.539	ຈະແຈ້ງ
forefathers	trust	0.539	ບັນພະບຸລຸດ
eager	trust	0.539	ກະຕືລືລົ້ນ
inoculation	trust	0.539	inoculation
admitting	trust	0.539	ຍອມຮັບ
memorable	trust	0.539	ທີ່ຫນ້າຈົດຈໍາ
hospital	trust	0.531	ໂຮງໝໍ
rescue	trust	0.531	ກູ້​ໄພ
deed	trust	0.531	ການກະທຳ
princely	trust	0.531	ເຈົ້າຊາຍ
retirement	trust	0.531	ເງິນບໍານານ
cradle	trust	0.531	ອູ່
immunization	trust	0.531	ການສັກຢາປ້ອງກັນ
bloom	trust	0.531	ເບີກບານ
candid	trust	0.531	ກົງໄປກົງມາ
evergreen	trust	0.531	ຂຽວຕະຫຼອດປີ
ballot	trust	0.531	ລົງຄະແນນສຽງ
accompaniment	trust	0.531	ພ້ອມກັບ
verily	trust	0.531	ແທ້ຈິງແລ້ວ
inseparable	trust	0.531	ແຍກອອກບໍ່ໄດ້
analyst	trust	0.531	ນັກວິເຄາະ
strive	trust	0.531	ພະຍາຍາມ
dependent	trust	0.531	ຂຶ້ນກັບ
heavens	trust	0.531	ສະຫວັນ
answerable	trust	0.531	ຕອບໄດ້
school	trust	0.531	ໂຮງຮຽນ
terms	trust	0.531	ເງື່ອນໄຂ
center	trust	0.531	ກາງ
firstborn	trust	0.531	ລູກຫົວປີ
transcript	trust	0.531	ບົດບັນທຶກ
fraternal	trust	0.531	ພີ່ນ້ອງ
omniscient	trust	0.531	ສົມບູນ
seal	trust	0.531	ປະທັບຕາ
edification	trust	0.531	ການປັບປຸງ
doubtless	trust	0.531	ບໍ່ຕ້ອງສົງໃສ
deliverance	trust	0.531	ການປົດປ່ອຍ
sponsor	trust	0.531	ຜູ້ສະຫນັບສະຫນູນ
expedient	trust	0.531	ເໝາະສົມ
bride	trust	0.531	ເຈົ້າສາວ
refuge	trust	0.531	ອົບພະຍົກ
approbation	trust	0.527	ການອະນຸມັດ
chaplain	trust	0.523	ສາລາ
laureate	trust	0.523	ລາງວັນ
liberate	trust	0.523	ປົດປ່ອຍ
coronation	trust	0.523	ພິທີບວດ
adoration	trust	0.523	ຄວາມເຄົາລົບ
countenance	trust	0.523	ໃບໜ້າ
honeymoon	trust	0.523	honeymoon
connoisseur	trust	0.523	ນັກວິຊາການ
notable	trust	0.523	ໂດດເດັ່ນ
benedictory	trust	0.523	ການຮັບປະທານ
celebration	trust	0.523	ສະເຫຼີມສະຫຼອງ
neighbor	trust	0.523	ເພື່ອນບ້ານ
unbroken	trust	0.523	ບໍ່ແຕກ
award	trust	0.523	ລາງວັນ
improvement	trust	0.523	ການປັບປຸງ
hug	trust	0.523	ກອດ
graduation	trust	0.523	ຮຽນຈົບ
correctness	trust	0.523	ຄວາມຖືກຕ້ອງ
winning	trust	0.523	ຊະນະ
paragon	trust	0.523	ພາຣາກອນ
ratify	trust	0.523	ໃຫ້ສັດຕະຍາບັນ
powerful	trust	0.523	ມີອໍານາດ
elevation	trust	0.523	ຄວາມສູງ
commonwealth	trust	0.523	ສາມັນຊົນ
account	trust	0.523	ບັນຊີ
unimpeached	trust	0.523	ບໍ່ມີຕຳນິ
taught	trust	0.523	ສອນ
salutary	trust	0.523	ຊົມເຊີຍ
captivate	trust	0.523	ຈັບໃຈ
dictionary	trust	0.523	ວັດ​ຈະ​ນາ​ນຸ​ກົມ
nobility	trust	0.523	ຊັ້ນສູງ
ourselves	trust	0.523	ທາງເລືອກ
feeling	trust	0.518	ຄວາມຮູ້ສຶກ
amen	trust	0.516	ອາແມນ
committee	trust	0.516	ຄະນະກໍາມະການ
reverie	trust	0.516	reverie
deserve	trust	0.516	ສົມຄວນ
fully	trust	0.516	ຢ່າງເຕັມສ່ວນ
compliment	trust	0.516	ຊົມເຊີຍ
obstetrician	trust	0.516	ແພດຜ່າຕັດ
enchanted	trust	0.516	enchanted
inform	trust	0.516	ແຈ້ງ
association	trust	0.516	ສະມາຄົມ
credit	trust	0.516	ສິນເຊື່ອ
passwords	trust	0.516	ຕົວເຮົາເອງ
freely	trust	0.516	ຢ່າງເສລີ
framework	trust	0.516	ກອບ
nobleman	trust	0.516	ຜູ້ມີກຽດ
formative	trust	0.516	ຮູບແບບ
tender	trust	0.516	ອ່ອນໂຍນ
measure	trust	0.516	ມາດຕະການ
advent	trust	0.516	ມາເຖິງ
management	trust	0.516	ການຄຸ້ມຄອງ
confession	trust	0.516	ສາລະພາບ
remedy	trust	0.516	ວິທີແກ້ໄຂ
sentinel	trust	0.516	ນາຍທະຫານ
pray	trust	0.516	ອະທິຖານ
perpetuity	trust	0.516	ຕະຫຼອດໄປ
tribunal	trust	0.516	ສານ
minded	trust	0.516	ໃຈ
organization	trust	0.516	ອົງການຈັດຕັ້ງ
predominant	trust	0.516	ເດັ່ນ
volunteer	trust	0.509	ອາສາສະໝັກ
accolade	trust	0.508	ລາງວັນ
courtship	trust	0.508	ການຮ່ວມເພດ
patronage	trust	0.508	ການອຸປະຖໍາ
philosopher	trust	0.508	ນັກປັດຊະຍາ
confessional	trust	0.508	ສາລະພາບ
diversity	trust	0.508	ຄວາມຫຼາກຫຼາຍ
virgin	trust	0.508	ເວີຈິນໄອແລນ
venerable	trust	0.508	ນັບຖື
policy	trust	0.508	ນະ​ໂຍ​ບາຍ
intact	trust	0.508	intact
custodian	trust	0.508	ຜູ້ຮັກສາ
automatic	trust	0.508	ອັດຕະໂນມັດ
unsurpassed	trust	0.508	ບໍ່​ໄດ້​ປຽບ
shepherd	trust	0.508	ຄົນລ້ຽງແກະ
reward	trust	0.508	ລາງ​ວັນ
beautification	trust	0.508	ຄວາມງາມ
medical	trust	0.508	ທາງການແພດ
constable	trust	0.508	ທະຫານ
forgiving	trust	0.508	ການໃຫ້ອະໄພ
tolerance	trust	0.508	ຄວາມທົນທານ
priest	trust	0.508	ປະໂລຫິດ
enable	trust	0.508	ເປີດໃຊ້
vouch	trust	0.508	ໃບຮັບຮອງ
lieutenant	trust	0.508	ຮ້ອຍໂທ
instruct	trust	0.508	ແນະນຳ
housewife	trust	0.508	ແມ່ບ້ານ
admissible	trust	0.508	ຍອມຮັບໄດ້
sovereign	trust	0.508	ອະທິປະໄຕ
amour	trust	0.508	ຮັກແພງ
savor	trust	0.508	ລົດຊາດ
darling	trust	0.500	ທີ່ຮັກ
related	trust	0.500	ທີ່ກ່ຽວຂ້ອງ
infallibility	trust	0.500	infallibility
watchful	trust	0.500	ລະວັງ
nerds	trust	0.500	ລະຫັດຜ່ານ
instruction	trust	0.500	ຄໍາແນະນໍາ
doctrine	trust	0.500	ຄຳສອນ
birth	trust	0.500	ເກີດ
timing	trust	0.500	ກຳນົດເວລາ
infinity	trust	0.500	ບໍ່ມີຂອບເຂດ
religions	trust	0.500	nerds
warden	trust	0.500	ກອງ
optimist	trust	0.500	ຄົນໃນແງ່ດີ
apologetic	trust	0.500	ຂໍໂທດ
gateway	trust	0.500	ປະຕູ
pontiff	trust	0.500	ລາຊະວົງ
alive	trust	0.500	ມີຊີວິດຢູ່
indelible	trust	0.500	ຍົກເລີກບໍ່ໄດ້
personal	trust	0.500	ສ່ວນຕົວ
pious	trust	0.500	ສັດທາ
majesty	trust	0.500	ສະຫງ່າຣາສີ
