English Word	Emotion	Emotion-Intensity-Score	Gujarati Word
fulfillment	trust	0.664	પરિપૂર્ણતા
advocate	trust	0.664	વકીલ
disciple	trust	0.664	શિષ્ય
attestation	trust	0.664	પ્રમાણીકરણ
merit	trust	0.664	યોગ્યતા
supporting	trust	0.664	સહાયક
ambassador	trust	0.664	રાજદૂત
guidebook	trust	0.664	માર્ગદર્શિકા
accept	trust	0.664	સ્વીકારો
strengthening	trust	0.661	મજબૂત બનાવવું
holiness	trust	0.656	પવિત્રતા
facts	trust	0.656	તથ્યો
warranty	trust	0.656	વોરંટી
strength	trust	0.656	તાકાત
relationship	trust	0.656	સંબંધ
defended	trust	0.656	બચાવ કર્યો
constancy	trust	0.656	સ્થિરતા
favorable	trust	0.656	અનુકૂળ
gentleman	trust	0.656	સજ્જન
counsel	trust	0.656	સલાહ
scientific	trust	0.656	વૈજ્ઞાનિક
structure	trust	0.656	માળખું
elder	trust	0.656	વડીલ
excellent	trust	0.656	ઉત્તમ
achieve	trust	0.656	હાંસલ
steadfast	trust	0.656	અડગ
familiar	trust	0.656	પરિચિત
proficiency	trust	0.656	પ્રાવીણ્ય
supports	trust	0.656	માને છે
counselor	trust	0.648	સલાહકાર
lovable	trust	0.648	પ્રેમાળ
advisable	trust	0.648	સલાહભર્યું
agreed	trust	0.648	સંમત થયા
heroism	trust	0.648	વીરતા
rely	trust	0.648	ભરોસો
uphold	trust	0.648	જાળવી રાખવું
brother	trust	0.648	ભાઈ
matrimony	trust	0.648	લગ્ન
assuredly	trust	0.648	ખાતરીપૂર્વક
peaceful	trust	0.648	શાંતિપૂર્ણ
saint	trust	0.648	સંત
unconditionally	trust	0.648	સ્વીકારે છે
solidarity	trust	0.648	એકતા
accepts	trust	0.648	આધાર આપે છે
inspiration	trust	0.648	પ્રેરણા
noble	trust	0.648	ઉમદા
successful	trust	0.648	સફળ
harmony	trust	0.648	સંવાદિતા
protective	trust	0.648	રક્ષણાત્મક
competency	trust	0.648	યોગ્યતા
comrade	trust	0.648	સાથી
academic	trust	0.648	શૈક્ષણિક
assist	trust	0.648	મદદ
worthy	trust	0.643	લાયક
benefactor	trust	0.641	પરોપકારી
credence	trust	0.641	વિશ્વાસ
confidence	trust	0.641	આત્મવિશ્વાસ
relationships	trust	0.641	બિનશરતી
ordained	trust	0.641	નિયુક્ત
legal	trust	0.641	કાયદેસર
champion	trust	0.641	ચેમ્પિયન
lawful	trust	0.641	કાયદેસર
durability	trust	0.641	ટકાઉપણું
judiciary	trust	0.641	ન્યાયતંત્ર
doctor	trust	0.641	ડૉક્ટર
loving	trust	0.641	પ્રેમાળ
assure	trust	0.641	ખાતરી
establish	trust	0.641	સ્થાપિત કરો
mamma	trust	0.641	મમ્મા
kind	trust	0.641	પ્રકારની
unity	trust	0.641	એકતા
conscientious	trust	0.641	પ્રામાણિક
real	trust	0.641	વાસ્તવિક
coexist	trust	0.641	સહઅસ્તિત્વ
leading	trust	0.641	અગ્રણી
teacher	trust	0.641	શિક્ષક
intimate	trust	0.634	ઘનિષ્ઠ
brotherly	trust	0.633	ભાઈબંધ
physician	trust	0.633	ચિકિત્સક
judicial	trust	0.633	ન્યાયિક
saintly	trust	0.633	સંત
aspiration	trust	0.633	આકાંક્ષા
conscience	trust	0.633	અંત: કરણ
therapeutic	trust	0.633	રોગનિવારક
fidelity	trust	0.633	વફાદારી
soundness	trust	0.633	સ્વસ્થતા
important	trust	0.633	મહત્વપૂર્ણ
homage	trust	0.633	અંજલિ
legitimacy	trust	0.633	કાયદેસરતા
fortitude	trust	0.633	મનોબળ
deepest	trust	0.633	સંબંધો
approved	trust	0.633	મંજૂર
courageous	trust	0.633	હિંમતવાન
devotional	trust	0.633	ભક્તિમય
endorse	trust	0.633	સમર્થન
backbone	trust	0.633	કરોડરજ્જુ
authorize	trust	0.633	અધિકૃત કરો
practiced	trust	0.633	પ્રેક્ટિસ કરી
sanctification	trust	0.633	પવિત્રીકરણ
hopeful	trust	0.633	આશાવાદી
convincing	trust	0.633	ખાતરી આપનારું
bless	trust	0.633	આશીર્વાદ
angel	trust	0.625	દેવદૂત
authorization	trust	0.625	અધિકૃતતા
assured	trust	0.625	ખાતરી આપી
purify	trust	0.625	શુદ્ધ કરવું
caretaker	trust	0.625	સંભાળ રાખનાર
regard	trust	0.625	આદર
profound	trust	0.625	ગહન
achievement	trust	0.625	સિદ્ધિ
evident	trust	0.625	સ્પષ્ટ
positivity	trust	0.625	હકારાત્મકતા
communication	trust	0.625	સંચાર
professorship	trust	0.625	પ્રોફેસરશિપ
blessing	trust	0.625	આશીર્વાદ
beliefs	trust	0.625	સૌથી ઊંડો
encourage	trust	0.625	પ્રોત્સાહિત કરો
fireman	trust	0.625	ફાયરમેન
majestic	trust	0.625	જાજરમાન
civilized	trust	0.625	સંસ્કારી
certify	trust	0.625	પ્રમાણિત કરો
wonderful	trust	0.625	અદ્ભુત
engaged	trust	0.625	રોકાયેલ
accurate	trust	0.625	ચોક્કસ
approvement	trust	0.617	મંજૂરી
optimism	trust	0.617	આશાવાદ
planning	trust	0.617	આયોજન
believer	trust	0.617	આસ્તિક
advice	trust	0.617	સલાહ
commend	trust	0.617	વખાણ
gospel	trust	0.617	ગોસ્પેલ
objective	trust	0.617	ઉદ્દેશ્ય
rational	trust	0.617	તર્કસંગત
cherish	trust	0.617	વળગવું
constantly	trust	0.617	સતત
haven	trust	0.617	આશ્રયસ્થાન
fundamental	trust	0.617	મૂળભૂત
bedrock	trust	0.617	બેડરોક
accord	trust	0.617	સમજૂતી
triumphant	trust	0.617	વિજયી
surety	trust	0.617	જામીન
testament	trust	0.617	વસિયતનામા
absolution	trust	0.617	મુક્તિ
truce	trust	0.617	યુદ્ધવિરામ
reassure	trust	0.617	ખાતરી
appreciation	trust	0.617	પ્રશંસા
qualities	trust	0.617	ગુણો
passionate	trust	0.617	જુસ્સાદાર
good	trust	0.617	સારું
unimpeachable	trust	0.617	અસ્પષ્ટ
corroborate	trust	0.617	સમર્થન
thoughtful	trust	0.617	વિચારશીલ
heroine	trust	0.617	નાયિકા
teach	trust	0.617	શીખવો
god	trust	0.617	ભગવાન
attentive	trust	0.617	સચેત
scripture	trust	0.609	શાસ્ત્ર
civilization	trust	0.609	સભ્યતા
magnificence	trust	0.609	ભવ્યતા
recommend	trust	0.609	ભલામણ કરો
progression	trust	0.609	પ્રગતિ
steward	trust	0.609	કારભારી
purification	trust	0.609	શુદ્ધિકરણ
patron	trust	0.609	આશ્રયદાતા
praiseworthy	trust	0.609	વખાણવા લાયક
heal	trust	0.609	રૂઞ આવવી
considerate	trust	0.609	વિચારશીલ
blessings	trust	0.609	આશીર્વાદ
mediator	trust	0.609	મધ્યસ્થી
babysitter	trust	0.609	બેબીસીટર
notary	trust	0.609	નોટરી
awareness	trust	0.609	જાગૃતિ
vetted	trust	0.609	માન્યતાઓ
excel	trust	0.609	એક્સેલ
happy	trust	0.609	ખુશ
praise	trust	0.609	વખાણ
brilliant	trust	0.609	તેજસ્વી
liking	trust	0.609	રુચિ પણ ધ્યાનપાત્ર
definitive	trust	0.609	નિશ્ચિત
comfort	trust	0.609	આરામ
officer	trust	0.609	અધિકારી
peace	trust	0.602	શાંતિ
serenity	trust	0.602	શાંતિ
unquestionable	trust	0.602	નિર્વિવાદ
embrace	trust	0.602	આલિંગન
identify	trust	0.602	ઓળખવા
inspired	trust	0.602	પ્રેરિત
steady	trust	0.602	સ્થિર
nun	trust	0.602	સાધ્વી
guarded	trust	0.602	રક્ષિત
symmetry	trust	0.602	સમપ્રમાણતા
mainstay	trust	0.602	મુખ્ય આધાર
fulfill	trust	0.602	પરિપૂર્ણ
humility	trust	0.602	નમ્રતા
helpful	trust	0.602	મદદરૂપ
transcendence	trust	0.602	ગુણાતીત
unconditional	trust	0.602	બિનશરતી
brave	trust	0.602	બહાદુર
brighten	trust	0.602	તેજસ્વી
experienced	trust	0.602	અનુભવી
enlightenment	trust	0.602	જ્ઞાન
sympathetic	trust	0.602	સહાનુભૂતિશીલ
witness	trust	0.602	સાક્ષી
vigilant	trust	0.594	જાગ્રત
ministry	trust	0.594	મંત્રાલય
admiral	trust	0.594	એડમિરલ
vigilance	trust	0.594	તકેદારી
depend	trust	0.594	આધાર રાખે છે
generosity	trust	0.594	ઉદારતા
befriend	trust	0.594	મિત્રતા
complimentary	trust	0.594	સ્તુત્ય
assessment	trust	0.594	આકારણી
fairly	trust	0.594	એકદમ
enlighten	trust	0.594	જ્ઞાન આપવું
strengthen	trust	0.594	મજબૂત
nurse	trust	0.594	નર્સ
endowment	trust	0.594	એન્ડોમેન્ટ
visionary	trust	0.594	સ્વપ્નદ્રષ્ટા
praised	trust	0.594	વખાણ કર્યા
eminence	trust	0.594	પ્રતિષ્ઠા
marry	trust	0.594	લગ્ન કરો
generous	trust	0.594	ઉદાર
gratitude	trust	0.594	કૃતજ્ઞતા
sage	trust	0.594	ઋષિ
tranquility	trust	0.594	શાંતિ
openly	trust	0.594	ખુલ્લેઆમ
grant	trust	0.594	અનુદાન
spouse	trust	0.594	જીવનસાથી
philanthropic	trust	0.594	પરોપકારી
regent	trust	0.594	કારભારી
substantiate	trust	0.594	સાબિત કરવું
commendation	trust	0.594	પ્રશંસા
council	trust	0.594	કાઉન્સિલ
efficient	trust	0.594	કાર્યક્ષમ
sweetheart	trust	0.589	પ્રેમિકા
bylaw	trust	0.586	બાયલો
magnificent	trust	0.586	ભવ્ય
designation	trust	0.586	હોદ્દો
godly	trust	0.586	ઈશ્વરીય
seniority	trust	0.586	વરિષ્ઠતા
conservation	trust	0.586	સંરક્ષણ
educational	trust	0.586	શૈક્ષણિક
rooted	trust	0.586	મૂળ
inheritance	trust	0.586	વારસો
diplomacy	trust	0.586	મુત્સદ્દીગીરી
mate	trust	0.586	સાથી
convince	trust	0.586	મનાવવું
unfailing	trust	0.586	અસફળ
share	trust	0.586	શેર
monk	trust	0.586	સાધુ
constitutional	trust	0.586	બંધારણીય
lovely	trust	0.586	સુંદર
compliance	trust	0.586	અનુપાલન
attest	trust	0.586	પ્રમાણિત કરો
victory	trust	0.586	વિજય
serene	trust	0.586	શાંત
checklist	trust	0.586	ચેકલિસ્ટ
husbandry	trust	0.586	પશુપાલન
enjoying	trust	0.586	આનંદ
revere	trust	0.586	આદર
tribe	trust	0.586	આદિજાતિ
meritorious	trust	0.586	ગુણવાન
joyful	trust	0.586	આનંદકારક
delegate	trust	0.586	પ્રતિનિધિ
helper	trust	0.586	મદદગાર
angelic	trust	0.586	દેવદૂત
ambition	trust	0.586	મહત્વાકાંક્ષા
father	trust	0.586	પિતા
acclaim	trust	0.586	વખાણ
testimony	trust	0.586	જુબાની
collectively	trust	0.586	સામૂહિક રીતે
sobriety	trust	0.586	સંયમ
prestige	trust	0.586	પ્રતિષ્ઠા
firmness	trust	0.586	મક્કમતા
structural	trust	0.578	માળખાકીય
impartiality	trust	0.578	નિષ્પક્ષતા
navigator	trust	0.578	નેવિગેટર
judge	trust	0.578	ન્યાયાધીશ
shelter	trust	0.578	આશ્રય
coexisting	trust	0.578	સહઅસ્તિત્વ
unquestioned	trust	0.578	અસંદિગ્ધ
careful	trust	0.578	સાવચેત
obey	trust	0.578	પાલન
professor	trust	0.578	પ્રોફેસર
convinced	trust	0.578	ખાતરી
communion	trust	0.578	કોમ્યુનિયન
cheerfulness	trust	0.578	પ્રફુલ્લતા
inviting	trust	0.578	આમંત્રિત
irrefutable	trust	0.578	અકાટ્ય
commandant	trust	0.578	કમાન્ડન્ટ
smile	trust	0.578	સ્મિત
authoritative	trust	0.578	અધિકૃત
philanthropist	trust	0.578	પરોપકારી
legalized	trust	0.578	કાયદેસર
adore	trust	0.578	પૂજવું
upright	trust	0.578	સીધા
revival	trust	0.578	પુનરુત્થાન
dutiful	trust	0.578	કર્તવ્યનિષ્ઠ
watchdog	trust	0.578	ચોકીદાર
apostle	trust	0.570	પ્રેરિત
volunteers	trust	0.570	સ્વયંસેવકો
immaculate	trust	0.570	નિષ્કલંક
adhering	trust	0.570	પાલન
unquestionably	trust	0.570	નિઃશંકપણે
advise	trust	0.570	સલાહ
punctual	trust	0.570	સમયના પાબંદ
consult	trust	0.570	સલાહ લો
ordinance	trust	0.570	વટહુકમ
complement	trust	0.570	પૂરક
modest	trust	0.570	વિનમ્ર
everlasting	trust	0.570	શાશ્વત
compass	trust	0.570	હોકાયંત્ર
heavenly	trust	0.570	સ્વર્ગીય
determinate	trust	0.570	નક્કી કરવું
counsellor	trust	0.570	સલાહકાર
abundance	trust	0.570	વિપુલતા
guide	trust	0.570	માર્ગદર્શન
earned	trust	0.570	ચકાસણી
pedigree	trust	0.570	વંશાવલિ
relative	trust	0.570	સંબંધિત
principal	trust	0.570	આચાર્યશ્રી
plausible	trust	0.570	બુદ્ધિગમ્ય
collaborator	trust	0.570	સહયોગી
connective	trust	0.570	કનેક્ટિવ
corroboration	trust	0.570	સમર્થન
insure	trust	0.570	વીમો
pilot	trust	0.570	પાયલોટ
unequivocal	trust	0.570	અસ્પષ્ટ
matron	trust	0.570	મેટ્રન
cuddle	trust	0.570	આલિંગન
measured	trust	0.570	માપેલ
fort	trust	0.562	કિલ્લો
treasurer	trust	0.562	ખજાનચી
apostolic	trust	0.562	ધર્મપ્રચારક
save	trust	0.562	સાચવો
frankness	trust	0.562	નિખાલસતા
insight	trust	0.562	આંતરદૃષ્ટિ
admit	trust	0.562	કબૂલ
earn	trust	0.562	કમાવો
remarkable	trust	0.562	નોંધનીય
strong	trust	0.562	મજબૂત
content	trust	0.562	સામગ્રી
vitality	trust	0.562	જીવનશક્તિ
prize	trust	0.562	ઇનામ
vigorous	trust	0.562	ઉત્સાહી
congregation	trust	0.562	મંડળ
uplift	trust	0.562	ઉત્થાન
spotless	trust	0.562	નિષ્કલંક
devout	trust	0.562	શ્રદ્ધાળુ
soothing	trust	0.562	સુખદાયક
miracle	trust	0.562	ચમત્કાર
cohesion	trust	0.562	સંયોગ
lovemaking	trust	0.562	પ્રેમાલાપ
curable	trust	0.562	સાધ્ય
pleasant	trust	0.562	સુખદ
jury	trust	0.562	જ્યુરી
pertinent	trust	0.562	પ્રાસંગિક
succeeding	trust	0.562	સફળ
concordance	trust	0.562	સુસંગતતા
jurist	trust	0.562	ન્યાયશાસ્ત્રી
applaud	trust	0.562	તાળીઓ પાડવી
ordination	trust	0.562	ઓર્ડિનેશન
compensate	trust	0.562	વળતર
patience	trust	0.555	ધીરજ
mediate	trust	0.555	મધ્યસ્થી
coach	trust	0.555	કોચ
illumination	trust	0.555	રોશની
cultivate	trust	0.555	ખેતી
providing	trust	0.555	પૂરી પાડે છે
precedence	trust	0.555	અગ્રતા
exalt	trust	0.555	ઉત્કૃષ્ટ
succeed	trust	0.555	સફળ
inclusion	trust	0.555	સમાવેશ
meditate	trust	0.555	ધ્યાન
coalesce	trust	0.555	ભેગા થવું
betrothed	trust	0.555	લગ્ન કર્યા
midwife	trust	0.555	મિડવાઇફ
veteran	trust	0.555	પીઢ
destined	trust	0.555	નિર્ધારિત
auditor	trust	0.555	ઓડિટર
privacy	trust	0.555	ગોપનીયતા
restorative	trust	0.555	પુનઃસ્થાપન
influential	trust	0.555	પ્રભાવશાળી
impartial	trust	0.555	નિષ્પક્ષ
discretion	trust	0.555	વિવેક
foresight	trust	0.555	અગમચેતી
congruence	trust	0.555	સુસંગતતા
worship	trust	0.555	પૂજા
constant	trust	0.555	સતત
reunion	trust	0.555	પુનઃમિલન
intuition	trust	0.555	અંતર્જ્ઞાન
reconciliation	trust	0.555	સમાધાન
ambulance	trust	0.555	એમ્બ્યુલન્સ
defender	trust	0.555	ડિફેન્ડર
greatness	trust	0.555	મહાનતા
buddy	trust	0.555	મિત્ર
vote	trust	0.555	મત
physicist	trust	0.555	ભૌતિકશાસ્ત્રી
prophet	trust	0.555	પ્રબોધક
prevalent	trust	0.547	પ્રચલિત
eyewitness	trust	0.547	પ્રત્યક્ષદર્શી
durable	trust	0.547	ટકાઉ
prudent	trust	0.547	સમજદાર
securities	trust	0.547	સિક્યોરિટીઝ
salvation	trust	0.547	મુક્તિ
govern	trust	0.547	શાસન
law	trust	0.547	કાયદો
proud	trust	0.547	ગર્વ
cheer	trust	0.547	ઉત્સાહ
reinforcement	trust	0.547	મજબૂતીકરણ
promises	trust	0.547	કમાવ્યા
invocation	trust	0.547	આહવાન
provide	trust	0.547	પ્રદાન કરો
friendly	trust	0.547	મૈત્રીપૂર્ણ
commanding	trust	0.547	આદેશ
temperate	trust	0.547	સમશીતોષ્ણ
conciliation	trust	0.547	સમાધાન
convent	trust	0.547	કોન્વેન્ટ
heritage	trust	0.547	ધરોહર
independence	trust	0.547	સ્વતંત્રતા
rejoice	trust	0.547	આનંદ કરો
engaging	trust	0.547	આકર્ષક
readiness	trust	0.547	તત્પરતા
registry	trust	0.547	રજિસ્ટ્રી
statement	trust	0.547	નિવેદન
liberty	trust	0.547	સ્વતંત્રતા
forgive	trust	0.547	માફ કરો
ancestral	trust	0.547	પૂર્વજો
impenetrable	trust	0.547	અભેદ્ય
choices	trust	0.539	વચનો
psalms	trust	0.539	ગીતો
majority	trust	0.539	બહુમતી
antidote	trust	0.539	મારણ
tantamount	trust	0.539	સમાન
perfect	trust	0.539	સંપૂર્ણ
regularity	trust	0.539	નિયમિતતા
chronicle	trust	0.539	ક્રોનિકલ
ensemble	trust	0.539	જોડાણ
applause	trust	0.539	તાળીઓ
obedience	trust	0.539	આજ્ઞાપાલન
aspiring	trust	0.539	મહત્વાકાંક્ષી
watchman	trust	0.539	ચોકીદાર
inimitable	trust	0.539	અજોડ
chastity	trust	0.539	પવિત્રતા
architecture	trust	0.539	સ્થાપત્ય
stamina	trust	0.539	સહનશક્તિ
delightful	trust	0.539	આહલાદક
exalted	trust	0.539	ઉત્કૃષ્ટ
relevant	trust	0.539	સંબંધિત
reinforcements	trust	0.539	મજબૂતીકરણો
proctor	trust	0.539	પ્રોક્ટર
immovable	trust	0.539	સ્થાવર
instructions	trust	0.539	સૂચનાઓ
define	trust	0.539	વ્યાખ્યાયિત કરો
uncensured	trust	0.539	અસુરક્ષિત
institute	trust	0.539	સંસ્થા
responsive	trust	0.539	પ્રતિભાવશીલ
recovery	trust	0.539	પુન: પ્રાપ્તિ
obliging	trust	0.539	બંધનકર્તા
obvious	trust	0.539	સ્પષ્ટ
forefathers	trust	0.539	પૂર્વજો
eager	trust	0.539	આતુર
inoculation	trust	0.539	ઇનોક્યુલેશન
admitting	trust	0.539	કબૂલ
memorable	trust	0.539	યાદગાર
hospital	trust	0.531	હોસ્પિટલ
rescue	trust	0.531	બચાવ
deed	trust	0.531	ખત
princely	trust	0.531	રજવાડા
retirement	trust	0.531	નિવૃત્તિ
cradle	trust	0.531	પારણું
immunization	trust	0.531	રસીકરણ
bloom	trust	0.531	મોર
candid	trust	0.531	નિખાલસ
evergreen	trust	0.531	સદાબહાર
ballot	trust	0.531	મતપત્ર
accompaniment	trust	0.531	સાથ
verily	trust	0.531	ખરેખર
inseparable	trust	0.531	અવિભાજ્ય
analyst	trust	0.531	વિશ્લેષક
strive	trust	0.531	પ્રયત્ન કરવો
dependent	trust	0.531	આશ્રિત
heavens	trust	0.531	સ્વર્ગ
answerable	trust	0.531	જવાબપાત્ર
school	trust	0.531	શાળા
terms	trust	0.531	શરતો
center	trust	0.531	કેન્દ્ર
firstborn	trust	0.531	પ્રથમજનિત
transcript	trust	0.531	ટ્રાન્સક્રિપ્ટ
fraternal	trust	0.531	ભ્રાતૃ
omniscient	trust	0.531	સર્વજ્ઞ
seal	trust	0.531	સીલ
edification	trust	0.531	સુધારણા
doubtless	trust	0.531	શંકા વિના
deliverance	trust	0.531	મુક્તિ
sponsor	trust	0.531	પ્રાયોજક
expedient	trust	0.531	હિતકારી
bride	trust	0.531	કન્યા
refuge	trust	0.531	આશ્રય
approbation	trust	0.527	મંજૂરી
chaplain	trust	0.523	ધર્મગુરુ
laureate	trust	0.523	વિજેતા
liberate	trust	0.523	મુક્ત કરો
coronation	trust	0.523	રાજ્યાભિષેક
adoration	trust	0.523	આરાધના
countenance	trust	0.523	ચહેરો
honeymoon	trust	0.523	હનીમૂન
connoisseur	trust	0.523	જ્ઞાની
notable	trust	0.523	નોંધપાત્ર
benedictory	trust	0.523	હિતકારી
celebration	trust	0.523	ઉજવણી
neighbor	trust	0.523	પાડોશી
unbroken	trust	0.523	અખંડ
award	trust	0.523	પુરસ્કાર
improvement	trust	0.523	સુધારો
hug	trust	0.523	આલિંગન
graduation	trust	0.523	સ્નાતક
correctness	trust	0.523	ચોકસાઈ
winning	trust	0.523	વિજેતા
paragon	trust	0.523	પેરાગોન
ratify	trust	0.523	બહાલી આપો
powerful	trust	0.523	શક્તિશાળી
elevation	trust	0.523	ઊંચાઈ
commonwealth	trust	0.523	કોમનવેલ્થ
account	trust	0.523	એકાઉન્ટ
unimpeached	trust	0.523	અસ્પષ્ટ
taught	trust	0.523	શીખવ્યું
salutary	trust	0.523	વંદનીય
captivate	trust	0.523	મોહિત કરવું
dictionary	trust	0.523	શબ્દકોશ
nobility	trust	0.523	ખાનદાની
ourselves	trust	0.523	પસંદગીઓ
feeling	trust	0.518	લાગણી
amen	trust	0.516	આમીન
committee	trust	0.516	સમિતિ
reverie	trust	0.516	આનંદ
deserve	trust	0.516	લાયક
fully	trust	0.516	સંપૂર્ણપણે
compliment	trust	0.516	ખુશામત
obstetrician	trust	0.516	પ્રસૂતિ નિષ્ણાત
enchanted	trust	0.516	સંમોહિત
inform	trust	0.516	જાણ કરો
association	trust	0.516	સંગઠન
credit	trust	0.516	જમા
passwords	trust	0.516	આપણી જાતને
freely	trust	0.516	મુક્તપણે
framework	trust	0.516	ફ્રેમવર્ક
nobleman	trust	0.516	ઉમદા માણસ
formative	trust	0.516	રચનાત્મક
tender	trust	0.516	ટેન્ડર
measure	trust	0.516	માપ
advent	trust	0.516	આગમન
management	trust	0.516	સંચાલન
confession	trust	0.516	કબૂલાત
remedy	trust	0.516	ઉપાય
sentinel	trust	0.516	સેન્ટિનલ
pray	trust	0.516	પ્રાર્થના
perpetuity	trust	0.516	શાશ્વતતા
tribunal	trust	0.516	ટ્રિબ્યુનલ
minded	trust	0.516	દિમાગ
organization	trust	0.516	સંસ્થા
predominant	trust	0.516	પ્રબળ
volunteer	trust	0.509	સ્વયંસેવક
accolade	trust	0.508	વખાણ
courtship	trust	0.508	સંવનન
patronage	trust	0.508	આશ્રયદાતા
philosopher	trust	0.508	ફિલસૂફ
confessional	trust	0.508	કબૂલાત
diversity	trust	0.508	વિવિધતા
virgin	trust	0.508	કુંવારી
venerable	trust	0.508	આદરણીય
policy	trust	0.508	નીતિ
intact	trust	0.508	અકબંધ
custodian	trust	0.508	કસ્ટોડિયન
automatic	trust	0.508	આપોઆપ
unsurpassed	trust	0.508	અજોડ
shepherd	trust	0.508	ભરવાડ
reward	trust	0.508	પુરસ્કાર
beautification	trust	0.508	સુંદરતા
medical	trust	0.508	તબીબી
constable	trust	0.508	કોન્સ્ટેબલ
forgiving	trust	0.508	ક્ષમાશીલ
tolerance	trust	0.508	સહનશીલતા
priest	trust	0.508	પાદરી
enable	trust	0.508	સક્ષમ કરો
vouch	trust	0.508	ખાતરી
lieutenant	trust	0.508	લેફ્ટનન્ટ
instruct	trust	0.508	સૂચના
housewife	trust	0.508	ગૃહિણી
admissible	trust	0.508	સ્વીકાર્ય
sovereign	trust	0.508	સાર્વભૌમ
amour	trust	0.508	પ્રેમ
savor	trust	0.508	સ્વાદ
darling	trust	0.500	પ્રિયતમ
related	trust	0.500	સંબંધિત
infallibility	trust	0.500	અપૂર્ણતા
watchful	trust	0.500	સાવચેત
nerds	trust	0.500	પાસવર્ડ
instruction	trust	0.500	સૂચના
doctrine	trust	0.500	સિદ્ધાંત
birth	trust	0.500	જન્મ
timing	trust	0.500	સમય
infinity	trust	0.500	અનંત
religions	trust	0.500	અભ્યાસુ
warden	trust	0.500	વોર્ડન
optimist	trust	0.500	આશાવાદી
apologetic	trust	0.500	ક્ષમાપ્રાર્થી
gateway	trust	0.500	પ્રવેશદ્વાર
pontiff	trust	0.500	પોપ
alive	trust	0.500	જીવંત
indelible	trust	0.500	અવિશ્વસનીય
personal	trust	0.500	વ્યક્તિગત
pious	trust	0.500	ધર્મનિષ્ઠ
majesty	trust	0.500	મહિમા
synchronize	trust	0.500	સિંક્રનાઇઝ
guard	trust	0.500	રક્ષક
retain	trust	0.500	જાળવી રાખવું
romantic	trust	0.500	રોમેન્ટિક
superman	trust	0.500	સુપરમેન
info	trust	0.500	માહિતી
backer	trust	0.500	સમર્થક
undying	trust	0.500	અમર
vindication	trust	0.500	સમર્થન
badge	trust	0.500	બેજ
treasure	trust	0.500	ખજાનો
guru	trust	0.500	ગુરુ
church	trust	0.492	ચર્ચ
formality	trust	0.492	ઔપચારિકતા
contributor	trust	0.492	ફાળો આપનાર
radiance	trust	0.492	તેજ
psalm	trust	0.492	ગીત
laudatory	trust	0.492	પ્રશંસનીય
grandchildren	trust	0.492	પૌત્રો
popularity	trust	0.492	લોકપ્રિયતા
salute	trust	0.492	સલામ
hosannah	trust	0.492	હોસન્નાહ
attraction	trust	0.492	આકર્ષણ
efforts	trust	0.492	ચુકાદો
privy	trust	0.492	ખાનગી
improve	trust	0.492	સુધારો
sheriff	trust	0.492	શેરિફ
chairman	trust	0.492	અધ્યક્ષ
judgement	trust	0.492	કહેવતો
harbor	trust	0.492	બંદર
elegance	trust	0.492	લાવણ્ય
hardy	trust	0.492	સખત
umpire	trust	0.492	અમ્પાયર
constitute	trust	0.492	રચના
proverbs	trust	0.492	ધર્મો
jubilant	trust	0.492	આનંદિત
aspire	trust	0.492	મહત્વાકાંક્ષા
synonymous	trust	0.492	સમાનાર્થી
inevitable	trust	0.492	અનિવાર્ય
musical	trust	0.492	સંગીતમય
spokesman	trust	0.492	પ્રવક્તા
endow	trust	0.492	દેવું
fellow	trust	0.492	સાથી
grow	trust	0.492	વધવું
moderator	trust	0.492	મધ્યસ્થી
enjoy	trust	0.484	આનંદ
found	trust	0.484	મળી
armor	trust	0.484	બખ્તર
colonel	trust	0.484	કર્નલ
referee	trust	0.484	રેફરી
favorite	trust	0.484	મનપસંદ
assembly	trust	0.484	એસેમ્બલી
romance	trust	0.484	રોમાંસ
confess	trust	0.484	કબૂલ
sweet	trust	0.484	મીઠી
crowning	trust	0.484	તાજ
forecast	trust	0.484	આગાહી
affection	trust	0.484	સ્નેહ
approbate	trust	0.484	મંજૂર
path	trust	0.484	માર્ગ
concord	trust	0.484	સંમતિ
police	trust	0.484	પોલીસ
countryman	trust	0.484	દેશવાસી
income	trust	0.484	આવક
ranger	trust	0.484	રેન્જર
depth	trust	0.484	ઊંડાઈ
like	trust	0.484	જેમ
voucher	trust	0.484	વાઉચર
diagnosis	trust	0.484	નિદાન
hire	trust	0.484	ભાડે
clean	trust	0.484	ચોખ્ખો
laudation	trust	0.484	વખાણ
arbiter	trust	0.484	લવાદી
purely	trust	0.477	કેવળ
votive	trust	0.477	મંતવ્ય
expect	trust	0.477	અપેક્ષા
glory	trust	0.477	મહિમા
counted	trust	0.477	પ્રયત્નો
apologize	trust	0.477	માફી માંગવી
sterling	trust	0.477	સ્ટર્લિંગ
word	trust	0.477	શબ્દ
follow	trust	0.477	અનુસરો
sermon	trust	0.477	ઉપદેશ
consul	trust	0.477	કોન્સ્યુલ
calculator	trust	0.477	કેલ્ક્યુલેટર
lamb	trust	0.477	ભોળું
veracity	trust	0.477	સત્યતા
matter	trust	0.477	બાબત
parliament	trust	0.477	લોકસભા
lover	trust	0.477	પ્રેમી
sacrifice	trust	0.477	બલિદાન
putative	trust	0.477	મુકિત
preponderance	trust	0.477	પ્રબળતા
