English Word	Emotion	Emotion-Intensity-Score	Albanian Word
inhibit	sadness	0.312	pengoj
skid	sadness	0.312	rrëshqitje
wan	sadness	0.312	i dobët
defy	sadness	0.312	sfidoj
fatty	sadness	0.312	yndyrore
clouded	sadness	0.312	i turbullt
ulcer	sadness	0.312	ulçera
nostalgia	sadness	0.312	nostalgji
evanescence	sadness	0.312	evanescencë
hamstring	sadness	0.312	kërpudha
thresh	sadness	0.312	shirë
conceal	sadness	0.311	fshehin
blemish	sadness	0.310	njollë
resisting	sadness	0.309	duke rezistuar
sympathetic	sadness	0.307	simpatik
bugaboo	sadness	0.304	bugaboo
opium	sadness	0.303	opiumi
confess	sadness	0.303	rrëfej
alas	sadness	0.302	mjerisht
mislead	sadness	0.297	mashtrojnë
suppress	sadness	0.297	shtyp
inappropriate	sadness	0.297	të papërshtatshme
discontinuity	sadness	0.297	ndërprerje
wrinkled	sadness	0.297	i rrudhosur
dull	sadness	0.297	i shurdhër
weak	sadness	0.297	i dobët
halting	sadness	0.297	duke u ndalur
incompatible	sadness	0.297	të papajtueshme
migraine	sadness	0.297	migrenë
subsidence	sadness	0.297	fundosje
setback	sadness	0.297	prapambetje
toocold	sadness	0.297	shume ftohte
incase	sadness	0.297	në rast se
hermit	sadness	0.296	vetmitar
moving	sadness	0.295	duke lëvizur
shrink	sadness	0.295	tkurret
shiver	sadness	0.291	të dridhura
constraint	sadness	0.288	kufizim
unimportant	sadness	0.288	të parëndësishme
tramp	sadness	0.288	endacak
rubble	sadness	0.282	rrënoja
down	sadness	0.281	poshtë
taint	sadness	0.281	njollos
flop	sadness	0.281	bie
wearily	sadness	0.281	i lodhur
overdue	sadness	0.281	i vonuar
excluding	sadness	0.281	duke përjashtuar
confession	sadness	0.281	rrëfim
grey	sadness	0.281	gri
senseless	sadness	0.281	e pakuptimtë
unseat	sadness	0.281	ulëse
remove	sadness	0.281	hiqni
revoke	sadness	0.281	revokoj
shortage	sadness	0.281	mungesa
apathy	sadness	0.281	apatia
adverse	sadness	0.281	i pafavorshëm
negro	sadness	0.281	zezak
timid	sadness	0.281	i ndrojtur
flinch	sadness	0.281	dridhem
scrapie	sadness	0.281	scrapie
grumpy	sadness	0.281	ters
knell	sadness	0.275	gjunjëzoj
throb	sadness	0.273	pulsim
confusion	sadness	0.273	konfuzion
soldier	sadness	0.273	ushtar
jurisprudence	sadness	0.273	jurisprudencës
humbled	sadness	0.273	i përulur
gray	sadness	0.269	gri
lax	sadness	0.266	i dobët
mixedemotions	sadness	0.266	emocione të përziera
obstacle	sadness	0.266	pengesë
slur	sadness	0.266	shpifje
unrealistic	sadness	0.266	joreale
drifted	sadness	0.266	rrëshqitur
leaving	sadness	0.266	duke u larguar
shack	sadness	0.266	kasolle
eternity	sadness	0.266	përjetësinë
remiss	sadness	0.266	heq dorë
inconvenient	sadness	0.263	i papërshtatshëm
restrict	sadness	0.259	kufizojnë
misrepresentation	sadness	0.259	keqinterpretim
stagnant	sadness	0.259	ndenjur
disservice	sadness	0.258	dëmtim
wilderness	sadness	0.255	shkretëtirë
nosun	sadness	0.255	nosun
backwater	sadness	0.255	ujërat e pasme
tempest	sadness	0.250	furtunë
pine	sadness	0.250	pisha
humbug	sadness	0.250	i përulur
bang	sadness	0.250	zhurmë
speculation	sadness	0.250	spekulime
labored	sadness	0.250	i munduar
incomplete	sadness	0.250	jo të plota
gullible	sadness	0.250	sylesh
undying	sadness	0.250	i pavdekshëm
anchorage	sadness	0.250	ankorimi
unexplained	sadness	0.250	e pashpjegueshme
error	sadness	0.250	gabim
wasteful	sadness	0.250	shpërdorues
communism	sadness	0.250	komunizmit
uneducated	sadness	0.250	i paarsimuar
melodrama	sadness	0.242	melodramë
demonstrative	sadness	0.242	demonstrative
rainyday	sadness	0.242	ditë me shi
necessity	sadness	0.236	domosdoshmëri
boredom	sadness	0.235	mërzinë
foggy	sadness	0.234	me mjegull
sentence	sadness	0.234	fjali
misty	sadness	0.234	i mjegullt
cancel	sadness	0.234	anuloni
void	sadness	0.234	i pavlefshëm
cloudy	sadness	0.234	me re
blockade	sadness	0.234	bllokadë
pale	sadness	0.234	i zbehtë
trash	sadness	0.234	plehra
uninteresting	sadness	0.234	jo interesante
hollow	sadness	0.234	zgavër
healing	sadness	0.234	shërimi
depart	sadness	0.234	largohem
burke	sadness	0.234	burke
warp	sadness	0.234	deformoj
case	sadness	0.228	rast
rainy	sadness	0.227	me shi
uninterested	sadness	0.223	të painteresuar
onerous	sadness	0.223	i mundimshëm
bottom	sadness	0.223	fund
fasting	sadness	0.220	agjërimi
boooo	sadness	0.219	boooo
dole	sadness	0.219	dole
pious	sadness	0.219	i devotshëm
indifference	sadness	0.219	indiferencë
coping	sadness	0.219	përballimin
discolored	sadness	0.219	të zbardhura
thirst	sadness	0.219	etje
blunder	sadness	0.219	gabim
cocaine	sadness	0.218	kokainë
tough	sadness	0.212	i ashpër
revolution	sadness	0.203	revolucion
hoary	sadness	0.203	i vrullshëm
chilly	sadness	0.203	të ftohtë
sluggish	sadness	0.203	i plogësht
yucky	sadness	0.203	i ndyrë
fat	sadness	0.203	yndyrë
lower	sadness	0.203	më të ulëta
sprain	sadness	0.203	ndrydhje
chargeable	sadness	0.203	me pagesë
arid	sadness	0.203	e thatë
wanting	sadness	0.202	duke dashur
progression	sadness	0.201	progresion
closure	sadness	0.195	mbyllje
unbeaten	sadness	0.193	i pamposhtur
rack	sadness	0.188	raft
halter	sadness	0.188	kapistër
rumor	sadness	0.188	thashetheme
tease	sadness	0.188	ngacmoj
invalid	sadness	0.188	e pavlefshme
cataract	sadness	0.188	katarakt
meh	sadness	0.188	meh
heartfelt	sadness	0.188	i përzemërt
retirement	sadness	0.188	daljes ne pension
splitting	sadness	0.188	ndarja
interrupted	sadness	0.188	i ndërprerë
oddity	sadness	0.188	çuditshmëri
cold	sadness	0.188	ftohtë
veal	sadness	0.188	viçi
concerned	sadness	0.184	të shqetësuar
sarcasm	sadness	0.181	sarkazëm
strip	sadness	0.179	rrip
divided	sadness	0.172	të ndarë
feeling	sadness	0.172	ndjenje
overload	sadness	0.172	mbingarkesë
sap	sadness	0.172	lëngu
memories	sadness	0.172	kujtimet
esteem	sadness	0.172	nderim
cupping	sadness	0.172	kupa
eschew	sadness	0.172	shmangem
destination	sadness	0.170	destinacion
nosnow	sadness	0.169	nosnow
limited	sadness	0.167	kufizuar
rain	sadness	0.163	shiu
willful	sadness	0.160	me dashje
untitled	sadness	0.157	pa titull
stint	sadness	0.156	stazh
cross	sadness	0.156	kryq
weeds	sadness	0.156	barërat e këqija
pare	sadness	0.155	para
snort	sadness	0.154	gërhij
procession	sadness	0.152	procesion
inconsequential	sadness	0.152	të parëndësishme
tax	sadness	0.142	taksa
emo	sadness	0.141	emo
tolerate	sadness	0.141	tolerojë
mug	sadness	0.141	turi
overpriced	sadness	0.141	mbiçmuar
weight	sadness	0.141	peshë
touchy	sadness	0.140	prekëse
kennel	sadness	0.130	lukuni
grounded	sadness	0.130	i bazuar
unpaid	sadness	0.125	të papaguara
socialist	sadness	0.125	socialiste
meek	sadness	0.125	zemërbutë
clouds	sadness	0.125	retë
margin	sadness	0.125	diferencë
theocratic	sadness	0.125	teokratike
stillness	sadness	0.125	qetësi
sisterhood	sadness	0.125	motra
terrific	sadness	0.125	i frikshëm
commemorate	sadness	0.125	përkujtojnë
late	sadness	0.125	vonë
default	sadness	0.121	default
lace	sadness	0.118	dantella
unpublished	sadness	0.116	e pabotuar
interested	sadness	0.114	e interesuar
fortress	sadness	0.110	kala
lush	sadness	0.109	harlisur
harry	sadness	0.109	harri
ultimate	sadness	0.109	përfundimtare
priesthood	sadness	0.109	priftëri
orchestra	sadness	0.109	orkestër
rating	sadness	0.109	vlerësim
fleece	sadness	0.109	qeth
sanctify	sadness	0.108	shenjtëroj
income	sadness	0.100	të ardhura
winning	sadness	0.094	duke fituar
boo	sadness	0.094	boo
quiet	sadness	0.094	i qetë
sonnet	sadness	0.094	sonet
vainly	sadness	0.091	më kot
hug	sadness	0.078	përqafim
opera	sadness	0.078	opera
humble	sadness	0.078	i përulur
hut	sadness	0.078	kasolle
ovation	sadness	0.078	ovacion
wet	sadness	0.078	i lagur
motivating	sadness	0.078	motivuese
treat	sadness	0.076	trajtoj
hymn	sadness	0.064	himn
honest	sadness	0.062	i ndershëm
relics	sadness	0.061	relike
couch	sadness	0.060	divan
waffle	sadness	0.047	waffle
shell	sadness	0.045	guaskë
musical	sadness	0.045	muzikore
savor	sadness	0.034	shijoj
napkin	sadness	0.031	pecetë
vote	sadness	0.031	votoni
sing	sadness	0.017	këndoj
mother	sadness	0.016	nënë
music	sadness	0.016	muzikë
nutritious	sadness	0.015	ushqyese
lovely	sadness	0.009	bukuroshe
sweetheart	sadness	0.000	i dashur
romance	sadness	0.000	romancë
liquor	sadness	0.000	pije alkoolike
art	sadness	0.000	art
surprise	surprise	0.930	surprizë
explode	surprise	0.906	shpërthejnë
flabbergast	surprise	0.906	flabbergast
explosion	surprise	0.898	shpërthim
ambush	surprise	0.883	pritë
explosive	surprise	0.883	eksplozive
eruption	surprise	0.883	shpërthim
surprisingly	surprise	0.875	çuditërisht
startle	surprise	0.875	befasoj
shockingly	surprise	0.875	në mënyrë tronditëse
frighten	surprise	0.875	trembin
surprised	surprise	0.867	i habitur
frightened	surprise	0.867	i frikësuar
surprising	surprise	0.867	befasuese
outburst	surprise	0.859	shpërthim
thrilling	surprise	0.859	drithërues
miracle	surprise	0.859	mrekulli
blast	surprise	0.852	shpërthim
astonishingly	surprise	0.852	në mënyrë të habitshme
alarm	surprise	0.852	alarmi
shock	surprise	0.844	shoku
thunderstruck	surprise	0.844	i goditur me bubullimë
jolt	surprise	0.844	goditje
dazzle	surprise	0.836	verboj
bang	surprise	0.836	zhurmë
catastrophe	surprise	0.836	katastrofë
fright	surprise	0.836	frika
unexpectedly	surprise	0.836	papritur
startling	surprise	0.828	befasuese
suddenly	surprise	0.828	papritur
emergency	surprise	0.828	emergjente
bewilderment	surprise	0.828	hutim
stunned	surprise	0.820	i shtangur
astound	surprise	0.820	mahnitur
jackpot	surprise	0.812	çmim i parë
earthquake	surprise	0.812	tërmet
disaster	surprise	0.812	fatkeqësi
astonishment	surprise	0.805	habi
climax	surprise	0.805	kulm
aghast	surprise	0.805	i tmerruar
astonish	surprise	0.805	habitur
scare	surprise	0.797	tremb
awestruck	surprise	0.797	i mahnitur
erupt	surprise	0.789	shpërthejnë
bomb	surprise	0.789	bombë
exclaim	surprise	0.789	bërtas
amazement	surprise	0.781	habi
abduction	surprise	0.773	rrëmbimi
alarming	surprise	0.773	alarmante
detonate	surprise	0.773	shpërthejnë
raid	surprise	0.773	bastisje
miraculous	surprise	0.773	mrekullibërës
invade	surprise	0.773	pushtojnë
kidnap	surprise	0.766	rrëmbim
unpredictable	surprise	0.758	paparashikueshme
stupefy	surprise	0.758	i trullosur
dumfound	surprise	0.758	i hutuar
overwhelming	surprise	0.758	dërrmuese
erratic	surprise	0.750	i çrregullt
unimaginable	surprise	0.750	e paimagjinueshme
accident	surprise	0.750	aksident
outrageous	surprise	0.750	të egër
horror	surprise	0.742	tmerri
amaze	surprise	0.742	mahnitin
blitz	surprise	0.742	blitz
bewilder	surprise	0.742	i hutuar
flinch	surprise	0.742	dridhem
petrify	surprise	0.742	petrifikoj
wreck	surprise	0.742	thyej
slaughter	surprise	0.742	therje
frenetic	surprise	0.734	frenetik
crash	surprise	0.734	përplasje
frantic	surprise	0.734	i furishëm
stupefaction	surprise	0.734	trullosje
excitement	surprise	0.734	eksitim
riotous	surprise	0.727	i trazuar
outcry	surprise	0.727	klithmë
vanished	surprise	0.727	u zhduk
moonstruck	surprise	0.727	i goditur nga hëna
sudden	surprise	0.727	e papritur
awe	surprise	0.719	frikë
scream	surprise	0.719	bërtas
breathless	surprise	0.719	pa frymë
sabotage	surprise	0.719	sabotim
shriek	surprise	0.719	ulërimë
unanticipated	surprise	0.719	i paparashikuar
bewildered	surprise	0.719	i hutuar
manslaughter	surprise	0.719	vrasje nga pakujdesia
amazedness	surprise	0.719	habi
rupture	surprise	0.719	këputje
unexpected	surprise	0.711	e papritur
electrify	surprise	0.711	elektrizoj
uncontrollable	surprise	0.711	e pakontrollueshme
shot	surprise	0.711	e qëlluar
avalanche	surprise	0.711	orteku
gasp	surprise	0.711	gulçim
stun	surprise	0.711	trullos
slam	surprise	0.703	përplasje
abrupt	surprise	0.703	i papritur
intruder	surprise	0.703	ndërhyrës
unforeseen	surprise	0.703	të paparashikuara
suspense	surprise	0.703	pezullim
devastation	surprise	0.703	shkatërrim
surge	surprise	0.703	rritje
excite	surprise	0.695	eksitoj
dumfounder	surprise	0.695	dumthemelues
yell	surprise	0.695	bërtas
unprecedented	surprise	0.695	e paprecedentë
strike	surprise	0.695	grevë
volatility	surprise	0.695	paqëndrueshmëria
urgent	surprise	0.695	urgjente
stab	surprise	0.695	godas me thikë
disturbance	surprise	0.688	shqetësim
carnage	surprise	0.688	kërdi
incredible	surprise	0.688	e pabesueshme
spectacular	surprise	0.688	spektakolare
thrill	surprise	0.680	emocion
recklessness	surprise	0.680	pamaturia
clamor	surprise	0.680	zhurmë
monstrous	surprise	0.680	monstruoze
slap	surprise	0.680	shuplakë
inexplicable	surprise	0.672	e pashpjegueshme
terrorist	surprise	0.672	terroriste
exciting	surprise	0.672	emocionuese
accidental	surprise	0.672	aksidentale
accidentally	surprise	0.672	rastësisht
striking	surprise	0.672	goditëse
captivate	surprise	0.672	magjeps
exhilaration	surprise	0.672	ngazëllim
topple	surprise	0.664	rrëzoj
dire	surprise	0.664	i tmerrshëm
revolution	surprise	0.664	revolucion
volcano	surprise	0.664	vullkan
freakish	surprise	0.664	i çuditshëm
revolt	surprise	0.656	revoltë
bloodshed	surprise	0.656	gjakderdhje
sneak	surprise	0.656	vjedhës
unspeakable	surprise	0.656	e papërshkrueshme
incendiary	surprise	0.656	ndezëse
epidemic	surprise	0.648	epidemi
violent	surprise	0.648	i dhunshëm
disruption	surprise	0.648	përçarje
amazingly	surprise	0.648	në mënyrë të mahnitshme
mutiny	surprise	0.648	kryengritje
spellbound	surprise	0.648	i magjepsur
cyclone	surprise	0.648	ciklon
unsuspecting	surprise	0.648	të padyshimtë
attacking	surprise	0.648	duke sulmuar
unintended	surprise	0.648	e paqëllimshme
shout	surprise	0.641	bërtas
indescribable	surprise	0.641	e papërshkrueshme
tumult	surprise	0.641	rrëmujë
improvisation	surprise	0.641	improvizimi
wildfire	surprise	0.641	zjarri i egër
excitation	surprise	0.641	ngacmim
screech	surprise	0.641	ulërimë
enthusiasm	surprise	0.641	entuziazmi
uncertain	surprise	0.633	i pasigurt
plunder	surprise	0.633	plaçkitje
gape	surprise	0.633	zbrazje
treachery	surprise	0.633	tradhëti
agape	surprise	0.633	agape
anomaly	surprise	0.633	anomali
presto	surprise	0.633	presto
apparition	surprise	0.633	shfaqja
wonderment	surprise	0.625	çudi
slaughtering	surprise	0.625	therje
trick	surprise	0.625	mashtrim
mystery	surprise	0.625	mister
murderous	surprise	0.625	vrastare
distress	surprise	0.625	shqetësim
sorcery	surprise	0.625	magji
excited	surprise	0.625	i emocionuar
tempest	surprise	0.625	furtunë
urgency	surprise	0.625	urgjente
inimaginable	surprise	0.617	e paimagjinueshme
intrusive	surprise	0.617	ndërhyrës
quickness	surprise	0.617	shpejtësia
intense	surprise	0.617	intensive
trickery	surprise	0.617	mashtrim
vanish	surprise	0.617	zhduken
prank	surprise	0.617	shaka
murder	surprise	0.617	vrasje
thief	surprise	0.609	hajduti
blindfold	surprise	0.609	sytë e lidhur
unstable	surprise	0.609	e paqëndrueshme
strangle	surprise	0.609	mbyt
coup	surprise	0.609	grusht shteti
magical	surprise	0.609	magjike
shatter	surprise	0.609	thyej
splash	surprise	0.609	spërkatje
stupor	surprise	0.602	marramendje
inconceivable	surprise	0.602	e pakonceptueshme
betray	surprise	0.602	tradhtojnë
defy	surprise	0.602	sfidoj
jubilee	surprise	0.602	jubilare
assail	surprise	0.602	sulmojnë
deluge	surprise	0.602	përmbytje
tackle	surprise	0.602	trajtoj
monstrosity	surprise	0.594	monstruozitet
lightning	surprise	0.594	rrufeja
stupendous	surprise	0.594	i jashtëzakonshëm
shrill	surprise	0.594	i mprehtë
mishap	surprise	0.594	fatkeqësi
alerts	surprise	0.594	alarmet
mysterious	surprise	0.586	misterioze
randomly	surprise	0.586	rastësisht
wild	surprise	0.586	e egër
deceit	surprise	0.586	mashtrim
bonus	surprise	0.586	bonus
pitfall	surprise	0.586	grackë
uncanny	surprise	0.586	i çuditshëm
wondrous	surprise	0.586	i mrekullueshëm
premature	surprise	0.578	e parakohshme
stagger	surprise	0.578	lëkundem
rejoicing	surprise	0.578	duke u gëzuar
godsend	surprise	0.578	dhuratë nga perëndia
jubilant	surprise	0.578	ngazëllyese
electric	surprise	0.578	elektrike
raving	surprise	0.578	përçart
bizarre	surprise	0.578	i çuditshëm
death	surprise	0.578	vdekjen
fluke	surprise	0.578	rastësi
oddity	surprise	0.578	çuditshmëri
dynamic	surprise	0.570	dinamike
dismay	surprise	0.570	tronditje
revenge	surprise	0.570	hakmarrje
nefarious	surprise	0.562	i poshtër
fascinate	surprise	0.562	magjepsin
jerk	surprise	0.562	hov
ecstatic	surprise	0.562	ekstazë
reward	surprise	0.562	shperblim
uncover	surprise	0.562	zbuloj
reappear	surprise	0.562	rishfaqet
zany	surprise	0.555	i çmendur
whim	surprise	0.555	teka
thaumaturgy	surprise	0.555	taumaturgjia
conjure	surprise	0.555	sjell në mendje
crescendo	surprise	0.555	kreshendo
rescue	surprise	0.547	shpëtim
daze	surprise	0.547	trullos
heroism	surprise	0.547	heroizmin
illuminate	surprise	0.547	ndriçoj
winner	surprise	0.547	fitues
ejaculation	surprise	0.547	derdhje
thwart	surprise	0.547	pengojnë
rarity	surprise	0.547	gjë e rrallë
unbridled	surprise	0.547	i shfrenuar
tantalizing	surprise	0.547	tantalizues
punch	surprise	0.539	grusht
cheer	surprise	0.539	brohorasin
treason	surprise	0.539	tradhëti
violation	surprise	0.539	shkelje
celebration	surprise	0.539	festë
illusion	surprise	0.539	iluzion
marvel	surprise	0.539	mrekullohem
lucky	surprise	0.539	me fat
lunge	surprise	0.539	kërcej
interrupt	surprise	0.539	ndërpres
insult	surprise	0.539	fyerje
concealed	surprise	0.531	të fshehura
snag	surprise	0.531	pengesë
sensation	surprise	0.531	ndjesi
banger	surprise	0.531	zhurmë
fearfully	surprise	0.531	me frikë
affront	surprise	0.531	fyerje
jest	surprise	0.531	shaka
undiscovered	surprise	0.523	të pazbuluara
liberate	surprise	0.523	çliroj
veer	surprise	0.523	devijoj
abandonment	surprise	0.523	braktisje
immediacy	surprise	0.523	imediate
improvise	surprise	0.523	improvizoj
victimized	surprise	0.523	viktimizuar
scorpion	surprise	0.523	akrep
majestic	surprise	0.523	madhështor
wonder	surprise	0.523	çudi
rejoice	surprise	0.523	gëzohu
tickle	surprise	0.516	gudulisin
chance	surprise	0.516	shans
yelp	surprise	0.516	bërtas
howl	surprise	0.516	ulërimë
stealthily	surprise	0.516	tinëzisht
unintentionally	surprise	0.508	pa dashje
magnificent	surprise	0.508	madhështore
reflex	surprise	0.508	refleks
garish	surprise	0.508	i shëmtuar
transcendence	surprise	0.508	transcendencë
rave	surprise	0.508	furi
luck	surprise	0.508	fat
swerve	surprise	0.508	devijoj
pop	surprise	0.508	pop
enliven	surprise	0.500	gjallëroj
slayer	surprise	0.500	vrasës
remarkable	surprise	0.500	jashtëzakonshme
infrequent	surprise	0.500	e rrallë
pang	surprise	0.500	dhimbje
erotic	surprise	0.500	erotike
misbehavior	surprise	0.500	sjellje të keqe
diversion	surprise	0.500	devijimi
heroic	surprise	0.500	heroike
alertness	surprise	0.500	vigjilencë
marvelous	surprise	0.500	i mrekullueshëm
fainting	surprise	0.500	të fikët
embarrassment	surprise	0.500	siklet
nab	surprise	0.492	nab
birthday	surprise	0.492	ditëlindjen
camouflage	surprise	0.492	kamuflazh
unutterable	surprise	0.492	i pashprehur
chimera	surprise	0.492	kimera
trump	surprise	0.492	atu
decoy	surprise	0.492	mashtrim
infarct	surprise	0.492	infarkt
greatness	surprise	0.492	madhështi
exigent	surprise	0.492	kërkuese
prick	surprise	0.484	shpoj
variable	surprise	0.484	e ndryshueshme
curiosity	surprise	0.484	kuriozitet
daemon	surprise	0.484	demon
inexpressible	surprise	0.484	i pashprehur
magician	surprise	0.484	magjistar
underestimate	surprise	0.484	nënvlerësojnë
fanfare	surprise	0.484	fanfare
horde	surprise	0.484	hordhi
zeal	surprise	0.484	zell
incident	surprise	0.477	incidenti
illumination	surprise	0.477	ndriçim
chicane	surprise	0.477	çikane
sneeze	surprise	0.477	teshtijnë
subversive	surprise	0.477	subversive
gawk	surprise	0.477	gawk
fortune	surprise	0.477	pasuri
strange	surprise	0.477	e çuditshme
dreadfully	surprise	0.477	tmerrësisht
unguarded	surprise	0.477	i pambrojtur
prowl	surprise	0.469	shëtitje
reversal	surprise	0.469	përmbysja
wizard	surprise	0.469	magjistar
rapid	surprise	0.469	i shpejtë
leery	surprise	0.469	i ndyrë
break	surprise	0.461	thyej
slip	surprise	0.461	rrëshqitje
divergent	surprise	0.461	divergjent
hilarious	surprise	0.461	gazmore
coincidence	surprise	0.461	rastësi
subito	surprise	0.461	subito
overestimate	surprise	0.453	mbivlerësoj
ordeal	surprise	0.453	sprovë
evanescence	surprise	0.453	evanescencë
merriment	surprise	0.453	qejf
raffle	surprise	0.453	lotari
winning	surprise	0.453	duke fituar
wonderful	surprise	0.453	e mrekullueshme
hoax	surprise	0.453	mashtrim
confession	surprise	0.453	rrëfim
splendid	surprise	0.445	i shkëlqyer
stound	surprise	0.445	qëndroi
perchance	surprise	0.445	me gjasë
excel	surprise	0.445	shkëlqejnë
enthusiast	surprise	0.445	entuziast
gambling	surprise	0.445	lojërat e fatit
feat	surprise	0.445	feat
laughter	surprise	0.445	të qeshura
brighten	surprise	0.438	ndriçoj
unique	surprise	0.438	unike
senseless	surprise	0.438	e pakuptimtë
changeable	surprise	0.438	e ndryshueshme
splendor	surprise	0.438	shkëlqimin
rapt	surprise	0.438	të rrëmbyer
unintentional	surprise	0.438	e paqëllimshme
fascination	surprise	0.430	magjepsje
trepidation	surprise	0.430	drithërimë
lawsuit	surprise	0.430	padi
gift	surprise	0.430	dhuratë
stealthy	surprise	0.430	i fshehtë
fiesta	surprise	0.430	festë
intrigue	surprise	0.430	intrigës
delighted	surprise	0.430	i kënaqur
judgment	surprise	0.422	gjykim
stealth	surprise	0.422	vjedhje
enchant	surprise	0.422	magjeps
originality	surprise	0.422	origjinalitet
riddle	surprise	0.422	gjëegjëzë
quicksilver	surprise	0.422	argjend i gjallë
illegitimate	surprise	0.414	jolegjitime
experiment	surprise	0.414	eksperiment
elusive	surprise	0.414	i pakapshëm
syncope	surprise	0.414	sinkopa
liberation	surprise	0.414	çlirimi
spirits	surprise	0.414	shpirtrat
perjury	surprise	0.414	dëshmi e rreme
veracity	surprise	0.414	vërtetësi
parade	surprise	0.406	paradë
applause	surprise	0.406	duartrokitje
inspired	surprise	0.406	frymëzuar
allure	surprise	0.406	joshje
eager	surprise	0.406	të etur
gambler	surprise	0.406	kumarxhi
fete	surprise	0.406	fete
divorce	surprise	0.398	divorci
guess	surprise	0.398	hamendësoj
princely	surprise	0.398	princërore
burlesque	surprise	0.398	burleske
secrecy	surprise	0.398	fshehtësia
incontinence	surprise	0.391	mosmbajtjeje
peri	surprise	0.391	peri
cheerful	surprise	0.391	i gëzuar
hermaphrodite	surprise	0.391	hermafrodit
supremacy	surprise	0.391	supremaci
aspiration	surprise	0.391	aspirata
buck	surprise	0.383	dollar
lose	surprise	0.383	humbasin
cadaver	surprise	0.383	kufoma
crowning	surprise	0.383	kurorëzim
praiseworthy	surprise	0.383	e lavdërueshme
inheritance	surprise	0.383	trashëgimisë
score	surprise	0.383	pikë
gulp	surprise	0.375	gllabërim
camouflaged	surprise	0.375	i kamufluar
advance	surprise	0.375	përpara
succeed	surprise	0.375	sukses
frisky	surprise	0.375	i gjallë
mystic	surprise	0.375	mistik
compliment	surprise	0.375	kompliment
hope	surprise	0.367	shpresë
joker	surprise	0.367	shakaxhi
sparkle	surprise	0.367	xixëllon
excavation	surprise	0.367	gërmimi
sensual	surprise	0.367	sensuale
entertainment	surprise	0.359	argëtim
feeling	surprise	0.359	ndjenje
modify	surprise	0.352	modifikoj
blessings	surprise	0.352	bekimet
newcomer	surprise	0.352	i sapoardhur
obit	surprise	0.352	obit
postponement	surprise	0.352	shtyrje
award	surprise	0.352	çmim
clown	surprise	0.352	klloun
highest	surprise	0.344	më i lartë
hero	surprise	0.344	hero
glorify	surprise	0.344	lavdëroj
proficiency	surprise	0.344	aftësi
start	surprise	0.344	filloni
wonderfully	surprise	0.344	mrekullisht
celebrity	surprise	0.344	personazh i famshëm
rekindle	surprise	0.336	rindez
optimism	surprise	0.336	optimizmi
sanctify	surprise	0.336	shenjtëroj
unbeaten	surprise	0.336	i pamposhtur
prodigious	surprise	0.336	i jashtëzakonshëm
grin	surprise	0.336	buzëqeshje
memorable	surprise	0.336	i paharrueshëm
warned	surprise	0.336	paralajmëroi
dissolution	surprise	0.336	shpërbërje
hypertrophy	surprise	0.328	hipertrofi
admiration	surprise	0.328	admirim
examination	surprise	0.320	ekzaminimi
angel	surprise	0.320	engjëlli
present	surprise	0.320	prezente
catch	surprise	0.320	kap
hap	surprise	0.320	hap
saint	surprise	0.312	shenjtor
embrace	surprise	0.312	përqafoj
flirt	surprise	0.312	flirtoj
puma	surprise	0.312	pumë
kiss	surprise	0.312	puthje
liberty	surprise	0.312	liria
scrimmage	surprise	0.312	kacafytje
treat	surprise	0.312	trajtoj
inaffable	surprise	0.312	i pafalshëm
occasional	surprise	0.312	rastësor
dismissal	surprise	0.312	shkarkimin nga puna
perfection	surprise	0.305	përsosmërinë
saintly	surprise	0.305	në mënyrë të shenjtë
gratify	surprise	0.305	kënaq
generosity	surprise	0.305	bujari
sally	surprise	0.305	sally
palpable	surprise	0.297	i prekshëm
finally	surprise	0.297	më në fund
differently	surprise	0.297	ndryshe
polarity	surprise	0.297	polariteti
ceremony	surprise	0.297	ceremoni
favorable	surprise	0.297	i favorshëm
larger	surprise	0.297	më të mëdha
warn	surprise	0.297	paralajmërojnë
medal	surprise	0.289	medalje
romance	surprise	0.289	romancë
inviting	surprise	0.289	duke ftuar
greeting	surprise	0.289	përshëndetje
resignation	surprise	0.281	dorëheqjen
accolade	surprise	0.281	vlerësim
labor	surprise	0.281	punës
candid	surprise	0.281	i sinqertë
trip	surprise	0.281	udhëtim
stare	surprise	0.273	ngul sytë
admire	surprise	0.266	admiroj
glimmer	surprise	0.266	vezullim
playful	surprise	0.266	lozonjare
somatic	surprise	0.266	somatike
festival	surprise	0.266	festival
mimicry	surprise	0.266	mimika
insolvency	surprise	0.266	falimentimi
immerse	surprise	0.266	zhyt
invite	surprise	0.266	ftoj
compensate	surprise	0.266	kompensojnë
receiving	surprise	0.258	marrjen
complement	surprise	0.258	plotësojnë
chuckle	surprise	0.258	nënqesh
laugh	surprise	0.258	qeshni
hypothesis	surprise	0.258	hipoteza
honeymoon	surprise	0.250	muaj mjalti
opera	surprise	0.242	opera
pleasant	surprise	0.242	e këndshme
marry	surprise	0.242	martohem
independence	surprise	0.242	pavarësinë
chant	surprise	0.234	këndojnë
holiness	surprise	0.234	shenjtëri
assessment	surprise	0.234	vlerësimi
rhythmical	surprise	0.234	ritmike
hopeful	surprise	0.234	shpresëdhënëse
leave	surprise	0.234	largohen
trophy	surprise	0.234	trofe
deal	surprise	0.227	marreveshje
procession	surprise	0.227	procesion
placard	surprise	0.227	pankartë
