English Word	Emotion	Emotion-Intensity-Score	Armenian Word
interested	sadness	0.114	հետաքրքրված
fortress	sadness	0.110	բերդ
lush	sadness	0.109	փարթամ
harry	sadness	0.109	Հարրի
ultimate	sadness	0.109	վերջնական
priesthood	sadness	0.109	քահանայություն
orchestra	sadness	0.109	նվագախումբ
rating	sadness	0.109	վարկանիշ
fleece	sadness	0.109	բուրդ
sanctify	sadness	0.108	սրբացնել
income	sadness	0.100	եկամուտը
winning	sadness	0.094	հաղթելով
boo	sadness	0.094	բոյ
quiet	sadness	0.094	հանգիստ
sonnet	sadness	0.094	սոնետ
vainly	sadness	0.091	ապարդյուն
hug	sadness	0.078	գրկել
opera	sadness	0.078	օպերա
humble	sadness	0.078	խոնարհ
hut	sadness	0.078	խրճիթ
ovation	sadness	0.078	օվացիա
wet	sadness	0.078	թաց
motivating	sadness	0.078	մոտիվացնող
treat	sadness	0.076	բուժել
hymn	sadness	0.064	հիմն
honest	sadness	0.062	ազնիվ
relics	sadness	0.061	մասունքներ
couch	sadness	0.060	բազմոց
waffle	sadness	0.047	վաֆլի
shell	sadness	0.045	պատյան
musical	sadness	0.045	երաժշտական
savor	sadness	0.034	համտեսել
napkin	sadness	0.031	անձեռոցիկ
vote	sadness	0.031	քվեարկել
sing	sadness	0.017	երգել
mother	sadness	0.016	մայրիկ
music	sadness	0.016	երաժշտություն
nutritious	sadness	0.015	սննդարար
lovely	sadness	0.009	սիրուն
sweetheart	sadness	0.000	սիրելիս
romance	sadness	0.000	սիրավեպ
liquor	sadness	0.000	լիկյոր
art	sadness	0.000	արվեստ
surprise	surprise	0.930	անակնկալ
explode	surprise	0.906	պայթել
flabbergast	surprise	0.906	շքեղություն
explosion	surprise	0.898	պայթյուն
ambush	surprise	0.883	դարանակալել
explosive	surprise	0.883	պայթուցիկ
eruption	surprise	0.883	ժայթքում
surprisingly	surprise	0.875	զարմանալիորեն
startle	surprise	0.875	ցնցել
shockingly	surprise	0.875	ցնցող
frighten	surprise	0.875	վախեցնել
surprised	surprise	0.867	զարմացած
frightened	surprise	0.867	վախեցած
surprising	surprise	0.867	զարմանալի
outburst	surprise	0.859	պոռթկում
thrilling	surprise	0.859	հուզիչ
miracle	surprise	0.859	հրաշք
blast	surprise	0.852	պայթյուն
astonishingly	surprise	0.852	ապշեցուցիչ
alarm	surprise	0.852	ահազանգ
shock	surprise	0.844	ցնցում
thunderstruck	surprise	0.844	որոտացած
jolt	surprise	0.844	ցնցում
dazzle	surprise	0.836	շլացնել
bang	surprise	0.836	պայթյուն
catastrophe	surprise	0.836	աղետ
fright	surprise	0.836	վախ
unexpectedly	surprise	0.836	անսպասելիորեն
startling	surprise	0.828	ցնցող
suddenly	surprise	0.828	հանկարծակի
emergency	surprise	0.828	արտակարգ իրավիճակ
bewilderment	surprise	0.828	տարակուսանք
stunned	surprise	0.820	ապշած
astound	surprise	0.820	ապշել
jackpot	surprise	0.812	jackpot
earthquake	surprise	0.812	երկրաշարժ
disaster	surprise	0.812	աղետ
astonishment	surprise	0.805	զարմանք
climax	surprise	0.805	գագաթնակետ
aghast	surprise	0.805	ապշած
astonish	surprise	0.805	զարմացնել
scare	surprise	0.797	վախեցնել
awestruck	surprise	0.797	ապշած
erupt	surprise	0.789	ժայթքել
bomb	surprise	0.789	ռումբ
exclaim	surprise	0.789	բացականչել
amazement	surprise	0.781	զարմանք
abduction	surprise	0.773	առեւանգում
alarming	surprise	0.773	տագնապալի
detonate	surprise	0.773	պայթեցնել
raid	surprise	0.773	արշավանք
miraculous	surprise	0.773	հրաշագործ
invade	surprise	0.773	ներխուժել
kidnap	surprise	0.766	առեւանգել
unpredictable	surprise	0.758	անկանխատեսելի
stupefy	surprise	0.758	ապուշ
dumfound	surprise	0.758	խուլ
overwhelming	surprise	0.758	ճնշող
erratic	surprise	0.750	անկանոն
unimaginable	surprise	0.750	աներևակայելի
accident	surprise	0.750	վթար
outrageous	surprise	0.750	աղաղակող
horror	surprise	0.742	սարսափ
amaze	surprise	0.742	զարմացնել
blitz	surprise	0.742	բլից
bewilder	surprise	0.742	շփոթեցնող
flinch	surprise	0.742	թարթել
petrify	surprise	0.742	քարացնել
wreck	surprise	0.742	խորտակված
slaughter	surprise	0.742	սպանդ
frenetic	surprise	0.734	կատաղած
crash	surprise	0.734	վթար
frantic	surprise	0.734	խելահեղ
stupefaction	surprise	0.734	հիմարություն
excitement	surprise	0.734	հուզմունք
riotous	surprise	0.727	խռովարար
outcry	surprise	0.727	աղաղակ
vanished	surprise	0.727	անհետացել է
moonstruck	surprise	0.727	լուսնահարված
sudden	surprise	0.727	հանկարծակի
awe	surprise	0.719	ակնածանք
scream	surprise	0.719	ճչալ
breathless	surprise	0.719	շնչակտուր
sabotage	surprise	0.719	դիվերսիա
shriek	surprise	0.719	ճիչ
unanticipated	surprise	0.719	անսպասելի
bewildered	surprise	0.719	շփոթված
manslaughter	surprise	0.719	սպանություն
amazedness	surprise	0.719	զարմանք
rupture	surprise	0.719	պատռվածք
unexpected	surprise	0.711	անսպասելի
electrify	surprise	0.711	էլեկտրականացնել
uncontrollable	surprise	0.711	անվերահսկելի
shot	surprise	0.711	կրակոց
avalanche	surprise	0.711	ձնահյուս
gasp	surprise	0.711	շնչափող
stun	surprise	0.711	շշմեցնել
slam	surprise	0.703	հարվածել
abrupt	surprise	0.703	կտրուկ
intruder	surprise	0.703	ներխուժող
unforeseen	surprise	0.703	չնախատեսված
suspense	surprise	0.703	առկախություն
devastation	surprise	0.703	ավերածություններ
surge	surprise	0.703	ալիք
excite	surprise	0.695	հուզել
dumfounder	surprise	0.695	խուլիգան
yell	surprise	0.695	գոռալ
unprecedented	surprise	0.695	աննախադեպ
strike	surprise	0.695	գործադուլ
volatility	surprise	0.695	անկայունություն
urgent	surprise	0.695	հրատապ
stab	surprise	0.695	դանակահարել
disturbance	surprise	0.688	խանգարում
carnage	surprise	0.688	կոտորած
incredible	surprise	0.688	անհավանական
spectacular	surprise	0.688	տպավորիչ
thrill	surprise	0.680	հուզմունք
recklessness	surprise	0.680	անխոհեմություն
clamor	surprise	0.680	աղմուկ
monstrous	surprise	0.680	հրեշավոր
slap	surprise	0.680	ապտակ
inexplicable	surprise	0.672	անբացատրելի
terrorist	surprise	0.672	ահաբեկիչ
exciting	surprise	0.672	հուզիչ
accidental	surprise	0.672	պատահական
accidentally	surprise	0.672	պատահաբար
striking	surprise	0.672	զարմանալի
captivate	surprise	0.672	գերել
exhilaration	surprise	0.672	ոգևորություն
topple	surprise	0.664	տապալել
dire	surprise	0.664	սարսափելի
revolution	surprise	0.664	հեղափոխություն
volcano	surprise	0.664	հրաբուխ
freakish	surprise	0.664	տարօրինակ
revolt	surprise	0.656	ապստամբություն
bloodshed	surprise	0.656	արյունահեղություն
sneak	surprise	0.656	գաղտագողի
unspeakable	surprise	0.656	անասելի
incendiary	surprise	0.656	հրահրող
epidemic	surprise	0.648	համաճարակ
violent	surprise	0.648	բռնի
disruption	surprise	0.648	խանգարում
amazingly	surprise	0.648	զարմանալիորեն
mutiny	surprise	0.648	ապստամբություն
spellbound	surprise	0.648	հմայված
cyclone	surprise	0.648	ցիկլոն
unsuspecting	surprise	0.648	անկասկած
attacking	surprise	0.648	հարձակվելով
unintended	surprise	0.648	չնախատեսված
shout	surprise	0.641	բղավել
indescribable	surprise	0.641	աննկարագրելի
tumult	surprise	0.641	իրարանցում
improvisation	surprise	0.641	իմպրովիզացիա
wildfire	surprise	0.641	անտառային հրդեհ
excitation	surprise	0.641	գրգռում
screech	surprise	0.641	ճչալ
enthusiasm	surprise	0.641	խանդավառություն
uncertain	surprise	0.633	անորոշ
plunder	surprise	0.633	թալանել
gape	surprise	0.633	շեղում
treachery	surprise	0.633	դավաճանություն
agape	surprise	0.633	ագապե
anomaly	surprise	0.633	անոմալիա
presto	surprise	0.633	պրեստո
apparition	surprise	0.633	երեւում
wonderment	surprise	0.625	զարմանք
slaughtering	surprise	0.625	մորթում
trick	surprise	0.625	հնարք
mystery	surprise	0.625	առեղծված
murderous	surprise	0.625	մարդասպան
distress	surprise	0.625	անհանգստություն
sorcery	surprise	0.625	կախարդություն
excited	surprise	0.625	հուզված
tempest	surprise	0.625	փոթորիկ
urgency	surprise	0.625	հրատապություն
inimaginable	surprise	0.617	աներևակայելի
intrusive	surprise	0.617	ներխուժող
quickness	surprise	0.617	արագություն
intense	surprise	0.617	ինտենսիվ
trickery	surprise	0.617	խորամանկություն
vanish	surprise	0.617	անհետանալ
prank	surprise	0.617	կատակ
murder	surprise	0.617	սպանություն
thief	surprise	0.609	գող
blindfold	surprise	0.609	աչքերը կապել
unstable	surprise	0.609	անկայուն
strangle	surprise	0.609	խեղդել
coup	surprise	0.609	հեղաշրջում
magical	surprise	0.609	կախարդական
shatter	surprise	0.609	ջարդվել
splash	surprise	0.609	շաղ տալ
stupor	surprise	0.602	ապուշություն
inconceivable	surprise	0.602	անպատկերացնելի
betray	surprise	0.602	դավաճանել
defy	surprise	0.602	դիմանալ
jubilee	surprise	0.602	հոբելյանական
assail	surprise	0.602	հարձակվել
deluge	surprise	0.602	ջրհեղեղ
tackle	surprise	0.602	լուծել
monstrosity	surprise	0.594	հրեշավորություն
lightning	surprise	0.594	կայծակ
stupendous	surprise	0.594	հիասքանչ
shrill	surprise	0.594	զրնգուն
mishap	surprise	0.594	դժբախտություն
alerts	surprise	0.594	ահազանգեր
mysterious	surprise	0.586	խորհրդավոր
randomly	surprise	0.586	պատահականորեն
wild	surprise	0.586	վայրի
deceit	surprise	0.586	խաբեություն
bonus	surprise	0.586	բոնուս
pitfall	surprise	0.586	ծուղակ
uncanny	surprise	0.586	անսովոր
wondrous	surprise	0.586	զարմանալի
premature	surprise	0.578	վաղաժամ
stagger	surprise	0.578	ցնցվել
rejoicing	surprise	0.578	ուրախանալով
godsend	surprise	0.578	աստվածային պարգեւ
jubilant	surprise	0.578	ցնծալի
electric	surprise	0.578	էլեկտրական
raving	surprise	0.578	զառանցանք
bizarre	surprise	0.578	տարօրինակ
death	surprise	0.578	մահ
fluke	surprise	0.578	պատահականություն
oddity	surprise	0.578	տարօրինակություն
dynamic	surprise	0.570	դինամիկ
dismay	surprise	0.570	հիասթափություն
revenge	surprise	0.570	վրեժխնդրություն
nefarious	surprise	0.562	ստոր
fascinate	surprise	0.562	հմայել
jerk	surprise	0.562	հրմշտոց
ecstatic	surprise	0.562	հիացական
reward	surprise	0.562	պարգեւատրում
uncover	surprise	0.562	բացահայտել
reappear	surprise	0.562	նորից հայտնվել
zany	surprise	0.555	խելագար
whim	surprise	0.555	քմահաճույք
thaumaturgy	surprise	0.555	թավմատուրգիա
conjure	surprise	0.555	հորդորել
crescendo	surprise	0.555	կրեշենդո
rescue	surprise	0.547	փրկարարական
daze	surprise	0.547	ապշել
heroism	surprise	0.547	հերոսություն
illuminate	surprise	0.547	լուսավորել
winner	surprise	0.547	հաղթող
ejaculation	surprise	0.547	սերմնաժայթքում
thwart	surprise	0.547	խափանել
rarity	surprise	0.547	հազվադեպություն
unbridled	surprise	0.547	անսանձ
tantalizing	surprise	0.547	գայթակղիչ
punch	surprise	0.539	դակիչ
cheer	surprise	0.539	ուրախանալ
treason	surprise	0.539	դավաճանություն
violation	surprise	0.539	խախտում
celebration	surprise	0.539	տոնակատարություն
illusion	surprise	0.539	պատրանք
marvel	surprise	0.539	հրաշք
lucky	surprise	0.539	բախտավոր
lunge	surprise	0.539	թռիչք
interrupt	surprise	0.539	ընդհատել
insult	surprise	0.539	վիրավորանք
concealed	surprise	0.531	թաքնված
snag	surprise	0.531	խայթոց
sensation	surprise	0.531	սենսացիա
banger	surprise	0.531	բենգեր
fearfully	surprise	0.531	վախեցած
affront	surprise	0.531	վիրավորանք
jest	surprise	0.531	կատակ
undiscovered	surprise	0.523	չբացահայտված
liberate	surprise	0.523	ազատագրել
veer	surprise	0.523	շեղվել
abandonment	surprise	0.523	լքվածություն
immediacy	surprise	0.523	անմիջականություն
improvise	surprise	0.523	իմպրովիզացնել
victimized	surprise	0.523	զոհված
scorpion	surprise	0.523	կարիճ
majestic	surprise	0.523	վեհաշուք
wonder	surprise	0.523	զարմանալ
rejoice	surprise	0.523	ուրախանալ
tickle	surprise	0.516	թրթռալ
chance	surprise	0.516	հնարավորություն
yelp	surprise	0.516	գոռալ
howl	surprise	0.516	ոռնալ
stealthily	surprise	0.516	գաղտագողի
unintentionally	surprise	0.508	ակամա
magnificent	surprise	0.508	հոյակապ
reflex	surprise	0.508	ռեֆլեքս
garish	surprise	0.508	շքեղ
transcendence	surprise	0.508	գերազանցություն
rave	surprise	0.508	զառանցել
luck	surprise	0.508	հաջողություն
swerve	surprise	0.508	շեղվել
pop	surprise	0.508	փոփ
enliven	surprise	0.500	աշխուժացնել
slayer	surprise	0.500	մարդասպան
remarkable	surprise	0.500	ուշագրավ
infrequent	surprise	0.500	հազվադեպ
pang	surprise	0.500	ցավ
erotic	surprise	0.500	էրոտիկ
misbehavior	surprise	0.500	վատ վարքագիծ
diversion	surprise	0.500	շեղում
heroic	surprise	0.500	հերոսական
alertness	surprise	0.500	զգոնություն
marvelous	surprise	0.500	հրաշալի
fainting	surprise	0.500	ուշագնացություն
embarrassment	surprise	0.500	խայտառակություն
nab	surprise	0.492	նաբ
birthday	surprise	0.492	ծննդյան օրը
camouflage	surprise	0.492	քողարկում
unutterable	surprise	0.492	անասելի
chimera	surprise	0.492	քիմերա
trump	surprise	0.492	հաղթաթուղթ
decoy	surprise	0.492	խաբեություն
infarct	surprise	0.492	ինֆարկտ
greatness	surprise	0.492	մեծություն
exigent	surprise	0.492	պահանջկոտ
prick	surprise	0.484	ծակել
variable	surprise	0.484	փոփոխական
curiosity	surprise	0.484	հետաքրքրասիրություն
daemon	surprise	0.484	դեմոն
inexpressible	surprise	0.484	անբացատրելի
magician	surprise	0.484	կախարդ
underestimate	surprise	0.484	թերագնահատում
fanfare	surprise	0.484	ֆանֆար
horde	surprise	0.484	հորդա
zeal	surprise	0.484	նախանձախնդրություն
incident	surprise	0.477	միջադեպ
illumination	surprise	0.477	լուսավորություն
chicane	surprise	0.477	շիկեն
sneeze	surprise	0.477	փռշտալ
subversive	surprise	0.477	դիվերսիոն
gawk	surprise	0.477	գավկ
fortune	surprise	0.477	հարստություն
strange	surprise	0.477	տարօրինակ
dreadfully	surprise	0.477	ահավոր
unguarded	surprise	0.477	անպաշտպան
prowl	surprise	0.469	թափառել
reversal	surprise	0.469	հակադարձում
wizard	surprise	0.469	կախարդ
rapid	surprise	0.469	արագ
leery	surprise	0.469	խղճուկ
break	surprise	0.461	ընդմիջում
slip	surprise	0.461	սայթաքել
divergent	surprise	0.461	տարբերվող
hilarious	surprise	0.461	զվարթ
coincidence	surprise	0.461	պատահականություն
subito	surprise	0.461	subito
overestimate	surprise	0.453	գերագնահատել
ordeal	surprise	0.453	փորձություն
evanescence	surprise	0.453	անհետացում
merriment	surprise	0.453	ուրախություն
raffle	surprise	0.453	խաղարկություն
winning	surprise	0.453	հաղթելով
wonderful	surprise	0.453	հրաշալի
hoax	surprise	0.453	խաբեություն
confession	surprise	0.453	խոստովանություն
splendid	surprise	0.445	հոյակապ
stound	surprise	0.445	կանգնել
perchance	surprise	0.445	հավանաբար
excel	surprise	0.445	գերազանցել
enthusiast	surprise	0.445	էնտուզիաստ
gambling	surprise	0.445	Դրամախաղ
feat	surprise	0.445	feat
laughter	surprise	0.445	ծիծաղ
brighten	surprise	0.438	լուսավորել
unique	surprise	0.438	եզակի
senseless	surprise	0.438	անիմաստ
changeable	surprise	0.438	փոփոխական
splendor	surprise	0.438	շքեղություն
rapt	surprise	0.438	հափշտակել
unintentional	surprise	0.438	ոչ միտումնավոր
fascination	surprise	0.430	հրապուրանք
trepidation	surprise	0.430	տագնապ
lawsuit	surprise	0.430	դատական հայց
gift	surprise	0.430	նվեր
stealthy	surprise	0.430	գաղտագողի
fiesta	surprise	0.430	փառատոն
intrigue	surprise	0.430	ինտրիգ
delighted	surprise	0.430	հիացած
judgment	surprise	0.422	դատողություն
stealth	surprise	0.422	գաղտագողի
enchant	surprise	0.422	կախարդել
originality	surprise	0.422	ինքնատիպություն
riddle	surprise	0.422	հանելուկ
quicksilver	surprise	0.422	արագ արծաթ
illegitimate	surprise	0.414	անօրինական
experiment	surprise	0.414	փորձ
elusive	surprise	0.414	խուսափողական
syncope	surprise	0.414	սինկոպ
liberation	surprise	0.414	ազատագրում
spirits	surprise	0.414	ոգիներ
perjury	surprise	0.414	սուտ վկայություն
veracity	surprise	0.414	ճշմարտացիություն
parade	surprise	0.406	շքերթ
applause	surprise	0.406	ծափահարություններ
inspired	surprise	0.406	ոգեշնչված
allure	surprise	0.406	գրավչություն
eager	surprise	0.406	եռանդուն
gambler	surprise	0.406	խաղամոլ
fete	surprise	0.406	տոնակատարություն
divorce	surprise	0.398	ամուսնալուծություն
guess	surprise	0.398	գուշակել
princely	surprise	0.398	իշխանական
burlesque	surprise	0.398	բուրլեսկ
secrecy	surprise	0.398	գաղտնիություն
incontinence	surprise	0.391	անմիզապահություն
peri	surprise	0.391	պերի
cheerful	surprise	0.391	ուրախ
hermaphrodite	surprise	0.391	հերմաֆրոդիտ
supremacy	surprise	0.391	գերակայություն
aspiration	surprise	0.391	ձգտումը
buck	surprise	0.383	փող
lose	surprise	0.383	կորցնել
cadaver	surprise	0.383	դիակ
crowning	surprise	0.383	պսակելը
praiseworthy	surprise	0.383	գովելի
inheritance	surprise	0.383	Ժառանգություն
score	surprise	0.383	միավոր
gulp	surprise	0.375	կուլ տալ
camouflaged	surprise	0.375	քողարկված
advance	surprise	0.375	կանխավճար
succeed	surprise	0.375	հաջողության հասնել
frisky	surprise	0.375	ցայտուն
mystic	surprise	0.375	միստիկ
compliment	surprise	0.375	հաճոյախոսություն
hope	surprise	0.367	հույս
joker	surprise	0.367	կատակասեր
sparkle	surprise	0.367	կայծ
excavation	surprise	0.367	պեղում
sensual	surprise	0.367	զգայական
entertainment	surprise	0.359	զվարճություն
feeling	surprise	0.359	Զգացմունք
modify	surprise	0.352	փոփոխել
blessings	surprise	0.352	օրհնություններ
newcomer	surprise	0.352	նորեկ
obit	surprise	0.352	obit
postponement	surprise	0.352	հետաձգում
award	surprise	0.352	մրցանակ
clown	surprise	0.352	ծաղրածու
highest	surprise	0.344	ամենաբարձր
hero	surprise	0.344	հերոս
glorify	surprise	0.344	փառաբանել
proficiency	surprise	0.344	հմտություն
start	surprise	0.344	սկսել
wonderfully	surprise	0.344	հրաշալի կերպով
celebrity	surprise	0.344	հայտնիություն
rekindle	surprise	0.336	կրկին բորբոքել
optimism	surprise	0.336	լավատեսություն
sanctify	surprise	0.336	սրբացնել
unbeaten	surprise	0.336	անպարտելի
prodigious	surprise	0.336	զարմանալի
grin	surprise	0.336	քմծիծաղ
memorable	surprise	0.336	հիշարժան
warned	surprise	0.336	զգուշացրել է
dissolution	surprise	0.336	տարրալուծում
hypertrophy	surprise	0.328	հիպերտրոֆիա
admiration	surprise	0.328	հիացմունք
examination	surprise	0.320	քննություն
angel	surprise	0.320	հրեշտակ
present	surprise	0.320	ներկա
catch	surprise	0.320	բռնել
hap	surprise	0.320	hap
saint	surprise	0.312	սուրբ
embrace	surprise	0.312	գրկել
flirt	surprise	0.312	սիրախաղ
puma	surprise	0.312	պումա
kiss	surprise	0.312	համբույր
liberty	surprise	0.312	ազատություն
scrimmage	surprise	0.312	ծեծկռտուք
treat	surprise	0.312	բուժել
inaffable	surprise	0.312	անասելի
occasional	surprise	0.312	պատահական
dismissal	surprise	0.312	աշխատանքից ազատում
perfection	surprise	0.305	կատարելություն
saintly	surprise	0.305	սուրբ
gratify	surprise	0.305	գոհացնել
generosity	surprise	0.305	առատաձեռնություն
sally	surprise	0.305	Սալի
palpable	surprise	0.297	շոշափելի
finally	surprise	0.297	վերջապես
differently	surprise	0.297	այլ կերպ
polarity	surprise	0.297	բևեռականություն
ceremony	surprise	0.297	արարողություն
favorable	surprise	0.297	բարենպաստ
larger	surprise	0.297	ավելի մեծ
warn	surprise	0.297	զգուշացնել
medal	surprise	0.289	մեդալ
romance	surprise	0.289	սիրավեպ
inviting	surprise	0.289	հրավիրելով
greeting	surprise	0.289	ողջույն
resignation	surprise	0.281	հրաժարական
accolade	surprise	0.281	գովաբանություն
labor	surprise	0.281	աշխատուժ
candid	surprise	0.281	անկեղծ
trip	surprise	0.281	ճամփորդություն
stare	surprise	0.273	հայացք նետել
admire	surprise	0.266	հիանալ
glimmer	surprise	0.266	շող
playful	surprise	0.266	ժիր
somatic	surprise	0.266	սոմատիկ
festival	surprise	0.266	փառատոն
mimicry	surprise	0.266	միմիկան
insolvency	surprise	0.266	անվճարունակություն
immerse	surprise	0.266	ընկղմել
invite	surprise	0.266	հրավիրել
compensate	surprise	0.266	փոխհատուցել
receiving	surprise	0.258	ստացող
complement	surprise	0.258	լրացնում
chuckle	surprise	0.258	ժպտալ
laugh	surprise	0.258	ծիծաղել
hypothesis	surprise	0.258	վարկած
honeymoon	surprise	0.250	մեղրամիս
opera	surprise	0.242	օպերա
pleasant	surprise	0.242	հաճելի
marry	surprise	0.242	ամուսնանալ
independence	surprise	0.242	անկախություն
chant	surprise	0.234	երգել
holiness	surprise	0.234	սրբություն
assessment	surprise	0.234	գնահատում
rhythmical	surprise	0.234	ռիթմիկ
hopeful	surprise	0.234	հուսադրող
leave	surprise	0.234	հեռանալ
trophy	surprise	0.234	ավար
deal	surprise	0.227	գործարք
procession	surprise	0.227	թափոր
placard	surprise	0.227	պլակատ
shopping	surprise	0.219	գնումներ կատարել
musical	surprise	0.219	երաժշտական
cherish	surprise	0.219	փայփայել
good	surprise	0.219	լավ
dawn	surprise	0.211	լուսաբաց
simplify	surprise	0.211	պարզեցնել
shell	surprise	0.211	պատյան
morals	surprise	0.203	բարքեր
money	surprise	0.203	փող
nullify	surprise	0.203	չեղյալ համարել
purity	surprise	0.203	մաքրություն
sweet	surprise	0.203	քաղցր
synchronize	surprise	0.195	համաժամացնել
precious	surprise	0.195	թանկագին
humanitarian	surprise	0.195	մարդասիրական
preservative	surprise	0.195	կոնսերվանտ
unfulfilled	surprise	0.195	չկատարված
obliging	surprise	0.188	պարտավորեցնող
singularly	surprise	0.188	եզակի
graduation	surprise	0.180	ավարտական
foresee	surprise	0.180	կանխատեսել
pray	surprise	0.180	աղոթել
lovely	surprise	0.180	սիրուն
thirst	surprise	0.172	ծարավ
mouth	surprise	0.172	բերան
youth	surprise	0.172	երիտասարդություն
sun	surprise	0.172	արև
art	surprise	0.172	արվեստ
goodness	surprise	0.164	բարություն
latent	surprise	0.156	թաքնված
visor	surprise	0.156	երեսկալ
overdue	surprise	0.156	ժամկետանց
practiced	surprise	0.156	պրակտիկան
loyal	surprise	0.148	հավատարիմ
expect	surprise	0.148	ակնկալել
wireless	surprise	0.148	անլար
destination	surprise	0.148	նպատակակետ
infant	surprise	0.141	նորածին
cream	surprise	0.141	կրեմ
slush	surprise	0.141	ցեխոտ
quote	surprise	0.141	մեջբերում
playground	surprise	0.133	խաղահրապարակ
vote	surprise	0.125	քվեարկել
teach	surprise	0.125	սովորեցնել
organization	surprise	0.125	կազմակերպություն
dolphin	surprise	0.117	դելֆին
weight	surprise	0.117	քաշը
smile	surprise	0.117	ժպտալ
sisterhood	surprise	0.109	քույրություն
cable	surprise	0.109	մալուխ
sunny	surprise	0.102	արևոտ
steady	surprise	0.094	կայուն
peaceful	surprise	0.086	խաղաղ
spa	surprise	0.086	սպա
leisure	surprise	0.086	ժամանց
picnic	surprise	0.078	խնջույք
tree	surprise	0.078	ծառ
worm	surprise	0.055	որդ
truthfulness	trust	0.906	ճշմարտացիություն
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	վստահելի
honor	trust	0.844	պատիվ
honesty	trust	0.844	ազնվություն
honest	trust	0.844	ազնիվ
truth	trust	0.844	ճշմարտություն
truthful	trust	0.836	ճշմարիտ
trusting	trust	0.836	վստահելով
brotherhood	trust	0.820	եղբայրություն
entrust	trust	0.812	վստահել
committed	trust	0.805	կատարված
loyalty	trust	0.805	հավատարմություն
integrity	trust	0.805	ամբողջականություն
honorable	trust	0.805	պատվավոր
trust	trust	0.805	վստահություն
credibility	trust	0.805	վստահելիություն
faithful	trust	0.797	հավատարիմ
sincere	trust	0.797	անկեղծ
partnership	trust	0.789	գործընկերություն
responsible	trust	0.789	պատասխանատու
true	trust	0.789	ճիշտ
wisdom	trust	0.789	իմաստություն
verification	trust	0.781	ստուգում
cooperative	trust	0.781	կոոպերատիվ
vow	trust	0.781	ուխտ
oath	trust	0.781	երդում
respectable	trust	0.773	հարգելի
sisterhood	trust	0.773	քույրություն
hero	trust	0.773	հերոս
credible	trust	0.773	վստահելի
promise	trust	0.773	խոստում
verified	trust	0.773	ստուգված
qualified	trust	0.766	որակավորված
authentication	trust	0.766	իսկությունը
respected	trust	0.766	հարգված
compassion	trust	0.759	կարեկցանք
approval	trust	0.758	հաստատում
moral	trust	0.758	բարոյական
reliability	trust	0.758	հուսալիություն
trusts	trust	0.758	վստահելի
safekeeping	trust	0.758	պահպանում
reputable	trust	0.758	հեղինակավոր
love	trust	0.758	Սեր
friend	trust	0.750	ընկեր
stable	trust	0.750	կայուն
authentic	trust	0.750	իսկական
competence	trust	0.750	իրավասությունը
safeguard	trust	0.750	պաշտպանություն
companion	trust	0.750	ուղեկից
advised	trust	0.750	խորհուրդ տվեց
respect	trust	0.750	հարգանք
loyal	trust	0.750	հավատարիմ
genuine	trust	0.750	իսկական
friendships	trust	0.750	վստահում է
ally	trust	0.750	դաշնակից
proven	trust	0.742	ապացուցված
freedom	trust	0.742	ազատություն
respects	trust	0.742	հարգանքներով
accepting	trust	0.742	բարեկամություններ
faith	trust	0.742	հավատք
wholesome	trust	0.742	առողջարար
heartfelt	trust	0.734	սրտանց
unification	trust	0.734	միավորում
confirmation	trust	0.734	հաստատում
protecting	trust	0.734	պաշտպանելով
reassurance	trust	0.734	հանգստություն
trustee	trust	0.734	հոգաբարձու
supporter	trust	0.734	աջակից
respectful	trust	0.734	հարգալից
admirable	trust	0.734	հիացական
fact	trust	0.727	փաստ
friendship	trust	0.727	բարեկամություն
partners	trust	0.727	ընդունելով
confidentially	trust	0.727	գաղտնի կերպով
confident	trust	0.727	վստահ
equality	trust	0.727	հավասարություն
alliance	trust	0.727	դաշինք
credential	trust	0.727	հավատարմագիր
believing	trust	0.727	հավատալով
excellence	trust	0.727	գերազանցություն
agreement	trust	0.727	համաձայնագիր
closeness	trust	0.719	մտերմություն
authenticate	trust	0.719	նույնականացնել
virtuous	trust	0.719	առաքինի
intelligence	trust	0.719	խելք
kindred	trust	0.719	ազգական
virtue	trust	0.719	առաքինություն
honored	trust	0.719	մեծարված
justice	trust	0.711	արդարադատություն
charitable	trust	0.711	բարեգործական
determination	trust	0.711	վճռականություն
creditable	trust	0.711	վարկավոր
consistency	trust	0.711	հետեւողականություն
allegiance	trust	0.711	հավատարմություն
cooperation	trust	0.711	համագործակցություն
guarantee	trust	0.711	երաշխիք
dedication	trust	0.711	նվիրում
straightforward	trust	0.711	շիտակ
cooperating	trust	0.711	համագործակցող
reliable	trust	0.703	հուսալի
nurture	trust	0.703	դաստիարակել
mother	trust	0.703	մայրիկ
fulfilled	trust	0.703	կատարվեց
admiration	trust	0.703	հիացմունք
mentor	trust	0.703	դաստիարակ
guardianship	trust	0.703	խնամակալություն
assurance	trust	0.703	հավաստիացում
morality	trust	0.703	բարոյականությունը
motherhood	trust	0.703	մայրություն
innocent	trust	0.703	անմեղ
reverence	trust	0.703	ակնածանք
sanctuary	trust	0.703	սրբավայր
friendliness	trust	0.703	ընկերասիրություն
prepared	trust	0.703	պատրաստված
admire	trust	0.703	հիանալ
