English Word	Emotion	Emotion-Intensity-Score	Amharic Word
romance	surprise	0.289	የፍቅር ግንኙነት
inviting	surprise	0.289	መጋበዝ
greeting	surprise	0.289	ሰላምታ
resignation	surprise	0.281	የስራ መልቀቂያ
accolade	surprise	0.281	ማመስገን
labor	surprise	0.281	የጉልበት ሥራ
candid	surprise	0.281	ሐቀኛ
trip	surprise	0.281	ጉዞ
stare	surprise	0.273	ማፍጠጥ
admire	surprise	0.266	አደንቃለሁ
glimmer	surprise	0.266	ብልጭልጭ
playful	surprise	0.266	ተጫዋች
somatic	surprise	0.266	somatic
festival	surprise	0.266	በዓል
mimicry	surprise	0.266	ማስመሰል
insolvency	surprise	0.266	ኪሳራ
immerse	surprise	0.266	ማጥለቅ
invite	surprise	0.266	መጋበዝ
compensate	surprise	0.266	ማካካሻ
receiving	surprise	0.258	መቀበል
complement	surprise	0.258	ማሟያ
chuckle	surprise	0.258	ሳቅ
laugh	surprise	0.258	ሳቅ
hypothesis	surprise	0.258	መላምት
honeymoon	surprise	0.250	የጫጉላ ሽርሽር
opera	surprise	0.242	ኦፔራ
pleasant	surprise	0.242	ደስ የሚል
marry	surprise	0.242	ማግባት
independence	surprise	0.242	ነፃነት
chant	surprise	0.234	ዘምሩ
holiness	surprise	0.234	ቅድስና
assessment	surprise	0.234	ግምገማ
rhythmical	surprise	0.234	ምትሃታዊ
hopeful	surprise	0.234	ተስፋ ሰጭ
leave	surprise	0.234	ተወው
trophy	surprise	0.234	ዋንጫ
deal	surprise	0.227	ስምምነት
procession	surprise	0.227	ሰልፍ
placard	surprise	0.227	ፕላስተር
shopping	surprise	0.219	ግዢ
musical	surprise	0.219	ሙዚቃዊ
cherish	surprise	0.219	ይንከባከቡ
good	surprise	0.219	ጥሩ
dawn	surprise	0.211	ንጋት
simplify	surprise	0.211	ማቃለል
shell	surprise	0.211	ቅርፊት
morals	surprise	0.203	ሥነ ምግባር
money	surprise	0.203	ገንዘብ
nullify	surprise	0.203	መሻር
purity	surprise	0.203	ንጽህና
sweet	surprise	0.203	ጣፋጭ
synchronize	surprise	0.195	አመሳስል
precious	surprise	0.195	ውድ
humanitarian	surprise	0.195	ሰብአዊነት
preservative	surprise	0.195	ተጠባቂ
unfulfilled	surprise	0.195	ያልተሟላ
obliging	surprise	0.188	ማስገደድ
singularly	surprise	0.188	በነጠላነት
graduation	surprise	0.180	ምረቃ
foresee	surprise	0.180	አስቀድሞ ማየት
pray	surprise	0.180	ጸልዩ
lovely	surprise	0.180	ቆንጆ
thirst	surprise	0.172	ጥማት
mouth	surprise	0.172	አፍ
youth	surprise	0.172	ወጣቶች
sun	surprise	0.172	ፀሐይ
art	surprise	0.172	ስነ ጥበብ
goodness	surprise	0.164	መልካምነት
latent	surprise	0.156	ድብቅ
visor	surprise	0.156	visor
overdue	surprise	0.156	ዘግይቷል
practiced	surprise	0.156	የተለማመዱ
loyal	surprise	0.148	ታማኝ
expect	surprise	0.148	መጠበቅ
wireless	surprise	0.148	ገመድ አልባ
destination	surprise	0.148	መድረሻ
infant	surprise	0.141	ሕፃን
cream	surprise	0.141	ክሬም
slush	surprise	0.141	ዝለል
quote	surprise	0.141	ጥቅስ
playground	surprise	0.133	የመጫወቻ ሜዳ
vote	surprise	0.125	ድምጽ መስጠት
teach	surprise	0.125	አስተምር
organization	surprise	0.125	ድርጅት
dolphin	surprise	0.117	ዶልፊን
weight	surprise	0.117	ክብደት
smile	surprise	0.117	ፈገግታ
sisterhood	surprise	0.109	እህትነት
cable	surprise	0.109	ገመድ
sunny	surprise	0.102	ፀሐያማ
steady	surprise	0.094	የተረጋጋ
peaceful	surprise	0.086	ሰላማዊ
spa	surprise	0.086	ስፓ
leisure	surprise	0.086	የትርፍ ጊዜ ማሳለፊያ
picnic	surprise	0.078	ሽርሽር
tree	surprise	0.078	ዛፍ
worm	surprise	0.055	ትል
truthfulness	trust	0.906	እውነተኝነት
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	የሚታመን
honor	trust	0.844	ክብር
honesty	trust	0.844	ታማኝነት
honest	trust	0.844	ሐቀኛ
truth	trust	0.844	እውነት
truthful	trust	0.836	እውነተኛ
trusting	trust	0.836	ማመን
brotherhood	trust	0.820	ወንድማማችነት
entrust	trust	0.812	አደራ
committed	trust	0.805	ቁርጠኛ ነው።
loyalty	trust	0.805	ታማኝነት
integrity	trust	0.805	ታማኝነት
honorable	trust	0.805	የተከበረ
trust	trust	0.805	እምነት
credibility	trust	0.805	ተዓማኒነት
faithful	trust	0.797	ታማኝ
sincere	trust	0.797	ከልብ
partnership	trust	0.789	ሽርክና
responsible	trust	0.789	ተጠያቂ
true	trust	0.789	እውነት
wisdom	trust	0.789	ጥበብ
verification	trust	0.781	ማረጋገጥ
cooperative	trust	0.781	ትብብር
vow	trust	0.781	ስእለት
oath	trust	0.781	መሐላ
respectable	trust	0.773	የተከበረ
sisterhood	trust	0.773	እህትነት
hero	trust	0.773	ጀግና
credible	trust	0.773	የሚታመን
promise	trust	0.773	ቃል መግባት
verified	trust	0.773	ተረጋግጧል
qualified	trust	0.766	ብቁ
authentication	trust	0.766	ማረጋገጥ
respected	trust	0.766	የተከበረ
compassion	trust	0.759	ርህራሄ
approval	trust	0.758	ማጽደቅ
moral	trust	0.758	ሥነ ምግባር
reliability	trust	0.758	አስተማማኝነት
trusts	trust	0.758	የታመነ
safekeeping	trust	0.758	ጥበቃ ማድረግ
reputable	trust	0.758	የተከበረ
love	trust	0.758	ፍቅር
friend	trust	0.750	ጓደኛ
stable	trust	0.750	የተረጋጋ
authentic	trust	0.750	ትክክለኛ
competence	trust	0.750	ብቃት
safeguard	trust	0.750	ጥበቃ
companion	trust	0.750	ተጓዳኝ
advised	trust	0.750	የሚል ምክር ሰጥቷል
respect	trust	0.750	አክብሮት
loyal	trust	0.750	ታማኝ
genuine	trust	0.750	እውነተኛ
friendships	trust	0.750	ይተማመናል
ally	trust	0.750	አጋር
proven	trust	0.742	የተረጋገጠ
freedom	trust	0.742	ነፃነት
respects	trust	0.742	ያከብራል
accepting	trust	0.742	ጓደኝነት
faith	trust	0.742	እምነት
wholesome	trust	0.742	ጤናማ
heartfelt	trust	0.734	ከልብ የመነጨ
unification	trust	0.734	ውህደት
confirmation	trust	0.734	ማረጋገጫ
protecting	trust	0.734	ጥበቃ ማድረግ
reassurance	trust	0.734	ማረጋገጫ
trustee	trust	0.734	ባለአደራ
supporter	trust	0.734	ደጋፊ
respectful	trust	0.734	አክባሪ
admirable	trust	0.734	የሚደነቅ
fact	trust	0.727	እውነታ
friendship	trust	0.727	ጓደኝነት
partners	trust	0.727	መቀበል
confidentially	trust	0.727	በሚስጥር
confident	trust	0.727	በራስ መተማመን
equality	trust	0.727	እኩልነት
alliance	trust	0.727	ህብረት
credential	trust	0.727	ምስክርነት
believing	trust	0.727	ማመን
excellence	trust	0.727	የላቀ ደረጃ
agreement	trust	0.727	ስምምነት
closeness	trust	0.719	መቀራረብ
authenticate	trust	0.719	ማረጋገጥ
virtuous	trust	0.719	በጎነት
intelligence	trust	0.719	የማሰብ ችሎታ
kindred	trust	0.719	ዘመድ
virtue	trust	0.719	በጎነት
honored	trust	0.719	የተከበረ
justice	trust	0.711	ፍትህ
charitable	trust	0.711	በጎ አድራጎት
determination	trust	0.711	ቁርጠኝነት
creditable	trust	0.711	ሊታመን የሚችል
consistency	trust	0.711	ወጥነት
allegiance	trust	0.711	ታማኝነት
cooperation	trust	0.711	ትብብር
guarantee	trust	0.711	ዋስትና
dedication	trust	0.711	ራስን መወሰን
straightforward	trust	0.711	ቀጥተኛ
cooperating	trust	0.711	መተባበር
reliable	trust	0.703	አስተማማኝ
nurture	trust	0.703	ማሳደግ
mother	trust	0.703	እናት
fulfilled	trust	0.703	ተሟልቷል
admiration	trust	0.703	አድናቆት
mentor	trust	0.703	መካሪ
guardianship	trust	0.703	ሞግዚትነት
assurance	trust	0.703	ማረጋገጫ
morality	trust	0.703	ሥነ ምግባር
motherhood	trust	0.703	እናትነት
innocent	trust	0.703	ንፁሀን
reverence	trust	0.703	ክብር
sanctuary	trust	0.703	መቅደስ
friendliness	trust	0.703	ወዳጃዊነት
prepared	trust	0.703	ተዘጋጅቷል
admire	trust	0.703	አደንቃለሁ
protected	trust	0.703	የተጠበቀ
proof	trust	0.703	ማስረጃ
bodyguard	trust	0.695	ጠባቂ
skillful	trust	0.695	የተዋጣለት
marriage	trust	0.695	ጋብቻ
allied	trust	0.695	የተባበረ
morals	trust	0.695	ሥነ ምግባር
humanitarian	trust	0.695	ሰብአዊነት
pact	trust	0.695	ስምምነት
courage	trust	0.695	ድፍረት
accountable	trust	0.695	ተጠያቂ
agreeable	trust	0.695	የሚስማማ
united	trust	0.695	ተባበሩት
indestructible	trust	0.695	የማይበላሽ
approving	trust	0.695	ማጽደቅ
guardian	trust	0.695	ሞግዚት
compassionate	trust	0.695	አዛኝ
scientist	trust	0.695	ሳይንቲስት
certified	trust	0.695	የተረጋገጠ
pledge	trust	0.688	ቃል መግባት
adviser	trust	0.688	አማካሪ
authenticity	trust	0.688	ትክክለኛነት
understanding	trust	0.688	መረዳት
secure	trust	0.688	አስተማማኝ
guidance	trust	0.688	መመሪያ
monogamy	trust	0.688	ነጠላ ማግባት
valor	trust	0.688	ጀግና
solidity	trust	0.688	ጥንካሬ
perfection	trust	0.688	ፍጹምነት
believed	trust	0.688	አመነ
humanity	trust	0.688	ሰብአዊነት
justifiable	trust	0.688	የሚጸድቅ
competent	trust	0.688	ብቃት ያለው
esteem	trust	0.688	ግምት
protector	trust	0.680	ተከላካይ
inspire	trust	0.680	ማነሳሳት።
hope	trust	0.680	ተስፋ
strongest	trust	0.680	አጋሮች
expertise	trust	0.680	እውቀት
humble	trust	0.680	ትሑት
indivisible	trust	0.680	የማይከፋፈል
official	trust	0.680	ኦፊሴላዊ
affirm	trust	0.680	አረጋግጥ
familiarity	trust	0.680	መተዋወቅ
confirmed	trust	0.680	ተረጋግጧል
diligence	trust	0.680	ትጋት
grandfather	trust	0.680	ወንድ አያት
advocacy	trust	0.680	ተሟጋችነት
goodness	trust	0.680	መልካምነት
commendable	trust	0.680	የሚያስመሰግነው
acceptance	trust	0.680	መቀበል
diplomatic	trust	0.680	ዲፕሎማሲያዊ
leader	trust	0.680	መሪ
confide	trust	0.680	ተናገር
agreeing	trust	0.680	መስማማት
approve	trust	0.680	ማጽደቅ
professional	trust	0.680	ፕሮፌሽናል
elders	trust	0.680	ሽማግሌዎች
confidential	trust	0.680	ሚስጥራዊ
faultless	trust	0.672	እንከን የለሽ
believes	trust	0.672	ተቀብሏል
sanctify	trust	0.672	ቀድሱ
intelligent	trust	0.672	ብልህ
safe	trust	0.672	አስተማማኝ
accepted	trust	0.672	በጣም ጠንካራ
dignity	trust	0.672	ክብር
unwavering	trust	0.672	የማይናወጥ
encyclopedia	trust	0.672	ኢንሳይክሎፔዲያ
mastery	trust	0.672	ጌትነት
cohesive	trust	0.672	የተቀናጀ
harmoniously	trust	0.672	በስምምነት
benevolence	trust	0.672	በጎነት
healing	trust	0.672	ፈውስ
accredited	trust	0.672	እውቅና የተሰጠው
covenant	trust	0.672	ቃል ኪዳን
accountability	trust	0.664	ተጠያቂነት
team	trust	0.664	ቡድን
authority	trust	0.664	ሥልጣን
heroic	trust	0.664	ጀግና
reliance	trust	0.664	መታመን
expert	trust	0.664	ኤክስፐርት
communicate	trust	0.664	መግባባት
spiritual	trust	0.664	መንፈሳዊ
impeccable	trust	0.664	እንከን የለሽ
specialist	trust	0.664	ስፔሻሊስት
affirmatively	trust	0.664	በአዎንታዊ መልኩ
proficient	trust	0.664	ብቃት ያለው
fulfillment	trust	0.664	ማሟላት
advocate	trust	0.664	ጠበቃ
disciple	trust	0.664	ደቀመዝሙር
attestation	trust	0.664	ምስክርነት
merit	trust	0.664	ጥቅም
supporting	trust	0.664	መደገፍ
ambassador	trust	0.664	አምባሳደር
guidebook	trust	0.664	መመሪያ መጽሐፍ
accept	trust	0.664	ተቀበል
strengthening	trust	0.661	ማጠናከር
holiness	trust	0.656	ቅድስና
facts	trust	0.656	እውነታው
warranty	trust	0.656	ዋስትና
strength	trust	0.656	ጥንካሬ
relationship	trust	0.656	ግንኙነት
defended	trust	0.656	ተሟግቷል
constancy	trust	0.656	ቋሚነት
favorable	trust	0.656	ተስማሚ
gentleman	trust	0.656	ጨዋ ሰው
counsel	trust	0.656	ምክር
scientific	trust	0.656	ሳይንሳዊ
structure	trust	0.656	መዋቅር
elder	trust	0.656	ሽማግሌ
excellent	trust	0.656	በጣም ጥሩ
achieve	trust	0.656	ማሳካት
steadfast	trust	0.656	የጸና
familiar	trust	0.656	የታወቀ
proficiency	trust	0.656	ብቃት
supports	trust	0.656	ብሎ ያምናል።
counselor	trust	0.648	አማካሪ
lovable	trust	0.648	ተወዳጅ
advisable	trust	0.648	የሚመከር
agreed	trust	0.648	ተስማማ
heroism	trust	0.648	ጀግንነት
rely	trust	0.648	መታመን
uphold	trust	0.648	ጠብቅ
brother	trust	0.648	ወንድም
matrimony	trust	0.648	ጋብቻ
assuredly	trust	0.648	በእርግጠኝነት
peaceful	trust	0.648	ሰላማዊ
saint	trust	0.648	ቅዱስ
unconditionally	trust	0.648	ይቀበላል
solidarity	trust	0.648	አብሮነት
accepts	trust	0.648	ይደግፋል
inspiration	trust	0.648	መነሳሳት።
noble	trust	0.648	ክቡር
successful	trust	0.648	ስኬታማ
harmony	trust	0.648	ስምምነት
protective	trust	0.648	መከላከያ
competency	trust	0.648	ብቃት
comrade	trust	0.648	ጓደኛ
academic	trust	0.648	የትምህርት
assist	trust	0.648	መርዳት
worthy	trust	0.643	የሚገባ
benefactor	trust	0.641	በጎ አድራጊ
credence	trust	0.641	እምነት
confidence	trust	0.641	በራስ መተማመን
relationships	trust	0.641	ያለ ምንም ቅድመ ሁኔታ
ordained	trust	0.641	ተሾመ
legal	trust	0.641	ህጋዊ
champion	trust	0.641	ሻምፒዮን
lawful	trust	0.641	ህጋዊ
durability	trust	0.641	ዘላቂነት
judiciary	trust	0.641	የፍትህ አካላት
doctor	trust	0.641	ዶክተር
loving	trust	0.641	አፍቃሪ
assure	trust	0.641	አረጋግጥ
establish	trust	0.641	መመስረት
mamma	trust	0.641	እማማ
kind	trust	0.641	ዓይነት
unity	trust	0.641	አንድነት
conscientious	trust	0.641	ህሊና ያለው
real	trust	0.641	እውነተኛ
coexist	trust	0.641	አብሮ መኖር
leading	trust	0.641	እየመራ ነው።
teacher	trust	0.641	መምህር
intimate	trust	0.634	የጠበቀ
brotherly	trust	0.633	ወንድማዊ
physician	trust	0.633	ሐኪም
judicial	trust	0.633	ዳኝነት
saintly	trust	0.633	ቅዱስ
aspiration	trust	0.633	ምኞት
conscience	trust	0.633	ሕሊና
therapeutic	trust	0.633	ቴራፒዩቲክ
fidelity	trust	0.633	ታማኝነት
soundness	trust	0.633	ጤናማነት
important	trust	0.633	አስፈላጊ
homage	trust	0.633	ክብር
legitimacy	trust	0.633	ህጋዊነት
fortitude	trust	0.633	ጥንካሬ
deepest	trust	0.633	ግንኙነቶች
approved	trust	0.633	ጸድቋል
courageous	trust	0.633	ደፋር
devotional	trust	0.633	ሃይማኖታዊ
endorse	trust	0.633	መደገፍ
backbone	trust	0.633	የጀርባ አጥንት
authorize	trust	0.633	መፍቀድ
practiced	trust	0.633	የተለማመዱ
sanctification	trust	0.633	መቀደስ
hopeful	trust	0.633	ተስፋ ሰጭ
convincing	trust	0.633	አሳማኝ
bless	trust	0.633	ይባርክ
angel	trust	0.625	መልአክ
authorization	trust	0.625	ፍቃድ መስጠት
assured	trust	0.625	በማለት ተረጋግጧል
purify	trust	0.625	ማጥራት
caretaker	trust	0.625	ተንከባካቢ
regard	trust	0.625	በተመለከተ
profound	trust	0.625	ጥልቅ
achievement	trust	0.625	ስኬት
evident	trust	0.625	ግልፅ ነው።
positivity	trust	0.625	አዎንታዊነት
communication	trust	0.625	ግንኙነት
professorship	trust	0.625	ፕሮፌሰርነት
blessing	trust	0.625	በረከት
beliefs	trust	0.625	ጥልቅ
encourage	trust	0.625	ማበረታታት
fireman	trust	0.625	የእሳት አደጋ መከላከያ ሠራተኛ
majestic	trust	0.625	ግርማ ሞገስ ያለው
civilized	trust	0.625	የሰለጠነ
certify	trust	0.625	ማረጋገጥ
wonderful	trust	0.625	ድንቅ
engaged	trust	0.625	የተጠመዱ
accurate	trust	0.625	ትክክለኛ
approvement	trust	0.617	ማጽደቅ
optimism	trust	0.617	ብሩህ ተስፋ
planning	trust	0.617	እቅድ ማውጣት
believer	trust	0.617	አማኝ
advice	trust	0.617	ምክር
commend	trust	0.617	ማመስገን
gospel	trust	0.617	ወንጌል
objective	trust	0.617	ዓላማ
rational	trust	0.617	ምክንያታዊ
cherish	trust	0.617	ይንከባከቡ
constantly	trust	0.617	ያለማቋረጥ
haven	trust	0.617	ገነት
fundamental	trust	0.617	መሠረታዊ
bedrock	trust	0.617	አልጋ
accord	trust	0.617	ስምምነት
triumphant	trust	0.617	ድል አድራጊ
surety	trust	0.617	ዋስትና
testament	trust	0.617	ኑዛዜ
absolution	trust	0.617	መፍታት
truce	trust	0.617	እርቅ
reassure	trust	0.617	ማረጋጋት
appreciation	trust	0.617	አድናቆት
qualities	trust	0.617	ባህሪያት
passionate	trust	0.617	ስሜታዊ
good	trust	0.617	ጥሩ
unimpeachable	trust	0.617	የማይከሰስ
corroborate	trust	0.617	ማረጋገጥ
thoughtful	trust	0.617	አሳቢ
heroine	trust	0.617	ጀግና ሴት
teach	trust	0.617	አስተምር
god	trust	0.617	አምላክ
attentive	trust	0.617	በትኩረት መከታተል
scripture	trust	0.609	ቅዱሳት መጻሕፍት
civilization	trust	0.609	ሥልጣኔ
magnificence	trust	0.609	ግርማ ሞገስ
recommend	trust	0.609	ይመክራል።
progression	trust	0.609	እድገት
steward	trust	0.609	መጋቢ
purification	trust	0.609	መንጻት
patron	trust	0.609	ደጋፊ
praiseworthy	trust	0.609	የሚመሰገን
heal	trust	0.609	ፈውስ
considerate	trust	0.609	አሳቢ
blessings	trust	0.609	በረከት
mediator	trust	0.609	አስታራቂ
babysitter	trust	0.609	ሞግዚት
notary	trust	0.609	notary
awareness	trust	0.609	ግንዛቤ
vetted	trust	0.609	እምነቶች
excel	trust	0.609	የላቀ
happy	trust	0.609	ደስተኛ
praise	trust	0.609	ማመስገን
brilliant	trust	0.609	ብሩህ
liking	trust	0.609	መውደድ
definitive	trust	0.609	ፍቺ
comfort	trust	0.609	ማጽናኛ
officer	trust	0.609	መኮንን
peace	trust	0.602	ሰላም
serenity	trust	0.602	መረጋጋት
unquestionable	trust	0.602	ምንም ጥርጥር የለውም
embrace	trust	0.602	ማቀፍ
identify	trust	0.602	መለየት
inspired	trust	0.602	ተመስጦ
steady	trust	0.602	የተረጋጋ
nun	trust	0.602	መነኩሴ
guarded	trust	0.602	ተጠብቆ ቆይቷል
symmetry	trust	0.602	ሲሜትሪ
mainstay	trust	0.602	ዋና መቆያ
fulfill	trust	0.602	መሙላት
humility	trust	0.602	ትሕትና
helpful	trust	0.602	አጋዥ
transcendence	trust	0.602	መሻገር
unconditional	trust	0.602	ያለ ቅድመ ሁኔታ
brave	trust	0.602	ደፋር
brighten	trust	0.602	ማብራት
experienced	trust	0.602	ልምድ ያለው
enlightenment	trust	0.602	መገለጥ
sympathetic	trust	0.602	አዛኝ
witness	trust	0.602	ምስክር
vigilant	trust	0.594	ንቁ
ministry	trust	0.594	ሚኒስቴር
admiral	trust	0.594	አድሚራል
vigilance	trust	0.594	ንቃት
depend	trust	0.594	ጥገኛ
generosity	trust	0.594	ልግስና
befriend	trust	0.594	ጓደኛ መሆን
complimentary	trust	0.594	ማሟያ
assessment	trust	0.594	ግምገማ
fairly	trust	0.594	በትክክል
enlighten	trust	0.594	ማብራት
strengthen	trust	0.594	ማጠናከር
nurse	trust	0.594	ነርስ
endowment	trust	0.594	ስጦታ
visionary	trust	0.594	ባለራዕይ
praised	trust	0.594	ተመስገን
eminence	trust	0.594	ክብር
marry	trust	0.594	ማግባት
generous	trust	0.594	ለጋስ
gratitude	trust	0.594	ምስጋና
sage	trust	0.594	ጠቢብ
tranquility	trust	0.594	መረጋጋት
openly	trust	0.594	በግልጽ
grant	trust	0.594	መስጠት
spouse	trust	0.594	የትዳር ጓደኛ
philanthropic	trust	0.594	በጎ አድራጊ
regent	trust	0.594	ገዢ
substantiate	trust	0.594	አስረጅ
commendation	trust	0.594	ማመስገን
council	trust	0.594	ምክር ቤት
efficient	trust	0.594	ውጤታማ
sweetheart	trust	0.589	ውዴ
bylaw	trust	0.586	መተዳደሪያ ደንብ
magnificent	trust	0.586	ድንቅ
designation	trust	0.586	ስያሜ
godly	trust	0.586	አምላካዊ
seniority	trust	0.586	ከፍተኛ ደረጃ
conservation	trust	0.586	ጥበቃ
educational	trust	0.586	ትምህርታዊ
rooted	trust	0.586	ሥር ሰድዶ
inheritance	trust	0.586	ውርስ
diplomacy	trust	0.586	ዲፕሎማሲ
mate	trust	0.586	የትዳር ጓደኛ
convince	trust	0.586	ማሳመን
unfailing	trust	0.586	የማይወድቅ
share	trust	0.586	አጋራ
monk	trust	0.586	መነኩሴ
constitutional	trust	0.586	ሕገ መንግሥታዊ
lovely	trust	0.586	ቆንጆ
compliance	trust	0.586	ማክበር
attest	trust	0.586	መመስከር
victory	trust	0.586	ድል
serene	trust	0.586	የተረጋጋ
checklist	trust	0.586	የማረጋገጫ ዝርዝር
husbandry	trust	0.586	እርባታ
enjoying	trust	0.586	መደሰት
revere	trust	0.586	አክባሪ
tribe	trust	0.586	ጎሳ
meritorious	trust	0.586	ብቁ
joyful	trust	0.586	ደስተኛ
delegate	trust	0.586	ተወካይ
helper	trust	0.586	ረዳት
angelic	trust	0.586	መልአካዊ
ambition	trust	0.586	ምኞት
father	trust	0.586	አባት
acclaim	trust	0.586	ማመስገን
testimony	trust	0.586	ምስክርነት
collectively	trust	0.586	በጋራ
sobriety	trust	0.586	ጨዋነት
prestige	trust	0.586	ክብር
firmness	trust	0.586	ጥብቅነት
structural	trust	0.578	መዋቅራዊ
impartiality	trust	0.578	ገለልተኛ መሆን
navigator	trust	0.578	አሳሽ
judge	trust	0.578	ዳኛ
shelter	trust	0.578	መጠለያ
coexisting	trust	0.578	አብሮ መኖር
unquestioned	trust	0.578	ምንም ጥርጥር የለውም
careful	trust	0.578	በተጠንቀቅ
obey	trust	0.578	መታዘዝ
professor	trust	0.578	ፕሮፌሰር
convinced	trust	0.578	አሳምኖታል።
communion	trust	0.578	ቁርባን
cheerfulness	trust	0.578	ደስታ
inviting	trust	0.578	መጋበዝ
irrefutable	trust	0.578	የማይካድ
commandant	trust	0.578	አዛዥ
smile	trust	0.578	ፈገግታ
authoritative	trust	0.578	ባለስልጣን
philanthropist	trust	0.578	በጎ አድራጊ
legalized	trust	0.578	ህጋዊ
adore	trust	0.578	አመስግኑት።
upright	trust	0.578	ቀጥ ያለ
revival	trust	0.578	መነቃቃት
dutiful	trust	0.578	ተረኛ
watchdog	trust	0.578	ጠባቂ
apostle	trust	0.570	ሐዋርያ
volunteers	trust	0.570	በጎ ፈቃደኞች
immaculate	trust	0.570	ንጹህ ያልሆነ
adhering	trust	0.570	መጣበቅ
unquestionably	trust	0.570	ያለ ጥርጥር
advise	trust	0.570	መምከር
punctual	trust	0.570	ሰዓት አክባሪ
consult	trust	0.570	ማማከር
ordinance	trust	0.570	ድንጋጌ
complement	trust	0.570	ማሟያ
modest	trust	0.570	መጠነኛ
everlasting	trust	0.570	ዘላለማዊ
compass	trust	0.570	ኮምፓስ
heavenly	trust	0.570	ሰማያዊ
determinate	trust	0.570	መወሰን
counsellor	trust	0.570	አማካሪ
abundance	trust	0.570	የተትረፈረፈ
guide	trust	0.570	መመሪያ
earned	trust	0.570	ተጣራ
pedigree	trust	0.570	የዘር ሐረግ
relative	trust	0.570	ዘመድ
principal	trust	0.570	ዋና
plausible	trust	0.570	አሳማኝ
collaborator	trust	0.570	ተባባሪ
connective	trust	0.570	ተያያዥነት ያለው
corroboration	trust	0.570	ማረጋገጫ
insure	trust	0.570	ኢንሹራንስ
pilot	trust	0.570	አብራሪ
unequivocal	trust	0.570	የማያሻማ
matron	trust	0.570	ማትሮን
cuddle	trust	0.570	ማቀፍ
measured	trust	0.570	ለካ
fort	trust	0.562	ምሽግ
treasurer	trust	0.562	ገንዘብ ያዥ
apostolic	trust	0.562	ሐዋርያዊ
save	trust	0.562	ማስቀመጥ
frankness	trust	0.562	ግልጽነት
insight	trust	0.562	ማስተዋል
admit	trust	0.562	መቀበል
earn	trust	0.562	ማግኘት
remarkable	trust	0.562	አስደናቂ
strong	trust	0.562	ጠንካራ
content	trust	0.562	ይዘት
vitality	trust	0.562	ህያውነት
prize	trust	0.562	ሽልማት
vigorous	trust	0.562	ብርቱ
congregation	trust	0.562	ጉባኤ
uplift	trust	0.562	ከፍ ከፍ ማድረግ
spotless	trust	0.562	እንከን የለሽ
devout	trust	0.562	ሃይማኖተኛ
soothing	trust	0.562	ማስታገሻ
miracle	trust	0.562	ተአምር
cohesion	trust	0.562	ጥምረት
lovemaking	trust	0.562	ፍቅርን መስራት
curable	trust	0.562	ሊታከም የሚችል
pleasant	trust	0.562	ደስ የሚል
jury	trust	0.562	ዳኛ
pertinent	trust	0.562	አግባብነት ያለው
succeeding	trust	0.562	እየተሳካለት ነው።
concordance	trust	0.562	ኮንኮርዳንስ
jurist	trust	0.562	የሕግ ባለሙያ
applaud	trust	0.562	ማጨብጨብ
ordination	trust	0.562	ሹመት
compensate	trust	0.562	ማካካሻ
patience	trust	0.555	ትዕግስት
mediate	trust	0.555	አስታራቂ
coach	trust	0.555	አሰልጣኝ
illumination	trust	0.555	ማብራት
cultivate	trust	0.555	ማልማት
providing	trust	0.555	ማቅረብ
precedence	trust	0.555	ቅድሚያ መስጠት
exalt	trust	0.555	ከፍ ከፍ ማድረግ
succeed	trust	0.555	ተሳካለት
inclusion	trust	0.555	ማካተት
meditate	trust	0.555	ማሰላሰል
coalesce	trust	0.555	መተባበር
betrothed	trust	0.555	የታጨች
midwife	trust	0.555	አዋላጅ
veteran	trust	0.555	አርበኛ
destined	trust	0.555	እጣ ፈንታ
auditor	trust	0.555	ኦዲተር
privacy	trust	0.555	ግላዊነት
restorative	trust	0.555	ማገገሚያ
influential	trust	0.555	ተፅዕኖ ፈጣሪ
impartial	trust	0.555	የማያዳላ
discretion	trust	0.555	ውሳኔ
foresight	trust	0.555	አርቆ ማሰብ
congruence	trust	0.555	መስማማት
worship	trust	0.555	አምልኮ
constant	trust	0.555	የማያቋርጥ
reunion	trust	0.555	እንደገና መገናኘት
intuition	trust	0.555	ግንዛቤ
reconciliation	trust	0.555	እርቅ
ambulance	trust	0.555	አምቡላንስ
defender	trust	0.555	ተከላካይ
greatness	trust	0.555	ታላቅነት
buddy	trust	0.555	ጓደኛ
vote	trust	0.555	ድምጽ መስጠት
physicist	trust	0.555	የፊዚክስ ሊቅ
prophet	trust	0.555	ነብይ
prevalent	trust	0.547	የተስፋፋ
eyewitness	trust	0.547	የዓይን ምስክር
durable	trust	0.547	የሚበረክት
prudent	trust	0.547	አስተዋይ
securities	trust	0.547	ዋስትናዎች
salvation	trust	0.547	መዳን
govern	trust	0.547	አስተዳድር
law	trust	0.547	ህግ
proud	trust	0.547	ኩሩ
cheer	trust	0.547	አይዞህ
reinforcement	trust	0.547	ማጠናከሪያ
promises	trust	0.547	ተገኘ
invocation	trust	0.547	ጥሪ
provide	trust	0.547	ማቅረብ
friendly	trust	0.547	ወዳጃዊ
commanding	trust	0.547	ማዘዝ
temperate	trust	0.547	ልከኛ
conciliation	trust	0.547	ማስታረቅ
convent	trust	0.547	ገዳም
