English Word	Emotion	Emotion-Intensity-Score	Bengali Word
supremacy	surprise	0.391	আধিপত্য
aspiration	surprise	0.391	আকাঙ্ক্ষা
buck	surprise	0.383	বক
lose	surprise	0.383	হারান
cadaver	surprise	0.383	মৃতদেহ
crowning	surprise	0.383	মুকুট
praiseworthy	surprise	0.383	প্রশংসনীয়
inheritance	surprise	0.383	উত্তরাধিকার
score	surprise	0.383	স্কোর
gulp	surprise	0.375	গলপ
camouflaged	surprise	0.375	ছদ্মবেশিত
advance	surprise	0.375	অগ্রিম
succeed	surprise	0.375	সফল
frisky	surprise	0.375	frisky
mystic	surprise	0.375	রহস্যময়
compliment	surprise	0.375	প্রশংসা
hope	surprise	0.367	আশা
joker	surprise	0.367	জোকার
sparkle	surprise	0.367	ঝকঝকে
excavation	surprise	0.367	খনন
sensual	surprise	0.367	কামুক
entertainment	surprise	0.359	বিনোদন
feeling	surprise	0.359	অনুভূতি
modify	surprise	0.352	সংশোধন করা
blessings	surprise	0.352	আশীর্বাদ
newcomer	surprise	0.352	নবাগত
obit	surprise	0.352	obit
postponement	surprise	0.352	স্থগিত
award	surprise	0.352	পুরস্কার
clown	surprise	0.352	ক্লাউন
highest	surprise	0.344	সর্বোচ্চ
hero	surprise	0.344	নায়ক
glorify	surprise	0.344	মহিমান্বিত করা
proficiency	surprise	0.344	দক্ষতা
start	surprise	0.344	শুরু
wonderfully	surprise	0.344	বিস্ময়করভাবে
celebrity	surprise	0.344	সেলিব্রিটি
rekindle	surprise	0.336	পুনরায় জাগানো
optimism	surprise	0.336	আশাবাদ
sanctify	surprise	0.336	পবিত্র করা
unbeaten	surprise	0.336	অপরাজিত
prodigious	surprise	0.336	অসাধারণ
grin	surprise	0.336	হাসি
memorable	surprise	0.336	স্মরণীয়
warned	surprise	0.336	সতর্ক করা
dissolution	surprise	0.336	দ্রবীভূতকরণ
hypertrophy	surprise	0.328	হাইপারট্রফি
admiration	surprise	0.328	প্রশংসা
examination	surprise	0.320	পরীক্ষা
angel	surprise	0.320	ফেরেশতা
present	surprise	0.320	বর্তমান
catch	surprise	0.320	ধরা
hap	surprise	0.320	হাপ
saint	surprise	0.312	সাধু
embrace	surprise	0.312	আলিঙ্গন
flirt	surprise	0.312	ছিনাল
puma	surprise	0.312	পুমা
kiss	surprise	0.312	চুম্বন
liberty	surprise	0.312	স্বাধীনতা
scrimmage	surprise	0.312	হাতছানি
treat	surprise	0.312	চিকিত্সা
inaffable	surprise	0.312	অযোগ্য
occasional	surprise	0.312	মাঝে মাঝে
dismissal	surprise	0.312	বরখাস্ত
perfection	surprise	0.305	পরিপূর্ণতা
saintly	surprise	0.305	সাধু
gratify	surprise	0.305	সন্তুষ্ট করা
generosity	surprise	0.305	উদারতা
sally	surprise	0.305	স্যালি
palpable	surprise	0.297	স্পষ্ট
finally	surprise	0.297	অবশেষে
differently	surprise	0.297	ভিন্নভাবে
polarity	surprise	0.297	পোলারিটি
ceremony	surprise	0.297	অনুষ্ঠান
favorable	surprise	0.297	অনুকূল
larger	surprise	0.297	বড়
warn	surprise	0.297	সতর্ক করা
medal	surprise	0.289	পদক
romance	surprise	0.289	রোম্যান্স
inviting	surprise	0.289	আমন্ত্রণ
greeting	surprise	0.289	অভিবাদন
resignation	surprise	0.281	পদত্যাগ
accolade	surprise	0.281	প্রশংসা
labor	surprise	0.281	শ্রম
candid	surprise	0.281	অকপট
trip	surprise	0.281	ট্রিপ
stare	surprise	0.273	তাকান
admire	surprise	0.266	প্রশংসা করা
glimmer	surprise	0.266	ঝলক
playful	surprise	0.266	কৌতুকপূর্ণ
somatic	surprise	0.266	সোমাটিক
festival	surprise	0.266	উৎসব
mimicry	surprise	0.266	অনুকরণ
insolvency	surprise	0.266	অসচ্ছলতা
immerse	surprise	0.266	মগ্ন করা
invite	surprise	0.266	আমন্ত্রণ
compensate	surprise	0.266	ক্ষতিপূরণ
receiving	surprise	0.258	গ্রহণ
complement	surprise	0.258	পরিপূরক
chuckle	surprise	0.258	হাসি
laugh	surprise	0.258	হাসি
hypothesis	surprise	0.258	অনুমান
honeymoon	surprise	0.250	মধুচন্দ্রিমা
opera	surprise	0.242	অপেরা
pleasant	surprise	0.242	আনন্দদায়ক
marry	surprise	0.242	বিবাহ করা
independence	surprise	0.242	স্বাধীনতা
chant	surprise	0.234	জপ
holiness	surprise	0.234	পবিত্রতা
assessment	surprise	0.234	মূল্যায়ন
rhythmical	surprise	0.234	ছন্দময়
hopeful	surprise	0.234	আশাবাদী
leave	surprise	0.234	ছেড়ে
trophy	surprise	0.234	ট্রফি
deal	surprise	0.227	চুক্তি
procession	surprise	0.227	মিছিল
placard	surprise	0.227	প্ল্যাকার্ড
shopping	surprise	0.219	কেনাকাটা
musical	surprise	0.219	বাদ্যযন্ত্র
cherish	surprise	0.219	লালন
good	surprise	0.219	ভাল
dawn	surprise	0.211	ভোর
simplify	surprise	0.211	সহজতর করা
shell	surprise	0.211	শেল
morals	surprise	0.203	নৈতিকতা
money	surprise	0.203	টাকা
nullify	surprise	0.203	বাতিল করা
purity	surprise	0.203	বিশুদ্ধতা
sweet	surprise	0.203	মিষ্টি
synchronize	surprise	0.195	সিঙ্ক্রোনাইজ
precious	surprise	0.195	মূল্যবান
humanitarian	surprise	0.195	মানবিক
preservative	surprise	0.195	সংরক্ষণকারী
unfulfilled	surprise	0.195	অপূর্ণ
obliging	surprise	0.188	বাধ্য
singularly	surprise	0.188	এককভাবে
graduation	surprise	0.180	স্নাতক
foresee	surprise	0.180	পূর্বাভাস
pray	surprise	0.180	প্রার্থনা
lovely	surprise	0.180	সুন্দর
thirst	surprise	0.172	তৃষ্ণা
mouth	surprise	0.172	মুখ
youth	surprise	0.172	যৌবন
sun	surprise	0.172	সূর্য
art	surprise	0.172	শিল্প
goodness	surprise	0.164	ধার্মিকতা
latent	surprise	0.156	সুপ্ত
visor	surprise	0.156	ভিসার
overdue	surprise	0.156	ওভারডিউ
practiced	surprise	0.156	অনুশীলন
loyal	surprise	0.148	অনুগত
expect	surprise	0.148	আশা করা
wireless	surprise	0.148	বেতার
destination	surprise	0.148	গন্তব্য
infant	surprise	0.141	শিশু
cream	surprise	0.141	ক্রিম
slush	surprise	0.141	slush
quote	surprise	0.141	উদ্ধৃতি
playground	surprise	0.133	খেলার মাঠ
vote	surprise	0.125	ভোট
teach	surprise	0.125	শেখান
organization	surprise	0.125	সংগঠন
dolphin	surprise	0.117	ডলফিন
weight	surprise	0.117	ওজন
smile	surprise	0.117	হাসি
sisterhood	surprise	0.109	বোনত্ব
cable	surprise	0.109	তারের
sunny	surprise	0.102	রোদ
steady	surprise	0.094	স্থির
peaceful	surprise	0.086	শান্তিপূর্ণ
spa	surprise	0.086	স্পা
leisure	surprise	0.086	অবসর
picnic	surprise	0.078	চড়ুইভাতি
tree	surprise	0.078	গাছ
worm	surprise	0.055	কৃমি
truthfulness	trust	0.906	সত্যবাদিতা
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	বিশ্বস্ত
honor	trust	0.844	সম্মান
honesty	trust	0.844	সততা
honest	trust	0.844	সৎ
truth	trust	0.844	সত্য
truthful	trust	0.836	সত্যবাদী
trusting	trust	0.836	বিশ্বাস
brotherhood	trust	0.820	ভ্রাতৃত্ব
entrust	trust	0.812	অর্পণ
committed	trust	0.805	প্রতিশ্রুতিবদ্ধ
loyalty	trust	0.805	আনুগত্য
integrity	trust	0.805	অখণ্ডতা
honorable	trust	0.805	সম্মানজনক
trust	trust	0.805	বিশ্বাস
credibility	trust	0.805	বিশ্বাসযোগ্যতা
faithful	trust	0.797	বিশ্বস্ত
sincere	trust	0.797	আন্তরিক
partnership	trust	0.789	অংশীদারিত্ব
responsible	trust	0.789	দায়ী
true	trust	0.789	সত্য
wisdom	trust	0.789	বুদ্ধি
verification	trust	0.781	প্রতিপাদন
cooperative	trust	0.781	সমবায়
vow	trust	0.781	ব্রত
oath	trust	0.781	শপথ
respectable	trust	0.773	সম্মানজনক
sisterhood	trust	0.773	বোনত্ব
hero	trust	0.773	নায়ক
credible	trust	0.773	বিশ্বাসযোগ্য
promise	trust	0.773	প্রতিশ্রুতি
verified	trust	0.773	যাচাই
qualified	trust	0.766	যোগ্য
authentication	trust	0.766	প্রমাণীকরণ
respected	trust	0.766	সম্মানিত
compassion	trust	0.759	সহানুভূতি
approval	trust	0.758	অনুমোদন
moral	trust	0.758	নৈতিক
reliability	trust	0.758	নির্ভরযোগ্যতা
trusts	trust	0.758	বিশ্বস্ত
safekeeping	trust	0.758	নিরাপত্তা
reputable	trust	0.758	সম্মানজনক
love	trust	0.758	ভালবাসা
friend	trust	0.750	বন্ধু
stable	trust	0.750	স্থিতিশীল
authentic	trust	0.750	খাঁটি
competence	trust	0.750	কর্মদক্ষতা
safeguard	trust	0.750	নিরাপত্তা বেষ্টনী
companion	trust	0.750	সহচর
advised	trust	0.750	পরামর্শ
respect	trust	0.750	সম্মান
loyal	trust	0.750	অনুগত
genuine	trust	0.750	অকৃত্রিম
friendships	trust	0.750	বিশ্বাস
ally	trust	0.750	মিত্র
proven	trust	0.742	প্রমাণিত
freedom	trust	0.742	স্বাধীনতা
respects	trust	0.742	সম্মান
accepting	trust	0.742	বন্ধুত্ব
faith	trust	0.742	বিশ্বাস
wholesome	trust	0.742	স্বাস্থ্যকর
heartfelt	trust	0.734	আন্তরিক
unification	trust	0.734	একীকরণ
confirmation	trust	0.734	নিশ্চিতকরণ
protecting	trust	0.734	সুরক্ষা
reassurance	trust	0.734	আশ্বাস
trustee	trust	0.734	বিশ্বস্ত
supporter	trust	0.734	সমর্থক
respectful	trust	0.734	শ্রদ্ধাশীল
admirable	trust	0.734	প্রশংসনীয়
fact	trust	0.727	সত্য
friendship	trust	0.727	বন্ধুত্ব
partners	trust	0.727	গ্রহণ
confidentially	trust	0.727	গোপনীয়ভাবে
confident	trust	0.727	আত্মবিশ্বাসী
equality	trust	0.727	সমতা
alliance	trust	0.727	জোট
credential	trust	0.727	শংসাপত্র
believing	trust	0.727	বিশ্বাসী
excellence	trust	0.727	শ্রেষ্ঠত্ব
agreement	trust	0.727	চুক্তি
closeness	trust	0.719	ঘনিষ্ঠতা
authenticate	trust	0.719	প্রমাণীকরণ
virtuous	trust	0.719	গুণী
intelligence	trust	0.719	বুদ্ধিমত্তা
kindred	trust	0.719	আত্মীয়
virtue	trust	0.719	পুণ্য
honored	trust	0.719	সম্মানিত
justice	trust	0.711	বিচার
charitable	trust	0.711	দাতব্য
determination	trust	0.711	সংকল্প
creditable	trust	0.711	বিশ্বাসযোগ্য
consistency	trust	0.711	ধারাবাহিকতা
allegiance	trust	0.711	আনুগত্য
cooperation	trust	0.711	সহযোগিতা
guarantee	trust	0.711	গ্যারান্টি
dedication	trust	0.711	উৎসর্গ
straightforward	trust	0.711	সোজা
cooperating	trust	0.711	সহযোগিতা
reliable	trust	0.703	নির্ভরযোগ্য
nurture	trust	0.703	লালনপালন
mother	trust	0.703	মা
fulfilled	trust	0.703	পরিপূর্ণ
admiration	trust	0.703	প্রশংসা
mentor	trust	0.703	পরামর্শদাতা
guardianship	trust	0.703	অভিভাবকত্ব
assurance	trust	0.703	নিশ্চয়তা
morality	trust	0.703	নৈতিকতা
motherhood	trust	0.703	মাতৃত্ব
innocent	trust	0.703	নির্দোষ
reverence	trust	0.703	শ্রদ্ধা
sanctuary	trust	0.703	অভয়ারণ্য
friendliness	trust	0.703	বন্ধুত্ব
prepared	trust	0.703	প্রস্তুত
admire	trust	0.703	প্রশংসা করা
protected	trust	0.703	সুরক্ষিত
proof	trust	0.703	প্রমাণ
bodyguard	trust	0.695	দেহরক্ষী
skillful	trust	0.695	দক্ষ
marriage	trust	0.695	বিবাহ
allied	trust	0.695	মিত্র
morals	trust	0.695	নৈতিকতা
humanitarian	trust	0.695	মানবিক
pact	trust	0.695	চুক্তি
courage	trust	0.695	সাহস
accountable	trust	0.695	দায়ী
agreeable	trust	0.695	সম্মত
united	trust	0.695	ঐক্যবদ্ধ
indestructible	trust	0.695	অবিনশ্বর
approving	trust	0.695	অনুমোদন
guardian	trust	0.695	অভিভাবক
compassionate	trust	0.695	সহানুভূতিশীল
scientist	trust	0.695	বিজ্ঞানী
certified	trust	0.695	প্রত্যয়িত
pledge	trust	0.688	অঙ্গীকার
adviser	trust	0.688	উপদেষ্টা
authenticity	trust	0.688	সত্যতা
understanding	trust	0.688	বোঝা
secure	trust	0.688	নিরাপদ
guidance	trust	0.688	নির্দেশিকা
monogamy	trust	0.688	একবিবাহ
valor	trust	0.688	বীরত্ব
solidity	trust	0.688	দৃঢ়তা
perfection	trust	0.688	পরিপূর্ণতা
believed	trust	0.688	বিশ্বাস
humanity	trust	0.688	মানবতা
justifiable	trust	0.688	ন্যায়সঙ্গত
competent	trust	0.688	দক্ষ
esteem	trust	0.688	সম্মান
protector	trust	0.680	রক্ষাকারী
inspire	trust	0.680	অনুপ্রাণিত করা
hope	trust	0.680	আশা
strongest	trust	0.680	অংশীদার
expertise	trust	0.680	দক্ষতা
humble	trust	0.680	বিনীত
indivisible	trust	0.680	অবিভাজ্য
official	trust	0.680	দাপ্তরিক
affirm	trust	0.680	নিশ্চিত করা
familiarity	trust	0.680	পরিচিতি
confirmed	trust	0.680	নিশ্চিত
diligence	trust	0.680	অধ্যবসায়
grandfather	trust	0.680	দাদা
advocacy	trust	0.680	ওকালতি
goodness	trust	0.680	ধার্মিকতা
commendable	trust	0.680	প্রশংসনীয়
acceptance	trust	0.680	গ্রহণযোগ্যতা
diplomatic	trust	0.680	কূটনৈতিক
leader	trust	0.680	নেতা
confide	trust	0.680	বিশ্বাস করা
agreeing	trust	0.680	সম্মত
approve	trust	0.680	অনুমোদন
professional	trust	0.680	পেশাদার
elders	trust	0.680	প্রবীণ
confidential	trust	0.680	গোপনীয়
faultless	trust	0.672	ত্রুটিহীন
believes	trust	0.672	গৃহীত
sanctify	trust	0.672	পবিত্র করা
intelligent	trust	0.672	বুদ্ধিমান
safe	trust	0.672	নিরাপদ
accepted	trust	0.672	শক্তিশালী
dignity	trust	0.672	মর্যাদা
unwavering	trust	0.672	অটুট
encyclopedia	trust	0.672	বিশ্বকোষ
mastery	trust	0.672	আয়ত্ত
cohesive	trust	0.672	সমন্বিত
harmoniously	trust	0.672	সুরেলাভাবে
benevolence	trust	0.672	অনুগ্রহ
healing	trust	0.672	নিরাময়
accredited	trust	0.672	স্বীকৃত
covenant	trust	0.672	চুক্তি
accountability	trust	0.664	দায়িত্ব
team	trust	0.664	টীম
authority	trust	0.664	কর্তৃত্ব
heroic	trust	0.664	বীরত্বপূর্ণ
reliance	trust	0.664	নির্ভরতা
expert	trust	0.664	বিশেষজ্ঞ
communicate	trust	0.664	যোগাযোগ
spiritual	trust	0.664	আধ্যাত্মিক
impeccable	trust	0.664	অনবদ্য
specialist	trust	0.664	বিশেষজ্ঞ
affirmatively	trust	0.664	ইতিবাচকভাবে
proficient	trust	0.664	দক্ষ
fulfillment	trust	0.664	পরিপূর্ণতা
advocate	trust	0.664	উকিল
disciple	trust	0.664	শিষ্য
attestation	trust	0.664	প্রত্যয়ন
merit	trust	0.664	যোগ্যতা
supporting	trust	0.664	সমর্থন
ambassador	trust	0.664	রাষ্ট্রদূত
guidebook	trust	0.664	গাইড বই
accept	trust	0.664	গ্রহণ
strengthening	trust	0.661	শক্তিশালীকরণ
holiness	trust	0.656	পবিত্রতা
facts	trust	0.656	তথ্য
warranty	trust	0.656	ওয়ারেন্টি
strength	trust	0.656	শক্তি
relationship	trust	0.656	সম্পর্ক
defended	trust	0.656	রক্ষা করা
constancy	trust	0.656	স্থিরতা
favorable	trust	0.656	অনুকূল
gentleman	trust	0.656	ভদ্রলোক
counsel	trust	0.656	পরামর্শ
scientific	trust	0.656	বৈজ্ঞানিক
structure	trust	0.656	গঠন
elder	trust	0.656	বড়
excellent	trust	0.656	চমৎকার
achieve	trust	0.656	অর্জন
steadfast	trust	0.656	অবিচল
familiar	trust	0.656	পরিচিত
proficiency	trust	0.656	দক্ষতা
supports	trust	0.656	বিশ্বাস করে
counselor	trust	0.648	পরামর্শদাতা
lovable	trust	0.648	প্রেমময়
advisable	trust	0.648	পরামর্শযোগ্য
agreed	trust	0.648	সম্মত
heroism	trust	0.648	বীরত্ব
rely	trust	0.648	নির্ভর করা
uphold	trust	0.648	বজায় রাখা
brother	trust	0.648	ভাই
matrimony	trust	0.648	বিবাহ
assuredly	trust	0.648	নিশ্চিতভাবে
peaceful	trust	0.648	শান্তিপূর্ণ
saint	trust	0.648	সাধু
unconditionally	trust	0.648	গ্রহণ করে
solidarity	trust	0.648	সংহতি
accepts	trust	0.648	সমর্থন করে
inspiration	trust	0.648	অনুপ্রেরণা
noble	trust	0.648	উন্নতচরিত্র
successful	trust	0.648	সফল
harmony	trust	0.648	সম্প্রীতি
protective	trust	0.648	প্রতিরক্ষামূলক
competency	trust	0.648	যোগ্যতা
comrade	trust	0.648	কমরেড
academic	trust	0.648	একাডেমিক
assist	trust	0.648	সাহায্য
worthy	trust	0.643	যোগ্য
benefactor	trust	0.641	উপকারকারী
credence	trust	0.641	বিশ্বাস
confidence	trust	0.641	আত্মবিশ্বাস
relationships	trust	0.641	শর্তহীনভাবে
ordained	trust	0.641	নিযুক্ত
legal	trust	0.641	আইনি
champion	trust	0.641	রক্ষক
lawful	trust	0.641	বৈধ
durability	trust	0.641	স্থায়িত্ব
judiciary	trust	0.641	বিচার বিভাগ
doctor	trust	0.641	ডাক্তার
loving	trust	0.641	প্রেমময়
assure	trust	0.641	নিশ্চিত করা
establish	trust	0.641	প্রতিষ্ঠা
mamma	trust	0.641	মামা
kind	trust	0.641	ধরনের
unity	trust	0.641	ঐক্য
conscientious	trust	0.641	বিবেকবান
real	trust	0.641	বাস্তব
coexist	trust	0.641	সহাবস্থান
leading	trust	0.641	নেতৃস্থানীয়
teacher	trust	0.641	শিক্ষক
intimate	trust	0.634	অন্তরঙ্গ
brotherly	trust	0.633	ভাই
physician	trust	0.633	চিকিত্সক
judicial	trust	0.633	বিচারিক
saintly	trust	0.633	সাধু
aspiration	trust	0.633	আকাঙ্ক্ষা
conscience	trust	0.633	বিবেক
therapeutic	trust	0.633	থেরাপিউটিক
fidelity	trust	0.633	বিশ্বস্ততা
soundness	trust	0.633	সুস্থতা
important	trust	0.633	গুরুত্বপূর্ণ
homage	trust	0.633	শ্রদ্ধা
legitimacy	trust	0.633	বৈধতা
fortitude	trust	0.633	মনোবল
deepest	trust	0.633	সম্পর্ক
approved	trust	0.633	অনুমোদিত
courageous	trust	0.633	সাহসী
devotional	trust	0.633	ভক্তিমূলক
endorse	trust	0.633	অনুমোদন করা
backbone	trust	0.633	মেরুদন্ড
authorize	trust	0.633	অনুমোদন করা
practiced	trust	0.633	অনুশীলন
sanctification	trust	0.633	পবিত্রকরণ
hopeful	trust	0.633	আশাবাদী
convincing	trust	0.633	বিশ্বাসী
bless	trust	0.633	আশীর্বাদ
angel	trust	0.625	ফেরেশতা
authorization	trust	0.625	অনুমোদন
assured	trust	0.625	নিশ্চিত
purify	trust	0.625	শুদ্ধ করা
caretaker	trust	0.625	তত্ত্বাবধায়ক
regard	trust	0.625	সম্মান
profound	trust	0.625	গভীর
achievement	trust	0.625	অর্জন
evident	trust	0.625	স্পষ্ট
positivity	trust	0.625	ইতিবাচকতা
communication	trust	0.625	যোগাযোগ
professorship	trust	0.625	অধ্যাপক
blessing	trust	0.625	আশীর্বাদ
beliefs	trust	0.625	গভীরতম
encourage	trust	0.625	উত্সাহিত করা
fireman	trust	0.625	ফায়ারম্যান
majestic	trust	0.625	রাজকীয়
civilized	trust	0.625	সভ্য
certify	trust	0.625	প্রত্যয়িত
wonderful	trust	0.625	বিস্ময়কর
engaged	trust	0.625	নিযুক্ত
accurate	trust	0.625	সঠিক
approvement	trust	0.617	অনুমোদন
optimism	trust	0.617	আশাবাদ
planning	trust	0.617	পরিকল্পনা
believer	trust	0.617	বিশ্বাসী
advice	trust	0.617	উপদেশ
commend	trust	0.617	প্রশংসা করা
gospel	trust	0.617	গসপেল
objective	trust	0.617	উদ্দেশ্য
rational	trust	0.617	যুক্তিসঙ্গত
cherish	trust	0.617	লালন
constantly	trust	0.617	ক্রমাগত
haven	trust	0.617	আশ্রয়স্থল
fundamental	trust	0.617	মৌলিক
bedrock	trust	0.617	বেডরক
accord	trust	0.617	চুক্তি
triumphant	trust	0.617	বিজয়ী
surety	trust	0.617	জামিন
testament	trust	0.617	টেস্টামেন্ট
absolution	trust	0.617	মুক্তি
truce	trust	0.617	যুদ্ধবিরতি
reassure	trust	0.617	আশ্বস্ত করা
appreciation	trust	0.617	প্রশংসা
qualities	trust	0.617	গুণাবলী
passionate	trust	0.617	অনুরাগী
good	trust	0.617	ভাল
unimpeachable	trust	0.617	অপ্রতিরোধ্য
corroborate	trust	0.617	সমর্থন করা
thoughtful	trust	0.617	চিন্তাশীল
heroine	trust	0.617	নায়িকা
teach	trust	0.617	শেখান
god	trust	0.617	সৃষ্টিকর্তা
attentive	trust	0.617	মনোযোগী
scripture	trust	0.609	ধর্মগ্রন্থ
civilization	trust	0.609	সভ্যতা
magnificence	trust	0.609	মহিমা
recommend	trust	0.609	সুপারিশ
progression	trust	0.609	অগ্রগতি
steward	trust	0.609	স্টুয়ার্ড
purification	trust	0.609	পরিশোধন
patron	trust	0.609	পৃষ্ঠপোষক
praiseworthy	trust	0.609	প্রশংসনীয়
heal	trust	0.609	আরোগ্য
considerate	trust	0.609	বিবেচ্য
blessings	trust	0.609	আশীর্বাদ
mediator	trust	0.609	মধ্যস্থতাকারী
babysitter	trust	0.609	বেবিসিটার
notary	trust	0.609	নোটারি
awareness	trust	0.609	সচেতনতা
vetted	trust	0.609	বিশ্বাস
excel	trust	0.609	এক্সেল
happy	trust	0.609	সুখী
praise	trust	0.609	প্রশংসা
brilliant	trust	0.609	উজ্জ্বল
liking	trust	0.609	পছন্দ
definitive	trust	0.609	নির্দিষ্ট
comfort	trust	0.609	আরাম
officer	trust	0.609	অফিসার
peace	trust	0.602	শান্তি
serenity	trust	0.602	নির্মলতা
unquestionable	trust	0.602	প্রশ্নাতীত
embrace	trust	0.602	আলিঙ্গন
identify	trust	0.602	সনাক্ত করা
inspired	trust	0.602	অনুপ্রাণিত
steady	trust	0.602	স্থির
nun	trust	0.602	সন্ন্যাসী
guarded	trust	0.602	রক্ষিত
symmetry	trust	0.602	প্রতিসাম্য
mainstay	trust	0.602	প্রধান অবলম্বন
fulfill	trust	0.602	পূরণ
humility	trust	0.602	নম্রতা
helpful	trust	0.602	সহায়ক
transcendence	trust	0.602	অতিক্রান্ত
unconditional	trust	0.602	শর্তহীন
brave	trust	0.602	সাহসী
brighten	trust	0.602	উজ্জ্বল করা
experienced	trust	0.602	অভিজ্ঞ
enlightenment	trust	0.602	জ্ঞানদান
sympathetic	trust	0.602	সহানুভূতিশীল
witness	trust	0.602	সাক্ষী
vigilant	trust	0.594	সতর্ক
ministry	trust	0.594	মন্ত্রণালয়
admiral	trust	0.594	অ্যাডমিরাল
vigilance	trust	0.594	সতর্কতা
depend	trust	0.594	নির্ভরশীল
generosity	trust	0.594	উদারতা
befriend	trust	0.594	বন্ধুত্ব
complimentary	trust	0.594	প্রশংসাসূচক
assessment	trust	0.594	মূল্যায়ন
fairly	trust	0.594	মোটামুটি
enlighten	trust	0.594	আলোকিত করা
strengthen	trust	0.594	শক্তিশালী করা
nurse	trust	0.594	নার্স
endowment	trust	0.594	দান
visionary	trust	0.594	স্বপ্নদর্শী
praised	trust	0.594	প্রশংসিত
eminence	trust	0.594	বিশিষ্টতা
marry	trust	0.594	বিবাহ করা
generous	trust	0.594	উদার
gratitude	trust	0.594	কৃতজ্ঞতা
sage	trust	0.594	ঋষি
tranquility	trust	0.594	প্রশান্তি
openly	trust	0.594	প্রকাশ্যে
grant	trust	0.594	প্রদান
spouse	trust	0.594	পত্নী
philanthropic	trust	0.594	পরোপকারী
regent	trust	0.594	শাসক
substantiate	trust	0.594	প্রমাণ করা
commendation	trust	0.594	প্রশংসা
council	trust	0.594	পরিষদ
efficient	trust	0.594	দক্ষ
sweetheart	trust	0.589	প্রণয়ী
bylaw	trust	0.586	উপবিধি
magnificent	trust	0.586	মহৎ
designation	trust	0.586	উপাধি
godly	trust	0.586	ধার্মিক
seniority	trust	0.586	জ্যেষ্ঠতা
conservation	trust	0.586	সংরক্ষণ
educational	trust	0.586	শিক্ষাগত
rooted	trust	0.586	rooted
inheritance	trust	0.586	উত্তরাধিকার
diplomacy	trust	0.586	কূটনীতি
mate	trust	0.586	সঙ্গী
convince	trust	0.586	সন্তুষ্ট
unfailing	trust	0.586	অব্যর্থ
share	trust	0.586	ভাগ
monk	trust	0.586	সন্ন্যাসী
constitutional	trust	0.586	সাংবিধানিক
lovely	trust	0.586	সুন্দর
compliance	trust	0.586	সম্মতি
attest	trust	0.586	প্রত্যয়িত
victory	trust	0.586	বিজয়
serene	trust	0.586	নির্মল
checklist	trust	0.586	চেকলিস্ট
husbandry	trust	0.586	পালন
enjoying	trust	0.586	উপভোগ করা
revere	trust	0.586	শ্রদ্ধা
tribe	trust	0.586	উপজাতি
meritorious	trust	0.586	মেধাবী
joyful	trust	0.586	আনন্দদায়ক
delegate	trust	0.586	প্রতিনিধি
helper	trust	0.586	সাহায্যকারী
angelic	trust	0.586	দেবদূত
ambition	trust	0.586	উচ্চাকাঙ্ক্ষা
father	trust	0.586	পিতা
acclaim	trust	0.586	প্রশংসা
testimony	trust	0.586	সাক্ষ্য
collectively	trust	0.586	সমষ্টিগতভাবে
sobriety	trust	0.586	সংযম
prestige	trust	0.586	প্রতিপত্তি
firmness	trust	0.586	দৃঢ়তা
structural	trust	0.578	কাঠামোগত
impartiality	trust	0.578	নিরপেক্ষতা
navigator	trust	0.578	নেভিগেটর
judge	trust	0.578	বিচারক
shelter	trust	0.578	আশ্রয়
coexisting	trust	0.578	সহাবস্থান
unquestioned	trust	0.578	প্রশ্নবিহীন
careful	trust	0.578	সতর্ক
obey	trust	0.578	মান্য
professor	trust	0.578	অধ্যাপক
convinced	trust	0.578	বিশ্বাসী
communion	trust	0.578	যোগাযোগ
cheerfulness	trust	0.578	প্রফুল্লতা
inviting	trust	0.578	আমন্ত্রণ
irrefutable	trust	0.578	অকাট্য
commandant	trust	0.578	কমান্ড্যান্ট
smile	trust	0.578	হাসি
authoritative	trust	0.578	কর্তৃত্বপূর্ণ
philanthropist	trust	0.578	পরোপকারী
legalized	trust	0.578	বৈধ
adore	trust	0.578	পূজা
upright	trust	0.578	সোজা
revival	trust	0.578	পুনরুজ্জীবন
dutiful	trust	0.578	কর্তব্যপরায়ণ
watchdog	trust	0.578	প্রহরী
apostle	trust	0.570	প্রেরিত
volunteers	trust	0.570	স্বেচ্ছাসেবক
immaculate	trust	0.570	নিষ্পাপ
adhering	trust	0.570	adhering
unquestionably	trust	0.570	প্রশ্নাতীতভাবে
advise	trust	0.570	পরামর্শ
punctual	trust	0.570	সময়নিষ্ঠ
consult	trust	0.570	পরামর্শ
ordinance	trust	0.570	অধ্যাদেশ
complement	trust	0.570	পরিপূরক
modest	trust	0.570	বিনয়ী
everlasting	trust	0.570	চিরস্থায়ী
compass	trust	0.570	কম্পাস
heavenly	trust	0.570	স্বর্গীয়
determinate	trust	0.570	নির্ধারণ করা
counsellor	trust	0.570	পরামর্শদাতা
abundance	trust	0.570	প্রাচুর্য
guide	trust	0.570	গাইড
earned	trust	0.570	পরীক্ষিত
pedigree	trust	0.570	বংশ
relative	trust	0.570	আপেক্ষিক
principal	trust	0.570	অধ্যক্ষ
plausible	trust	0.570	বিশ্বাসযোগ্য
collaborator	trust	0.570	সহযোগী
connective	trust	0.570	সংযোজক
corroboration	trust	0.570	সমর্থন
