English Word	Emotion	Emotion-Intensity-Score	Nepali Word
brotherhood	trust	0.820	भाइचारा
entrust	trust	0.812	सुम्पनु
committed	trust	0.805	प्रतिबद्ध
loyalty	trust	0.805	वफादारी
integrity	trust	0.805	अखण्डता
honorable	trust	0.805	सम्माननीय
trust	trust	0.805	भरोसा
credibility	trust	0.805	विश्वसनीयता
faithful	trust	0.797	विश्वासी
sincere	trust	0.797	इमानदार
partnership	trust	0.789	साझेदारी
responsible	trust	0.789	जिम्मेवार
true	trust	0.789	सत्य
wisdom	trust	0.789	बुद्धि
verification	trust	0.781	प्रमाणीकरण
cooperative	trust	0.781	सहकारी
vow	trust	0.781	कसम
oath	trust	0.781	शपथ
respectable	trust	0.773	सम्मानजनक
sisterhood	trust	0.773	दिदीबहिनी
hero	trust	0.773	नायक
credible	trust	0.773	विश्वसनीय
promise	trust	0.773	प्रतिज्ञा
verified	trust	0.773	प्रमाणित
qualified	trust	0.766	योग्य
authentication	trust	0.766	प्रमाणीकरण
respected	trust	0.766	सम्मानित
compassion	trust	0.759	करुणा
approval	trust	0.758	स्वीकृति
moral	trust	0.758	नैतिक
reliability	trust	0.758	विश्वसनीयता
trusts	trust	0.758	विश्वसनीय
safekeeping	trust	0.758	सुरक्षा
reputable	trust	0.758	सम्मानित
love	trust	0.758	माया
friend	trust	0.750	साथी
stable	trust	0.750	स्थिर
authentic	trust	0.750	प्रामाणिक
competence	trust	0.750	योग्यता
safeguard	trust	0.750	सुरक्षा
companion	trust	0.750	साथी
advised	trust	0.750	सल्लाह दिए
respect	trust	0.750	सम्मान
loyal	trust	0.750	वफादार
genuine	trust	0.750	वास्तविक
friendships	trust	0.750	ट्रस्टहरू
ally	trust	0.750	सहयोगी
proven	trust	0.742	प्रमाणित
freedom	trust	0.742	स्वतन्त्रता
respects	trust	0.742	सम्मान गर्दछ
accepting	trust	0.742	मित्रता
faith	trust	0.742	विश्वास
wholesome	trust	0.742	स्वस्थकर
heartfelt	trust	0.734	हार्दिक
unification	trust	0.734	एकीकरण
confirmation	trust	0.734	पुष्टिकरण
protecting	trust	0.734	संरक्षण गर्दै
reassurance	trust	0.734	आश्वासन
trustee	trust	0.734	ट्रस्टी
supporter	trust	0.734	समर्थक
respectful	trust	0.734	सम्मानजनक
admirable	trust	0.734	प्रशंसनीय
fact	trust	0.727	वास्तवमा
friendship	trust	0.727	मित्रता
partners	trust	0.727	स्वीकार गर्दै
confidentially	trust	0.727	गोप्य रूपमा
confident	trust	0.727	विश्वस्त
equality	trust	0.727	समानता
alliance	trust	0.727	गठबन्धन
credential	trust	0.727	प्रमाण
believing	trust	0.727	विश्वास गर्दै
excellence	trust	0.727	उत्कृष्टता
agreement	trust	0.727	सम्झौता
closeness	trust	0.719	निकटता
authenticate	trust	0.719	प्रमाणीकरण गर्नुहोस्
virtuous	trust	0.719	सद्गुणी
intelligence	trust	0.719	बुद्धि
kindred	trust	0.719	आफन्त
virtue	trust	0.719	पुण्य
honored	trust	0.719	सम्मानित
justice	trust	0.711	न्याय
charitable	trust	0.711	परोपकारी
determination	trust	0.711	संकल्प
creditable	trust	0.711	विश्वसनीय
consistency	trust	0.711	स्थिरता
allegiance	trust	0.711	निष्ठा
cooperation	trust	0.711	सहयोग
guarantee	trust	0.711	ग्यारेन्टी
dedication	trust	0.711	समर्पण
straightforward	trust	0.711	सीधा
cooperating	trust	0.711	सहयोग गर्दै
reliable	trust	0.703	भरपर्दो
nurture	trust	0.703	पालनपोषण
mother	trust	0.703	आमा
fulfilled	trust	0.703	पूरा भयो
admiration	trust	0.703	प्रशंसा
mentor	trust	0.703	सल्लाहकार
guardianship	trust	0.703	अभिभावकत्व
assurance	trust	0.703	आश्वासन
morality	trust	0.703	नैतिकता
motherhood	trust	0.703	मातृत्व
innocent	trust	0.703	निर्दोष
reverence	trust	0.703	श्रद्धा
sanctuary	trust	0.703	अभयारण्य
friendliness	trust	0.703	मित्रता
prepared	trust	0.703	तयार
admire	trust	0.703	प्रशंसा
protected	trust	0.703	संरक्षित
proof	trust	0.703	प्रमाण
bodyguard	trust	0.695	अंगरक्षक
skillful	trust	0.695	दक्ष
marriage	trust	0.695	विवाह
allied	trust	0.695	सहयोगी
morals	trust	0.695	नैतिकता
humanitarian	trust	0.695	मानवीय
pact	trust	0.695	सम्झौता
courage	trust	0.695	साहस
accountable	trust	0.695	जवाफदेही
agreeable	trust	0.695	सहमत
united	trust	0.695	संयुक्त
indestructible	trust	0.695	अविनाशी
approving	trust	0.695	अनुमोदन गर्दै
guardian	trust	0.695	संरक्षक
compassionate	trust	0.695	दयालु
scientist	trust	0.695	वैज्ञानिक
certified	trust	0.695	प्रमाणित
pledge	trust	0.688	प्रतिज्ञा
adviser	trust	0.688	सल्लाहकार
authenticity	trust	0.688	प्रामाणिकता
understanding	trust	0.688	बुझाइ
secure	trust	0.688	सुरक्षित
guidance	trust	0.688	निर्देशन
monogamy	trust	0.688	एकविवाह
valor	trust	0.688	वीरता
solidity	trust	0.688	दृढता
perfection	trust	0.688	पूर्णता
believed	trust	0.688	विश्वास गरे
humanity	trust	0.688	मानवता
justifiable	trust	0.688	न्यायोचित
competent	trust	0.688	सक्षम
esteem	trust	0.688	सम्मान
protector	trust	0.680	रक्षक
inspire	trust	0.680	प्रेरित गर्नुहोस्
hope	trust	0.680	आशा
strongest	trust	0.680	साझेदारहरू
expertise	trust	0.680	विशेषज्ञता
humble	trust	0.680	नम्र
indivisible	trust	0.680	अविभाज्य
official	trust	0.680	आधिकारिक
affirm	trust	0.680	पुष्टि
familiarity	trust	0.680	परिचितता
confirmed	trust	0.680	पुष्टि भयो
diligence	trust	0.680	लगनशीलता
grandfather	trust	0.680	हजुरबुबा
advocacy	trust	0.680	वकालत
goodness	trust	0.680	भलाइ
commendable	trust	0.680	प्रशंसनीय
acceptance	trust	0.680	स्वीकृति
diplomatic	trust	0.680	कूटनीतिक
leader	trust	0.680	नेता
confide	trust	0.680	विश्वास गर्नुहोस्
agreeing	trust	0.680	सहमत
approve	trust	0.680	अनुमोदन
professional	trust	0.680	व्यावसायिक
elders	trust	0.680	एल्डरहरू
confidential	trust	0.680	गोप्य
faultless	trust	0.672	दोषरहित
believes	trust	0.672	स्वीकार गरियो
sanctify	trust	0.672	पवित्र गर्नु
intelligent	trust	0.672	बुद्धिमान
safe	trust	0.672	सुरक्षित
accepted	trust	0.672	सबैभन्दा बलियो
dignity	trust	0.672	मर्यादा
unwavering	trust	0.672	अटल
encyclopedia	trust	0.672	विश्वकोश
mastery	trust	0.672	निपुणता
cohesive	trust	0.672	एकताबद्ध
harmoniously	trust	0.672	सामंजस्यपूर्ण रूपमा
benevolence	trust	0.672	परोपकार
healing	trust	0.672	उपचार
accredited	trust	0.672	मान्यता प्राप्त
covenant	trust	0.672	करार
accountability	trust	0.664	जवाफदेहिता
team	trust	0.664	टोली
authority	trust	0.664	अधिकार
heroic	trust	0.664	वीर
reliance	trust	0.664	निर्भरता
expert	trust	0.664	विशेषज्ञ
communicate	trust	0.664	सञ्चार गर्ने
spiritual	trust	0.664	आध्यात्मिक
impeccable	trust	0.664	निर्दोष
specialist	trust	0.664	विशेषज्ञ
affirmatively	trust	0.664	सकारात्मक रूपमा
proficient	trust	0.664	निपुण
fulfillment	trust	0.664	पूर्ति
advocate	trust	0.664	अधिवक्ता
disciple	trust	0.664	चेला
attestation	trust	0.664	प्रमाणीकरण
merit	trust	0.664	योग्यता
supporting	trust	0.664	समर्थन गर्दै
ambassador	trust	0.664	राजदूत
guidebook	trust	0.664	गाइडबुक
accept	trust	0.664	स्वीकार गर्नुहोस्
strengthening	trust	0.661	बलियो बनाउने
holiness	trust	0.656	पवित्रता
facts	trust	0.656	तथ्यहरू
warranty	trust	0.656	वारेन्टी
strength	trust	0.656	शक्ति
relationship	trust	0.656	सम्बन्ध
defended	trust	0.656	रक्षा गरियो
constancy	trust	0.656	स्थिरता
favorable	trust	0.656	अनुकूल
gentleman	trust	0.656	सज्जन
counsel	trust	0.656	सल्लाह
scientific	trust	0.656	वैज्ञानिक
structure	trust	0.656	संरचना
elder	trust	0.656	जेठो
excellent	trust	0.656	उत्कृष्ट
achieve	trust	0.656	हासिल गर्ने
steadfast	trust	0.656	स्थिर
familiar	trust	0.656	परिचित
proficiency	trust	0.656	दक्षता
supports	trust	0.656	विश्वास गर्छ
counselor	trust	0.648	सल्लाहकार
lovable	trust	0.648	मायालु
advisable	trust	0.648	उचित
agreed	trust	0.648	सहमत
heroism	trust	0.648	वीरता
rely	trust	0.648	भर पर्नु
uphold	trust	0.648	कायम राख्नु
brother	trust	0.648	भाइ
matrimony	trust	0.648	विवाह
assuredly	trust	0.648	निश्चित रूपमा
peaceful	trust	0.648	शान्तिपूर्ण
saint	trust	0.648	संत
unconditionally	trust	0.648	स्वीकार गर्दछ
solidarity	trust	0.648	एकता
accepts	trust	0.648	समर्थन गर्दछ
inspiration	trust	0.648	प्रेरणा
noble	trust	0.648	महान
successful	trust	0.648	सफल
harmony	trust	0.648	सद्भाव
protective	trust	0.648	सुरक्षात्मक
competency	trust	0.648	योग्यता
comrade	trust	0.648	कामरेड
academic	trust	0.648	शैक्षिक
assist	trust	0.648	सहयोग
worthy	trust	0.643	योग्य
benefactor	trust	0.641	हितकारी
credence	trust	0.641	विश्वास
confidence	trust	0.641	निर्धक्क
relationships	trust	0.641	बिना शर्त
ordained	trust	0.641	नियुक्त
legal	trust	0.641	कानूनी
champion	trust	0.641	च्याम्पियन
lawful	trust	0.641	वैध
durability	trust	0.641	स्थायित्व
judiciary	trust	0.641	न्यायपालिका
doctor	trust	0.641	डाक्टर
loving	trust	0.641	माया गर्ने
assure	trust	0.641	आश्वासन दिनुहोस्
establish	trust	0.641	स्थापना
mamma	trust	0.641	आमा
kind	trust	0.641	प्रकारको
unity	trust	0.641	एकता
conscientious	trust	0.641	इमान्दार
real	trust	0.641	वास्तविक
coexist	trust	0.641	सहअस्तित्व
leading	trust	0.641	अग्रणी
teacher	trust	0.641	शिक्षक
intimate	trust	0.634	घनिष्ठ
brotherly	trust	0.633	दाजुभाइ
physician	trust	0.633	चिकित्सक
judicial	trust	0.633	न्यायिक
saintly	trust	0.633	पवित्र
aspiration	trust	0.633	आकांक्षा
conscience	trust	0.633	विवेक
therapeutic	trust	0.633	उपचारात्मक
fidelity	trust	0.633	निष्ठा
soundness	trust	0.633	सुदृढता
important	trust	0.633	महत्त्वपूर्ण
homage	trust	0.633	श्रद्धाञ्जली
legitimacy	trust	0.633	वैधता
fortitude	trust	0.633	दृढता
deepest	trust	0.633	सम्बन्धहरु
approved	trust	0.633	स्वीकृत
courageous	trust	0.633	साहसी
devotional	trust	0.633	भक्तिपूर्ण
endorse	trust	0.633	अनुमोदन
backbone	trust	0.633	मेरुदण्ड
authorize	trust	0.633	अधिकृत
practiced	trust	0.633	अभ्यास गरेको
sanctification	trust	0.633	पवित्रीकरण
hopeful	trust	0.633	आशावादी
convincing	trust	0.633	विश्वस्त
bless	trust	0.633	आशीर्वाद
angel	trust	0.625	परी
authorization	trust	0.625	प्राधिकरण
assured	trust	0.625	आश्वासन दिए
purify	trust	0.625	शुद्ध गर्ने
caretaker	trust	0.625	हेरचाह गर्ने
regard	trust	0.625	सम्मान
profound	trust	0.625	गहिरो
achievement	trust	0.625	उपलब्धि
evident	trust	0.625	स्पष्ट
positivity	trust	0.625	सकारात्मकता
communication	trust	0.625	संचार
professorship	trust	0.625	प्राध्यापक पद
blessing	trust	0.625	आशीर्वाद
beliefs	trust	0.625	सबैभन्दा गहिरो
encourage	trust	0.625	प्रोत्साहन
fireman	trust	0.625	फायरम्यान
majestic	trust	0.625	राजसी
civilized	trust	0.625	सभ्य
certify	trust	0.625	प्रमाणित गर्ने
wonderful	trust	0.625	अद्भुत
engaged	trust	0.625	संलग्न
accurate	trust	0.625	सही
approvement	trust	0.617	अनुमोदन
optimism	trust	0.617	आशावाद
planning	trust	0.617	योजना
believer	trust	0.617	विश्वासी
advice	trust	0.617	सल्लाह
commend	trust	0.617	प्रशंसा गर्नुहोस्
gospel	trust	0.617	सुसमाचार
objective	trust	0.617	उद्देश्य
rational	trust	0.617	तर्कसंगत
cherish	trust	0.617	कदर
constantly	trust	0.617	लगातार
haven	trust	0.617	हेवन
fundamental	trust	0.617	आधारभूत
bedrock	trust	0.617	खाट
accord	trust	0.617	सम्झौता
triumphant	trust	0.617	विजयी
surety	trust	0.617	जमानत
testament	trust	0.617	वसीयतनामा
absolution	trust	0.617	मुक्ति
truce	trust	0.617	युद्धविराम
reassure	trust	0.617	आश्वासन
appreciation	trust	0.617	प्रशंसा
qualities	trust	0.617	गुणहरू
passionate	trust	0.617	भावुक
good	trust	0.617	राम्रो
unimpeachable	trust	0.617	अभेद्य
corroborate	trust	0.617	पुष्टि गर्ने
thoughtful	trust	0.617	विचारशील
heroine	trust	0.617	नायिका
teach	trust	0.617	सिकाउनुहोस्
god	trust	0.617	भगवान
attentive	trust	0.617	ध्यान दिने
scripture	trust	0.609	शास्त्र
civilization	trust	0.609	सभ्यता
magnificence	trust	0.609	भव्यता
recommend	trust	0.609	सिफारिस गर्नुहोस्
progression	trust	0.609	प्रगति
steward	trust	0.609	भण्डारी
purification	trust	0.609	शुद्धीकरण
patron	trust	0.609	संरक्षक
praiseworthy	trust	0.609	प्रशंसनीय
heal	trust	0.609	निको पार्नु
considerate	trust	0.609	विचारशील
blessings	trust	0.609	आशीर्वाद
mediator	trust	0.609	मध्यस्थ
babysitter	trust	0.609	दाई
notary	trust	0.609	नोटरी
awareness	trust	0.609	जागरूकता
vetted	trust	0.609	विश्वासहरू
excel	trust	0.609	एक्सेल
happy	trust	0.609	खुशी
praise	trust	0.609	प्रशंसा
brilliant	trust	0.609	शानदार
liking	trust	0.609	मनपर्ने
definitive	trust	0.609	निश्चित
comfort	trust	0.609	आराम
officer	trust	0.609	अधिकारी
peace	trust	0.602	शान्ति
serenity	trust	0.602	शान्ति
unquestionable	trust	0.602	निर्विवाद
embrace	trust	0.602	अँगालो
identify	trust	0.602	पहिचान
inspired	trust	0.602	प्रेरित
steady	trust	0.602	स्थिर
nun	trust	0.602	नन
guarded	trust	0.602	संरक्षित
symmetry	trust	0.602	सममिति
mainstay	trust	0.602	मुख्य आधार
fulfill	trust	0.602	पूरा गर्ने
humility	trust	0.602	नम्रता
helpful	trust	0.602	उपयोगी
transcendence	trust	0.602	अतिक्रमण
unconditional	trust	0.602	बिना शर्त
brave	trust	0.602	बहादुर
brighten	trust	0.602	उज्यालो
experienced	trust	0.602	अनुभवी
enlightenment	trust	0.602	ज्ञान
sympathetic	trust	0.602	सहानुभूतिपूर्ण
witness	trust	0.602	साक्षी
vigilant	trust	0.594	सतर्क
ministry	trust	0.594	मन्त्रालय
admiral	trust	0.594	एडमिरल
vigilance	trust	0.594	सतर्कता
depend	trust	0.594	निर्भर
generosity	trust	0.594	उदारता
befriend	trust	0.594	साथी
complimentary	trust	0.594	मानार्थ
assessment	trust	0.594	मूल्याङ्कन
fairly	trust	0.594	निष्पक्ष रूपमा
enlighten	trust	0.594	ज्ञान दिने
strengthen	trust	0.594	बलियो बनाउने
nurse	trust	0.594	नर्स
endowment	trust	0.594	दान
visionary	trust	0.594	दूरदर्शी
praised	trust	0.594	प्रशंसा गरे
eminence	trust	0.594	श्रेष्ठता
marry	trust	0.594	विवाह गर्नुहोस्
generous	trust	0.594	उदार
gratitude	trust	0.594	कृतज्ञता
sage	trust	0.594	ऋषि
tranquility	trust	0.594	शान्ति
openly	trust	0.594	खुला रूपमा
grant	trust	0.594	अनुदान
spouse	trust	0.594	पति/पत्नी
philanthropic	trust	0.594	परोपकारी
regent	trust	0.594	regent
substantiate	trust	0.594	प्रमाणित गर्ने
commendation	trust	0.594	प्रशंसा
council	trust	0.594	परिषद्
efficient	trust	0.594	कुशल
sweetheart	trust	0.589	मायालु
bylaw	trust	0.586	उपनियम
magnificent	trust	0.586	भव्य
designation	trust	0.586	पदनाम
godly	trust	0.586	ईश्वरीय
seniority	trust	0.586	वरिष्ठता
conservation	trust	0.586	संरक्षण
educational	trust	0.586	शैक्षिक
rooted	trust	0.586	जरा भएको
inheritance	trust	0.586	उत्तराधिकार
diplomacy	trust	0.586	कूटनीति
mate	trust	0.586	साथी
convince	trust	0.586	मनाउन
unfailing	trust	0.586	असफल
share	trust	0.586	साझेदारी
monk	trust	0.586	भिक्षु
constitutional	trust	0.586	संवैधानिक
lovely	trust	0.586	प्यारो
compliance	trust	0.586	अनुपालन
attest	trust	0.586	प्रमाणित गर्नुहोस्
victory	trust	0.586	विजय
serene	trust	0.586	शान्त
checklist	trust	0.586	चेकलिस्ट
husbandry	trust	0.586	पालनपोषण
enjoying	trust	0.586	मजा लिदै
revere	trust	0.586	सम्मान
tribe	trust	0.586	जनजाति
meritorious	trust	0.586	मेधावी
joyful	trust	0.586	आनन्दित
delegate	trust	0.586	प्रतिनिधि
helper	trust	0.586	सहयोगी
angelic	trust	0.586	परी
ambition	trust	0.586	महत्वाकांक्षा
father	trust	0.586	बुबा
acclaim	trust	0.586	प्रशंसा
testimony	trust	0.586	गवाही
collectively	trust	0.586	सामूहिक रूपमा
sobriety	trust	0.586	संयम
prestige	trust	0.586	प्रतिष्ठा
firmness	trust	0.586	दृढता
structural	trust	0.578	संरचनात्मक
impartiality	trust	0.578	निष्पक्षता
navigator	trust	0.578	नेभिगेटर
judge	trust	0.578	न्यायाधीश
shelter	trust	0.578	आश्रय
coexisting	trust	0.578	सहअस्तित्व
unquestioned	trust	0.578	निर्विवाद
careful	trust	0.578	सावधान
obey	trust	0.578	पालना
professor	trust	0.578	प्रोफेसर
convinced	trust	0.578	विश्वस्त
communion	trust	0.578	मेलमिलाप
cheerfulness	trust	0.578	प्रफुल्लता
inviting	trust	0.578	आमन्त्रित गर्दै
irrefutable	trust	0.578	अकाट्य
commandant	trust	0.578	कमाण्डेन्ट
smile	trust	0.578	मुस्कान
authoritative	trust	0.578	आधिकारिक
philanthropist	trust	0.578	परोपकारी
legalized	trust	0.578	वैधानिक
adore	trust	0.578	पूजा
upright	trust	0.578	ठीक
revival	trust	0.578	पुनरुत्थान
dutiful	trust	0.578	कर्तव्यनिष्ठ
watchdog	trust	0.578	प्रहरी
apostle	trust	0.570	प्रेरित
volunteers	trust	0.570	स्वयंसेवकहरू
immaculate	trust	0.570	बेदाग
adhering	trust	0.570	पालन गर्दै
unquestionably	trust	0.570	निस्सन्देह
advise	trust	0.570	सल्लाह
punctual	trust	0.570	समयनिष्ठ
consult	trust	0.570	परामर्श
ordinance	trust	0.570	अध्यादेश
complement	trust	0.570	पूरक
modest	trust	0.570	मामूली
everlasting	trust	0.570	अनन्त
compass	trust	0.570	कम्पास
heavenly	trust	0.570	स्वर्गीय
determinate	trust	0.570	निर्धारण गर्ने
counsellor	trust	0.570	सल्लाहकार
abundance	trust	0.570	प्रचुरता
guide	trust	0.570	गाइड
earned	trust	0.570	जाँच गरियो
pedigree	trust	0.570	वंशावली
relative	trust	0.570	नातेदार
principal	trust	0.570	प्रिन्सिपल
plausible	trust	0.570	प्रशंसनीय
collaborator	trust	0.570	सहयोगी
connective	trust	0.570	जोड्ने
corroboration	trust	0.570	पुष्टि
insure	trust	0.570	बीमा गर्नुहोस्
pilot	trust	0.570	पाइलट
unequivocal	trust	0.570	स्पष्ट
matron	trust	0.570	म्याट्रोन
cuddle	trust	0.570	अँगालो हाल्नु
measured	trust	0.570	मापन गरियो
fort	trust	0.562	किल्ला
treasurer	trust	0.562	कोषाध्यक्ष
apostolic	trust	0.562	अपोस्टोलिक
save	trust	0.562	बचत गर्नुहोस्
frankness	trust	0.562	स्पष्टता
insight	trust	0.562	अन्तरदृष्टि
admit	trust	0.562	स्वीकार
earn	trust	0.562	कमाउने
remarkable	trust	0.562	उल्लेखनीय
strong	trust	0.562	बलियो
content	trust	0.562	सामग्री
vitality	trust	0.562	जीवन शक्ति
prize	trust	0.562	पुरस्कार
vigorous	trust	0.562	बलियो
congregation	trust	0.562	मण्डली
uplift	trust	0.562	उत्थान
spotless	trust	0.562	निष्कलंक
devout	trust	0.562	भक्त
soothing	trust	0.562	सुखदायक
miracle	trust	0.562	चमत्कार
cohesion	trust	0.562	एकता
lovemaking	trust	0.562	प्रेम निर्माण
curable	trust	0.562	निको पार्न सकिने
pleasant	trust	0.562	सुखद
jury	trust	0.562	जूरी
pertinent	trust	0.562	प्रासंगिक
succeeding	trust	0.562	सफल
concordance	trust	0.562	सहमति
jurist	trust	0.562	न्यायविद्
applaud	trust	0.562	ताली बजाउनु
ordination	trust	0.562	अध्यादेश
compensate	trust	0.562	क्षतिपूर्ति
patience	trust	0.555	धैर्य
mediate	trust	0.555	मध्यस्थता
coach	trust	0.555	प्रशिक्षक
illumination	trust	0.555	रोशनी
cultivate	trust	0.555	खेती गर्ने
providing	trust	0.555	प्रदान गर्दै
precedence	trust	0.555	अग्रता
exalt	trust	0.555	उच्च पार्नुहोस्
succeed	trust	0.555	सफल
inclusion	trust	0.555	समावेशीकरण
meditate	trust	0.555	ध्यान
coalesce	trust	0.555	एकीकरण
betrothed	trust	0.555	विवाहित
midwife	trust	0.555	मिडवाइफ
veteran	trust	0.555	अनुभवी
destined	trust	0.555	नियत
auditor	trust	0.555	लेखा परीक्षक
privacy	trust	0.555	गोपनीयता
restorative	trust	0.555	पुनर्स्थापना गर्ने
influential	trust	0.555	प्रभावशाली
impartial	trust	0.555	निष्पक्ष
discretion	trust	0.555	विवेक
foresight	trust	0.555	दूरदर्शिता
congruence	trust	0.555	एकरूपता
worship	trust	0.555	पूजा
constant	trust	0.555	स्थिर
reunion	trust	0.555	पुनर्मिलन
intuition	trust	0.555	अन्तर्ज्ञान
reconciliation	trust	0.555	मेलमिलाप
ambulance	trust	0.555	यम्बुलेन्स
defender	trust	0.555	डिफेन्डर
greatness	trust	0.555	महानता
buddy	trust	0.555	साथी
vote	trust	0.555	भोट
physicist	trust	0.555	भौतिकशास्त्री
prophet	trust	0.555	अगमवक्ता
prevalent	trust	0.547	प्रचलित
eyewitness	trust	0.547	प्रत्यक्षदर्शी
durable	trust	0.547	टिकाउ
prudent	trust	0.547	विवेकी
securities	trust	0.547	धितोपत्रहरू
salvation	trust	0.547	मुक्ति
govern	trust	0.547	शासन गर्ने
law	trust	0.547	कानुन
proud	trust	0.547	गर्व
cheer	trust	0.547	जय हो
reinforcement	trust	0.547	सुदृढीकरण
promises	trust	0.547	कमाएको
invocation	trust	0.547	आह्वान
provide	trust	0.547	प्रदान गर्ने
friendly	trust	0.547	मैत्री
commanding	trust	0.547	आदेश
temperate	trust	0.547	शीतोष्ण
conciliation	trust	0.547	मेलमिलाप
convent	trust	0.547	कन्भेन्ट
heritage	trust	0.547	विरासत
independence	trust	0.547	स्वतन्त्रता
rejoice	trust	0.547	रमाउनुहोस्
engaging	trust	0.547	आकर्षक
readiness	trust	0.547	तत्परता
registry	trust	0.547	रजिस्ट्री
statement	trust	0.547	कथन
liberty	trust	0.547	स्वतन्त्रता
forgive	trust	0.547	माफ गर्नुहोस्
ancestral	trust	0.547	पुर्खा
impenetrable	trust	0.547	अभेद्य
choices	trust	0.539	प्रतिज्ञाहरू
psalms	trust	0.539	भजन
majority	trust	0.539	बहुमत
antidote	trust	0.539	औषधि
tantamount	trust	0.539	समान
perfect	trust	0.539	सिद्ध
regularity	trust	0.539	नियमितता
chronicle	trust	0.539	क्रोनिकल
ensemble	trust	0.539	ensemble
applause	trust	0.539	ताली
obedience	trust	0.539	आज्ञाकारिता
aspiring	trust	0.539	महत्वाकांक्षी
watchman	trust	0.539	पहरेदार
inimitable	trust	0.539	अतुलनीय
chastity	trust	0.539	पवित्रता
architecture	trust	0.539	वास्तुकला
stamina	trust	0.539	सहनशक्ति
delightful	trust	0.539	रमाइलो
exalted	trust	0.539	उच्च गरिएको
relevant	trust	0.539	सान्दर्भिक
reinforcements	trust	0.539	सुदृढीकरण
proctor	trust	0.539	प्रोक्टर
immovable	trust	0.539	अचल
instructions	trust	0.539	निर्देशनहरू
define	trust	0.539	परिभाषित
uncensured	trust	0.539	असुरक्षित
institute	trust	0.539	संस्थान
responsive	trust	0.539	उत्तरदायी
recovery	trust	0.539	रिकभरी
obliging	trust	0.539	बाध्यकारी
obvious	trust	0.539	स्पष्ट
forefathers	trust	0.539	पुर्खाहरू
eager	trust	0.539	उत्सुक
inoculation	trust	0.539	टीकाकरण
admitting	trust	0.539	स्वीकार गर्दै
memorable	trust	0.539	यादगार
hospital	trust	0.531	अस्पताल
rescue	trust	0.531	उद्धार गर्नु
deed	trust	0.531	काम
princely	trust	0.531	राजकुमार
retirement	trust	0.531	सेवानिवृत्ति
cradle	trust	0.531	पालना
immunization	trust	0.531	खोप
bloom	trust	0.531	फुल्नु
candid	trust	0.531	स्पष्ट
evergreen	trust	0.531	सदाबहार
ballot	trust	0.531	मतपत्र
accompaniment	trust	0.531	संगत
verily	trust	0.531	साँच्चै
inseparable	trust	0.531	अविभाज्य
analyst	trust	0.531	विश्लेषक
strive	trust	0.531	प्रयास
dependent	trust	0.531	निर्भर
heavens	trust	0.531	स्वर्ग
answerable	trust	0.531	जवाफदेही
school	trust	0.531	विद्यालय
terms	trust	0.531	सर्तहरू
center	trust	0.531	केन्द्र
firstborn	trust	0.531	जेठा
transcript	trust	0.531	ट्रान्सक्रिप्ट
fraternal	trust	0.531	भाइचारा
omniscient	trust	0.531	सर्वज्ञ
seal	trust	0.531	छाप
edification	trust	0.531	सुधार
doubtless	trust	0.531	निस्सन्देह
deliverance	trust	0.531	मुक्ति
sponsor	trust	0.531	प्रायोजक
expedient	trust	0.531	उपयुक्त
bride	trust	0.531	दुलही
refuge	trust	0.531	शरण
approbation	trust	0.527	अनुमोदन
chaplain	trust	0.523	धर्मगुरु
laureate	trust	0.523	विजेता
liberate	trust	0.523	मुक्त गर्ने
coronation	trust	0.523	राज्याभिषेक
adoration	trust	0.523	आराधना
countenance	trust	0.523	अनुहार
honeymoon	trust	0.523	हनीमून
connoisseur	trust	0.523	पारखी
notable	trust	0.523	उल्लेखनीय
benedictory	trust	0.523	हितकारी
celebration	trust	0.523	उत्सव
neighbor	trust	0.523	छिमेकी
unbroken	trust	0.523	अभंग
award	trust	0.523	पुरस्कार
improvement	trust	0.523	सुधार
hug	trust	0.523	अँगालो
graduation	trust	0.523	स्नातक
correctness	trust	0.523	शुद्धता
winning	trust	0.523	जित्दै
paragon	trust	0.523	paragon
ratify	trust	0.523	अनुमोदन
powerful	trust	0.523	शक्तिशाली
elevation	trust	0.523	उचाइ
commonwealth	trust	0.523	राष्ट्रमंडल
account	trust	0.523	खाता
unimpeached	trust	0.523	निर्विरोध
taught	trust	0.523	सिकायो
salutary	trust	0.523	सलामी
captivate	trust	0.523	मोहित
dictionary	trust	0.523	शब्दकोश
nobility	trust	0.523	कुलीनता
ourselves	trust	0.523	विकल्पहरू
feeling	trust	0.518	भावना
amen	trust	0.516	आमेन
committee	trust	0.516	समिति
reverie	trust	0.516	reverie
deserve	trust	0.516	पाउन योग्य
fully	trust	0.516	पूर्ण रूपमा
compliment	trust	0.516	प्रशंसा
obstetrician	trust	0.516	प्रसूति विशेषज्ञ
enchanted	trust	0.516	मंत्रमुग्ध
inform	trust	0.516	जानकारी दिनुहोस्
association	trust	0.516	संघ
credit	trust	0.516	क्रेडिट
passwords	trust	0.516	हामी आफैलाई
freely	trust	0.516	स्वतन्त्र रूपमा
framework	trust	0.516	फ्रेमवर्क
nobleman	trust	0.516	कुलीन
formative	trust	0.516	रचनात्मक
tender	trust	0.516	टेन्डर
measure	trust	0.516	मापन
advent	trust	0.516	आगमन
management	trust	0.516	व्यवस्थापन
confession	trust	0.516	स्वीकार
remedy	trust	0.516	उपाय
