English Word	Emotion	Emotion-Intensity-Score	Pashto Word
uneasiness	sadness	0.469	بې آرامي
frayed	sadness	0.467	خپه شوی
infamy	sadness	0.464	بدنامي
plunder	sadness	0.461	لوټ
depreciated	sadness	0.460	ارزښت کم شوی
wane	sadness	0.456	ورک
badly	sadness	0.455	په بد ډول
unlawful	sadness	0.455	غیرقانوني
tribulation	sadness	0.453	مصیبت
gone	sadness	0.453	لاړ
surrender	sadness	0.453	تسلیم کول
discriminate	sadness	0.453	تبعیض
refugee	sadness	0.453	مهاجر
memorials	sadness	0.453	یادګارونه
inhospitable	sadness	0.453	بې میلمه پالنه
criticise	sadness	0.453	نیوکه کول
frown	sadness	0.453	خندا
perplexity	sadness	0.453	اضطراب
disapprove	sadness	0.453	ردول
upheaval	sadness	0.453	پاڅون
wreck	sadness	0.453	ویجاړ
confiscate	sadness	0.453	ضبط کول
secluded	sadness	0.453	جلا
invade	sadness	0.453	یرغل کول
inability	sadness	0.453	ناتواني
avalanche	sadness	0.453	واوره
fell	sadness	0.453	سقوط
scarcity	sadness	0.453	کمښت
doldrums	sadness	0.453	خپګان
vulgarity	sadness	0.453	فحشا
bittersweet	sadness	0.453	خواږه
foreclose	sadness	0.453	وړاندوینه
revolver	sadness	0.453	ریوالور
worse	sadness	0.453	بدتر
wrongly	sadness	0.453	په غلطه توګه
despotism	sadness	0.453	استبداد
lowly	sadness	0.448	ټیټ
guillotine	sadness	0.446	ګیلوټین
lone	sadness	0.446	یوازینی
encumbrance	sadness	0.441	بار
annulment	sadness	0.440	لغوه کول
delirious	sadness	0.439	خوندور
badday	sadness	0.439	ناښه ورځ
confinement	sadness	0.439	بنديز
bummer	sadness	0.439	خندا
disagreement	sadness	0.438	اختلاف
emotional	sadness	0.438	احساساتي
lethargy	sadness	0.438	سستي
paucity	sadness	0.438	کموالی
sympathize	sadness	0.438	خواخوږي
apathetic	sadness	0.438	بې حسه
forbid	sadness	0.438	منع کول
stigma	sadness	0.438	داغ
departure	sadness	0.438	روانېدل
underpaid	sadness	0.438	کم معاش
appendicitis	sadness	0.438	اپنډیسایټس
futile	sadness	0.438	بې ځایه
imprudent	sadness	0.438	ناپوه
unattainable	sadness	0.438	د نه رسیدو وړ
pensive	sadness	0.438	فکر کوونکی
ghetto	sadness	0.438	ګیتټو
farewell	sadness	0.438	الوداع
cancellation	sadness	0.438	لغوه کول
problem	sadness	0.438	ستونزه
disapproving	sadness	0.438	نه منل
absent	sadness	0.438	غیر حاضر
animosity	sadness	0.438	دښمني
disconnected	sadness	0.438	منحل شوی
detainee	sadness	0.438	توقیفی
bum	sadness	0.438	بوم
diminish	sadness	0.438	کمول
insolvency	sadness	0.438	ناداره
lunacy	sadness	0.438	لېونتوب
rejects	sadness	0.438	ردوي
indigent	sadness	0.438	بې وزله
disapproved	sadness	0.438	رد شوی
darkened	sadness	0.438	تیاره
insignificant	sadness	0.438	بې ارزښته
dislocated	sadness	0.438	بې ځایه شوی
fugitive	sadness	0.438	تښتیدلی
abscess	sadness	0.438	غدود
blues	sadness	0.438	بلوز
coercion	sadness	0.438	جبر
restriction	sadness	0.438	محدودیت
deflate	sadness	0.438	سپکول
bothering	sadness	0.435	ځورونکی
disqualified	sadness	0.435	نا اهله
tripping	sadness	0.429	تیریدل
sunk	sadness	0.426	ډوب شوی
draining	sadness	0.424	وچول
retribution	sadness	0.424	انتقام
varicella	sadness	0.424	ویروسیلا
lastday	sadness	0.424	تیره ورځ
haunted	sadness	0.422	ځړول شوی
cutting	sadness	0.422	پرې کول
cyst	sadness	0.422	cyst
neuralgia	sadness	0.422	عصبي ناروغي
wrongdoing	sadness	0.422	غلط کار
thief	sadness	0.422	غل
dispassionate	sadness	0.422	بې رحمه
beggar	sadness	0.422	سوالګر
unwelcome	sadness	0.422	ناخوښه
rip	sadness	0.422	چیپ
deviation	sadness	0.422	انحراف
jarring	sadness	0.422	ټوکرۍ
unequal	sadness	0.422	نا مساوي
cardiomyopathy	sadness	0.422	cardiomyopathy
bad	sadness	0.422	بد
scarce	sadness	0.422	کم
insolvent	sadness	0.422	ناپاک
falling	sadness	0.422	غورځېدل
handicap	sadness	0.422	معیوب
difficulties	sadness	0.421	مشکلات
invader	sadness	0.420	یرغلګر
drab	sadness	0.420	ډوب
fall	sadness	0.418	سقوط
illegitimate	sadness	0.416	ناقانونه
expel	sadness	0.414	اخراج
meaningless	sadness	0.409	بې معنی
darkness	sadness	0.409	تیاره
syncope	sadness	0.407	ترکیب
wildfire	sadness	0.406	د ځنګل اور
enmity	sadness	0.406	دښمني
feudalism	sadness	0.406	فیوډالیزم
obnoxious	sadness	0.406	ناوړه
subjected	sadness	0.406	تابع
confine	sadness	0.406	محدودول
fury	sadness	0.406	قهر
bitch	sadness	0.406	کوچی
darken	sadness	0.406	تیاره
precarious	sadness	0.406	ناامنه
hoax	sadness	0.406	چلکی
fault	sadness	0.406	خطا
fatigued	sadness	0.406	ستړی شوی
stroke	sadness	0.406	ضربه
unsatisfied	sadness	0.405	نا رضایت
spank	sadness	0.403	سپک
sigh	sadness	0.402	ساه
deluge	sadness	0.402	سیلاب
spinster	sadness	0.400	سپنسټر
blue	sadness	0.400	آبي
owing	sadness	0.398	واجب الادا
needalife	sadness	0.398	اړتیا ژوند
pointless	sadness	0.394	بې معنی
embarrass	sadness	0.394	شرمنده
pitfall	sadness	0.394	زیان
seriousness	sadness	0.394	جديت
refused	sadness	0.391	انکار وکړ
cage	sadness	0.391	پنجره
noose	sadness	0.391	پوزه
punch	sadness	0.391	ټوپ
stretcher	sadness	0.391	سټرچر
monsoon	sadness	0.391	مونسون
condescension	sadness	0.391	خواخوږي
reproach	sadness	0.391	ملامتول
trickery	sadness	0.391	چل
rue	sadness	0.391	ریو
inefficient	sadness	0.391	بې کفایته
dwarfed	sadness	0.391	نرۍ
ravenous	sadness	0.391	وحشي
feeble	sadness	0.391	کمزوری
ineptitude	sadness	0.391	نیمګړتیا
ifonly	sadness	0.391	که یوازې
brute	sadness	0.391	وحشي
exhausted	sadness	0.391	ستړی شوی
daemon	sadness	0.391	ډیمون
debt	sadness	0.391	پور
banshee	sadness	0.391	بنشي
coldness	sadness	0.391	ساړه
insulting	sadness	0.391	سپکاوی
subvert	sadness	0.384	ماتول
jealousy	sadness	0.382	حسد
struggle	sadness	0.379	مبارزه
miss	sadness	0.379	یاد
geriatric	sadness	0.379	جینیاتیک
inexcusable	sadness	0.379	د نه بخښلو وړ
ashes	sadness	0.377	ایرو
entangled	sadness	0.377	ښکیل
descent	sadness	0.377	نزول
funk	sadness	0.375	فنک
wasting	sadness	0.375	ضایع کول
overcast	sadness	0.375	باد
exhaustion	sadness	0.375	ستړیا
inferior	sadness	0.375	ښکته
disqualify	sadness	0.375	بې صلاحیته کول
sympathy	sadness	0.375	خواخوږي
prostitution	sadness	0.375	فحشا
dispel	sadness	0.375	لرې کول
slump	sadness	0.375	سقوط
scar	sadness	0.375	داغ
goodbye	sadness	0.375	په مخه مو ښه
landslide	sadness	0.375	ځمکې ښویدنه
inconsiderate	sadness	0.375	بې غوري
parting	sadness	0.375	جلا کول
blackness	sadness	0.375	توروالی
murky	sadness	0.375	خړ
noncompliance	sadness	0.375	نه اطاعت
sucks	sadness	0.375	خوندور
withdraw	sadness	0.375	وتل
rabid	sadness	0.375	لیونی
oust	sadness	0.375	شړل
unattractive	sadness	0.373	نه جذاب
delay	sadness	0.373	ځنډ
apologize	sadness	0.370	بښنه وغواړئ
crazy	sadness	0.368	لیونی
bastard	sadness	0.366	ارمونى
deteriorated	sadness	0.365	خراب شوی
inter	sadness	0.364	inter
empty	sadness	0.364	خالي
mocking	sadness	0.363	مسخره کول
adder	sadness	0.361	اضافه کونکی
misunderstanding	sadness	0.359	ناسم پوهاوی
fuss	sadness	0.359	ګډوډي
plaintive	sadness	0.359	مدعی
servile	sadness	0.359	خدمتګار
obesity	sadness	0.359	چاقۍ
disconnect	sadness	0.359	نښلول
tremor	sadness	0.359	ټکان
flounder	sadness	0.359	فلانډر
defendant	sadness	0.359	تورن
unable	sadness	0.359	ناشوني
fainting	sadness	0.359	بې هوښه کېدل
unemployed	sadness	0.359	وزګار
hunter	sadness	0.359	ښکار
idiocy	sadness	0.359	idiocy
corse	sadness	0.359	کورس
inefficiency	sadness	0.359	بې کفایتي
lockup	sadness	0.359	بندول
consecration	sadness	0.359	تقدس
unsuccessful	sadness	0.359	ناکامه
arraignment	sadness	0.359	محاکمه
fruitless	sadness	0.359	بې میوه
numbness	sadness	0.359	بې حسي
affront	sadness	0.359	سپکاوی
hindering	sadness	0.359	خنډ کول
austere	sadness	0.359	سخت
unpopular	sadness	0.359	غیر مشهور
perpetrator	sadness	0.359	مرتکب
wrangling	sadness	0.359	شخړه
taunt	sadness	0.359	طعنې
doubt	sadness	0.359	شک
unrest	sadness	0.351	ګډوډي
intervention	sadness	0.348	مداخله
wimpy	sadness	0.348	ویمپی
spoiler	sadness	0.348	سپیلر
waste	sadness	0.348	ضایع کول
absentee	sadness	0.348	غیر حاضری
flaw	sadness	0.347	نیمګړتیا
litigate	sadness	0.344	مقدمه کول
blindly	sadness	0.344	ړوند
militia	sadness	0.344	ملېشه
lawsuit	sadness	0.344	مقدمه
uninvited	sadness	0.344	بې بلنه
uninspired	sadness	0.344	بې حوصلې
furrow	sadness	0.344	غوښه
cumbersome	sadness	0.344	ګران
specter	sadness	0.344	تماشه
desert	sadness	0.344	صحرا
lagging	sadness	0.344	وروسته پاتې کیدل
attenuation	sadness	0.344	تنزل
forfeit	sadness	0.344	ضبط
plea	sadness	0.344	عریضه
thrash	sadness	0.344	وهل
resigned	sadness	0.344	استعفا ورکړه
detention	sadness	0.344	توقیف
surgery	sadness	0.344	جراحي
intercede	sadness	0.344	شفاعت
stained	sadness	0.344	داغ
unaccountable	sadness	0.339	بې حسابه
myopia	sadness	0.339	myopia
mishap	sadness	0.338	حادثه
probation	sadness	0.336	محاکمه
severance	sadness	0.333	جلا کول
disagreeing	sadness	0.333	اختلاف
unacknowledged	sadness	0.328	نه منل شوی
dependence	sadness	0.328	انحصار
unacceptable	sadness	0.328	د نه منلو وړ
leave	sadness	0.328	پرېږده
bondage	sadness	0.328	غلامي
bacteria	sadness	0.328	باکتریا
sterile	sadness	0.328	جراثیم
adrift	sadness	0.328	تیریدل
endless	sadness	0.328	نه ختمیدونکی
incompetent	sadness	0.328	نا اهله
soreness	sadness	0.328	درد
nether	sadness	0.328	نه
nepotism	sadness	0.328	خپلوي
squall	sadness	0.328	څاڅکی
disallowed	sadness	0.328	منع شوی
scold	sadness	0.327	وهل
flaccid	sadness	0.324	لوڅ
hobo	sadness	0.323	هوبو
fragile	sadness	0.319	نازک
stingy	sadness	0.319	بخل
sue	sadness	0.318	مقدمه
scarcely	sadness	0.318	په ندرت سره
mistake	sadness	0.312	تېروتنه
committal	sadness	0.312	ژمن
nonsensical	sadness	0.312	بې معنی
inhibit	sadness	0.312	منع کول
skid	sadness	0.312	سکډ
wan	sadness	0.312	وان
defy	sadness	0.312	دفاع کول
fatty	sadness	0.312	غوړ
clouded	sadness	0.312	بادل
ulcer	sadness	0.312	زخم
nostalgia	sadness	0.312	نوستالیجیا
evanescence	sadness	0.312	تېښته
hamstring	sadness	0.312	لاسونه
thresh	sadness	0.312	تخته
conceal	sadness	0.311	پټول
blemish	sadness	0.310	داغ
resisting	sadness	0.309	مقاومت کوي
sympathetic	sadness	0.307	خواخوږی
bugaboo	sadness	0.304	بګابو
opium	sadness	0.303	اپین
confess	sadness	0.303	اعتراف
alas	sadness	0.302	افسوس
mislead	sadness	0.297	ګمراه کول
suppress	sadness	0.297	فشارول
inappropriate	sadness	0.297	نامناسب
discontinuity	sadness	0.297	وقفه
wrinkled	sadness	0.297	ژړل
dull	sadness	0.297	ستړی
weak	sadness	0.297	ضعیف
halting	sadness	0.297	درول
incompatible	sadness	0.297	نامناسب
migraine	sadness	0.297	میګرین
subsidence	sadness	0.297	کمښت
setback	sadness	0.297	ماتې
toocold	sadness	0.297	ډیر یخ
incase	sadness	0.297	په صورت کې
hermit	sadness	0.296	همت
moving	sadness	0.295	حرکت کول
shrink	sadness	0.295	کمول
shiver	sadness	0.291	لړزېدل
constraint	sadness	0.288	محدودیت
unimportant	sadness	0.288	بې اهمیته
tramp	sadness	0.288	ټرامپ
rubble	sadness	0.282	ملخان
down	sadness	0.281	ښکته
taint	sadness	0.281	داغ
flop	sadness	0.281	فلاپ
wearily	sadness	0.281	په ستړیا سره
overdue	sadness	0.281	ډیر وخت
excluding	sadness	0.281	پرته
confession	sadness	0.281	اعتراف
grey	sadness	0.281	خړ
senseless	sadness	0.281	بې حسه
unseat	sadness	0.281	ناست
remove	sadness	0.281	لرې کول
revoke	sadness	0.281	لغوه کول
shortage	sadness	0.281	کمبود
apathy	sadness	0.281	بې حسي
adverse	sadness	0.281	منفي
negro	sadness	0.281	نیګرو
timid	sadness	0.281	ډارن
flinch	sadness	0.281	ټوخی
scrapie	sadness	0.281	سکریپی
grumpy	sadness	0.281	خپه
knell	sadness	0.275	زنګون
throb	sadness	0.273	ټکان
confusion	sadness	0.273	ګډوډي
soldier	sadness	0.273	عسکر
jurisprudence	sadness	0.273	فقه
humbled	sadness	0.273	عاجز
gray	sadness	0.269	خړ
lax	sadness	0.266	سست
mixedemotions	sadness	0.266	مختلط احساسات
obstacle	sadness	0.266	خنډ
slur	sadness	0.266	سپکاوی
unrealistic	sadness	0.266	غیر واقعي
drifted	sadness	0.266	روان شوی
leaving	sadness	0.266	پریښودل
shack	sadness	0.266	کوټه
eternity	sadness	0.266	ابدیت
remiss	sadness	0.266	یاد
inconvenient	sadness	0.263	نا آرامه
restrict	sadness	0.259	محدودول
misrepresentation	sadness	0.259	غلط بیان
stagnant	sadness	0.259	ولاړ
disservice	sadness	0.258	خدمت کول
wilderness	sadness	0.255	صحرا
nosun	sadness	0.255	نوم
backwater	sadness	0.255	شاته اوبه
tempest	sadness	0.250	طوفان
pine	sadness	0.250	انارو
humbug	sadness	0.250	humbug
bang	sadness	0.250	بنګ
speculation	sadness	0.250	اټکل
labored	sadness	0.250	کار شوی
incomplete	sadness	0.250	نامکمل
gullible	sadness	0.250	د سپکاوي وړ
undying	sadness	0.250	نه ختمیدونکی
anchorage	sadness	0.250	لنگر
unexplained	sadness	0.250	ناڅرګند
error	sadness	0.250	تېروتنه
wasteful	sadness	0.250	ضایع کوونکی
communism	sadness	0.250	کمونیزم
uneducated	sadness	0.250	بې تعلیمه
melodrama	sadness	0.242	میلوډراما
demonstrative	sadness	0.242	مظاهره کوونکی
rainyday	sadness	0.242	باراني ورځ
necessity	sadness	0.236	اړتیا
boredom	sadness	0.235	ستړیا
foggy	sadness	0.234	تیاره
sentence	sadness	0.234	جمله
misty	sadness	0.234	خړ
cancel	sadness	0.234	لغوه کول
void	sadness	0.234	باطل
cloudy	sadness	0.234	وريځو
blockade	sadness	0.234	بندیز
pale	sadness	0.234	رنګ
trash	sadness	0.234	کثافات
uninteresting	sadness	0.234	بې په زړه پورې
hollow	sadness	0.234	خال
healing	sadness	0.234	شفا ورکول
depart	sadness	0.234	ځي
burke	sadness	0.234	بورک
warp	sadness	0.234	ورپ
case	sadness	0.228	قضیه
rainy	sadness	0.227	باران
uninterested	sadness	0.223	بې علاقه
onerous	sadness	0.223	سخت
bottom	sadness	0.223	لاندې
fasting	sadness	0.220	روژه
boooo	sadness	0.219	بووو
dole	sadness	0.219	ډال
pious	sadness	0.219	متقی
indifference	sadness	0.219	بې پروايي
coping	sadness	0.219	مقابله
discolored	sadness	0.219	رنګ شوی
thirst	sadness	0.219	تنده
blunder	sadness	0.219	تېروتنه
cocaine	sadness	0.218	کوکاین
tough	sadness	0.212	سخت
revolution	sadness	0.203	انقلاب
hoary	sadness	0.203	hoary
chilly	sadness	0.203	یخ
sluggish	sadness	0.203	سست
yucky	sadness	0.203	یوکی
fat	sadness	0.203	غوړ
lower	sadness	0.203	ښکته
sprain	sadness	0.203	موچ
chargeable	sadness	0.203	د چارج وړ
arid	sadness	0.203	وچ
wanting	sadness	0.202	غواړي
progression	sadness	0.201	پرمختګ
closure	sadness	0.195	بندول
unbeaten	sadness	0.193	ناسوځیدلی
rack	sadness	0.188	ریک
halter	sadness	0.188	درول
rumor	sadness	0.188	افواه
tease	sadness	0.188	ځورول
invalid	sadness	0.188	ناسم
cataract	sadness	0.188	موتیا
meh	sadness	0.188	meh
heartfelt	sadness	0.188	په زړه پوری
retirement	sadness	0.188	تقاعد
splitting	sadness	0.188	ویشل
interrupted	sadness	0.188	مداخله
oddity	sadness	0.188	عجیبیت
cold	sadness	0.188	ساړه
veal	sadness	0.188	غوښه
concerned	sadness	0.184	اندیښنه
sarcasm	sadness	0.181	طنز
strip	sadness	0.179	پټه
divided	sadness	0.172	ویشل شوی
feeling	sadness	0.172	احساس
overload	sadness	0.172	ډیر بار
sap	sadness	0.172	ساپ
memories	sadness	0.172	یادونه
esteem	sadness	0.172	درناوی
cupping	sadness	0.172	کپنگ
eschew	sadness	0.172	پریښودل
destination	sadness	0.170	منزل
nosnow	sadness	0.169	واوره
limited	sadness	0.167	محدود
rain	sadness	0.163	باران
willful	sadness	0.160	اراده
untitled	sadness	0.157	بې عنوان
stint	sadness	0.156	دوره
cross	sadness	0.156	صلیب
weeds	sadness	0.156	واښه
pare	sadness	0.155	pare
snort	sadness	0.154	خندل
procession	sadness	0.152	جلوس
inconsequential	sadness	0.152	بې ارزښته
tax	sadness	0.142	مالیه
emo	sadness	0.141	emo
tolerate	sadness	0.141	زغمل
mug	sadness	0.141	مګ
overpriced	sadness	0.141	ډیر قیمت
weight	sadness	0.141	وزن
touchy	sadness	0.140	لمسونکی
kennel	sadness	0.130	خیټه
grounded	sadness	0.130	ځمکنی
unpaid	sadness	0.125	بې معاش
socialist	sadness	0.125	سوسیالیست
meek	sadness	0.125	نرم
clouds	sadness	0.125	ورېځې
margin	sadness	0.125	حاشیه
theocratic	sadness	0.125	دیوکراټیک
stillness	sadness	0.125	سکوت
sisterhood	sadness	0.125	خور
terrific	sadness	0.125	ډیر ښه
commemorate	sadness	0.125	یادول
late	sadness	0.125	ناوخته
default	sadness	0.121	ډیفالټ
lace	sadness	0.118	لیس
unpublished	sadness	0.116	ناچاپ شوی
interested	sadness	0.114	علاقه
fortress	sadness	0.110	قلعه
lush	sadness	0.109	شین
harry	sadness	0.109	هیري
ultimate	sadness	0.109	حتمي
priesthood	sadness	0.109	پادریتوب
orchestra	sadness	0.109	آرکسټرا
rating	sadness	0.109	درجه بندي
fleece	sadness	0.109	اونې
sanctify	sadness	0.108	پاکول
income	sadness	0.100	عاید
winning	sadness	0.094	ګټل
boo	sadness	0.094	بو
quiet	sadness	0.094	خاموش
sonnet	sadness	0.094	سندره
vainly	sadness	0.091	بې ځایه
hug	sadness	0.078	غېږ
opera	sadness	0.078	اوپرا
humble	sadness	0.078	عاجز
hut	sadness	0.078	کوټه
ovation	sadness	0.078	ستاینه
wet	sadness	0.078	لوند
motivating	sadness	0.078	هڅونکی
treat	sadness	0.076	درملنه
hymn	sadness	0.064	حمد
honest	sadness	0.062	صادق
relics	sadness	0.061	اثار
couch	sadness	0.060	صوفه
waffle	sadness	0.047	وافل
shell	sadness	0.045	خولۍ
musical	sadness	0.045	میوزیکل
savor	sadness	0.034	خوندور
napkin	sadness	0.031	رومال
vote	sadness	0.031	رایه
sing	sadness	0.017	سندره
mother	sadness	0.016	مور
music	sadness	0.016	موسيقي
nutritious	sadness	0.015	مغذي
lovely	sadness	0.009	ښکلی
sweetheart	sadness	0.000	ګرانه
romance	sadness	0.000	رومانس
liquor	sadness	0.000	شراب
art	sadness	0.000	هنر
surprise	surprise	0.930	حیرانتیا
explode	surprise	0.906	چاودنه
flabbergast	surprise	0.906	حیرانونکی
explosion	surprise	0.898	چاودنه
ambush	surprise	0.883	برید
explosive	surprise	0.883	چاودیدونکی
eruption	surprise	0.883	چاود
surprisingly	surprise	0.875	په حیرانتیا سره
startle	surprise	0.875	ټکان ورکوونکی
shockingly	surprise	0.875	ټکان ورکونکی
frighten	surprise	0.875	ډارول
surprised	surprise	0.867	حیران
frightened	surprise	0.867	وېرېدلی
surprising	surprise	0.867	حیرانوونکی
outburst	surprise	0.859	غورځېدل
thrilling	surprise	0.859	په زړه پوری
miracle	surprise	0.859	معجزه
blast	surprise	0.852	چاودنه
astonishingly	surprise	0.852	په حیرانتیا سره
alarm	surprise	0.852	الارم
shock	surprise	0.844	ټکان
thunderstruck	surprise	0.844	تندر
jolt	surprise	0.844	ټکان
dazzle	surprise	0.836	ځلانده
bang	surprise	0.836	بنګ
catastrophe	surprise	0.836	ناورین
fright	surprise	0.836	ډار
unexpectedly	surprise	0.836	په غیر متوقع ډول
startling	surprise	0.828	حیرانوونکی
suddenly	surprise	0.828	ناڅاپه
emergency	surprise	0.828	بیړنی
bewilderment	surprise	0.828	حیرانتیا
stunned	surprise	0.820	حیران
astound	surprise	0.820	حیران
jackpot	surprise	0.812	جیک پاټ
earthquake	surprise	0.812	زلزله
disaster	surprise	0.812	ناورین
astonishment	surprise	0.805	حیرانتیا
climax	surprise	0.805	کلیمیکس
aghast	surprise	0.805	حیران
astonish	surprise	0.805	حیرانونکی
scare	surprise	0.797	ډارول
awestruck	surprise	0.797	حیران
erupt	surprise	0.789	راټوکېدل
bomb	surprise	0.789	بم
exclaim	surprise	0.789	چیغې وهل
amazement	surprise	0.781	حیرانتیا
abduction	surprise	0.773	تښتونه
alarming	surprise	0.773	خطرناک
detonate	surprise	0.773	چاودنه
raid	surprise	0.773	برید
miraculous	surprise	0.773	معجزه
invade	surprise	0.773	یرغل کول
kidnap	surprise	0.766	تښتول
unpredictable	surprise	0.758	غیر متوقع
stupefy	surprise	0.758	ستومانه
dumfound	surprise	0.758	ګونګ
overwhelming	surprise	0.758	غالب
erratic	surprise	0.750	بې نظمه
unimaginable	surprise	0.750	د تصور وړ
accident	surprise	0.750	حادثه
outrageous	surprise	0.750	قهرجن
horror	surprise	0.742	وحشت
amaze	surprise	0.742	حیران
blitz	surprise	0.742	بلټز
bewilder	surprise	0.742	حيران
flinch	surprise	0.742	ټوخی
petrify	surprise	0.742	خرابول
wreck	surprise	0.742	ویجاړ
slaughter	surprise	0.742	ذبح
frenetic	surprise	0.734	جنون
crash	surprise	0.734	ټکر
frantic	surprise	0.734	خپه
stupefaction	surprise	0.734	ستومانه
excitement	surprise	0.734	جوش
riotous	surprise	0.727	فسادي
outcry	surprise	0.727	چیغې
vanished	surprise	0.727	ورک شوی
moonstruck	surprise	0.727	سپوږمۍ
sudden	surprise	0.727	ناڅاپه
awe	surprise	0.719	وېره
scream	surprise	0.719	چیغه
breathless	surprise	0.719	بې ساه
sabotage	surprise	0.719	تخریب
shriek	surprise	0.719	چیغې
unanticipated	surprise	0.719	غیر متوقع
bewildered	surprise	0.719	حيران
manslaughter	surprise	0.719	وژنه
amazedness	surprise	0.719	حیرانتیا
rupture	surprise	0.719	ماتول
unexpected	surprise	0.711	غیر متوقع
electrify	surprise	0.711	بریښنا کول
uncontrollable	surprise	0.711	بې کنټروله
shot	surprise	0.711	ډزې
avalanche	surprise	0.711	واوره
gasp	surprise	0.711	غصه
stun	surprise	0.711	ستړی
slam	surprise	0.703	سلیم
abrupt	surprise	0.703	ناڅاپه
intruder	surprise	0.703	مداخله کونکی
unforeseen	surprise	0.703	غیر متوقع
suspense	surprise	0.703	شک
devastation	surprise	0.703	تباهي
surge	surprise	0.703	زیاتوالی
excite	surprise	0.695	هڅول
dumfounder	surprise	0.695	ډم بنسټګر
yell	surprise	0.695	چیغې وهل
unprecedented	surprise	0.695	بې ساري
strike	surprise	0.695	اعتصاب
volatility	surprise	0.695	بې ثباتي
urgent	surprise	0.695	عاجل
stab	surprise	0.695	چړې وهل
disturbance	surprise	0.688	ګډوډي
carnage	surprise	0.688	قتل عام
incredible	surprise	0.688	د نه منلو وړ
spectacular	surprise	0.688	په زړه پورې
thrill	surprise	0.680	جوش
recklessness	surprise	0.680	بې احتیاطي
clamor	surprise	0.680	چیغې
monstrous	surprise	0.680	شیطاني
slap	surprise	0.680	ټوپ
inexplicable	surprise	0.672	د نه پوهیدو وړ
terrorist	surprise	0.672	ترهګر
exciting	surprise	0.672	په زړه پوری
accidental	surprise	0.672	ناڅاپي
accidentally	surprise	0.672	په ناڅاپي توګه
striking	surprise	0.672	برید کوونکی
captivate	surprise	0.672	جذبول
exhilaration	surprise	0.672	خوښي
topple	surprise	0.664	غورځول
dire	surprise	0.664	سخت
revolution	surprise	0.664	انقلاب
volcano	surprise	0.664	آتش فشان
freakish	surprise	0.664	عجیبه
revolt	surprise	0.656	بغاوت
bloodshed	surprise	0.656	وینه تویول
sneak	surprise	0.656	چپک
unspeakable	surprise	0.656	د نه ویلو وړ
incendiary	surprise	0.656	اور اچوونکی
epidemic	surprise	0.648	وبا
violent	surprise	0.648	تاوتریخوالی
disruption	surprise	0.648	ګډوډي
amazingly	surprise	0.648	په حیرانتیا سره
mutiny	surprise	0.648	بغاوت
spellbound	surprise	0.648	جادوګر
cyclone	surprise	0.648	سایکلون
unsuspecting	surprise	0.648	بې شکه
attacking	surprise	0.648	برید کول
unintended	surprise	0.648	غیر ارادي
shout	surprise	0.641	چیغې وهل
indescribable	surprise	0.641	د بیان وړ
tumult	surprise	0.641	ګډوډي
improvisation	surprise	0.641	اصلاح کول
wildfire	surprise	0.641	د ځنګل اور
excitation	surprise	0.641	جوش
screech	surprise	0.641	چیغې
enthusiasm	surprise	0.641	لیوالتیا
uncertain	surprise	0.633	ناڅرګند
plunder	surprise	0.633	لوټ
gape	surprise	0.633	ګپ
treachery	surprise	0.633	خیانت
agape	surprise	0.633	agape
anomaly	surprise	0.633	ګډوډي
presto	surprise	0.633	presto
apparition	surprise	0.633	ظاهر
wonderment	surprise	0.625	حیرانتیا
slaughtering	surprise	0.625	ذبح کول
trick	surprise	0.625	چال
mystery	surprise	0.625	اسرار
murderous	surprise	0.625	وژونکی
distress	surprise	0.625	کړاو
sorcery	surprise	0.625	جادوګري
excited	surprise	0.625	په زړه پوری
tempest	surprise	0.625	طوفان
urgency	surprise	0.625	بیړنۍ
inimaginable	surprise	0.617	د تصور وړ
intrusive	surprise	0.617	مداخله
quickness	surprise	0.617	چټکتیا
intense	surprise	0.617	شدید
trickery	surprise	0.617	چل
vanish	surprise	0.617	ورک
prank	surprise	0.617	ټوکه
murder	surprise	0.617	وژنه
thief	surprise	0.609	غل
blindfold	surprise	0.609	سترګې پټول
unstable	surprise	0.609	بې ثباته
strangle	surprise	0.609	زنګ وهل
coup	surprise	0.609	کودتا
magical	surprise	0.609	جادويي
shatter	surprise	0.609	ټوټه ټوټه
splash	surprise	0.609	ویش
stupor	surprise	0.602	ستومانه
inconceivable	surprise	0.602	د تصور وړ
betray	surprise	0.602	خیانت
defy	surprise	0.602	دفاع کول
jubilee	surprise	0.602	جوبلي
assail	surprise	0.602	برید
deluge	surprise	0.602	سیلاب
tackle	surprise	0.602	لاس وهنه
monstrosity	surprise	0.594	وحشت
lightning	surprise	0.594	بریښنا
stupendous	surprise	0.594	حیرانوونکی
shrill	surprise	0.594	ګړندی
mishap	surprise	0.594	حادثه
alerts	surprise	0.594	خبرتیاوې
mysterious	surprise	0.586	پراسرار
randomly	surprise	0.586	په تصادفي توګه
wild	surprise	0.586	وحشي
deceit	surprise	0.586	دوکه
bonus	surprise	0.586	بونس
pitfall	surprise	0.586	زیان
uncanny	surprise	0.586	ناڅاپه
wondrous	surprise	0.586	حیرانوونکی
premature	surprise	0.578	وخت مخکې
stagger	surprise	0.578	ټکان ورکونکی
rejoicing	surprise	0.578	خوشحاله کول
godsend	surprise	0.578	خدای
jubilant	surprise	0.578	خوشاله
