English Word	Emotion	Emotion-Intensity-Score	Kurdish-Kurmanji Word
adversity	sadness	0.484	dijwarî
resign	sadness	0.484	xwe bişûndekişandin
frailty	sadness	0.484	qelsî
weariness	sadness	0.484	westiyayî
coward	sadness	0.484	tirsonek
worn	sadness	0.484	kevn
wrongful	sadness	0.484	neheq
moan	sadness	0.484	nalînî
beg	sadness	0.484	parsêkirin
infectious	sadness	0.483	derbasbar
dishonest	sadness	0.482	nerast
decay	sadness	0.482	xirbeketî
dissolution	sadness	0.480	hilweşandin
lowest	sadness	0.478	herî kêm
unhealthy	sadness	0.474	nesax
irritation	sadness	0.470	qehirandin
sedition	sadness	0.469	sedition
penalty	sadness	0.469	ceza
expulsion	sadness	0.469	derxistin
ail	sadness	0.469	nexweş
disapproval	sadness	0.469	dilnerazîtî
collusion	sadness	0.469	lihevkirin
dashed	sadness	0.469	şikestî
criticize	sadness	0.469	rexnekirin
vulnerability	sadness	0.469	lawazbûn
pernicious	sadness	0.469	pernicious
fallout	sadness	0.469	qewimîn
conflict	sadness	0.469	şer
illegal	sadness	0.469	neqanûnî
unfavorable	sadness	0.469	nebaş
collapse	sadness	0.469	jiberhevketin
moody	sadness	0.469	moody
segregate	sadness	0.469	jihevkirin
frustrate	sadness	0.469	şaşkirin
recidivism	sadness	0.469	dubarekirin
penal	sadness	0.469	ceza
leftout	sadness	0.469	hiştin
perversion	sadness	0.469	perversion
measles	sadness	0.469	sorik
uncaring	sadness	0.469	bê xem
domination	sadness	0.469	serdestî
unfortunate	sadness	0.469	bêbext
convict	sadness	0.469	girtîya sucdar
uneasiness	sadness	0.469	nerehetî
frayed	sadness	0.467	hejandin
infamy	sadness	0.464	infamy
plunder	sadness	0.461	talankirin
depreciated	sadness	0.460	bêqîmet kirin
wane	sadness	0.456	wane
badly	sadness	0.455	xerab
unlawful	sadness	0.455	dijqanûn
tribulation	sadness	0.453	tengahiyê
gone	sadness	0.453	çûn
surrender	sadness	0.453	teslîmkirinî
discriminate	sadness	0.453	biçûkdîtin
refugee	sadness	0.453	penaber
memorials	sadness	0.453	bîranînên
inhospitable	sadness	0.453	bêmêhvan
criticise	sadness	0.453	rexnekirin
frown	sadness	0.453	ênîqermiçandinî
perplexity	sadness	0.453	perplexity
disapprove	sadness	0.453	dilnerazîbûn
upheaval	sadness	0.453	upheaval
wreck	sadness	0.453	wreck
confiscate	sadness	0.453	jidestgirtin
secluded	sadness	0.453	veqetandî
invade	sadness	0.453	bîrketin
inability	sadness	0.453	nekarhatî
avalanche	sadness	0.453	şap
fell	sadness	0.453	ket
scarcity	sadness	0.453	kêmasî
doldrums	sadness	0.453	xetimandin
vulgarity	sadness	0.453	vulgarity
bittersweet	sadness	0.453	bittersweet
foreclose	sadness	0.453	foreclose
revolver	sadness	0.453	revolver
worse	sadness	0.453	xerabtir
wrongly	sadness	0.453	bi xeletî
despotism	sadness	0.453	despotîzm
lowly	sadness	0.448	nizm
guillotine	sadness	0.446	giyotîn
lone	sadness	0.446	lone
encumbrance	sadness	0.441	encumbrance
annulment	sadness	0.440	bişûndekişandinî
delirious	sadness	0.439	delirious
badday	sadness	0.439	roja xirab
confinement	sadness	0.439	girtîyî
bummer	sadness	0.439	bummer
disagreement	sadness	0.438	nerrîngûherrîç nerrînferqî
emotional	sadness	0.438	hisî
lethargy	sadness	0.438	letarjî
paucity	sadness	0.438	kêmasî
sympathize	sadness	0.438	pêrehiskirin
apathetic	sadness	0.438	apathetic
forbid	sadness	0.438	qedexekirin
stigma	sadness	0.438	stigma
departure	sadness	0.438	rêketinî
underpaid	sadness	0.438	kêm pere dan
appendicitis	sadness	0.438	apandîsît
futile	sadness	0.438	pûç
imprudent	sadness	0.438	bêaqil
unattainable	sadness	0.438	negihîştî
pensive	sadness	0.438	pensive
ghetto	sadness	0.438	getto
farewell	sadness	0.438	bimîne bi xêr
cancellation	sadness	0.438	bişûndekirinî
problem	sadness	0.438	pirsegirêk
disapproving	sadness	0.438	nepejirandin
absent	sadness	0.438	neamade
animosity	sadness	0.438	dijminatî
disconnected	sadness	0.438	veqetandin
detainee	sadness	0.438	girtî
bum	sadness	0.438	kûlîmek
diminish	sadness	0.438	kêm kirin
insolvency	sadness	0.438	îflasê
lunacy	sadness	0.438	dînîtî
rejects	sadness	0.438	red dike
indigent	sadness	0.438	belengaz
disapproved	sadness	0.438	nepejirandin
darkened	sadness	0.438	tarî kirin
insignificant	sadness	0.438	bêqîmet
dislocated	sadness	0.438	ji cih bûne
fugitive	sadness	0.438	penaber
abscess	sadness	0.438	kûl
blues	sadness	0.438	blues
coercion	sadness	0.438	zorê
restriction	sadness	0.438	tengkirinî
deflate	sadness	0.438	deflate
bothering	sadness	0.435	aciz kirin
disqualified	sadness	0.435	betal kirin
tripping	sadness	0.429	tripping
sunk	sadness	0.426	binav bû
draining	sadness	0.424	rijandin
retribution	sadness	0.424	heyf
varicella	sadness	0.424	varicella
lastday	sadness	0.424	lastday
haunted	sadness	0.422	haunted
cutting	sadness	0.422	birrîn
cyst	sadness	0.422	peqava nav zik
neuralgia	sadness	0.422	neuralgia
wrongdoing	sadness	0.422	xelet kirin
thief	sadness	0.422	diz
dispassionate	sadness	0.422	dilpak
beggar	sadness	0.422	parsek
unwelcome	sadness	0.422	nexwestî
rip	sadness	0.422	qelîştok
deviation	sadness	0.422	ferq
jarring	sadness	0.422	jarring
unequal	sadness	0.422	newekhev
cardiomyopathy	sadness	0.422	cardiomyopathy
bad	sadness	0.422	xerab
scarce	sadness	0.422	kêm
insolvent	sadness	0.422	dehndarê nikarda
falling	sadness	0.422	dikeve
handicap	sadness	0.422	handîkap
difficulties	sadness	0.421	zehmetiyên
invader	sadness	0.420	êrişker
drab	sadness	0.420	drab
fall	sadness	0.418	ketin
illegitimate	sadness	0.416	bêbavane
expel	sadness	0.414	qewitandin
meaningless	sadness	0.409	bêmane
darkness	sadness	0.409	tarîtî
syncope	sadness	0.407	syncope
wildfire	sadness	0.406	şewata daristanê
enmity	sadness	0.406	dijminatî
feudalism	sadness	0.406	feodalîzmê
obnoxious	sadness	0.406	acizker
subjected	sadness	0.406	kirin
confine	sadness	0.406	kêmkirin
fury	sadness	0.406	hêrs
bitch	sadness	0.406	dêlik
darken	sadness	0.406	tarîkirin
precarious	sadness	0.406	metirsîdar
hoax	sadness	0.406	hoax
fault	sadness	0.406	şaşî
fatigued	sadness	0.406	westiyayî
stroke	sadness	0.406	stroke
unsatisfied	sadness	0.405	nerazî bûn
spank	sadness	0.403	spank
sigh	sadness	0.402	axîn
deluge	sadness	0.402	deluge
spinster	sadness	0.400	spinster
blue	sadness	0.400	şîn
owing	sadness	0.398	deyndar
needalife	sadness	0.398	needalife
pointless	sadness	0.394	bêarmanc
embarrass	sadness	0.394	şermezarkirin
pitfall	sadness	0.394	pitfall
seriousness	sadness	0.394	cidiyeta
refused	sadness	0.391	red kir
cage	sadness	0.391	qefes
noose	sadness	0.391	noose
punch	sadness	0.391	punch
stretcher	sadness	0.391	sellace
monsoon	sadness	0.391	mûson
condescension	sadness	0.391	condescension
reproach	sadness	0.391	şermezar kirin
trickery	sadness	0.391	xapandin
rue	sadness	0.391	rue
inefficient	sadness	0.391	bêkêr
dwarfed	sadness	0.391	dwarfed
ravenous	sadness	0.391	hovane
feeble	sadness	0.391	qels
ineptitude	sadness	0.391	bêaqilî
ifonly	sadness	0.391	ifonly
brute	sadness	0.391	brute
exhausted	sadness	0.391	qedya
daemon	sadness	0.391	daemon
debt	sadness	0.391	suc
banshee	sadness	0.391	banshee
coldness	sadness	0.391	sarbûn
insulting	sadness	0.391	kêmkir
subvert	sadness	0.384	binxet kirin
jealousy	sadness	0.382	nekêşî
struggle	sadness	0.379	şerr
miss	sadness	0.379	revandin
geriatric	sadness	0.379	geriatric
inexcusable	sadness	0.379	bê efûkirin
ashes	sadness	0.377	ax
entangled	sadness	0.377	tevlihev kirin
descent	sadness	0.377	daketin
funk	sadness	0.375	funk
wasting	sadness	0.375	windakirin
overcast	sadness	0.375	ewrîn
exhaustion	sadness	0.375	xûlq
inferior	sadness	0.375	bênirx
disqualify	sadness	0.375	disqualify
sympathy	sadness	0.375	pêrehis
prostitution	sadness	0.375	fuhûşê
dispel	sadness	0.375	belav kirin
slump	sadness	0.375	sistbûn
scar	sadness	0.375	birîn
goodbye	sadness	0.375	bi xatirê te
landslide	sadness	0.375	erdherrik
inconsiderate	sadness	0.375	bêbal
parting	sadness	0.375	veqetandin
blackness	sadness	0.375	reşbûn
murky	sadness	0.375	tarî
noncompliance	sadness	0.375	nelihevkirin
sucks	sadness	0.375	dimije
withdraw	sadness	0.375	vekişînin
rabid	sadness	0.375	rabid
oust	sadness	0.375	derxistin
unattractive	sadness	0.373	bêkêmasî
delay	sadness	0.373	derengxistin
apologize	sadness	0.370	borîxwestin
crazy	sadness	0.368	dîn
bastard	sadness	0.366	bastard
deteriorated	sadness	0.365	xirab kirin
inter	sadness	0.364	inter
empty	sadness	0.364	vala
mocking	sadness	0.363	tinaz kirin
adder	sadness	0.361	adder
misunderstanding	sadness	0.359	şaştêhihîştî
fuss	sadness	0.359	fuss
plaintive	sadness	0.359	gilîdar
servile	sadness	0.359	xizmetkar
obesity	sadness	0.359	qelewbûn
disconnect	sadness	0.359	hevqetandin
tremor	sadness	0.359	lerizîn
flounder	sadness	0.359	flounder
defendant	sadness	0.359	gilîdar
unable	sadness	0.359	nikarin
fainting	sadness	0.359	bêhişbûn
unemployed	sadness	0.359	bêkar
hunter	sadness	0.359	neçirvan
idiocy	sadness	0.359	idiocy
corse	sadness	0.359	corse
inefficiency	sadness	0.359	bêkêmasî
lockup	sadness	0.359	lockup
consecration	sadness	0.359	pîrozkirin
unsuccessful	sadness	0.359	bê serfirazî
arraignment	sadness	0.359	arraignment
fruitless	sadness	0.359	bêber
numbness	sadness	0.359	bêhişbûn
affront	sadness	0.359	affront
hindering	sadness	0.359	asteng kirin
austere	sadness	0.359	hişk
unpopular	sadness	0.359	nepopular
perpetrator	sadness	0.359	sûcdar
wrangling	sadness	0.359	gengeşî
taunt	sadness	0.359	taunt
doubt	sadness	0.359	şik
unrest	sadness	0.351	nerehetî
intervention	sadness	0.348	êriş
wimpy	sadness	0.348	wimpy
spoiler	sadness	0.348	spoiler
waste	sadness	0.348	xûrdekirinî
absentee	sadness	0.348	nebûn
flaw	sadness	0.347	şaşî
litigate	sadness	0.344	dozkirin
blindly	sadness	0.344	bi kor
militia	sadness	0.344	milîs
lawsuit	sadness	0.344	doz
uninvited	sadness	0.344	nexwendî
uninspired	sadness	0.344	bê îlham
furrow	sadness	0.344	furrow
cumbersome	sadness	0.344	giran
specter	sadness	0.344	specter
desert	sadness	0.344	çol
lagging	sadness	0.344	lagging
attenuation	sadness	0.344	kêmbûn
forfeit	sadness	0.344	winda kirin
plea	sadness	0.344	plea
thrash	sadness	0.344	thrash
resigned	sadness	0.344	îstifa kir
detention	sadness	0.344	girtî
surgery	sadness	0.344	emelî
intercede	sadness	0.344	navbeynkarî kirin
stained	sadness	0.344	reng kirin
unaccountable	sadness	0.339	bêhesibandin
myopia	sadness	0.339	myopia
mishap	sadness	0.338	xelet
probation	sadness	0.336	dema cerribandinê
severance	sadness	0.333	veqetandin
disagreeing	sadness	0.333	lihevnekirin
unacknowledged	sadness	0.328	nepejirandin
dependence	sadness	0.328	pêvgrêdayî
unacceptable	sadness	0.328	nayê qebûlkirin
leave	sadness	0.328	terikandin
bondage	sadness	0.328	xwekarî
bacteria	sadness	0.328	bakterî
sterile	sadness	0.328	paqij
adrift	sadness	0.328	tolazgerî
endless	sadness	0.328	bêdawî
incompetent	sadness	0.328	bêkêr
soreness	sadness	0.328	soreness
nether	sadness	0.328	nether
nepotism	sadness	0.328	nepotîzm
squall	sadness	0.328	squall
disallowed	sadness	0.328	nepejirandin
scold	sadness	0.327	xeberdan
flaccid	sadness	0.324	flaccid
hobo	sadness	0.323	hobo
fragile	sadness	0.319	dişkê
stingy	sadness	0.319	stûr
sue	sadness	0.318	dozkirin
scarcely	sadness	0.318	bi kêmasî
mistake	sadness	0.312	şaşî
committal	sadness	0.312	committal
nonsensical	sadness	0.312	bêwate
inhibit	sadness	0.312	asteng kirin
skid	sadness	0.312	skid
wan	sadness	0.312	wan
defy	sadness	0.312	defy
fatty	sadness	0.312	rûnzêde
clouded	sadness	0.312	ewrî
ulcer	sadness	0.312	werm
nostalgia	sadness	0.312	nostaljî
evanescence	sadness	0.312	evanescence
hamstring	sadness	0.312	hemstring
thresh	sadness	0.312	thresh
conceal	sadness	0.311	veşartin
blemish	sadness	0.310	kêmasî
resisting	sadness	0.309	berxwedan
sympathetic	sadness	0.307	pêrehiskir
bugaboo	sadness	0.304	bugaboo
opium	sadness	0.303	afyon
confess	sadness	0.303	qebûlkirin
alas	sadness	0.302	alas
mislead	sadness	0.297	xapandin
suppress	sadness	0.297	bindestkirin
inappropriate	sadness	0.297	neguncaw
discontinuity	sadness	0.297	bêdawîbûn
wrinkled	sadness	0.297	qermiçî
dull	sadness	0.297	dull
weak	sadness	0.297	qels
halting	sadness	0.297	rawestandin
incompatible	sadness	0.297	lihevnehat
migraine	sadness	0.297	mîgrenê
subsidence	sadness	0.297	binketinê
setback	sadness	0.297	paşketin
toocold	sadness	0.297	pir sar
incase	sadness	0.297	eger
hermit	sadness	0.296	bicîbû
moving	sadness	0.295	diçin
shrink	sadness	0.295	hedimîn
shiver	sadness	0.291	cirifîn
constraint	sadness	0.288	astengkirin
unimportant	sadness	0.288	negiring
tramp	sadness	0.288	tolaz
rubble	sadness	0.282	kavil
down	sadness	0.281	jêr
taint	sadness	0.281	tine kirin
flop	sadness	0.281	flop
wearily	sadness	0.281	westily
overdue	sadness	0.281	demhatî
excluding	sadness	0.281	ji holê rakirin
confession	sadness	0.281	mûkir
grey	sadness	0.281	gewr
senseless	sadness	0.281	bêhîs
unseat	sadness	0.281	rûniştin
remove	sadness	0.281	dûrxistin
revoke	sadness	0.281	betal kirin
shortage	sadness	0.281	kêmasî
apathy	sadness	0.281	apatî
adverse	sadness	0.281	neyare
negro	sadness	0.281	negro
timid	sadness	0.281	fedîkar
flinch	sadness	0.281	flinch
scrapie	sadness	0.281	scrapie
grumpy	sadness	0.281	mirmirrok
knell	sadness	0.275	knell
throb	sadness	0.273	liserman
confusion	sadness	0.273	tevlihev
soldier	sadness	0.273	leşker
jurisprudence	sadness	0.273	hiqûqnasî
humbled	sadness	0.273	nizim kirin
gray	sadness	0.269	gewr
lax	sadness	0.266	lax
mixedemotions	sadness	0.266	hestên tevlihev
obstacle	sadness	0.266	manî
slur	sadness	0.266	slur
unrealistic	sadness	0.266	nerealîst
drifted	sadness	0.266	rijandin
leaving	sadness	0.266	derketin
shack	sadness	0.266	shack
eternity	sadness	0.266	bêpaşî
remiss	sadness	0.266	remiss
inconvenient	sadness	0.263	neerzan
restrict	sadness	0.259	tengkirin
misrepresentation	sadness	0.259	nerastkirin
stagnant	sadness	0.259	sekinî
disservice	sadness	0.258	bêxizmetî
wilderness	sadness	0.255	bejî
nosun	sadness	0.255	nosun
backwater	sadness	0.255	paşnav
tempest	sadness	0.250	bahoz
pine	sadness	0.250	dara bî
humbug	sadness	0.250	humbug
bang	sadness	0.250	bang
speculation	sadness	0.250	fêdedîtinî
labored	sadness	0.250	xebitî
incomplete	sadness	0.250	netemam
gullible	sadness	0.250	zûbawer
undying	sadness	0.250	nemirî
anchorage	sadness	0.250	lengergeh
unexplained	sadness	0.250	bê ravekirin
error	sadness	0.250	şaşî
wasteful	sadness	0.250	xûrdewar
communism	sadness	0.250	komûnîzm
uneducated	sadness	0.250	negîşt
melodrama	sadness	0.242	melodrama
demonstrative	sadness	0.242	xwenîşandanî
rainyday	sadness	0.242	rainyday
necessity	sadness	0.236	pêwistî
boredom	sadness	0.235	acizî
foggy	sadness	0.234	mûjî
sentence	sadness	0.234	biryar
misty	sadness	0.234	mijî
cancel	sadness	0.234	bişûndekirin
void	sadness	0.234	nederbas
cloudy	sadness	0.234	ewrîn
blockade	sadness	0.234	pêşgirtinî
pale	sadness	0.234	spî
trash	sadness	0.234	zibil
uninteresting	sadness	0.234	nebalkêş
hollow	sadness	0.234	navvala
healing	sadness	0.234	saxkirin
depart	sadness	0.234	birêketin
burke	sadness	0.234	burke
warp	sadness	0.234	warp
case	sadness	0.228	doz
rainy	sadness	0.227	baranî
uninterested	sadness	0.223	bêbalkêş
onerous	sadness	0.223	giran
bottom	sadness	0.223	erd
fasting	sadness	0.220	rojî girtin
boooo	sadness	0.219	boooo
dole	sadness	0.219	dole
pious	sadness	0.219	dîndar
indifference	sadness	0.219	xemsariyê
coping	sadness	0.219	li ber xwe didin
discolored	sadness	0.219	rengîn kirin
thirst	sadness	0.219	tîbûnî
blunder	sadness	0.219	xelet
cocaine	sadness	0.218	kokaîn
tough	sadness	0.212	dijwar
revolution	sadness	0.203	şoreş
hoary	sadness	0.203	hoary
chilly	sadness	0.203	sar
sluggish	sadness	0.203	sistbûn
yucky	sadness	0.203	yucky
fat	sadness	0.203	rûn
lower	sadness	0.203	kêmkirin
sprain	sadness	0.203	velistî
chargeable	sadness	0.203	xerckirin
arid	sadness	0.203	hişk
wanting	sadness	0.202	dixwazin
progression	sadness	0.201	pêşveçûn
closure	sadness	0.195	girtinî
unbeaten	sadness	0.193	bêbinî
rack	sadness	0.188	rack
halter	sadness	0.188	halter
rumor	sadness	0.188	birûse
tease	sadness	0.188	tewzpêkirin
invalid	sadness	0.188	seqet
cataract	sadness	0.188	katarakt
meh	sadness	0.188	meh
heartfelt	sadness	0.188	ji dil
retirement	sadness	0.188	teqawîtî
splitting	sadness	0.188	parçekirin
interrupted	sadness	0.188	qut kirin
oddity	sadness	0.188	xerîbî
cold	sadness	0.188	sarma
veal	sadness	0.188	goştê golik
concerned	sadness	0.184	têkildar
sarcasm	sadness	0.181	sarcasm
strip	sadness	0.179	strip
divided	sadness	0.172	dabeş kirin
feeling	sadness	0.172	his
overload	sadness	0.172	bargirankirin
sap	sadness	0.172	mêweav
memories	sadness	0.172	bîranînên
esteem	sadness	0.172	rêzgirtin
cupping	sadness	0.172	kûpkirin
eschew	sadness	0.172	dûrketin
destination	sadness	0.170	armanca seyahatê
nosnow	sadness	0.169	nosnow
limited	sadness	0.167	sînorkirî
rain	sadness	0.163	baran
willful	sadness	0.160	serhişk
untitled	sadness	0.157	bê sernav
stint	sadness	0.156	stint
cross	sadness	0.156	xaç
weeds	sadness	0.156	giyayan
pare	sadness	0.155	pare
snort	sadness	0.154	snort
procession	sadness	0.152	pêvajo
inconsequential	sadness	0.152	bêbandor
tax	sadness	0.142	bac
emo	sadness	0.141	emo
tolerate	sadness	0.141	bêhnfirgirtin
mug	sadness	0.141	mug
overpriced	sadness	0.141	zêde biha
weight	sadness	0.141	pîvan
touchy	sadness	0.140	touchy
kennel	sadness	0.130	holîka seh
grounded	sadness	0.130	zevî kirin
unpaid	sadness	0.125	bêpere
socialist	sadness	0.125	sosyalîst
meek	sadness	0.125	meek
clouds	sadness	0.125	ewran
margin	sadness	0.125	margin
theocratic	sadness	0.125	teokratîk
stillness	sadness	0.125	bêdengî
sisterhood	sadness	0.125	xwişkbûn
terrific	sadness	0.125	xofane
commemorate	sadness	0.125	bibîranîn
late	sadness	0.125	dereng
default	sadness	0.121	destçûnî
lace	sadness	0.118	ser
unpublished	sadness	0.116	neçapkirî
interested	sadness	0.114	bala
fortress	sadness	0.110	birc
lush	sadness	0.109	lush
harry	sadness	0.109	harry
ultimate	sadness	0.109	dervatirîn
priesthood	sadness	0.109	kahînan
orchestra	sadness	0.109	koma muzîkê
rating	sadness	0.109	rating
fleece	sadness	0.109	fleece
sanctify	sadness	0.108	pîroz kirin
income	sadness	0.100	hatin
winning	sadness	0.094	serketî
boo	sadness	0.094	boo
quiet	sadness	0.094	rehet
sonnet	sadness	0.094	sonnet
vainly	sadness	0.091	bêwate
hug	sadness	0.078	himbêzkirinî
opera	sadness	0.078	opîra
humble	sadness	0.078	dilnizm
hut	sadness	0.078	kozik
ovation	sadness	0.078	ovation
wet	sadness	0.078	şil
motivating	sadness	0.078	motîvekirin
treat	sadness	0.076	dermankirin
hymn	sadness	0.064	strana dêrê
honest	sadness	0.062	dilpaqij
relics	sadness	0.061	bermayiyên
couch	sadness	0.060	couch
waffle	sadness	0.047	waffle
shell	sadness	0.045	legan
musical	sadness	0.045	mûsîqî
savor	sadness	0.034	savor
napkin	sadness	0.031	desmal
vote	sadness	0.031	deng
sing	sadness	0.017	stran
mother	sadness	0.016	dê
music	sadness	0.016	mûzîk
nutritious	sadness	0.015	nutritious
lovely	sadness	0.009	têhezkir
sweetheart	sadness	0.000	şêrîn
romance	sadness	0.000	navderketina evînî
liquor	sadness	0.000	alkolî
art	sadness	0.000	fen
surprise	surprise	0.930	nişkeşayî
explode	surprise	0.906	teqîn
flabbergast	surprise	0.906	flabbergast
explosion	surprise	0.898	teqînî
ambush	surprise	0.883	paşî
explosive	surprise	0.883	teqîn
eruption	surprise	0.883	jêrevî
surprisingly	surprise	0.875	sosret
startle	surprise	0.875	tirsîn
shockingly	surprise	0.875	şoke dike
frighten	surprise	0.875	xofdan
surprised	surprise	0.867	şaş kirin
frightened	surprise	0.867	tirsiyan
surprising	surprise	0.867	nişkevaşakir
outburst	surprise	0.859	derketin
thrilling	surprise	0.859	heyecan
miracle	surprise	0.859	mûcîze
blast	surprise	0.852	teqîn
astonishingly	surprise	0.852	ecêbmayî
alarm	surprise	0.852	hawar
shock	surprise	0.844	hûrmik
thunderstruck	surprise	0.844	birûskê
jolt	surprise	0.844	jolt
dazzle	surprise	0.836	dazzle
bang	surprise	0.836	bang
catastrophe	surprise	0.836	hetik
fright	surprise	0.836	xof
unexpectedly	surprise	0.836	neçaverêkirî
startling	surprise	0.828	matmayî
suddenly	surprise	0.828	nişkê
emergency	surprise	0.828	acîlîyet
bewilderment	surprise	0.828	şaşbûn
stunned	surprise	0.820	matmayî man
astound	surprise	0.820	şaşkirin
jackpot	surprise	0.812	Jackpot
earthquake	surprise	0.812	erdhejî
disaster	surprise	0.812	filaket
astonishment	surprise	0.805	ecêbî
climax	surprise	0.805	nixta serî
aghast	surprise	0.805	aghast
astonish	surprise	0.805	şaş kirin
scare	surprise	0.797	tirs
awestruck	surprise	0.797	bi heybet
erupt	surprise	0.789	revîn
bomb	surprise	0.789	bimbe
exclaim	surprise	0.789	biqîrin
amazement	surprise	0.781	şaşmayî
abduction	surprise	0.773	revandinî
alarming	surprise	0.773	acizane
detonate	surprise	0.773	teqîn
raid	surprise	0.773	êriş
miraculous	surprise	0.773	miraculous
invade	surprise	0.773	bîrketin
kidnap	surprise	0.766	revandin
unpredictable	surprise	0.758	bêpêşbînîkirin
stupefy	surprise	0.758	gêjbûn
dumfound	surprise	0.758	dumfound
overwhelming	surprise	0.758	zordar
erratic	surprise	0.750	erratic
unimaginable	surprise	0.750	xeyalnabe
accident	surprise	0.750	qeza
outrageous	surprise	0.750	acizker
horror	surprise	0.742	xof
amaze	surprise	0.742	şaşman
blitz	surprise	0.742	blitz
bewilder	surprise	0.742	bewilder
flinch	surprise	0.742	flinch
petrify	surprise	0.742	petrify
wreck	surprise	0.742	wreck
slaughter	surprise	0.742	serjêkirin
frenetic	surprise	0.734	frenetic
crash	surprise	0.734	qeza
frantic	surprise	0.734	frantic
stupefaction	surprise	0.734	stupefaction
excitement	surprise	0.734	qehirîn
riotous	surprise	0.727	riotous
outcry	surprise	0.727	qêrîn
vanished	surprise	0.727	winda bûn
moonstruck	surprise	0.727	heyvê xistin
sudden	surprise	0.727	nişka
awe	surprise	0.719	awe
scream	surprise	0.719	qîrîn
breathless	surprise	0.719	bêbîn
sabotage	surprise	0.719	hilweşîn
shriek	surprise	0.719	shriek
unanticipated	surprise	0.719	bêhêvî
bewildered	surprise	0.719	şaş kirin
manslaughter	surprise	0.719	derba kûştinê
amazedness	surprise	0.719	matmayîbûn
rupture	surprise	0.719	şikesta
unexpected	surprise	0.711	nepa
electrify	surprise	0.711	elektrîk kirin
uncontrollable	surprise	0.711	naye kotrol
shot	surprise	0.711	gûlle
avalanche	surprise	0.711	şap
gasp	surprise	0.711	xizandin
stun	surprise	0.711	stun
slam	surprise	0.703	slam
abrupt	surprise	0.703	seranser
intruder	surprise	0.703	binavket
unforeseen	surprise	0.703	nepêşbînîkirî
suspense	surprise	0.703	dexsî
devastation	surprise	0.703	wêranî
surge	surprise	0.703	surge
excite	surprise	0.695	acizbûn
dumfounder	surprise	0.695	dumfounder
yell	surprise	0.695	qîrîn
unprecedented	surprise	0.695	nedîtî
strike	surprise	0.695	karberdan
volatility	surprise	0.695	volatility
urgent	surprise	0.695	acîl
stab	surprise	0.695	têrekirin
disturbance	surprise	0.688	nerehetî
carnage	surprise	0.688	kûjarî
incredible	surprise	0.688	bêbawer
spectacular	surprise	0.688	balkêş
thrill	surprise	0.680	heyecan
recklessness	surprise	0.680	bêbawerî
clamor	surprise	0.680	clamor
monstrous	surprise	0.680	monstrous
slap	surprise	0.680	lêxistin
inexplicable	surprise	0.672	bê ravekirin
terrorist	surprise	0.672	terorîst
exciting	surprise	0.672	heyecanda
accidental	surprise	0.672	bêqesd
accidentally	surprise	0.672	tesadûfî
striking	surprise	0.672	lêxistin
captivate	surprise	0.672	dîl girtin
exhilaration	surprise	0.672	heyecan
topple	surprise	0.664	hilweşînin
dire	surprise	0.664	dire
revolution	surprise	0.664	şoreş
volcano	surprise	0.664	çîyayê agirî
freakish	surprise	0.664	freakish
revolt	surprise	0.656	rabûn
bloodshed	surprise	0.656	xwînrêjî
sneak	surprise	0.656	bixwarvekişîn
unspeakable	surprise	0.656	negotin
incendiary	surprise	0.656	şewitandin
epidemic	surprise	0.648	epîdemîk
violent	surprise	0.648	cebrî
disruption	surprise	0.648	rawesta
amazingly	surprise	0.648	ecêb
mutiny	surprise	0.648	serhildan
spellbound	surprise	0.648	spellbound
cyclone	surprise	0.648	cyclone
unsuspecting	surprise	0.648	bê guman
attacking	surprise	0.648	êrîş kirin
unintended	surprise	0.648	nexwestî
shout	surprise	0.641	qîrîn
indescribable	surprise	0.641	nayê şirovekirin
tumult	surprise	0.641	tumult
improvisation	surprise	0.641	improvizasyon
wildfire	surprise	0.641	şewata daristanê
excitation	surprise	0.641	heyecan
screech	surprise	0.641	qîrîn
enthusiasm	surprise	0.641	ecêbî
uncertain	surprise	0.633	bêgûman
plunder	surprise	0.633	talankirin
gape	surprise	0.633	gape
treachery	surprise	0.633	xayîntî
agape	surprise	0.633	agape
anomaly	surprise	0.633	anomalî
presto	surprise	0.633	presto
apparition	surprise	0.633	xuyanîbûn
wonderment	surprise	0.625	ecêbmayî
slaughtering	surprise	0.625	serjêkirin
trick	surprise	0.625	fen
mystery	surprise	0.625	sir
murderous	surprise	0.625	kujer
distress	surprise	0.625	tûnebûnî
sorcery	surprise	0.625	sêrbaziyê
excited	surprise	0.625	aciz
tempest	surprise	0.625	bahoz
urgency	surprise	0.625	acîlîyet
inimaginable	surprise	0.617	xeyalkirin
intrusive	surprise	0.617	intrusive
quickness	surprise	0.617	zûbûnî
intense	surprise	0.617	liserhev
trickery	surprise	0.617	xapandin
vanish	surprise	0.617	wendabûn
prank	surprise	0.617	prank
murder	surprise	0.617	kûştin
thief	surprise	0.609	diz
blindfold	surprise	0.609	paçê ber çav
unstable	surprise	0.609	livok
strangle	surprise	0.609	xeniqandin
coup	surprise	0.609	kûpa
magical	surprise	0.609	efsûnî
shatter	surprise	0.609	perçiqandin
splash	surprise	0.609	derzşkirin
stupor	surprise	0.602	stupor
inconceivable	surprise	0.602	nefermî
betray	surprise	0.602	xîyanetkirin
defy	surprise	0.602	defy
jubilee	surprise	0.602	jubilee
assail	surprise	0.602	êrîş kirin
