English Word	Emotion	Emotion-Intensity-Score	Sinhala Word
awareness	trust	0.609	දැනුවත්
vetted	trust	0.609	විශ්වාසයන්
excel	trust	0.609	විශිෂ්ටයි
happy	trust	0.609	සතුටු
praise	trust	0.609	වර්ණනා කරනවා
brilliant	trust	0.609	දීප්තිමත්
liking	trust	0.609	කැමති
definitive	trust	0.609	නිශ්චිත
comfort	trust	0.609	සැනසීම
officer	trust	0.609	නිලධාරී
peace	trust	0.602	සාමය
serenity	trust	0.602	සන්සුන් බව
unquestionable	trust	0.602	අවිවාදිත
embrace	trust	0.602	වැළඳ ගන්නවා
identify	trust	0.602	හඳුනාගන්න
inspired	trust	0.602	දේවානුභාවයෙන්
steady	trust	0.602	ස්ථාවර
nun	trust	0.602	කන්යා සොහොයුරිය
guarded	trust	0.602	ආරක්ෂා කළා
symmetry	trust	0.602	සමමිතිය
mainstay	trust	0.602	ප්රධාන ස්ථානය
fulfill	trust	0.602	ඉටු කරනවා
humility	trust	0.602	නිහතමානිකම
helpful	trust	0.602	ප්රයෝජනවත්
transcendence	trust	0.602	අතික්‍රමණය
unconditional	trust	0.602	කොන්දේසි විරහිත
brave	trust	0.602	නිර්භීත
brighten	trust	0.602	දීප්තිමත් කරන්න
experienced	trust	0.602	අත්දැකීම් ඇති
enlightenment	trust	0.602	බුද්ධත්වය
sympathetic	trust	0.602	සානුකම්පිත
witness	trust	0.602	සාක්ෂිකරු
vigilant	trust	0.594	සුපරීක්ෂාකාරී
ministry	trust	0.594	අමාත්යාංශ
admiral	trust	0.594	අද්මිරාල්
vigilance	trust	0.594	සුපරීක්ෂාකාරී බව
depend	trust	0.594	රඳා පවතී
generosity	trust	0.594	ත්යාගශීලීත්වය
befriend	trust	0.594	මිතුරු වෙනවා
complimentary	trust	0.594	අනුපූරක
assessment	trust	0.594	තක්සේරුව
fairly	trust	0.594	සාධාරණ ලෙස
enlighten	trust	0.594	පහදනවා
strengthen	trust	0.594	ශක්තිමත් කරනවා
nurse	trust	0.594	හෙදියක්
endowment	trust	0.594	දායාදය
visionary	trust	0.594	දූරදර්ශී
praised	trust	0.594	වර්ණනා කළා
eminence	trust	0.594	කීර්තිය
marry	trust	0.594	විවාහ වෙනවා
generous	trust	0.594	ත්යාගශීලී
gratitude	trust	0.594	කෘතඥතාව
sage	trust	0.594	ඍෂිවරයා
tranquility	trust	0.594	සන්සුන් බව
openly	trust	0.594	විවෘතව
grant	trust	0.594	ප්රදානය
spouse	trust	0.594	කලත්රයා
philanthropic	trust	0.594	මානව හිතවාදී
regent	trust	0.594	රීජන්ට්
substantiate	trust	0.594	සනාථ කරයි
commendation	trust	0.594	ප්රශංසා කිරීම
council	trust	0.594	සභා
efficient	trust	0.594	කාර්යක්ෂම
sweetheart	trust	0.589	සොඳුරිය
bylaw	trust	0.586	අතුරු නීතිය
magnificent	trust	0.586	අතිවිශිෂ්ට
designation	trust	0.586	තනතුරු
godly	trust	0.586	දේවභක්තික
seniority	trust	0.586	ජ්යෙෂ්ඨත්වය
conservation	trust	0.586	සංරක්ෂණ
educational	trust	0.586	අධ්යාපනික
rooted	trust	0.586	මුල් බැස ඇත
inheritance	trust	0.586	උරුමය
diplomacy	trust	0.586	රාජ්යතාන්ත්රිකත්වය
mate	trust	0.586	සහකරු
convince	trust	0.586	ඒත්තු ගන්වයි
unfailing	trust	0.586	නොවරදින
share	trust	0.586	බෙදාගන්න
monk	trust	0.586	භික්ෂුව
constitutional	trust	0.586	ව්යවස්ථාපිත
lovely	trust	0.586	ආදරණීය
compliance	trust	0.586	අනුකූල
attest	trust	0.586	සහතික කරනවා
victory	trust	0.586	ජයග්රහණය
serene	trust	0.586	සන්සුන්
checklist	trust	0.586	පිරික්සුම් ලැයිස්තුව
husbandry	trust	0.586	ගොවිතැන
enjoying	trust	0.586	භුක්ති විඳිනවා
revere	trust	0.586	ගරු කරනවා
tribe	trust	0.586	ගෝත්රය
meritorious	trust	0.586	කුසල් ඇති
joyful	trust	0.586	ප්රීතිමත්
delegate	trust	0.586	නියෝජිත
helper	trust	0.586	සහායකයා
angelic	trust	0.586	දේවදූත
ambition	trust	0.586	අභිලාෂය
father	trust	0.586	පියා
acclaim	trust	0.586	පිළිගැනීම
testimony	trust	0.586	සාක්ෂිය
collectively	trust	0.586	සාමූහිකව
sobriety	trust	0.586	සන්සුන් බව
prestige	trust	0.586	කීර්තිය
firmness	trust	0.586	දැඩි බව
structural	trust	0.578	ව්යුහාත්මක
impartiality	trust	0.578	අපක්ෂපාතීත්වය
navigator	trust	0.578	නාවිකයා
judge	trust	0.578	විනිශ්චය කරන්න
shelter	trust	0.578	නවාතැන්
coexisting	trust	0.578	සහජීවනයෙන්
unquestioned	trust	0.578	ප්රශ්න නොකළ
careful	trust	0.578	පරිස්සමෙන්
obey	trust	0.578	කීකරු වෙනවා
professor	trust	0.578	මහාචාර්ය
convinced	trust	0.578	ඒත්තු ගැන්වී ඇත
communion	trust	0.578	හවුල
cheerfulness	trust	0.578	සතුටු සිතින්
inviting	trust	0.578	ආරාධනා කරනවා
irrefutable	trust	0.578	ප්රතික්ෂේප කළ නොහැකි
commandant	trust	0.578	අණදෙන නිලධාරියා
smile	trust	0.578	සිනහව
authoritative	trust	0.578	බලාධිකාරී
philanthropist	trust	0.578	දානපතියා
legalized	trust	0.578	නීතිගත කර ඇත
adore	trust	0.578	වන්දනා කරනවා
upright	trust	0.578	කෙළින්
revival	trust	0.578	පුනර්ජීවනය
dutiful	trust	0.578	යුතුකමකින් යුක්තය
watchdog	trust	0.578	මුර බල්ලා
apostle	trust	0.570	ප්රේරිත
volunteers	trust	0.570	ස්වේච්ඡා සේවකයන්
immaculate	trust	0.570	නිර්මල
adhering	trust	0.570	පිළිපැදීම
unquestionably	trust	0.570	අවිවාදයෙන්ම
advise	trust	0.570	උපදෙස් දෙන්න
punctual	trust	0.570	නිසි කලට වේලාවට
consult	trust	0.570	උපදෙස්
ordinance	trust	0.570	ආඥාපනත
complement	trust	0.570	අනුපූරකය
modest	trust	0.570	නිහතමානී
everlasting	trust	0.570	සදාකාලික
compass	trust	0.570	මාලිමා යන්ත්‍රය
heavenly	trust	0.570	ස්වර්ගික
determinate	trust	0.570	තීරණය කරන්න
counsellor	trust	0.570	උපදේශක
abundance	trust	0.570	බහුලත්වය
guide	trust	0.570	මගපෙන්වීම
earned	trust	0.570	පරීක්ෂා කළා
pedigree	trust	0.570	පෙළපත
relative	trust	0.570	සාපේක්ෂ
principal	trust	0.570	විදුහල්පති
plausible	trust	0.570	පිළිගත හැකි
collaborator	trust	0.570	සහයෝගිතාකරු
connective	trust	0.570	සම්බන්ධක
corroboration	trust	0.570	තහවුරු කිරීම
insure	trust	0.570	රක්ෂණය කරනවා
pilot	trust	0.570	නියමුවා
unequivocal	trust	0.570	නිසැක ය
matron	trust	0.570	මේට්‍රන්
cuddle	trust	0.570	හුරතල් වෙනවා
measured	trust	0.570	මනින ලදී
fort	trust	0.562	බලකොටුව
treasurer	trust	0.562	භාණ්ඩාගාරික
apostolic	trust	0.562	අපෝස්තලික
save	trust	0.562	සුරකින්න
frankness	trust	0.562	අවංකකම
insight	trust	0.562	තීක්ෂ්ණ බුද්ධිය
admit	trust	0.562	පිළිගන්නවා
earn	trust	0.562	උපයනවා
remarkable	trust	0.562	කැපී පෙනෙන
strong	trust	0.562	ශක්තිමත්
content	trust	0.562	අන්තර්ගතය
vitality	trust	0.562	ජීව ශක්තිය
prize	trust	0.562	ත්යාගය
vigorous	trust	0.562	ශක්තිමත්
congregation	trust	0.562	සභාව
uplift	trust	0.562	නඟා සිටුවීම
spotless	trust	0.562	නොකැළැල්
devout	trust	0.562	භක්තිවන්ත
soothing	trust	0.562	සනසවන
miracle	trust	0.562	ආශ්චර්යය
cohesion	trust	0.562	එකමුතුකම
lovemaking	trust	0.562	ආදරය කිරීම
curable	trust	0.562	සුව කළ හැකි
pleasant	trust	0.562	ප්රසන්න
jury	trust	0.562	ජූරි සභාව
pertinent	trust	0.562	අදාළ වේ
succeeding	trust	0.562	සාර්ථක වෙනවා
concordance	trust	0.562	එකඟතාව
jurist	trust	0.562	නීතිවේදියෙක්
applaud	trust	0.562	අත්පොළසන් දෙනවා
ordination	trust	0.562	පැවිදි කිරීම
compensate	trust	0.562	වන්දි ගෙවන්න
patience	trust	0.555	ඉවසීම
mediate	trust	0.555	මැදිහත් වෙනවා
coach	trust	0.555	පුහුණුකරුවා
illumination	trust	0.555	ආලෝකකරණය
cultivate	trust	0.555	වගා කරනවා
providing	trust	0.555	සපයමින්
precedence	trust	0.555	ප්රමුඛත්වය
exalt	trust	0.555	උසස් කරන්න
succeed	trust	0.555	සාර්ථක වෙනවා
inclusion	trust	0.555	ඇතුළත් කිරීම
meditate	trust	0.555	භාවනා කරනවා
coalesce	trust	0.555	එකට එකතු වෙනවා
betrothed	trust	0.555	විවාහ ගිවිස ගත්තා
midwife	trust	0.555	වින්නඹු මාතාව
veteran	trust	0.555	ප්රවීණ
destined	trust	0.555	දෛවය
auditor	trust	0.555	විගණක
privacy	trust	0.555	පෞද්ගලිකත්වය
restorative	trust	0.555	ප්රතිෂ්ඨාපනය
influential	trust	0.555	බලගතු
impartial	trust	0.555	අපක්ෂපාතී
discretion	trust	0.555	අභිමතය
foresight	trust	0.555	දුරදක්නා නුවණ
congruence	trust	0.555	සමපාත වීම
worship	trust	0.555	නමස්කාරය
constant	trust	0.555	නියත
reunion	trust	0.555	නැවත එක්වීම
intuition	trust	0.555	බුද්ධිය
reconciliation	trust	0.555	සංහිඳියාව
ambulance	trust	0.555	ගිලන් රථය
defender	trust	0.555	ආරක්ෂකයා
greatness	trust	0.555	ශ්රේෂ්ඨත්වය
buddy	trust	0.555	යාලුවනේ
vote	trust	0.555	ඡන්දය
physicist	trust	0.555	භෞතික විද්යාඥයා
prophet	trust	0.555	අනාගතවක්තෘ
prevalent	trust	0.547	ප්රචලිත
eyewitness	trust	0.547	ඇසින් දුටු සාක්ෂිකරු
durable	trust	0.547	කල් පවතින
prudent	trust	0.547	විචක්ෂණශීලී
securities	trust	0.547	සුරැකුම්පත්
salvation	trust	0.547	ගැලවීම
govern	trust	0.547	පාලනය කරනවා
law	trust	0.547	නීතිය
proud	trust	0.547	ආඩම්බරයි
cheer	trust	0.547	ප්රීති වන්න
reinforcement	trust	0.547	ශක්තිමත් කිරීම
promises	trust	0.547	උපයා ගත්තා
invocation	trust	0.547	ආයාචනය
provide	trust	0.547	ලබා දෙනවා
friendly	trust	0.547	මිත්රශීලී
commanding	trust	0.547	අණ දෙනවා
temperate	trust	0.547	සෞම්ය
conciliation	trust	0.547	සංහිඳියාව
convent	trust	0.547	කන්යාරාමය
heritage	trust	0.547	උරුමය
independence	trust	0.547	නිදහස
rejoice	trust	0.547	ප්රීති වන්න
engaging	trust	0.547	යෙදෙන
readiness	trust	0.547	සූදානම
registry	trust	0.547	රෙජිස්ට්රි
statement	trust	0.547	ප්රකාශය
liberty	trust	0.547	නිදහස
forgive	trust	0.547	සමාව දෙන්න
ancestral	trust	0.547	මුතුන් මිත්තන්
impenetrable	trust	0.547	නොපෙනෙන
choices	trust	0.539	පොරොන්දු
psalms	trust	0.539	ගීතිකා
majority	trust	0.539	බහුතරය
antidote	trust	0.539	ප්රතිවිරෝධක
tantamount	trust	0.539	සමානයි
perfect	trust	0.539	පරිපූර්ණ
regularity	trust	0.539	නිතිපතා
chronicle	trust	0.539	වංශකතාව
ensemble	trust	0.539	සමූහ
applause	trust	0.539	අත්පොළසන් දීම
obedience	trust	0.539	කීකරුකම
aspiring	trust	0.539	අභිලාෂකාමී
watchman	trust	0.539	මුරකරු
inimitable	trust	0.539	අසමසමයි
chastity	trust	0.539	නිර්මලකම
architecture	trust	0.539	නිර්මාණ ශිල්පය
stamina	trust	0.539	ශක්තිය
delightful	trust	0.539	ප්රියජනකයි
exalted	trust	0.539	උසස් කර ඇත
relevant	trust	0.539	අදාළ
reinforcements	trust	0.539	ශක්තිමත් කිරීම්
proctor	trust	0.539	ප්රොක්ටර්
immovable	trust	0.539	නිශ්චල
instructions	trust	0.539	උපදෙස්
define	trust	0.539	නිර්වචනය කරන්න
uncensured	trust	0.539	අනාරක්ෂිත
institute	trust	0.539	ආයතනය
responsive	trust	0.539	ප්රතිචාරාත්මක
recovery	trust	0.539	ප්රකෘතිමත් වීම
obliging	trust	0.539	බැඳීම
obvious	trust	0.539	පැහැදිලිය
forefathers	trust	0.539	මුතුන් මිත්තන්
eager	trust	0.539	ආශාවෙන්
inoculation	trust	0.539	එන්නත් කිරීම
admitting	trust	0.539	පිළිගන්නවා
memorable	trust	0.539	අමතක නොවන
hospital	trust	0.531	රෝහල
rescue	trust	0.531	ගැලවීම
deed	trust	0.531	ඔප්පුව
princely	trust	0.531	කුමාරමය
retirement	trust	0.531	විශ්රාම ගැනීම
cradle	trust	0.531	තොටිල්ල
immunization	trust	0.531	ප්රතිශක්තිකරණය
bloom	trust	0.531	පිපෙන
candid	trust	0.531	අවංක
evergreen	trust	0.531	සදාහරිත
ballot	trust	0.531	ඡන්දය
accompaniment	trust	0.531	සහකාරිය
verily	trust	0.531	ඇත්තෙන්ම
inseparable	trust	0.531	වෙන් කළ නොහැකි
analyst	trust	0.531	විශ්ලේෂක
strive	trust	0.531	උත්සාහ කරන්න
dependent	trust	0.531	යැපෙන
heavens	trust	0.531	අහස
answerable	trust	0.531	පිළිතුරු දිය හැකි
school	trust	0.531	පාසලේ
terms	trust	0.531	කොන්දේසි
center	trust	0.531	කේන්ද්රය
firstborn	trust	0.531	කුලුඳුල්
transcript	trust	0.531	පිටපත
fraternal	trust	0.531	සහෝදරයි
omniscient	trust	0.531	සර්වඥය
seal	trust	0.531	මුද්රාව
edification	trust	0.531	සංස්කරණ
doubtless	trust	0.531	සැකයකින් තොරව
deliverance	trust	0.531	ගැලවීම
sponsor	trust	0.531	අනුග්රාහකයා
expedient	trust	0.531	සුදුසුයි
bride	trust	0.531	මනමාලිය
refuge	trust	0.531	රැකවරණය
approbation	trust	0.527	අනුමත කිරීම
chaplain	trust	0.523	පූජක
laureate	trust	0.523	සම්මානලාභී
liberate	trust	0.523	නිදහස් කරනවා
coronation	trust	0.523	රාජාභිෂේකය
adoration	trust	0.523	නමස්කාරය
countenance	trust	0.523	මුහුණ
honeymoon	trust	0.523	මධුසමය
connoisseur	trust	0.523	රසඥයා
notable	trust	0.523	කැපී පෙනෙන
benedictory	trust	0.523	ආශිර්වාදාත්මක
celebration	trust	0.523	සැමරුම
neighbor	trust	0.523	අසල්වැසියා
unbroken	trust	0.523	නොකැඩූ
award	trust	0.523	සම්මානය
improvement	trust	0.523	වැඩිදියුණු කිරීම
hug	trust	0.523	වැළඳගන්න
graduation	trust	0.523	උපාධිය
correctness	trust	0.523	නිවැරදි බව
winning	trust	0.523	දිනනවා
paragon	trust	0.523	පැරගන්
ratify	trust	0.523	අනුමත කරන්න
powerful	trust	0.523	බලවත්
elevation	trust	0.523	උන්නතාංශය
commonwealth	trust	0.523	පොදු රාජ්ය මණ්ඩලය
account	trust	0.523	ගිණුම
unimpeached	trust	0.523	දෝෂාභියෝග නොකළ
taught	trust	0.523	ඉගැන්නුවා
salutary	trust	0.523	ශුභවාදී
captivate	trust	0.523	ආකර්ශනීය
dictionary	trust	0.523	ශබ්දකෝෂය
nobility	trust	0.523	වංශවත් බව
ourselves	trust	0.523	තේරීම්
feeling	trust	0.518	හැඟීම
amen	trust	0.516	ආමෙන්
committee	trust	0.516	කමිටුවක්
reverie	trust	0.516	reverie
deserve	trust	0.516	සුදුසුයි
fully	trust	0.516	පූර්ණ
compliment	trust	0.516	ප්රශංසා කිරීම
obstetrician	trust	0.516	ප්රසව වෛද්ය
enchanted	trust	0.516	වශීකෘත
inform	trust	0.516	දැනුම් දෙන්න
association	trust	0.516	සංගමය
credit	trust	0.516	ණය
passwords	trust	0.516	අපිම
freely	trust	0.516	නිදහසේ
framework	trust	0.516	රාමුව
nobleman	trust	0.516	වංශාධිපතියා
formative	trust	0.516	ආකෘතික
tender	trust	0.516	ටෙන්ඩර්
measure	trust	0.516	මැනීම
advent	trust	0.516	පැමිණීම
management	trust	0.516	කළමනාකරණය
confession	trust	0.516	පාපොච්චාරණය
remedy	trust	0.516	පිළියමක්
sentinel	trust	0.516	මුරකරු
pray	trust	0.516	යාච්ඤා කරන්න
perpetuity	trust	0.516	සදාකාලිකත්වය
tribunal	trust	0.516	විනිශ්චය සභාව
minded	trust	0.516	සිත් ඇති
organization	trust	0.516	ආයතනය
predominant	trust	0.516	ප්රමුඛ වේ
volunteer	trust	0.509	ස්වේච්ඡා
accolade	trust	0.508	සම්මානය
courtship	trust	0.508	ආලය
patronage	trust	0.508	අනුග්රහය
philosopher	trust	0.508	දාර්ශනිකයා
confessional	trust	0.508	පාපොච්චාරණ
diversity	trust	0.508	විවිධත්වය
virgin	trust	0.508	කන්යාව
venerable	trust	0.508	ගෞරවනීය
policy	trust	0.508	ප්රතිපත්ති
intact	trust	0.508	නොවෙනස්ව
custodian	trust	0.508	භාරකරු
automatic	trust	0.508	ස්වයංක්රීය
unsurpassed	trust	0.508	අසමසම
shepherd	trust	0.508	එඬේරා
reward	trust	0.508	ත්යාගය
beautification	trust	0.508	අලංකාර කිරීම
medical	trust	0.508	වෛද්ය
constable	trust	0.508	කොස්තාපල්
forgiving	trust	0.508	සමාව දෙන
tolerance	trust	0.508	ඉවසීම
priest	trust	0.508	පූජක
enable	trust	0.508	සක්රිය කරන්න
vouch	trust	0.508	සහතිකය
lieutenant	trust	0.508	ලුතිනන්
instruct	trust	0.508	උපදෙස් දෙන්න
housewife	trust	0.508	ගෘහණියක්
admissible	trust	0.508	පිළිගත හැකි
sovereign	trust	0.508	ස්වෛරී
amour	trust	0.508	ආතල්
savor	trust	0.508	රස විඳින්න
darling	trust	0.500	සොඳුරිය
related	trust	0.500	සම්බන්ධයි
infallibility	trust	0.500	නොවරදින බව
watchful	trust	0.500	සුපරීක්ෂාකාරී
nerds	trust	0.500	මුරපද
instruction	trust	0.500	උපදෙස්
doctrine	trust	0.500	ධර්මය
birth	trust	0.500	උපත
timing	trust	0.500	කාලය
infinity	trust	0.500	අනන්තය
religions	trust	0.500	නර්ඩ්ස්
warden	trust	0.500	පාලිකාව
optimist	trust	0.500	ශුභවාදී
apologetic	trust	0.500	සමාව අයදින
gateway	trust	0.500	දොරටුව
pontiff	trust	0.500	පාප්තුමා
alive	trust	0.500	ජීවමානයි
indelible	trust	0.500	නොමැකෙන
personal	trust	0.500	පුද්ගලික
pious	trust	0.500	දැහැමි
majesty	trust	0.500	මහිමය
synchronize	trust	0.500	සමමුහුර්ත කරන්න
guard	trust	0.500	ආරක්ෂකයා
retain	trust	0.500	රඳවා තබයි
romantic	trust	0.500	රොමැන්ටික්
superman	trust	0.500	සුපිරි මිනිසා
info	trust	0.500	තොරතුරු
backer	trust	0.500	ආධාරකරු
undying	trust	0.500	නොමැරෙන
vindication	trust	0.500	සනාථ කිරීම
badge	trust	0.500	ලාංඡනය
treasure	trust	0.500	නිධානය
guru	trust	0.500	ගුරු
church	trust	0.492	පල්ලිය
formality	trust	0.492	විධිමත් බව
contributor	trust	0.492	දායකයා
radiance	trust	0.492	දීප්තිය
psalm	trust	0.492	ගීතාවලිය
laudatory	trust	0.492	ප්රශංසනීය
grandchildren	trust	0.492	මුණුබුරන්
popularity	trust	0.492	ජනප්රියත්වය
salute	trust	0.492	ආචාර කරනවා
hosannah	trust	0.492	hosannah
attraction	trust	0.492	ආකර්ෂණය
efforts	trust	0.492	විනිශ්චය
privy	trust	0.492	පුද්ගලික
improve	trust	0.492	දියුණු වෙනවා
sheriff	trust	0.492	ෂෙරිෆ්
chairman	trust	0.492	සභාපති
judgement	trust	0.492	හිතෝපදේශ
harbor	trust	0.492	වරාය
elegance	trust	0.492	අලංකාරය
hardy	trust	0.492	හාඩි
umpire	trust	0.492	විනිසුරු
constitute	trust	0.492	පිහිටුවීම
proverbs	trust	0.492	ආගම්
jubilant	trust	0.492	ප්රීතිමත්
aspire	trust	0.492	අපේක්ෂා කරනවා
synonymous	trust	0.492	සමාන පද
inevitable	trust	0.492	නොවැළැක්විය හැකිය
musical	trust	0.492	සංගීත
spokesman	trust	0.492	ප්රකාශකයා
endow	trust	0.492	දායාද කරන්න
fellow	trust	0.492	සහෝදර
grow	trust	0.492	වර්ධනය වේ
moderator	trust	0.492	උපපරිපාලක
enjoy	trust	0.484	භුක්ති විඳින්න
found	trust	0.484	සොයාගත්තා
armor	trust	0.484	සන්නාහය
colonel	trust	0.484	කර්නල්
referee	trust	0.484	විනිසුරු
favorite	trust	0.484	ප්රියතම
assembly	trust	0.484	එකලස් කිරීම
romance	trust	0.484	ආදර
confess	trust	0.484	පාපොච්චාරණය කරන්න
sweet	trust	0.484	මිහිරි
crowning	trust	0.484	ඔටුන්න හිමි
forecast	trust	0.484	අනාවැකිය
affection	trust	0.484	සෙනෙහස
approbate	trust	0.484	අනුමත කරනවා
path	trust	0.484	මාර්ගය
concord	trust	0.484	එකඟතාව
police	trust	0.484	පොලිසිය
countryman	trust	0.484	රටවැසියා
income	trust	0.484	ආදායම්
ranger	trust	0.484	රේන්ජර්
depth	trust	0.484	ගැඹුර
like	trust	0.484	මෙන්
voucher	trust	0.484	වවුචරය
diagnosis	trust	0.484	රෝග විනිශ්චය
hire	trust	0.484	කුලියට
clean	trust	0.484	පිරිසිදු
laudation	trust	0.484	ප්රශංසා කිරීම
arbiter	trust	0.484	බේරුම්කරු
purely	trust	0.477	සම්පූර්ණයෙන්ම
votive	trust	0.477	කැමැත්ත
expect	trust	0.477	බලාපොරොත්තු වෙනවා
glory	trust	0.477	මහිමය
counted	trust	0.477	උත්සාහයන්
apologize	trust	0.477	සමාව ඉල්ලන්න
sterling	trust	0.477	ස්ටර්ලින්
word	trust	0.477	වචනය
follow	trust	0.477	අනුගමනය කරන්න
sermon	trust	0.477	දේශනාව
consul	trust	0.477	කොන්සල්
calculator	trust	0.477	කැල්කියුලේටරය
lamb	trust	0.477	බැටළු
veracity	trust	0.477	සත්යතාව
matter	trust	0.477	කාරණය
parliament	trust	0.477	පාර්ලිමේන්තුව
lover	trust	0.477	පෙම්වතා
sacrifice	trust	0.477	පූජා කරනවා
putative	trust	0.477	උපකල්පිත
preponderance	trust	0.477	ප්රමුඛත්වය
landmark	trust	0.477	බිම් සලකුණ
nursery	trust	0.477	තවාන්
mathematical	trust	0.477	ගණිතමය
frank	trust	0.477	අවංක
signature	trust	0.477	අත්සන
policeman	trust	0.477	පොලිස්කාරයා
episcopal	trust	0.477	රදගුරු
pastor	trust	0.477	දේවගැතිවරයා
eagerness	trust	0.469	උනන්දුව
mighty	trust	0.469	බලවත්
recruits	trust	0.469	බඳවා ගනී
tribune	trust	0.469	විනිශ්චය සභාව
author	trust	0.469	කර්තෘ
effective	trust	0.469	ඵලදායී
intended	trust	0.469	අදහස් කර ඇත
passion	trust	0.469	ආශාව
religion	trust	0.469	ආගම
flagship	trust	0.469	ධජය
immerse	trust	0.469	ගිල්වන්න
capacity	trust	0.469	ධාරිතාව
associate	trust	0.469	ඇසුරු කරන්න
cashier	trust	0.469	අයකැමි
regal	trust	0.469	රාජකීය
dove	trust	0.469	පරෙවියා
tutelage	trust	0.469	ඉගැන්වීම
underwrite	trust	0.469	යට ලියන්න
uncritical	trust	0.469	විවේචනාත්මක නොවන
prefer	trust	0.469	කැමති
instructor	trust	0.469	උපදේශක
gain	trust	0.469	ලබාගන්නවා
marshal	trust	0.469	මාෂල්
judgment	trust	0.469	විනිශ්චය
judicious	trust	0.469	විචක්ෂණශීලී
top	trust	0.469	ඉහළ
title	trust	0.469	ශීර්ෂය
vicar	trust	0.469	විකාර්
bridesmaid	trust	0.469	මනාලිය
commission	trust	0.469	කොමිසම
lifestyle	trust	0.461	ජීවන රටාව
aunt	trust	0.461	නැන්දා
attendant	trust	0.461	උපස්ථායකයා
enroll	trust	0.461	ලියාපදිංචි කරන්න
priesthood	trust	0.461	පූජකත්වය
trade	trust	0.461	වෙළඳ
crucial	trust	0.461	තීරණාත්මක
moorings	trust	0.461	මෝරිං
kitten	trust	0.461	බළල් පැටියා
medal	trust	0.461	පදක්කම
oblige	trust	0.461	බැඳී සිටියි
manage	trust	0.461	කළමනාකරණය කරන්න
magnetic	trust	0.461	චුම්බක
custody	trust	0.461	භාරකාරත්වය
necessarily	trust	0.461	අවශ්යයෙන්ම
partake	trust	0.461	සහභාගි වෙනවා
cautious	trust	0.461	ප්රවේශම් සහගතය
consecration	trust	0.461	කැප කිරීම
courier	trust	0.461	කුරියර්
bank	trust	0.461	බැංකුව
lesson	trust	0.461	පාඩම
patriarchal	trust	0.461	පීතෘමූලික
eventually	trust	0.461	ගණන් කළා
commerce	trust	0.461	වාණිජ
contains	trust	0.461	අවසානයේ
theological	trust	0.461	දේවධර්මීය
socially	trust	0.461	අඩංගු වේ
admitted	trust	0.461	පිළිගත්තා
fortress	trust	0.461	බලකොටුව
cathedral	trust	0.455	ආසන දෙව්මැදුර
deputy	trust	0.453	නියෝජ්ය
commonplace	trust	0.453	පොදු තැනක්
puppy	trust	0.453	බලු පැටියා
president	trust	0.453	සභාපති
finally	trust	0.453	අවසාන
governor	trust	0.453	ආණ්ඩුකාර
synergistic	trust	0.453	සහජීවනාත්මක
excited	trust	0.453	උද්යෝගිමත්
encomium	trust	0.453	encomium
chart	trust	0.453	සටහන
perceive	trust	0.453	අවබෝධ කරගන්නවා
insulation	trust	0.453	පරිවාරක
present	trust	0.453	වර්තමාන
oasis	trust	0.453	ක්ෂේම භූමිය
eagle	trust	0.453	රාජාලියා
exchange	trust	0.453	හුවමාරුව
foresee	trust	0.453	පුරෝකථනය කරන්න
strategist	trust	0.453	උපායමාර්ගික
journeyman	trust	0.453	සංචාරකයා
dawn	trust	0.453	අලුයම
laud	trust	0.453	ප්රශංසා කරයි
level	trust	0.453	මට්ටමින්
chairwoman	trust	0.453	සභාපතිනිය
tradesmen	trust	0.445	සමාජීය වශයෙන්
asserting	trust	0.445	තහවුරු කරමින්
negotiate	trust	0.445	සාකච්ඡා කරන්න
sensual	trust	0.445	සංවේදී
chocolate	trust	0.445	චොකලට්
crew	trust	0.445	කාර්ය මණ්ඩලය
remains	trust	0.445	ඉතිරි වේ
dictum	trust	0.445	නියමය
theorem	trust	0.445	ප්රමේයය
sir	trust	0.445	සර්
employ	trust	0.445	සේවයේ යොදවයි
usual	trust	0.445	සුපුරුදු
operation	trust	0.445	මෙහෙයුම්
magnify	trust	0.445	විශාලනය කරන්න
director	trust	0.445	අධ්යක්ෂ
formula	trust	0.445	සූත්රය
chemist	trust	0.445	රසායනඥයා
enliven	trust	0.445	පණ ගන්වන්න
chancellor	trust	0.445	චාන්සලර්
orthodoxy	trust	0.445	ඕතඩොක්ස්
lodging	trust	0.445	නවාතැන්
exaltation	trust	0.445	උසස් කිරීම
lord	trust	0.445	සමිඳාණන්
handbook	trust	0.445	අත්පොත
bridegroom	trust	0.445	මනාලයා
matters	trust	0.445	වෙළඳුන්
orchestra	trust	0.445	වාද්‍ය වෘන්දය
impart	trust	0.445	ලබා දෙනවා
statistical	trust	0.445	සංඛ්යානමය
indemnity	trust	0.445	වන්දිය
governess	trust	0.438	පාලනය
imagination	trust	0.438	පරිකල්පනය
butler	trust	0.438	බට්ලර්
conformity	trust	0.438	අනුකූලතාව
digit	trust	0.438	ඉලක්කම්
comptroller	trust	0.438	පාලකය
economy	trust	0.438	ආර්ථිකය
conveyancing	trust	0.438	ප්රවාහනය කිරීම
arbitrator	trust	0.438	බේරුම්කරු
emphasize	trust	0.438	අවධාරණය කරන්න
exhaustive	trust	0.438	සම්පූර්ණ
abbot	trust	0.438	ඇබට්
