English Word	Emotion	Emotion-Intensity-Score	Persian Word
compassionate	trust	0.695	دلسوز
scientist	trust	0.695	دانشمند
certified	trust	0.695	گواهی شده
pledge	trust	0.688	سوگند - تعهد
adviser	trust	0.688	مشاور
authenticity	trust	0.688	اعتبار
understanding	trust	0.688	فهم
secure	trust	0.688	امن است
guidance	trust	0.688	راهنمایی
monogamy	trust	0.688	تک همسری
valor	trust	0.688	شجاعت
solidity	trust	0.688	استحکام
perfection	trust	0.688	کمال
believed	trust	0.688	معتقد
humanity	trust	0.688	بشریت
justifiable	trust	0.688	قابل توجیه
competent	trust	0.688	صالح
esteem	trust	0.688	احترام
protector	trust	0.680	محافظ
inspire	trust	0.680	الهام بخشیدن
hope	trust	0.680	امید
strongest	trust	0.680	شرکای
expertise	trust	0.680	تجربه و تخصص
humble	trust	0.680	فروتن
indivisible	trust	0.680	غیر قابل تقسیم
official	trust	0.680	رسمی
affirm	trust	0.680	تایید کردن
familiarity	trust	0.680	آشنایی
confirmed	trust	0.680	تایید شده
diligence	trust	0.680	سخت کوشی
grandfather	trust	0.680	بابا بزرگ
advocacy	trust	0.680	دفاع
goodness	trust	0.680	خوبی
commendable	trust	0.680	قابل ستایش
acceptance	trust	0.680	پذیرش - پذیرفته شدن
diplomatic	trust	0.680	دیپلماتیک
leader	trust	0.680	رهبر
confide	trust	0.680	رام کن
agreeing	trust	0.680	موافق
approve	trust	0.680	تایید
professional	trust	0.680	حرفه ای
elders	trust	0.680	بزرگان
confidential	trust	0.680	محرمانه
faultless	trust	0.672	بی عیب
believes	trust	0.672	پذیرفته شده
sanctify	trust	0.672	تقدیس کردن
intelligent	trust	0.672	باهوش
safe	trust	0.672	بی خطر
accepted	trust	0.672	قوی ترین
dignity	trust	0.672	کرامت
unwavering	trust	0.672	تزلزل ناپذیر
encyclopedia	trust	0.672	دایره المعارف
mastery	trust	0.672	تسلط
cohesive	trust	0.672	منسجم
harmoniously	trust	0.672	به طور هماهنگ
benevolence	trust	0.672	خیرخواهی
healing	trust	0.672	شفا
accredited	trust	0.672	معتبر
covenant	trust	0.672	میثاق
accountability	trust	0.664	مسئوليت
team	trust	0.664	تیم
authority	trust	0.664	قدرت
heroic	trust	0.664	قهرمانانه
reliance	trust	0.664	تکیه
expert	trust	0.664	کارشناس
communicate	trust	0.664	برقراری ارتباط
spiritual	trust	0.664	معنوی
impeccable	trust	0.664	بی عیب و نقص
specialist	trust	0.664	متخصص
affirmatively	trust	0.664	مثبت
proficient	trust	0.664	مسلط
fulfillment	trust	0.664	تحقق
advocate	trust	0.664	مدافع
disciple	trust	0.664	شاگرد
attestation	trust	0.664	تصدیق
merit	trust	0.664	شایستگی
supporting	trust	0.664	حمایت می کند
ambassador	trust	0.664	سفیر
guidebook	trust	0.664	کتاب راهنما
accept	trust	0.664	تایید کنید
strengthening	trust	0.661	تقویت کردن
holiness	trust	0.656	تقدس
facts	trust	0.656	حقایق
warranty	trust	0.656	ضمانتنامه
strength	trust	0.656	استحکام - قدرت
relationship	trust	0.656	ارتباط
defended	trust	0.656	دفاع کرد
constancy	trust	0.656	ثبات
favorable	trust	0.656	مطلوب
gentleman	trust	0.656	جنتلمن
counsel	trust	0.656	مشاوره
scientific	trust	0.656	علمی
structure	trust	0.656	ساختار
elder	trust	0.656	بزرگتر
excellent	trust	0.656	عالی
achieve	trust	0.656	رسیدن
steadfast	trust	0.656	ثابت قدم
familiar	trust	0.656	آشنا
proficiency	trust	0.656	مهارت
supports	trust	0.656	معتقد است
counselor	trust	0.648	مشاور
lovable	trust	0.648	دوست داشتنی
advisable	trust	0.648	قابل توصیه
agreed	trust	0.648	موافقت کرد
heroism	trust	0.648	قهرمانی
rely	trust	0.648	تکیه
uphold	trust	0.648	حفظ کردن
brother	trust	0.648	برادر
matrimony	trust	0.648	ازدواج
assuredly	trust	0.648	مطمئنا
peaceful	trust	0.648	صلح آمیز
saint	trust	0.648	قدیس
unconditionally	trust	0.648	می پذیرد
solidarity	trust	0.648	همبستگی
accepts	trust	0.648	پشتیبانی می کند
inspiration	trust	0.648	الهام گرفتن
noble	trust	0.648	نجیب
successful	trust	0.648	موفقیت آمیز
harmony	trust	0.648	هماهنگی
protective	trust	0.648	محافظ
competency	trust	0.648	شایستگی
comrade	trust	0.648	رفیق
academic	trust	0.648	علمی
assist	trust	0.648	کمک کند
worthy	trust	0.643	شایسته
benefactor	trust	0.641	خیر
credence	trust	0.641	اعتبار
confidence	trust	0.641	اعتماد به نفس
relationships	trust	0.641	بدون قید و شرط
ordained	trust	0.641	منصوب شد
legal	trust	0.641	مجاز
champion	trust	0.641	قهرمان
lawful	trust	0.641	حلال
durability	trust	0.641	دوام
judiciary	trust	0.641	قوه قضاییه
doctor	trust	0.641	دکتر
loving	trust	0.641	با محبت
assure	trust	0.641	اطمینان دادن
establish	trust	0.641	تاسيس كردن
mamma	trust	0.641	مامان
kind	trust	0.641	نوع
unity	trust	0.641	وحدت
conscientious	trust	0.641	با وجدان
real	trust	0.641	واقعی
coexist	trust	0.641	همزیستی
leading	trust	0.641	منتهی شدن
teacher	trust	0.641	معلم
intimate	trust	0.634	صمیمی
brotherly	trust	0.633	برادرانه
physician	trust	0.633	پزشک
judicial	trust	0.633	قضایی
saintly	trust	0.633	مقدس
aspiration	trust	0.633	تنفس
conscience	trust	0.633	وجدان
therapeutic	trust	0.633	درمانی
fidelity	trust	0.633	وفاداری
soundness	trust	0.633	سالم بودن
important	trust	0.633	مهم
homage	trust	0.633	ادای احترام
legitimacy	trust	0.633	مشروعیت
fortitude	trust	0.633	صلابت
deepest	trust	0.633	روابط
approved	trust	0.633	تایید شده
courageous	trust	0.633	شجاع
devotional	trust	0.633	عبادی
endorse	trust	0.633	تایید و امضا
backbone	trust	0.633	ستون فقرات
authorize	trust	0.633	مجوز دادن
practiced	trust	0.633	تمرین کرد
sanctification	trust	0.633	تقدیس
hopeful	trust	0.633	امیدوار کننده
convincing	trust	0.633	متقاعد کننده
bless	trust	0.633	برکت دادن
angel	trust	0.625	فرشته
authorization	trust	0.625	مجوز
assured	trust	0.625	خاطر جمع
purify	trust	0.625	خالص - تصفیه
caretaker	trust	0.625	سرایدار
regard	trust	0.625	توجه
profound	trust	0.625	عمیق
achievement	trust	0.625	دستاورد
evident	trust	0.625	مشهود
positivity	trust	0.625	مثبت بودن
communication	trust	0.625	ارتباط
professorship	trust	0.625	مقام استادی
blessing	trust	0.625	برکت
beliefs	trust	0.625	عمیق ترین
encourage	trust	0.625	تشويق كردن
fireman	trust	0.625	مامور اتش نشانی
majestic	trust	0.625	با شکوه
civilized	trust	0.625	متمدن
certify	trust	0.625	گواهی کند
wonderful	trust	0.625	فوق العاده
engaged	trust	0.625	نامزد شده
accurate	trust	0.625	دقیق
approvement	trust	0.617	تصویب
optimism	trust	0.617	خوش بینی
planning	trust	0.617	برنامه ریزی
believer	trust	0.617	مومن
advice	trust	0.617	مشاوره
commend	trust	0.617	ستایش کردن
gospel	trust	0.617	انجیل
objective	trust	0.617	هدف، واقعگرایانه
rational	trust	0.617	گویا
cherish	trust	0.617	گرامی داشتن
constantly	trust	0.617	دائما
haven	trust	0.617	پناهگاه
fundamental	trust	0.617	اساسی
bedrock	trust	0.617	سنگ بستر
accord	trust	0.617	توافق
triumphant	trust	0.617	پیروز
surety	trust	0.617	تضمینی
testament	trust	0.617	وصیت نامه
absolution	trust	0.617	عفو
truce	trust	0.617	آتش بس
reassure	trust	0.617	اطمینان دادن
appreciation	trust	0.617	قدردانی
qualities	trust	0.617	کیفیت ها
passionate	trust	0.617	پرشور
good	trust	0.617	خوب
unimpeachable	trust	0.617	غیر قابل استیضاح
corroborate	trust	0.617	تایید کند
thoughtful	trust	0.617	متفکر
heroine	trust	0.617	قهرمان
teach	trust	0.617	آموزش دهید
god	trust	0.617	خداوند
attentive	trust	0.617	توجه
scripture	trust	0.609	کتاب مقدس
civilization	trust	0.609	تمدن
magnificence	trust	0.609	شکوه
recommend	trust	0.609	توصیه
progression	trust	0.609	پیشرفت
steward	trust	0.609	مباشر
purification	trust	0.609	تصفیه
patron	trust	0.609	حامی
praiseworthy	trust	0.609	قابل ستایش
heal	trust	0.609	شفا دادن
considerate	trust	0.609	با ملاحظه
blessings	trust	0.609	برکات
mediator	trust	0.609	واسطه
babysitter	trust	0.609	پرستار بچه
notary	trust	0.609	دفتر اسناد رسمی
awareness	trust	0.609	اطلاع
vetted	trust	0.609	باورها
excel	trust	0.609	برتری داشتن
happy	trust	0.609	خوشحال
praise	trust	0.609	ستایش
brilliant	trust	0.609	درخشان
liking	trust	0.609	دوست داشتن
definitive	trust	0.609	قطعی
comfort	trust	0.609	راحتی
officer	trust	0.609	افسر
peace	trust	0.602	صلح
serenity	trust	0.602	آرامش
unquestionable	trust	0.602	غیر قابل تردید
embrace	trust	0.602	پذیرفتن
identify	trust	0.602	شناسایی
inspired	trust	0.602	الهام گرفته
steady	trust	0.602	ثابت
nun	trust	0.602	راهبه
guarded	trust	0.602	محافظت می شود
symmetry	trust	0.602	تقارن
mainstay	trust	0.602	تکیه گاه
fulfill	trust	0.602	برآورده کند
humility	trust	0.602	فروتنی
helpful	trust	0.602	مفید
transcendence	trust	0.602	تعالی
unconditional	trust	0.602	بدون قید و شرط
brave	trust	0.602	شجاع
brighten	trust	0.602	روشن کردن
experienced	trust	0.602	با تجربه
enlightenment	trust	0.602	روشنگری
sympathetic	trust	0.602	دلسوز
witness	trust	0.602	شاهد
vigilant	trust	0.594	هوشیار
ministry	trust	0.594	وزارت
admiral	trust	0.594	دریاسالار
vigilance	trust	0.594	هوشیاری
depend	trust	0.594	بستگی دارد
generosity	trust	0.594	سخاوت
befriend	trust	0.594	دوست شدن
complimentary	trust	0.594	تعارفی
assessment	trust	0.594	ارزیابی
fairly	trust	0.594	منصفانه
enlighten	trust	0.594	روشن کردن
strengthen	trust	0.594	تقویت
nurse	trust	0.594	پرستار
endowment	trust	0.594	وقف
visionary	trust	0.594	رویایی
praised	trust	0.594	ستایش کرد
eminence	trust	0.594	برجستگی
marry	trust	0.594	ازدواج کن
generous	trust	0.594	سخاوتمندانه
gratitude	trust	0.594	حق شناسی
sage	trust	0.594	حکیم
tranquility	trust	0.594	آرامش
openly	trust	0.594	بی پرده
grant	trust	0.594	اعطا کردن
spouse	trust	0.594	همسر
philanthropic	trust	0.594	بشردوستانه
regent	trust	0.594	نایب السلطنه
substantiate	trust	0.594	اثبات کردن
commendation	trust	0.594	ستایش
council	trust	0.594	شورا
efficient	trust	0.594	کارآمد
sweetheart	trust	0.589	عزیزم
bylaw	trust	0.586	آیین نامه
magnificent	trust	0.586	باشکوه
designation	trust	0.586	تعیین
godly	trust	0.586	خداپسندانه
seniority	trust	0.586	ارشدیت
conservation	trust	0.586	حفاظت
educational	trust	0.586	آموزشی
rooted	trust	0.586	نشات گرفتن
inheritance	trust	0.586	وراثت
diplomacy	trust	0.586	دیپلماسی
mate	trust	0.586	رفیق
convince	trust	0.586	متقاعد کردن
unfailing	trust	0.586	شکست ناپذیر
share	trust	0.586	اشتراک گذاری
monk	trust	0.586	راهب
constitutional	trust	0.586	مشروطه
lovely	trust	0.586	دوست داشتني
compliance	trust	0.586	انطباق
attest	trust	0.586	گواهی
victory	trust	0.586	پیروزی
serene	trust	0.586	آرام
checklist	trust	0.586	چک لیست
husbandry	trust	0.586	دامداری
enjoying	trust	0.586	لذت بردن
revere	trust	0.586	احترام
tribe	trust	0.586	قبیله
meritorious	trust	0.586	شایسته
joyful	trust	0.586	شادی آور
delegate	trust	0.586	نماینده
helper	trust	0.586	یاور
angelic	trust	0.586	فرشته ای
ambition	trust	0.586	هدف - آرزو
father	trust	0.586	پدر
acclaim	trust	0.586	تحسین
testimony	trust	0.586	شهادت
collectively	trust	0.586	به صورت جمعی
sobriety	trust	0.586	متانت
prestige	trust	0.586	اعتبار
firmness	trust	0.586	استحکام
structural	trust	0.578	ساختاری
impartiality	trust	0.578	بی طرفی
navigator	trust	0.578	ناوبر
judge	trust	0.578	قضاوت کنید
shelter	trust	0.578	پناه
coexisting	trust	0.578	همزیستی
unquestioned	trust	0.578	بدون تردید
careful	trust	0.578	مراقب باشید
obey	trust	0.578	اطاعت کن
professor	trust	0.578	استاد
convinced	trust	0.578	متقاعد
communion	trust	0.578	اشتراک
cheerfulness	trust	0.578	نشاط
inviting	trust	0.578	دعوت کردن
irrefutable	trust	0.578	غیر قابل انکار
commandant	trust	0.578	فرمانده
smile	trust	0.578	لبخند
authoritative	trust	0.578	معتبر
philanthropist	trust	0.578	انسان دوست
legalized	trust	0.578	قانونی شد
adore	trust	0.578	عشق ورزیدن
upright	trust	0.578	عمودی
revival	trust	0.578	احیای
dutiful	trust	0.578	وظیفه شناس
watchdog	trust	0.578	سگ نگهبان
apostle	trust	0.570	رسول
volunteers	trust	0.570	داوطلبان
immaculate	trust	0.570	معصوم
adhering	trust	0.570	پایبندی
unquestionably	trust	0.570	بدون شک
advise	trust	0.570	توصیه
punctual	trust	0.570	وقت شناس
consult	trust	0.570	مشورت کردن
ordinance	trust	0.570	حکم
complement	trust	0.570	متمم
modest	trust	0.570	فروتن
everlasting	trust	0.570	ابدی
compass	trust	0.570	قطب نما
heavenly	trust	0.570	بهشتی
determinate	trust	0.570	تعیین کنند
counsellor	trust	0.570	مشاور
abundance	trust	0.570	فراوانی
guide	trust	0.570	راهنما
earned	trust	0.570	بررسی شده
pedigree	trust	0.570	شجره نامه
relative	trust	0.570	نسبت فامیلی
principal	trust	0.570	اصلی
plausible	trust	0.570	محتمل
collaborator	trust	0.570	همکار
connective	trust	0.570	پیوند دهنده
corroboration	trust	0.570	تایید
insure	trust	0.570	بیمه کنند
pilot	trust	0.570	خلبان
unequivocal	trust	0.570	بی چون و چرا
matron	trust	0.570	مادر
cuddle	trust	0.570	در اغوش گرفتن
measured	trust	0.570	اندازه گیری شده
fort	trust	0.562	دژ
treasurer	trust	0.562	خزانه دار
apostolic	trust	0.562	رسولی
save	trust	0.562	صرفه جویی
frankness	trust	0.562	رک گویی
insight	trust	0.562	بینش، بصیرت، درون بینی
admit	trust	0.562	اقرار کردن
earn	trust	0.562	بدست آوردن
remarkable	trust	0.562	قابل توجه
strong	trust	0.562	قوی
content	trust	0.562	محتوا
vitality	trust	0.562	سرزندگی
prize	trust	0.562	جایزه
vigorous	trust	0.562	قوی
congregation	trust	0.562	جماعت
uplift	trust	0.562	بالا بردن
spotless	trust	0.562	بی عیب
devout	trust	0.562	عابد
soothing	trust	0.562	آرامش بخش
miracle	trust	0.562	معجزه
cohesion	trust	0.562	انسجام
lovemaking	trust	0.562	عشقبازی
curable	trust	0.562	قابل درمان
pleasant	trust	0.562	دلپذیر
jury	trust	0.562	هیئت داوران
pertinent	trust	0.562	مرتبط
succeeding	trust	0.562	موفق شدن
concordance	trust	0.562	هماهنگی
jurist	trust	0.562	حقوقدان
applaud	trust	0.562	کف زدن
ordination	trust	0.562	انتصاب
compensate	trust	0.562	جبران کردن
patience	trust	0.555	صبر
mediate	trust	0.555	واسطه
coach	trust	0.555	مربی
illumination	trust	0.555	روشنایی
cultivate	trust	0.555	کشت کنند
providing	trust	0.555	فراهم آوردن
precedence	trust	0.555	تقدم
exalt	trust	0.555	تعالی بخشید
succeed	trust	0.555	موفق شدن
inclusion	trust	0.555	شمول
meditate	trust	0.555	مدیتیشن
coalesce	trust	0.555	یکی شدن
betrothed	trust	0.555	نامزد شده
midwife	trust	0.555	ماما
veteran	trust	0.555	کهنه سرباز
destined	trust	0.555	مقدر شده است
auditor	trust	0.555	ممیز، مامور رسیدگی
privacy	trust	0.555	حریم خصوصی
restorative	trust	0.555	مقوی
influential	trust	0.555	موثر
impartial	trust	0.555	بی طرف
discretion	trust	0.555	اختیار
foresight	trust	0.555	آینده نگری
congruence	trust	0.555	تجانس
worship	trust	0.555	عبادت
constant	trust	0.555	مقدار ثابت
reunion	trust	0.555	تجدید دیدار
intuition	trust	0.555	بینش
reconciliation	trust	0.555	اصلاح
ambulance	trust	0.555	آمبولانس
defender	trust	0.555	مدافع
greatness	trust	0.555	عظمت
buddy	trust	0.555	رفیق
vote	trust	0.555	رای
physicist	trust	0.555	فیزیکدان
prophet	trust	0.555	نبی - پیامبر
prevalent	trust	0.547	رایج است
eyewitness	trust	0.547	شاهد عینی
durable	trust	0.547	بادوام
prudent	trust	0.547	محتاط، معقول
securities	trust	0.547	اوراق بهادار
salvation	trust	0.547	رستگاری
govern	trust	0.547	حکومت کنند
law	trust	0.547	قانون
proud	trust	0.547	مغرور
cheer	trust	0.547	تشویق کردن
reinforcement	trust	0.547	تقویت
promises	trust	0.547	به دست آورده
invocation	trust	0.547	فراخوانی
provide	trust	0.547	فراهم کند
friendly	trust	0.547	دوستانه
commanding	trust	0.547	فرمان دادن
temperate	trust	0.547	معتدل
conciliation	trust	0.547	آشتی
convent	trust	0.547	صومعه
heritage	trust	0.547	میراث
independence	trust	0.547	استقلال
rejoice	trust	0.547	شادی کردن
engaging	trust	0.547	درگیر کننده
readiness	trust	0.547	آمادگی
registry	trust	0.547	ثبت
statement	trust	0.547	بیانیه
liberty	trust	0.547	آزادی
forgive	trust	0.547	ببخش
ancestral	trust	0.547	اجدادی
impenetrable	trust	0.547	غیر قابل نفوذ
choices	trust	0.539	وعده می دهد
psalms	trust	0.539	مزامیر
majority	trust	0.539	اکثریت
antidote	trust	0.539	پادزهر
tantamount	trust	0.539	مساوی
perfect	trust	0.539	کامل
regularity	trust	0.539	منظم بودن
chronicle	trust	0.539	تاريخچه
ensemble	trust	0.539	گروه
applause	trust	0.539	تشویق و تمجید
obedience	trust	0.539	اطاعت
aspiring	trust	0.539	مشتاق
watchman	trust	0.539	نگهبان
inimitable	trust	0.539	تکرار نشدنی
chastity	trust	0.539	عفت
architecture	trust	0.539	معماری
stamina	trust	0.539	استقامت
delightful	trust	0.539	لذت بخش
exalted	trust	0.539	سرافراز
relevant	trust	0.539	مربوط
reinforcements	trust	0.539	تقویت کننده ها
proctor	trust	0.539	سرپرست
immovable	trust	0.539	غیر منقول
instructions	trust	0.539	دستورالعمل ها
define	trust	0.539	تعریف کردن
uncensured	trust	0.539	بدون ابهام
institute	trust	0.539	موسسه
responsive	trust	0.539	پاسخگو
recovery	trust	0.539	بهبود
obliging	trust	0.539	الزام آور
obvious	trust	0.539	واضح
forefathers	trust	0.539	اجداد
eager	trust	0.539	مشتاق
inoculation	trust	0.539	تلقیح
admitting	trust	0.539	اعتراف کردن
memorable	trust	0.539	بیاد ماندنی
hospital	trust	0.531	بیمارستان
rescue	trust	0.531	نجات
deed	trust	0.531	سند - سند قانونی
princely	trust	0.531	شاهزاده
retirement	trust	0.531	بازنشستگی
cradle	trust	0.531	گهواره
immunization	trust	0.531	ایمن سازی
bloom	trust	0.531	شکوفه
candid	trust	0.531	صریح
evergreen	trust	0.531	همیشه سبز
ballot	trust	0.531	ورقه رای
accompaniment	trust	0.531	همراهی
verily	trust	0.531	به راستی
inseparable	trust	0.531	جدایی ناپذیر
analyst	trust	0.531	تحلیلگر
strive	trust	0.531	تلاش کردن
dependent	trust	0.531	وابسته
heavens	trust	0.531	بهشت
answerable	trust	0.531	پاسخگو
school	trust	0.531	مدرسه
terms	trust	0.531	مقررات
center	trust	0.531	مرکز
firstborn	trust	0.531	اول زاده
transcript	trust	0.531	رونوشت
fraternal	trust	0.531	برادرانه
omniscient	trust	0.531	همه چی دان
seal	trust	0.531	مهر
edification	trust	0.531	ساخت و ساز
doubtless	trust	0.531	بدون شک
deliverance	trust	0.531	رهایی، رستگاری
sponsor	trust	0.531	حامی
expedient	trust	0.531	مصلحت
bride	trust	0.531	عروس
refuge	trust	0.531	پناه
approbation	trust	0.527	موافقت رسمی
chaplain	trust	0.523	روحانی
laureate	trust	0.523	برنده جایزه
liberate	trust	0.523	آزاد کردن
coronation	trust	0.523	تاج گذاری
adoration	trust	0.523	پرستش
countenance	trust	0.523	صورت
honeymoon	trust	0.523	ماه عسل
connoisseur	trust	0.523	خبره
notable	trust	0.523	قابل توجه
benedictory	trust	0.523	خیرخواهانه
celebration	trust	0.523	جشن
neighbor	trust	0.523	همسایه
unbroken	trust	0.523	ناشکسته
award	trust	0.523	جایزه
improvement	trust	0.523	بهبود
hug	trust	0.523	در آغوش گرفتن
graduation	trust	0.523	فارغ التحصیلی
correctness	trust	0.523	صحت
winning	trust	0.523	برنده شدن
paragon	trust	0.523	پاراگراف
ratify	trust	0.523	تصویب کنید
powerful	trust	0.523	قدرتمند
elevation	trust	0.523	ارتفاع
commonwealth	trust	0.523	مشترک المنافع
account	trust	0.523	حساب
unimpeached	trust	0.523	بدون استیضاح
taught	trust	0.523	تدریس
salutary	trust	0.523	مفید
captivate	trust	0.523	اسیر کردن
dictionary	trust	0.523	فرهنگ لغت
nobility	trust	0.523	اشرافیت
ourselves	trust	0.523	انتخاب ها
feeling	trust	0.518	احساس
amen	trust	0.516	آمین
committee	trust	0.516	کمیته
reverie	trust	0.516	خیال پردازی
deserve	trust	0.516	سزاوار
fully	trust	0.516	به طور کامل
compliment	trust	0.516	تعریف و تمجید
obstetrician	trust	0.516	متخصص زنان و زایمان
enchanted	trust	0.516	مسحور شده
inform	trust	0.516	آگاه کردن
association	trust	0.516	اتحادیه
credit	trust	0.516	اعتبار
passwords	trust	0.516	خودمان
freely	trust	0.516	آزادانه
framework	trust	0.516	چارچوب
nobleman	trust	0.516	نجیب زاده
formative	trust	0.516	تکوینی
tender	trust	0.516	مناقصه
measure	trust	0.516	اندازه گرفتن
advent	trust	0.516	ظهور
management	trust	0.516	مدیریت
confession	trust	0.516	اعتراف
remedy	trust	0.516	درمان
sentinel	trust	0.516	نگهبان
pray	trust	0.516	نماز خواندن
perpetuity	trust	0.516	جاودانگی
tribunal	trust	0.516	دادگاه
minded	trust	0.516	متفکر
organization	trust	0.516	سازمان
predominant	trust	0.516	غالب
volunteer	trust	0.509	داوطلب
accolade	trust	0.508	تحسین
courtship	trust	0.508	خواستگاری
patronage	trust	0.508	حمایت
philosopher	trust	0.508	فیلسوف
confessional	trust	0.508	اعتراف کننده
diversity	trust	0.508	تنوع
virgin	trust	0.508	باکره
venerable	trust	0.508	ارجمند
policy	trust	0.508	خط مشی
intact	trust	0.508	سالم
custodian	trust	0.508	متولی
automatic	trust	0.508	خودکار
unsurpassed	trust	0.508	بی نظیر
shepherd	trust	0.508	شبان
reward	trust	0.508	جایزه
beautification	trust	0.508	زیباسازی
medical	trust	0.508	پزشکی
constable	trust	0.508	پاسبان
forgiving	trust	0.508	بخشنده
tolerance	trust	0.508	تحمل
priest	trust	0.508	کشیش
enable	trust	0.508	فعال کردن
vouch	trust	0.508	تضمین
lieutenant	trust	0.508	ستوان
instruct	trust	0.508	دستور دادن
housewife	trust	0.508	خانم خانه دار
admissible	trust	0.508	قابل قبول
sovereign	trust	0.508	پادشاه
amour	trust	0.508	عشق
savor	trust	0.508	مزه
darling	trust	0.500	عزیز
related	trust	0.500	مربوط
infallibility	trust	0.500	عصمت
watchful	trust	0.500	مراقب
nerds	trust	0.500	رمزهای عبور
instruction	trust	0.500	دستورالعمل
doctrine	trust	0.500	دکترین
birth	trust	0.500	تولد
timing	trust	0.500	زمان سنجی
infinity	trust	0.500	بی نهایت
religions	trust	0.500	نردها
warden	trust	0.500	نگهبان
optimist	trust	0.500	خوش بین
apologetic	trust	0.500	عذرخواهی
gateway	trust	0.500	دروازه
pontiff	trust	0.500	پاپ
alive	trust	0.500	زنده
indelible	trust	0.500	پاک نشدنی
personal	trust	0.500	شخصی
pious	trust	0.500	پارسا
majesty	trust	0.500	عظمت
synchronize	trust	0.500	همگام سازی
guard	trust	0.500	نگهبان
retain	trust	0.500	حفظ
romantic	trust	0.500	رومانتیک
superman	trust	0.500	سوپرمن
info	trust	0.500	اطلاعات
backer	trust	0.500	پشتیبان
undying	trust	0.500	بی مرگ
vindication	trust	0.500	توجیه
badge	trust	0.500	نشان
treasure	trust	0.500	گنج
guru	trust	0.500	گورو
church	trust	0.492	کلیسا
formality	trust	0.492	رسمی
contributor	trust	0.492	مشارکت کننده
radiance	trust	0.492	درخشندگی
psalm	trust	0.492	مزمور
laudatory	trust	0.492	ستایش آمیز
grandchildren	trust	0.492	نوه ها
popularity	trust	0.492	محبوبیت
salute	trust	0.492	سلام
hosannah	trust	0.492	حسنا
attraction	trust	0.492	جاذبه
efforts	trust	0.492	داوری
privy	trust	0.492	محرمانه
improve	trust	0.492	بهتر کردن
sheriff	trust	0.492	کلانتر
chairman	trust	0.492	رئيس هیئت مدیره
judgement	trust	0.492	ضرب المثل ها
harbor	trust	0.492	بندرگاه
elegance	trust	0.492	ظرافت
hardy	trust	0.492	مقاوم
umpire	trust	0.492	داور
constitute	trust	0.492	تشکیل می دهند
proverbs	trust	0.492	ادیان
jubilant	trust	0.492	خوشحال کننده
aspire	trust	0.492	آرزو می کنم
synonymous	trust	0.492	مترادف
inevitable	trust	0.492	اجتناب ناپذیر
musical	trust	0.492	موزیکال
spokesman	trust	0.492	سخنگو
endow	trust	0.492	وقف کردن
fellow	trust	0.492	همکار
grow	trust	0.492	رشد
moderator	trust	0.492	ناظم
enjoy	trust	0.484	لذت ببرید
found	trust	0.484	یافت
armor	trust	0.484	زره پوش
colonel	trust	0.484	سرهنگ
referee	trust	0.484	داور
favorite	trust	0.484	مورد علاقه
assembly	trust	0.484	مونتاژ
romance	trust	0.484	داستان عاشقانه
confess	trust	0.484	اعتراف کردن
sweet	trust	0.484	شیرین
crowning	trust	0.484	تاج گذاری
forecast	trust	0.484	پیش بینی
affection	trust	0.484	محبت
approbate	trust	0.484	تایید کردن
path	trust	0.484	مسیر
concord	trust	0.484	توافق
police	trust	0.484	پلیس
countryman	trust	0.484	هموطن
income	trust	0.484	درآمد
ranger	trust	0.484	تکاور
depth	trust	0.484	عمق
like	trust	0.484	پسندیدن
voucher	trust	0.484	کوپن
diagnosis	trust	0.484	تشخیص
hire	trust	0.484	استخدام
clean	trust	0.484	تمیز
laudation	trust	0.484	ستایش
arbiter	trust	0.484	داور
purely	trust	0.477	صرفا
votive	trust	0.477	نذری
expect	trust	0.477	انتظار
glory	trust	0.477	شکوه
counted	trust	0.477	تلاش ها
apologize	trust	0.477	عذر خواهی کردن
sterling	trust	0.477	استرلینگ
word	trust	0.477	کلمه
follow	trust	0.477	دنبال کردن
sermon	trust	0.477	خطبه
consul	trust	0.477	کنسول
calculator	trust	0.477	ماشین حساب
lamb	trust	0.477	گوشت بره
veracity	trust	0.477	صحت
matter	trust	0.477	موضوع
parliament	trust	0.477	مجلس
lover	trust	0.477	عاشق
sacrifice	trust	0.477	قربانی
putative	trust	0.477	فرضی
preponderance	trust	0.477	برتری
landmark	trust	0.477	نقطه عطف
nursery	trust	0.477	مهد کودک
mathematical	trust	0.477	ریاضی
frank	trust	0.477	صریح
signature	trust	0.477	امضا
policeman	trust	0.477	پلیس
episcopal	trust	0.477	اسقفی
pastor	trust	0.477	کشیش
eagerness	trust	0.469	اشتیاق
mighty	trust	0.469	توانا
recruits	trust	0.469	استخدام می کند
tribune	trust	0.469	تریبون
author	trust	0.469	نویسنده
effective	trust	0.469	تاثير گذار
intended	trust	0.469	مورد نظر
passion	trust	0.469	شور
religion	trust	0.469	دین
flagship	trust	0.469	گل سرسبد
immerse	trust	0.469	غوطه ور کردن
capacity	trust	0.469	ظرفیت
associate	trust	0.469	وابسته
cashier	trust	0.469	صندوقدار
regal	trust	0.469	سلطنتی
dove	trust	0.469	کبوتر
tutelage	trust	0.469	سرپرستی
underwrite	trust	0.469	پذیره نویسی
uncritical	trust	0.469	غیر انتقادی
prefer	trust	0.469	ترجیح می دهند
instructor	trust	0.469	مربی
gain	trust	0.469	کسب کردن
marshal	trust	0.469	مارشال
