English Word	Emotion	Emotion-Intensity-Score	Hebrew Word
organization	surprise	0.125	אִרגוּן
dolphin	surprise	0.117	דולפין
weight	surprise	0.117	מִשׁקָל
smile	surprise	0.117	חיוך
sisterhood	surprise	0.109	אֲחָיוּת
cable	surprise	0.109	כֶּבֶל
sunny	surprise	0.102	שִׁמשִׁי
steady	surprise	0.094	יַצִיב
peaceful	surprise	0.086	שָׁקֶט
spa	surprise	0.086	ספָּא
leisure	surprise	0.086	פְּנַאִי
picnic	surprise	0.078	פִּיקנִיק
tree	surprise	0.078	עֵץ
worm	surprise	0.055	תוֹלַעַת
truthfulness	trust	0.906	אמיתות
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	אָמִין
honor	trust	0.844	כָּבוֹד
honesty	trust	0.844	יוֹשֶׁר
honest	trust	0.844	יָשָׁר
truth	trust	0.844	אֶמֶת
truthful	trust	0.836	דוֹבֵר אֶמֶת
trusting	trust	0.836	נותנים אמון
brotherhood	trust	0.820	אחווה
entrust	trust	0.812	לְהַפְקִיד
committed	trust	0.805	מְחוּיָב
loyalty	trust	0.805	נֶאֱמָנוּת
integrity	trust	0.805	יושרה
honorable	trust	0.805	כָּבוּד
trust	trust	0.805	אמון
credibility	trust	0.805	אֲמִינוּת
faithful	trust	0.797	נאמן
sincere	trust	0.797	כן
partnership	trust	0.789	שׁוּתָפוּת
responsible	trust	0.789	אחראי
true	trust	0.789	נָכוֹן
wisdom	trust	0.789	חוכמה
verification	trust	0.781	אימות
cooperative	trust	0.781	שיתופי
vow	trust	0.781	נדר
oath	trust	0.781	שְׁבוּעָה
respectable	trust	0.773	מְכוּבָּד
sisterhood	trust	0.773	אֲחָיוּת
hero	trust	0.773	גיבור
credible	trust	0.773	מְהֵימָן
promise	trust	0.773	הַבטָחָה
verified	trust	0.773	מְאוּמָת
qualified	trust	0.766	מוסמך
authentication	trust	0.766	אימות
respected	trust	0.766	נִכבָּד
compassion	trust	0.759	חֶמלָה
approval	trust	0.758	הסכמה
moral	trust	0.758	מוסר השכל
reliability	trust	0.758	מהימנות
trusts	trust	0.758	מהימן
safekeeping	trust	0.758	שמירה
reputable	trust	0.758	מהימן
love	trust	0.758	אהבה
friend	trust	0.750	חבר
stable	trust	0.750	יַצִיב
authentic	trust	0.750	אוֹתֶנְטִי
competence	trust	0.750	יְכוֹלֶת
safeguard	trust	0.750	לְהַגֵן
companion	trust	0.750	לוויה
advised	trust	0.750	יעץ
respect	trust	0.750	הערכה
loyal	trust	0.750	נֶאֱמָן
genuine	trust	0.750	אמיתי
friendships	trust	0.750	אמון
ally	trust	0.750	ברית
proven	trust	0.742	מוּכָח
freedom	trust	0.742	חוֹפֶשׁ
respects	trust	0.742	מכבדים
accepting	trust	0.742	חברויות
faith	trust	0.742	אֱמוּנָה
wholesome	trust	0.742	בָּרִיא
heartfelt	trust	0.734	מקרב לב
unification	trust	0.734	הַאֲחָדָה
confirmation	trust	0.734	אִשׁוּר
protecting	trust	0.734	מגן
reassurance	trust	0.734	ביטחון
trustee	trust	0.734	נֶאֱמָן
supporter	trust	0.734	תוֹמֵך
respectful	trust	0.734	רוֹחֵשׁ כָּבוֹד
admirable	trust	0.734	ראוי להערצה
fact	trust	0.727	עוּבדָה
friendship	trust	0.727	חֲבֵרוּת
partners	trust	0.727	מקבל
confidentially	trust	0.727	באופן סודי
confident	trust	0.727	בטוח
equality	trust	0.727	שוויון
alliance	trust	0.727	בְּרִית
credential	trust	0.727	תְעוּדָה
believing	trust	0.727	מאמין
excellence	trust	0.727	מצוינות
agreement	trust	0.727	הֶסכֵּם
closeness	trust	0.719	קִרבָה
authenticate	trust	0.719	לְאַמֵת
virtuous	trust	0.719	מוּסָרִי
intelligence	trust	0.719	אינטליגנציה
kindred	trust	0.719	קרובי משפחה
virtue	trust	0.719	מַעֲלָה
honored	trust	0.719	כבוד
justice	trust	0.711	צֶדֶק
charitable	trust	0.711	נדבני
determination	trust	0.711	נחישות
creditable	trust	0.711	רָאוּי לְשֶׁבַח
consistency	trust	0.711	עֲקֵבִיוּת
allegiance	trust	0.711	אֱמוּנִים
cooperation	trust	0.711	שיתוף פעולה
guarantee	trust	0.711	להבטיח
dedication	trust	0.711	הַקדָשָׁה
straightforward	trust	0.711	פָּשׁוּט
cooperating	trust	0.711	שיתוף פעולה
reliable	trust	0.703	אָמִין
nurture	trust	0.703	לְטַפֵּחַ
mother	trust	0.703	אִמָא
fulfilled	trust	0.703	מילא
admiration	trust	0.703	הערצה
mentor	trust	0.703	מנטור
guardianship	trust	0.703	פַּטרוֹנוּת
assurance	trust	0.703	הַבטָחָה
morality	trust	0.703	מוּסָרִיוּת
motherhood	trust	0.703	אִמָהוּת
innocent	trust	0.703	חף מפשע
reverence	trust	0.703	יִראַת כָּבוֹד
sanctuary	trust	0.703	מִקְלָט
friendliness	trust	0.703	יְדִידוּת
prepared	trust	0.703	מוּכָן
admire	trust	0.703	לְהִתְפַּעֵל
protected	trust	0.703	מוּגָן
proof	trust	0.703	הוכחה
bodyguard	trust	0.695	שׁוֹמֵר רֹאשׁ
skillful	trust	0.695	מיומן
marriage	trust	0.695	נישואים
allied	trust	0.695	בעלות ברית
morals	trust	0.695	מוֹרָל
humanitarian	trust	0.695	הוּמָנִיטָרִי
pact	trust	0.695	בְּרִית
courage	trust	0.695	אומץ
accountable	trust	0.695	אַחֲרַאִי
agreeable	trust	0.695	נָעִים
united	trust	0.695	מאוחד
indestructible	trust	0.695	בלתי ניתן להריסה
approving	trust	0.695	מאשרים
guardian	trust	0.695	אַפּוֹטרוֹפּוֹס
compassionate	trust	0.695	רַחוּם
scientist	trust	0.695	מַדְעָן
certified	trust	0.695	מוּסמָך
pledge	trust	0.688	מַשׁכּוֹן
adviser	trust	0.688	יוֹעֵץ
authenticity	trust	0.688	אוֹתֶנְטִיוּת
understanding	trust	0.688	הֲבָנָה
secure	trust	0.688	לבטח
guidance	trust	0.688	הַדְרָכָה
monogamy	trust	0.688	מוֹנוֹגָמִיָה
valor	trust	0.688	חַיִל
solidity	trust	0.688	מוּצָקוּת
perfection	trust	0.688	שְׁלֵמוּת
believed	trust	0.688	האמין
humanity	trust	0.688	אֶנוֹשִׁיוּת
justifiable	trust	0.688	מוּצדָק
competent	trust	0.688	מוסמך
esteem	trust	0.688	הַעֲרָכָה
protector	trust	0.680	מָגֵן
inspire	trust	0.680	השראה
hope	trust	0.680	לְקַווֹת
strongest	trust	0.680	שותפים
expertise	trust	0.680	מומחיות
humble	trust	0.680	צנוע
indivisible	trust	0.680	בלתי ניתן לחלוקה
official	trust	0.680	רשמי
affirm	trust	0.680	לְאַשֵׁר
familiarity	trust	0.680	בְּקִיאוּת
confirmed	trust	0.680	מְאוּשָׁר
diligence	trust	0.680	חָרִיצוּת
grandfather	trust	0.680	סָבָּא
advocacy	trust	0.680	פְּרַקְלִיטוּת
goodness	trust	0.680	טוּב לֵב
commendable	trust	0.680	ראוי לשבח
acceptance	trust	0.680	קַבָּלָה
diplomatic	trust	0.680	דִיפּלוֹמָטִי
leader	trust	0.680	מַנהִיג
confide	trust	0.680	לִבטוֹחַ
agreeing	trust	0.680	מסכים
approve	trust	0.680	לְאַשֵׁר
professional	trust	0.680	מקצועי
elders	trust	0.680	זקנים
confidential	trust	0.680	סוֹדִי
faultless	trust	0.672	לְלֹא פְּגָם
believes	trust	0.672	מְקוּבָּל
sanctify	trust	0.672	לְקַדֵשׁ
intelligent	trust	0.672	אִינְטֶלִיגֶנְטִי
safe	trust	0.672	בטוח
accepted	trust	0.672	הכי חזק
dignity	trust	0.672	כָּבוֹד
unwavering	trust	0.672	בלתי מעורערת
encyclopedia	trust	0.672	אֶנצִיקלוֹפֶּדִיָה
mastery	trust	0.672	שליטה
cohesive	trust	0.672	מלוכדת
harmoniously	trust	0.672	באופן הרמוני
benevolence	trust	0.672	חֶסֶד
healing	trust	0.672	מַרפֵּא
accredited	trust	0.672	מוסמכת
covenant	trust	0.672	ברית
accountability	trust	0.664	אחריות
team	trust	0.664	קְבוּצָה
authority	trust	0.664	רָשׁוּת
heroic	trust	0.664	הֵרוֹאִי
reliance	trust	0.664	הסתמכות
expert	trust	0.664	מוּמחֶה
communicate	trust	0.664	לתקשר
spiritual	trust	0.664	רוחני
impeccable	trust	0.664	לְלֹא דוֹפִי
specialist	trust	0.664	מוּמחֶה
affirmatively	trust	0.664	בחיוב
proficient	trust	0.664	בקיא
fulfillment	trust	0.664	הַגשָׁמָה
advocate	trust	0.664	עוֹרֵך דִין
disciple	trust	0.664	תַלמִיד
attestation	trust	0.664	עֵדוּת
merit	trust	0.664	לִזכּוֹת
supporting	trust	0.664	תומך
ambassador	trust	0.664	שַׁגְרִיר
guidebook	trust	0.664	מַדרִיך
accept	trust	0.664	לְקַבֵּל
strengthening	trust	0.661	הִתחַזְקוּת
holiness	trust	0.656	קְדוּשָׁה
facts	trust	0.656	עובדות
warranty	trust	0.656	אַחֲרָיוּת
strength	trust	0.656	כוח
relationship	trust	0.656	מערכת יחסים
defended	trust	0.656	מוּגָן
constancy	trust	0.656	קְבִיעוּת
favorable	trust	0.656	מועדף
gentleman	trust	0.656	ג'ֶנטֶלמֶן
counsel	trust	0.656	עֵצָה
scientific	trust	0.656	מַדָעִי
structure	trust	0.656	מִבְנֶה
elder	trust	0.656	זָקֵן
excellent	trust	0.656	מְעוּלֶה
achieve	trust	0.656	לְהַשִׂיג
steadfast	trust	0.656	איתן
familiar	trust	0.656	מוּכָּר
proficiency	trust	0.656	מְיוּמָנוּת
supports	trust	0.656	מאמין
counselor	trust	0.648	יועץ
lovable	trust	0.648	חָבִיב
advisable	trust	0.648	רצוי
agreed	trust	0.648	מוסכם
heroism	trust	0.648	גְבוּרָה
rely	trust	0.648	לִסְמוֹך
uphold	trust	0.648	לקיים
brother	trust	0.648	אָח
matrimony	trust	0.648	נִשׂוּאִים
assuredly	trust	0.648	בוודאי
peaceful	trust	0.648	שָׁקֶט
saint	trust	0.648	קָדוֹשׁ
unconditionally	trust	0.648	מקבל
solidarity	trust	0.648	סוֹלִידָרִיוּת
accepts	trust	0.648	תומך
inspiration	trust	0.648	הַשׁרָאָה
noble	trust	0.648	אֲצִילִי
successful	trust	0.648	מוּצלָח
harmony	trust	0.648	הַרמוֹנִיָה
protective	trust	0.648	מָגֵן
competency	trust	0.648	כשירות
comrade	trust	0.648	חָבֵר
academic	trust	0.648	אקדמי
assist	trust	0.648	לסייע
worthy	trust	0.643	רָאוּי
benefactor	trust	0.641	נַדבָן
credence	trust	0.641	אמינות
confidence	trust	0.641	אֵמוּן
relationships	trust	0.641	ללא תנאים
ordained	trust	0.641	מוּסמָך
legal	trust	0.641	משפטי
champion	trust	0.641	אַלוּף
lawful	trust	0.641	חוּקִי
durability	trust	0.641	עֲמִידוּת
judiciary	trust	0.641	מַעֲרֶכֶת מִשׁפָּטִית
doctor	trust	0.641	דוֹקטוֹר
loving	trust	0.641	אוהב
assure	trust	0.641	לְהַבטִיחַ
establish	trust	0.641	לְהַקִים
mamma	trust	0.641	אִמָא
kind	trust	0.641	סוג
unity	trust	0.641	אַחְדוּת
conscientious	trust	0.641	בַּעַל מַצְפּוּן
real	trust	0.641	אמיתי
coexist	trust	0.641	לְהִתְקַיֵם יַחַד
leading	trust	0.641	מוֹבִיל
teacher	trust	0.641	מוֹרֶה
intimate	trust	0.634	אִינטִימִי
brotherly	trust	0.633	אחים
physician	trust	0.633	רוֹפֵא
judicial	trust	0.633	מִשׁפָּטִי
saintly	trust	0.633	קָדוֹשׁ
aspiration	trust	0.633	שְׁאִיפָה
conscience	trust	0.633	מַצְפּוּן
therapeutic	trust	0.633	רְפוּאִי
fidelity	trust	0.633	נֶאֱמָנוּת
soundness	trust	0.633	תְקֵפוּת
important	trust	0.633	חָשׁוּב
homage	trust	0.633	כָּבוֹד
legitimacy	trust	0.633	לֵגִיטִימִיוּת
fortitude	trust	0.633	כּוֹחַ מוּסָרִי
deepest	trust	0.633	יחסים
approved	trust	0.633	אושר
courageous	trust	0.633	אַמִיץ
devotional	trust	0.633	מסור
endorse	trust	0.633	לְאַשֵׁר
backbone	trust	0.633	עמוד שדרה
authorize	trust	0.633	לְאַשֵׁר
practiced	trust	0.633	מְתוּרגָל
sanctification	trust	0.633	הַקדָשָׁה
hopeful	trust	0.633	מלא תקווה
convincing	trust	0.633	משכנע
bless	trust	0.633	לברך
angel	trust	0.625	מַלְאָך
authorization	trust	0.625	הרשאה
assured	trust	0.625	בטוח
purify	trust	0.625	לְטַהֵר
caretaker	trust	0.625	מַשׁגִיחַ
regard	trust	0.625	לְהִתְיַחֵס
profound	trust	0.625	עָמוֹק
achievement	trust	0.625	הֶשֵׂג
evident	trust	0.625	בָּרוּר
positivity	trust	0.625	חִיוּבִיוּת
communication	trust	0.625	תִקשׁוֹרֶת
professorship	trust	0.625	פרופסורה
blessing	trust	0.625	ברכה
beliefs	trust	0.625	הכי עמוק
encourage	trust	0.625	לְעוֹדֵד
fireman	trust	0.625	כַּבַּאי
majestic	trust	0.625	מַלכּוּתִי
civilized	trust	0.625	מְתוּרבָּת
certify	trust	0.625	לְאַשֵׁר
wonderful	trust	0.625	נִפלָא
engaged	trust	0.625	מאורס
accurate	trust	0.625	מְדוּיָק
approvement	trust	0.617	אישור
optimism	trust	0.617	אוֹפּטִימִיוּת
planning	trust	0.617	תִכנוּן
believer	trust	0.617	מַאֲמִין
advice	trust	0.617	עֵצָה
commend	trust	0.617	לְשַׁבֵּחַ
gospel	trust	0.617	בְּשׂוֹרָה
objective	trust	0.617	מַטָרָה
rational	trust	0.617	רַצִיוֹנָלִי
cherish	trust	0.617	לְהוֹקִיר
constantly	trust	0.617	תָמִיד
haven	trust	0.617	מִקְלָט
fundamental	trust	0.617	בסיסי
bedrock	trust	0.617	סלע יסוד
accord	trust	0.617	הֶסכֵּם
triumphant	trust	0.617	מְנַצֵחַ
surety	trust	0.617	עֲרֵבוּת
testament	trust	0.617	בְּרִית
absolution	trust	0.617	מְחִילָה
truce	trust	0.617	הַפסָקַת אֵשׁ
reassure	trust	0.617	לְהַרְגִיעַ
appreciation	trust	0.617	הוֹקָרָה
qualities	trust	0.617	איכויות
passionate	trust	0.617	מלא רגש
good	trust	0.617	טוֹב
unimpeachable	trust	0.617	לְלֹא דוֹפִי
corroborate	trust	0.617	לְאַמֵת
thoughtful	trust	0.617	מִתחַשֵׁב
heroine	trust	0.617	אֲלִילָה
teach	trust	0.617	לְלַמֵד
god	trust	0.617	אלוהים
attentive	trust	0.617	קַשׁוּב
scripture	trust	0.609	כִּתבֵי הַקוֹדֶשׁ
civilization	trust	0.609	תַרְבּוּת
magnificence	trust	0.609	פְּאֵר
recommend	trust	0.609	לְהַמלִיץ
progression	trust	0.609	הִתקַדְמוּת
steward	trust	0.609	מֶלְצַר
purification	trust	0.609	טָהֳרָה
patron	trust	0.609	פַּטרוֹן
praiseworthy	trust	0.609	רָאוּי לְשֶׁבַח
heal	trust	0.609	לְרַפֵּא
considerate	trust	0.609	מִתחַשֵׁב
blessings	trust	0.609	ברכות
mediator	trust	0.609	מתווך
babysitter	trust	0.609	שְׁמַרטַף
notary	trust	0.609	נוֹטָרִיוֹן
awareness	trust	0.609	מוּדָעוּת
vetted	trust	0.609	אמונות
excel	trust	0.609	לְהִצטַיֵן
happy	trust	0.609	שַׂמֵחַ
praise	trust	0.609	שֶׁבַח
brilliant	trust	0.609	מַברִיק
liking	trust	0.609	טַעַם
definitive	trust	0.609	סוֹפִי
comfort	trust	0.609	נוחות
officer	trust	0.609	קָצִין
peace	trust	0.602	שָׁלוֹם
serenity	trust	0.602	רוֹגַע
unquestionable	trust	0.602	בלתי מעורער
embrace	trust	0.602	לְחַבֵּק
identify	trust	0.602	לזהות
inspired	trust	0.602	בהשראת
steady	trust	0.602	יַצִיב
nun	trust	0.602	נְזִירָה
guarded	trust	0.602	שָׁמוּר
symmetry	trust	0.602	סִימֶטרִיָה
mainstay	trust	0.602	מַשׁעֵן עִקָרִי
fulfill	trust	0.602	לְמַלֵא
humility	trust	0.602	עֲנָוָה
helpful	trust	0.602	מוֹעִיל
transcendence	trust	0.602	נִשׂגָבוּת
unconditional	trust	0.602	ללא תנאים
brave	trust	0.602	אַמִיץ
brighten	trust	0.602	לְהַאִיר
experienced	trust	0.602	מְנוּסֶה
enlightenment	trust	0.602	הֶאָרָה
sympathetic	trust	0.602	אוֹהֵד
witness	trust	0.602	עֵד
vigilant	trust	0.594	דָרוּך
ministry	trust	0.594	מִשׂרָד
admiral	trust	0.594	אַדמִירָל
vigilance	trust	0.594	עֵרָנוּת
depend	trust	0.594	לִסְמוֹך
generosity	trust	0.594	נדיבות
befriend	trust	0.594	לְהִתיַדֵד
complimentary	trust	0.594	מַחמִיא
assessment	trust	0.594	הערכה
fairly	trust	0.594	לְמַדַי
enlighten	trust	0.594	לְהַאִיר
strengthen	trust	0.594	לְחַזֵק
nurse	trust	0.594	אָחוֹת
endowment	trust	0.594	תרומה
visionary	trust	0.594	חוֹזֶה
praised	trust	0.594	מְהוּלָל
eminence	trust	0.594	מעמד גבוה
marry	trust	0.594	לְהִתְחַתֵן
generous	trust	0.594	נָדִיב
gratitude	trust	0.594	הכרת תודה
sage	trust	0.594	מרווה
tranquility	trust	0.594	רוֹגַע
openly	trust	0.594	בְּגָלוּי
grant	trust	0.594	מענק
spouse	trust	0.594	בן זוג
philanthropic	trust	0.594	פילנתרופית
regent	trust	0.594	יוֹרֵשׁ עֶצֶר
substantiate	trust	0.594	לְהוֹכִיחַ
commendation	trust	0.594	שֶׁבַח
council	trust	0.594	מועצה
efficient	trust	0.594	יָעִיל
sweetheart	trust	0.589	אהובה
bylaw	trust	0.586	חוֹק עֵזֶר
magnificent	trust	0.586	מְפוֹאָר
designation	trust	0.586	יִעוּד
godly	trust	0.586	אָדוּק
seniority	trust	0.586	וֶתֶק
conservation	trust	0.586	שימור
educational	trust	0.586	חינוכית
rooted	trust	0.586	מוּשׁרָשׁ
inheritance	trust	0.586	יְרוּשָׁה
diplomacy	trust	0.586	דִיפּלוֹמָטִיָה
mate	trust	0.586	בן זוג
convince	trust	0.586	לְשַׁכְנֵעַ
unfailing	trust	0.586	תְמִידִי
share	trust	0.586	לַחֲלוֹק
monk	trust	0.586	נָזִיר
constitutional	trust	0.586	חוּקָתִי
lovely	trust	0.586	חביב
compliance	trust	0.586	הענות
attest	trust	0.586	לְהַעִיד
victory	trust	0.586	ניצחון
serene	trust	0.586	רָגוּעַ
checklist	trust	0.586	צ'ק ליסט
husbandry	trust	0.586	חקלאות
enjoying	trust	0.586	נהנה
revere	trust	0.586	לְהַעֲרִיץ
tribe	trust	0.586	שֶׁבֶט
meritorious	trust	0.586	רָאוּי לְשֶׁבַח
joyful	trust	0.586	מלא שמחה
delegate	trust	0.586	נָצִיג
helper	trust	0.586	עוֹזֵר
angelic	trust	0.586	מַלאָכִי
ambition	trust	0.586	שְׁאַפתָנוּת
father	trust	0.586	אַבָּא
acclaim	trust	0.586	תְשׁוּאוֹת
testimony	trust	0.586	עֵד
collectively	trust	0.586	יַחַד
sobriety	trust	0.586	הִתפַּכְּחוּת
prestige	trust	0.586	יוקרה
firmness	trust	0.586	תְקִיפוּת
structural	trust	0.578	מִבנִי
impartiality	trust	0.578	חוסר משוא פנים
navigator	trust	0.578	נווט
judge	trust	0.578	לִשְׁפּוֹט
shelter	trust	0.578	מקלט
coexisting	trust	0.578	דו קיום
unquestioned	trust	0.578	ללא עוררין
careful	trust	0.578	זָהִיר
obey	trust	0.578	לציית
professor	trust	0.578	פּרוֹפֶסוֹר
convinced	trust	0.578	מְשׁוּכנָע
communion	trust	0.578	שִׁתוּף
cheerfulness	trust	0.578	עֲלִיזוּת
inviting	trust	0.578	מַזמִין
irrefutable	trust	0.578	שֶׁאֵין לְהַפרִיכוֹ
commandant	trust	0.578	מְפַקֵד
smile	trust	0.578	חיוך
authoritative	trust	0.578	מוּסמָך
philanthropist	trust	0.578	נַדבָן
legalized	trust	0.578	לגליזציה
adore	trust	0.578	לְהַעֲרִיץ
upright	trust	0.578	זָקוּף
revival	trust	0.578	הִתחַדְשׁוּת
dutiful	trust	0.578	צַיְתָן
watchdog	trust	0.578	כֶּלֶב שְׁמִירָה
apostle	trust	0.570	שליח
volunteers	trust	0.570	מתנדבים
immaculate	trust	0.570	לְלֹא רְבָב
adhering	trust	0.570	דבקות
unquestionably	trust	0.570	ללא עוררין
advise	trust	0.570	לייעץ עצה
punctual	trust	0.570	דייקן
consult	trust	0.570	לְהִתְיַעֵץ
ordinance	trust	0.570	פְּקוּדָה
complement	trust	0.570	מַשׁלִים
modest	trust	0.570	צָנוּעַ
everlasting	trust	0.570	נִצחִי
compass	trust	0.570	מצפן
heavenly	trust	0.570	שְׁמֵימִי
determinate	trust	0.570	לקבוע
counsellor	trust	0.570	יועץ
abundance	trust	0.570	שפע
guide	trust	0.570	להנחות
earned	trust	0.570	נבדק
pedigree	trust	0.570	יוּחֲסִין
relative	trust	0.570	קרוב משפחה
principal	trust	0.570	קֶרֶן
plausible	trust	0.570	מִתקָבֵּל עַל הַדַעַת
collaborator	trust	0.570	מְשַׁתֵף פְּעוּלָה
connective	trust	0.570	חיבור
corroboration	trust	0.570	אישור
insure	trust	0.570	לְהַבטִיחַ
pilot	trust	0.570	טַיָס
unequivocal	trust	0.570	חד משמעי
matron	trust	0.570	אֵם הַבַּיִת
cuddle	trust	0.570	לְהִתְרַפֵּק
measured	trust	0.570	נמדד
fort	trust	0.562	מִבצָר
treasurer	trust	0.562	גִזבָּר
apostolic	trust	0.562	שליח
save	trust	0.562	לשמור
frankness	trust	0.562	כֵּנוּת
insight	trust	0.562	תוֹבָנָה
admit	trust	0.562	להתוודות
earn	trust	0.562	להרוויח
remarkable	trust	0.562	ראוי לציון
strong	trust	0.562	חָזָק
content	trust	0.562	תוֹכֶן
vitality	trust	0.562	חיוניות
prize	trust	0.562	פרס
vigorous	trust	0.562	נִמרָץ
congregation	trust	0.562	עֵדָה
uplift	trust	0.562	הִתרוֹמְמוּת רוּחַ
spotless	trust	0.562	לְלֹא רְבָב
devout	trust	0.562	אָדוּק
soothing	trust	0.562	הַרגָעָה
miracle	trust	0.562	נֵס
cohesion	trust	0.562	הִתלַכְּדוּת
lovemaking	trust	0.562	התעלסות
curable	trust	0.562	בַּר רִפוּי
pleasant	trust	0.562	נעים
jury	trust	0.562	חֶבֶר מוּשׁבַּעִים
pertinent	trust	0.562	רלוונטי
succeeding	trust	0.562	מצליחים
concordance	trust	0.562	קונקורדנציה
jurist	trust	0.562	מִשׁפְּטָן
applaud	trust	0.562	לְשַׁבֵּחַ
ordination	trust	0.562	הַסמָכָה
compensate	trust	0.562	לפצות
patience	trust	0.555	סבלנות
mediate	trust	0.555	לפשר
coach	trust	0.555	מְאַמֵן
illumination	trust	0.555	תְאוּרָה
cultivate	trust	0.555	לְטַפֵּחַ
providing	trust	0.555	מתן
precedence	trust	0.555	עֲדִיפוּת
exalt	trust	0.555	לְרוֹמֵם
succeed	trust	0.555	מצליח
inclusion	trust	0.555	הַכלָלָה
meditate	trust	0.555	לְהַרהֵר
coalesce	trust	0.555	לְהִתְמַזֵג
betrothed	trust	0.555	אֲרוּסָה
midwife	trust	0.555	מְיַלֶדֶת
veteran	trust	0.555	ותיק
destined	trust	0.555	מְיוּעָד
auditor	trust	0.555	מבקר
privacy	trust	0.555	פְּרָטִיוּת
restorative	trust	0.555	מַברִיא
influential	trust	0.555	בעל השפעה
impartial	trust	0.555	אוֹבּיֶקְטִיבִי
discretion	trust	0.555	שיקול דעת
foresight	trust	0.555	חיזוי
congruence	trust	0.555	חוֹפְפוּת
worship	trust	0.555	פולחן
constant	trust	0.555	קָבוּעַ
reunion	trust	0.555	איחוד
intuition	trust	0.555	אינטואיציה
reconciliation	trust	0.555	פִּיוּס
ambulance	trust	0.555	אַמבּוּלַנס
defender	trust	0.555	מָגֵן
greatness	trust	0.555	גְדוּלָה
buddy	trust	0.555	חבר
vote	trust	0.555	הַצבָּעָה
physicist	trust	0.555	פִיסִיקַאִי
prophet	trust	0.555	נָבִיא
prevalent	trust	0.547	נָפוֹץ
eyewitness	trust	0.547	עֵד רְאָיָה
durable	trust	0.547	עָמִיד
prudent	trust	0.547	זָהִיר
securities	trust	0.547	ניירות ערך
salvation	trust	0.547	ישועה
govern	trust	0.547	לִמשְׁוֹל
law	trust	0.547	חוֹק
proud	trust	0.547	גאה
cheer	trust	0.547	לְעוֹדֵד
reinforcement	trust	0.547	תִגבּוֹרֶת
promises	trust	0.547	הרוויח
invocation	trust	0.547	קְרִיאָה
provide	trust	0.547	לְסַפֵּק
friendly	trust	0.547	יְדִידוּתִי
commanding	trust	0.547	פיקוד
temperate	trust	0.547	מְמוּזָג
conciliation	trust	0.547	פִּיוּס
convent	trust	0.547	מִנזָר
heritage	trust	0.547	מוֹרֶשֶׁת
independence	trust	0.547	עצמאות
rejoice	trust	0.547	לִשְׂמוֹחַ
engaging	trust	0.547	מרתק
readiness	trust	0.547	נְכוֹנוּת
registry	trust	0.547	הרישום
statement	trust	0.547	הַצהָרָה
liberty	trust	0.547	חוֹפֶשׁ
forgive	trust	0.547	לִסְלוֹחַ
ancestral	trust	0.547	אבותי
impenetrable	trust	0.547	אָטוּם
choices	trust	0.539	הבטחות
psalms	trust	0.539	תהילים
majority	trust	0.539	רוֹב
antidote	trust	0.539	תרופה נגד
tantamount	trust	0.539	שווה ערך
perfect	trust	0.539	מושלם
regularity	trust	0.539	סְדִירוּת
chronicle	trust	0.539	כְּרוֹנִיקָה
ensemble	trust	0.539	מִכלוֹל
applause	trust	0.539	תְשׁוּאוֹת
obedience	trust	0.539	צִיוּת
aspiring	trust	0.539	שואפת
watchman	trust	0.539	שׁוֹמֵר
inimitable	trust	0.539	בלתי ניתן לחיקוי
chastity	trust	0.539	צְנִיעוּת
architecture	trust	0.539	ארכיטקטורה
stamina	trust	0.539	כּוֹשֵׁר עֲמִידָה
delightful	trust	0.539	מְהַנֶה
exalted	trust	0.539	נַעֲלֶה
relevant	trust	0.539	רלוונטי
reinforcements	trust	0.539	חיזוקים
proctor	trust	0.539	פרוקטור
immovable	trust	0.539	בלתי ניתנת להזזה
instructions	trust	0.539	הוראות
define	trust	0.539	לְהַגדִיר
uncensured	trust	0.539	לא מצונזר
institute	trust	0.539	מכון
responsive	trust	0.539	מגיב
recovery	trust	0.539	התאוששות
obliging	trust	0.539	אָדִיב
obvious	trust	0.539	ברור
forefathers	trust	0.539	אָבוֹת קַדמוֹנִים
eager	trust	0.539	לָהוּט
inoculation	trust	0.539	הַרכָּבָה
admitting	trust	0.539	מודה
memorable	trust	0.539	בלתי נשכח
hospital	trust	0.531	בית חולים
rescue	trust	0.531	לְהַצִיל
deed	trust	0.531	מעשה
princely	trust	0.531	נְסִיכִי
retirement	trust	0.531	פרישה לגמלאות
cradle	trust	0.531	עֶרֶשׂ
immunization	trust	0.531	הִתחַסְנוּת
bloom	trust	0.531	לִפְרוֹחַ
candid	trust	0.531	גָלוּי לֵב
evergreen	trust	0.531	יָרוֹק עַד
ballot	trust	0.531	הצבעה
accompaniment	trust	0.531	לִוּוּי
verily	trust	0.531	באמת
inseparable	trust	0.531	בלתי נפרד
analyst	trust	0.531	מְנַתֵחַ
strive	trust	0.531	לִשְׁאוֹף
dependent	trust	0.531	תלוי
heavens	trust	0.531	שמים
answerable	trust	0.531	ניתן לענות
school	trust	0.531	בית ספר
terms	trust	0.531	תנאים
center	trust	0.531	מֶרְכָּז
firstborn	trust	0.531	בכור
transcript	trust	0.531	תמליל
fraternal	trust	0.531	אַחֲוָתִי
omniscient	trust	0.531	יוֹדֵעַ הַכֹּל
seal	trust	0.531	חותם
edification	trust	0.531	הַבהָרָה
