English Word	Emotion	Emotion-Intensity-Score	German Word
lush	sadness	0.109	üppig
harry	sadness	0.109	Harry
ultimate	sadness	0.109	ultimative
priesthood	sadness	0.109	Priestertum
orchestra	sadness	0.109	Orchester
rating	sadness	0.109	Bewertung
fleece	sadness	0.109	Vlies
sanctify	sadness	0.108	heiligen
income	sadness	0.100	Einkommen
winning	sadness	0.094	gewinnen
boo	sadness	0.094	Buh
quiet	sadness	0.094	ruhig
sonnet	sadness	0.094	Sonett
vainly	sadness	0.091	vergeblich
hug	sadness	0.078	Umarmung
opera	sadness	0.078	Oper
humble	sadness	0.078	bescheiden
hut	sadness	0.078	Hütte
ovation	sadness	0.078	Ovation
wet	sadness	0.078	nass
motivating	sadness	0.078	motivierend
treat	sadness	0.076	behandeln
hymn	sadness	0.064	Hymne
honest	sadness	0.062	ehrlich
relics	sadness	0.061	Relikte
couch	sadness	0.060	Couch
waffle	sadness	0.047	Waffel
shell	sadness	0.045	Hülse
musical	sadness	0.045	Musical
savor	sadness	0.034	genießen
napkin	sadness	0.031	Serviette
vote	sadness	0.031	Abstimmung
sing	sadness	0.017	singen
mother	sadness	0.016	Mutter
music	sadness	0.016	Musik
nutritious	sadness	0.015	nahrhaft
lovely	sadness	0.009	schön
sweetheart	sadness	0.000	Schatz
romance	sadness	0.000	Romantik
liquor	sadness	0.000	Alkohol
art	sadness	0.000	Kunst
surprise	surprise	0.930	Überraschung
explode	surprise	0.906	explodieren
flabbergast	surprise	0.906	verblüffen
explosion	surprise	0.898	Explosion
ambush	surprise	0.883	Hinterhalt
explosive	surprise	0.883	explosiv
eruption	surprise	0.883	Eruption
surprisingly	surprise	0.875	überraschenderweise
startle	surprise	0.875	erschrecken
shockingly	surprise	0.875	schockierend
frighten	surprise	0.875	erschrecken
surprised	surprise	0.867	überrascht
frightened	surprise	0.867	erschrocken
surprising	surprise	0.867	überraschend
outburst	surprise	0.859	Ausbruch
thrilling	surprise	0.859	spannend
miracle	surprise	0.859	Wunder
blast	surprise	0.852	sprengen
astonishingly	surprise	0.852	erstaunlich
alarm	surprise	0.852	Alarm
shock	surprise	0.844	Schock
thunderstruck	surprise	0.844	vom Donner gerührt
jolt	surprise	0.844	Ruck
dazzle	surprise	0.836	blenden
bang	surprise	0.836	Knall
catastrophe	surprise	0.836	Katastrophe
fright	surprise	0.836	Schreck
unexpectedly	surprise	0.836	unerwartet
startling	surprise	0.828	verblüffend
suddenly	surprise	0.828	plötzlich
emergency	surprise	0.828	Notfall
bewilderment	surprise	0.828	Verwirrung
stunned	surprise	0.820	betäubt
astound	surprise	0.820	erstaunen
jackpot	surprise	0.812	Jackpot
earthquake	surprise	0.812	Erdbeben
disaster	surprise	0.812	Katastrophe
astonishment	surprise	0.805	Erstaunen
climax	surprise	0.805	Höhepunkt
aghast	surprise	0.805	entsetzt
astonish	surprise	0.805	erstaunen
scare	surprise	0.797	Schrecken
awestruck	surprise	0.797	ehrfürchtig
erupt	surprise	0.789	ausbrechen
bomb	surprise	0.789	Bombe
exclaim	surprise	0.789	ausrufen
amazement	surprise	0.781	Staunen
abduction	surprise	0.773	Entführung
alarming	surprise	0.773	alarmierend
detonate	surprise	0.773	detonieren
raid	surprise	0.773	überfallen
miraculous	surprise	0.773	Wunder-
invade	surprise	0.773	einfallen
kidnap	surprise	0.766	entführen
unpredictable	surprise	0.758	unberechenbar
stupefy	surprise	0.758	betäuben
dumfound	surprise	0.758	verblüffen
overwhelming	surprise	0.758	überwältigend
erratic	surprise	0.750	unberechenbar
unimaginable	surprise	0.750	unvorstellbar
accident	surprise	0.750	Unfall
outrageous	surprise	0.750	empörend
horror	surprise	0.742	Grusel
amaze	surprise	0.742	erstaunen
blitz	surprise	0.742	Blitz
bewilder	surprise	0.742	verwirren
flinch	surprise	0.742	zurückschrecken
petrify	surprise	0.742	versteinern
wreck	surprise	0.742	Wrack
slaughter	surprise	0.742	schlachten
frenetic	surprise	0.734	frenetisch
crash	surprise	0.734	Absturz
frantic	surprise	0.734	hektisch
stupefaction	surprise	0.734	Betäubung
excitement	surprise	0.734	Aufregung
riotous	surprise	0.727	aufrührerisch
outcry	surprise	0.727	Aufschrei
vanished	surprise	0.727	verschwunden
moonstruck	surprise	0.727	mondsüchtig
sudden	surprise	0.727	plötzlich
awe	surprise	0.719	Scheu
scream	surprise	0.719	Schrei
breathless	surprise	0.719	atemlos
sabotage	surprise	0.719	Sabotage
shriek	surprise	0.719	Schrei
unanticipated	surprise	0.719	unerwartet
bewildered	surprise	0.719	verwirrt
manslaughter	surprise	0.719	Totschlag
amazedness	surprise	0.719	Erstaunen
rupture	surprise	0.719	Bruch
unexpected	surprise	0.711	unerwartet
electrify	surprise	0.711	elektrifizieren
uncontrollable	surprise	0.711	unkontrollierbar
shot	surprise	0.711	Schuss
avalanche	surprise	0.711	Lawine
gasp	surprise	0.711	keuchen
stun	surprise	0.711	betäuben
slam	surprise	0.703	zuschlagen
abrupt	surprise	0.703	abrupt
intruder	surprise	0.703	Eindringling
unforeseen	surprise	0.703	unvorhergesehen
suspense	surprise	0.703	Spannung
devastation	surprise	0.703	Verwüstung
surge	surprise	0.703	Anstieg
excite	surprise	0.695	begeistern
dumfounder	surprise	0.695	Dummgründer
yell	surprise	0.695	Schrei
unprecedented	surprise	0.695	beispiellos
strike	surprise	0.695	schlagen
volatility	surprise	0.695	Volatilität
urgent	surprise	0.695	dringend
stab	surprise	0.695	stechen
disturbance	surprise	0.688	Störung
carnage	surprise	0.688	Blutbad
incredible	surprise	0.688	unglaublich
spectacular	surprise	0.688	spektakulär
thrill	surprise	0.680	Nervenkitzel
recklessness	surprise	0.680	Leichtsinn
clamor	surprise	0.680	Geschrei
monstrous	surprise	0.680	monströs
slap	surprise	0.680	schlagen
inexplicable	surprise	0.672	unerklärlich
terrorist	surprise	0.672	Terrorist
exciting	surprise	0.672	aufregend
accidental	surprise	0.672	zufällig
accidentally	surprise	0.672	versehentlich
striking	surprise	0.672	auffallend
captivate	surprise	0.672	bestechen
exhilaration	surprise	0.672	Hochgefühl
topple	surprise	0.664	stürzen
dire	surprise	0.664	schlimm
revolution	surprise	0.664	Revolution
volcano	surprise	0.664	Vulkan
freakish	surprise	0.664	verrückt
revolt	surprise	0.656	Revolte
bloodshed	surprise	0.656	Blutvergießen
sneak	surprise	0.656	schleichen
unspeakable	surprise	0.656	unaussprechlich
incendiary	surprise	0.656	Brandstiftung
epidemic	surprise	0.648	Epidemie
violent	surprise	0.648	heftig
disruption	surprise	0.648	Störung
amazingly	surprise	0.648	erstaunlich
mutiny	surprise	0.648	Meuterei
spellbound	surprise	0.648	gebannt
cyclone	surprise	0.648	Zyklon
unsuspecting	surprise	0.648	ahnungslos
attacking	surprise	0.648	angreifen
unintended	surprise	0.648	unbeabsichtigt
shout	surprise	0.641	schreien
indescribable	surprise	0.641	unbeschreiblich
tumult	surprise	0.641	Tumult
improvisation	surprise	0.641	Improvisation
wildfire	surprise	0.641	Lauffeuer
excitation	surprise	0.641	Erregung
screech	surprise	0.641	kreischen
enthusiasm	surprise	0.641	Begeisterung
uncertain	surprise	0.633	unsicher
plunder	surprise	0.633	Plunder
gape	surprise	0.633	klaffen
treachery	surprise	0.633	Verrat
agape	surprise	0.633	agape
anomaly	surprise	0.633	Anomalie
presto	surprise	0.633	presto
apparition	surprise	0.633	Erscheinung
wonderment	surprise	0.625	Verwunderung
slaughtering	surprise	0.625	Schlachten
trick	surprise	0.625	Trick
mystery	surprise	0.625	Geheimnis
murderous	surprise	0.625	mörderisch
distress	surprise	0.625	Not
sorcery	surprise	0.625	Zauberei
excited	surprise	0.625	aufgeregt
tempest	surprise	0.625	Sturm
urgency	surprise	0.625	Dringlichkeit
inimaginable	surprise	0.617	unvorstellbar
intrusive	surprise	0.617	aufdringlich
quickness	surprise	0.617	Schnelligkeit
intense	surprise	0.617	heftig
trickery	surprise	0.617	Trickserei
vanish	surprise	0.617	verschwinden
prank	surprise	0.617	Streich
murder	surprise	0.617	Mord
thief	surprise	0.609	Dieb
blindfold	surprise	0.609	Augenbinde
unstable	surprise	0.609	instabil
strangle	surprise	0.609	erwürgen
coup	surprise	0.609	Coup
magical	surprise	0.609	magisch
shatter	surprise	0.609	zerschmettern
splash	surprise	0.609	Spritzen
stupor	surprise	0.602	Stupor
inconceivable	surprise	0.602	undenkbar
betray	surprise	0.602	betrügen
defy	surprise	0.602	trotzen
jubilee	surprise	0.602	Jubiläum
assail	surprise	0.602	angreifen
deluge	surprise	0.602	Sintflut
tackle	surprise	0.602	angehen
monstrosity	surprise	0.594	Ungeheuerlichkeit
lightning	surprise	0.594	Blitz
stupendous	surprise	0.594	erstaunlich
shrill	surprise	0.594	schrillen
mishap	surprise	0.594	Missgeschick
alerts	surprise	0.594	Warnungen
mysterious	surprise	0.586	mysteriös
randomly	surprise	0.586	nach dem Zufallsprinzip
wild	surprise	0.586	wild
deceit	surprise	0.586	Täuschung
bonus	surprise	0.586	Bonus
pitfall	surprise	0.586	Falle
uncanny	surprise	0.586	unheimlich
wondrous	surprise	0.586	wunderbar
premature	surprise	0.578	verfrüht
stagger	surprise	0.578	staffeln
rejoicing	surprise	0.578	Jubel
godsend	surprise	0.578	Geschenk des Himmels
jubilant	surprise	0.578	jubelnd
electric	surprise	0.578	elektrisch
raving	surprise	0.578	schwärmen
bizarre	surprise	0.578	bizarr
death	surprise	0.578	Tod
fluke	surprise	0.578	Fluke
oddity	surprise	0.578	Kuriosität
dynamic	surprise	0.570	dynamisch
dismay	surprise	0.570	Bestürzung
revenge	surprise	0.570	Rache
nefarious	surprise	0.562	schändlich
fascinate	surprise	0.562	faszinieren
jerk	surprise	0.562	Ruck
ecstatic	surprise	0.562	begeistert
reward	surprise	0.562	belohnen
uncover	surprise	0.562	aufdecken
reappear	surprise	0.562	wieder erscheinen
zany	surprise	0.555	verrückt
whim	surprise	0.555	Laune
thaumaturgy	surprise	0.555	thaumaturgie
conjure	surprise	0.555	zaubern
crescendo	surprise	0.555	Crescendo
rescue	surprise	0.547	Rettung
daze	surprise	0.547	Benommenheit
heroism	surprise	0.547	Heldentum
illuminate	surprise	0.547	erleuchten
winner	surprise	0.547	Gewinner
ejaculation	surprise	0.547	Ejakulation
thwart	surprise	0.547	vereiteln
rarity	surprise	0.547	Seltenheit
unbridled	surprise	0.547	ungezügelt
tantalizing	surprise	0.547	verlockend
punch	surprise	0.539	schlagen
cheer	surprise	0.539	jubeln
treason	surprise	0.539	Verrat
violation	surprise	0.539	Verstoß
celebration	surprise	0.539	Feier
illusion	surprise	0.539	Illusion
marvel	surprise	0.539	Wunder
lucky	surprise	0.539	Glücklich
lunge	surprise	0.539	Ausfallschritt
interrupt	surprise	0.539	unterbrechen
insult	surprise	0.539	Beleidigung
concealed	surprise	0.531	verborgen
snag	surprise	0.531	Haken
sensation	surprise	0.531	Sensation
banger	surprise	0.531	Knaller
fearfully	surprise	0.531	ängstlich
affront	surprise	0.531	Beleidigung
jest	surprise	0.531	Scherz
undiscovered	surprise	0.523	unentdeckt
liberate	surprise	0.523	befreien
veer	surprise	0.523	abbiegen
abandonment	surprise	0.523	Aufgabe
immediacy	surprise	0.523	Unmittelbarkeit
improvise	surprise	0.523	improvisieren
victimized	surprise	0.523	schikaniert
scorpion	surprise	0.523	Skorpion
majestic	surprise	0.523	majestätisch
wonder	surprise	0.523	sich fragen
rejoice	surprise	0.523	jubeln
tickle	surprise	0.516	kitzeln
chance	surprise	0.516	Chance
yelp	surprise	0.516	jaulen
howl	surprise	0.516	heulen
stealthily	surprise	0.516	heimlich
unintentionally	surprise	0.508	unbeabsichtigt
magnificent	surprise	0.508	herrlich
reflex	surprise	0.508	Reflex
garish	surprise	0.508	grell
transcendence	surprise	0.508	Transzendenz
rave	surprise	0.508	Rave
luck	surprise	0.508	Glück
swerve	surprise	0.508	Effet
pop	surprise	0.508	Pop
enliven	surprise	0.500	beleben
slayer	surprise	0.500	Jägerin
remarkable	surprise	0.500	bemerkenswert
infrequent	surprise	0.500	selten
pang	surprise	0.500	Stich
erotic	surprise	0.500	erotisch
misbehavior	surprise	0.500	Fehlverhalten
diversion	surprise	0.500	Umleitung
heroic	surprise	0.500	heroisch
alertness	surprise	0.500	Wachsamkeit
marvelous	surprise	0.500	wunderbar
fainting	surprise	0.500	Ohnmacht
embarrassment	surprise	0.500	Verlegenheit
nab	surprise	0.492	schnappen
birthday	surprise	0.492	Geburtstag
camouflage	surprise	0.492	Tarnung
unutterable	surprise	0.492	unaussprechlich
chimera	surprise	0.492	Chimäre
trump	surprise	0.492	Trumpf
decoy	surprise	0.492	Köder
infarct	surprise	0.492	Infarkt
greatness	surprise	0.492	ehrgeizig
exigent	surprise	0.492	anspruchsvoll
prick	surprise	0.484	stechen
variable	surprise	0.484	Variable
curiosity	surprise	0.484	Neugier
daemon	surprise	0.484	Dämon
inexpressible	surprise	0.484	unaussprechlich
magician	surprise	0.484	Zauberer
underestimate	surprise	0.484	unterschätzen
fanfare	surprise	0.484	Fanfare
horde	surprise	0.484	Horde
zeal	surprise	0.484	Eifer
incident	surprise	0.477	Vorfall
illumination	surprise	0.477	Erleuchtung
chicane	surprise	0.477	Schikane
sneeze	surprise	0.477	niesen
subversive	surprise	0.477	subversiv
gawk	surprise	0.477	gaffen
fortune	surprise	0.477	Reichtum
strange	surprise	0.477	seltsam
dreadfully	surprise	0.477	schrecklich
unguarded	surprise	0.477	unbewacht
prowl	surprise	0.469	herumschleichen
reversal	surprise	0.469	Umkehrung
wizard	surprise	0.469	Magier
rapid	surprise	0.469	schnell
leery	surprise	0.469	misstrauisch
break	surprise	0.461	Unterbrechung
slip	surprise	0.461	Unterhose
divergent	surprise	0.461	abweichend
hilarious	surprise	0.461	urkomisch
coincidence	surprise	0.461	Zufall
subito	surprise	0.461	subito
overestimate	surprise	0.453	überschätzen
ordeal	surprise	0.453	Tortur
evanescence	surprise	0.453	Vergänglichkeit
merriment	surprise	0.453	Heiterkeit
raffle	surprise	0.453	verlosen
winning	surprise	0.453	gewinnen
wonderful	surprise	0.453	wunderbar
hoax	surprise	0.453	Falschmeldung
confession	surprise	0.453	Geständnis
splendid	surprise	0.445	prächtig
stound	surprise	0.445	stehen
perchance	surprise	0.445	vielleicht
excel	surprise	0.445	übertreffen
enthusiast	surprise	0.445	Enthusiast
gambling	surprise	0.445	Glücksspiel
feat	surprise	0.445	Kunststück
laughter	surprise	0.445	Lachen
brighten	surprise	0.438	aufhellen
unique	surprise	0.438	einzigartig
senseless	surprise	0.438	sinnlos
changeable	surprise	0.438	veränderbar
splendor	surprise	0.438	Pracht
rapt	surprise	0.438	verzückt
unintentional	surprise	0.438	unbeabsichtigt
fascination	surprise	0.430	Faszination
trepidation	surprise	0.430	Angst
lawsuit	surprise	0.430	Klage
gift	surprise	0.430	Geschenk
stealthy	surprise	0.430	heimlich
fiesta	surprise	0.430	Fest
intrigue	surprise	0.430	Intrigen
delighted	surprise	0.430	erfreut
judgment	surprise	0.422	Beurteilung
stealth	surprise	0.422	Heimlichkeit
enchant	surprise	0.422	verzaubern
originality	surprise	0.422	Originalität
riddle	surprise	0.422	Rätsel
quicksilver	surprise	0.422	Quecksilber
illegitimate	surprise	0.414	illegitim
experiment	surprise	0.414	Experiment
elusive	surprise	0.414	schwer fassbar
syncope	surprise	0.414	Synkope
liberation	surprise	0.414	Befreiung
spirits	surprise	0.414	Spirituosen
perjury	surprise	0.414	Meineid
veracity	surprise	0.414	Richtigkeit
parade	surprise	0.406	Parade
applause	surprise	0.406	Beifall
inspired	surprise	0.406	inspiriert
allure	surprise	0.406	locken
eager	surprise	0.406	erpicht
gambler	surprise	0.406	Spieler
fete	surprise	0.406	Fest
divorce	surprise	0.398	Scheidung
guess	surprise	0.398	erraten
princely	surprise	0.398	fürstlich
burlesque	surprise	0.398	Burleske
secrecy	surprise	0.398	Geheimhaltung
incontinence	surprise	0.391	Inkontinenz
peri	surprise	0.391	Peri
cheerful	surprise	0.391	gut gelaunt
hermaphrodite	surprise	0.391	Zwitter
supremacy	surprise	0.391	Vorherrschaft
aspiration	surprise	0.391	Aspiration
buck	surprise	0.383	Bock
lose	surprise	0.383	verlieren
cadaver	surprise	0.383	Leiche
crowning	surprise	0.383	Krönung
praiseworthy	surprise	0.383	lobenswert
inheritance	surprise	0.383	Nachlass
score	surprise	0.383	Punktzahl
gulp	surprise	0.375	Schluck
camouflaged	surprise	0.375	getarnt
advance	surprise	0.375	Vorauszahlung
succeed	surprise	0.375	erfolgreich
frisky	surprise	0.375	munter
mystic	surprise	0.375	Mystiker
compliment	surprise	0.375	Kompliment
hope	surprise	0.367	Hoffnung
joker	surprise	0.367	Joker
sparkle	surprise	0.367	funkeln
excavation	surprise	0.367	Ausgrabung
sensual	surprise	0.367	sinnlich
entertainment	surprise	0.359	Entertainment
feeling	surprise	0.359	Gefühl
modify	surprise	0.352	ändern
blessings	surprise	0.352	Segen
newcomer	surprise	0.352	Neuling
obit	surprise	0.352	obit
postponement	surprise	0.352	Verschiebung
award	surprise	0.352	vergeben
clown	surprise	0.352	Clown
highest	surprise	0.344	höchste
hero	surprise	0.344	Held
glorify	surprise	0.344	verherrlichen
proficiency	surprise	0.344	Kompetenz
start	surprise	0.344	Anfang
wonderfully	surprise	0.344	wunderbar
celebrity	surprise	0.344	Berühmtheit
rekindle	surprise	0.336	wieder entfachen
optimism	surprise	0.336	Optimismus
sanctify	surprise	0.336	heiligen
unbeaten	surprise	0.336	ungeschlagen
prodigious	surprise	0.336	erstaunlich
grin	surprise	0.336	Grinsen
memorable	surprise	0.336	unvergesslich
warned	surprise	0.336	gewarnt
dissolution	surprise	0.336	Auflösung
hypertrophy	surprise	0.328	Hypertrophie
admiration	surprise	0.328	Bewunderung
examination	surprise	0.320	Untersuchung
angel	surprise	0.320	Engel
present	surprise	0.320	gegenwärtig
catch	surprise	0.320	Fang
hap	surprise	0.320	glück
saint	surprise	0.312	Heilige
embrace	surprise	0.312	Umarmung
flirt	surprise	0.312	Flirt
puma	surprise	0.312	Puma
kiss	surprise	0.312	Kuss
liberty	surprise	0.312	Freiheit
scrimmage	surprise	0.312	Gedrängel
treat	surprise	0.312	behandeln
inaffable	surprise	0.312	unerträglich
occasional	surprise	0.312	gelegentlich
dismissal	surprise	0.312	Entlassung
perfection	surprise	0.305	Perfektion
saintly	surprise	0.305	heilig
gratify	surprise	0.305	befriedigen
generosity	surprise	0.305	Großzügigkeit
sally	surprise	0.305	Ausfall
palpable	surprise	0.297	spürbar
finally	surprise	0.297	endlich
differently	surprise	0.297	anders
polarity	surprise	0.297	Polarität
ceremony	surprise	0.297	Zeremonie
favorable	surprise	0.297	günstig
larger	surprise	0.297	größer
warn	surprise	0.297	warnen
medal	surprise	0.289	Medaille
romance	surprise	0.289	Romantik
inviting	surprise	0.289	einladend
greeting	surprise	0.289	Gruß
resignation	surprise	0.281	Rücktritt
accolade	surprise	0.281	Akkolade
labor	surprise	0.281	Arbeit
candid	surprise	0.281	offen
trip	surprise	0.281	Reise
stare	surprise	0.273	starren
admire	surprise	0.266	bewundern
glimmer	surprise	0.266	Glimmer
playful	surprise	0.266	spielerisch
somatic	surprise	0.266	somatisch
festival	surprise	0.266	Festival
mimicry	surprise	0.266	Mimikry
insolvency	surprise	0.266	Insolvenz
immerse	surprise	0.266	tauchen
invite	surprise	0.266	einladen
compensate	surprise	0.266	kompensieren
receiving	surprise	0.258	Empfang
complement	surprise	0.258	ergänzen
chuckle	surprise	0.258	Kichern
laugh	surprise	0.258	Lachen
hypothesis	surprise	0.258	Hypothese
honeymoon	surprise	0.250	Flitterwochen
opera	surprise	0.242	Oper
pleasant	surprise	0.242	angenehm
marry	surprise	0.242	heiraten
independence	surprise	0.242	Unabhängigkeit
chant	surprise	0.234	Gesang
holiness	surprise	0.234	Heiligkeit
assessment	surprise	0.234	Bewertung
rhythmical	surprise	0.234	rhythmisch
hopeful	surprise	0.234	hoffnungsvoll
leave	surprise	0.234	verlassen
trophy	surprise	0.234	Trophäe
deal	surprise	0.227	handeln
procession	surprise	0.227	Prozession
placard	surprise	0.227	Plakat
shopping	surprise	0.219	Einkaufen
musical	surprise	0.219	Musical
cherish	surprise	0.219	wertschätzen
good	surprise	0.219	gut
dawn	surprise	0.211	Dämmerung
simplify	surprise	0.211	vereinfachen
shell	surprise	0.211	Hülse
morals	surprise	0.203	Moral
money	surprise	0.203	Geld
nullify	surprise	0.203	annullieren
purity	surprise	0.203	Reinheit
sweet	surprise	0.203	süß
synchronize	surprise	0.195	synchronisieren
precious	surprise	0.195	kostbar
humanitarian	surprise	0.195	humanitär
preservative	surprise	0.195	Konservierungsmittel
unfulfilled	surprise	0.195	unerfüllt
obliging	surprise	0.188	gefällig
singularly	surprise	0.188	einzeln
graduation	surprise	0.180	Abschluss
foresee	surprise	0.180	voraussehen
pray	surprise	0.180	beten
lovely	surprise	0.180	schön
thirst	surprise	0.172	Durst
mouth	surprise	0.172	Mund
youth	surprise	0.172	Jugend
sun	surprise	0.172	Sonne
art	surprise	0.172	Kunst
goodness	surprise	0.164	Güte
latent	surprise	0.156	latent
visor	surprise	0.156	Visier
overdue	surprise	0.156	überfällig
practiced	surprise	0.156	geübt
loyal	surprise	0.148	treu
expect	surprise	0.148	erwarten von
wireless	surprise	0.148	kabellos
destination	surprise	0.148	Ziel
infant	surprise	0.141	Kleinkind
cream	surprise	0.141	Creme
slush	surprise	0.141	Matsch
quote	surprise	0.141	zitieren
playground	surprise	0.133	Spielplatz
vote	surprise	0.125	Abstimmung
teach	surprise	0.125	unterrichten
organization	surprise	0.125	Organisation
dolphin	surprise	0.117	Delfin
weight	surprise	0.117	Gewicht
smile	surprise	0.117	lächeln
sisterhood	surprise	0.109	Schwesternschaft
cable	surprise	0.109	Kabel
sunny	surprise	0.102	sonnig
steady	surprise	0.094	stetig
peaceful	surprise	0.086	friedlich
spa	surprise	0.086	Spa
leisure	surprise	0.086	Freizeit
picnic	surprise	0.078	Picknick
tree	surprise	0.078	Baum
worm	surprise	0.055	Wurm
truthfulness	trust	0.906	Wahrhaftigkeit
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	vertrauenswürdig
honor	trust	0.844	ehren
honesty	trust	0.844	Ehrlichkeit
honest	trust	0.844	ehrlich
truth	trust	0.844	Wahrheit
truthful	trust	0.836	wahrheitsgemäß
trusting	trust	0.836	vertrauend
brotherhood	trust	0.820	Bruderschaft
entrust	trust	0.812	anvertrauen
committed	trust	0.805	engagiert sein
loyalty	trust	0.805	Loyalität
integrity	trust	0.805	Integrität
honorable	trust	0.805	ehrenwert
trust	trust	0.805	vertrauen
credibility	trust	0.805	Glaubwürdigkeit
faithful	trust	0.797	treu
sincere	trust	0.797	aufrichtig
partnership	trust	0.789	Partnerschaft
responsible	trust	0.789	verantwortlich
true	trust	0.789	Stimmt
wisdom	trust	0.789	Weisheit
verification	trust	0.781	Überprüfung
cooperative	trust	0.781	Kooperative
vow	trust	0.781	Gelübde
oath	trust	0.781	Eid
respectable	trust	0.773	respektabel
sisterhood	trust	0.773	Schwesternschaft
hero	trust	0.773	Held
credible	trust	0.773	glaubwürdig
promise	trust	0.773	versprechen
verified	trust	0.773	verifiziert
qualified	trust	0.766	qualifiziert
authentication	trust	0.766	Authentifizierung
respected	trust	0.766	respektierte
compassion	trust	0.759	Mitgefühl
approval	trust	0.758	die Genehmigung
moral	trust	0.758	Moral-
reliability	trust	0.758	Verlässlichkeit
trusts	trust	0.758	Vertrauenswürdige
safekeeping	trust	0.758	Verwahrung
reputable	trust	0.758	seriös
love	trust	0.758	Liebe
friend	trust	0.750	Freund
stable	trust	0.750	stabil
authentic	trust	0.750	authentisch
competence	trust	0.750	Kompetenz
safeguard	trust	0.750	sichern
companion	trust	0.750	Begleiter
advised	trust	0.750	geraten
respect	trust	0.750	Respekt
loyal	trust	0.750	treu
genuine	trust	0.750	echt
friendships	trust	0.750	vertraut
ally	trust	0.750	Verbündete
proven	trust	0.742	bewährt
freedom	trust	0.742	Freiheit
respects	trust	0.742	respektiert
accepting	trust	0.742	Freundschaften
faith	trust	0.742	Glaube
wholesome	trust	0.742	gesund
heartfelt	trust	0.734	herzlich
unification	trust	0.734	Vereinigung
confirmation	trust	0.734	Bestätigung
protecting	trust	0.734	schützen
reassurance	trust	0.734	Beruhigung
trustee	trust	0.734	Treuhänder
supporter	trust	0.734	Fan
respectful	trust	0.734	respektvoll
admirable	trust	0.734	bewundernswert
fact	trust	0.727	Tatsache
friendship	trust	0.727	Freundschaft
partners	trust	0.727	akzeptieren
confidentially	trust	0.727	vertraulich
confident	trust	0.727	zuversichtlich
equality	trust	0.727	Gleichberechtigung
alliance	trust	0.727	Allianz
credential	trust	0.727	Ausweis
believing	trust	0.727	glauben
excellence	trust	0.727	Exzellenz
agreement	trust	0.727	Zustimmung
closeness	trust	0.719	Nähe
authenticate	trust	0.719	authentifizieren
virtuous	trust	0.719	tugendhaft
intelligence	trust	0.719	Intelligenz
kindred	trust	0.719	Verwandtschaft
virtue	trust	0.719	Tugend
honored	trust	0.719	geehrt
justice	trust	0.711	Gerechtigkeit
charitable	trust	0.711	wohltätig
determination	trust	0.711	Festlegung
creditable	trust	0.711	anrechenbar
consistency	trust	0.711	Konsistenz
allegiance	trust	0.711	Treue
cooperation	trust	0.711	Zusammenarbeit
guarantee	trust	0.711	Garantie
dedication	trust	0.711	Widmung
straightforward	trust	0.711	einfach
cooperating	trust	0.711	kooperieren
reliable	trust	0.703	zuverlässig
nurture	trust	0.703	nähren
mother	trust	0.703	Mutter
fulfilled	trust	0.703	erfüllt
admiration	trust	0.703	Bewunderung
mentor	trust	0.703	Mentor
guardianship	trust	0.703	Vormundschaft
assurance	trust	0.703	Sicherheit
morality	trust	0.703	Moral
motherhood	trust	0.703	Mutterschaft
innocent	trust	0.703	unschuldig
reverence	trust	0.703	Ehrfurcht
sanctuary	trust	0.703	Zuflucht
friendliness	trust	0.703	Freundlichkeit
prepared	trust	0.703	bereit
admire	trust	0.703	bewundern
protected	trust	0.703	geschützt
proof	trust	0.703	nachweisen
bodyguard	trust	0.695	Leibwächter
skillful	trust	0.695	geschickt
marriage	trust	0.695	die Ehe
allied	trust	0.695	verbündet
morals	trust	0.695	Moral
humanitarian	trust	0.695	humanitär
pact	trust	0.695	Pakt
courage	trust	0.695	Mut
accountable	trust	0.695	verantwortlich
agreeable	trust	0.695	angenehm
united	trust	0.695	vereinigt
indestructible	trust	0.695	unzerstörbar
approving	trust	0.695	genehmigen
guardian	trust	0.695	Wächter
compassionate	trust	0.695	mitfühlend
scientist	trust	0.695	Wissenschaftler
certified	trust	0.695	zertifiziert
pledge	trust	0.688	versprechen
adviser	trust	0.688	Berater
authenticity	trust	0.688	Authentizität
understanding	trust	0.688	Verständnis
secure	trust	0.688	sicher
guidance	trust	0.688	Orientierungshilfe
monogamy	trust	0.688	Monogamie
valor	trust	0.688	Tapferkeit
solidity	trust	0.688	Solidität
perfection	trust	0.688	Perfektion
believed	trust	0.688	geglaubt
humanity	trust	0.688	Menschheit
justifiable	trust	0.688	gerechtfertigt
competent	trust	0.688	kompetent
esteem	trust	0.688	Wertschätzung
protector	trust	0.680	Schutz
inspire	trust	0.680	inspirieren
hope	trust	0.680	Hoffnung
strongest	trust	0.680	Partner
expertise	trust	0.680	Sachverstand
humble	trust	0.680	bescheiden
indivisible	trust	0.680	unteilbar
official	trust	0.680	offiziell
affirm	trust	0.680	bestätigen
familiarity	trust	0.680	Vertrautheit
confirmed	trust	0.680	Bestätigt
diligence	trust	0.680	Sorgfalt
grandfather	trust	0.680	Großvater
advocacy	trust	0.680	Interessenvertretung
goodness	trust	0.680	Güte
commendable	trust	0.680	lobenswert
acceptance	trust	0.680	Annahme
diplomatic	trust	0.680	diplomatisch
