English Word	Emotion	Emotion-Intensity-Score	Turkish Word
alerts	surprise	0.594	uyarılar
mysterious	surprise	0.586	gizemli
randomly	surprise	0.586	rastgele
wild	surprise	0.586	vahşi
deceit	surprise	0.586	aldatma
bonus	surprise	0.586	bonus
pitfall	surprise	0.586	tuzak
uncanny	surprise	0.586	tekinsiz
wondrous	surprise	0.586	harika
premature	surprise	0.578	erken
stagger	surprise	0.578	sendelemek
rejoicing	surprise	0.578	sevindirici
godsend	surprise	0.578	nimet
jubilant	surprise	0.578	sevinçli
electric	surprise	0.578	elektrik
raving	surprise	0.578	çılgın
bizarre	surprise	0.578	tuhaf
death	surprise	0.578	ölüm
fluke	surprise	0.578	şans
oddity	surprise	0.578	tuhaflık
dynamic	surprise	0.570	dinamik
dismay	surprise	0.570	dehşet
revenge	surprise	0.570	intikam
nefarious	surprise	0.562	hain
fascinate	surprise	0.562	cezbetmek
jerk	surprise	0.562	sarsmak
ecstatic	surprise	0.562	mest olmus
reward	surprise	0.562	ödül
uncover	surprise	0.562	ortaya çıkarmak
reappear	surprise	0.562	yeniden ortaya çıkmak
zany	surprise	0.555	çılgın
whim	surprise	0.555	heves
thaumaturgy	surprise	0.555	taumaturji
conjure	surprise	0.555	çağrı yapmak
crescendo	surprise	0.555	kreşendo
rescue	surprise	0.547	kurtarmak
daze	surprise	0.547	şaşkınlık
heroism	surprise	0.547	kahramanlık
illuminate	surprise	0.547	aydınlatmak
winner	surprise	0.547	kazanan
ejaculation	surprise	0.547	boşalma
thwart	surprise	0.547	engellemek
rarity	surprise	0.547	nadir
unbridled	surprise	0.547	dizginsiz
tantalizing	surprise	0.547	baştan çıkarıcı
punch	surprise	0.539	yumruk
cheer	surprise	0.539	tezahürat
treason	surprise	0.539	ihanet
violation	surprise	0.539	ihlal
celebration	surprise	0.539	kutlama
illusion	surprise	0.539	yanılsama
marvel	surprise	0.539	hayret
lucky	surprise	0.539	şanslı
lunge	surprise	0.539	hamle
interrupt	surprise	0.539	yarıda kesmek
insult	surprise	0.539	hakaret etmek
concealed	surprise	0.531	gizli
snag	surprise	0.531	budak
sensation	surprise	0.531	duygu
banger	surprise	0.531	vurucu
fearfully	surprise	0.531	korkuyla
affront	surprise	0.531	hakaret
jest	surprise	0.531	alay
undiscovered	surprise	0.523	keşfedilmemiş
liberate	surprise	0.523	özgürleştirmek
veer	surprise	0.523	saptırmak
abandonment	surprise	0.523	terk etme
immediacy	surprise	0.523	aciliyet
improvise	surprise	0.523	doğaçlama yapmak
victimized	surprise	0.523	kurban
scorpion	surprise	0.523	akrep
majestic	surprise	0.523	görkemli
wonder	surprise	0.523	merak etmek
rejoice	surprise	0.523	sevinmek
tickle	surprise	0.516	gıdıklamak
chance	surprise	0.516	şans
yelp	surprise	0.516	havlama
howl	surprise	0.516	uluma
stealthily	surprise	0.516	gizlice
unintentionally	surprise	0.508	istemeden
magnificent	surprise	0.508	muhteşem
reflex	surprise	0.508	refleks
garish	surprise	0.508	cafcaflı
transcendence	surprise	0.508	aşkınlık
rave	surprise	0.508	çılgına çevirmek
luck	surprise	0.508	şans
swerve	surprise	0.508	sapmak
pop	surprise	0.508	pop
enliven	surprise	0.500	canlandırmak
slayer	surprise	0.500	avcı
remarkable	surprise	0.500	dikkat çekici
infrequent	surprise	0.500	seyrek
pang	surprise	0.500	sancı
erotic	surprise	0.500	erotik
misbehavior	surprise	0.500	yanlış davranış
diversion	surprise	0.500	saptırma
heroic	surprise	0.500	kahramanca
alertness	surprise	0.500	uyanıklık
marvelous	surprise	0.500	harika
fainting	surprise	0.500	bayılma
embarrassment	surprise	0.500	utanç
nab	surprise	0.492	yakalamak
birthday	surprise	0.492	doğum günü
camouflage	surprise	0.492	kamuflaj
unutterable	surprise	0.492	anlatılmaz
chimera	surprise	0.492	kimera
trump	surprise	0.492	koz
decoy	surprise	0.492	yem
infarct	surprise	0.492	enfarktüs
greatness	surprise	0.492	büyüklük
exigent	surprise	0.492	acil
prick	surprise	0.484	dikmek
variable	surprise	0.484	değişken
curiosity	surprise	0.484	merak
daemon	surprise	0.484	arka plan programı
inexpressible	surprise	0.484	ifade edilemez
magician	surprise	0.484	büyücü
underestimate	surprise	0.484	Azımsamak
fanfare	surprise	0.484	tantana
horde	surprise	0.484	kalabalık
zeal	surprise	0.484	gayret
incident	surprise	0.477	olay
illumination	surprise	0.477	aydınlatma
chicane	surprise	0.477	şike
sneeze	surprise	0.477	hapşırmak
subversive	surprise	0.477	yıkıcı
gawk	surprise	0.477	gawk
fortune	surprise	0.477	talih
strange	surprise	0.477	garip
dreadfully	surprise	0.477	korkunç bir şekilde
unguarded	surprise	0.477	korumasız
prowl	surprise	0.469	sinsi sinsi dolaşmak
reversal	surprise	0.469	tersine çevirme
wizard	surprise	0.469	sihirbaz
rapid	surprise	0.469	ani
leery	surprise	0.469	temkinli
break	surprise	0.461	kırmak
slip	surprise	0.461	kayma
divergent	surprise	0.461	farklı
hilarious	surprise	0.461	gülünç
coincidence	surprise	0.461	tesadüf
subito	surprise	0.461	alt yazı
overestimate	surprise	0.453	abartmak
ordeal	surprise	0.453	çile
evanescence	surprise	0.453	yok olma
merriment	surprise	0.453	neşe
raffle	surprise	0.453	çekiliş
winning	surprise	0.453	kazanan
wonderful	surprise	0.453	müthiş
hoax	surprise	0.453	şaka
confession	surprise	0.453	itiraf
splendid	surprise	0.445	görkemli
stound	surprise	0.445	afallamak
perchance	surprise	0.445	şans
excel	surprise	0.445	mükemmel
enthusiast	surprise	0.445	meraklı
gambling	surprise	0.445	kumar
feat	surprise	0.445	başarı
laughter	surprise	0.445	kahkaha
brighten	surprise	0.438	aydınlatmak
unique	surprise	0.438	benzersiz
senseless	surprise	0.438	anlamsız
changeable	surprise	0.438	değiştirilebilir
splendor	surprise	0.438	ihtişam
rapt	surprise	0.438	kendinden geçmiş
unintentional	surprise	0.438	kasıtsız
fascination	surprise	0.430	büyüleyici
trepidation	surprise	0.430	dehşet
lawsuit	surprise	0.430	dava
gift	surprise	0.430	hediye
stealthy	surprise	0.430	gizli
fiesta	surprise	0.430	şenlik
intrigue	surprise	0.430	entrika
delighted	surprise	0.430	memnun
judgment	surprise	0.422	yargı
stealth	surprise	0.422	gizli
enchant	surprise	0.422	büyü
originality	surprise	0.422	özgünlük
riddle	surprise	0.422	bilmece
quicksilver	surprise	0.422	cıva
illegitimate	surprise	0.414	gayri meşru
experiment	surprise	0.414	Deney
elusive	surprise	0.414	zor
syncope	surprise	0.414	senkop
liberation	surprise	0.414	kurtuluş
spirits	surprise	0.414	ruhlar
perjury	surprise	0.414	yalan yere yemin etme
veracity	surprise	0.414	doğruluk
parade	surprise	0.406	geçit töreni
applause	surprise	0.406	alkış
inspired	surprise	0.406	esinlenilmiş
allure	surprise	0.406	cazibe
eager	surprise	0.406	istekli
gambler	surprise	0.406	kumarbaz
fete	surprise	0.406	bayram
divorce	surprise	0.398	boşanmak
guess	surprise	0.398	tahmin etmek
princely	surprise	0.398	prens
burlesque	surprise	0.398	burlesk
secrecy	surprise	0.398	gizlilik
incontinence	surprise	0.391	inkontinans
peri	surprise	0.391	peri
cheerful	surprise	0.391	neşeli
hermaphrodite	surprise	0.391	hermafrodit
supremacy	surprise	0.391	üstünlük
aspiration	surprise	0.391	aspirasyon
buck	surprise	0.383	para
lose	surprise	0.383	kaybetmek
cadaver	surprise	0.383	kadavra
crowning	surprise	0.383	taçlandırma
praiseworthy	surprise	0.383	övgüye değer
inheritance	surprise	0.383	miras
score	surprise	0.383	Puan
gulp	surprise	0.375	yudum
camouflaged	surprise	0.375	kamufle edilmiş
advance	surprise	0.375	ilerlemek
succeed	surprise	0.375	başarmak
frisky	surprise	0.375	enerjik
mystic	surprise	0.375	mistik
compliment	surprise	0.375	iltifat
hope	surprise	0.367	Ümit etmek
joker	surprise	0.367	joker
sparkle	surprise	0.367	ışıltı
excavation	surprise	0.367	kazı
sensual	surprise	0.367	şehvetli
entertainment	surprise	0.359	eğlence
feeling	surprise	0.359	his
modify	surprise	0.352	değiştirmek
blessings	surprise	0.352	nimetler
newcomer	surprise	0.352	yeni gelen
obit	surprise	0.352	ölüm
postponement	surprise	0.352	erteleme
award	surprise	0.352	ödül
clown	surprise	0.352	palyaço
highest	surprise	0.344	en yüksek
hero	surprise	0.344	kahraman
glorify	surprise	0.344	yüceltmek
proficiency	surprise	0.344	yeterlilik
start	surprise	0.344	Başlat
wonderfully	surprise	0.344	harika bir şekilde
celebrity	surprise	0.344	ünlü
rekindle	surprise	0.336	alevlendirmek
optimism	surprise	0.336	iyimserlik
sanctify	surprise	0.336	kutsallaştırmak
unbeaten	surprise	0.336	yenilmez
prodigious	surprise	0.336	olağanüstü
grin	surprise	0.336	sırıtış
memorable	surprise	0.336	unutulmaz
warned	surprise	0.336	uyardı
dissolution	surprise	0.336	çözülme
hypertrophy	surprise	0.328	hipertrofi
admiration	surprise	0.328	hayranlık
examination	surprise	0.320	muayene
angel	surprise	0.320	melek
present	surprise	0.320	Sunmak
catch	surprise	0.320	tutmak
hap	surprise	0.320	hap
saint	surprise	0.312	aziz
embrace	surprise	0.312	kucaklamak
flirt	surprise	0.312	flört
puma	surprise	0.312	puma
kiss	surprise	0.312	öpücük
liberty	surprise	0.312	özgürlük
scrimmage	surprise	0.312	hücum
treat	surprise	0.312	davranmak
inaffable	surprise	0.312	kabul edilemez
occasional	surprise	0.312	ara sıra
dismissal	surprise	0.312	işten çıkarma
perfection	surprise	0.305	mükemmellik
saintly	surprise	0.305	aziz
gratify	surprise	0.305	memnun etmek
generosity	surprise	0.305	cömertlik
sally	surprise	0.305	salla
palpable	surprise	0.297	elle tutulur
finally	surprise	0.297	en sonunda
differently	surprise	0.297	farklı
polarity	surprise	0.297	polarite
ceremony	surprise	0.297	tören
favorable	surprise	0.297	elverişli
larger	surprise	0.297	daha büyük
warn	surprise	0.297	uyarmak
medal	surprise	0.289	madalya
romance	surprise	0.289	romantik
inviting	surprise	0.289	davetkar
greeting	surprise	0.289	selamlama
resignation	surprise	0.281	istifa
accolade	surprise	0.281	övgü
labor	surprise	0.281	iş gücü
candid	surprise	0.281	samimi
trip	surprise	0.281	seyahat
stare	surprise	0.273	dik dik bakmak
admire	surprise	0.266	beğenmek
glimmer	surprise	0.266	parıltı
playful	surprise	0.266	eğlenceli
somatic	surprise	0.266	somatik
festival	surprise	0.266	Festival
mimicry	surprise	0.266	taklit
insolvency	surprise	0.266	iflas
immerse	surprise	0.266	daldırmak
invite	surprise	0.266	Davet et
compensate	surprise	0.266	tazmin etmek
receiving	surprise	0.258	alma
complement	surprise	0.258	Tamamlayıcı
chuckle	surprise	0.258	kıkırdama
laugh	surprise	0.258	kahkaha
hypothesis	surprise	0.258	hipotez
honeymoon	surprise	0.250	balayı
opera	surprise	0.242	opera
pleasant	surprise	0.242	güzel
marry	surprise	0.242	evlenmek
independence	surprise	0.242	bağımsızlık
chant	surprise	0.234	ilahi
holiness	surprise	0.234	kutsallık
assessment	surprise	0.234	değerlendirme
rhythmical	surprise	0.234	ritmik
hopeful	surprise	0.234	umutlu
leave	surprise	0.234	ayrılmak
trophy	surprise	0.234	ganimet
deal	surprise	0.227	anlaştık mı
procession	surprise	0.227	alayı
placard	surprise	0.227	afiş
shopping	surprise	0.219	alışveriş
musical	surprise	0.219	müzikal
cherish	surprise	0.219	beslemek
good	surprise	0.219	iyi
dawn	surprise	0.211	şafak
simplify	surprise	0.211	basitleştirmek
shell	surprise	0.211	kabuk
morals	surprise	0.203	ahlak
money	surprise	0.203	para
nullify	surprise	0.203	geçersiz kılmak
purity	surprise	0.203	saflık
sweet	surprise	0.203	tatlı
synchronize	surprise	0.195	senkronize etmek
precious	surprise	0.195	değerli
humanitarian	surprise	0.195	insancıl
preservative	surprise	0.195	koruyucu
unfulfilled	surprise	0.195	yerine getirilmemiş
obliging	surprise	0.188	mecbur
singularly	surprise	0.188	tekil olarak
graduation	surprise	0.180	mezuniyet
foresee	surprise	0.180	öngörmek
pray	surprise	0.180	dua etmek
lovely	surprise	0.180	sevimli
thirst	surprise	0.172	susuzluk
mouth	surprise	0.172	ağız
youth	surprise	0.172	gençlik
sun	surprise	0.172	güneş
art	surprise	0.172	Sanat
goodness	surprise	0.164	iyilik
latent	surprise	0.156	gizli
visor	surprise	0.156	vizör
overdue	surprise	0.156	gecikmiş
practiced	surprise	0.156	uygulanmış
loyal	surprise	0.148	sadık
expect	surprise	0.148	beklemek
wireless	surprise	0.148	kablosuz
destination	surprise	0.148	hedef
infant	surprise	0.141	bebek
cream	surprise	0.141	krem
slush	surprise	0.141	sulu kar
quote	surprise	0.141	alıntı
playground	surprise	0.133	oyun alanı
vote	surprise	0.125	oy
teach	surprise	0.125	öğretmek
organization	surprise	0.125	organizasyon
dolphin	surprise	0.117	Yunus
weight	surprise	0.117	ağırlık
smile	surprise	0.117	gülümsemek
sisterhood	surprise	0.109	kardeşlik
cable	surprise	0.109	kablo
sunny	surprise	0.102	güneşli
steady	surprise	0.094	istikrarlı
peaceful	surprise	0.086	huzurlu
spa	surprise	0.086	spa
leisure	surprise	0.086	boş vakit
picnic	surprise	0.078	piknik
tree	surprise	0.078	ağaç
worm	surprise	0.055	solucan
truthfulness	trust	0.906	doğruluk
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	güvenilir
honor	trust	0.844	Onur
honesty	trust	0.844	dürüstlük
honest	trust	0.844	açık sözlü
truth	trust	0.844	gerçek
truthful	trust	0.836	dürüst
trusting	trust	0.836	güvenen
brotherhood	trust	0.820	kardeşlik
entrust	trust	0.812	emanet etmek
committed	trust	0.805	bağlılık
loyalty	trust	0.805	bağlılık
integrity	trust	0.805	bütünlük
honorable	trust	0.805	onurlu
trust	trust	0.805	güven
credibility	trust	0.805	güvenilirlik
faithful	trust	0.797	sadık
sincere	trust	0.797	içten
partnership	trust	0.789	ortaklık
responsible	trust	0.789	sorumlu
true	trust	0.789	doğru
wisdom	trust	0.789	bilgelik
verification	trust	0.781	doğrulama
cooperative	trust	0.781	kooperatif
vow	trust	0.781	yemin
oath	trust	0.781	yemin
respectable	trust	0.773	saygın
sisterhood	trust	0.773	kardeşlik
hero	trust	0.773	kahraman
credible	trust	0.773	güvenilir
promise	trust	0.773	söz vermek
verified	trust	0.773	doğrulandı
qualified	trust	0.766	nitelikli
authentication	trust	0.766	kimlik doğrulama
respected	trust	0.766	saygın
compassion	trust	0.759	merhamet
approval	trust	0.758	onay
moral	trust	0.758	ahlaki
reliability	trust	0.758	güvenilirlik
trusts	trust	0.758	güvenilir
safekeeping	trust	0.758	koruma
reputable	trust	0.758	saygın
love	trust	0.758	aşk
friend	trust	0.750	arkadaş
stable	trust	0.750	kararlı
authentic	trust	0.750	otantik
competence	trust	0.750	yeterlilik
safeguard	trust	0.750	korumak
companion	trust	0.750	Arkadaş
advised	trust	0.750	tavsiye
respect	trust	0.750	saygı
loyal	trust	0.750	sadık
genuine	trust	0.750	eşsiz
friendships	trust	0.750	güvenir
ally	trust	0.750	müttefik
proven	trust	0.742	kanıtlanmış
freedom	trust	0.742	özgürlük
respects	trust	0.742	saygılar
accepting	trust	0.742	dostluklar
faith	trust	0.742	inanç
wholesome	trust	0.742	sağlıklı
heartfelt	trust	0.734	yürekten
unification	trust	0.734	birleşme
confirmation	trust	0.734	Onayla
protecting	trust	0.734	korumak
reassurance	trust	0.734	güvence
trustee	trust	0.734	mütevelli
supporter	trust	0.734	destekçi
respectful	trust	0.734	saygılı
admirable	trust	0.734	takdire şayan
fact	trust	0.727	hakikat
friendship	trust	0.727	dostluk
partners	trust	0.727	kabul etmek
confidentially	trust	0.727	gizlice
confident	trust	0.727	kendinden emin
equality	trust	0.727	eşitlik
alliance	trust	0.727	ittifak
credential	trust	0.727	Kimlik
believing	trust	0.727	inanmak
excellence	trust	0.727	mükemmellik
agreement	trust	0.727	anlaşma
closeness	trust	0.719	yakınlık
authenticate	trust	0.719	kimlik doğrulamak
virtuous	trust	0.719	erdemli
intelligence	trust	0.719	istihbarat
kindred	trust	0.719	akraba
virtue	trust	0.719	Erdem
honored	trust	0.719	onur
justice	trust	0.711	adalet
charitable	trust	0.711	yardımsever
determination	trust	0.711	belirleme
creditable	trust	0.711	güvenilir
consistency	trust	0.711	tutarlılık
allegiance	trust	0.711	bağlılık
cooperation	trust	0.711	işbirliği
guarantee	trust	0.711	garanti
dedication	trust	0.711	özveri
straightforward	trust	0.711	basit
cooperating	trust	0.711	işbirliği yapmak
reliable	trust	0.703	güvenilir
nurture	trust	0.703	beslemek
mother	trust	0.703	anne
fulfilled	trust	0.703	yerine getirilmiştir
admiration	trust	0.703	hayranlık
mentor	trust	0.703	akıl hocası
guardianship	trust	0.703	vesayet
assurance	trust	0.703	güvence
morality	trust	0.703	ahlak
motherhood	trust	0.703	annelik
innocent	trust	0.703	masum
reverence	trust	0.703	hürmet
sanctuary	trust	0.703	barınak
friendliness	trust	0.703	dostluk
prepared	trust	0.703	tedarikli
admire	trust	0.703	beğenmek
protected	trust	0.703	korumalı
proof	trust	0.703	kanıt
bodyguard	trust	0.695	koruma
skillful	trust	0.695	becerikli
marriage	trust	0.695	evlilik
allied	trust	0.695	müttefik
morals	trust	0.695	ahlak
humanitarian	trust	0.695	insancıl
pact	trust	0.695	anlaşma
courage	trust	0.695	cesaret
accountable	trust	0.695	sorumlu
agreeable	trust	0.695	hoş
united	trust	0.695	Birleşik
indestructible	trust	0.695	yıkılmaz
approving	trust	0.695	onaylayan
guardian	trust	0.695	Muhafız
compassionate	trust	0.695	şefkatli
scientist	trust	0.695	Bilim insanı
certified	trust	0.695	sertifikalı
pledge	trust	0.688	rehin
adviser	trust	0.688	danışman
authenticity	trust	0.688	özgünlük
understanding	trust	0.688	anlayış
secure	trust	0.688	güvenli
guidance	trust	0.688	rehberlik
monogamy	trust	0.688	tek eşlilik
valor	trust	0.688	cesaret
solidity	trust	0.688	sağlamlık
perfection	trust	0.688	mükemmellik
believed	trust	0.688	inanılan
humanity	trust	0.688	insanlık
justifiable	trust	0.688	haklı
competent	trust	0.688	yetkili
esteem	trust	0.688	saygı
protector	trust	0.680	koruyucu
inspire	trust	0.680	ilham vermek
hope	trust	0.680	Ümit etmek
strongest	trust	0.680	ortaklar
expertise	trust	0.680	Uzmanlık
humble	trust	0.680	mütevazı
indivisible	trust	0.680	bölünmez
official	trust	0.680	resmi
affirm	trust	0.680	onaylamak
familiarity	trust	0.680	aşinalık
confirmed	trust	0.680	onaylanmış
diligence	trust	0.680	çalışkanlık
grandfather	trust	0.680	Büyük baba
advocacy	trust	0.680	savunuculuk
goodness	trust	0.680	iyilik
commendable	trust	0.680	övgüye değer
acceptance	trust	0.680	kabul
diplomatic	trust	0.680	diplomatik
leader	trust	0.680	Önder
confide	trust	0.680	güvenmek
agreeing	trust	0.680	anlaşmak
approve	trust	0.680	onaylamak
professional	trust	0.680	profesyonel
elders	trust	0.680	yaşlılar
confidential	trust	0.680	gizli
faultless	trust	0.672	kusursuz
believes	trust	0.672	kabul edilmiş
sanctify	trust	0.672	kutsallaştırmak
intelligent	trust	0.672	zeki
safe	trust	0.672	güvenli
accepted	trust	0.672	en güçlü
dignity	trust	0.672	itibar
unwavering	trust	0.672	sarsılmaz
encyclopedia	trust	0.672	ansiklopedi
mastery	trust	0.672	ustalık
cohesive	trust	0.672	bağlı
harmoniously	trust	0.672	uyumlu bir şekilde
benevolence	trust	0.672	iyilik
healing	trust	0.672	iyileştirme
accredited	trust	0.672	akredite
covenant	trust	0.672	Sözleşme
accountability	trust	0.664	Hesap verebilirlik
team	trust	0.664	takım
authority	trust	0.664	yetki
heroic	trust	0.664	kahramanca
reliance	trust	0.664	güven
expert	trust	0.664	uzman
communicate	trust	0.664	iletişim kurmak
spiritual	trust	0.664	manevi
impeccable	trust	0.664	kusursuz
specialist	trust	0.664	uzman
affirmatively	trust	0.664	olumlu olarak
proficient	trust	0.664	Yetkin
fulfillment	trust	0.664	yerine getirme
advocate	trust	0.664	savunucu
disciple	trust	0.664	mürit
attestation	trust	0.664	tasdik
merit	trust	0.664	liyakat
supporting	trust	0.664	destekleyici
ambassador	trust	0.664	büyükelçi
guidebook	trust	0.664	rehber kitap
accept	trust	0.664	kabul
strengthening	trust	0.661	güçlendirme
holiness	trust	0.656	kutsallık
facts	trust	0.656	Gerçekler
warranty	trust	0.656	garanti
strength	trust	0.656	kuvvet
relationship	trust	0.656	ilişki
defended	trust	0.656	savundu
constancy	trust	0.656	sabitlik
favorable	trust	0.656	elverişli
gentleman	trust	0.656	beyefendi
counsel	trust	0.656	danışman
scientific	trust	0.656	ilmi
structure	trust	0.656	yapı
elder	trust	0.656	yaşlı
excellent	trust	0.656	harika
achieve	trust	0.656	başarmak
steadfast	trust	0.656	kararlı
familiar	trust	0.656	tanıdık
proficiency	trust	0.656	yeterlilik
supports	trust	0.656	inanır
counselor	trust	0.648	danışman
lovable	trust	0.648	sevimli
advisable	trust	0.648	uygun
agreed	trust	0.648	kabul
heroism	trust	0.648	kahramanlık
rely	trust	0.648	güvenmek
uphold	trust	0.648	desteklemek
brother	trust	0.648	Erkek kardeş
matrimony	trust	0.648	evlilik
assuredly	trust	0.648	kesinlikle
peaceful	trust	0.648	huzurlu
saint	trust	0.648	aziz
unconditionally	trust	0.648	kabul eder
solidarity	trust	0.648	dayanışma
accepts	trust	0.648	destekler
inspiration	trust	0.648	esin
noble	trust	0.648	soylu
successful	trust	0.648	başarılı
harmony	trust	0.648	uyum
protective	trust	0.648	koruyucu
competency	trust	0.648	Yeterlilik
comrade	trust	0.648	yoldaş
academic	trust	0.648	akademik
assist	trust	0.648	yardım
worthy	trust	0.643	layık
benefactor	trust	0.641	hayırsever
credence	trust	0.641	güven
confidence	trust	0.641	kendinden emin
relationships	trust	0.641	koşulsuz olarak
ordained	trust	0.641	emredilmiş
legal	trust	0.641	yasal
champion	trust	0.641	şampiyon
lawful	trust	0.641	yasal
durability	trust	0.641	dayanıklılık
judiciary	trust	0.641	yargı
doctor	trust	0.641	doktor
loving	trust	0.641	sevgi dolu
assure	trust	0.641	garanti etmek
establish	trust	0.641	kurmak
mamma	trust	0.641	anne
kind	trust	0.641	tür
unity	trust	0.641	birlik
conscientious	trust	0.641	vicdanlı
real	trust	0.641	gerçek
coexist	trust	0.641	bir arada var olmak
leading	trust	0.641	lider
teacher	trust	0.641	öğretmen
intimate	trust	0.634	samimi
brotherly	trust	0.633	kardeşçe
physician	trust	0.633	doktor
judicial	trust	0.633	adli
saintly	trust	0.633	aziz
aspiration	trust	0.633	aspirasyon
conscience	trust	0.633	vicdan
therapeutic	trust	0.633	tedavi edici
fidelity	trust	0.633	sadakat
soundness	trust	0.633	sağlamlık
important	trust	0.633	önemli
homage	trust	0.633	saygı
legitimacy	trust	0.633	meşruiyet
fortitude	trust	0.633	metanet
deepest	trust	0.633	ilişkiler
approved	trust	0.633	onaylı
courageous	trust	0.633	cesur
devotional	trust	0.633	adanmışlık
endorse	trust	0.633	onaylamak
backbone	trust	0.633	omurga
authorize	trust	0.633	yetki vermek
practiced	trust	0.633	uygulanmış
sanctification	trust	0.633	kutsallaştırma
hopeful	trust	0.633	umutlu
convincing	trust	0.633	inandırıcı
bless	trust	0.633	korusun
angel	trust	0.625	melek
authorization	trust	0.625	yetki
assured	trust	0.625	emin
purify	trust	0.625	arındırmak
caretaker	trust	0.625	bekçi
regard	trust	0.625	saygınlık
profound	trust	0.625	engin
achievement	trust	0.625	başarı
evident	trust	0.625	belirgin
positivity	trust	0.625	pozitiflik
communication	trust	0.625	iletişim
professorship	trust	0.625	profesörlük
blessing	trust	0.625	nimet
beliefs	trust	0.625	en derin
encourage	trust	0.625	cesaretlendirmek
fireman	trust	0.625	itfaiyeci
majestic	trust	0.625	görkemli
civilized	trust	0.625	uygar
certify	trust	0.625	onaylamak
wonderful	trust	0.625	müthiş
engaged	trust	0.625	nişanlı
accurate	trust	0.625	kesin
approvement	trust	0.617	onay
optimism	trust	0.617	iyimserlik
planning	trust	0.617	planlama
believer	trust	0.617	inanan
advice	trust	0.617	tavsiye
commend	trust	0.617	övmek
gospel	trust	0.617	Müjde
objective	trust	0.617	amaç
rational	trust	0.617	akılcı
cherish	trust	0.617	beslemek
constantly	trust	0.617	sürekli
haven	trust	0.617	sığınak
fundamental	trust	0.617	temel
bedrock	trust	0.617	ana kaya
accord	trust	0.617	anlaşma
triumphant	trust	0.617	muzaffer
surety	trust	0.617	garanti
testament	trust	0.617	vasiyet
absolution	trust	0.617	bağışlanma
truce	trust	0.617	ateşkes
reassure	trust	0.617	güvence vermek
appreciation	trust	0.617	takdir
qualities	trust	0.617	nitelikler
passionate	trust	0.617	tutkulu
good	trust	0.617	iyi
unimpeachable	trust	0.617	kusursuz
corroborate	trust	0.617	doğrulamak
thoughtful	trust	0.617	düşünceli
heroine	trust	0.617	kadın kahraman
teach	trust	0.617	öğretmek
god	trust	0.617	tanrı
attentive	trust	0.617	özenli
scripture	trust	0.609	kutsal kitap
civilization	trust	0.609	medeniyet
magnificence	trust	0.609	ihtişam
recommend	trust	0.609	tavsiye etmek
progression	trust	0.609	ilerleme
steward	trust	0.609	kâhya
purification	trust	0.609	arıtma
patron	trust	0.609	patron
praiseworthy	trust	0.609	övgüye değer
heal	trust	0.609	iyileştirmek
considerate	trust	0.609	düşünceli
blessings	trust	0.609	nimetler
mediator	trust	0.609	arabulucu
babysitter	trust	0.609	çocuk bakıcısı
notary	trust	0.609	noter
awareness	trust	0.609	farkındalık
vetted	trust	0.609	inançlar
excel	trust	0.609	mükemmel
happy	trust	0.609	mutlu
praise	trust	0.609	övmek
brilliant	trust	0.609	muhteşem
liking	trust	0.609	beğenme
definitive	trust	0.609	kesin
comfort	trust	0.609	konfor
officer	trust	0.609	subay
peace	trust	0.602	Barış
serenity	trust	0.602	sakinlik
unquestionable	trust	0.602	tartışılmaz
embrace	trust	0.602	kucaklamak
identify	trust	0.602	tanımlamak
inspired	trust	0.602	esinlenilmiş
steady	trust	0.602	istikrarlı
nun	trust	0.602	rahibe
guarded	trust	0.602	korunan
symmetry	trust	0.602	simetri
mainstay	trust	0.602	dayanak noktası
fulfill	trust	0.602	yerine getirmek
humility	trust	0.602	alçakgönüllülük
helpful	trust	0.602	yardımsever
transcendence	trust	0.602	aşkınlık
unconditional	trust	0.602	şartsız
brave	trust	0.602	cesur
brighten	trust	0.602	aydınlatmak
experienced	trust	0.602	Tecrübeli
enlightenment	trust	0.602	aydınlanma
sympathetic	trust	0.602	sempatik
witness	trust	0.602	tanık
vigilant	trust	0.594	uyanık
ministry	trust	0.594	bakanlık
admiral	trust	0.594	amiral
vigilance	trust	0.594	uyanıklık
depend	trust	0.594	bağımlı
generosity	trust	0.594	cömertlik
befriend	trust	0.594	arkadaş olmak
complimentary	trust	0.594	övgü olarak verilen
assessment	trust	0.594	değerlendirme
fairly	trust	0.594	adil bir şekilde
enlighten	trust	0.594	aydınlatmak
strengthen	trust	0.594	güçlendirmek
nurse	trust	0.594	hemşire
endowment	trust	0.594	bağış
visionary	trust	0.594	vizyoner
praised	trust	0.594	övülen
eminence	trust	0.594	itibar
marry	trust	0.594	evlenmek
generous	trust	0.594	cömert
gratitude	trust	0.594	Şükran
sage	trust	0.594	adaçayı
tranquility	trust	0.594	huzur
openly	trust	0.594	açıkça
grant	trust	0.594	hibe
spouse	trust	0.594	eş
philanthropic	trust	0.594	hayırsever
regent	trust	0.594	naip
substantiate	trust	0.594	kanıtlamak
commendation	trust	0.594	övgü
council	trust	0.594	konsey
efficient	trust	0.594	verimli
sweetheart	trust	0.589	sevgilim
bylaw	trust	0.586	tüzük
magnificent	trust	0.586	muhteşem
designation	trust	0.586	atama
godly	trust	0.586	tanrısal
seniority	trust	0.586	kıdem
conservation	trust	0.586	koruma
