English Word	Emotion	Emotion-Intensity-Score	Malayalam Word
council	trust	0.594	കൗൺസിൽ
efficient	trust	0.594	കാര്യക്ഷമമായ
sweetheart	trust	0.589	പ്രണയിനി
bylaw	trust	0.586	ബൈലോ
magnificent	trust	0.586	ഗംഭീരമായ
designation	trust	0.586	പദവി
godly	trust	0.586	ദൈവഭക്തൻ
seniority	trust	0.586	സീനിയോറിറ്റി
conservation	trust	0.586	സംരക്ഷണം
educational	trust	0.586	വിദ്യാഭ്യാസപരമായ
rooted	trust	0.586	വേരൂന്നിയ
inheritance	trust	0.586	അനന്തരാവകാശം
diplomacy	trust	0.586	നയതന്ത്രം
mate	trust	0.586	ഇണയെ
convince	trust	0.586	ബോധ്യപ്പെടുത്തുക
unfailing	trust	0.586	പരാജയപ്പെടാത്ത
share	trust	0.586	പങ്കിടുക
monk	trust	0.586	സന്യാസി
constitutional	trust	0.586	ഭരണഘടനാപരമായ
lovely	trust	0.586	മനോഹരമായ
compliance	trust	0.586	പാലിക്കൽ
attest	trust	0.586	സാക്ഷ്യപ്പെടുത്തുക
victory	trust	0.586	വിജയം
serene	trust	0.586	ശാന്തമായ
checklist	trust	0.586	ചെക്ക്ലിസ്റ്റ്
husbandry	trust	0.586	കൃഷി
enjoying	trust	0.586	ആസ്വദിക്കുന്നു
revere	trust	0.586	ബഹുമാനിക്കുന്നു
tribe	trust	0.586	ഗോത്രം
meritorious	trust	0.586	യോഗ്യതയുള്ള
joyful	trust	0.586	സന്തോഷകരമായ
delegate	trust	0.586	പ്രതിനിധി
helper	trust	0.586	സഹായി
angelic	trust	0.586	മാലാഖ
ambition	trust	0.586	അഭിലാഷം
father	trust	0.586	അച്ഛൻ
acclaim	trust	0.586	പ്രശംസ
testimony	trust	0.586	സാക്ഷ്യം
collectively	trust	0.586	കൂട്ടായി
sobriety	trust	0.586	ശാന്തത
prestige	trust	0.586	അന്തസ്സ്
firmness	trust	0.586	ദൃഢത
structural	trust	0.578	ഘടനാപരമായ
impartiality	trust	0.578	നിഷ്പക്ഷത
navigator	trust	0.578	നാവിഗേറ്റർ
judge	trust	0.578	ജഡ്ജി
shelter	trust	0.578	അഭയം
coexisting	trust	0.578	സഹവസിക്കുന്നു
unquestioned	trust	0.578	ചോദ്യം ചെയ്യപ്പെടാത്തത്
careful	trust	0.578	ശ്രദ്ധയോടെ
obey	trust	0.578	അനുസരിക്കുക
professor	trust	0.578	പ്രൊഫസർ
convinced	trust	0.578	ബോധ്യപ്പെടുത്തി
communion	trust	0.578	കൂട്ടായ്മ
cheerfulness	trust	0.578	പ്രസന്നത
inviting	trust	0.578	ക്ഷണിക്കുന്നു
irrefutable	trust	0.578	നിഷേധിക്കാനാവാത്ത
commandant	trust	0.578	കമാൻഡന്റ്
smile	trust	0.578	പുഞ്ചിരി
authoritative	trust	0.578	ആധികാരികമായ
philanthropist	trust	0.578	മനുഷ്യസ്നേഹി
legalized	trust	0.578	നിയമവിധേയമാക്കി
adore	trust	0.578	ആരാധിക്കുക
upright	trust	0.578	നേരുള്ളവനും
revival	trust	0.578	പുനരുജ്ജീവനം
dutiful	trust	0.578	കർത്തവ്യം
watchdog	trust	0.578	കാവൽ നായ
apostle	trust	0.570	അപ്പോസ്തലൻ
volunteers	trust	0.570	സന്നദ്ധപ്രവർത്തകർ
immaculate	trust	0.570	കുറ്റമറ്റ
adhering	trust	0.570	ഒട്ടിപ്പിടിക്കുന്നു
unquestionably	trust	0.570	സംശയാതീതമായി
advise	trust	0.570	ഉപദേശിക്കുക
punctual	trust	0.570	കൃത്യസമയത്ത്
consult	trust	0.570	കൂടിയാലോചിക്കുക
ordinance	trust	0.570	ഓർഡിനൻസ്
complement	trust	0.570	പൂരകമാണ്
modest	trust	0.570	എളിമയുള്ള
everlasting	trust	0.570	ശാശ്വതമായ
compass	trust	0.570	കോമ്പസ്
heavenly	trust	0.570	സ്വർഗ്ഗീയമായ
determinate	trust	0.570	നിശ്ചയിക്കുക
counsellor	trust	0.570	ഉപദേഷ്ടാവ്
abundance	trust	0.570	സമൃദ്ധി
guide	trust	0.570	വഴികാട്ടി
earned	trust	0.570	പരിശോധിച്ചു
pedigree	trust	0.570	വംശാവലി
relative	trust	0.570	ബന്ധു
principal	trust	0.570	പ്രിൻസിപ്പൽ
plausible	trust	0.570	വിശ്വസനീയമായ
collaborator	trust	0.570	സഹകാരി
connective	trust	0.570	കണക്റ്റീവ്
corroboration	trust	0.570	സ്ഥിരീകരണം
insure	trust	0.570	ഇൻഷ്വർ ചെയ്യുക
pilot	trust	0.570	പൈലറ്റ്
unequivocal	trust	0.570	അസന്ദിഗ്ധമായ
matron	trust	0.570	മേട്രൺ
cuddle	trust	0.570	ആലിംഗനം ചെയ്യുക
measured	trust	0.570	അളന്നു
fort	trust	0.562	കോട്ട
treasurer	trust	0.562	ട്രഷറർ
apostolic	trust	0.562	അപ്പസ്തോലിക
save	trust	0.562	രക്ഷിക്കും
frankness	trust	0.562	സത്യസന്ധത
insight	trust	0.562	ഉൾക്കാഴ്ച
admit	trust	0.562	സമ്മതിക്കുക
earn	trust	0.562	സമ്പാദിക്കുക
remarkable	trust	0.562	ശ്രദ്ധേയമായ
strong	trust	0.562	ശക്തമായ
content	trust	0.562	ഉള്ളടക്കം
vitality	trust	0.562	ചൈതന്യം
prize	trust	0.562	സമ്മാനം
vigorous	trust	0.562	ഊർജസ്വലമായ
congregation	trust	0.562	സഭ
uplift	trust	0.562	ഉയർത്തുക
spotless	trust	0.562	കളങ്കമില്ലാത്ത
devout	trust	0.562	ഭക്തൻ
soothing	trust	0.562	സാന്ത്വനിപ്പിക്കുന്ന
miracle	trust	0.562	അത്ഭുതം
cohesion	trust	0.562	കെട്ടുറപ്പ്
lovemaking	trust	0.562	സ്നേഹനിർമ്മാണം
curable	trust	0.562	സുഖപ്പെടുത്താവുന്ന
pleasant	trust	0.562	പ്രസന്നമായ
jury	trust	0.562	ജൂറി
pertinent	trust	0.562	പ്രസക്തമായ
succeeding	trust	0.562	വിജയിക്കുന്നു
concordance	trust	0.562	ഒത്തുചേരൽ
jurist	trust	0.562	നിയമജ്ഞൻ
applaud	trust	0.562	അഭിനന്ദിക്കുക
ordination	trust	0.562	സ്ഥാനാരോഹണം
compensate	trust	0.562	നഷ്ടപരിഹാരം നൽകുക
patience	trust	0.555	ക്ഷമ
mediate	trust	0.555	മധ്യസ്ഥത വഹിക്കുക
coach	trust	0.555	പരിശീലകൻ
illumination	trust	0.555	പ്രകാശം
cultivate	trust	0.555	കൃഷി ചെയ്യുക
providing	trust	0.555	നൽകുന്നത്
precedence	trust	0.555	മുൻഗണന
exalt	trust	0.555	ഉയർത്തുക
succeed	trust	0.555	വിജയിക്കുക
inclusion	trust	0.555	ഉൾപ്പെടുത്തൽ
meditate	trust	0.555	ധ്യാനിക്കുക
coalesce	trust	0.555	കൂടിച്ചേരുക
betrothed	trust	0.555	വിവാഹനിശ്ചയം
midwife	trust	0.555	സൂതികർമ്മിണി
veteran	trust	0.555	വിമുക്തഭടൻ
destined	trust	0.555	വിധിച്ചു
auditor	trust	0.555	ഓഡിറ്റർ
privacy	trust	0.555	സ്വകാര്യത
restorative	trust	0.555	പുനഃസ്ഥാപിക്കുന്ന
influential	trust	0.555	സ്വാധീനമുള്ള
impartial	trust	0.555	നിഷ്പക്ഷമായ
discretion	trust	0.555	വിവേചനാധികാരം
foresight	trust	0.555	ദീർഘവീക്ഷണം
congruence	trust	0.555	പൊരുത്തം
worship	trust	0.555	ആരാധന
constant	trust	0.555	സ്ഥിരമായ
reunion	trust	0.555	പുനഃസമാഗമം
intuition	trust	0.555	അവബോധം
reconciliation	trust	0.555	അനുരഞ്ജനം
ambulance	trust	0.555	ആംബുലന്സ്
defender	trust	0.555	സംരക്ഷകൻ
greatness	trust	0.555	മഹത്വം
buddy	trust	0.555	തോഴന്
vote	trust	0.555	വോട്ട്
physicist	trust	0.555	ഭൗതികശാസ്ത്രജ്ഞൻ
prophet	trust	0.555	പ്രവാചകൻ
prevalent	trust	0.547	പ്രബലമായ
eyewitness	trust	0.547	ദൃക്‌സാക്ഷി
durable	trust	0.547	മോടിയുള്ള
prudent	trust	0.547	വിവേകി
securities	trust	0.547	സെക്യൂരിറ്റികൾ
salvation	trust	0.547	രക്ഷ
govern	trust	0.547	ഭരിക്കുന്നു
law	trust	0.547	നിയമം
proud	trust	0.547	അഭിമാനിക്കുന്നു
cheer	trust	0.547	സന്തോഷിപ്പിക്കുക
reinforcement	trust	0.547	ബലപ്പെടുത്തൽ
promises	trust	0.547	സമ്പാദിച്ചു
invocation	trust	0.547	അഭ്യർത്ഥന
provide	trust	0.547	നൽകാൻ
friendly	trust	0.547	സൗഹൃദം
commanding	trust	0.547	ആജ്ഞാപിക്കുന്നു
temperate	trust	0.547	മിതശീതോഷ്ണ
conciliation	trust	0.547	അനുരഞ്ജനം
convent	trust	0.547	മഠം
heritage	trust	0.547	പൈതൃകം
independence	trust	0.547	സ്വാതന്ത്ര്യം
rejoice	trust	0.547	സന്തോഷിക്കുക
engaging	trust	0.547	ഇടപഴകുന്നു
readiness	trust	0.547	സന്നദ്ധത
registry	trust	0.547	രജിസ്ട്രി
statement	trust	0.547	പ്രസ്താവന
liberty	trust	0.547	സ്വാതന്ത്ര്യം
forgive	trust	0.547	പൊറുക്കുക
ancestral	trust	0.547	പൂർവ്വികർ
impenetrable	trust	0.547	അഭേദ്യമായ
choices	trust	0.539	വാഗ്ദാനം ചെയ്യുന്നു
psalms	trust	0.539	സങ്കീർത്തനങ്ങൾ
majority	trust	0.539	ഭൂരിപക്ഷം
antidote	trust	0.539	മറുമരുന്ന്
tantamount	trust	0.539	തുല്യമായ
perfect	trust	0.539	തികഞ്ഞ
regularity	trust	0.539	ക്രമം
chronicle	trust	0.539	ക്രോണിക്കിൾ
ensemble	trust	0.539	മേളം
applause	trust	0.539	കരഘോഷം
obedience	trust	0.539	അനുസരണം
aspiring	trust	0.539	കൊതിക്കുന്ന
watchman	trust	0.539	കാവൽക്കാരൻ
inimitable	trust	0.539	അനുകരണീയമായ
chastity	trust	0.539	പവിത്രത
architecture	trust	0.539	വാസ്തുവിദ്യ
stamina	trust	0.539	സ്റ്റാമിന
delightful	trust	0.539	ആനന്ദദായകമായ
exalted	trust	0.539	ഉയർത്തി
relevant	trust	0.539	പ്രസക്തമായ
reinforcements	trust	0.539	ബലപ്പെടുത്തലുകൾ
proctor	trust	0.539	പ്രൊക്ടർ
immovable	trust	0.539	അചഞ്ചലമായ
instructions	trust	0.539	നിർദ്ദേശങ്ങൾ
define	trust	0.539	നിർവ്വചിക്കുക
uncensured	trust	0.539	കുറ്റപ്പെടുത്താത്തത്
institute	trust	0.539	ഇൻസ്റ്റിറ്റ്യൂട്ട്
responsive	trust	0.539	പ്രതികരിക്കുന്ന
recovery	trust	0.539	വീണ്ടെടുക്കൽ
obliging	trust	0.539	കടപ്പാട്
obvious	trust	0.539	വ്യക്തമായ
forefathers	trust	0.539	പൂർവ്വികർ
eager	trust	0.539	ആകാംക്ഷയോടെ
inoculation	trust	0.539	കുത്തിവയ്പ്പ്
admitting	trust	0.539	സമ്മതിക്കുന്നു
memorable	trust	0.539	അവിസ്മരണീയമായ
hospital	trust	0.531	ആശുപത്രി
rescue	trust	0.531	രക്ഷാപ്രവർത്തനം
deed	trust	0.531	പ്രവൃത്തി
princely	trust	0.531	രാജകുമാരൻ
retirement	trust	0.531	വിരമിക്കൽ
cradle	trust	0.531	തൊട്ടിൽ
immunization	trust	0.531	പ്രതിരോധ കുത്തിവയ്പ്പ്
bloom	trust	0.531	പൂക്കുന്നു
candid	trust	0.531	സത്യസന്ധമായ
evergreen	trust	0.531	നിത്യഹരിത
ballot	trust	0.531	ബാലറ്റ്
accompaniment	trust	0.531	അകമ്പടി
verily	trust	0.531	തീർച്ചയായും
inseparable	trust	0.531	വേർതിരിക്കാനാവാത്ത
analyst	trust	0.531	അനലിസ്റ്റ്
strive	trust	0.531	പരിശ്രമിക്കുക
dependent	trust	0.531	ആശ്രിത
heavens	trust	0.531	ആകാശങ്ങൾ
answerable	trust	0.531	ഉത്തരം നൽകാവുന്ന
school	trust	0.531	സ്കൂൾ
terms	trust	0.531	നിബന്ധനകൾ
center	trust	0.531	കേന്ദ്രം
firstborn	trust	0.531	ആദ്യജാതൻ
transcript	trust	0.531	ട്രാൻസ്ക്രിപ്റ്റ്
fraternal	trust	0.531	സാഹോദര്യം
omniscient	trust	0.531	സർവജ്ഞൻ
seal	trust	0.531	മുദ്ര
edification	trust	0.531	പരിഷ്കരണം
doubtless	trust	0.531	സംശയമില്ല
deliverance	trust	0.531	വിടുതൽ
sponsor	trust	0.531	സ്പോൺസർ
expedient	trust	0.531	ഉചിതം
bride	trust	0.531	വധു
refuge	trust	0.531	അഭയം
approbation	trust	0.527	അംഗീകാരം
chaplain	trust	0.523	ചാപ്ലെയിൻ
laureate	trust	0.523	ജേതാവ്
liberate	trust	0.523	സ്വതന്ത്രമാക്കുക
coronation	trust	0.523	കിരീടധാരണം
adoration	trust	0.523	ആരാധന
countenance	trust	0.523	മുഖഭാവം
honeymoon	trust	0.523	മധുവിധു
connoisseur	trust	0.523	ഉപജ്ഞാതാവ്
notable	trust	0.523	ശ്രദ്ധേയമായ
benedictory	trust	0.523	അനുഗ്രഹദായകമായ
celebration	trust	0.523	ആഘോഷം
neighbor	trust	0.523	അയൽക്കാരൻ
unbroken	trust	0.523	പൊട്ടാത്ത
award	trust	0.523	അവാർഡ്
improvement	trust	0.523	മെച്ചപ്പെടുത്തൽ
hug	trust	0.523	ആലിംഗനം
graduation	trust	0.523	ബിരുദം
correctness	trust	0.523	കൃത്യത
winning	trust	0.523	വിജയിക്കുന്നു
paragon	trust	0.523	പാരാഗൺ
ratify	trust	0.523	അംഗീകരിക്കുക
powerful	trust	0.523	ശക്തമായ
elevation	trust	0.523	ഉയരത്തിലുമുള്ള
commonwealth	trust	0.523	കോമൺവെൽത്ത്
account	trust	0.523	അക്കൗണ്ട്
unimpeached	trust	0.523	ഇംപീച്ച് ചെയ്യപ്പെടാത്തത്
taught	trust	0.523	പഠിപ്പിച്ചു
salutary	trust	0.523	സൽക്കാരം
captivate	trust	0.523	വശീകരിക്കുക
dictionary	trust	0.523	നിഘണ്ടു
nobility	trust	0.523	കുലീനത
ourselves	trust	0.523	തിരഞ്ഞെടുപ്പുകൾ
feeling	trust	0.518	തോന്നൽ
amen	trust	0.516	ആമേൻ
committee	trust	0.516	കമ്മിറ്റി
reverie	trust	0.516	ആദരവ്
deserve	trust	0.516	അർഹിക്കുന്നു
fully	trust	0.516	പൂർണ്ണമായും
compliment	trust	0.516	അഭിനന്ദനം
obstetrician	trust	0.516	പ്രസവചികിത്സകൻ
enchanted	trust	0.516	മന്ത്രവാദിനി
inform	trust	0.516	അറിയിക്കുക
association	trust	0.516	അസോസിയേഷൻ
credit	trust	0.516	ക്രെഡിറ്റ്
passwords	trust	0.516	നമ്മെത്തന്നെ
freely	trust	0.516	സ്വതന്ത്രമായി
framework	trust	0.516	ചട്ടക്കൂട്
nobleman	trust	0.516	പ്രഭു
formative	trust	0.516	രൂപപ്പെടുത്തുന്ന
tender	trust	0.516	ടെൻഡർ
measure	trust	0.516	അളവ്
advent	trust	0.516	വരവ്
management	trust	0.516	മാനേജ്മെന്റ്
confession	trust	0.516	കുമ്പസാരം
remedy	trust	0.516	പ്രതിവിധി
sentinel	trust	0.516	കാവൽക്കാരൻ
pray	trust	0.516	പ്രാർത്ഥിക്കുക
perpetuity	trust	0.516	ശാശ്വതത
tribunal	trust	0.516	ട്രിബ്യൂണൽ
minded	trust	0.516	മനസ്സുള്ള
organization	trust	0.516	സംഘടന
predominant	trust	0.516	പ്രബലമായ
volunteer	trust	0.509	സദ്ധന്നസേവിക
accolade	trust	0.508	പ്രശംസ
courtship	trust	0.508	പ്രണയബന്ധം
patronage	trust	0.508	രക്ഷാകർതൃത്വം
philosopher	trust	0.508	തത്ത്വചിന്തകൻ
confessional	trust	0.508	കുമ്പസാരം
diversity	trust	0.508	വൈവിധ്യം
virgin	trust	0.508	കന്യക
venerable	trust	0.508	ആദരണീയൻ
policy	trust	0.508	നയം
intact	trust	0.508	കേടുകൂടാതെ
custodian	trust	0.508	സംരക്ഷകൻ
automatic	trust	0.508	ഓട്ടോമാറ്റിക്
unsurpassed	trust	0.508	അതിരുകളില്ലാത്ത
shepherd	trust	0.508	ഇടയൻ
reward	trust	0.508	പ്രതിഫലം
beautification	trust	0.508	സൗന്ദര്യവൽക്കരണം
medical	trust	0.508	മെഡിക്കൽ
constable	trust	0.508	കോൺസ്റ്റബിൾ
forgiving	trust	0.508	ക്ഷമിക്കുന്ന
tolerance	trust	0.508	സഹിഷ്ണുത
priest	trust	0.508	പുരോഹിതൻ
enable	trust	0.508	പ്രാപ്തമാക്കുക
vouch	trust	0.508	ഉറപ്പ്
lieutenant	trust	0.508	ലെഫ്റ്റനന്റ്
instruct	trust	0.508	നിർദേശിക്കുക
housewife	trust	0.508	വീട്ടമ്മ
admissible	trust	0.508	സ്വീകാര്യമായ
sovereign	trust	0.508	പരമാധികാരം
amour	trust	0.508	കാമുകൻ
savor	trust	0.508	ആസ്വദിക്കുക
darling	trust	0.500	പ്രിയേ
related	trust	0.500	ബന്ധപ്പെട്ട
infallibility	trust	0.500	അപ്രമാദിത്വം
watchful	trust	0.500	ജാഗ്രതയുള്ള
nerds	trust	0.500	പാസ്വേഡുകൾ
instruction	trust	0.500	നിർദ്ദേശം
doctrine	trust	0.500	ഉപദേശം
birth	trust	0.500	ജനനം
timing	trust	0.500	സമയത്തിന്റെ
infinity	trust	0.500	അനന്തത
religions	trust	0.500	മന്ദബുദ്ധികൾ
warden	trust	0.500	വാർഡൻ
optimist	trust	0.500	ശുഭാപ്തിവിശ്വാസി
apologetic	trust	0.500	ക്ഷമാപണം
gateway	trust	0.500	കവാടം
pontiff	trust	0.500	പോണ്ടിഫ്
alive	trust	0.500	ജീവനോടെ
indelible	trust	0.500	മായാത്ത
personal	trust	0.500	വ്യക്തിപരമായ
pious	trust	0.500	ഭക്തിയുള്ള
majesty	trust	0.500	മഹത്വം
synchronize	trust	0.500	സമന്വയിപ്പിക്കുക
guard	trust	0.500	കാവൽ
retain	trust	0.500	നിലനിർത്തുക
romantic	trust	0.500	റൊമാന്റിക്
superman	trust	0.500	സൂപ്പർമാൻ
info	trust	0.500	വിവരം
backer	trust	0.500	പിന്തുണക്കാരൻ
undying	trust	0.500	മരിക്കാത്ത
vindication	trust	0.500	ന്യായീകരണം
badge	trust	0.500	ബാഡ്ജ്
treasure	trust	0.500	നിധി
guru	trust	0.500	ഗുരു
church	trust	0.492	ക്രിസ്ത്യൻ പള്ളി
formality	trust	0.492	ഔപചാരികത
contributor	trust	0.492	സംഭാവകൻ
radiance	trust	0.492	തേജസ്സ്
psalm	trust	0.492	സങ്കീർത്തനം
laudatory	trust	0.492	പ്രശംസനീയമായ
grandchildren	trust	0.492	കൊച്ചുമക്കൾ
popularity	trust	0.492	ജനപ്രീതി
salute	trust	0.492	വന്ദനം
hosannah	trust	0.492	ഹോസന്ന
attraction	trust	0.492	ആകർഷണം
efforts	trust	0.492	വിധി
privy	trust	0.492	സ്വകാര്യം
improve	trust	0.492	മെച്ചപ്പെടുത്തുക
sheriff	trust	0.492	ഷെരീഫ്
chairman	trust	0.492	ചെയർമാൻ
judgement	trust	0.492	പഴഞ്ചൊല്ലുകൾ
harbor	trust	0.492	തുറമുഖം
elegance	trust	0.492	ചാരുത
hardy	trust	0.492	ഹാർഡി
umpire	trust	0.492	അമ്പയർ
constitute	trust	0.492	രൂപീകരിക്കുക
proverbs	trust	0.492	മതങ്ങൾ
jubilant	trust	0.492	സന്തോഷത്തോടെ
aspire	trust	0.492	കൊതിക്കുന്നു
synonymous	trust	0.492	പര്യായപദം
inevitable	trust	0.492	അനിവാര്യമായ
musical	trust	0.492	സംഗീതാത്മകമായ
spokesman	trust	0.492	വക്താവ്
endow	trust	0.492	എൻഡോവ്
fellow	trust	0.492	സഹയാത്രികൻ
grow	trust	0.492	വളരുക
moderator	trust	0.492	മോഡറേറ്റർ
enjoy	trust	0.484	ആസ്വദിക്കൂ
found	trust	0.484	കണ്ടെത്തി
armor	trust	0.484	കവചം
colonel	trust	0.484	കേണൽ
referee	trust	0.484	റഫറി
favorite	trust	0.484	പ്രിയപ്പെട്ട
assembly	trust	0.484	അസംബ്ലി
romance	trust	0.484	പ്രണയം
confess	trust	0.484	ഏറ്റുപറയുക
sweet	trust	0.484	മധുരം
crowning	trust	0.484	കിരീടം
forecast	trust	0.484	പ്രവചനം
affection	trust	0.484	വാത്സല്യം
approbate	trust	0.484	അംഗീകരിക്കുക
path	trust	0.484	പാത
concord	trust	0.484	ധാരണ
police	trust	0.484	പോലീസ്
countryman	trust	0.484	നാട്ടുകാരൻ
income	trust	0.484	വരുമാനം
ranger	trust	0.484	റേഞ്ചർ
depth	trust	0.484	ആഴം
like	trust	0.484	പോലെ
voucher	trust	0.484	വൗച്ചർ
diagnosis	trust	0.484	രോഗനിർണയം
hire	trust	0.484	കൂലിക്ക്
clean	trust	0.484	ശുദ്ധമായ
laudation	trust	0.484	പ്രശംസ
arbiter	trust	0.484	മദ്ധ്യസ്ഥൻ
purely	trust	0.477	പൂർണ്ണമായും
votive	trust	0.477	വോട്ട്
expect	trust	0.477	പ്രതീക്ഷിക്കുക
glory	trust	0.477	മഹത്വം
counted	trust	0.477	ശ്രമങ്ങൾ
apologize	trust	0.477	ക്ഷമയാചിക്കുക
sterling	trust	0.477	സ്റ്റെർലിംഗ്
word	trust	0.477	വാക്ക്
follow	trust	0.477	പിന്തുടരുക
sermon	trust	0.477	പ്രസംഗം
consul	trust	0.477	കോൺസൽ
calculator	trust	0.477	കാൽക്കുലേറ്റർ
lamb	trust	0.477	ആട്ടിൻകുട്ടി
veracity	trust	0.477	സത്യസന്ധത
matter	trust	0.477	കാര്യം
parliament	trust	0.477	പാർലമെന്റ്
lover	trust	0.477	കാമുകൻ
sacrifice	trust	0.477	ത്യാഗം
putative	trust	0.477	ഭാവാത്മകമായ
preponderance	trust	0.477	മുൻതൂക്കം
landmark	trust	0.477	ലാൻഡ്മാർക്ക്
nursery	trust	0.477	നഴ്സറി
mathematical	trust	0.477	ഗണിതശാസ്ത്രം
frank	trust	0.477	തുറന്നുസംസാരിക്കുന്ന
signature	trust	0.477	കയ്യൊപ്പ്
policeman	trust	0.477	പോലീസുകാരൻ
episcopal	trust	0.477	മെത്രാൻ
pastor	trust	0.477	പാസ്റ്റർ
eagerness	trust	0.469	ആകാംക്ഷ
mighty	trust	0.469	ശക്തനായ
recruits	trust	0.469	റിക്രൂട്ട് ചെയ്യുന്നു
tribune	trust	0.469	ട്രിബ്യൂൺ
author	trust	0.469	രചയിതാവ്
effective	trust	0.469	ഫലപ്രദമായ
intended	trust	0.469	ഉദ്ദേശിച്ചിട്ടുള്ള
passion	trust	0.469	അഭിനിവേശം
religion	trust	0.469	മതം
flagship	trust	0.469	കൊടിമരം
immerse	trust	0.469	മുങ്ങുക
capacity	trust	0.469	ശേഷി
associate	trust	0.469	അസോസിയേറ്റ്
cashier	trust	0.469	കാഷ്യർ
regal	trust	0.469	രാജകീയ
dove	trust	0.469	പ്രാവ്
tutelage	trust	0.469	ശിക്ഷണം
underwrite	trust	0.469	അടിവരയിടുക
uncritical	trust	0.469	വിമർശനാത്മകമല്ലാത്ത
prefer	trust	0.469	മുൻഗണന
instructor	trust	0.469	ഇൻസ്ട്രക്ടർ
gain	trust	0.469	നേട്ടം
marshal	trust	0.469	മാർഷൽ
judgment	trust	0.469	വിധി
judicious	trust	0.469	വിവേകമുള്ള
top	trust	0.469	മുകളിൽ
title	trust	0.469	തലക്കെട്ട്
vicar	trust	0.469	വികാരി
bridesmaid	trust	0.469	വധു
commission	trust	0.469	കമ്മീഷൻ
lifestyle	trust	0.461	ജീവിതശൈലി
aunt	trust	0.461	അമ്മായി
attendant	trust	0.461	പരിചാരകൻ
enroll	trust	0.461	എൻറോൾ ചെയ്യുക
priesthood	trust	0.461	പൗരോഹിത്യം
trade	trust	0.461	വ്യാപാരം
crucial	trust	0.461	നിർണായകമായ
moorings	trust	0.461	കെട്ടുകഥകൾ
kitten	trust	0.461	പൂച്ചക്കുട്ടി
medal	trust	0.461	മെഡൽ
oblige	trust	0.461	കടപ്പാട്
manage	trust	0.461	കൈകാര്യം ചെയ്യുക
magnetic	trust	0.461	കാന്തിക
custody	trust	0.461	കസ്റ്റഡി
necessarily	trust	0.461	നിർബന്ധമായും
partake	trust	0.461	പങ്കുചേരുക
cautious	trust	0.461	ജാഗ്രതയുള്ള
consecration	trust	0.461	സമർപ്പണം
courier	trust	0.461	കൊറിയർ
bank	trust	0.461	ബാങ്ക്
lesson	trust	0.461	പാഠം
patriarchal	trust	0.461	പുരുഷാധിപത്യം
eventually	trust	0.461	എണ്ണി
commerce	trust	0.461	വാണിജ്യം
contains	trust	0.461	ഒടുവിൽ
theological	trust	0.461	ദൈവശാസ്ത്രപരമായ
socially	trust	0.461	അടങ്ങിയിരിക്കുന്നു
admitted	trust	0.461	പ്രവേശിപ്പിച്ചു
fortress	trust	0.461	കോട്ട
cathedral	trust	0.455	കത്തീഡ്രൽ
deputy	trust	0.453	ഡെപ്യൂട്ടി
commonplace	trust	0.453	പൊതു സ്ഥലം
puppy	trust	0.453	പട്ടിക്കുട്ടി
president	trust	0.453	പ്രസിഡന്റ്
finally	trust	0.453	ഒടുവിൽ
governor	trust	0.453	ഗവർണർ
synergistic	trust	0.453	സമന്വയം
excited	trust	0.453	ആവേശഭരിതനായി
encomium	trust	0.453	എൻകോമിയം
chart	trust	0.453	ചാർട്ട്
perceive	trust	0.453	ഗ്രഹിക്കുന്നു
insulation	trust	0.453	ഇൻസുലേഷൻ
present	trust	0.453	വർത്തമാന
oasis	trust	0.453	മരുപ്പച്ച
eagle	trust	0.453	കഴുകൻ
exchange	trust	0.453	കൈമാറ്റം
foresee	trust	0.453	മുൻകൂട്ടി കാണുക
strategist	trust	0.453	തന്ത്രജ്ഞൻ
journeyman	trust	0.453	യാത്രികൻ
dawn	trust	0.453	പ്രഭാതത്തെ
laud	trust	0.453	പ്രശംസിക്കുന്നു
level	trust	0.453	നില
chairwoman	trust	0.453	അധ്യക്ഷ
tradesmen	trust	0.445	സാമൂഹികമായി
asserting	trust	0.445	ഉറപ്പിക്കുന്നു
negotiate	trust	0.445	ചർച്ച നടത്തുക
sensual	trust	0.445	ഇന്ദ്രിയപരം
chocolate	trust	0.445	ചോക്കലേറ്റ്
crew	trust	0.445	ക്രൂ
remains	trust	0.445	അവശേഷിക്കുന്നു
dictum	trust	0.445	നിർദ്ദേശം
theorem	trust	0.445	സിദ്ധാന്തം
sir	trust	0.445	സാർ
employ	trust	0.445	തൊഴിൽ
usual	trust	0.445	സാധാരണ
operation	trust	0.445	ഓപ്പറേഷൻ
magnify	trust	0.445	വലുതാക്കുക
director	trust	0.445	സംവിധായകൻ
formula	trust	0.445	ഫോർമുല
chemist	trust	0.445	രസതന്ത്രജ്ഞൻ
enliven	trust	0.445	ജീവിപ്പിക്കുക
chancellor	trust	0.445	ചാൻസലർ
orthodoxy	trust	0.445	യാഥാസ്ഥിതികത
lodging	trust	0.445	ഒതുങ്ങുന്ന
exaltation	trust	0.445	ഉയർച്ച
lord	trust	0.445	യജമാനൻ
handbook	trust	0.445	കൈപ്പുസ്തകം
bridegroom	trust	0.445	മണവാളൻ
matters	trust	0.445	വ്യാപാരികൾ
orchestra	trust	0.445	വാദസംഘം
impart	trust	0.445	പകർന്നു കൊടുക്കുക
statistical	trust	0.445	സ്ഥിതിവിവരക്കണക്ക്
