English Word	Emotion	Emotion-Intensity-Score	Kyrgyz Word
frayed	sadness	0.467	тозгон
infamy	sadness	0.464	жамандык
plunder	sadness	0.461	тоноо
depreciated	sadness	0.460	амортизацияланган
wane	sadness	0.456	солуп
badly	sadness	0.455	жаман
unlawful	sadness	0.455	мыйзамсыз
tribulation	sadness	0.453	кайгы
gone	sadness	0.453	кетти
surrender	sadness	0.453	багынып берүү
discriminate	sadness	0.453	дискриминациялоо
refugee	sadness	0.453	качкын
memorials	sadness	0.453	эстеликтер
inhospitable	sadness	0.453	меймандос
criticise	sadness	0.453	сындоо
frown	sadness	0.453	кабагын салуу
perplexity	sadness	0.453	баш аламандык
disapprove	sadness	0.453	жактырбоо
upheaval	sadness	0.453	толкундоо
wreck	sadness	0.453	кыйроо
confiscate	sadness	0.453	конфискациялоо
secluded	sadness	0.453	обочолонгон
invade	sadness	0.453	басып алуу
inability	sadness	0.453	жөндөмсүз
avalanche	sadness	0.453	кар көчкү
fell	sadness	0.453	жыгылды
scarcity	sadness	0.453	тартыштык
doldrums	sadness	0.453	кайгы
vulgarity	sadness	0.453	адепсиздик
bittersweet	sadness	0.453	ачуу таттуу
foreclose	sadness	0.453	өндүрүп алуу
revolver	sadness	0.453	мылтык
worse	sadness	0.453	жаман
wrongly	sadness	0.453	туура эмес
despotism	sadness	0.453	деспотизм
lowly	sadness	0.448	төмөн
guillotine	sadness	0.446	гильотина
lone	sadness	0.446	жалгыз
encumbrance	sadness	0.441	түйшүк
annulment	sadness	0.440	жокко чыгаруу
delirious	sadness	0.439	делириалдуу
badday	sadness	0.439	жаман күн
confinement	sadness	0.439	камоо
bummer	sadness	0.439	буmmer
disagreement	sadness	0.438	келишпестик
emotional	sadness	0.438	эмоционалдуу
lethargy	sadness	0.438	летаргия
paucity	sadness	0.438	аздык
sympathize	sadness	0.438	боор ооруу
apathetic	sadness	0.438	кайдыгер
forbid	sadness	0.438	тыюу
stigma	sadness	0.438	стигма
departure	sadness	0.438	кетүү
underpaid	sadness	0.438	аз төлөнөт
appendicitis	sadness	0.438	аппендицит
futile	sadness	0.438	пайдасыз
imprudent	sadness	0.438	этиятсыз
unattainable	sadness	0.438	кол жеткис
pensive	sadness	0.438	ойлуу
ghetto	sadness	0.438	гетто
farewell	sadness	0.438	коштошуу
cancellation	sadness	0.438	жокко чыгаруу
problem	sadness	0.438	көйгөй
disapproving	sadness	0.438	жактырбоо
absent	sadness	0.438	жок
animosity	sadness	0.438	кастык
disconnected	sadness	0.438	ажыратылган
detainee	sadness	0.438	кармалган
bum	sadness	0.438	бум
diminish	sadness	0.438	азайтуу
insolvency	sadness	0.438	кудуретсиздик
lunacy	sadness	0.438	акылсыздык
rejects	sadness	0.438	четке кагат
indigent	sadness	0.438	жакыр
disapproved	sadness	0.438	жактырбаган
darkened	sadness	0.438	караңгыланган
insignificant	sadness	0.438	маанисиз
dislocated	sadness	0.438	чыгып кеткен
fugitive	sadness	0.438	качкын
abscess	sadness	0.438	абсцесс
blues	sadness	0.438	блюз
coercion	sadness	0.438	мажбурлоо
restriction	sadness	0.438	чектөө
deflate	sadness	0.438	өчүрүү
bothering	sadness	0.435	убара кылуу
disqualified	sadness	0.435	дисквалификацияланган
tripping	sadness	0.429	чалынып калуу
sunk	sadness	0.426	чөгүп кеткен
draining	sadness	0.424	агызуу
retribution	sadness	0.424	жаза
varicella	sadness	0.424	varicella
lastday	sadness	0.424	акыркы күн
haunted	sadness	0.422	аңдыган
cutting	sadness	0.422	кесүү
cyst	sadness	0.422	киста
neuralgia	sadness	0.422	невралгия
wrongdoing	sadness	0.422	туура эмес иш
thief	sadness	0.422	ууру
dispassionate	sadness	0.422	кайрымсыз
beggar	sadness	0.422	кайырчы
unwelcome	sadness	0.422	жагымсыз
rip	sadness	0.422	рип
deviation	sadness	0.422	четтөө
jarring	sadness	0.422	кыжырдантуучу
unequal	sadness	0.422	тең эмес
cardiomyopathy	sadness	0.422	кардиомиопатия
bad	sadness	0.422	жаман
scarce	sadness	0.422	жетишсиз
insolvent	sadness	0.422	кудуретсиз
falling	sadness	0.422	түшүү
handicap	sadness	0.422	инвалид
difficulties	sadness	0.421	кыйынчылыктар
invader	sadness	0.420	баскынчы
drab	sadness	0.420	суюк
fall	sadness	0.418	түшүү
illegitimate	sadness	0.416	мыйзамсыз
expel	sadness	0.414	кууп чыгуу
meaningless	sadness	0.409	маанисиз
darkness	sadness	0.409	караңгылык
syncope	sadness	0.407	синкоп
wildfire	sadness	0.406	токой өртү
enmity	sadness	0.406	кастык
feudalism	sadness	0.406	феодализм
obnoxious	sadness	0.406	жийиркеничтүү
subjected	sadness	0.406	дуушар болгон
confine	sadness	0.406	чектөө
fury	sadness	0.406	ачуулануу
bitch	sadness	0.406	канчык
darken	sadness	0.406	караңгылатуу
precarious	sadness	0.406	кооптуу
hoax	sadness	0.406	алдамчылык
fault	sadness	0.406	күнөө
fatigued	sadness	0.406	чарчаган
stroke	sadness	0.406	инсульт
unsatisfied	sadness	0.405	канааттандырбайт
spank	sadness	0.403	чапкыла
sigh	sadness	0.402	үшкүрүнүү
deluge	sadness	0.402	топон суу
spinster	sadness	0.400	спинстер
blue	sadness	0.400	көк
owing	sadness	0.398	карыз
needalife	sadness	0.398	needlife
pointless	sadness	0.394	маанисиз
embarrass	sadness	0.394	уялтуу
pitfall	sadness	0.394	тузак
seriousness	sadness	0.394	олуттуулук
refused	sadness	0.391	баш тартты
cage	sadness	0.391	капас
noose	sadness	0.391	укурук
punch	sadness	0.391	муштум
stretcher	sadness	0.391	замбил
monsoon	sadness	0.391	муссон
condescension	sadness	0.391	басынтуу
reproach	sadness	0.391	жемелөө
trickery	sadness	0.391	куулук
rue	sadness	0.391	rue
inefficient	sadness	0.391	натыйжасыз
dwarfed	sadness	0.391	карлик
ravenous	sadness	0.391	ачка
feeble	sadness	0.391	алсыз
ineptitude	sadness	0.391	алсыздык
ifonly	sadness	0.391	гана
brute	sadness	0.391	мыкаачы
exhausted	sadness	0.391	чарчаган
daemon	sadness	0.391	демон
debt	sadness	0.391	карыз
banshee	sadness	0.391	банши
coldness	sadness	0.391	сууктук
insulting	sadness	0.391	кемсинтүү
subvert	sadness	0.384	бузуу
jealousy	sadness	0.382	көрө албастык
struggle	sadness	0.379	күрөш
miss	sadness	0.379	мисс
geriatric	sadness	0.379	гериатриялык
inexcusable	sadness	0.379	кечирилгис
ashes	sadness	0.377	күл
entangled	sadness	0.377	чырмалышкан
descent	sadness	0.377	түшүү
funk	sadness	0.375	фанк
wasting	sadness	0.375	ысырап кылуу
overcast	sadness	0.375	булут каптап турат
exhaustion	sadness	0.375	чарчоо
inferior	sadness	0.375	төмөн
disqualify	sadness	0.375	дисквалификация
sympathy	sadness	0.375	симпатия
prostitution	sadness	0.375	сойкулук
dispel	sadness	0.375	таратуу
slump	sadness	0.375	кулоо
scar	sadness	0.375	тырык
goodbye	sadness	0.375	кош болуңуз
landslide	sadness	0.375	жер көчкү
inconsiderate	sadness	0.375	көңүлсүз
parting	sadness	0.375	ажырашуу
blackness	sadness	0.375	каралык
murky	sadness	0.375	күңүрт
noncompliance	sadness	0.375	ылайык келбегендик
sucks	sadness	0.375	сорой
withdraw	sadness	0.375	чегинүү
rabid	sadness	0.375	кутурган
oust	sadness	0.375	кууп чыгуу
unattractive	sadness	0.373	жагымсыз
delay	sadness	0.373	кечиктирүү
apologize	sadness	0.370	кечирим сура
crazy	sadness	0.368	жинди
bastard	sadness	0.366	сволоч
deteriorated	sadness	0.365	начарлаган
inter	sadness	0.364	inter
empty	sadness	0.364	бош
mocking	sadness	0.363	шылдыңдоо
adder	sadness	0.361	толуктоочу
misunderstanding	sadness	0.359	түшүнбөстүк
fuss	sadness	0.359	ызы-чуу
plaintive	sadness	0.359	арыздануучу
servile	sadness	0.359	кулчулук
obesity	sadness	0.359	семирүү
disconnect	sadness	0.359	ажырат
tremor	sadness	0.359	титирөө
flounder	sadness	0.359	камбала
defendant	sadness	0.359	соттолуучу
unable	sadness	0.359	мүмкүн эмес
fainting	sadness	0.359	эс-учун жоготуу
unemployed	sadness	0.359	жумушсуз
hunter	sadness	0.359	мергенчи
idiocy	sadness	0.359	акмакчылык
corse	sadness	0.359	корсе
inefficiency	sadness	0.359	натыйжасыздык
lockup	sadness	0.359	бекитүү
consecration	sadness	0.359	ыйыктоо
unsuccessful	sadness	0.359	ийгиликсиз
arraignment	sadness	0.359	айыптоо
fruitless	sadness	0.359	жемишсиз
numbness	sadness	0.359	уйкусуздук
affront	sadness	0.359	кордоо
hindering	sadness	0.359	тоскоолдук кылуу
austere	sadness	0.359	катаал
unpopular	sadness	0.359	популярдуу эмес
perpetrator	sadness	0.359	кылмышкер
wrangling	sadness	0.359	урушуу
taunt	sadness	0.359	шылдыңдоо
doubt	sadness	0.359	күмөн
unrest	sadness	0.351	баш аламандык
intervention	sadness	0.348	кийлигишүү
wimpy	sadness	0.348	куу
spoiler	sadness	0.348	спойлер
waste	sadness	0.348	таштанды
absentee	sadness	0.348	жок
flaw	sadness	0.347	кемчилик
litigate	sadness	0.344	соттошуу
blindly	sadness	0.344	сокур
militia	sadness	0.344	милиция
lawsuit	sadness	0.344	доо
uninvited	sadness	0.344	чакырылбаган
uninspired	sadness	0.344	шыктанбаган
furrow	sadness	0.344	бороз
cumbersome	sadness	0.344	түйшүктүү
specter	sadness	0.344	элестетүү
desert	sadness	0.344	чөл
lagging	sadness	0.344	артта калуу
attenuation	sadness	0.344	басаңдатуу
forfeit	sadness	0.344	жоготуу
plea	sadness	0.344	өтүнүч
thrash	sadness	0.344	таштоо
resigned	sadness	0.344	отставкага кетти
detention	sadness	0.344	камоо
surgery	sadness	0.344	хирургия
intercede	sadness	0.344	шапаат кылуу
stained	sadness	0.344	боёлгон
unaccountable	sadness	0.339	жоопсуз
myopia	sadness	0.339	миопия
mishap	sadness	0.338	кырсык
probation	sadness	0.336	сыноо
severance	sadness	0.333	ажыратуу
disagreeing	sadness	0.333	макул эмес
unacknowledged	sadness	0.328	таанылбаган
dependence	sadness	0.328	көз карандылык
unacceptable	sadness	0.328	кабыл алынгыс
leave	sadness	0.328	кет
bondage	sadness	0.328	кулчулук
bacteria	sadness	0.328	бактериялар
sterile	sadness	0.328	стерилдүү
adrift	sadness	0.328	тентек
endless	sadness	0.328	чексиз
incompetent	sadness	0.328	жөндөмсүз
soreness	sadness	0.328	оору
nether	sadness	0.328	нетер
nepotism	sadness	0.328	непотизм
squall	sadness	0.328	шуу
disallowed	sadness	0.328	тыюу салынган
scold	sadness	0.327	урушуп
flaccid	sadness	0.324	солгун
hobo	sadness	0.323	хобо
fragile	sadness	0.319	морт
stingy	sadness	0.319	сараң
sue	sadness	0.318	сотко
scarcely	sadness	0.318	араң
mistake	sadness	0.312	ката
committal	sadness	0.312	милдеттенме
nonsensical	sadness	0.312	маанисиз
inhibit	sadness	0.312	бөгөт коюу
skid	sadness	0.312	тайгалоо
wan	sadness	0.312	wan
defy	sadness	0.312	каршы чыгуу
fatty	sadness	0.312	майлуу
clouded	sadness	0.312	булуттуу
ulcer	sadness	0.312	жара
nostalgia	sadness	0.312	ностальгия
evanescence	sadness	0.312	жоготуу
hamstring	sadness	0.312	тарамыш
thresh	sadness	0.312	кырман
conceal	sadness	0.311	жашыруу
blemish	sadness	0.310	кемчилик
resisting	sadness	0.309	каршылык көрсөтүү
sympathetic	sadness	0.307	боорукер
bugaboo	sadness	0.304	bugaboo
opium	sadness	0.303	апийим
confess	sadness	0.303	моюнга алуу
alas	sadness	0.302	аттиң
mislead	sadness	0.297	адаштыруу
suppress	sadness	0.297	басуу
inappropriate	sadness	0.297	ылайыксыз
discontinuity	sadness	0.297	үзгүлтүккө учуратуу
wrinkled	sadness	0.297	бырыштуу
dull	sadness	0.297	кызыксыз
weak	sadness	0.297	алсыз
halting	sadness	0.297	токтотуу
incompatible	sadness	0.297	туура келбейт
migraine	sadness	0.297	шакый
subsidence	sadness	0.297	чөкүү
setback	sadness	0.297	артка кетүү
toocold	sadness	0.297	өтө суук
incase	sadness	0.297	учурда
hermit	sadness	0.296	гермит
moving	sadness	0.295	кыймылдуу
shrink	sadness	0.295	кичирейүү
shiver	sadness	0.291	титиреп
constraint	sadness	0.288	чектөө
unimportant	sadness	0.288	маанилүү эмес
tramp	sadness	0.288	селсаяк
rubble	sadness	0.282	урандылар
down	sadness	0.281	төмөн
taint	sadness	0.281	булгануу
flop	sadness	0.281	флоп
wearily	sadness	0.281	чарчап
overdue	sadness	0.281	мөөнөтү өтүп кеткен
excluding	sadness	0.281	кошпогондо
confession	sadness	0.281	моюнга алуу
grey	sadness	0.281	боз
senseless	sadness	0.281	акылсыз
unseat	sadness	0.281	орундан бошотуу
remove	sadness	0.281	алып салуу
revoke	sadness	0.281	жокко чыгаруу
shortage	sadness	0.281	жетишсиздик
apathy	sadness	0.281	апатия
adverse	sadness	0.281	терс
negro	sadness	0.281	негр
timid	sadness	0.281	тартынчаак
flinch	sadness	0.281	кычыратуу
scrapie	sadness	0.281	scrapie
grumpy	sadness	0.281	ачуулуу
knell	sadness	0.275	тизеле
throb	sadness	0.273	согуу
confusion	sadness	0.273	башаламандык
soldier	sadness	0.273	солдат
jurisprudence	sadness	0.273	юриспруденция
humbled	sadness	0.273	момун
gray	sadness	0.269	боз
lax	sadness	0.266	бош
mixedemotions	sadness	0.266	аралаш эмоциялар
obstacle	sadness	0.266	тоскоолдук
slur	sadness	0.266	шылдыңдоо
unrealistic	sadness	0.266	реалдуу эмес
drifted	sadness	0.266	сүзүп кетти
leaving	sadness	0.266	кетүү
shack	sadness	0.266	алачык
eternity	sadness	0.266	түбөлүктүүлүк
remiss	sadness	0.266	кечирүү
inconvenient	sadness	0.263	ыңгайсыз
restrict	sadness	0.259	чектөө
misrepresentation	sadness	0.259	бурмалоо
stagnant	sadness	0.259	токтоп калган
disservice	sadness	0.258	кызматтан кетирүү
wilderness	sadness	0.255	чөл
nosun	sadness	0.255	носун
backwater	sadness	0.255	арткы суу
tempest	sadness	0.250	бороон
pine	sadness	0.250	карагай
humbug	sadness	0.250	кемсинтүү
bang	sadness	0.250	жарылуу
speculation	sadness	0.250	спекуляция
labored	sadness	0.250	эмгек кылган
incomplete	sadness	0.250	толук эмес
gullible	sadness	0.250	ишенчээк
undying	sadness	0.250	өлбөс
anchorage	sadness	0.250	бекитүү
unexplained	sadness	0.250	түшүндүрүлбөгөн
error	sadness	0.250	ката
wasteful	sadness	0.250	ысырапкор
communism	sadness	0.250	коммунизм
uneducated	sadness	0.250	билимсиз
melodrama	sadness	0.242	мелодрама
demonstrative	sadness	0.242	демонстративдик
rainyday	sadness	0.242	жамгырлуу күн
necessity	sadness	0.236	зарылчылык
boredom	sadness	0.235	зеригүү
foggy	sadness	0.234	тумандуу
sentence	sadness	0.234	өкүм
misty	sadness	0.234	тумандуу
cancel	sadness	0.234	жокко чыгаруу
void	sadness	0.234	жараксыз
cloudy	sadness	0.234	булуттуу
blockade	sadness	0.234	блокада
pale	sadness	0.234	боз
trash	sadness	0.234	таштанды
uninteresting	sadness	0.234	кызыксыз
hollow	sadness	0.234	көңдөй
healing	sadness	0.234	айыктыруу
depart	sadness	0.234	кет
burke	sadness	0.234	Берк
warp	sadness	0.234	ийүү
case	sadness	0.228	иш
rainy	sadness	0.227	жамгырлуу
uninterested	sadness	0.223	кызыксыз
onerous	sadness	0.223	түйшүктүү
bottom	sadness	0.223	түбү
fasting	sadness	0.220	орозо
boooo	sadness	0.219	boooo
dole	sadness	0.219	dole
pious	sadness	0.219	такыба
indifference	sadness	0.219	кайдыгерлик
coping	sadness	0.219	күрөшүү
discolored	sadness	0.219	түссүз
thirst	sadness	0.219	суусоо
blunder	sadness	0.219	ката
cocaine	sadness	0.218	кокаин
tough	sadness	0.212	катуу
revolution	sadness	0.203	революция
hoary	sadness	0.203	караңгы
chilly	sadness	0.203	салкын
sluggish	sadness	0.203	солгун
yucky	sadness	0.203	жагымсыз
fat	sadness	0.203	семиз
lower	sadness	0.203	төмөн
sprain	sadness	0.203	созуу
chargeable	sadness	0.203	акы төлөнүүчү
arid	sadness	0.203	кургак
wanting	sadness	0.202	каалаган
progression	sadness	0.201	прогрессия
closure	sadness	0.195	жабуу
unbeaten	sadness	0.193	жеңилбеген
rack	sadness	0.188	стойка
halter	sadness	0.188	халат
rumor	sadness	0.188	ушак
tease	sadness	0.188	шылдыңдоо
invalid	sadness	0.188	жараксыз
cataract	sadness	0.188	катаракта
meh	sadness	0.188	мех
heartfelt	sadness	0.188	чын жүрөктөн
retirement	sadness	0.188	пенсия
splitting	sadness	0.188	бөлүү
interrupted	sadness	0.188	үзүлдү
oddity	sadness	0.188	кызык
cold	sadness	0.188	суук
veal	sadness	0.188	торпок эти
concerned	sadness	0.184	тынчсызданды
sarcasm	sadness	0.181	сарказм
strip	sadness	0.179	тилке
divided	sadness	0.172	бөлүнгөн
feeling	sadness	0.172	сезим
overload	sadness	0.172	ашыкча жүктөө
sap	sadness	0.172	шире
memories	sadness	0.172	эскерүүлөр
esteem	sadness	0.172	урматтоо
cupping	sadness	0.172	куюу
eschew	sadness	0.172	качуу
destination	sadness	0.170	көздөгөн жер
nosnow	sadness	0.169	кар жок
limited	sadness	0.167	чектелген
rain	sadness	0.163	жамгыр
willful	sadness	0.160	эрктүү
untitled	sadness	0.157	аталышсыз
stint	sadness	0.156	ст
cross	sadness	0.156	кайчылаш
weeds	sadness	0.156	отоо чөптөр
pare	sadness	0.155	паре
snort	sadness	0.154	коңурук
procession	sadness	0.152	жүрүш
inconsequential	sadness	0.152	натыйжасыз
tax	sadness	0.142	салык
emo	sadness	0.141	эмо
tolerate	sadness	0.141	сабыр кылуу
mug	sadness	0.141	кружка
overpriced	sadness	0.141	ашыкча бааланган
weight	sadness	0.141	салмак
touchy	sadness	0.140	тийүү
kennel	sadness	0.130	питомник
grounded	sadness	0.130	негизделген
unpaid	sadness	0.125	төлөнбөгөн
socialist	sadness	0.125	социалисттик
meek	sadness	0.125	жумшак
clouds	sadness	0.125	булуттар
margin	sadness	0.125	маржа
theocratic	sadness	0.125	теократиялык
stillness	sadness	0.125	тынчтык
sisterhood	sadness	0.125	карындаштык
terrific	sadness	0.125	укмуш
commemorate	sadness	0.125	эскерүү
late	sadness	0.125	кеч
default	sadness	0.121	демейки
lace	sadness	0.118	шнурках
unpublished	sadness	0.116	жарыяланбаган
interested	sadness	0.114	кызыкдар
fortress	sadness	0.110	чеп
lush	sadness	0.109	жапжашыл
harry	sadness	0.109	Гарри
ultimate	sadness	0.109	акыркы
priesthood	sadness	0.109	ыйык кызмат кылуу
orchestra	sadness	0.109	оркестр
rating	sadness	0.109	рейтинг
fleece	sadness	0.109	жүн
sanctify	sadness	0.108	ыйыктоо
income	sadness	0.100	киреше
winning	sadness	0.094	жеңиш
boo	sadness	0.094	boo
quiet	sadness	0.094	тынч
sonnet	sadness	0.094	сонет
vainly	sadness	0.091	бекер
hug	sadness	0.078	кучактоо
opera	sadness	0.078	опера
humble	sadness	0.078	момун
hut	sadness	0.078	кепе
ovation	sadness	0.078	овация
wet	sadness	0.078	нымдуу
motivating	sadness	0.078	түрткү берүүчү
treat	sadness	0.076	мамиле кылуу
hymn	sadness	0.064	гимн
honest	sadness	0.062	чынчыл
relics	sadness	0.061	реликтер
couch	sadness	0.060	диван
waffle	sadness	0.047	вафли
shell	sadness	0.045	кабык
musical	sadness	0.045	музыкалык
savor	sadness	0.034	даам
napkin	sadness	0.031	салфетка
vote	sadness	0.031	добуш берүү
sing	sadness	0.017	ырда
mother	sadness	0.016	эне
music	sadness	0.016	музыка
nutritious	sadness	0.015	аш болумдуу
lovely	sadness	0.009	сүйкүмдүү
sweetheart	sadness	0.000	жаным
romance	sadness	0.000	романтика
liquor	sadness	0.000	ичимдик
art	sadness	0.000	ст
surprise	surprise	0.930	сюрприз
explode	surprise	0.906	жарылуу
flabbergast	surprise	0.906	flabbergast
explosion	surprise	0.898	жарылуу
ambush	surprise	0.883	буктурма
explosive	surprise	0.883	жарылуучу
eruption	surprise	0.883	жарылуу
surprisingly	surprise	0.875	таң калыштуу
startle	surprise	0.875	чочутуу
shockingly	surprise	0.875	таң калтырат
frighten	surprise	0.875	коркутуу
surprised	surprise	0.867	таң калды
frightened	surprise	0.867	коркуп кетти
surprising	surprise	0.867	таң калыштуу
outburst	surprise	0.859	жарылуу
thrilling	surprise	0.859	толкундатуучу
miracle	surprise	0.859	керемет
blast	surprise	0.852	жарылуу
astonishingly	surprise	0.852	таң калыштуу
alarm	surprise	0.852	сигнализация
shock	surprise	0.844	шок
thunderstruck	surprise	0.844	күн күркүрөгөн
jolt	surprise	0.844	титирөө
dazzle	surprise	0.836	таң калтыруу
bang	surprise	0.836	жарылуу
catastrophe	surprise	0.836	катастрофа
fright	surprise	0.836	коркуу
unexpectedly	surprise	0.836	күтүлбөгөн жерден
startling	surprise	0.828	таң калтыруучу
suddenly	surprise	0.828	күтүлбөгөн жерден
emergency	surprise	0.828	өзгөчө кырдаал
bewilderment	surprise	0.828	таң калуу
stunned	surprise	0.820	таң калды
astound	surprise	0.820	таң калтыруу
jackpot	surprise	0.812	Jackpot
earthquake	surprise	0.812	жер титирөө
disaster	surprise	0.812	кырсык
astonishment	surprise	0.805	таң калуу
climax	surprise	0.805	туу чокусу
aghast	surprise	0.805	үрөй учурарлык
astonish	surprise	0.805	таң калтыруу
scare	surprise	0.797	коркутуу
awestruck	surprise	0.797	коркуп кетти
erupt	surprise	0.789	жарылуу
bomb	surprise	0.789	бомба
exclaim	surprise	0.789	кыйкырып
amazement	surprise	0.781	таң калуу
abduction	surprise	0.773	уурдоо
alarming	surprise	0.773	коркунучтуу
detonate	surprise	0.773	жардыруу
raid	surprise	0.773	рейд
miraculous	surprise	0.773	кереметтүү
invade	surprise	0.773	басып алуу
kidnap	surprise	0.766	ала качуу
unpredictable	surprise	0.758	күтүлбөгөн
stupefy	surprise	0.758	акылсыз
dumfound	surprise	0.758	акылсыз
overwhelming	surprise	0.758	басымдуу
erratic	surprise	0.750	туруксуз
unimaginable	surprise	0.750	элестетүү мүмкүн эмес
accident	surprise	0.750	кырсык
outrageous	surprise	0.750	чектен чыккан
horror	surprise	0.742	коркунуч
amaze	surprise	0.742	таң калтыруу
blitz	surprise	0.742	блиц
bewilder	surprise	0.742	таң калтыруу
flinch	surprise	0.742	кычыратуу
petrify	surprise	0.742	катып калуу
wreck	surprise	0.742	кыйроо
slaughter	surprise	0.742	союу
frenetic	surprise	0.734	жинди
crash	surprise	0.734	кыйроо
frantic	surprise	0.734	кутурган
stupefaction	surprise	0.734	акылсыздык
excitement	surprise	0.734	толкундануу
riotous	surprise	0.727	дүрбөлөңдүү
outcry	surprise	0.727	кыйкырык
vanished	surprise	0.727	жок болду
moonstruck	surprise	0.727	ай тийди
sudden	surprise	0.727	капыстан
awe	surprise	0.719	коркуу
scream	surprise	0.719	кыйкыруу
breathless	surprise	0.719	дем албай
sabotage	surprise	0.719	саботаж
shriek	surprise	0.719	кыйкыруу
unanticipated	surprise	0.719	күтүлбөгөн
bewildered	surprise	0.719	таң калды
manslaughter	surprise	0.719	киши өлтүрүү
amazedness	surprise	0.719	таң калуу
rupture	surprise	0.719	жарылуу
unexpected	surprise	0.711	күтүлбөгөн
electrify	surprise	0.711	электрлештируу
uncontrollable	surprise	0.711	көзөмөлсүз
shot	surprise	0.711	атып
avalanche	surprise	0.711	кар көчкү
gasp	surprise	0.711	дем алуу
stun	surprise	0.711	таң калтыруу
slam	surprise	0.703	чапкыла
abrupt	surprise	0.703	кескин
intruder	surprise	0.703	кирүүчү
unforeseen	surprise	0.703	күтүлбөгөн
suspense	surprise	0.703	токтоо
devastation	surprise	0.703	кыйроо
surge	surprise	0.703	толкун
excite	surprise	0.695	козгоо
dumfounder	surprise	0.695	дамфодер
yell	surprise	0.695	кыйкыр
unprecedented	surprise	0.695	болуп көрбөгөндөй
strike	surprise	0.695	сокку
volatility	surprise	0.695	туруксуздук
urgent	surprise	0.695	шашылыш
stab	surprise	0.695	бычак
disturbance	surprise	0.688	бузулуу
carnage	surprise	0.688	кыргын
incredible	surprise	0.688	укмуш
spectacular	surprise	0.688	укмуштуу
thrill	surprise	0.680	толкундануу
recklessness	surprise	0.680	бейкапардык
clamor	surprise	0.680	ызы-чуу
monstrous	surprise	0.680	коркунучтуу
slap	surprise	0.680	чаап
inexplicable	surprise	0.672	түшүнүксүз
terrorist	surprise	0.672	террорист
exciting	surprise	0.672	кызыктуу
accidental	surprise	0.672	кокусунан
accidentally	surprise	0.672	кокусунан
striking	surprise	0.672	уруучу
captivate	surprise	0.672	тартуу
exhilaration	surprise	0.672	толкундануу
topple	surprise	0.664	кулатуу
dire	surprise	0.664	коркунучтуу
revolution	surprise	0.664	революция
volcano	surprise	0.664	вулкан
freakish	surprise	0.664	укмуштуу
revolt	surprise	0.656	көтөрүлүш
bloodshed	surprise	0.656	кан төгүү
sneak	surprise	0.656	жашыруун
unspeakable	surprise	0.656	айтып жеткис
incendiary	surprise	0.656	күйгүзүүчү
epidemic	surprise	0.648	эпидемия
violent	surprise	0.648	зордук-зомбулук
disruption	surprise	0.648	бузулуу
amazingly	surprise	0.648	укмуштуудай
mutiny	surprise	0.648	козголоң
spellbound	surprise	0.648	сыйкырдуу
cyclone	surprise	0.648	циклон
unsuspecting	surprise	0.648	бейкапар
attacking	surprise	0.648	кол салуу
unintended	surprise	0.648	күтүлбөгөн
shout	surprise	0.641	кыйкыр
indescribable	surprise	0.641	айтып жеткис
tumult	surprise	0.641	ызы-чуу
improvisation	surprise	0.641	импровизация
wildfire	surprise	0.641	токой өртү
excitation	surprise	0.641	толкундануу
screech	surprise	0.641	кыйкырык
enthusiasm	surprise	0.641	энтузиазм
uncertain	surprise	0.633	белгисиз
plunder	surprise	0.633	тоноо
gape	surprise	0.633	ачуу
treachery	surprise	0.633	чыккынчылык
agape	surprise	0.633	агапе
anomaly	surprise	0.633	аномалия
presto	surprise	0.633	presto
apparition	surprise	0.633	көрүнүш
wonderment	surprise	0.625	таң калуу
slaughtering	surprise	0.625	союу
trick	surprise	0.625	куулук
mystery	surprise	0.625	сыр
murderous	surprise	0.625	канкор
distress	surprise	0.625	кыйынчылык
sorcery	surprise	0.625	сыйкырчылык
excited	surprise	0.625	толкунданган
tempest	surprise	0.625	бороон
urgency	surprise	0.625	шашылыш
inimaginable	surprise	0.617	элестетүү мүмкүн эмес
intrusive	surprise	0.617	интрузивдик
quickness	surprise	0.617	тездик
intense	surprise	0.617	интенсивдүү
trickery	surprise	0.617	куулук
vanish	surprise	0.617	жок болуу
prank	surprise	0.617	тамаша
murder	surprise	0.617	өлтүрүү
thief	surprise	0.609	ууру
blindfold	surprise	0.609	көз байлоо
unstable	surprise	0.609	туруксуз
strangle	surprise	0.609	муунтуп өлтүрүү
coup	surprise	0.609	төңкөрүш
magical	surprise	0.609	сыйкырдуу
shatter	surprise	0.609	талкалоо
splash	surprise	0.609	чачыратуу
stupor	surprise	0.602	эс алуу
inconceivable	surprise	0.602	акылга сыйбас
betray	surprise	0.602	чыккынчылык кылуу
defy	surprise	0.602	каршы чыгуу
jubilee	surprise	0.602	юбилейлик
assail	surprise	0.602	кол салуу
deluge	surprise	0.602	топон суу
tackle	surprise	0.602	чечүү
monstrosity	surprise	0.594	желмогуздук
lightning	surprise	0.594	чагылган
stupendous	surprise	0.594	укмуш
shrill	surprise	0.594	кычыратуу
mishap	surprise	0.594	кырсык
alerts	surprise	0.594	эскертүүлөр
mysterious	surprise	0.586	сырдуу
randomly	surprise	0.586	туш келди
wild	surprise	0.586	жапайы
deceit	surprise	0.586	алдамчылык
bonus	surprise	0.586	бонус
pitfall	surprise	0.586	тузак
