English Word	Emotion	Emotion-Intensity-Score	Arabic Word
prowl	surprise	0.469	جوس
reversal	surprise	0.469	انعكاس، ارتداد، انقلاب
wizard	surprise	0.469	ساحر
rapid	surprise	0.469	سريعون
leery	surprise	0.469	حذر
break	surprise	0.461	فترة راحة
slip	surprise	0.461	ينزلق
divergent	surprise	0.461	متشعب
hilarious	surprise	0.461	مضحك جدا
coincidence	surprise	0.461	صدفة
subito	surprise	0.461	سوبيتو
overestimate	surprise	0.453	بالغ في التقدير
ordeal	surprise	0.453	محنة
evanescence	surprise	0.453	تلاشي
merriment	surprise	0.453	فرح
raffle	surprise	0.453	يانصيب
winning	surprise	0.453	الفوز
wonderful	surprise	0.453	رائع
hoax	surprise	0.453	خدعة
confession	surprise	0.453	اعتراف
splendid	surprise	0.445	رائع
stound	surprise	0.445	مذهل
perchance	surprise	0.445	بالمصادفة
excel	surprise	0.445	تتفوق
enthusiast	surprise	0.445	متحمس
gambling	surprise	0.445	القمار
feat	surprise	0.445	عمل
laughter	surprise	0.445	ضحك
brighten	surprise	0.438	سطع
unique	surprise	0.438	فريدة من نوعها
senseless	surprise	0.438	عديم الإحساس
changeable	surprise	0.438	قابل للتغيير
splendor	surprise	0.438	روعة
rapt	surprise	0.438	مستغرق
unintentional	surprise	0.438	غير مقصود
fascination	surprise	0.430	سحر
trepidation	surprise	0.430	الخوف
lawsuit	surprise	0.430	دعوى قضائية
gift	surprise	0.430	هدية مجانية
stealthy	surprise	0.430	خلسة
fiesta	surprise	0.430	العيد
intrigue	surprise	0.430	دسيسة
delighted	surprise	0.430	مسرور
judgment	surprise	0.422	حكم
stealth	surprise	0.422	خلسة
enchant	surprise	0.422	يسحر
originality	surprise	0.422	أصالة
riddle	surprise	0.422	لغز
quicksilver	surprise	0.422	الزئبق
illegitimate	surprise	0.414	غير شرعي
experiment	surprise	0.414	تجربة
elusive	surprise	0.414	صعبة المنال
syncope	surprise	0.414	إغماء
liberation	surprise	0.414	تحرير
spirits	surprise	0.414	معنويات
perjury	surprise	0.414	شهادة زور
veracity	surprise	0.414	الموثوقية
parade	surprise	0.406	موكب
applause	surprise	0.406	تصفيق
inspired	surprise	0.406	ربما
allure	surprise	0.406	إغراء
eager	surprise	0.406	حريص
gambler	surprise	0.406	مقامر
fete	surprise	0.406	فيت
divorce	surprise	0.398	الطلاق
guess	surprise	0.398	خمن
princely	surprise	0.398	أميرية
burlesque	surprise	0.398	هزلي
secrecy	surprise	0.398	السرية
incontinence	surprise	0.391	سلس البول
peri	surprise	0.391	بيري
cheerful	surprise	0.391	مبتهج
hermaphrodite	surprise	0.391	خنثى
supremacy	surprise	0.391	السيادة
aspiration	surprise	0.391	طموح
buck	surprise	0.383	دولار
lose	surprise	0.383	تخسر
cadaver	surprise	0.383	الجثة
crowning	surprise	0.383	تتويج
praiseworthy	surprise	0.383	جدير بالثناء
inheritance	surprise	0.383	ميراث
score	surprise	0.383	نتيجة
gulp	surprise	0.375	بلع
camouflaged	surprise	0.375	مموهة
advance	surprise	0.375	يتقدم
succeed	surprise	0.375	ينجح
frisky	surprise	0.375	لعوب
mystic	surprise	0.375	صوفي
compliment	surprise	0.375	إطراء
hope	surprise	0.367	أمل
joker	surprise	0.367	مهرج
sparkle	surprise	0.367	التألق
excavation	surprise	0.367	حفريات
sensual	surprise	0.367	حسي
entertainment	surprise	0.359	وسائل الترفيه
feeling	surprise	0.359	شعور
modify	surprise	0.352	تعديل
blessings	surprise	0.352	بركاته
newcomer	surprise	0.352	الوافد الجديد
obit	surprise	0.352	نعي
postponement	surprise	0.352	تأجيل
award	surprise	0.352	جائزة
clown	surprise	0.352	مهرج
highest	surprise	0.344	الأعلى
hero	surprise	0.344	بطل
glorify	surprise	0.344	مجد
proficiency	surprise	0.344	الكفاءة
start	surprise	0.344	بداية
wonderfully	surprise	0.344	بشكل رائع
celebrity	surprise	0.344	نجاح كبير
rekindle	surprise	0.336	أشعل
optimism	surprise	0.336	التفاؤل
sanctify	surprise	0.336	قدس
unbeaten	surprise	0.336	لم يهزم
prodigious	surprise	0.336	مذهل
grin	surprise	0.336	ابتسامة
memorable	surprise	0.336	لا تنسى
warned	surprise	0.336	محذر
dissolution	surprise	0.336	تحلل
hypertrophy	surprise	0.328	تضخم في حجم الخلايا
admiration	surprise	0.328	إعجاب
examination	surprise	0.320	فحص
angel	surprise	0.320	ملاك
present	surprise	0.320	الحالي
catch	surprise	0.320	قبض على
hap	surprise	0.320	هاب
saint	surprise	0.312	القديس
embrace	surprise	0.312	تعانق
flirt	surprise	0.312	يعاكس
puma	surprise	0.312	بوما
kiss	surprise	0.312	قبلة
liberty	surprise	0.312	حرية
scrimmage	surprise	0.312	مشاجرة
treat	surprise	0.312	يعالج
inaffable	surprise	0.312	لا يغتصب
occasional	surprise	0.312	عرضي
dismissal	surprise	0.312	الفصل
perfection	surprise	0.305	حد الكمال
saintly	surprise	0.305	قديس
gratify	surprise	0.305	يرضي
generosity	surprise	0.305	سخاء
sally	surprise	0.305	سالي
palpable	surprise	0.297	واضح محسوس ملموس
finally	surprise	0.297	أخيرا
differently	surprise	0.297	بشكل مختلف
polarity	surprise	0.297	قطبية
ceremony	surprise	0.297	مراسم
favorable	surprise	0.297	ملائم
larger	surprise	0.297	أكبر
warn	surprise	0.297	تحذير
medal	surprise	0.289	ميدالية
romance	surprise	0.289	رومانسي
inviting	surprise	0.289	دعوة
greeting	surprise	0.289	تحية
resignation	surprise	0.281	استقالة
accolade	surprise	0.281	احتضان
labor	surprise	0.281	العمل
candid	surprise	0.281	صريح
trip	surprise	0.281	رحلة قصيرة
stare	surprise	0.273	التحديق
admire	surprise	0.266	معجب
glimmer	surprise	0.266	بصيص
playful	surprise	0.266	مرح
somatic	surprise	0.266	جسدي
festival	surprise	0.266	مهرجان
mimicry	surprise	0.266	تشابه
insolvency	surprise	0.266	إعسار
immerse	surprise	0.266	غمر
invite	surprise	0.266	يدعو
compensate	surprise	0.266	يكافئ
receiving	surprise	0.258	يستلم
complement	surprise	0.258	مديح
chuckle	surprise	0.258	ضحكة مكتومة
laugh	surprise	0.258	يضحك
hypothesis	surprise	0.258	فرضية
honeymoon	surprise	0.250	شهر العسل
opera	surprise	0.242	الأوبرا
pleasant	surprise	0.242	جَذّاب
marry	surprise	0.242	الزواج
independence	surprise	0.242	استقلال
chant	surprise	0.234	ترنيمة
holiness	surprise	0.234	قداسة
assessment	surprise	0.234	تقييم
rhythmical	surprise	0.234	إيقاعي
hopeful	surprise	0.234	متفائل
leave	surprise	0.234	غادر
trophy	surprise	0.234	غنيمة
deal	surprise	0.227	صفقة
procession	surprise	0.227	موكب
placard	surprise	0.227	لافتة
shopping	surprise	0.219	التسوق
musical	surprise	0.219	موسيقي
cherish	surprise	0.219	يعتز
good	surprise	0.219	جيد
dawn	surprise	0.211	فَجر
simplify	surprise	0.211	تبسيط
shell	surprise	0.211	الصدف
morals	surprise	0.203	أخلاق
money	surprise	0.203	مال
nullify	surprise	0.203	يبطل
purity	surprise	0.203	نقاء
sweet	surprise	0.203	حلو
synchronize	surprise	0.195	تزامن
precious	surprise	0.195	ثمين
humanitarian	surprise	0.195	إنساني
preservative	surprise	0.195	مادة حافظة
unfulfilled	surprise	0.195	لم تتحقق
obliging	surprise	0.188	مستعد لتقديم المساعدة
singularly	surprise	0.188	بشكل استثنائي
graduation	surprise	0.180	تخرُّج
foresee	surprise	0.180	توقع
pray	surprise	0.180	يصلي
lovely	surprise	0.180	محبوب
thirst	surprise	0.172	العطش
mouth	surprise	0.172	فم
youth	surprise	0.172	شباب
sun	surprise	0.172	الشمس
art	surprise	0.172	فن
goodness	surprise	0.164	صلاح
latent	surprise	0.156	كامن
visor	surprise	0.156	قناع
overdue	surprise	0.156	متأخر
practiced	surprise	0.156	تمارس
loyal	surprise	0.148	مخلص
expect	surprise	0.148	توقع
wireless	surprise	0.148	لاسلكي
destination	surprise	0.148	المكان المقصود
infant	surprise	0.141	رضيع
cream	surprise	0.141	كريم
slush	surprise	0.141	طين
quote	surprise	0.141	يقتبس
playground	surprise	0.133	ملعب
vote	surprise	0.125	تصويت
teach	surprise	0.125	يعلم
organization	surprise	0.125	منظمة
dolphin	surprise	0.117	دولفين
weight	surprise	0.117	وزن
smile	surprise	0.117	ابتسامة
sisterhood	surprise	0.109	الأخوة
cable	surprise	0.109	كابل
sunny	surprise	0.102	مشمس
steady	surprise	0.094	ثابت
peaceful	surprise	0.086	امن
spa	surprise	0.086	منتجع صحي
leisure	surprise	0.086	راحة
picnic	surprise	0.078	نزهه
tree	surprise	0.078	شجرة
worm	surprise	0.055	الفيروس المتنقل
truthfulness	trust	0.906	الصدق
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	جدير بالثقة
honor	trust	0.844	شرف
honesty	trust	0.844	أمانة
honest	trust	0.844	صادق
truth	trust	0.844	حقيقة
truthful	trust	0.836	صادقة
trusting	trust	0.836	الثقة
brotherhood	trust	0.820	أخوة
entrust	trust	0.812	ودع
committed	trust	0.805	ملتزم
loyalty	trust	0.805	وفاء
integrity	trust	0.805	النزاهة
honorable	trust	0.805	مشرف
trust	trust	0.805	ثقة
credibility	trust	0.805	مصداقية
faithful	trust	0.797	مخلص
sincere	trust	0.797	مخلص
partnership	trust	0.789	شراكة
responsible	trust	0.789	مسؤول
true	trust	0.789	حقيقي
wisdom	trust	0.789	حكمة
verification	trust	0.781	تَحَقّق
cooperative	trust	0.781	تعاوني
vow	trust	0.781	نذر
oath	trust	0.781	حلف
respectable	trust	0.773	محترم
sisterhood	trust	0.773	الأخوة
hero	trust	0.773	بطل
credible	trust	0.773	معقول
promise	trust	0.773	يعد
verified	trust	0.773	تم التحقق
qualified	trust	0.766	تأهلت
authentication	trust	0.766	المصادقة
respected	trust	0.766	محترم
compassion	trust	0.759	تعاطف
approval	trust	0.758	موافقة
moral	trust	0.758	أخلاقي
reliability	trust	0.758	الموثوقية
trusts	trust	0.758	موثوق به
safekeeping	trust	0.758	حفظ
reputable	trust	0.758	حسن السمعة
love	trust	0.758	الحب
friend	trust	0.750	صديق
stable	trust	0.750	مستقر
authentic	trust	0.750	أصلي
competence	trust	0.750	كفاءه
safeguard	trust	0.750	حماية
companion	trust	0.750	رفيق
advised	trust	0.750	نصح
respect	trust	0.750	احترام
loyal	trust	0.750	مخلص
genuine	trust	0.750	حقيقي. صادق. صميم
friendships	trust	0.750	يثق
ally	trust	0.750	حليف
proven	trust	0.742	ثبت
freedom	trust	0.742	الحريه
respects	trust	0.742	يحترم
accepting	trust	0.742	الصداقات
faith	trust	0.742	إيمان
wholesome	trust	0.742	صحي
heartfelt	trust	0.734	القلبية
unification	trust	0.734	توحيد
confirmation	trust	0.734	التأكيد
protecting	trust	0.734	حماية
reassurance	trust	0.734	الاطمئنان
trustee	trust	0.734	وصي
supporter	trust	0.734	مؤيد، مشجع، داعم
respectful	trust	0.734	محترم
admirable	trust	0.734	رائع
fact	trust	0.727	حقيقة
friendship	trust	0.727	صداقة
partners	trust	0.727	القبول
confidentially	trust	0.727	سرا
confident	trust	0.727	واثق
equality	trust	0.727	المساواة
alliance	trust	0.727	تحالف
credential	trust	0.727	الاعتماد
believing	trust	0.727	تصديق
excellence	trust	0.727	تفوق
agreement	trust	0.727	اتفاق
closeness	trust	0.719	القرب
authenticate	trust	0.719	المصادقة
virtuous	trust	0.719	فاضل
intelligence	trust	0.719	الذكاء
kindred	trust	0.719	عشير
virtue	trust	0.719	استنادا
honored	trust	0.719	تكريم
justice	trust	0.711	العدل
charitable	trust	0.711	الخيرية
determination	trust	0.711	عزم
creditable	trust	0.711	جدير بالثقة
consistency	trust	0.711	التناسق
allegiance	trust	0.711	الولاء
cooperation	trust	0.711	تعاون
guarantee	trust	0.711	ضمان
dedication	trust	0.711	إخلاص
straightforward	trust	0.711	صريح
cooperating	trust	0.711	تتعاون
reliable	trust	0.703	موثوق بها
nurture	trust	0.703	تنشئة
mother	trust	0.703	أم
fulfilled	trust	0.703	استيفاء
admiration	trust	0.703	إعجاب
mentor	trust	0.703	مرشد
guardianship	trust	0.703	الوصاية
assurance	trust	0.703	توكيد
morality	trust	0.703	الأخلاق
motherhood	trust	0.703	الأمومة
innocent	trust	0.703	بريىء
reverence	trust	0.703	تقديس
sanctuary	trust	0.703	الملاذ الآمن
friendliness	trust	0.703	الود
prepared	trust	0.703	أعدت
admire	trust	0.703	معجب
protected	trust	0.703	محمي
proof	trust	0.703	دليل - إثبات
bodyguard	trust	0.695	حارس شخصي
skillful	trust	0.695	ماهر
marriage	trust	0.695	زواج
allied	trust	0.695	متحالف
morals	trust	0.695	أخلاق
humanitarian	trust	0.695	إنساني
pact	trust	0.695	حلف
courage	trust	0.695	شجاعة
accountable	trust	0.695	مسؤول
agreeable	trust	0.695	مقبول
united	trust	0.695	المتحدة
indestructible	trust	0.695	غير قابل للتدمير
approving	trust	0.695	الموافقة
guardian	trust	0.695	وصي
compassionate	trust	0.695	حنون
scientist	trust	0.695	عالم
certified	trust	0.695	معتمد
pledge	trust	0.688	يتعهد
adviser	trust	0.688	مستشار
authenticity	trust	0.688	أصالة
understanding	trust	0.688	فهم
secure	trust	0.688	يؤمن
guidance	trust	0.688	إرشاد
monogamy	trust	0.688	الزواج الأحادي
valor	trust	0.688	بسالة
solidity	trust	0.688	صلابة
perfection	trust	0.688	حد الكمال
believed	trust	0.688	يعتقد
humanity	trust	0.688	إنسانية
justifiable	trust	0.688	له ما يبرره
competent	trust	0.688	كفؤ
esteem	trust	0.688	التقدير
protector	trust	0.680	حامية
inspire	trust	0.680	يلهم
hope	trust	0.680	أمل
strongest	trust	0.680	شركاء
expertise	trust	0.680	خبرة
humble	trust	0.680	متواضع
indivisible	trust	0.680	غير قابل للتجزئة
official	trust	0.680	الرسمية
affirm	trust	0.680	يؤكد
familiarity	trust	0.680	معرفة
confirmed	trust	0.680	تم تأكيد
diligence	trust	0.680	اجتهاد
grandfather	trust	0.680	جد
advocacy	trust	0.680	المناصرة
goodness	trust	0.680	صلاح
commendable	trust	0.680	جدير بالثناء
acceptance	trust	0.680	قبول
diplomatic	trust	0.680	دبلوماسي
leader	trust	0.680	قائد
confide	trust	0.680	ثقة
agreeing	trust	0.680	الموافقة
approve	trust	0.680	يوافق
professional	trust	0.680	المحترفين
elders	trust	0.680	شيخات
confidential	trust	0.680	مؤتمن
faultless	trust	0.672	لا عيب فيه
believes	trust	0.672	وافقت
sanctify	trust	0.672	قدس
intelligent	trust	0.672	ذكي
safe	trust	0.672	آمنة
accepted	trust	0.672	أقوى
dignity	trust	0.672	كرامة
unwavering	trust	0.672	لا يتزعزع
encyclopedia	trust	0.672	موسوعة
mastery	trust	0.672	تمكن
cohesive	trust	0.672	متماسك
harmoniously	trust	0.672	بانسجام
benevolence	trust	0.672	الإحسان
healing	trust	0.672	شفاء
accredited	trust	0.672	معتمد
covenant	trust	0.672	عهد
accountability	trust	0.664	مسئولية
team	trust	0.664	فريق
authority	trust	0.664	السلطة
heroic	trust	0.664	بطولي
reliance	trust	0.664	الاعتماد
expert	trust	0.664	خبير
communicate	trust	0.664	يتواصل
spiritual	trust	0.664	روحي
impeccable	trust	0.664	لا تشوبه شائبة
specialist	trust	0.664	متخصص
affirmatively	trust	0.664	بالإيجاب
proficient	trust	0.664	بارع
fulfillment	trust	0.664	تحقيق، إنجاز
advocate	trust	0.664	المؤيد
disciple	trust	0.664	المريد
attestation	trust	0.664	تصديق
merit	trust	0.664	ميزة
supporting	trust	0.664	دعم
ambassador	trust	0.664	سفير
guidebook	trust	0.664	دليل
accept	trust	0.664	قبول
strengthening	trust	0.661	تقوية
holiness	trust	0.656	قداسة
facts	trust	0.656	حقائق
warranty	trust	0.656	ضمان
strength	trust	0.656	قوة
relationship	trust	0.656	صلة
defended	trust	0.656	دافع
constancy	trust	0.656	ثبات
favorable	trust	0.656	ملائم
gentleman	trust	0.656	انسان محترم
counsel	trust	0.656	محامي
scientific	trust	0.656	علمي
structure	trust	0.656	بنية
elder	trust	0.656	المسنين
excellent	trust	0.656	ممتاز
achieve	trust	0.656	التوصل
steadfast	trust	0.656	صامد
familiar	trust	0.656	معروف
proficiency	trust	0.656	الكفاءة
supports	trust	0.656	يعتقد
counselor	trust	0.648	مستشار
lovable	trust	0.648	محبوب
advisable	trust	0.648	المستحسن
agreed	trust	0.648	متفق عليه
heroism	trust	0.648	البطولة
rely	trust	0.648	يعتمد
uphold	trust	0.648	التمسك
brother	trust	0.648	شقيق
matrimony	trust	0.648	الزواج
assuredly	trust	0.648	بالتأكيد
peaceful	trust	0.648	امن
saint	trust	0.648	القديس
unconditionally	trust	0.648	يقبل
solidarity	trust	0.648	تكافل
accepts	trust	0.648	يدعم
inspiration	trust	0.648	وحي - الهام
noble	trust	0.648	النبيل
successful	trust	0.648	ناجح
harmony	trust	0.648	انسجام
protective	trust	0.648	محمي
competency	trust	0.648	كفاءة
comrade	trust	0.648	الرفيق
academic	trust	0.648	أكاديمي
assist	trust	0.648	مساعدة
worthy	trust	0.643	ذو قيمة
benefactor	trust	0.641	فاعل خير
credence	trust	0.641	المصداقية
confidence	trust	0.641	الثقة
relationships	trust	0.641	دون قيد أو شرط
ordained	trust	0.641	رسامة
legal	trust	0.641	قانوني
champion	trust	0.641	بطل
lawful	trust	0.641	قانوني
durability	trust	0.641	متانة
judiciary	trust	0.641	القضاء
doctor	trust	0.641	طبيب
loving	trust	0.641	محب
assure	trust	0.641	أؤكد
establish	trust	0.641	إنشاء
mamma	trust	0.641	ماما
kind	trust	0.641	طيب القلب
unity	trust	0.641	وحدة
conscientious	trust	0.641	منجز وفقا لما يمليه الضمير
real	trust	0.641	حقا
coexist	trust	0.641	تعايش
leading	trust	0.641	قيادة
teacher	trust	0.641	معلم
intimate	trust	0.634	حَمِيم
brotherly	trust	0.633	أخوي
physician	trust	0.633	الطبيب المعالج
judicial	trust	0.633	قضائي
saintly	trust	0.633	قديس
aspiration	trust	0.633	طموح
conscience	trust	0.633	الضمير
therapeutic	trust	0.633	علاجي
fidelity	trust	0.633	الاخلاص
soundness	trust	0.633	صلابة
important	trust	0.633	مهم
homage	trust	0.633	إجلال أو بيعة أو احترام
legitimacy	trust	0.633	شرعية
fortitude	trust	0.633	ثبات
deepest	trust	0.633	العلاقات
approved	trust	0.633	وافق
courageous	trust	0.633	شجاع
devotional	trust	0.633	عبادي
endorse	trust	0.633	تصادق
backbone	trust	0.633	العمود الفقري
authorize	trust	0.633	يأذن
practiced	trust	0.633	تمارس
sanctification	trust	0.633	التقديس
hopeful	trust	0.633	متفائل
convincing	trust	0.633	مقنع
bless	trust	0.633	يبارك
angel	trust	0.625	ملاك
authorization	trust	0.625	تفويض
assured	trust	0.625	مؤكد
purify	trust	0.625	تنقية
caretaker	trust	0.625	القائم بأعمال
regard	trust	0.625	اعتبار
profound	trust	0.625	عميق
achievement	trust	0.625	إنجاز
evident	trust	0.625	واضح
positivity	trust	0.625	الإيجابية
communication	trust	0.625	الاتصالات
professorship	trust	0.625	الأستاذية
blessing	trust	0.625	بركة
beliefs	trust	0.625	أعمق
encourage	trust	0.625	يشجع
fireman	trust	0.625	رجل الاطفاء
majestic	trust	0.625	مهيب
civilized	trust	0.625	متحضر
certify	trust	0.625	يشهد
wonderful	trust	0.625	رائع
engaged	trust	0.625	مخطوب \ مخطوبة
accurate	trust	0.625	دقيق
approvement	trust	0.617	الموافقة
optimism	trust	0.617	التفاؤل
planning	trust	0.617	تخطيط
believer	trust	0.617	مؤمن
advice	trust	0.617	النصيحة
commend	trust	0.617	أثني
gospel	trust	0.617	الإنجيل
objective	trust	0.617	هدف
rational	trust	0.617	معقول
cherish	trust	0.617	يعتز
constantly	trust	0.617	باستمرار
haven	trust	0.617	ملاذ
fundamental	trust	0.617	أساسي
bedrock	trust	0.617	حجر الأساس
accord	trust	0.617	اتفاق
triumphant	trust	0.617	منتصر
surety	trust	0.617	الكفالة
testament	trust	0.617	وصية
absolution	trust	0.617	الغفران
truce	trust	0.617	هدنة
reassure	trust	0.617	طمأن
appreciation	trust	0.617	تقدير
qualities	trust	0.617	الصفات
passionate	trust	0.617	شغوف
good	trust	0.617	جيد
unimpeachable	trust	0.617	لا يرقى إليه الشك
corroborate	trust	0.617	يثبت
thoughtful	trust	0.617	وقور
heroine	trust	0.617	بطلة
teach	trust	0.617	يعلم
god	trust	0.617	الله
attentive	trust	0.617	يقظ
scripture	trust	0.609	الكتاب المقدس
civilization	trust	0.609	الحضارة
magnificence	trust	0.609	روعة
recommend	trust	0.609	نوصي
progression	trust	0.609	تقدم
steward	trust	0.609	مضيفة
purification	trust	0.609	طهارة
patron	trust	0.609	كفيل
praiseworthy	trust	0.609	جدير بالثناء
heal	trust	0.609	شفاء - يشفى
considerate	trust	0.609	تراعي
blessings	trust	0.609	بركاته
mediator	trust	0.609	الوسيط
babysitter	trust	0.609	جليسه اطفال
notary	trust	0.609	كاتب عدل
awareness	trust	0.609	وعي
vetted	trust	0.609	المعتقدات
excel	trust	0.609	تتفوق
happy	trust	0.609	سعيدة
praise	trust	0.609	مدح
brilliant	trust	0.609	متألق
liking	trust	0.609	تروق
definitive	trust	0.609	نهائي
comfort	trust	0.609	راحة
officer	trust	0.609	ضابط
peace	trust	0.602	سلام
serenity	trust	0.602	راحة نفسية
unquestionable	trust	0.602	لا ريب فيه
embrace	trust	0.602	تعانق
identify	trust	0.602	التعرف
inspired	trust	0.602	ربما
steady	trust	0.602	ثابت
nun	trust	0.602	راهبة
guarded	trust	0.602	حراسة
symmetry	trust	0.602	تناظر
mainstay	trust	0.602	عماد
fulfill	trust	0.602	تحقيق
humility	trust	0.602	التواضع
helpful	trust	0.602	معاون، مساعد، مفيد، فاعل خير
transcendence	trust	0.602	التعالي
unconditional	trust	0.602	غير مشروط
brave	trust	0.602	شجاع
brighten	trust	0.602	سطع
experienced	trust	0.602	يختبر
enlightenment	trust	0.602	تنوير
sympathetic	trust	0.602	ودي
witness	trust	0.602	الشاهد
vigilant	trust	0.594	اليقظة
ministry	trust	0.594	الوزارة
admiral	trust	0.594	أميرال
vigilance	trust	0.594	اليقظة
depend	trust	0.594	تعتمد
generosity	trust	0.594	سخاء
befriend	trust	0.594	صداقة
complimentary	trust	0.594	مجامله
assessment	trust	0.594	تقييم
fairly	trust	0.594	تماما
enlighten	trust	0.594	تنوير
strengthen	trust	0.594	تعزيز - يقوي
nurse	trust	0.594	ممرض
endowment	trust	0.594	هبة او منحة
visionary	trust	0.594	البصيرة
praised	trust	0.594	أشاد ومدح
eminence	trust	0.594	سماحة
marry	trust	0.594	الزواج
generous	trust	0.594	كريم - سخي
gratitude	trust	0.594	اِمتِنان
sage	trust	0.594	المريمية
tranquility	trust	0.594	الهدوء والطمأنينة
openly	trust	0.594	علنا
grant	trust	0.594	منحة
spouse	trust	0.594	زوج
philanthropic	trust	0.594	الخيرية
regent	trust	0.594	الوصي
substantiate	trust	0.594	إثبات
commendation	trust	0.594	الثناء
council	trust	0.594	مجلس
efficient	trust	0.594	فعالة
sweetheart	trust	0.589	حبيبة القلب
bylaw	trust	0.586	اللائحة
magnificent	trust	0.586	رائع
designation	trust	0.586	تعيين
godly	trust	0.586	الصالحين
seniority	trust	0.586	الأقدمية
conservation	trust	0.586	الحفاظ على
educational	trust	0.586	التعليمية
rooted	trust	0.586	متجذرة
inheritance	trust	0.586	ميراث
diplomacy	trust	0.586	الدبلوماسية
mate	trust	0.586	رَفِيق
convince	trust	0.586	يقنع
unfailing	trust	0.586	لا يفتر
share	trust	0.586	شارك
monk	trust	0.586	راهب
constitutional	trust	0.586	دستوري
lovely	trust	0.586	محبوب
compliance	trust	0.586	امتثال
attest	trust	0.586	يشهد
victory	trust	0.586	فوز
serene	trust	0.586	هادئ
checklist	trust	0.586	قائمة تدقيق
husbandry	trust	0.586	تربية
enjoying	trust	0.586	الاستمتاع
revere	trust	0.586	احترام
tribe	trust	0.586	قبيلة
meritorious	trust	0.586	جدير بالتقدير
joyful	trust	0.586	بهيجة
delegate	trust	0.586	مندوب
helper	trust	0.586	المساعد
angelic	trust	0.586	ملائكي
ambition	trust	0.586	طموح
father	trust	0.586	الآب
acclaim	trust	0.586	هتاف
testimony	trust	0.586	شهادة
collectively	trust	0.586	جماعي
sobriety	trust	0.586	رزانة
prestige	trust	0.586	هيبة
firmness	trust	0.586	الحزم
structural	trust	0.578	الهيكلي
impartiality	trust	0.578	الحياد
navigator	trust	0.578	الملاح
judge	trust	0.578	يحكم على
shelter	trust	0.578	مأوى
coexisting	trust	0.578	التعايش
unquestioned	trust	0.578	لا جدال فيه
careful	trust	0.578	حذر
obey	trust	0.578	الانصياع
professor	trust	0.578	دكتور جامعى
convinced	trust	0.578	مقتنع
communion	trust	0.578	شركة
cheerfulness	trust	0.578	البهجة
inviting	trust	0.578	دعوة
irrefutable	trust	0.578	لا يقبل الجدل
commandant	trust	0.578	قائد
smile	trust	0.578	ابتسامة
authoritative	trust	0.578	موثوق
philanthropist	trust	0.578	محب الخير
legalized	trust	0.578	مصدق
adore	trust	0.578	أعشق
upright	trust	0.578	تستقيم
revival	trust	0.578	إحياء
dutiful	trust	0.578	مطيع
watchdog	trust	0.578	حراسة
apostle	trust	0.570	الرسول
volunteers	trust	0.570	المتطوعين
immaculate	trust	0.570	طاهر، نظيف جدا، منظم جدا
adhering	trust	0.570	الانضمام
unquestionably	trust	0.570	مما لا شك فيه
advise	trust	0.570	نصيحة
punctual	trust	0.570	منضبط
consult	trust	0.570	شاور
ordinance	trust	0.570	مرسوم
complement	trust	0.570	مديح
modest	trust	0.570	محتشم
everlasting	trust	0.570	دائم
compass	trust	0.570	بوصلة
heavenly	trust	0.570	السماوي
determinate	trust	0.570	تحدد
counsellor	trust	0.570	مستشار
abundance	trust	0.570	وفرة
guide	trust	0.570	يرشد
earned	trust	0.570	فحص
pedigree	trust	0.570	نسب
relative	trust	0.570	نسبيا
principal	trust	0.570	المالك
plausible	trust	0.570	معقول
collaborator	trust	0.570	متعاون
connective	trust	0.570	الضامة
corroboration	trust	0.570	إثبات
insure	trust	0.570	تأمين
pilot	trust	0.570	طيار
unequivocal	trust	0.570	بين، جلي
matron	trust	0.570	مربية
cuddle	trust	0.570	يحضن
measured	trust	0.570	تقاس
fort	trust	0.562	حصن
treasurer	trust	0.562	امينة صندوق
apostolic	trust	0.562	رسولي
save	trust	0.562	حفظ
frankness	trust	0.562	الصراحة
insight	trust	0.562	تبصر
admit	trust	0.562	يعترف
earn	trust	0.562	يكسب
remarkable	trust	0.562	لافت للنظر
strong	trust	0.562	قوي
content	trust	0.562	المحتوى
vitality	trust	0.562	حيوية
prize	trust	0.562	جائزة
vigorous	trust	0.562	قوي
congregation	trust	0.562	مجمع
uplift	trust	0.562	رفع
spotless	trust	0.562	نظيف
devout	trust	0.562	ورع
soothing	trust	0.562	مهدئ
miracle	trust	0.562	معجزة
cohesion	trust	0.562	تماسك
lovemaking	trust	0.562	حبهم
curable	trust	0.562	قابل للشفاء
pleasant	trust	0.562	جَذّاب
jury	trust	0.562	هيئة المحلفين
pertinent	trust	0.562	صلة وثيقه
succeeding	trust	0.562	النجاح
concordance	trust	0.562	فهرس أبجدي
jurist	trust	0.562	فقيه
applaud	trust	0.562	صفق
ordination	trust	0.562	سيامة
compensate	trust	0.562	يكافئ
patience	trust	0.555	الصبر
mediate	trust	0.555	توسط
coach	trust	0.555	مدرب رياضي
illumination	trust	0.555	إضاءة
cultivate	trust	0.555	زرع او صقل
providing	trust	0.555	توفير
precedence	trust	0.555	الأولوية
exalt	trust	0.555	تمجيد
succeed	trust	0.555	ينجح
inclusion	trust	0.555	تضمين
meditate	trust	0.555	يتأمل
coalesce	trust	0.555	تتحد
betrothed	trust	0.555	مخطوبة
midwife	trust	0.555	قابلة
