English Word	Emotion	Emotion-Intensity-Score	Malay Word
magical	surprise	0.609	ajaib
shatter	surprise	0.609	berkecai
splash	surprise	0.609	percikan
stupor	surprise	0.602	pingsan
inconceivable	surprise	0.602	tidak dapat dibayangkan
betray	surprise	0.602	mengkhianati
defy	surprise	0.602	menentang
jubilee	surprise	0.602	jubli
assail	surprise	0.602	menyerang
deluge	surprise	0.602	banjir
tackle	surprise	0.602	tackle
monstrosity	surprise	0.594	raksasa
lightning	surprise	0.594	kilat
stupendous	surprise	0.594	luar biasa
shrill	surprise	0.594	nyaring
mishap	surprise	0.594	kemalangan
alerts	surprise	0.594	makluman
mysterious	surprise	0.586	misteri
randomly	surprise	0.586	secara rawak
wild	surprise	0.586	liar
deceit	surprise	0.586	tipu
bonus	surprise	0.586	bonus
pitfall	surprise	0.586	perangkap
uncanny	surprise	0.586	luar biasa
wondrous	surprise	0.586	menakjubkan
premature	surprise	0.578	pramatang
stagger	surprise	0.578	terhuyung-hayang
rejoicing	surprise	0.578	bergembira
godsend	surprise	0.578	anugerah tuhan
jubilant	surprise	0.578	bergembira
electric	surprise	0.578	elektrik
raving	surprise	0.578	meracau
bizarre	surprise	0.578	pelik
death	surprise	0.578	kematian
fluke	surprise	0.578	kebetulan
oddity	surprise	0.578	keanehan
dynamic	surprise	0.570	dinamik
dismay	surprise	0.570	kecewa
revenge	surprise	0.570	membalas dendam
nefarious	surprise	0.562	jahat
fascinate	surprise	0.562	mempesona
jerk	surprise	0.562	jerkah
ecstatic	surprise	0.562	gembira
reward	surprise	0.562	ganjaran
uncover	surprise	0.562	mendedahkan
reappear	surprise	0.562	muncul semula
zany	surprise	0.555	zany
whim	surprise	0.555	sesuka hati
thaumaturgy	surprise	0.555	thaumaturgy
conjure	surprise	0.555	tenung
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	menyelamat
daze	surprise	0.547	terpinga-pinga
heroism	surprise	0.547	kepahlawanan
illuminate	surprise	0.547	menerangi
winner	surprise	0.547	pemenang
ejaculation	surprise	0.547	ejakulasi
thwart	surprise	0.547	menggagalkan
rarity	surprise	0.547	jarang
unbridled	surprise	0.547	tidak terkawal
tantalizing	surprise	0.547	menggoda
punch	surprise	0.539	menumbuk
cheer	surprise	0.539	bersorak
treason	surprise	0.539	pengkhianatan
violation	surprise	0.539	pelanggaran
celebration	surprise	0.539	perayaan
illusion	surprise	0.539	ilusi
marvel	surprise	0.539	kagum
lucky	surprise	0.539	bertuah
lunge	surprise	0.539	menerjang
interrupt	surprise	0.539	menyampuk
insult	surprise	0.539	penghinaan
concealed	surprise	0.531	disembunyikan
snag	surprise	0.531	sangkut
sensation	surprise	0.531	sensasi
banger	surprise	0.531	banger
fearfully	surprise	0.531	dengan ketakutan
affront	surprise	0.531	menghina
jest	surprise	0.531	gurauan
undiscovered	surprise	0.523	belum ditemui
liberate	surprise	0.523	membebaskan
veer	surprise	0.523	melencong
abandonment	surprise	0.523	pengabaian
immediacy	surprise	0.523	kedekatan
improvise	surprise	0.523	berimprovisasi
victimized	surprise	0.523	menjadi mangsa
scorpion	surprise	0.523	kala jengking
majestic	surprise	0.523	megah
wonder	surprise	0.523	tertanya-tanya
rejoice	surprise	0.523	bergembiralah
tickle	surprise	0.516	menggeletek
chance	surprise	0.516	peluang
yelp	surprise	0.516	menjerit
howl	surprise	0.516	melolong
stealthily	surprise	0.516	secara curi-curi
unintentionally	surprise	0.508	secara tidak sengaja
magnificent	surprise	0.508	tersergam indah
reflex	surprise	0.508	refleks
garish	surprise	0.508	kecoh
transcendence	surprise	0.508	transendensi
rave	surprise	0.508	mengamuk
luck	surprise	0.508	nasib baik
swerve	surprise	0.508	melencong
pop	surprise	0.508	pop
enliven	surprise	0.500	memeriahkan
slayer	surprise	0.500	pembunuh
remarkable	surprise	0.500	luar biasa
infrequent	surprise	0.500	jarang
pang	surprise	0.500	pang
erotic	surprise	0.500	erotik
misbehavior	surprise	0.500	salah laku
diversion	surprise	0.500	lencongan
heroic	surprise	0.500	heroik
alertness	surprise	0.500	kewaspadaan
marvelous	surprise	0.500	luar biasa
fainting	surprise	0.500	pengsan
embarrassment	surprise	0.500	rasa malu
nab	surprise	0.492	nab
birthday	surprise	0.492	hari jadi
camouflage	surprise	0.492	penyamaran
unutterable	surprise	0.492	tak terkata
chimera	surprise	0.492	chimera
trump	surprise	0.492	trump
decoy	surprise	0.492	pukau
infarct	surprise	0.492	infark
greatness	surprise	0.492	kehebatan
exigent	surprise	0.492	mendesak
prick	surprise	0.484	cucuk
variable	surprise	0.484	pembolehubah
curiosity	surprise	0.484	rasa ingin tahu
daemon	surprise	0.484	daemon
inexpressible	surprise	0.484	tidak dapat diungkapkan
magician	surprise	0.484	ahli silap mata
underestimate	surprise	0.484	meremehkan
fanfare	surprise	0.484	kemeriahan
horde	surprise	0.484	gerombolan
zeal	surprise	0.484	semangat
incident	surprise	0.477	kejadian
illumination	surprise	0.477	penerangan
chicane	surprise	0.477	chicane
sneeze	surprise	0.477	bersin
subversive	surprise	0.477	subversif
gawk	surprise	0.477	ternganga
fortune	surprise	0.477	rezeki
strange	surprise	0.477	pelik
dreadfully	surprise	0.477	dengan dahsyatnya
unguarded	surprise	0.477	tak terjaga
prowl	surprise	0.469	berkeliaran
reversal	surprise	0.469	pembalikan
wizard	surprise	0.469	ahli sihir
rapid	surprise	0.469	pantas
leery	surprise	0.469	curiga
break	surprise	0.461	rehat
slip	surprise	0.461	tergelincir
divergent	surprise	0.461	mencapah
hilarious	surprise	0.461	kelakar
coincidence	surprise	0.461	kebetulan
subito	surprise	0.461	subito
overestimate	surprise	0.453	melebih-lebihkan
ordeal	surprise	0.453	pahit getir
evanescence	surprise	0.453	evanescence
merriment	surprise	0.453	kemeriahan
raffle	surprise	0.453	undian
winning	surprise	0.453	menang
wonderful	surprise	0.453	indah
hoax	surprise	0.453	penipuan
confession	surprise	0.453	pengakuan
splendid	surprise	0.445	indah
stound	surprise	0.445	tegak
perchance	surprise	0.445	mungkin
excel	surprise	0.445	cemerlang
enthusiast	surprise	0.445	peminat
gambling	surprise	0.445	perjudian
feat	surprise	0.445	feat
laughter	surprise	0.445	gelak ketawa
brighten	surprise	0.438	mencerahkan
unique	surprise	0.438	unik
senseless	surprise	0.438	tak masuk akal
changeable	surprise	0.438	boleh ubah
splendor	surprise	0.438	kemegahan
rapt	surprise	0.438	rapt
unintentional	surprise	0.438	tak sengaja
fascination	surprise	0.430	daya tarikan
trepidation	surprise	0.430	gementar
lawsuit	surprise	0.430	tuntutan mahkamah
gift	surprise	0.430	hadiah
stealthy	surprise	0.430	senyap-senyap
fiesta	surprise	0.430	hari raya
intrigue	surprise	0.430	tipu daya
delighted	surprise	0.430	gembira
judgment	surprise	0.422	penghakiman
stealth	surprise	0.422	bersembunyi
enchant	surprise	0.422	mempesonakan
originality	surprise	0.422	keaslian
riddle	surprise	0.422	teka teki
quicksilver	surprise	0.422	quicksilver
illegitimate	surprise	0.414	haram
experiment	surprise	0.414	eksperimen
elusive	surprise	0.414	sukar difahami
syncope	surprise	0.414	pengsan
liberation	surprise	0.414	pembebasan
spirits	surprise	0.414	semangat
perjury	surprise	0.414	sumpah bohong
veracity	surprise	0.414	kebenaran
parade	surprise	0.406	perarakan
applause	surprise	0.406	bertepuk tangan
inspired	surprise	0.406	diilhamkan
allure	surprise	0.406	memikat
eager	surprise	0.406	bersemangat
gambler	surprise	0.406	penjudi
fete	surprise	0.406	pesta
divorce	surprise	0.398	penceraian
guess	surprise	0.398	meneka
princely	surprise	0.398	putera raja
burlesque	surprise	0.398	olok-olok
secrecy	surprise	0.398	kerahsiaan
incontinence	surprise	0.391	inkontinensia
peri	surprise	0.391	peri
cheerful	surprise	0.391	ceria
hermaphrodite	surprise	0.391	hermafrodit
supremacy	surprise	0.391	ketuanan
aspiration	surprise	0.391	aspirasi
buck	surprise	0.383	duit
lose	surprise	0.383	kalah
cadaver	surprise	0.383	mayat
crowning	surprise	0.383	pertabalan
praiseworthy	surprise	0.383	terpuji
inheritance	surprise	0.383	harta pusaka
score	surprise	0.383	skor
gulp	surprise	0.375	teguk
camouflaged	surprise	0.375	disamarkan
advance	surprise	0.375	terlebih dahulu
succeed	surprise	0.375	berjaya
frisky	surprise	0.375	lincah
mystic	surprise	0.375	mistik
compliment	surprise	0.375	pujian
hope	surprise	0.367	harapan
joker	surprise	0.367	pelawak
sparkle	surprise	0.367	berkilau
excavation	surprise	0.367	penggalian
sensual	surprise	0.367	berahi
entertainment	surprise	0.359	hiburan
feeling	surprise	0.359	perasaan
modify	surprise	0.352	ubah suai
blessings	surprise	0.352	berkat
newcomer	surprise	0.352	pendatang baru
obit	surprise	0.352	obit
postponement	surprise	0.352	penangguhan
award	surprise	0.352	anugerah
clown	surprise	0.352	badut
highest	surprise	0.344	tertinggi
hero	surprise	0.344	wira
glorify	surprise	0.344	bertasbih
proficiency	surprise	0.344	kemahiran
start	surprise	0.344	mulakan
wonderfully	surprise	0.344	hebatnya
celebrity	surprise	0.344	selebriti
rekindle	surprise	0.336	menghidupkan semula
optimism	surprise	0.336	optimisme
sanctify	surprise	0.336	menyucikan
unbeaten	surprise	0.336	tak terkalahkan
prodigious	surprise	0.336	luar biasa
grin	surprise	0.336	tersengih
memorable	surprise	0.336	diingati
warned	surprise	0.336	diberi amaran
dissolution	surprise	0.336	pembubaran
hypertrophy	surprise	0.328	hipertrofi
admiration	surprise	0.328	kekaguman
examination	surprise	0.320	peperiksaan
angel	surprise	0.320	malaikat
present	surprise	0.320	hadir
catch	surprise	0.320	tangkap
hap	surprise	0.320	hap
saint	surprise	0.312	orang suci
embrace	surprise	0.312	peluk
flirt	surprise	0.312	bercumbu
puma	surprise	0.312	puma
kiss	surprise	0.312	ciuman
liberty	surprise	0.312	kebebasan
scrimmage	surprise	0.312	berebut-rebut
treat	surprise	0.312	merawat
inaffable	surprise	0.312	tidak dapat diceritakan
occasional	surprise	0.312	Sekali-sekala
dismissal	surprise	0.312	pemecatan
perfection	surprise	0.305	kesempurnaan
saintly	surprise	0.305	secara suci
gratify	surprise	0.305	memuaskan hati
generosity	surprise	0.305	kemurahan hati
sally	surprise	0.305	sally
palpable	surprise	0.297	terasa
finally	surprise	0.297	akhirnya
differently	surprise	0.297	berbeza
polarity	surprise	0.297	kekutuban
ceremony	surprise	0.297	majlis
favorable	surprise	0.297	menguntungkan
larger	surprise	0.297	lebih besar
warn	surprise	0.297	memberi amaran
medal	surprise	0.289	pingat
romance	surprise	0.289	percintaan
inviting	surprise	0.289	mengundang
greeting	surprise	0.289	salam
resignation	surprise	0.281	perletakan jawatan
accolade	surprise	0.281	pujian
labor	surprise	0.281	buruh
candid	surprise	0.281	berterus terang
trip	surprise	0.281	perjalanan
stare	surprise	0.273	merenung
admire	surprise	0.266	mengagumi
glimmer	surprise	0.266	kilauan
playful	surprise	0.266	suka bermain
somatic	surprise	0.266	somatik
festival	surprise	0.266	perayaan
mimicry	surprise	0.266	meniru
insolvency	surprise	0.266	insolvensi
immerse	surprise	0.266	tenggelamkan
invite	surprise	0.266	jemput
compensate	surprise	0.266	memberi pampasan
receiving	surprise	0.258	menerima
complement	surprise	0.258	pelengkap
chuckle	surprise	0.258	ketawa kecil
laugh	surprise	0.258	ketawa
hypothesis	surprise	0.258	hipotesis
honeymoon	surprise	0.250	bulan madu
opera	surprise	0.242	opera
pleasant	surprise	0.242	menyenangkan
marry	surprise	0.242	kahwin
independence	surprise	0.242	kemerdekaan
chant	surprise	0.234	berzikir
holiness	surprise	0.234	kesucian
assessment	surprise	0.234	penilaian
rhythmical	surprise	0.234	berirama
hopeful	surprise	0.234	penuh harapan
leave	surprise	0.234	pergi
trophy	surprise	0.234	trofi
deal	surprise	0.227	perjanjian
procession	surprise	0.227	perarakan
placard	surprise	0.227	sepanduk
shopping	surprise	0.219	membeli belah
musical	surprise	0.219	muzikal
cherish	surprise	0.219	hargai
good	surprise	0.219	baik
dawn	surprise	0.211	subuh
simplify	surprise	0.211	memudahkan
shell	surprise	0.211	cangkerang
morals	surprise	0.203	akhlak
money	surprise	0.203	wang
nullify	surprise	0.203	membatalkan
purity	surprise	0.203	kesucian
sweet	surprise	0.203	manis
synchronize	surprise	0.195	menyegerakkan
precious	surprise	0.195	berharga
humanitarian	surprise	0.195	kemanusiaan
preservative	surprise	0.195	bahan pengawet
unfulfilled	surprise	0.195	tidak dipenuhi
obliging	surprise	0.188	mewajibkan
singularly	surprise	0.188	secara tunggal
graduation	surprise	0.180	tamat pengajian
foresee	surprise	0.180	meramalkan
pray	surprise	0.180	berdoa
lovely	surprise	0.180	indah
thirst	surprise	0.172	dahaga
mouth	surprise	0.172	mulut
youth	surprise	0.172	belia
sun	surprise	0.172	matahari
art	surprise	0.172	seni
goodness	surprise	0.164	kebaikan
latent	surprise	0.156	terpendam
visor	surprise	0.156	visor
overdue	surprise	0.156	tertunggak
practiced	surprise	0.156	diamalkan
loyal	surprise	0.148	setia
expect	surprise	0.148	jangkakan
wireless	surprise	0.148	tanpa wayar
destination	surprise	0.148	destinasi
infant	surprise	0.141	bayi
cream	surprise	0.141	krim
slush	surprise	0.141	lumpur
quote	surprise	0.141	petikan
playground	surprise	0.133	taman permainan
vote	surprise	0.125	mengundi
teach	surprise	0.125	mengajar
organization	surprise	0.125	organisasi
dolphin	surprise	0.117	ikan lumba-lumba
weight	surprise	0.117	berat badan
smile	surprise	0.117	senyum
sisterhood	surprise	0.109	persaudaraan
cable	surprise	0.109	kabel
sunny	surprise	0.102	cerah
steady	surprise	0.094	mantap
peaceful	surprise	0.086	aman damai
spa	surprise	0.086	spa
leisure	surprise	0.086	masa lapang
picnic	surprise	0.078	berkelah
tree	surprise	0.078	pokok
worm	surprise	0.055	cacing
truthfulness	trust	0.906	kebenaran
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	boleh dipercayai
honor	trust	0.844	penghormatan
honesty	trust	0.844	kejujuran
honest	trust	0.844	jujur
truth	trust	0.844	kebenaran
truthful	trust	0.836	jujur
trusting	trust	0.836	mempercayai
brotherhood	trust	0.820	persaudaraan
entrust	trust	0.812	mengamanahkan
committed	trust	0.805	komited
loyalty	trust	0.805	kesetiaan
integrity	trust	0.805	integriti
honorable	trust	0.805	terhormat
trust	trust	0.805	amanah
credibility	trust	0.805	kredibiliti
faithful	trust	0.797	setia
sincere	trust	0.797	ikhlas
partnership	trust	0.789	perkongsian
responsible	trust	0.789	bertanggungjawab
true	trust	0.789	benar
wisdom	trust	0.789	kebijaksanaan
verification	trust	0.781	pengesahan
cooperative	trust	0.781	koperasi
vow	trust	0.781	bersumpah
oath	trust	0.781	sumpah
respectable	trust	0.773	terhormat
sisterhood	trust	0.773	persaudaraan
hero	trust	0.773	wira
credible	trust	0.773	boleh dipercayai
promise	trust	0.773	janji
verified	trust	0.773	disahkan
qualified	trust	0.766	berkelayakan
authentication	trust	0.766	pengesahan
respected	trust	0.766	dihormati
compassion	trust	0.759	belas kasihan
approval	trust	0.758	kelulusan
moral	trust	0.758	akhlak
reliability	trust	0.758	kebolehpercayaan
trusts	trust	0.758	dipercayai
safekeeping	trust	0.758	simpanan
reputable	trust	0.758	bereputasi
love	trust	0.758	cinta
friend	trust	0.750	kawan
stable	trust	0.750	stabil
authentic	trust	0.750	sahih
competence	trust	0.750	kecekapan
safeguard	trust	0.750	perlindungan
companion	trust	0.750	peneman
advised	trust	0.750	dinasihatkan
respect	trust	0.750	hormat
loyal	trust	0.750	setia
genuine	trust	0.750	tulen
friendships	trust	0.750	amanah
ally	trust	0.750	sekutu
proven	trust	0.742	terbukti
freedom	trust	0.742	kebebasan
respects	trust	0.742	penghormatan
accepting	trust	0.742	persahabatan
faith	trust	0.742	iman
wholesome	trust	0.742	sihat
heartfelt	trust	0.734	sepenuh hati
unification	trust	0.734	penyatuan
confirmation	trust	0.734	pengesahan
protecting	trust	0.734	melindungi
reassurance	trust	0.734	jaminan
trustee	trust	0.734	pemegang amanah
supporter	trust	0.734	penyokong
respectful	trust	0.734	hormat
admirable	trust	0.734	terpuji
fact	trust	0.727	fakta
friendship	trust	0.727	persahabatan
partners	trust	0.727	menerima
confidentially	trust	0.727	secara sulit
confident	trust	0.727	yakin
equality	trust	0.727	kesaksamaan
alliance	trust	0.727	pakatan
credential	trust	0.727	tauliah
believing	trust	0.727	beriman
excellence	trust	0.727	kecemerlangan
agreement	trust	0.727	perjanjian
closeness	trust	0.719	keakraban
authenticate	trust	0.719	mengesahkan
virtuous	trust	0.719	berakhlak mulia
intelligence	trust	0.719	kecerdasan
kindred	trust	0.719	kerabat
virtue	trust	0.719	kebajikan
honored	trust	0.719	dihormati
justice	trust	0.711	keadilan
charitable	trust	0.711	amal kebajikan
determination	trust	0.711	keazaman
creditable	trust	0.711	boleh dikreditkan
consistency	trust	0.711	konsisten
allegiance	trust	0.711	kesetiaan
cooperation	trust	0.711	kerjasama
guarantee	trust	0.711	jaminan
dedication	trust	0.711	dedikasi
straightforward	trust	0.711	terus terang
cooperating	trust	0.711	bekerjasama
reliable	trust	0.703	boleh dipercayai
nurture	trust	0.703	memupuk
mother	trust	0.703	ibu
fulfilled	trust	0.703	dipenuhi
admiration	trust	0.703	kekaguman
mentor	trust	0.703	mentor
guardianship	trust	0.703	penjagaan
assurance	trust	0.703	jaminan
morality	trust	0.703	akhlak
motherhood	trust	0.703	keibuan
innocent	trust	0.703	tidak bersalah
reverence	trust	0.703	penghormatan
sanctuary	trust	0.703	tempat perlindungan
friendliness	trust	0.703	kemesraan
prepared	trust	0.703	disediakan
admire	trust	0.703	mengagumi
protected	trust	0.703	dilindungi
proof	trust	0.703	bukti
bodyguard	trust	0.695	pengawal peribadi
skillful	trust	0.695	mahir
marriage	trust	0.695	perkahwinan
allied	trust	0.695	bersekutu
morals	trust	0.695	akhlak
humanitarian	trust	0.695	kemanusiaan
pact	trust	0.695	pakatan
courage	trust	0.695	keberanian
accountable	trust	0.695	bertanggungjawab
agreeable	trust	0.695	berkenan
united	trust	0.695	bersatu
indestructible	trust	0.695	tidak boleh dihancurkan
approving	trust	0.695	meluluskan
guardian	trust	0.695	penjaga
compassionate	trust	0.695	penyayang
scientist	trust	0.695	ahli sains
certified	trust	0.695	disahkan
pledge	trust	0.688	berikrar
adviser	trust	0.688	penasihat
authenticity	trust	0.688	ketulenan
understanding	trust	0.688	persefahaman
secure	trust	0.688	selamat
guidance	trust	0.688	bimbingan
monogamy	trust	0.688	monogami
valor	trust	0.688	keberanian
solidity	trust	0.688	keteguhan
perfection	trust	0.688	kesempurnaan
believed	trust	0.688	dipercayai
humanity	trust	0.688	kemanusiaan
justifiable	trust	0.688	boleh dibenarkan
competent	trust	0.688	kompeten
esteem	trust	0.688	harga diri
protector	trust	0.680	pelindung
inspire	trust	0.680	memberi inspirasi
hope	trust	0.680	harapan
strongest	trust	0.680	rakan kongsi
expertise	trust	0.680	kepakaran
humble	trust	0.680	merendah diri
indivisible	trust	0.680	tidak dapat dipisahkan
official	trust	0.680	rasmi
affirm	trust	0.680	mengesahkan
familiarity	trust	0.680	kebiasaan
confirmed	trust	0.680	disahkan
diligence	trust	0.680	rajin
grandfather	trust	0.680	datuk
advocacy	trust	0.680	advokasi
goodness	trust	0.680	kebaikan
commendable	trust	0.680	terpuji
acceptance	trust	0.680	penerimaan
diplomatic	trust	0.680	diplomatik
leader	trust	0.680	Ketua
confide	trust	0.680	curhat
agreeing	trust	0.680	bersetuju
approve	trust	0.680	terima
professional	trust	0.680	profesional
elders	trust	0.680	orang tua
confidential	trust	0.680	sulit
faultless	trust	0.672	tanpa cela
believes	trust	0.672	diterima
sanctify	trust	0.672	menyucikan
intelligent	trust	0.672	bijak pandai
safe	trust	0.672	selamat
accepted	trust	0.672	terkuat
dignity	trust	0.672	martabat
unwavering	trust	0.672	tidak berbelah bahagi
encyclopedia	trust	0.672	ensiklopedia
mastery	trust	0.672	penguasaan
cohesive	trust	0.672	padu
harmoniously	trust	0.672	secara harmoni
benevolence	trust	0.672	kebajikan
healing	trust	0.672	penyembuhan
accredited	trust	0.672	bertauliah
covenant	trust	0.672	perjanjian
accountability	trust	0.664	akauntabiliti
team	trust	0.664	pasukan
authority	trust	0.664	pihak berkuasa
heroic	trust	0.664	heroik
reliance	trust	0.664	pergantungan
expert	trust	0.664	pakar
communicate	trust	0.664	berkomunikasi
spiritual	trust	0.664	rohaniah
impeccable	trust	0.664	sempurna
specialist	trust	0.664	pakar
affirmatively	trust	0.664	secara afirmatif
proficient	trust	0.664	mahir
fulfillment	trust	0.664	pemenuhan
advocate	trust	0.664	peguambela
disciple	trust	0.664	murid
attestation	trust	0.664	pengesahan
merit	trust	0.664	merit
supporting	trust	0.664	menyokong
ambassador	trust	0.664	duta
guidebook	trust	0.664	buku panduan
accept	trust	0.664	terima
strengthening	trust	0.661	pengukuhan
holiness	trust	0.656	kesucian
facts	trust	0.656	fakta
warranty	trust	0.656	jaminan
strength	trust	0.656	kekuatan
relationship	trust	0.656	perhubungan
defended	trust	0.656	dipertahankan
constancy	trust	0.656	keteguhan
favorable	trust	0.656	menguntungkan
gentleman	trust	0.656	budiman
counsel	trust	0.656	penasihat
scientific	trust	0.656	saintifik
structure	trust	0.656	struktur
elder	trust	0.656	orang tua
excellent	trust	0.656	cemerlang
achieve	trust	0.656	capai
steadfast	trust	0.656	tabah
familiar	trust	0.656	biasa
proficiency	trust	0.656	kemahiran
supports	trust	0.656	percaya
counselor	trust	0.648	kaunselor
lovable	trust	0.648	disayangi
advisable	trust	0.648	dinasihatkan
agreed	trust	0.648	bersetuju
heroism	trust	0.648	kepahlawanan
rely	trust	0.648	bergantung harap
uphold	trust	0.648	menegakkan
brother	trust	0.648	abang
matrimony	trust	0.648	jodoh
assuredly	trust	0.648	pastinya
peaceful	trust	0.648	aman damai
saint	trust	0.648	orang suci
unconditionally	trust	0.648	menerima
solidarity	trust	0.648	perpaduan
accepts	trust	0.648	menyokong
inspiration	trust	0.648	inspirasi
noble	trust	0.648	mulia
successful	trust	0.648	berjaya
harmony	trust	0.648	keharmonian
protective	trust	0.648	pelindung
competency	trust	0.648	kecekapan
comrade	trust	0.648	rakan seperjuangan
academic	trust	0.648	akademik
assist	trust	0.648	membantu
worthy	trust	0.643	layak
benefactor	trust	0.641	dermawan
credence	trust	0.641	kepercayaan
confidence	trust	0.641	keyakinan diri
relationships	trust	0.641	tanpa syarat
ordained	trust	0.641	ditahbiskan
legal	trust	0.641	sah
champion	trust	0.641	juara
lawful	trust	0.641	halal
durability	trust	0.641	ketahanan
judiciary	trust	0.641	badan kehakiman
doctor	trust	0.641	doktor
loving	trust	0.641	penyayang
assure	trust	0.641	beri jaminan
establish	trust	0.641	menubuhkan
mamma	trust	0.641	mama
kind	trust	0.641	baik hati
unity	trust	0.641	perpaduan
conscientious	trust	0.641	teliti
real	trust	0.641	sebenar
coexist	trust	0.641	wujud bersama
leading	trust	0.641	mengetuai
teacher	trust	0.641	cikgu
intimate	trust	0.634	intim
brotherly	trust	0.633	bersaudara
physician	trust	0.633	doktor
judicial	trust	0.633	kehakiman
saintly	trust	0.633	secara suci
aspiration	trust	0.633	aspirasi
conscience	trust	0.633	hati nurani
therapeutic	trust	0.633	terapeutik
fidelity	trust	0.633	kesetiaan
soundness	trust	0.633	kemantapan
important	trust	0.633	penting
homage	trust	0.633	penghormatan
legitimacy	trust	0.633	legitimasi
fortitude	trust	0.633	ketabahan hati
deepest	trust	0.633	perhubungan
approved	trust	0.633	diluluskan
courageous	trust	0.633	berani
devotional	trust	0.633	berbakti
endorse	trust	0.633	menyokong
backbone	trust	0.633	tulang belakang
authorize	trust	0.633	memberi kuasa
practiced	trust	0.633	diamalkan
sanctification	trust	0.633	pengudusan
hopeful	trust	0.633	penuh harapan
convincing	trust	0.633	meyakinkan
bless	trust	0.633	memberkati
angel	trust	0.625	malaikat
authorization	trust	0.625	kebenaran
assured	trust	0.625	terjamin
purify	trust	0.625	menyucikan
caretaker	trust	0.625	penjaga
regard	trust	0.625	hormat
profound	trust	0.625	mendalam
achievement	trust	0.625	pencapaian
evident	trust	0.625	jelas
positivity	trust	0.625	positif
communication	trust	0.625	komunikasi
professorship	trust	0.625	jawatan profesor
blessing	trust	0.625	berkat
beliefs	trust	0.625	paling dalam
encourage	trust	0.625	menggalakkan
fireman	trust	0.625	bomba
majestic	trust	0.625	megah
civilized	trust	0.625	beradab
certify	trust	0.625	memperakui
wonderful	trust	0.625	indah
engaged	trust	0.625	bertunang
accurate	trust	0.625	tepat
approvement	trust	0.617	kelulusan
optimism	trust	0.617	optimisme
planning	trust	0.617	perancangan
believer	trust	0.617	mukmin
advice	trust	0.617	nasihat
commend	trust	0.617	puji
gospel	trust	0.617	injil
objective	trust	0.617	objektif
rational	trust	0.617	rasional
cherish	trust	0.617	hargai
constantly	trust	0.617	secara berterusan
haven	trust	0.617	tempat berlindung
fundamental	trust	0.617	asas
bedrock	trust	0.617	batuan dasar
accord	trust	0.617	sepakat
triumphant	trust	0.617	menang
surety	trust	0.617	penjamin
testament	trust	0.617	wasiat
absolution	trust	0.617	pengampunan
truce	trust	0.617	gencatan senjata
reassure	trust	0.617	meyakinkan
appreciation	trust	0.617	penghargaan
qualities	trust	0.617	kualiti
passionate	trust	0.617	bersemangat
good	trust	0.617	baik
unimpeachable	trust	0.617	tidak boleh dicela
corroborate	trust	0.617	menyokong
thoughtful	trust	0.617	termenung
heroine	trust	0.617	heroin
teach	trust	0.617	mengajar
god	trust	0.617	tuhan
attentive	trust	0.617	penuh perhatian
scripture	trust	0.609	kitab suci
civilization	trust	0.609	tamadun
magnificence	trust	0.609	kehebatan
recommend	trust	0.609	mengesyorkan
progression	trust	0.609	kemajuan
steward	trust	0.609	pelayan
purification	trust	0.609	penyucian
patron	trust	0.609	penaung
praiseworthy	trust	0.609	terpuji
heal	trust	0.609	sembuh
considerate	trust	0.609	bertimbang rasa
blessings	trust	0.609	berkat
mediator	trust	0.609	pengantara
babysitter	trust	0.609	pengasuh anak
notary	trust	0.609	notari
awareness	trust	0.609	kesedaran
vetted	trust	0.609	kepercayaan
excel	trust	0.609	cemerlang
happy	trust	0.609	gembira
praise	trust	0.609	pujian
brilliant	trust	0.609	cemerlang
liking	trust	0.609	suka
definitive	trust	0.609	muktamad
comfort	trust	0.609	keselesaan
officer	trust	0.609	pegawai
peace	trust	0.602	kedamaian
serenity	trust	0.602	ketenangan
unquestionable	trust	0.602	tidak boleh dipersoalkan
embrace	trust	0.602	peluk
identify	trust	0.602	mengenalpasti
inspired	trust	0.602	diilhamkan
steady	trust	0.602	mantap
nun	trust	0.602	nun
guarded	trust	0.602	terjaga
symmetry	trust	0.602	simetri
mainstay	trust	0.602	tunjang utama
fulfill	trust	0.602	memenuhi
humility	trust	0.602	merendah diri
helpful	trust	0.602	membantu
transcendence	trust	0.602	transendensi
unconditional	trust	0.602	tanpa syarat
brave	trust	0.602	berani
brighten	trust	0.602	mencerahkan
experienced	trust	0.602	berpengalaman
enlightenment	trust	0.602	pencerahan
sympathetic	trust	0.602	bersimpati
witness	trust	0.602	saksi
vigilant	trust	0.594	berjaga-jaga
ministry	trust	0.594	kementerian
admiral	trust	0.594	laksamana
vigilance	trust	0.594	kewaspadaan
depend	trust	0.594	bergantung
generosity	trust	0.594	kemurahan hati
befriend	trust	0.594	berkawan
complimentary	trust	0.594	percuma
assessment	trust	0.594	penilaian
fairly	trust	0.594	secara adil
enlighten	trust	0.594	memberi pencerahan
strengthen	trust	0.594	menguatkan
nurse	trust	0.594	jururawat
endowment	trust	0.594	wakaf
visionary	trust	0.594	berwawasan
praised	trust	0.594	dipuji
eminence	trust	0.594	kebesaran
marry	trust	0.594	kahwin
generous	trust	0.594	pemurah
gratitude	trust	0.594	kesyukuran
sage	trust	0.594	bijak
