English Word	Emotion	Emotion-Intensity-Score	Thai Word
justice	trust	0.711	ความยุติธรรม
charitable	trust	0.711	การกุศล
determination	trust	0.711	การกำหนด
creditable	trust	0.711	น่าเชื่อถือ
consistency	trust	0.711	ความสม่ำเสมอ
allegiance	trust	0.711	ความจงรักภักดี
cooperation	trust	0.711	ความร่วมมือ
guarantee	trust	0.711	รับประกัน
dedication	trust	0.711	ทุ่มเท
straightforward	trust	0.711	ตรงไปตรงมา
cooperating	trust	0.711	ความร่วมมือ
reliable	trust	0.703	เชื่อถือได้
nurture	trust	0.703	หล่อเลี้ยง
mother	trust	0.703	แม่
fulfilled	trust	0.703	สำเร็จ
admiration	trust	0.703	ชื่นชม
mentor	trust	0.703	ที่ปรึกษา
guardianship	trust	0.703	การเป็นผู้ปกครอง
assurance	trust	0.703	ความมั่นใจ
morality	trust	0.703	คุณธรรม
motherhood	trust	0.703	ความเป็นแม่
innocent	trust	0.703	ผู้บริสุทธิ์
reverence	trust	0.703	ความเคารพ
sanctuary	trust	0.703	สถานที่ศักดิ์สิทธิ์
friendliness	trust	0.703	ความเป็นมิตร
prepared	trust	0.703	เตรียมไว้
admire	trust	0.703	ชื่นชม
protected	trust	0.703	มีการป้องกัน
proof	trust	0.703	การพิสูจน์
bodyguard	trust	0.695	บอดี้การ์ด
skillful	trust	0.695	เก่ง
marriage	trust	0.695	การแต่งงาน
allied	trust	0.695	พันธมิตร
morals	trust	0.695	ศีลธรรม
humanitarian	trust	0.695	มนุษยธรรม
pact	trust	0.695	สัญญา
courage	trust	0.695	ความกล้าหาญ
accountable	trust	0.695	รับผิดชอบ
agreeable	trust	0.695	น่าพอใจ
united	trust	0.695	ยูไนเต็ด
indestructible	trust	0.695	ทำลายไม่ได้
approving	trust	0.695	อนุมัติ
guardian	trust	0.695	ผู้ปกครอง
compassionate	trust	0.695	เมตตา
scientist	trust	0.695	นักวิทยาศาสตร์
certified	trust	0.695	ได้รับการรับรอง
pledge	trust	0.688	จำนำ
adviser	trust	0.688	ที่ปรึกษา
authenticity	trust	0.688	ความถูกต้อง
understanding	trust	0.688	ความเข้าใจ
secure	trust	0.688	ปลอดภัย
guidance	trust	0.688	คำแนะนำ
monogamy	trust	0.688	คู่สมรสคนเดียว
valor	trust	0.688	ความกล้าหาญ
solidity	trust	0.688	ความแข็งแกร่ง
perfection	trust	0.688	ความสมบูรณ์แบบ
believed	trust	0.688	เชื่อ
humanity	trust	0.688	มนุษยชาติ
justifiable	trust	0.688	สมเหตุสมผล
competent	trust	0.688	สามารถ
esteem	trust	0.688	ค่านิยม
protector	trust	0.680	ผู้พิทักษ์
inspire	trust	0.680	สร้างแรงบันดาลใจ
hope	trust	0.680	หวัง
strongest	trust	0.680	พันธมิตร
expertise	trust	0.680	ความเชี่ยวชาญ
humble	trust	0.680	ถ่อมตน
indivisible	trust	0.680	แบ่งแยกไม่ได้
official	trust	0.680	เป็นทางการ
affirm	trust	0.680	ยืนยัน
familiarity	trust	0.680	ความคุ้นเคย
confirmed	trust	0.680	ยืนยัน
diligence	trust	0.680	ความขยัน
grandfather	trust	0.680	ปู่
advocacy	trust	0.680	การสนับสนุน
goodness	trust	0.680	ความดี
commendable	trust	0.680	น่ายกย่อง
acceptance	trust	0.680	การยอมรับ
diplomatic	trust	0.680	ทางการทูต
leader	trust	0.680	ผู้นำ
confide	trust	0.680	วางใจ
agreeing	trust	0.680	ตกลง
approve	trust	0.680	อนุมัติ
professional	trust	0.680	มืออาชีพ
elders	trust	0.680	ผู้สูงอายุ
confidential	trust	0.680	ความลับ
faultless	trust	0.672	ไม่มีข้อผิดพลาด
believes	trust	0.672	ได้รับการยอมรับ
sanctify	trust	0.672	ชำระให้บริสุทธิ์
intelligent	trust	0.672	ชาญฉลาด
safe	trust	0.672	ปลอดภัย
accepted	trust	0.672	แข็งแกร่งที่สุด
dignity	trust	0.672	ศักดิ์ศรี
unwavering	trust	0.672	ไม่เปลี่ยนแปลง
encyclopedia	trust	0.672	สารานุกรม
mastery	trust	0.672	เชี่ยวชาญ
cohesive	trust	0.672	เหนียว
harmoniously	trust	0.672	อย่างกลมกลืน
benevolence	trust	0.672	ความเมตตากรุณา
healing	trust	0.672	การรักษา
accredited	trust	0.672	ได้รับการรับรอง
covenant	trust	0.672	พันธสัญญา
accountability	trust	0.664	ความรับผิดชอบ
team	trust	0.664	ทีม
authority	trust	0.664	อำนาจ
heroic	trust	0.664	กล้าหาญ
reliance	trust	0.664	พึ่ง
expert	trust	0.664	ผู้เชี่ยวชาญ
communicate	trust	0.664	สื่อสาร
spiritual	trust	0.664	จิตวิญญาณ
impeccable	trust	0.664	ไร้ที่ติ
specialist	trust	0.664	ผู้เชี่ยวชาญ
affirmatively	trust	0.664	แน่วแน่
proficient	trust	0.664	เชี่ยวชาญ
fulfillment	trust	0.664	สมหวัง
advocate	trust	0.664	สนับสนุน
disciple	trust	0.664	ลูกศิษย์
attestation	trust	0.664	เอกสารรับรอง
merit	trust	0.664	บุญ
supporting	trust	0.664	สนับสนุน
ambassador	trust	0.664	เอกอัครราชทูต
guidebook	trust	0.664	คู่มือ
accept	trust	0.664	ยอมรับ
strengthening	trust	0.661	เสริมสร้างความเข้มแข็ง
holiness	trust	0.656	ความศักดิ์สิทธิ์
facts	trust	0.656	ข้อเท็จจริง
warranty	trust	0.656	การรับประกัน
strength	trust	0.656	ความแข็งแกร่ง
relationship	trust	0.656	ความสัมพันธ์
defended	trust	0.656	ได้รับการปกป้อง
constancy	trust	0.656	ความมั่นคง
favorable	trust	0.656	ดี
gentleman	trust	0.656	สุภาพบุรุษ
counsel	trust	0.656	ที่ปรึกษา
scientific	trust	0.656	วิทยาศาสตร์
structure	trust	0.656	โครงสร้าง
elder	trust	0.656	พี่
excellent	trust	0.656	ยอดเยี่ยม
achieve	trust	0.656	บรรลุ
steadfast	trust	0.656	แน่วแน่
familiar	trust	0.656	คุ้นเคย
proficiency	trust	0.656	ความชำนาญ
supports	trust	0.656	เชื่อ
counselor	trust	0.648	ที่ปรึกษา
lovable	trust	0.648	น่ารัก
advisable	trust	0.648	แนะนำ
agreed	trust	0.648	ตกลง
heroism	trust	0.648	ความกล้าหาญ
rely	trust	0.648	พึ่งพา
uphold	trust	0.648	ส่งเสริม
brother	trust	0.648	พี่ชาย
matrimony	trust	0.648	การแต่งงาน
assuredly	trust	0.648	อย่างมั่นใจ
peaceful	trust	0.648	สงบ
saint	trust	0.648	นักบุญ
unconditionally	trust	0.648	ยอมรับ
solidarity	trust	0.648	สามัคคี
accepts	trust	0.648	สนับสนุน
inspiration	trust	0.648	แรงบันดาลใจ
noble	trust	0.648	มีคุณธรรมสูง
successful	trust	0.648	ประสบความสำเร็จ
harmony	trust	0.648	ความสามัคคี
protective	trust	0.648	ป้องกัน
competency	trust	0.648	ความสามารถ
comrade	trust	0.648	สหาย
academic	trust	0.648	เชิงวิชาการ
assist	trust	0.648	ช่วยเหลือ
worthy	trust	0.643	คุ้มค่า
benefactor	trust	0.641	ผู้อุปถัมภ์
credence	trust	0.641	ความเชื่อถือ
confidence	trust	0.641	ความมั่นใจ
relationships	trust	0.641	อย่างไม่มีเงื่อนไข
ordained	trust	0.641	อุปสมบท
legal	trust	0.641	ถูกกฎหมาย
champion	trust	0.641	แชมป์
lawful	trust	0.641	ถูกกฎหมาย
durability	trust	0.641	ความทนทาน
judiciary	trust	0.641	ตุลาการ
doctor	trust	0.641	หมอ
loving	trust	0.641	ที่รัก
assure	trust	0.641	มั่นใจ
establish	trust	0.641	สร้าง
mamma	trust	0.641	มัมมา
kind	trust	0.641	ใจดี
unity	trust	0.641	ความสามัคคี
conscientious	trust	0.641	มีสติสัมปชัญญะ
real	trust	0.641	จริง
coexist	trust	0.641	อยู่ร่วมกัน
leading	trust	0.641	ชั้นนำ
teacher	trust	0.641	ครู
intimate	trust	0.634	สนิทสนม
brotherly	trust	0.633	พี่น้อง
physician	trust	0.633	แพทย์
judicial	trust	0.633	ตุลาการ
saintly	trust	0.633	นักบุญ
aspiration	trust	0.633	ความทะเยอทะยาน
conscience	trust	0.633	มโนธรรม
therapeutic	trust	0.633	การรักษา
fidelity	trust	0.633	ความจงรักภักดี
soundness	trust	0.633	ความสมบูรณ์
important	trust	0.633	สำคัญ
homage	trust	0.633	การแสดงความเคารพ
legitimacy	trust	0.633	ความชอบธรรม
fortitude	trust	0.633	ความแข็งแกร่ง
deepest	trust	0.633	ความสัมพันธ์
approved	trust	0.633	ที่ได้รับการอนุมัติ
courageous	trust	0.633	กล้าหาญ
devotional	trust	0.633	สักการะ
endorse	trust	0.633	รับรอง
backbone	trust	0.633	กระดูกสันหลัง
authorize	trust	0.633	อนุญาต
practiced	trust	0.633	ฝึกฝน
sanctification	trust	0.633	การชำระให้บริสุทธิ์
hopeful	trust	0.633	มีความหวัง
convincing	trust	0.633	น่าเชื่อ
bless	trust	0.633	อวยพร
angel	trust	0.625	นางฟ้า
authorization	trust	0.625	การอนุญาต
assured	trust	0.625	มั่นใจ
purify	trust	0.625	ชำระล้าง
caretaker	trust	0.625	ผู้ดูแล
regard	trust	0.625	คำนึงถึง
profound	trust	0.625	ลึกซึ้ง
achievement	trust	0.625	ความสำเร็จ
evident	trust	0.625	ชัดเจน
positivity	trust	0.625	แง่บวก
communication	trust	0.625	การสื่อสาร
professorship	trust	0.625	ตำแหน่งศาสตราจารย์
blessing	trust	0.625	พร
beliefs	trust	0.625	ลึกที่สุด
encourage	trust	0.625	ให้กำลังใจ
fireman	trust	0.625	พนักงานดับเพลิง
majestic	trust	0.625	ตระหง่าน
civilized	trust	0.625	อารยะ
certify	trust	0.625	รับรอง
wonderful	trust	0.625	มหัศจรรย์
engaged	trust	0.625	มีส่วนร่วม
accurate	trust	0.625	แม่นยำ
approvement	trust	0.617	การอนุมัติ
optimism	trust	0.617	มองในแง่ดี
planning	trust	0.617	การวางแผน
believer	trust	0.617	ผู้เชื่อ
advice	trust	0.617	คำแนะนำ
commend	trust	0.617	ยกย่อง
gospel	trust	0.617	พระกิตติคุณ
objective	trust	0.617	วัตถุประสงค์
rational	trust	0.617	มีเหตุผล
cherish	trust	0.617	หวงแหน
constantly	trust	0.617	เสมอต้นเสมอปลาย
haven	trust	0.617	สวรรค์
fundamental	trust	0.617	พื้นฐาน
bedrock	trust	0.617	พื้นหิน
accord	trust	0.617	สอดคล้อง
triumphant	trust	0.617	ชัยชนะ
surety	trust	0.617	ค้ำประกัน
testament	trust	0.617	พินัยกรรม
absolution	trust	0.617	อภัยโทษ
truce	trust	0.617	สงบศึก
reassure	trust	0.617	สร้างความมั่นใจให้
appreciation	trust	0.617	ชื่นชม
qualities	trust	0.617	คุณสมบัติ
passionate	trust	0.617	หลงใหล
good	trust	0.617	ดี
unimpeachable	trust	0.617	พูดไม่ได้
corroborate	trust	0.617	ยืนยัน
thoughtful	trust	0.617	รอบคอบ
heroine	trust	0.617	นางเอก
teach	trust	0.617	สอน
god	trust	0.617	พระเจ้า
attentive	trust	0.617	ใส่ใจ
scripture	trust	0.609	คัมภีร์
civilization	trust	0.609	อารยธรรม
magnificence	trust	0.609	ความงดงาม
recommend	trust	0.609	แนะนำ
progression	trust	0.609	ความก้าวหน้า
steward	trust	0.609	สจ๊วต
purification	trust	0.609	การทำให้บริสุทธิ์
patron	trust	0.609	ผู้อุปถัมภ์
praiseworthy	trust	0.609	น่ายกย่อง
heal	trust	0.609	รักษา
considerate	trust	0.609	เกรงใจ
blessings	trust	0.609	พร
mediator	trust	0.609	คนกลาง
babysitter	trust	0.609	พี่เลี้ยงเด็ก
notary	trust	0.609	ทนายความ
awareness	trust	0.609	การรับรู้
vetted	trust	0.609	ความเชื่อ
excel	trust	0.609	เก่ง
happy	trust	0.609	มีความสุข
praise	trust	0.609	ชื่นชม
brilliant	trust	0.609	ฉลาดหลักแหลม
liking	trust	0.609	ชอบ
definitive	trust	0.609	ขั้นสุดท้าย
comfort	trust	0.609	ความสบายใจ
officer	trust	0.609	เจ้าหน้าที่
peace	trust	0.602	สันติภาพ
serenity	trust	0.602	ความสงบสุข
unquestionable	trust	0.602	ไม่ต้องสงสัย
embrace	trust	0.602	โอบกอด
identify	trust	0.602	แยกแยะ
inspired	trust	0.602	ได้แรงบันดาลใจ
steady	trust	0.602	มั่นคง
nun	trust	0.602	แม่ชี
guarded	trust	0.602	คุ้มกัน
symmetry	trust	0.602	สมมาตร
mainstay	trust	0.602	แกนนำ
fulfill	trust	0.602	เติมเต็ม
humility	trust	0.602	ความอ่อนน้อมถ่อมตน
helpful	trust	0.602	มีประโยชน์
transcendence	trust	0.602	วิชชา
unconditional	trust	0.602	ไม่มีเงื่อนไข
brave	trust	0.602	กล้าหาญ
brighten	trust	0.602	สดใส
experienced	trust	0.602	มีประสบการณ์
enlightenment	trust	0.602	ตรัสรู้
sympathetic	trust	0.602	ขี้สงสาร
witness	trust	0.602	พยาน
vigilant	trust	0.594	ระแวดระวัง
ministry	trust	0.594	กระทรวง
admiral	trust	0.594	พลเรือเอก
vigilance	trust	0.594	ระแวดระวัง
depend	trust	0.594	ขึ้นอยู่กับ
generosity	trust	0.594	ความเอื้ออาทร
befriend	trust	0.594	ตีสนิท
complimentary	trust	0.594	ฟรี
assessment	trust	0.594	การประเมิน
fairly	trust	0.594	ยุติธรรม
enlighten	trust	0.594	ตรัสรู้
strengthen	trust	0.594	เสริมความแข็งแกร่ง
nurse	trust	0.594	พยาบาล
endowment	trust	0.594	บริจาค
visionary	trust	0.594	ช่างมีวิสัยทัศน์
praised	trust	0.594	ยกย่อง
eminence	trust	0.594	ความโดดเด่น
marry	trust	0.594	แต่งงาน
generous	trust	0.594	ใจกว้าง
gratitude	trust	0.594	ความกตัญญู
sage	trust	0.594	ปราชญ์
tranquility	trust	0.594	ความเงียบสงบ
openly	trust	0.594	อย่างเปิดเผย
grant	trust	0.594	ยินยอม
spouse	trust	0.594	คู่สมรส
philanthropic	trust	0.594	ใจบุญสุนทาน
regent	trust	0.594	อุปราช
substantiate	trust	0.594	ยืนยัน
commendation	trust	0.594	คำชมเชย
council	trust	0.594	สภา
efficient	trust	0.594	มีประสิทธิภาพ
sweetheart	trust	0.589	หวานใจ
bylaw	trust	0.586	ข้อบังคับ
magnificent	trust	0.586	งดงาม
designation	trust	0.586	การกำหนด
godly	trust	0.586	พระเจ้า
seniority	trust	0.586	อาวุโส
conservation	trust	0.586	การอนุรักษ์
educational	trust	0.586	เกี่ยวกับการศึกษา
rooted	trust	0.586	หยั่งราก
inheritance	trust	0.586	มรดก
diplomacy	trust	0.586	การทูต
mate	trust	0.586	เพื่อน
convince	trust	0.586	โน้มน้าวใจ
unfailing	trust	0.586	ไม่ล้มเหลว
share	trust	0.586	แบ่งปัน
monk	trust	0.586	พระ
constitutional	trust	0.586	รัฐธรรมนูญ
lovely	trust	0.586	น่ารัก
compliance	trust	0.586	การปฏิบัติตาม
attest	trust	0.586	รับรอง
victory	trust	0.586	ชัยชนะ
serene	trust	0.586	เงียบสงบ
checklist	trust	0.586	รายการตรวจสอบ
husbandry	trust	0.586	การเลี้ยงสัตว์
enjoying	trust	0.586	เพลิดเพลิน
revere	trust	0.586	เทิดทูน
tribe	trust	0.586	ชนเผ่า
meritorious	trust	0.586	มีเกียรติ
joyful	trust	0.586	สนุกสนาน
delegate	trust	0.586	ผู้แทน
helper	trust	0.586	ผู้ช่วย
angelic	trust	0.586	นางฟ้า
ambition	trust	0.586	ความทะเยอทะยาน
father	trust	0.586	พ่อ
acclaim	trust	0.586	โห่ร้อง
testimony	trust	0.586	คำให้การ
collectively	trust	0.586	รวมกัน
sobriety	trust	0.586	ความสงบเสงี่ยม
prestige	trust	0.586	ศักดิ์ศรี
firmness	trust	0.586	ความแน่น
structural	trust	0.578	โครงสร้าง
impartiality	trust	0.578	ความเป็นกลาง
navigator	trust	0.578	เนวิเกเตอร์
judge	trust	0.578	ผู้พิพากษา
shelter	trust	0.578	ที่หลบภัย
coexisting	trust	0.578	อยู่ร่วมกัน
unquestioned	trust	0.578	ไม่มีข้อสงสัย
careful	trust	0.578	ระมัดระวัง
obey	trust	0.578	เชื่อฟัง
professor	trust	0.578	ศาสตราจารย์
convinced	trust	0.578	มั่นใจ
communion	trust	0.578	ศีลมหาสนิท
cheerfulness	trust	0.578	ความร่าเริง
inviting	trust	0.578	เชิญ
irrefutable	trust	0.578	หักล้างไม่ได้
commandant	trust	0.578	ผู้บัญชาการ
smile	trust	0.578	รอยยิ้ม
authoritative	trust	0.578	เผด็จการ
philanthropist	trust	0.578	ผู้ใจบุญ
legalized	trust	0.578	ถูกกฎหมาย
adore	trust	0.578	รัก
upright	trust	0.578	ตรง
revival	trust	0.578	การฟื้นฟู
dutiful	trust	0.578	หน้าที่
watchdog	trust	0.578	สุนัขเฝ้าบ้าน
apostle	trust	0.570	อัครสาวก
volunteers	trust	0.570	อาสาสมัคร
immaculate	trust	0.570	ไม่มีที่ติ
adhering	trust	0.570	ยึดมั่น
unquestionably	trust	0.570	อย่างไม่ต้องสงสัย
advise	trust	0.570	ให้คำแนะนำ
punctual	trust	0.570	ตรงต่อเวลา
consult	trust	0.570	ปรึกษา
ordinance	trust	0.570	พระราชกฤษฎีกา
complement	trust	0.570	เติมเต็ม
modest	trust	0.570	เจียมเนื้อเจียมตัว
everlasting	trust	0.570	นิรันดร์
compass	trust	0.570	เข็มทิศ
heavenly	trust	0.570	สวรรค์
determinate	trust	0.570	กำหนด
counsellor	trust	0.570	ที่ปรึกษา
abundance	trust	0.570	ความอุดมสมบูรณ์
guide	trust	0.570	แนะนำ
earned	trust	0.570	ตรวจแล้ว
pedigree	trust	0.570	สายเลือด
relative	trust	0.570	ญาติ
principal	trust	0.570	อาจารย์ใหญ่
plausible	trust	0.570	เป็นไปได้
collaborator	trust	0.570	ผู้ร่วมงาน
connective	trust	0.570	เกี่ยวพัน
corroboration	trust	0.570	การยืนยัน
insure	trust	0.570	ประกัน
pilot	trust	0.570	นักบิน
unequivocal	trust	0.570	ชัดเจน
matron	trust	0.570	แม่บ้าน
cuddle	trust	0.570	กอด
measured	trust	0.570	วัดได้
fort	trust	0.562	ป้อม
treasurer	trust	0.562	เหรัญญิก
apostolic	trust	0.562	อัครสาวก
save	trust	0.562	บันทึก
frankness	trust	0.562	ความตรงไปตรงมา
insight	trust	0.562	ข้อมูลเชิงลึก
admit	trust	0.562	ยอมรับ
earn	trust	0.562	ได้รับ
remarkable	trust	0.562	โดดเด่น
strong	trust	0.562	แข็งแกร่ง
content	trust	0.562	เนื้อหา
vitality	trust	0.562	ความมีชีวิตชีวา
prize	trust	0.562	รางวัล
vigorous	trust	0.562	แข็งแรง
congregation	trust	0.562	ชุมนุม
uplift	trust	0.562	ยกระดับ
spotless	trust	0.562	ไร้ที่ติ
devout	trust	0.562	ผู้ศรัทธา
soothing	trust	0.562	ผ่อนคลาย
miracle	trust	0.562	ความมหัศจรรย์
cohesion	trust	0.562	การติดต่อกัน
lovemaking	trust	0.562	การเกี้ยวพาราสี
curable	trust	0.562	รักษาได้
pleasant	trust	0.562	เพลิดเพลิน
jury	trust	0.562	คณะลูกขุน
pertinent	trust	0.562	ที่เกี่ยวข้อง
succeeding	trust	0.562	ประสบความสำเร็จ
concordance	trust	0.562	ความสอดคล้อง
jurist	trust	0.562	นิติศาสตร์
applaud	trust	0.562	ปรบมือ
ordination	trust	0.562	อุปสมบท
compensate	trust	0.562	ชดเชย
patience	trust	0.555	ความอดทน
mediate	trust	0.555	ไกล่เกลี่ย
coach	trust	0.555	โค้ช
illumination	trust	0.555	แสงสว่าง
cultivate	trust	0.555	ปลูกฝัง
providing	trust	0.555	ให้
precedence	trust	0.555	ลำดับความสำคัญ
exalt	trust	0.555	สูงส่ง
succeed	trust	0.555	ประสบความสำเร็จ
inclusion	trust	0.555	รวม
meditate	trust	0.555	นั่งสมาธิ
coalesce	trust	0.555	รวมตัวกัน
betrothed	trust	0.555	คู่หมั้น
midwife	trust	0.555	ผดุงครรภ์
veteran	trust	0.555	ทหารผ่านศึก
destined	trust	0.555	ลิขิต
auditor	trust	0.555	ผู้ตรวจสอบบัญชี
privacy	trust	0.555	ความเป็นส่วนตัว
restorative	trust	0.555	บูรณะ
influential	trust	0.555	ทรงอิทธิพล
impartial	trust	0.555	เป็นกลาง
discretion	trust	0.555	ดุลยพินิจ
foresight	trust	0.555	มองการณ์ไกล
congruence	trust	0.555	ความสอดคล้อง
worship	trust	0.555	สักการะ
constant	trust	0.555	คงที่
reunion	trust	0.555	เรอูนียง
intuition	trust	0.555	ปรีชา
reconciliation	trust	0.555	การปรองดอง
ambulance	trust	0.555	รถพยาบาล
defender	trust	0.555	ผู้ปกป้อง
greatness	trust	0.555	ความยิ่งใหญ่
buddy	trust	0.555	เพื่อน
vote	trust	0.555	โหวต
physicist	trust	0.555	นักฟิสิกส์
prophet	trust	0.555	ผู้เผยพระวจนะ
prevalent	trust	0.547	แพร่หลาย
eyewitness	trust	0.547	ผู้เห็นเหตุการณ์
durable	trust	0.547	ทนทาน
prudent	trust	0.547	รอบคอบ
securities	trust	0.547	หลักทรัพย์
salvation	trust	0.547	ความรอด
govern	trust	0.547	ปกครอง
law	trust	0.547	กฎ
proud	trust	0.547	ภูมิใจ
cheer	trust	0.547	เชียร์
reinforcement	trust	0.547	การเสริมแรง
promises	trust	0.547	ได้รับ
invocation	trust	0.547	วิงวอน
provide	trust	0.547	จัดเตรียม
friendly	trust	0.547	เป็นกันเอง
commanding	trust	0.547	ผู้บังคับบัญชา
temperate	trust	0.547	พอสมควร
conciliation	trust	0.547	การประนีประนอมยอมดี
convent	trust	0.547	คอนแวนต์
heritage	trust	0.547	มรดก
independence	trust	0.547	ความเป็นอิสระ
rejoice	trust	0.547	ชื่นชมยินดี
engaging	trust	0.547	มีส่วนร่วม
readiness	trust	0.547	ความพร้อม
registry	trust	0.547	ทะเบียน
statement	trust	0.547	คำแถลง
liberty	trust	0.547	เสรีภาพ
forgive	trust	0.547	ให้อภัย
ancestral	trust	0.547	บรรพบุรุษ
impenetrable	trust	0.547	ผ่านไม่ได้
choices	trust	0.539	สัญญา
psalms	trust	0.539	สดุดี
majority	trust	0.539	ข้างมาก
antidote	trust	0.539	ยาแก้พิษ
tantamount	trust	0.539	เท่ากับ
perfect	trust	0.539	สมบูรณ์แบบ
regularity	trust	0.539	ความสม่ำเสมอ
chronicle	trust	0.539	พงศาวดาร
ensemble	trust	0.539	วงดนตรี
applause	trust	0.539	เสียงปรบมือ
obedience	trust	0.539	การเชื่อฟัง
aspiring	trust	0.539	ทะเยอทะยาน
watchman	trust	0.539	ยาม
inimitable	trust	0.539	เลียนแบบไม่ได้
chastity	trust	0.539	พรหมจรรย์
architecture	trust	0.539	สถาปัตยกรรม
stamina	trust	0.539	ความแข็งแกร่ง
delightful	trust	0.539	รื่นรมย์
exalted	trust	0.539	สูงส่ง
relevant	trust	0.539	ที่เกี่ยวข้อง
reinforcements	trust	0.539	กำลังเสริม
proctor	trust	0.539	พรอคเตอร์
immovable	trust	0.539	เคลื่อนไหวไม่ได้
instructions	trust	0.539	คำแนะนำ
define	trust	0.539	กำหนด
uncensured	trust	0.539	ไม่เซ็นเซอร์
institute	trust	0.539	สถาบัน
responsive	trust	0.539	ตอบสนอง
recovery	trust	0.539	การกู้คืน
obliging	trust	0.539	มีน้ำใจ
obvious	trust	0.539	ชัดเจน
forefathers	trust	0.539	บรรพบุรุษ
eager	trust	0.539	กระตือรือร้น
inoculation	trust	0.539	การฉีดวัคซีน
admitting	trust	0.539	ยอมรับ
memorable	trust	0.539	น่าจดจำ
hospital	trust	0.531	โรงพยาบาล
rescue	trust	0.531	กู้ภัย
deed	trust	0.531	โฉนด
princely	trust	0.531	เจ้าชาย
retirement	trust	0.531	เกษียณอายุ
cradle	trust	0.531	เปล
immunization	trust	0.531	การฉีดวัคซีน
bloom	trust	0.531	เบ่งบาน
candid	trust	0.531	ตรงไปตรงมา
evergreen	trust	0.531	เอเวอร์กรีน
ballot	trust	0.531	บัตรลงคะแนน
accompaniment	trust	0.531	ประกอบ
verily	trust	0.531	แท้จริงแล้ว
inseparable	trust	0.531	แยกไม่ออก
analyst	trust	0.531	นักวิเคราะห์
strive	trust	0.531	มุ่งมั่น
dependent	trust	0.531	ขึ้นอยู่กับ
heavens	trust	0.531	สวรรค์
answerable	trust	0.531	ตอบได้
school	trust	0.531	โรงเรียน
terms	trust	0.531	เงื่อนไข
center	trust	0.531	ศูนย์กลาง
firstborn	trust	0.531	ลูกคนหัวปี
transcript	trust	0.531	การถอดเสียง
fraternal	trust	0.531	ภราดร
omniscient	trust	0.531	รอบรู้
seal	trust	0.531	ผนึก
edification	trust	0.531	การปรุงแต่ง
doubtless	trust	0.531	ไม่ต้องสงสัย
deliverance	trust	0.531	การปลดปล่อย
sponsor	trust	0.531	สปอนเซอร์
expedient	trust	0.531	สมควร
bride	trust	0.531	เจ้าสาว
refuge	trust	0.531	ลี้ภัย
approbation	trust	0.527	การอนุมัติ
chaplain	trust	0.523	อนุศาสนาจารย์
laureate	trust	0.523	ได้รับรางวัล
liberate	trust	0.523	ปลดปล่อย
coronation	trust	0.523	ฉัตรมงคล
adoration	trust	0.523	ความรัก
countenance	trust	0.523	หน้าตา
honeymoon	trust	0.523	ฮันนีมูน
connoisseur	trust	0.523	นักเลง
notable	trust	0.523	เด่น
benedictory	trust	0.523	การให้พร
celebration	trust	0.523	การเฉลิมฉลอง
neighbor	trust	0.523	เพื่อนบ้าน
unbroken	trust	0.523	ไม่หัก
award	trust	0.523	รางวัล
improvement	trust	0.523	การปรับปรุง
hug	trust	0.523	กอด
graduation	trust	0.523	การสำเร็จการศึกษา
correctness	trust	0.523	ความถูกต้อง
winning	trust	0.523	ชนะ
paragon	trust	0.523	พารากอน
ratify	trust	0.523	ให้สัตยาบัน
powerful	trust	0.523	ทรงพลัง
elevation	trust	0.523	ระดับความสูง
commonwealth	trust	0.523	เครือจักรภพ
account	trust	0.523	บัญชีผู้ใช้
unimpeached	trust	0.523	ไม่ถูกตำหนิ
taught	trust	0.523	สอน
salutary	trust	0.523	สดุดี
captivate	trust	0.523	หลงเสน่ห์
dictionary	trust	0.523	พจนานุกรม
nobility	trust	0.523	ขุนนาง
ourselves	trust	0.523	ตัวเลือก
feeling	trust	0.518	ความรู้สึก
amen	trust	0.516	อาเมน
committee	trust	0.516	คณะกรรมการ
reverie	trust	0.516	ภวังค์
deserve	trust	0.516	สมควรได้รับ
fully	trust	0.516	อย่างเต็มที่
compliment	trust	0.516	ชมเชย
obstetrician	trust	0.516	สูติแพทย์
enchanted	trust	0.516	หลงเสน่ห์
inform	trust	0.516	แจ้ง
association	trust	0.516	สมาคม
credit	trust	0.516	เครดิต
passwords	trust	0.516	ตัวเราเอง
freely	trust	0.516	ได้อย่างอิสระ
framework	trust	0.516	กรอบ
nobleman	trust	0.516	ขุนนาง
formative	trust	0.516	ก่อสร้าง
tender	trust	0.516	อ่อนโยน
measure	trust	0.516	วัด
advent	trust	0.516	จุติ
management	trust	0.516	การจัดการ
confession	trust	0.516	คำสารภาพ
remedy	trust	0.516	วิธีการรักษา
sentinel	trust	0.516	ผู้พิทักษ์
pray	trust	0.516	อธิษฐาน
perpetuity	trust	0.516	ความเป็นอมตะ
tribunal	trust	0.516	ศาล
minded	trust	0.516	ใจ
organization	trust	0.516	องค์กร
predominant	trust	0.516	เด่น
volunteer	trust	0.509	อาสาสมัคร
accolade	trust	0.508	รางวัล
courtship	trust	0.508	การเกี้ยวพาราสี
patronage	trust	0.508	อุปถัมภ์
philosopher	trust	0.508	ปราชญ์
confessional	trust	0.508	สารภาพ
diversity	trust	0.508	ความหลากหลาย
virgin	trust	0.508	บริสุทธิ์
venerable	trust	0.508	ที่เคารพ
