English Word	Emotion	Emotion-Intensity-Score	Sindhi Word
unexplained	sadness	0.250	اڻ واضح
error	sadness	0.250	غلطي
wasteful	sadness	0.250	فضول
communism	sadness	0.250	ڪميونزم
uneducated	sadness	0.250	اڻ پڙهيل
melodrama	sadness	0.242	ميلو ڊراما
demonstrative	sadness	0.242	نمائشي
rainyday	sadness	0.242	برساتي ڏينهن
necessity	sadness	0.236	ضرورت
boredom	sadness	0.235	بوريت
foggy	sadness	0.234	ڪوهيڙو
sentence	sadness	0.234	سزا
misty	sadness	0.234	مٽي
cancel	sadness	0.234	منسوخ ڪريو
void	sadness	0.234	باطل
cloudy	sadness	0.234	بادل
blockade	sadness	0.234	بندش
pale	sadness	0.234	پيلو
trash	sadness	0.234	ڪچرو
uninteresting	sadness	0.234	غير دلچسپ
hollow	sadness	0.234	خالي
healing	sadness	0.234	شفا ڏيڻ
depart	sadness	0.234	وڃڻ
burke	sadness	0.234	برڪ
warp	sadness	0.234	وارپ
case	sadness	0.228	ڪيس
rainy	sadness	0.227	برسات
uninterested	sadness	0.223	غير دلچسپي
onerous	sadness	0.223	سخت
bottom	sadness	0.223	هيٺيون
fasting	sadness	0.220	روزو رکڻ
boooo	sadness	0.219	بوو
dole	sadness	0.219	ڊول
pious	sadness	0.219	پرهيزگار
indifference	sadness	0.219	لاتعلقي
coping	sadness	0.219	منهن ڏيڻ
discolored	sadness	0.219	بي رنگ
thirst	sadness	0.219	اُڃ
blunder	sadness	0.219	غلطي
cocaine	sadness	0.218	ڪوڪين
tough	sadness	0.212	سخت
revolution	sadness	0.203	انقلاب
hoary	sadness	0.203	ڳري
chilly	sadness	0.203	ٿڌو
sluggish	sadness	0.203	سست
yucky	sadness	0.203	يوڪي
fat	sadness	0.203	چربی
lower	sadness	0.203	هيٺيون
sprain	sadness	0.203	موچ
chargeable	sadness	0.203	قابل چارج
arid	sadness	0.203	خشڪ
wanting	sadness	0.202	چاهيندڙ
progression	sadness	0.201	ترقي
closure	sadness	0.195	بندش
unbeaten	sadness	0.193	ناقابل شڪست
rack	sadness	0.188	ريڪ
halter	sadness	0.188	ڇڪڻ
rumor	sadness	0.188	افواهون
tease	sadness	0.188	ڇڪڻ
invalid	sadness	0.188	غلط
cataract	sadness	0.188	موتیا
meh	sadness	0.188	مون
heartfelt	sadness	0.188	دلدار
retirement	sadness	0.188	رٽائرمينٽ
splitting	sadness	0.188	ورهائڻ
interrupted	sadness	0.188	مداخلت ڪئي
oddity	sadness	0.188	عجيب
cold	sadness	0.188	ڀڌ
veal	sadness	0.188	ويل
concerned	sadness	0.184	متعلق
sarcasm	sadness	0.181	طنز
strip	sadness	0.179	پٽي
divided	sadness	0.172	ورهايل
feeling	sadness	0.172	احساس
overload	sadness	0.172	اوور لوڊ
sap	sadness	0.172	رس
memories	sadness	0.172	يادون
esteem	sadness	0.172	عزت
cupping	sadness	0.172	ڪپڻ
eschew	sadness	0.172	پاسو ڪرڻ
destination	sadness	0.170	منزل
nosnow	sadness	0.169	برفاني
limited	sadness	0.167	محدود
rain	sadness	0.163	مينهن
willful	sadness	0.160	ارادي
untitled	sadness	0.157	بي عنوان
stint	sadness	0.156	مدت
cross	sadness	0.156	پار
weeds	sadness	0.156	گھاس
pare	sadness	0.155	پار
snort	sadness	0.154	ڳرڻ
procession	sadness	0.152	جلوس
inconsequential	sadness	0.152	غير ضروري
tax	sadness	0.142	ٽيڪس
emo	sadness	0.141	ايمو
tolerate	sadness	0.141	برداشت ڪرڻ
mug	sadness	0.141	مگ
overpriced	sadness	0.141	وڌيڪ قيمتي
weight	sadness	0.141	وزن
touchy	sadness	0.140	ڇڪڻ وارو
kennel	sadness	0.130	ڪنگڻ
grounded	sadness	0.130	گرائونڊ ٿيل
unpaid	sadness	0.125	اڻ ادا ڪيل
socialist	sadness	0.125	سوشلسٽ
meek	sadness	0.125	نرمل
clouds	sadness	0.125	ڪڪر
margin	sadness	0.125	مارجن
theocratic	sadness	0.125	نظرياتي
stillness	sadness	0.125	خاموشي
sisterhood	sadness	0.125	ڀيڻ
terrific	sadness	0.125	لاجواب
commemorate	sadness	0.125	ياد ڪرڻ
late	sadness	0.125	دير
default	sadness	0.121	ڊفالٽ
lace	sadness	0.118	ليس
unpublished	sadness	0.116	اڻ ڇپيل
interested	sadness	0.114	دلچسپي
fortress	sadness	0.110	قلعو
lush	sadness	0.109	سرسبز
harry	sadness	0.109	هيري
ultimate	sadness	0.109	حتمي
priesthood	sadness	0.109	پادري
orchestra	sadness	0.109	آرڪيسٽرا
rating	sadness	0.109	درجه بندي
fleece	sadness	0.109	رڻ
sanctify	sadness	0.108	پاڪ ڪرڻ
income	sadness	0.100	آمدني
winning	sadness	0.094	کٽڻ
boo	sadness	0.094	بو
quiet	sadness	0.094	خاموش
sonnet	sadness	0.094	سونٽ
vainly	sadness	0.091	بيڪار
hug	sadness	0.078	ڀاڪر پائڻ
opera	sadness	0.078	اوپيرا
humble	sadness	0.078	عاجز
hut	sadness	0.078	جھوپڙي
ovation	sadness	0.078	تعظيم
wet	sadness	0.078	گندو
motivating	sadness	0.078	حوصلہ افزائي ڪرڻ
treat	sadness	0.076	علاج ڪرڻ
hymn	sadness	0.064	گيت
honest	sadness	0.062	ايماندار
relics	sadness	0.061	آثار
couch	sadness	0.060	صوف
waffle	sadness	0.047	وافل
shell	sadness	0.045	خول
musical	sadness	0.045	موسيقي
savor	sadness	0.034	ذائقو
napkin	sadness	0.031	رومال
vote	sadness	0.031	ووٽ
sing	sadness	0.017	ڳائڻ
mother	sadness	0.016	ماءُ
music	sadness	0.016	موسيقي
nutritious	sadness	0.015	غذائيت وارو
lovely	sadness	0.009	پيارو
sweetheart	sadness	0.000	پياري
romance	sadness	0.000	رومانس
liquor	sadness	0.000	شراب
art	sadness	0.000	فن
surprise	surprise	0.930	تعجب
explode	surprise	0.906	ڌماڪو ڪرڻ
flabbergast	surprise	0.906	حيران ڪندڙ
explosion	surprise	0.898	ڌماڪو
ambush	surprise	0.883	گھات
explosive	surprise	0.883	ڌماڪيدار
eruption	surprise	0.883	ڦاٽڻ
surprisingly	surprise	0.875	حيرت انگيز طور
startle	surprise	0.875	حيران ڪرڻ
shockingly	surprise	0.875	حيرت انگيز طور
frighten	surprise	0.875	خوفزده ڪرڻ
surprised	surprise	0.867	حيران
frightened	surprise	0.867	خوفزده
surprising	surprise	0.867	حيرت انگيز
outburst	surprise	0.859	ڦوٽو
thrilling	surprise	0.859	دلڪش
miracle	surprise	0.859	معجزو
blast	surprise	0.852	ڌماڪو
astonishingly	surprise	0.852	حيرت انگيز طور
alarm	surprise	0.852	الارم
shock	surprise	0.844	جھٽڪو
thunderstruck	surprise	0.844	گجگوڙ
jolt	surprise	0.844	جھٽڪو
dazzle	surprise	0.836	چمڪائڻ
bang	surprise	0.836	ڌماڪو
catastrophe	surprise	0.836	تباهي
fright	surprise	0.836	خوف
unexpectedly	surprise	0.836	غير متوقع طور تي
startling	surprise	0.828	حيران ڪندڙ
suddenly	surprise	0.828	اوچتو
emergency	surprise	0.828	هنگامي
bewilderment	surprise	0.828	حيران ٿيڻ
stunned	surprise	0.820	حيران
astound	surprise	0.820	حيران ٿيڻ
jackpot	surprise	0.812	جيڪ پاٽ
earthquake	surprise	0.812	زلزلو
disaster	surprise	0.812	آفت
astonishment	surprise	0.805	حيرت
climax	surprise	0.805	ڪلائيمڪس
aghast	surprise	0.805	حيران
astonish	surprise	0.805	حيرت انگيز
scare	surprise	0.797	ڊڄڻ
awestruck	surprise	0.797	حيران
erupt	surprise	0.789	ڀڄڻ
bomb	surprise	0.789	بم
exclaim	surprise	0.789	چوڻ
amazement	surprise	0.781	حيرت
abduction	surprise	0.773	اغوا
alarming	surprise	0.773	خطرناڪ
detonate	surprise	0.773	ڌماڪو ڪرڻ
raid	surprise	0.773	حملو
miraculous	surprise	0.773	معجزاتي
invade	surprise	0.773	حملو ڪرڻ
kidnap	surprise	0.766	اغوا ڪرڻ
unpredictable	surprise	0.758	غير متوقع
stupefy	surprise	0.758	بيوقوف
dumfound	surprise	0.758	گندو
overwhelming	surprise	0.758	زبردست
erratic	surprise	0.750	بي ترتيب
unimaginable	surprise	0.750	ناقابل تصور
accident	surprise	0.750	حادثو
outrageous	surprise	0.750	ڪاوڙيل
horror	surprise	0.742	وحشت
amaze	surprise	0.742	حيران ڪرڻ
blitz	surprise	0.742	بلٽز
bewilder	surprise	0.742	حيران ڪندڙ
flinch	surprise	0.742	چمڪائڻ
petrify	surprise	0.742	خراب ڪرڻ
wreck	surprise	0.742	تباهي
slaughter	surprise	0.742	ذبح ڪرڻ
frenetic	surprise	0.734	جنوني
crash	surprise	0.734	حادثو
frantic	surprise	0.734	ويران
stupefaction	surprise	0.734	بيوقوف ٿيڻ
excitement	surprise	0.734	جوش
riotous	surprise	0.727	فسادي
outcry	surprise	0.727	رڙ
vanished	surprise	0.727	گم ٿي ويو
moonstruck	surprise	0.727	چنڊ لڳل
sudden	surprise	0.727	اوچتو
awe	surprise	0.719	خوف
scream	surprise	0.719	رڙ
breathless	surprise	0.719	بي سانس
sabotage	surprise	0.719	تخريب
shriek	surprise	0.719	رڙ
unanticipated	surprise	0.719	غير متوقع
bewildered	surprise	0.719	حيران
manslaughter	surprise	0.719	قتل عام
amazedness	surprise	0.719	حيرت
rupture	surprise	0.719	ڦاٽڻ
unexpected	surprise	0.711	غير متوقع
electrify	surprise	0.711	بجلي ڪرڻ
uncontrollable	surprise	0.711	بي قابو
shot	surprise	0.711	شاٽ
avalanche	surprise	0.711	برفاني طوفان
gasp	surprise	0.711	گپ
stun	surprise	0.711	حيران ڪندڙ
slam	surprise	0.703	سلم
abrupt	surprise	0.703	اوچتو
intruder	surprise	0.703	مداخلت ڪندڙ
unforeseen	surprise	0.703	غير متوقع
suspense	surprise	0.703	سسپنس
devastation	surprise	0.703	تباهي
surge	surprise	0.703	اضافو
excite	surprise	0.695	جوش ڪرڻ
dumfounder	surprise	0.695	ڊم باني
yell	surprise	0.695	رڙ
unprecedented	surprise	0.695	بي مثال
strike	surprise	0.695	هڙتال
volatility	surprise	0.695	عدم استحڪام
urgent	surprise	0.695	تڪڙو
stab	surprise	0.695	ڇڪڻ
disturbance	surprise	0.688	خلل
carnage	surprise	0.688	قتل عام
incredible	surprise	0.688	ناقابل يقين
spectacular	surprise	0.688	شاندار
thrill	surprise	0.680	جوش
recklessness	surprise	0.680	لاپرواهي
clamor	surprise	0.680	گوڙ
monstrous	surprise	0.680	شيطاني
slap	surprise	0.680	چماٽ
inexplicable	surprise	0.672	ناقابل بيان
terrorist	surprise	0.672	دهشتگرد
exciting	surprise	0.672	دلچسپ
accidental	surprise	0.672	حادثاتي
accidentally	surprise	0.672	اتفاقي طور
striking	surprise	0.672	هڙتال ڪندڙ
captivate	surprise	0.672	موهيندڙ
exhilaration	surprise	0.672	جوش
topple	surprise	0.664	گرهڻ
dire	surprise	0.664	سخت
revolution	surprise	0.664	انقلاب
volcano	surprise	0.664	ٻرندڙ جبل
freakish	surprise	0.664	عجيب
revolt	surprise	0.656	بغاوت
bloodshed	surprise	0.656	خونريزي
sneak	surprise	0.656	چپ ڪرڻ
unspeakable	surprise	0.656	ناقابل بيان
incendiary	surprise	0.656	باهه ڏيڻ وارو
epidemic	surprise	0.648	‍‍وچڙندڙ
violent	surprise	0.648	تشدد ڪندڙ
disruption	surprise	0.648	خلل
amazingly	surprise	0.648	حيرت انگيز طور
mutiny	surprise	0.648	بغاوت
spellbound	surprise	0.648	جادوگر
cyclone	surprise	0.648	سائيڪلون
unsuspecting	surprise	0.648	بي شڪ
attacking	surprise	0.648	حملو ڪرڻ
unintended	surprise	0.648	غير ارادي
shout	surprise	0.641	رڙ ڪرڻ
indescribable	surprise	0.641	ناقابل بيان
tumult	surprise	0.641	گوڙ
improvisation	surprise	0.641	اصلاح
wildfire	surprise	0.641	جهنگ جي باهه
excitation	surprise	0.641	جوش
screech	surprise	0.641	رڙ
enthusiasm	surprise	0.641	جوش
uncertain	surprise	0.633	غير يقيني
plunder	surprise	0.633	ڦرلٽ
gape	surprise	0.633	گپ
treachery	surprise	0.633	غداري
agape	surprise	0.633	اگاپ
anomaly	surprise	0.633	بي ترتيبي
presto	surprise	0.633	presto
apparition	surprise	0.633	ظاهر ٿيڻ
wonderment	surprise	0.625	عجب
slaughtering	surprise	0.625	ذبح ڪرڻ
trick	surprise	0.625	چال
mystery	surprise	0.625	اسرار
murderous	surprise	0.625	قاتل
distress	surprise	0.625	تڪليف
sorcery	surprise	0.625	جادوگري
excited	surprise	0.625	پرجوش
tempest	surprise	0.625	طوفان
urgency	surprise	0.625	تڪڙو
inimaginable	surprise	0.617	ناقابل تصور
intrusive	surprise	0.617	مداخلت ڪندڙ
quickness	surprise	0.617	جلدي
intense	surprise	0.617	شديد
trickery	surprise	0.617	ٺڳي
vanish	surprise	0.617	غائب ٿي وڃڻ
prank	surprise	0.617	مذاق
murder	surprise	0.617	قتل
thief	surprise	0.609	چور
blindfold	surprise	0.609	اکين تي پٽي
unstable	surprise	0.609	غير مستحڪم
strangle	surprise	0.609	گلا ڪرڻ
coup	surprise	0.609	بغاوت
magical	surprise	0.609	جادوگر
shatter	surprise	0.609	ٽٽڻ
splash	surprise	0.609	ڦاٽڻ
stupor	surprise	0.602	بيوقوف
inconceivable	surprise	0.602	ناقابل فهم
betray	surprise	0.602	خيانت ڪرڻ
defy	surprise	0.602	انڪار ڪرڻ
jubilee	surprise	0.602	جوبلي
assail	surprise	0.602	حملو ڪرڻ
deluge	surprise	0.602	ٻوڏ
tackle	surprise	0.602	حل ڪرڻ
monstrosity	surprise	0.594	وحشيت
lightning	surprise	0.594	وڄ
stupendous	surprise	0.594	شاندار
shrill	surprise	0.594	ڇرڪي
mishap	surprise	0.594	حادثو
alerts	surprise	0.594	خبرداري
mysterious	surprise	0.586	پراسرار
randomly	surprise	0.586	بي ترتيب طور
wild	surprise	0.586	جهنگلي
deceit	surprise	0.586	ٺڳي
bonus	surprise	0.586	بونس
pitfall	surprise	0.586	نقصان
uncanny	surprise	0.586	غير معمولي
wondrous	surprise	0.586	عجيب
premature	surprise	0.578	وقت کان اڳ
stagger	surprise	0.578	ڇڪڻ
rejoicing	surprise	0.578	خوش ٿيڻ
godsend	surprise	0.578	خدائي تحفو
jubilant	surprise	0.578	خوش ڪندڙ
electric	surprise	0.578	برقي
raving	surprise	0.578	روئڻ
bizarre	surprise	0.578	عجيب
death	surprise	0.578	موت
fluke	surprise	0.578	فلڪ
oddity	surprise	0.578	عجيب
dynamic	surprise	0.570	متحرڪ
dismay	surprise	0.570	مايوسي
revenge	surprise	0.570	بدلو
nefarious	surprise	0.562	بدڪار
fascinate	surprise	0.562	دلڪش
jerk	surprise	0.562	جھٽڪو
ecstatic	surprise	0.562	خوش مزاج
reward	surprise	0.562	انعام
uncover	surprise	0.562	پڌرو ڪرڻ
reappear	surprise	0.562	ٻيهر ظاهر ٿيڻ
zany	surprise	0.555	زاني
whim	surprise	0.555	وهم
thaumaturgy	surprise	0.555	thaumaturgy
conjure	surprise	0.555	جادو ڪرڻ
crescendo	surprise	0.555	ڪرسينڊو
rescue	surprise	0.547	بچاءُ
daze	surprise	0.547	ڏڪڻ
heroism	surprise	0.547	بهادري
illuminate	surprise	0.547	روشن ڪرڻ
winner	surprise	0.547	فاتح
ejaculation	surprise	0.547	انزال
thwart	surprise	0.547	ناڪام ڪرڻ
rarity	surprise	0.547	نادر
unbridled	surprise	0.547	بي لگام
tantalizing	surprise	0.547	ڇڪڻ
punch	surprise	0.539	ڇڪڻ
cheer	surprise	0.539	خوشي
treason	surprise	0.539	غداري
violation	surprise	0.539	خلاف ورزي
celebration	surprise	0.539	جشن
illusion	surprise	0.539	وهم
marvel	surprise	0.539	عجب
lucky	surprise	0.539	خوش قسمت
lunge	surprise	0.539	لنگهه
interrupt	surprise	0.539	مداخلت ڪرڻ
insult	surprise	0.539	بي عزتي
concealed	surprise	0.531	لڪايل
snag	surprise	0.531	ڇڪڻ
sensation	surprise	0.531	احساس
banger	surprise	0.531	ڌاڙيل
fearfully	surprise	0.531	خوف سان
affront	surprise	0.531	مخالفت
jest	surprise	0.531	مذاق
undiscovered	surprise	0.523	اڻ ڄاتل
liberate	surprise	0.523	آزاد ڪرڻ
veer	surprise	0.523	وير
abandonment	surprise	0.523	ڇڏڻ
immediacy	surprise	0.523	فوري طور تي
improvise	surprise	0.523	سڌارڻ
victimized	surprise	0.523	شڪار ٿيل
scorpion	surprise	0.523	وڇوڙو
majestic	surprise	0.523	عاليشان
wonder	surprise	0.523	عجب
rejoice	surprise	0.523	خوش ٿيڻ
tickle	surprise	0.516	گدگدائي
chance	surprise	0.516	موقعو
yelp	surprise	0.516	رڙ
howl	surprise	0.516	رڙ
stealthily	surprise	0.516	چوري سان
unintentionally	surprise	0.508	غير ارادي طور
magnificent	surprise	0.508	شاندار
reflex	surprise	0.508	موٽڻ
garish	surprise	0.508	گارش
transcendence	surprise	0.508	عبور
rave	surprise	0.508	روئڻ
luck	surprise	0.508	قسمت
swerve	surprise	0.508	ڦرڻ
pop	surprise	0.508	پاپ
enliven	surprise	0.500	زنده ڪرڻ
slayer	surprise	0.500	قتل ڪندڙ
remarkable	surprise	0.500	قابل ذڪر
infrequent	surprise	0.500	غير معمولي
pang	surprise	0.500	درد
erotic	surprise	0.500	شہوت انگیز
misbehavior	surprise	0.500	بدانتظامي
diversion	surprise	0.500	ڦيرڦار
heroic	surprise	0.500	بهادر
alertness	surprise	0.500	خبرداري
marvelous	surprise	0.500	شاندار
fainting	surprise	0.500	بي هوش ٿيڻ
embarrassment	surprise	0.500	شرمندگي
nab	surprise	0.492	پڪ ڪرڻ
birthday	surprise	0.492	سالگراه
camouflage	surprise	0.492	ڇنڊڇاڻ
unutterable	surprise	0.492	ناقابل بيان
chimera	surprise	0.492	چميرا
trump	surprise	0.492	ٽرمپ
decoy	surprise	0.492	خرابي
infarct	surprise	0.492	infarct
greatness	surprise	0.492	عظمت
exigent	surprise	0.492	ضرورتمند
prick	surprise	0.484	ڇڪڻ
variable	surprise	0.484	متغير
curiosity	surprise	0.484	تجسس
daemon	surprise	0.484	ڊيمون
inexpressible	surprise	0.484	ناقابل بيان
magician	surprise	0.484	جادوگر
underestimate	surprise	0.484	گهٽ سمجهڻ
fanfare	surprise	0.484	شوق
horde	surprise	0.484	لشڪر
zeal	surprise	0.484	جوش
incident	surprise	0.477	واقعو
illumination	surprise	0.477	روشني
chicane	surprise	0.477	چيڪي
sneeze	surprise	0.477	ڇڪڻ
subversive	surprise	0.477	تخريبي
gawk	surprise	0.477	گوڪ
fortune	surprise	0.477	نصيب
strange	surprise	0.477	عجيب
dreadfully	surprise	0.477	خوفناڪ طور تي
unguarded	surprise	0.477	غير محفوظ
prowl	surprise	0.469	چڙهڻ
reversal	surprise	0.469	ڦيرائڻ
wizard	surprise	0.469	جادوگر
rapid	surprise	0.469	تيز
leery	surprise	0.469	ليري
break	surprise	0.461	ٽوڙڻ
slip	surprise	0.461	پرچي
divergent	surprise	0.461	متفاوت
hilarious	surprise	0.461	مزاحيه
coincidence	surprise	0.461	اتفاق
subito	surprise	0.461	ذيلي
overestimate	surprise	0.453	وڌيڪ اندازو لڳائڻ
ordeal	surprise	0.453	آزمائش
evanescence	surprise	0.453	ڀڄڻ
merriment	surprise	0.453	خوشي
raffle	surprise	0.453	ريفل
winning	surprise	0.453	کٽڻ
wonderful	surprise	0.453	شاندار
hoax	surprise	0.453	ٺڳي
confession	surprise	0.453	اعتراف
splendid	surprise	0.445	شاندار
stound	surprise	0.445	بيٺو
perchance	surprise	0.445	امڪان
excel	surprise	0.445	Excel
enthusiast	surprise	0.445	پرجوش
gambling	surprise	0.445	جوا
feat	surprise	0.445	ڪارنامو
laughter	surprise	0.445	کلڻ
brighten	surprise	0.438	روشن ڪرڻ
unique	surprise	0.438	منفرد
senseless	surprise	0.438	بي حس
changeable	surprise	0.438	تبديل ٿيندڙ
splendor	surprise	0.438	شان
rapt	surprise	0.438	ريپ
unintentional	surprise	0.438	غير ارادي
fascination	surprise	0.430	جذبو
trepidation	surprise	0.430	خوفزده ٿيڻ
lawsuit	surprise	0.430	مقدمو
gift	surprise	0.430	تحفو
stealthy	surprise	0.430	چوري
fiesta	surprise	0.430	عيد
intrigue	surprise	0.430	سازش
delighted	surprise	0.430	خوش ٿيو
judgment	surprise	0.422	فيصلو
stealth	surprise	0.422	چوري
enchant	surprise	0.422	جادو ڪرڻ
originality	surprise	0.422	اصليت
riddle	surprise	0.422	پہیلی
quicksilver	surprise	0.422	جلدي چاندي
illegitimate	surprise	0.414	ناجائز
experiment	surprise	0.414	تجربو
elusive	surprise	0.414	گمراهه ڪندڙ
syncope	surprise	0.414	هم وقت سازي
liberation	surprise	0.414	آزادي
spirits	surprise	0.414	روح
perjury	surprise	0.414	ڪوڙ ڳالهائڻ
veracity	surprise	0.414	سچائي
parade	surprise	0.406	پريڊ
applause	surprise	0.406	تاڙيون وڄائڻ
inspired	surprise	0.406	متاثر
allure	surprise	0.406	رغبت
eager	surprise	0.406	شوقين
gambler	surprise	0.406	جواري
fete	surprise	0.406	عيد
divorce	surprise	0.398	طلاق
guess	surprise	0.398	اندازو
princely	surprise	0.398	شاهي
burlesque	surprise	0.398	ٻرندڙ
secrecy	surprise	0.398	رازداري
incontinence	surprise	0.391	بي ضابطگي
peri	surprise	0.391	پيري
cheerful	surprise	0.391	خوش مزاج
hermaphrodite	surprise	0.391	hermaphrodite
supremacy	surprise	0.391	بالادستي
aspiration	surprise	0.391	آرزو
buck	surprise	0.383	بڪ
lose	surprise	0.383	وڃائڻ
cadaver	surprise	0.383	لاش
crowning	surprise	0.383	تاج لڳائڻ
praiseworthy	surprise	0.383	ساراهه جي لائق
inheritance	surprise	0.383	وراثت
score	surprise	0.383	اسڪور
gulp	surprise	0.375	گپ
camouflaged	surprise	0.375	ڇڪيل
advance	surprise	0.375	اڳواٽ
succeed	surprise	0.375	ڪامياب ٿيڻ
frisky	surprise	0.375	تيز
mystic	surprise	0.375	صوفي
compliment	surprise	0.375	تعريف
hope	surprise	0.367	اميد
joker	surprise	0.367	جوڪر
sparkle	surprise	0.367	چمڪ
excavation	surprise	0.367	کوٽائي
sensual	surprise	0.367	حساس
entertainment	surprise	0.359	وندر
feeling	surprise	0.359	احساس
modify	surprise	0.352	تبديل ڪرڻ
blessings	surprise	0.352	نعمتون
newcomer	surprise	0.352	نئون اچڻ وارو
obit	surprise	0.352	obit
postponement	surprise	0.352	ملتوي ٿيڻ
award	surprise	0.352	انعام
clown	surprise	0.352	مسخره
highest	surprise	0.344	سڀ کان وڌيڪ
hero	surprise	0.344	هيرو
glorify	surprise	0.344	تسبيح ڪرڻ
proficiency	surprise	0.344	مهارت
start	surprise	0.344	شروع
wonderfully	surprise	0.344	شاندار طور تي
celebrity	surprise	0.344	مشهور شخصيت
rekindle	surprise	0.336	ٻيهر جلائڻ
optimism	surprise	0.336	اميد پسندي
sanctify	surprise	0.336	پاڪ ڪرڻ
unbeaten	surprise	0.336	ناقابل شڪست
prodigious	surprise	0.336	شاندار
grin	surprise	0.336	مسڪرائي
memorable	surprise	0.336	يادگار
warned	surprise	0.336	خبردار ڪيو
dissolution	surprise	0.336	ٽوڙڻ
hypertrophy	surprise	0.328	hypertrophy
admiration	surprise	0.328	تعريف
examination	surprise	0.320	امتحان
angel	surprise	0.320	فرشتو
present	surprise	0.320	حاضر
catch	surprise	0.320	پڪڙڻ
hap	surprise	0.320	هپ
saint	surprise	0.312	سائين
embrace	surprise	0.312	ڀاڪر پائڻ
flirt	surprise	0.312	ڀڄڻ
puma	surprise	0.312	پوما
kiss	surprise	0.312	چمي
liberty	surprise	0.312	آزادي
scrimmage	surprise	0.312	ڇڪتاڻ
treat	surprise	0.312	علاج ڪرڻ
inaffable	surprise	0.312	ناقابل برداشت
occasional	surprise	0.312	ڪڏهن ڪڏهن
dismissal	surprise	0.312	برطرفي
perfection	surprise	0.305	تڪميل
saintly	surprise	0.305	پاڪيزه
gratify	surprise	0.305	راضي ڪرڻ
generosity	surprise	0.305	سخاوت
sally	surprise	0.305	سالي
palpable	surprise	0.297	واضح
finally	surprise	0.297	آخرڪار
differently	surprise	0.297	مختلف طرح
polarity	surprise	0.297	قطبيت
ceremony	surprise	0.297	تقريب
favorable	surprise	0.297	سازگار
larger	surprise	0.297	وڏو
warn	surprise	0.297	ڊيڄارڻ
medal	surprise	0.289	ميڊل
romance	surprise	0.289	رومانس
inviting	surprise	0.289	دعوت ڏيڻ
greeting	surprise	0.289	سلام
resignation	surprise	0.281	استعيفيٰ
accolade	surprise	0.281	اعزاز
labor	surprise	0.281	محنت
candid	surprise	0.281	صاف گو
trip	surprise	0.281	سفر
stare	surprise	0.273	گهورڻ
admire	surprise	0.266	تعريف ڪرڻ
glimmer	surprise	0.266	چمڪندڙ
playful	surprise	0.266	چنچل
somatic	surprise	0.266	صومياتي
festival	surprise	0.266	تہوار
mimicry	surprise	0.266	نقل ڪرڻ
insolvency	surprise	0.266	نااهلي
immerse	surprise	0.266	غرق ڪرڻ
invite	surprise	0.266	دعوت ڏيڻ
compensate	surprise	0.266	معاوضو ڏيڻ
receiving	surprise	0.258	وصول ڪرڻ
complement	surprise	0.258	مڪمل ڪرڻ
chuckle	surprise	0.258	مسڪرائڻ
laugh	surprise	0.258	کلڻ
hypothesis	surprise	0.258	مفروضو
honeymoon	surprise	0.250	هني مون
opera	surprise	0.242	اوپيرا
pleasant	surprise	0.242	خوشگوار
marry	surprise	0.242	شادي ڪرڻ
independence	surprise	0.242	آزادي
chant	surprise	0.234	نعرو
holiness	surprise	0.234	تقدس
assessment	surprise	0.234	تشخيص
rhythmical	surprise	0.234	تال واري
hopeful	surprise	0.234	اميد رکندڙ
leave	surprise	0.234	ڇڏڻ
trophy	surprise	0.234	ٽرافي
deal	surprise	0.227	سودا
procession	surprise	0.227	جلوس
placard	surprise	0.227	تختي
shopping	surprise	0.219	خريداري
musical	surprise	0.219	موسيقي
cherish	surprise	0.219	پالڻ
good	surprise	0.219	سٺو
dawn	surprise	0.211	صبح
simplify	surprise	0.211	آسان ڪرڻ
shell	surprise	0.211	خول
morals	surprise	0.203	اخلاق
money	surprise	0.203	پئسا
nullify	surprise	0.203	رد ڪرڻ
purity	surprise	0.203	پاڪائي
sweet	surprise	0.203	مٺو
synchronize	surprise	0.195	هم وقت سازي ڪرڻ
precious	surprise	0.195	قيمتي
humanitarian	surprise	0.195	انسانيت پسند
preservative	surprise	0.195	بچاءُ وارو
unfulfilled	surprise	0.195	اڻپورو
obliging	surprise	0.188	واجبي
singularly	surprise	0.188	اڪيلو
graduation	surprise	0.180	گريجوئيشن
foresee	surprise	0.180	اڳڪٿي ڪرڻ
pray	surprise	0.180	دعا
lovely	surprise	0.180	پيارو
thirst	surprise	0.172	اُڃ
mouth	surprise	0.172	وات
youth	surprise	0.172	جوان
sun	surprise	0.172	سج
art	surprise	0.172	فن
goodness	surprise	0.164	ڀلائي
latent	surprise	0.156	پوشيده
visor	surprise	0.156	ويزر
overdue	surprise	0.156	وقتي
practiced	surprise	0.156	مشق ڪيو
loyal	surprise	0.148	وفادار
expect	surprise	0.148	توقع ڪرڻ
wireless	surprise	0.148	وائرليس
destination	surprise	0.148	منزل
infant	surprise	0.141	ٻار
cream	surprise	0.141	ڪريم
slush	surprise	0.141	ڪچرو
quote	surprise	0.141	اقتباس
playground	surprise	0.133	راند جو ميدان
vote	surprise	0.125	ووٽ
teach	surprise	0.125	سيکارڻ
organization	surprise	0.125	تنظيم
dolphin	surprise	0.117	ڊولفن
weight	surprise	0.117	وزن
smile	surprise	0.117	مرڪ
sisterhood	surprise	0.109	ڀيڻ
