English Word	Emotion	Emotion-Intensity-Score	Indonesian Word
judgment	surprise	0.422	pertimbangan
stealth	surprise	0.422	sembunyi-sembunyi
enchant	surprise	0.422	mempesona
originality	surprise	0.422	keaslian
riddle	surprise	0.422	teka-teki
quicksilver	surprise	0.422	air raksa
illegitimate	surprise	0.414	Palsu
experiment	surprise	0.414	percobaan
elusive	surprise	0.414	sukar dipahami
syncope	surprise	0.414	sinkop
liberation	surprise	0.414	pembebasan
spirits	surprise	0.414	roh
perjury	surprise	0.414	sumpah palsu
veracity	surprise	0.414	kebenaran
parade	surprise	0.406	Parade
applause	surprise	0.406	tepuk tangan
inspired	surprise	0.406	terinspirasi
allure	surprise	0.406	daya tarik
eager	surprise	0.406	ingin sekali
gambler	surprise	0.406	penjudi
fete	surprise	0.406	pesta
divorce	surprise	0.398	perceraian
guess	surprise	0.398	Tebak
princely	surprise	0.398	seperti bangsawan
burlesque	surprise	0.398	bahan tertawaan
secrecy	surprise	0.398	kerahasiaan
incontinence	surprise	0.391	inkontinensia
peri	surprise	0.391	peri
cheerful	surprise	0.391	riang
hermaphrodite	surprise	0.391	banci
supremacy	surprise	0.391	supremasi
aspiration	surprise	0.391	aspirasi
buck	surprise	0.383	uang
lose	surprise	0.383	kehilangan
cadaver	surprise	0.383	mayat
crowning	surprise	0.383	terpenting
praiseworthy	surprise	0.383	terpuji
inheritance	surprise	0.383	warisan
score	surprise	0.383	skor
gulp	surprise	0.375	meneguk
camouflaged	surprise	0.375	kamuflase
advance	surprise	0.375	maju
succeed	surprise	0.375	berhasil
frisky	surprise	0.375	lincah
mystic	surprise	0.375	mistik
compliment	surprise	0.375	pujian
hope	surprise	0.367	harapan
joker	surprise	0.367	pelawak
sparkle	surprise	0.367	berkilau
excavation	surprise	0.367	penggalian
sensual	surprise	0.367	sensual
entertainment	surprise	0.359	hiburan
feeling	surprise	0.359	merasa
modify	surprise	0.352	memodifikasi
blessings	surprise	0.352	berkah
newcomer	surprise	0.352	pendatang
obit	surprise	0.352	tanggal kematian
postponement	surprise	0.352	penundaan
award	surprise	0.352	menghadiahkan
clown	surprise	0.352	badut
highest	surprise	0.344	paling tinggi
hero	surprise	0.344	pahlawan
glorify	surprise	0.344	memuliakan
proficiency	surprise	0.344	kecakapan
start	surprise	0.344	Mulailah
wonderfully	surprise	0.344	sangat
celebrity	surprise	0.344	selebriti
rekindle	surprise	0.336	menghidupkan
optimism	surprise	0.336	optimisme
sanctify	surprise	0.336	menguduskan
unbeaten	surprise	0.336	tak terkalahkan
prodigious	surprise	0.336	luar biasa
grin	surprise	0.336	menyeringai
memorable	surprise	0.336	mudah diingat
warned	surprise	0.336	diperingatkan
dissolution	surprise	0.336	pembubaran
hypertrophy	surprise	0.328	hipertrofi
admiration	surprise	0.328	kekaguman
examination	surprise	0.320	penyelidikan
angel	surprise	0.320	malaikat
present	surprise	0.320	hadiah
catch	surprise	0.320	menangkap
hap	surprise	0.320	terjadi
saint	surprise	0.312	santo
embrace	surprise	0.312	merangkul
flirt	surprise	0.312	penggoda
puma	surprise	0.312	puma
kiss	surprise	0.312	ciuman
liberty	surprise	0.312	kebebasan
scrimmage	surprise	0.312	pergumulan
treat	surprise	0.312	merawat
inaffable	surprise	0.312	tidak ramah
occasional	surprise	0.312	sesekali
dismissal	surprise	0.312	pemecatan
perfection	surprise	0.305	kesempurnaan
saintly	surprise	0.305	suci
gratify	surprise	0.305	memuaskan
generosity	surprise	0.305	kemurahan hati
sally	surprise	0.305	sally
palpable	surprise	0.297	jelas
finally	surprise	0.297	akhirnya
differently	surprise	0.297	berbeda
polarity	surprise	0.297	polaritas
ceremony	surprise	0.297	upacara
favorable	surprise	0.297	baik
larger	surprise	0.297	lebih besar
warn	surprise	0.297	memperingatkan
medal	surprise	0.289	medali
romance	surprise	0.289	percintaan
inviting	surprise	0.289	mengundang
greeting	surprise	0.289	salam
resignation	surprise	0.281	pengunduran diri
accolade	surprise	0.281	penghargaan
labor	surprise	0.281	tenaga kerja
candid	surprise	0.281	jujur
trip	surprise	0.281	perjalanan
stare	surprise	0.273	menatap
admire	surprise	0.266	mengagumi
glimmer	surprise	0.266	cahaya redup
playful	surprise	0.266	ceria
somatic	surprise	0.266	somatik
festival	surprise	0.266	festival
mimicry	surprise	0.266	peniruan
insolvency	surprise	0.266	keadaan bangkrut
immerse	surprise	0.266	membenamkan
invite	surprise	0.266	mengundang
compensate	surprise	0.266	mengimbangi
receiving	surprise	0.258	menerima
complement	surprise	0.258	melengkapi
chuckle	surprise	0.258	tertawa kecil
laugh	surprise	0.258	tertawa
hypothesis	surprise	0.258	hipotesa
honeymoon	surprise	0.250	bulan madu
opera	surprise	0.242	opera
pleasant	surprise	0.242	menyenangkan
marry	surprise	0.242	nikah
independence	surprise	0.242	kemerdekaan
chant	surprise	0.234	nyanyian
holiness	surprise	0.234	kekudusan
assessment	surprise	0.234	penilaian
rhythmical	surprise	0.234	berirama
hopeful	surprise	0.234	penuh harapan
leave	surprise	0.234	meninggalkan
trophy	surprise	0.234	piala
deal	surprise	0.227	Sepakat
procession	surprise	0.227	prosesi
placard	surprise	0.227	plakat
shopping	surprise	0.219	belanja
musical	surprise	0.219	musikal
cherish	surprise	0.219	menghargai
good	surprise	0.219	bagus
dawn	surprise	0.211	Fajar
simplify	surprise	0.211	menyederhanakan
shell	surprise	0.211	kerang
morals	surprise	0.203	moral
money	surprise	0.203	uang
nullify	surprise	0.203	membatalkan
purity	surprise	0.203	kemurnian
sweet	surprise	0.203	manis
synchronize	surprise	0.195	menyinkronkan
precious	surprise	0.195	berharga
humanitarian	surprise	0.195	kemanusiaan
preservative	surprise	0.195	pengawet
unfulfilled	surprise	0.195	tidak terpenuhi
obliging	surprise	0.188	mewajibkan
singularly	surprise	0.188	luar biasa
graduation	surprise	0.180	kelulusan
foresee	surprise	0.180	meramalkan
pray	surprise	0.180	berdoa
lovely	surprise	0.180	menyenangkan
thirst	surprise	0.172	haus
mouth	surprise	0.172	mulut
youth	surprise	0.172	anak muda
sun	surprise	0.172	matahari
art	surprise	0.172	seni
goodness	surprise	0.164	kebaikan
latent	surprise	0.156	terpendam
visor	surprise	0.156	kedok
overdue	surprise	0.156	terlambat
practiced	surprise	0.156	dipraktekkan
loyal	surprise	0.148	loyal
expect	surprise	0.148	mengharapkan
wireless	surprise	0.148	nirkabel
destination	surprise	0.148	tujuan
infant	surprise	0.141	bayi
cream	surprise	0.141	krim
slush	surprise	0.141	lumpur salju
quote	surprise	0.141	mengutip
playground	surprise	0.133	tempat bermain
vote	surprise	0.125	Pilih
teach	surprise	0.125	mengajar
organization	surprise	0.125	organisasi
dolphin	surprise	0.117	lumba-lumba
weight	surprise	0.117	bobot
smile	surprise	0.117	senyum
sisterhood	surprise	0.109	persaudaraan wanita
cable	surprise	0.109	kabel
sunny	surprise	0.102	cerah
steady	surprise	0.094	stabil
peaceful	surprise	0.086	tenang
spa	surprise	0.086	spa
leisure	surprise	0.086	santai
picnic	surprise	0.078	piknik
tree	surprise	0.078	pohon
worm	surprise	0.055	cacing
truthfulness	trust	0.906	kejujuran
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	dapat dipercaya
honor	trust	0.844	kehormatan
honesty	trust	0.844	kejujuran
honest	trust	0.844	jujur
truth	trust	0.844	kebenaran
truthful	trust	0.836	jujur
trusting	trust	0.836	mempercayai
brotherhood	trust	0.820	persaudaraan
entrust	trust	0.812	mempercayakan
committed	trust	0.805	berkomitmen
loyalty	trust	0.805	loyalitas
integrity	trust	0.805	integritas
honorable	trust	0.805	terhormat
trust	trust	0.805	memercayai
credibility	trust	0.805	kredibilitas
faithful	trust	0.797	setia
sincere	trust	0.797	jujur
partnership	trust	0.789	kemitraan
responsible	trust	0.789	bertanggung jawab
true	trust	0.789	BENAR
wisdom	trust	0.789	kebijaksanaan
verification	trust	0.781	verifikasi
cooperative	trust	0.781	kooperatif
vow	trust	0.781	sumpah
oath	trust	0.781	sumpah
respectable	trust	0.773	terhormat
sisterhood	trust	0.773	persaudaraan wanita
hero	trust	0.773	pahlawan
credible	trust	0.773	kredibel
promise	trust	0.773	janji
verified	trust	0.773	diverifikasi
qualified	trust	0.766	memenuhi syarat
authentication	trust	0.766	autentikasi
respected	trust	0.766	dihormati
compassion	trust	0.759	kasih sayang
approval	trust	0.758	persetujuan
moral	trust	0.758	moral
reliability	trust	0.758	keandalan
trusts	trust	0.758	tepercaya
safekeeping	trust	0.758	diamankan
reputable	trust	0.758	terkemuka
love	trust	0.758	cinta
friend	trust	0.750	teman
stable	trust	0.750	stabil
authentic	trust	0.750	autentik
competence	trust	0.750	kompetensi
safeguard	trust	0.750	menjaga
companion	trust	0.750	pendamping
advised	trust	0.750	disarankan
respect	trust	0.750	menghormati
loyal	trust	0.750	loyal
genuine	trust	0.750	tulus
friendships	trust	0.750	percaya diri
ally	trust	0.750	sekutu
proven	trust	0.742	terbukti
freedom	trust	0.742	kebebasan
respects	trust	0.742	hormat
accepting	trust	0.742	persahabatan
faith	trust	0.742	keyakinan
wholesome	trust	0.742	baik
heartfelt	trust	0.734	tulus
unification	trust	0.734	penyatuan
confirmation	trust	0.734	konfirmasi
protecting	trust	0.734	melindungi
reassurance	trust	0.734	kepastian
trustee	trust	0.734	wali
supporter	trust	0.734	pendukung
respectful	trust	0.734	hormat
admirable	trust	0.734	terpuji
fact	trust	0.727	fakta
friendship	trust	0.727	persahabatan
partners	trust	0.727	menerima
confidentially	trust	0.727	secara rahasia
confident	trust	0.727	percaya diri
equality	trust	0.727	persamaan
alliance	trust	0.727	persekutuan
credential	trust	0.727	mandat
believing	trust	0.727	percaya
excellence	trust	0.727	keunggulan
agreement	trust	0.727	persetujuan
closeness	trust	0.719	kedekatan
authenticate	trust	0.719	mengautentikasi
virtuous	trust	0.719	berbudi luhur
intelligence	trust	0.719	intelijen
kindred	trust	0.719	keluarga
virtue	trust	0.719	kebajikan
honored	trust	0.719	terhormat
justice	trust	0.711	keadilan
charitable	trust	0.711	sosial
determination	trust	0.711	penentuan
creditable	trust	0.711	dapat dikreditkan
consistency	trust	0.711	konsistensi
allegiance	trust	0.711	kesetiaan
cooperation	trust	0.711	kerja sama
guarantee	trust	0.711	menjamin
dedication	trust	0.711	dedikasi
straightforward	trust	0.711	mudah
cooperating	trust	0.711	bekerja sama
reliable	trust	0.703	dapat diandalkan
nurture	trust	0.703	membina
mother	trust	0.703	ibu
fulfilled	trust	0.703	terpenuhi
admiration	trust	0.703	kekaguman
mentor	trust	0.703	pembimbing
guardianship	trust	0.703	perwalian
assurance	trust	0.703	jaminan
morality	trust	0.703	moralitas
motherhood	trust	0.703	keibuan
innocent	trust	0.703	polos
reverence	trust	0.703	menghormati
sanctuary	trust	0.703	suaka
friendliness	trust	0.703	keramahan
prepared	trust	0.703	siap
admire	trust	0.703	mengagumi
protected	trust	0.703	terlindung
proof	trust	0.703	bukti
bodyguard	trust	0.695	pengawal
skillful	trust	0.695	mahir
marriage	trust	0.695	pernikahan
allied	trust	0.695	bersekutu
morals	trust	0.695	moral
humanitarian	trust	0.695	kemanusiaan
pact	trust	0.695	pakta
courage	trust	0.695	keberanian
accountable	trust	0.695	akuntabel
agreeable	trust	0.695	menyenangkan
united	trust	0.695	serikat
indestructible	trust	0.695	tidak bisa dihancurkan
approving	trust	0.695	menyetujui
guardian	trust	0.695	wali
compassionate	trust	0.695	penuh kasih
scientist	trust	0.695	ilmuwan
certified	trust	0.695	bersertifikat
pledge	trust	0.688	sumpah
adviser	trust	0.688	penasihat
authenticity	trust	0.688	keaslian
understanding	trust	0.688	memahami
secure	trust	0.688	aman
guidance	trust	0.688	panduan
monogamy	trust	0.688	monogami
valor	trust	0.688	keberanian
solidity	trust	0.688	kepadatan
perfection	trust	0.688	kesempurnaan
believed	trust	0.688	percaya
humanity	trust	0.688	kemanusiaan
justifiable	trust	0.688	dibenarkan
competent	trust	0.688	kompeten
esteem	trust	0.688	menghargai
protector	trust	0.680	pelindung
inspire	trust	0.680	mengilhami
hope	trust	0.680	harapan
strongest	trust	0.680	mitra
expertise	trust	0.680	keahlian
humble	trust	0.680	rendah hati
indivisible	trust	0.680	tak terpisahkan
official	trust	0.680	resmi
affirm	trust	0.680	menegaskan
familiarity	trust	0.680	keakraban
confirmed	trust	0.680	dikonfirmasi
diligence	trust	0.680	ketekunan
grandfather	trust	0.680	kakek
advocacy	trust	0.680	pembelaan
goodness	trust	0.680	kebaikan
commendable	trust	0.680	terpuji
acceptance	trust	0.680	penerimaan
diplomatic	trust	0.680	diplomatik
leader	trust	0.680	pemimpin
confide	trust	0.680	mengaku
agreeing	trust	0.680	setuju
approve	trust	0.680	menyetujui
professional	trust	0.680	profesional
elders	trust	0.680	sesepuh
confidential	trust	0.680	rahasia
faultless	trust	0.672	sempurna
believes	trust	0.672	diterima
sanctify	trust	0.672	menguduskan
intelligent	trust	0.672	cerdas
safe	trust	0.672	aman
accepted	trust	0.672	terkuat
dignity	trust	0.672	harga diri
unwavering	trust	0.672	teguh
encyclopedia	trust	0.672	ensiklopedi
mastery	trust	0.672	penguasaan
cohesive	trust	0.672	kompak
harmoniously	trust	0.672	secara harmonis
benevolence	trust	0.672	kebajikan
healing	trust	0.672	sembuh
accredited	trust	0.672	terakreditasi
covenant	trust	0.672	perjanjian
accountability	trust	0.664	pertanggungjawaban
team	trust	0.664	tim
authority	trust	0.664	otoritas
heroic	trust	0.664	heroik
reliance	trust	0.664	kepercayaan
expert	trust	0.664	ahli
communicate	trust	0.664	menyampaikan
spiritual	trust	0.664	rohani
impeccable	trust	0.664	sempurna
specialist	trust	0.664	spesialis
affirmatively	trust	0.664	dengan tegas
proficient	trust	0.664	ahli
fulfillment	trust	0.664	pemenuhan
advocate	trust	0.664	menganjurkan
disciple	trust	0.664	murid
attestation	trust	0.664	pengesahan
merit	trust	0.664	kemampuan
supporting	trust	0.664	mendukung
ambassador	trust	0.664	duta besar
guidebook	trust	0.664	buku panduan
accept	trust	0.664	menerima
strengthening	trust	0.661	penguatan
holiness	trust	0.656	kekudusan
facts	trust	0.656	fakta
warranty	trust	0.656	jaminan
strength	trust	0.656	kekuatan
relationship	trust	0.656	hubungan
defended	trust	0.656	membela
constancy	trust	0.656	keteguhan
favorable	trust	0.656	baik
gentleman	trust	0.656	pria
counsel	trust	0.656	nasihat
scientific	trust	0.656	ilmiah
structure	trust	0.656	struktur
elder	trust	0.656	lebih tua
excellent	trust	0.656	bagus sekali
achieve	trust	0.656	meraih
steadfast	trust	0.656	tabah
familiar	trust	0.656	akrab
proficiency	trust	0.656	kecakapan
supports	trust	0.656	percaya
counselor	trust	0.648	konselor
lovable	trust	0.648	manis
advisable	trust	0.648	sebaiknya
agreed	trust	0.648	sepakat
heroism	trust	0.648	kepahlawanan
rely	trust	0.648	mengandalkan
uphold	trust	0.648	menegakkan
brother	trust	0.648	saudara laki-laki
matrimony	trust	0.648	perkawinan
assuredly	trust	0.648	pasti
peaceful	trust	0.648	tenang
saint	trust	0.648	santo
unconditionally	trust	0.648	menerima
solidarity	trust	0.648	solidaritas
accepts	trust	0.648	mendukung
inspiration	trust	0.648	inspirasi
noble	trust	0.648	bangsawan
successful	trust	0.648	berhasil
harmony	trust	0.648	harmoni
protective	trust	0.648	pelindung
competency	trust	0.648	kompetensi
comrade	trust	0.648	kawan
academic	trust	0.648	akademik
assist	trust	0.648	membantu
worthy	trust	0.643	layak
benefactor	trust	0.641	dermawan
credence	trust	0.641	kepercayaan
confidence	trust	0.641	kepercayaan diri
relationships	trust	0.641	tanpa syarat
ordained	trust	0.641	ditahbiskan
legal	trust	0.641	hukum
champion	trust	0.641	juara
lawful	trust	0.641	sah
durability	trust	0.641	daya tahan
judiciary	trust	0.641	pengadilan
doctor	trust	0.641	dokter
loving	trust	0.641	penuh kasih
assure	trust	0.641	memastikan
establish	trust	0.641	mendirikan
mamma	trust	0.641	mama
kind	trust	0.641	jenis
unity	trust	0.641	persatuan
conscientious	trust	0.641	teliti
real	trust	0.641	nyata
coexist	trust	0.641	hidup bersama
leading	trust	0.641	terkemuka
teacher	trust	0.641	guru
intimate	trust	0.634	intim
brotherly	trust	0.633	saudara
physician	trust	0.633	dokter
judicial	trust	0.633	peradilan
saintly	trust	0.633	suci
aspiration	trust	0.633	aspirasi
conscience	trust	0.633	hati nurani
therapeutic	trust	0.633	terapeutik
fidelity	trust	0.633	kesetiaan
soundness	trust	0.633	kesehatan
important	trust	0.633	penting
homage	trust	0.633	penghormatan
legitimacy	trust	0.633	legitimasi
fortitude	trust	0.633	ketabahan
deepest	trust	0.633	hubungan
approved	trust	0.633	disetujui
courageous	trust	0.633	berani
devotional	trust	0.633	kebaktian
endorse	trust	0.633	mendukung
backbone	trust	0.633	tulang punggung
authorize	trust	0.633	mengizinkan
practiced	trust	0.633	dipraktekkan
sanctification	trust	0.633	pengudusan
hopeful	trust	0.633	penuh harapan
convincing	trust	0.633	meyakinkan
bless	trust	0.633	memberkati
angel	trust	0.625	malaikat
authorization	trust	0.625	otorisasi
assured	trust	0.625	terjamin
purify	trust	0.625	memurnikan
caretaker	trust	0.625	penjaga
regard	trust	0.625	pandangan
profound	trust	0.625	menonjol
achievement	trust	0.625	pencapaian
evident	trust	0.625	jelas
positivity	trust	0.625	positif
communication	trust	0.625	komunikasi
professorship	trust	0.625	jabatan profesor
blessing	trust	0.625	anugerah
beliefs	trust	0.625	terdalam
encourage	trust	0.625	mendorong
fireman	trust	0.625	pemadam kebakaran
majestic	trust	0.625	megah
civilized	trust	0.625	beradab
certify	trust	0.625	menyatakan
wonderful	trust	0.625	luar biasa
engaged	trust	0.625	bertunangan
accurate	trust	0.625	tepat
approvement	trust	0.617	persetujuan
optimism	trust	0.617	optimisme
planning	trust	0.617	perencanaan
believer	trust	0.617	orang percaya
advice	trust	0.617	nasihat
commend	trust	0.617	memuji
gospel	trust	0.617	Injil
objective	trust	0.617	objektif
rational	trust	0.617	rasional
cherish	trust	0.617	menghargai
constantly	trust	0.617	selalu
haven	trust	0.617	surga
fundamental	trust	0.617	mendasar
bedrock	trust	0.617	batuan dasar
accord	trust	0.617	sesuai
triumphant	trust	0.617	berjaya
surety	trust	0.617	jaminan
testament	trust	0.617	Perjanjian
absolution	trust	0.617	absolusi
truce	trust	0.617	gencatan senjata
reassure	trust	0.617	meyakinkan
appreciation	trust	0.617	apresiasi
qualities	trust	0.617	kualitas
passionate	trust	0.617	penuh semangat
good	trust	0.617	bagus
unimpeachable	trust	0.617	tdk tercela
corroborate	trust	0.617	menguatkan
thoughtful	trust	0.617	penuh pertimbangan
heroine	trust	0.617	pahlawan wanita
teach	trust	0.617	mengajar
god	trust	0.617	Tuhan
attentive	trust	0.617	penuh perhatian
scripture	trust	0.609	kitab suci
civilization	trust	0.609	peradaban
magnificence	trust	0.609	keindahan
recommend	trust	0.609	menyarankan
progression	trust	0.609	kemajuan
steward	trust	0.609	pelayan
purification	trust	0.609	pemurnian
patron	trust	0.609	pelindung
praiseworthy	trust	0.609	terpuji
heal	trust	0.609	sembuh
considerate	trust	0.609	penuh perhatian
blessings	trust	0.609	berkah
mediator	trust	0.609	penengah
babysitter	trust	0.609	pengasuh anak
notary	trust	0.609	notaris
awareness	trust	0.609	kesadaran
vetted	trust	0.609	keyakinan
excel	trust	0.609	unggul
happy	trust	0.609	senang
praise	trust	0.609	memuji
brilliant	trust	0.609	cemerlang
liking	trust	0.609	menyukai
definitive	trust	0.609	definitif
comfort	trust	0.609	kenyamanan
officer	trust	0.609	petugas
peace	trust	0.602	perdamaian
serenity	trust	0.602	ketenangan
unquestionable	trust	0.602	tidak perlu dipertanyakan lagi
embrace	trust	0.602	merangkul
identify	trust	0.602	mengenali
inspired	trust	0.602	terinspirasi
steady	trust	0.602	stabil
nun	trust	0.602	biarawati
guarded	trust	0.602	dijaga
symmetry	trust	0.602	simetri
mainstay	trust	0.602	andalan
fulfill	trust	0.602	memenuhi
humility	trust	0.602	kerendahhatian
helpful	trust	0.602	bermanfaat
transcendence	trust	0.602	transendensi
unconditional	trust	0.602	tak bersyarat
brave	trust	0.602	berani
brighten	trust	0.602	menerangi
experienced	trust	0.602	berpengalaman
enlightenment	trust	0.602	pencerahan
sympathetic	trust	0.602	simpatik
witness	trust	0.602	saksi
vigilant	trust	0.594	waspada
ministry	trust	0.594	kementerian
admiral	trust	0.594	laksamana
vigilance	trust	0.594	kewaspadaan
depend	trust	0.594	bergantung
generosity	trust	0.594	kemurahan hati
befriend	trust	0.594	berteman
complimentary	trust	0.594	gratis
assessment	trust	0.594	penilaian
fairly	trust	0.594	cukup
enlighten	trust	0.594	mencerahkan
strengthen	trust	0.594	memperkuat
nurse	trust	0.594	perawat
endowment	trust	0.594	sumbangan
visionary	trust	0.594	visioner
praised	trust	0.594	dipuji
eminence	trust	0.594	keunggulan
marry	trust	0.594	nikah
generous	trust	0.594	dermawan
gratitude	trust	0.594	rasa syukur
sage	trust	0.594	Sage
tranquility	trust	0.594	ketenangan
openly	trust	0.594	secara terbuka
grant	trust	0.594	menganugerahkan
spouse	trust	0.594	pasangan
philanthropic	trust	0.594	dermawan
regent	trust	0.594	bupati
substantiate	trust	0.594	memperkuat
commendation	trust	0.594	pujian
council	trust	0.594	Dewan
efficient	trust	0.594	efisien
sweetheart	trust	0.589	sayang
bylaw	trust	0.586	anggaran rumah tangga
magnificent	trust	0.586	agung
designation	trust	0.586	penamaan
godly	trust	0.586	saleh
seniority	trust	0.586	senioritas
conservation	trust	0.586	konservasi
educational	trust	0.586	pendidikan
rooted	trust	0.586	berakar
inheritance	trust	0.586	warisan
diplomacy	trust	0.586	diplomasi
mate	trust	0.586	pasangan
convince	trust	0.586	meyakinkan
unfailing	trust	0.586	tak putus-putusnya
share	trust	0.586	Bagikan
monk	trust	0.586	biarawan
constitutional	trust	0.586	konstitusional
lovely	trust	0.586	menyenangkan
compliance	trust	0.586	kepatuhan
attest	trust	0.586	membuktikan
victory	trust	0.586	kemenangan
serene	trust	0.586	tenang
checklist	trust	0.586	daftar periksa
husbandry	trust	0.586	peternakan
enjoying	trust	0.586	menikmati
revere	trust	0.586	memuja
tribe	trust	0.586	suku
meritorious	trust	0.586	bermanfaat
joyful	trust	0.586	gembira
delegate	trust	0.586	melimpahkan
helper	trust	0.586	pembantu
angelic	trust	0.586	seperti malaikat
ambition	trust	0.586	ambisi
father	trust	0.586	ayah
acclaim	trust	0.586	tepuk tangan sorak
testimony	trust	0.586	kesaksian
collectively	trust	0.586	secara kolektif
sobriety	trust	0.586	ketenangan
prestige	trust	0.586	prestise
firmness	trust	0.586	ketegasan
structural	trust	0.578	struktural
impartiality	trust	0.578	ketidakberpihakan
navigator	trust	0.578	navigator
judge	trust	0.578	hakim
shelter	trust	0.578	tempat berlindung
coexisting	trust	0.578	hidup berdampingan
unquestioned	trust	0.578	tidak diragukan lagi
careful	trust	0.578	hati-hati
obey	trust	0.578	mematuhi
professor	trust	0.578	profesor
convinced	trust	0.578	yakin
communion	trust	0.578	komuni
cheerfulness	trust	0.578	kegembiraan
inviting	trust	0.578	mengundang
irrefutable	trust	0.578	tak terbantahkan
commandant	trust	0.578	komandan
smile	trust	0.578	senyum
authoritative	trust	0.578	berwibawa
philanthropist	trust	0.578	dermawan
legalized	trust	0.578	dilegalkan
adore	trust	0.578	cinta
upright	trust	0.578	jujur
revival	trust	0.578	kebangkitan
dutiful	trust	0.578	patuh
watchdog	trust	0.578	penjaga
apostle	trust	0.570	rasul
volunteers	trust	0.570	sukarelawan
immaculate	trust	0.570	sangat rapi
adhering	trust	0.570	mengikuti
unquestionably	trust	0.570	tidak diragukan lagi
advise	trust	0.570	menasihati
punctual	trust	0.570	tepat waktu
consult	trust	0.570	berkonsultasi
ordinance	trust	0.570	peraturan
complement	trust	0.570	melengkapi
modest	trust	0.570	sederhana
everlasting	trust	0.570	kekal
compass	trust	0.570	kompas
heavenly	trust	0.570	surgawi
determinate	trust	0.570	tentu
counsellor	trust	0.570	konselor
abundance	trust	0.570	kelimpahan
guide	trust	0.570	memandu
earned	trust	0.570	diperiksa
pedigree	trust	0.570	silsilah
relative	trust	0.570	relatif
principal	trust	0.570	Kepala Sekolah
plausible	trust	0.570	masuk akal
collaborator	trust	0.570	kolaborator
connective	trust	0.570	penghubung
corroboration	trust	0.570	pembenaran
insure	trust	0.570	memastikan
pilot	trust	0.570	pilot
unequivocal	trust	0.570	tegas
matron	trust	0.570	janda
cuddle	trust	0.570	berpelukan
measured	trust	0.570	diukur
fort	trust	0.562	benteng
treasurer	trust	0.562	bendahara
apostolic	trust	0.562	apostolik
save	trust	0.562	menyimpan
frankness	trust	0.562	keterusterangan
insight	trust	0.562	wawasan
admit	trust	0.562	mengakui
earn	trust	0.562	menghasilkan
remarkable	trust	0.562	luar biasa
strong	trust	0.562	kuat
content	trust	0.562	isi
vitality	trust	0.562	daya hidup
prize	trust	0.562	hadiah
vigorous	trust	0.562	kuat
congregation	trust	0.562	kongregasi
uplift	trust	0.562	mengangkat
spotless	trust	0.562	bersih
devout	trust	0.562	taat
soothing	trust	0.562	menenangkan
miracle	trust	0.562	keajaiban
cohesion	trust	0.562	kohesi
lovemaking	trust	0.562	bercinta
curable	trust	0.562	dapat disembuhkan
pleasant	trust	0.562	menyenangkan
jury	trust	0.562	juri
pertinent	trust	0.562	bersangkutan
succeeding	trust	0.562	berhasil
concordance	trust	0.562	konkordansi
jurist	trust	0.562	ahli hukum
applaud	trust	0.562	tepuk tangan
ordination	trust	0.562	pentahbisan
compensate	trust	0.562	mengimbangi
patience	trust	0.555	kesabaran
mediate	trust	0.555	menengahi
coach	trust	0.555	pelatih
illumination	trust	0.555	penerangan
cultivate	trust	0.555	mengolah
providing	trust	0.555	menyediakan
precedence	trust	0.555	hak lebih tinggi
exalt	trust	0.555	mengagungkan
succeed	trust	0.555	berhasil
inclusion	trust	0.555	penyertaan
meditate	trust	0.555	merenungkan
coalesce	trust	0.555	bersatu
betrothed	trust	0.555	bertunangan
midwife	trust	0.555	bidan
veteran	trust	0.555	veteran
destined	trust	0.555	ditakdirkan
auditor	trust	0.555	auditor
privacy	trust	0.555	pribadi
restorative	trust	0.555	restoratif
influential	trust	0.555	berpengaruh
impartial	trust	0.555	tidak memihak
discretion	trust	0.555	kebijaksanaan
foresight	trust	0.555	tinjauan ke masa depan
congruence	trust	0.555	kesesuaian
worship	trust	0.555	memuja
constant	trust	0.555	konstan
reunion	trust	0.555	reuni
intuition	trust	0.555	intuisi
reconciliation	trust	0.555	rekonsiliasi
ambulance	trust	0.555	ambulans
defender	trust	0.555	pembela
greatness	trust	0.555	kebesaran
buddy	trust	0.555	sobat
vote	trust	0.555	Pilih
physicist	trust	0.555	fisikawan
prophet	trust	0.555	nabi
prevalent	trust	0.547	lazim
eyewitness	trust	0.547	saksi mata
durable	trust	0.547	tahan lama
prudent	trust	0.547	bijaksana
securities	trust	0.547	surat berharga
salvation	trust	0.547	penyelamatan
govern	trust	0.547	memerintah
law	trust	0.547	hukum
proud	trust	0.547	bangga
cheer	trust	0.547	bersorak
reinforcement	trust	0.547	bala bantuan
promises	trust	0.547	diperoleh
invocation	trust	0.547	doa
provide	trust	0.547	menyediakan
friendly	trust	0.547	ramah
commanding	trust	0.547	berwibawa
temperate	trust	0.547	sedang
conciliation	trust	0.547	perdamaian
convent	trust	0.547	biara
heritage	trust	0.547	warisan
independence	trust	0.547	kemerdekaan
rejoice	trust	0.547	bersuka cita
engaging	trust	0.547	menarik
readiness	trust	0.547	kesiapan
registry	trust	0.547	pendaftaran
statement	trust	0.547	penyataan
liberty	trust	0.547	kebebasan
forgive	trust	0.547	memaafkan
ancestral	trust	0.547	leluhur
impenetrable	trust	0.547	tidak bisa ditembus
choices	trust	0.539	janji
psalms	trust	0.539	mazmur
