English Word	Emotion	Emotion-Intensity-Score	Ukrainian Word
stillness	sadness	0.125	нерухомість
sisterhood	sadness	0.125	сестринство
terrific	sadness	0.125	приголомшливо
commemorate	sadness	0.125	вшанувати пам'ять
late	sadness	0.125	пізно
default	sadness	0.121	за замовчуванням
lace	sadness	0.118	мереживо
unpublished	sadness	0.116	неопублікований
interested	sadness	0.114	зацікавлений
fortress	sadness	0.110	фортеця
lush	sadness	0.109	пишний
harry	sadness	0.109	гаррі
ultimate	sadness	0.109	остаточний
priesthood	sadness	0.109	священство
orchestra	sadness	0.109	оркестр
rating	sadness	0.109	рейтинг
fleece	sadness	0.109	фліс
sanctify	sadness	0.108	освячувати
income	sadness	0.100	дохід
winning	sadness	0.094	перемога
boo	sadness	0.094	бу
quiet	sadness	0.094	тихо
sonnet	sadness	0.094	сонет
vainly	sadness	0.091	даремно
hug	sadness	0.078	обійми
opera	sadness	0.078	опера
humble	sadness	0.078	скромний
hut	sadness	0.078	хатинка
ovation	sadness	0.078	овації
wet	sadness	0.078	мокрий
motivating	sadness	0.078	мотивуючий
treat	sadness	0.076	лікувати
hymn	sadness	0.064	гімн
honest	sadness	0.062	чесний
relics	sadness	0.061	реліквії
couch	sadness	0.060	диван
waffle	sadness	0.047	вафельний
shell	sadness	0.045	оболонка
musical	sadness	0.045	музичний
savor	sadness	0.034	смакувати
napkin	sadness	0.031	серветка
vote	sadness	0.031	голосувати
sing	sadness	0.017	співати
mother	sadness	0.016	мати
music	sadness	0.016	музика
nutritious	sadness	0.015	поживний
lovely	sadness	0.009	мило
sweetheart	sadness	0.000	кохана
romance	sadness	0.000	романтика
liquor	sadness	0.000	лікер
art	sadness	0.000	ст
surprise	surprise	0.930	сюрприз
explode	surprise	0.906	вибухнути
flabbergast	surprise	0.906	ошелешений
explosion	surprise	0.898	вибух
ambush	surprise	0.883	засідка
explosive	surprise	0.883	вибуховий
eruption	surprise	0.883	виверження
surprisingly	surprise	0.875	на диво
startle	surprise	0.875	здригатися
shockingly	surprise	0.875	шокуюче
frighten	surprise	0.875	налякати
surprised	surprise	0.867	здивований
frightened	surprise	0.867	наляканий
surprising	surprise	0.867	дивно
outburst	surprise	0.859	спалах
thrilling	surprise	0.859	захоплюючий
miracle	surprise	0.859	чудо
blast	surprise	0.852	вибух
astonishingly	surprise	0.852	вражаюче
alarm	surprise	0.852	тривога
shock	surprise	0.844	шок
thunderstruck	surprise	0.844	громом
jolt	surprise	0.844	поштовх
dazzle	surprise	0.836	засліплювати
bang	surprise	0.836	чубчик
catastrophe	surprise	0.836	катастрофа
fright	surprise	0.836	переляк
unexpectedly	surprise	0.836	несподівано
startling	surprise	0.828	разючий
suddenly	surprise	0.828	раптово
emergency	surprise	0.828	надзвичайна ситуація
bewilderment	surprise	0.828	здивування
stunned	surprise	0.820	приголомшений
astound	surprise	0.820	вразити
jackpot	surprise	0.812	джекпот
earthquake	surprise	0.812	землетрус
disaster	surprise	0.812	катастрофа
astonishment	surprise	0.805	здивування
climax	surprise	0.805	клімакс
aghast	surprise	0.805	приголомшений
astonish	surprise	0.805	дивувати
scare	surprise	0.797	налякати
awestruck	surprise	0.797	вражений
erupt	surprise	0.789	вивергатися
bomb	surprise	0.789	бомба
exclaim	surprise	0.789	вигукнути
amazement	surprise	0.781	здивування
abduction	surprise	0.773	викрадення
alarming	surprise	0.773	тривожний
detonate	surprise	0.773	детонувати
raid	surprise	0.773	рейд
miraculous	surprise	0.773	чудесний
invade	surprise	0.773	вторгнутися
kidnap	surprise	0.766	викрасти
unpredictable	surprise	0.758	непередбачуваний
stupefy	surprise	0.758	одурманити
dumfound	surprise	0.758	ошелешений
overwhelming	surprise	0.758	переважна
erratic	surprise	0.750	непостійний
unimaginable	surprise	0.750	неймовірний
accident	surprise	0.750	нещасний випадок
outrageous	surprise	0.750	обурливо
horror	surprise	0.742	жах
amaze	surprise	0.742	вражати
blitz	surprise	0.742	бліц
bewilder	surprise	0.742	збентежений
flinch	surprise	0.742	здригатися
petrify	surprise	0.742	кам'яніти
wreck	surprise	0.742	крах
slaughter	surprise	0.742	забій
frenetic	surprise	0.734	шалений
crash	surprise	0.734	аварія
frantic	surprise	0.734	шалений
stupefaction	surprise	0.734	приголомшення
excitement	surprise	0.734	хвилювання
riotous	surprise	0.727	буйний
outcry	surprise	0.727	обурення
vanished	surprise	0.727	зникла
moonstruck	surprise	0.727	вражений місяцем
sudden	surprise	0.727	раптовий
awe	surprise	0.719	трепет
scream	surprise	0.719	кричати
breathless	surprise	0.719	задиханий
sabotage	surprise	0.719	саботаж
shriek	surprise	0.719	вереск
unanticipated	surprise	0.719	непередбачуваний
bewildered	surprise	0.719	збентежений
manslaughter	surprise	0.719	ненавмисне вбивство
amazedness	surprise	0.719	здивування
rupture	surprise	0.719	розрив
unexpected	surprise	0.711	несподіваний
electrify	surprise	0.711	електризувати
uncontrollable	surprise	0.711	неконтрольований
shot	surprise	0.711	постріл
avalanche	surprise	0.711	лавина
gasp	surprise	0.711	задихатися
stun	surprise	0.711	оглушити
slam	surprise	0.703	грюкнути
abrupt	surprise	0.703	різкий
intruder	surprise	0.703	порушник
unforeseen	surprise	0.703	непередбачений
suspense	surprise	0.703	невідомість
devastation	surprise	0.703	спустошення
surge	surprise	0.703	сплеск
excite	surprise	0.695	збуджувати
dumfounder	surprise	0.695	дамфаундер
yell	surprise	0.695	кричати
unprecedented	surprise	0.695	безпрецедентний
strike	surprise	0.695	страйк
volatility	surprise	0.695	волатильність
urgent	surprise	0.695	терміновий
stab	surprise	0.695	колоти
disturbance	surprise	0.688	порушення
carnage	surprise	0.688	різанина
incredible	surprise	0.688	неймовірно
spectacular	surprise	0.688	видовищний
thrill	surprise	0.680	трепет
recklessness	surprise	0.680	безрозсудність
clamor	surprise	0.680	шум
monstrous	surprise	0.680	жахливий
slap	surprise	0.680	ляпас
inexplicable	surprise	0.672	незрозумілий
terrorist	surprise	0.672	терорист
exciting	surprise	0.672	захоплюючий
accidental	surprise	0.672	випадковий
accidentally	surprise	0.672	випадково
striking	surprise	0.672	разючий
captivate	surprise	0.672	захоплювати
exhilaration	surprise	0.672	збудження
topple	surprise	0.664	перекинути
dire	surprise	0.664	страшний
revolution	surprise	0.664	революція
volcano	surprise	0.664	вулкан
freakish	surprise	0.664	химерний
revolt	surprise	0.656	повстання
bloodshed	surprise	0.656	кровопролиття
sneak	surprise	0.656	підкрастися
unspeakable	surprise	0.656	невимовний
incendiary	surprise	0.656	запальний
epidemic	surprise	0.648	епідемія
violent	surprise	0.648	жорстокий
disruption	surprise	0.648	зрив
amazingly	surprise	0.648	дивно
mutiny	surprise	0.648	заколот
spellbound	surprise	0.648	зачарований
cyclone	surprise	0.648	циклон
unsuspecting	surprise	0.648	нічого не підозрюючи
attacking	surprise	0.648	атакуючий
unintended	surprise	0.648	ненавмисне
shout	surprise	0.641	кричати
indescribable	surprise	0.641	неможливо описати
tumult	surprise	0.641	метушня
improvisation	surprise	0.641	імпровізація
wildfire	surprise	0.641	лісова пожежа
excitation	surprise	0.641	збудження
screech	surprise	0.641	вереск
enthusiasm	surprise	0.641	ентузіазм
uncertain	surprise	0.633	невизначений
plunder	surprise	0.633	грабувати
gape	surprise	0.633	роззява
treachery	surprise	0.633	зрада
agape	surprise	0.633	агапе
anomaly	surprise	0.633	аномалія
presto	surprise	0.633	заздалегідь
apparition	surprise	0.633	привид
wonderment	surprise	0.625	подив
slaughtering	surprise	0.625	забій
trick	surprise	0.625	трюк
mystery	surprise	0.625	таємниця
murderous	surprise	0.625	вбивчий
distress	surprise	0.625	лихо
sorcery	surprise	0.625	чаклунство
excited	surprise	0.625	схвильований
tempest	surprise	0.625	буря
urgency	surprise	0.625	терміновість
inimaginable	surprise	0.617	неймовірний
intrusive	surprise	0.617	настирливий
quickness	surprise	0.617	швидкість
intense	surprise	0.617	інтенсивний
trickery	surprise	0.617	обман
vanish	surprise	0.617	зникати
prank	surprise	0.617	витівка
murder	surprise	0.617	вбивство
thief	surprise	0.609	злодій
blindfold	surprise	0.609	зав'язати очі
unstable	surprise	0.609	нестабільний
strangle	surprise	0.609	душити
coup	surprise	0.609	переворот
magical	surprise	0.609	магічний
shatter	surprise	0.609	розбити
splash	surprise	0.609	сплеск
stupor	surprise	0.602	ступор
inconceivable	surprise	0.602	немислимий
betray	surprise	0.602	зрадити
defy	surprise	0.602	кинути виклик
jubilee	surprise	0.602	ювілейний
assail	surprise	0.602	нападати
deluge	surprise	0.602	потоп
tackle	surprise	0.602	снасті
monstrosity	surprise	0.594	потворність
lightning	surprise	0.594	блискавка
stupendous	surprise	0.594	приголомшливий
shrill	surprise	0.594	пронизливий
mishap	surprise	0.594	нещасний випадок
alerts	surprise	0.594	оповіщення
mysterious	surprise	0.586	таємничий
randomly	surprise	0.586	випадковим чином
wild	surprise	0.586	дикий
deceit	surprise	0.586	обман
bonus	surprise	0.586	бонус
pitfall	surprise	0.586	підводний камінь
uncanny	surprise	0.586	страшний
wondrous	surprise	0.586	дивовижний
premature	surprise	0.578	передчасний
stagger	surprise	0.578	хитатися
rejoicing	surprise	0.578	радіючи
godsend	surprise	0.578	знахідка
jubilant	surprise	0.578	радісна
electric	surprise	0.578	електричний
raving	surprise	0.578	марення
bizarre	surprise	0.578	химерний
death	surprise	0.578	смерть
fluke	surprise	0.578	випадкова випадковість
oddity	surprise	0.578	дивацтво
dynamic	surprise	0.570	динамічний
dismay	surprise	0.570	розчарування
revenge	surprise	0.570	помста
nefarious	surprise	0.562	мерзенний
fascinate	surprise	0.562	захоплювати
jerk	surprise	0.562	ривок
ecstatic	surprise	0.562	екстатичний
reward	surprise	0.562	нагорода
uncover	surprise	0.562	розкрити
reappear	surprise	0.562	з'являтися знову
zany	surprise	0.555	дивний
whim	surprise	0.555	примха
thaumaturgy	surprise	0.555	тавматургія
conjure	surprise	0.555	чаклувати
crescendo	surprise	0.555	крещендо
rescue	surprise	0.547	порятунок
daze	surprise	0.547	приголомшити
heroism	surprise	0.547	героїзм
illuminate	surprise	0.547	висвітлювати
winner	surprise	0.547	переможець
ejaculation	surprise	0.547	еякуляція
thwart	surprise	0.547	зірвати
rarity	surprise	0.547	рідкість
unbridled	surprise	0.547	неприборканий
tantalizing	surprise	0.547	дражливий
punch	surprise	0.539	удар
cheer	surprise	0.539	підбадьорювати
treason	surprise	0.539	державна зрада
violation	surprise	0.539	порушення
celebration	surprise	0.539	святкування
illusion	surprise	0.539	ілюзія
marvel	surprise	0.539	дивуватися
lucky	surprise	0.539	пощастило
lunge	surprise	0.539	випад
interrupt	surprise	0.539	переривати
insult	surprise	0.539	образа
concealed	surprise	0.531	прихований
snag	surprise	0.531	загвоздка
sensation	surprise	0.531	відчуття
banger	surprise	0.531	стукач
fearfully	surprise	0.531	боязко
affront	surprise	0.531	образа
jest	surprise	0.531	жартувати
undiscovered	surprise	0.523	нерозкритий
liberate	surprise	0.523	звільняти
veer	surprise	0.523	поворот
abandonment	surprise	0.523	занедбаність
immediacy	surprise	0.523	безпосередність
improvise	surprise	0.523	імпровізувати
victimized	surprise	0.523	жертвами
scorpion	surprise	0.523	скорпіон
majestic	surprise	0.523	величний
wonder	surprise	0.523	дивуватися
rejoice	surprise	0.523	радіти
tickle	surprise	0.516	лоскотати
chance	surprise	0.516	шанс
yelp	surprise	0.516	крикнути
howl	surprise	0.516	виття
stealthily	surprise	0.516	крадькома
unintentionally	surprise	0.508	ненавмисно
magnificent	surprise	0.508	чудовий
reflex	surprise	0.508	рефлекс
garish	surprise	0.508	кричущий
transcendence	surprise	0.508	трансцендентність
rave	surprise	0.508	марити
luck	surprise	0.508	удача
swerve	surprise	0.508	відхилятися
pop	surprise	0.508	поп
enliven	surprise	0.500	оживити
slayer	surprise	0.500	вбивця
remarkable	surprise	0.500	чудовий
infrequent	surprise	0.500	нечасті
pang	surprise	0.500	панг
erotic	surprise	0.500	еротичний
misbehavior	surprise	0.500	погана поведінка
diversion	surprise	0.500	диверсія
heroic	surprise	0.500	героїчний
alertness	surprise	0.500	пильність
marvelous	surprise	0.500	чудовий
fainting	surprise	0.500	непритомність
embarrassment	surprise	0.500	збентеження
nab	surprise	0.492	наб
birthday	surprise	0.492	день народження
camouflage	surprise	0.492	камуфляж
unutterable	surprise	0.492	невимовний
chimera	surprise	0.492	химера
trump	surprise	0.492	козир
decoy	surprise	0.492	приманка
infarct	surprise	0.492	інфаркт
greatness	surprise	0.492	велич
exigent	surprise	0.492	вимогливий
prick	surprise	0.484	укол
variable	surprise	0.484	змінна
curiosity	surprise	0.484	допитливість
daemon	surprise	0.484	демон
inexpressible	surprise	0.484	невиразний
magician	surprise	0.484	чарівник
underestimate	surprise	0.484	недооцінювати
fanfare	surprise	0.484	фанфари
horde	surprise	0.484	орда
zeal	surprise	0.484	завзяття
incident	surprise	0.477	інцидент
illumination	surprise	0.477	освітлення
chicane	surprise	0.477	шикана
sneeze	surprise	0.477	чхати
subversive	surprise	0.477	підривний
gawk	surprise	0.477	дивитися
fortune	surprise	0.477	доля
strange	surprise	0.477	дивно
dreadfully	surprise	0.477	жахливо
unguarded	surprise	0.477	без охорони
prowl	surprise	0.469	нишпорити
reversal	surprise	0.469	розворот
wizard	surprise	0.469	майстер
rapid	surprise	0.469	швидкий
leery	surprise	0.469	підступний
break	surprise	0.461	перерву
slip	surprise	0.461	ковзати
divergent	surprise	0.461	розбіжний
hilarious	surprise	0.461	веселий
coincidence	surprise	0.461	збіг обставин
subito	surprise	0.461	subito
overestimate	surprise	0.453	переоцінити
ordeal	surprise	0.453	випробування
evanescence	surprise	0.453	швидкоплинність
merriment	surprise	0.453	веселість
raffle	surprise	0.453	розіграш
winning	surprise	0.453	перемога
wonderful	surprise	0.453	чудовий
hoax	surprise	0.453	містифікація
confession	surprise	0.453	сповідь
splendid	surprise	0.445	чудовий
stound	surprise	0.445	стійкий
perchance	surprise	0.445	напевно
excel	surprise	0.445	Excel
enthusiast	surprise	0.445	ентузіаст
gambling	surprise	0.445	азартні ігри
feat	surprise	0.445	feat
laughter	surprise	0.445	сміх
brighten	surprise	0.438	освітлювати
unique	surprise	0.438	унікальний
senseless	surprise	0.438	безглуздий
changeable	surprise	0.438	мінливий
splendor	surprise	0.438	пишність
rapt	surprise	0.438	захоплений
unintentional	surprise	0.438	ненавмисне
fascination	surprise	0.430	захоплення
trepidation	surprise	0.430	трепет
lawsuit	surprise	0.430	позов
gift	surprise	0.430	подарунок
stealthy	surprise	0.430	непомітний
fiesta	surprise	0.430	фієста
intrigue	surprise	0.430	інтрига
delighted	surprise	0.430	в захваті
judgment	surprise	0.422	судження
stealth	surprise	0.422	скритність
enchant	surprise	0.422	зачарувати
originality	surprise	0.422	оригінальність
riddle	surprise	0.422	загадка
quicksilver	surprise	0.422	ртуть
illegitimate	surprise	0.414	нелегітимний
experiment	surprise	0.414	експеримент
elusive	surprise	0.414	невловимий
syncope	surprise	0.414	синкопе
liberation	surprise	0.414	звільнення
spirits	surprise	0.414	духів
perjury	surprise	0.414	лжесвідчення
veracity	surprise	0.414	правдивість
parade	surprise	0.406	парад
applause	surprise	0.406	оплески
inspired	surprise	0.406	натхненний
allure	surprise	0.406	привабливість
eager	surprise	0.406	нетерплячий
gambler	surprise	0.406	азартний гравець
fete	surprise	0.406	свято
divorce	surprise	0.398	розлучення
guess	surprise	0.398	вгадати
princely	surprise	0.398	княжий
burlesque	surprise	0.398	бурлеск
secrecy	surprise	0.398	секретність
incontinence	surprise	0.391	нетримання сечі
peri	surprise	0.391	пери
cheerful	surprise	0.391	веселий
hermaphrodite	surprise	0.391	гермафродит
supremacy	surprise	0.391	зверхність
aspiration	surprise	0.391	прагнення
buck	surprise	0.383	бакс
lose	surprise	0.383	втрачати
cadaver	surprise	0.383	труп
crowning	surprise	0.383	вінчання
praiseworthy	surprise	0.383	гідний похвали
inheritance	surprise	0.383	успадкування
score	surprise	0.383	рахунок
gulp	surprise	0.375	ковток
camouflaged	surprise	0.375	закамуфльований
advance	surprise	0.375	заздалегідь
succeed	surprise	0.375	процвітати
frisky	surprise	0.375	жвавий
mystic	surprise	0.375	містика
compliment	surprise	0.375	комплімент
hope	surprise	0.367	надія
joker	surprise	0.367	жартівник
sparkle	surprise	0.367	блиск
excavation	surprise	0.367	розкопки
sensual	surprise	0.367	чуттєвий
entertainment	surprise	0.359	розваги
feeling	surprise	0.359	почуття
modify	surprise	0.352	змінювати
blessings	surprise	0.352	благословення
newcomer	surprise	0.352	новачок
obit	surprise	0.352	обіт
postponement	surprise	0.352	відстрочка
award	surprise	0.352	премія
clown	surprise	0.352	клоун
highest	surprise	0.344	найвищий
hero	surprise	0.344	герой
glorify	surprise	0.344	прославляти
proficiency	surprise	0.344	майстерність
start	surprise	0.344	початок
wonderfully	surprise	0.344	чудово
celebrity	surprise	0.344	знаменитість
rekindle	surprise	0.336	запалити знову
optimism	surprise	0.336	оптимізм
sanctify	surprise	0.336	освячувати
unbeaten	surprise	0.336	небитий
prodigious	surprise	0.336	неймовірний
grin	surprise	0.336	усмішка
memorable	surprise	0.336	пам'ятний
warned	surprise	0.336	попереджений
dissolution	surprise	0.336	розчинення
hypertrophy	surprise	0.328	гіпертрофія
admiration	surprise	0.328	захоплення
examination	surprise	0.320	обстеження
angel	surprise	0.320	ангел
present	surprise	0.320	присутній
catch	surprise	0.320	виловити
hap	surprise	0.320	випадково
saint	surprise	0.312	святий
embrace	surprise	0.312	обійняти
flirt	surprise	0.312	фліртувати
puma	surprise	0.312	пума
kiss	surprise	0.312	поцілунок
liberty	surprise	0.312	свобода
scrimmage	surprise	0.312	сутичка
treat	surprise	0.312	лікувати
inaffable	surprise	0.312	невимовний
occasional	surprise	0.312	випадковий
dismissal	surprise	0.312	звільнення
perfection	surprise	0.305	досконалість
saintly	surprise	0.305	святий
gratify	surprise	0.305	задовольняти
generosity	surprise	0.305	щедрість
sally	surprise	0.305	Саллі
palpable	surprise	0.297	відчутний
finally	surprise	0.297	нарешті
differently	surprise	0.297	інакше
polarity	surprise	0.297	полярність
ceremony	surprise	0.297	церемонія
favorable	surprise	0.297	сприятливий
larger	surprise	0.297	більший
warn	surprise	0.297	попередити
medal	surprise	0.289	медаль
romance	surprise	0.289	романтика
inviting	surprise	0.289	запрошуючи
greeting	surprise	0.289	привітання
resignation	surprise	0.281	відставка
accolade	surprise	0.281	нагорода
labor	surprise	0.281	праці
candid	surprise	0.281	відвертий
trip	surprise	0.281	поїздка
stare	surprise	0.273	дивитися
admire	surprise	0.266	захоплюватися
glimmer	surprise	0.266	мерехтіння
playful	surprise	0.266	грайливий
somatic	surprise	0.266	соматичний
festival	surprise	0.266	фестиваль
mimicry	surprise	0.266	міміка
insolvency	surprise	0.266	неплатоспроможність
immerse	surprise	0.266	занурити
invite	surprise	0.266	запросити
compensate	surprise	0.266	компенсувати
receiving	surprise	0.258	отримання
complement	surprise	0.258	доповнюють
chuckle	surprise	0.258	сміятися
laugh	surprise	0.258	сміятися
hypothesis	surprise	0.258	гіпотеза
honeymoon	surprise	0.250	медовий місяць
opera	surprise	0.242	опера
pleasant	surprise	0.242	приємний
marry	surprise	0.242	одружуватися
independence	surprise	0.242	незалежність
chant	surprise	0.234	співати
holiness	surprise	0.234	святість
assessment	surprise	0.234	оцінка
rhythmical	surprise	0.234	ритмічний
hopeful	surprise	0.234	обнадійливий
leave	surprise	0.234	залишати
trophy	surprise	0.234	трофей
deal	surprise	0.227	справа
procession	surprise	0.227	процесія
placard	surprise	0.227	плакат
shopping	surprise	0.219	покупки
musical	surprise	0.219	музичний
cherish	surprise	0.219	плекати
good	surprise	0.219	добре
dawn	surprise	0.211	світанок
simplify	surprise	0.211	спрощувати
shell	surprise	0.211	оболонка
morals	surprise	0.203	мораль
money	surprise	0.203	гроші
nullify	surprise	0.203	звести нанівець
purity	surprise	0.203	чистота
sweet	surprise	0.203	солодкий
synchronize	surprise	0.195	синхронізувати
precious	surprise	0.195	дорогоцінний
humanitarian	surprise	0.195	гуманітарний
preservative	surprise	0.195	консервант
unfulfilled	surprise	0.195	невиконаний
obliging	surprise	0.188	зобов'язує
singularly	surprise	0.188	одинично
graduation	surprise	0.180	градація
foresee	surprise	0.180	передбачити
pray	surprise	0.180	молитися
lovely	surprise	0.180	мило
thirst	surprise	0.172	спрага
mouth	surprise	0.172	рот
youth	surprise	0.172	молодість
sun	surprise	0.172	сонце
art	surprise	0.172	ст
goodness	surprise	0.164	доброта
latent	surprise	0.156	латентний
visor	surprise	0.156	козирок
overdue	surprise	0.156	прострочений
practiced	surprise	0.156	практикували
loyal	surprise	0.148	лояльний
expect	surprise	0.148	очікувати
wireless	surprise	0.148	бездротовий
destination	surprise	0.148	призначення
infant	surprise	0.141	немовля
cream	surprise	0.141	крем
slush	surprise	0.141	сльота
quote	surprise	0.141	цитата
playground	surprise	0.133	дитячий майданчик
vote	surprise	0.125	голосувати
teach	surprise	0.125	навчати
organization	surprise	0.125	організації
dolphin	surprise	0.117	дельфін
weight	surprise	0.117	вага
smile	surprise	0.117	усмішка
sisterhood	surprise	0.109	сестринство
cable	surprise	0.109	кабель
sunny	surprise	0.102	сонячно
steady	surprise	0.094	стійкий
peaceful	surprise	0.086	мирний
spa	surprise	0.086	спа
leisure	surprise	0.086	дозвілля
picnic	surprise	0.078	пікнік
tree	surprise	0.078	дерево
worm	surprise	0.055	хробак
truthfulness	trust	0.906	правдивість
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	надійний
honor	trust	0.844	честь
honesty	trust	0.844	чесність
honest	trust	0.844	чесний
truth	trust	0.844	правда
truthful	trust	0.836	правдивий
trusting	trust	0.836	довірливий
brotherhood	trust	0.820	братство
entrust	trust	0.812	доручати
committed	trust	0.805	скоєний
loyalty	trust	0.805	лояльність
integrity	trust	0.805	цілісність
honorable	trust	0.805	почесний
trust	trust	0.805	довіра
credibility	trust	0.805	надійність
faithful	trust	0.797	вірний
sincere	trust	0.797	щирий
partnership	trust	0.789	партнерство
responsible	trust	0.789	відповідальний
true	trust	0.789	правда
wisdom	trust	0.789	мудрість
verification	trust	0.781	перевірка
cooperative	trust	0.781	кооператив
vow	trust	0.781	обітниця
oath	trust	0.781	присяга
respectable	trust	0.773	респектабельний
sisterhood	trust	0.773	сестринство
hero	trust	0.773	герой
credible	trust	0.773	достовірний
promise	trust	0.773	обіцянка
verified	trust	0.773	перевірено
qualified	trust	0.766	кваліфікований
authentication	trust	0.766	аутентифікація
respected	trust	0.766	шанований
compassion	trust	0.759	співчуття
approval	trust	0.758	затвердження
moral	trust	0.758	моральний
reliability	trust	0.758	надійність
trusts	trust	0.758	довіряють
safekeeping	trust	0.758	відповідальне зберігання
reputable	trust	0.758	авторитетний
love	trust	0.758	любов
friend	trust	0.750	друг
stable	trust	0.750	стабільний
authentic	trust	0.750	автентичний
competence	trust	0.750	компетентність
safeguard	trust	0.750	захист
companion	trust	0.750	компаньйон
advised	trust	0.750	радив
respect	trust	0.750	повага
loyal	trust	0.750	лояльний
genuine	trust	0.750	справжній
friendships	trust	0.750	трасти
ally	trust	0.750	союзник
proven	trust	0.742	доведено
freedom	trust	0.742	свобода
respects	trust	0.742	поважає
accepting	trust	0.742	дружба
faith	trust	0.742	віра
wholesome	trust	0.742	корисний
heartfelt	trust	0.734	сердечний
unification	trust	0.734	об'єднання
confirmation	trust	0.734	підтвердження
protecting	trust	0.734	захищаючи
reassurance	trust	0.734	заспокоєння
trustee	trust	0.734	довірена особа
supporter	trust	0.734	прихильник
respectful	trust	0.734	поважний
admirable	trust	0.734	гідний захоплення
fact	trust	0.727	факт
friendship	trust	0.727	дружба
partners	trust	0.727	приймаючи
confidentially	trust	0.727	конфіденційно
confident	trust	0.727	впевнений
equality	trust	0.727	рівність
alliance	trust	0.727	альянс
credential	trust	0.727	облікові дані
believing	trust	0.727	вірячи
excellence	trust	0.727	досконалість
agreement	trust	0.727	Угода
closeness	trust	0.719	близькість
authenticate	trust	0.719	автентифікувати
virtuous	trust	0.719	доброчесний
intelligence	trust	0.719	інтелект
kindred	trust	0.719	спорідненість
virtue	trust	0.719	чеснота
honored	trust	0.719	шанований
justice	trust	0.711	справедливість
charitable	trust	0.711	благодійний
determination	trust	0.711	рішучість
creditable	trust	0.711	похвальний
consistency	trust	0.711	послідовність
allegiance	trust	0.711	вірність
cooperation	trust	0.711	співробітництво
guarantee	trust	0.711	гарантія
dedication	trust	0.711	відданість
straightforward	trust	0.711	прямолінійний
cooperating	trust	0.711	співпрацюючи
reliable	trust	0.703	надійний
nurture	trust	0.703	виховувати
mother	trust	0.703	мати
fulfilled	trust	0.703	виконано
admiration	trust	0.703	захоплення
mentor	trust	0.703	наставник
guardianship	trust	0.703	опіка
assurance	trust	0.703	запевнення
morality	trust	0.703	мораль
motherhood	trust	0.703	материнство
innocent	trust	0.703	невинний
reverence	trust	0.703	благоговіння
sanctuary	trust	0.703	святилище
friendliness	trust	0.703	дружелюбність
prepared	trust	0.703	підготовлений
admire	trust	0.703	захоплюватися
protected	trust	0.703	захищений
proof	trust	0.703	доказ
bodyguard	trust	0.695	охоронець
skillful	trust	0.695	вправний
marriage	trust	0.695	одруження
allied	trust	0.695	союзні
morals	trust	0.695	мораль
humanitarian	trust	0.695	гуманітарний
pact	trust	0.695	пакт
courage	trust	0.695	мужність
accountable	trust	0.695	підзвітний
agreeable	trust	0.695	приємний
united	trust	0.695	об'єднані
indestructible	trust	0.695	непорушний
approving	trust	0.695	схвалюючи
guardian	trust	0.695	опікун
compassionate	trust	0.695	жалісливий
scientist	trust	0.695	науковець
certified	trust	0.695	сертифікований
pledge	trust	0.688	застава
adviser	trust	0.688	радник
authenticity	trust	0.688	автентичність
understanding	trust	0.688	розуміння
secure	trust	0.688	безпечний
guidance	trust	0.688	керівництво
monogamy	trust	0.688	моногамія
valor	trust	0.688	доблесть
solidity	trust	0.688	солідність
perfection	trust	0.688	досконалість
believed	trust	0.688	вірили
humanity	trust	0.688	людство
justifiable	trust	0.688	виправданий
competent	trust	0.688	компетентний
esteem	trust	0.688	повага
protector	trust	0.680	захисник
inspire	trust	0.680	надихати
hope	trust	0.680	надія
strongest	trust	0.680	партнери
expertise	trust	0.680	експертиза
humble	trust	0.680	скромний
indivisible	trust	0.680	неподільний
official	trust	0.680	офіційний
affirm	trust	0.680	стверджувати
familiarity	trust	0.680	знайомство
confirmed	trust	0.680	підтверджено
diligence	trust	0.680	старанність
grandfather	trust	0.680	дідусь
advocacy	trust	0.680	адвокація
goodness	trust	0.680	доброта
commendable	trust	0.680	похвально
acceptance	trust	0.680	прийняття
diplomatic	trust	0.680	дипломатичний
leader	trust	0.680	керівник
confide	trust	0.680	довіряти
agreeing	trust	0.680	погоджуючись
approve	trust	0.680	затвердити
professional	trust	0.680	професійний
elders	trust	0.680	старости
confidential	trust	0.680	конфіденційно
faultless	trust	0.672	бездоганний
believes	trust	0.672	прийнято
sanctify	trust	0.672	освячувати
intelligent	trust	0.672	розумний
safe	trust	0.672	сейф
accepted	trust	0.672	найсильніший
dignity	trust	0.672	гідність
unwavering	trust	0.672	непохитний
encyclopedia	trust	0.672	енциклопедія
mastery	trust	0.672	майстерність
cohesive	trust	0.672	згуртований
harmoniously	trust	0.672	гармонійно
benevolence	trust	0.672	доброзичливість
healing	trust	0.672	загоєння
accredited	trust	0.672	акредитований
covenant	trust	0.672	заповіт
accountability	trust	0.664	звітність
team	trust	0.664	команда
authority	trust	0.664	авторитет
heroic	trust	0.664	героїчний
reliance	trust	0.664	опора
expert	trust	0.664	експерт
communicate	trust	0.664	спілкуватися
spiritual	trust	0.664	духовний
impeccable	trust	0.664	бездоганний
specialist	trust	0.664	фахівець
affirmatively	trust	0.664	ствердно
proficient	trust	0.664	досвідчений
fulfillment	trust	0.664	виконання
advocate	trust	0.664	адвокат
