English Word	Emotion	Emotion-Intensity-Score	Khmer Word
punch	surprise	0.539	កណ្តាប់ដៃ
cheer	surprise	0.539	រីករាយ
treason	surprise	0.539	ការក្បត់ជាតិ
violation	surprise	0.539	ការបំពាន
celebration	surprise	0.539	ការប្រារព្ធពិធី
illusion	surprise	0.539	ការបំភាន់
marvel	surprise	0.539	អស្ចារ្យ
lucky	surprise	0.539	សំណាង
lunge	surprise	0.539	សួត
interrupt	surprise	0.539	រំខាន
insult	surprise	0.539	ការប្រមាថ
concealed	surprise	0.531	លាក់
snag	surprise	0.531	អន្ទាក់
sensation	surprise	0.531	អារម្មណ៍
banger	surprise	0.531	banger
fearfully	surprise	0.531	ដោយភ័យខ្លាច
affront	surprise	0.531	ប្រឈមមុខ
jest	surprise	0.531	កំប្លែង
undiscovered	surprise	0.523	មិនបានរកឃើញ
liberate	surprise	0.523	រំដោះ
veer	surprise	0.523	វេរ
abandonment	surprise	0.523	ការបោះបង់ចោល
immediacy	surprise	0.523	ភាពបន្ទាន់
improvise	surprise	0.523	improvise
victimized	surprise	0.523	រងគ្រោះ
scorpion	surprise	0.523	ខ្យាដំរី
majestic	surprise	0.523	អស្ចារ្យ
wonder	surprise	0.523	ឆ្ងល់
rejoice	surprise	0.523	រីករាយ
tickle	surprise	0.516	ធីក
chance	surprise	0.516	ឱកាស
yelp	surprise	0.516	ស្រែក
howl	surprise	0.516	យំ
stealthily	surprise	0.516	លួចលាក់
unintentionally	surprise	0.508	ដោយអចេតនា
magnificent	surprise	0.508	អស្ចារ្យ
reflex	surprise	0.508	ការឆ្លុះបញ្ចាំង
garish	surprise	0.508	garish
transcendence	surprise	0.508	វិញ្ញាសា
rave	surprise	0.508	ឆ្កួត
luck	surprise	0.508	សំណាង
swerve	surprise	0.508	បត់
pop	surprise	0.508	ប៉ុប
enliven	surprise	0.500	រស់រវើក
slayer	surprise	0.500	ឃាតករ
remarkable	surprise	0.500	គួរឱ្យកត់សម្គាល់
infrequent	surprise	0.500	កម្រ
pang	surprise	0.500	ប៉ាង
erotic	surprise	0.500	មនោសញ្ចេតនា
misbehavior	surprise	0.500	អាកប្បកិរិយាមិនសមរម្យ
diversion	surprise	0.500	ការបង្វែរ
heroic	surprise	0.500	វីរភាព
alertness	surprise	0.500	ការប្រុងប្រយ័ត្ន
marvelous	surprise	0.500	អស្ចារ្យ
fainting	surprise	0.500	ដួលសន្លប់
embarrassment	surprise	0.500	ភាពអាម៉ាស់
nab	surprise	0.492	ណាប់
birthday	surprise	0.492	ថ្ងៃកំណើត
camouflage	surprise	0.492	ការក្លែងបន្លំ
unutterable	surprise	0.492	មិនអាចនិយាយបាន។
chimera	surprise	0.492	ឈីមេរ៉ា
trump	surprise	0.492	ត្រាំ
decoy	surprise	0.492	បញ្ឆោត
infarct	surprise	0.492	infarct
greatness	surprise	0.492	ភាពអស្ចារ្យ
exigent	surprise	0.492	exigent
prick	surprise	0.484	ចាក់
variable	surprise	0.484	អថេរ
curiosity	surprise	0.484	ការចង់ដឹងចង់ឃើញ
daemon	surprise	0.484	ដេមិន
inexpressible	surprise	0.484	មិនអាចបកស្រាយបាន។
magician	surprise	0.484	វេទមន្ត
underestimate	surprise	0.484	ប៉ាន់ស្មានមិនដល់
fanfare	surprise	0.484	អ្នកគាំទ្រ
horde	surprise	0.484	ហ្វូង
zeal	surprise	0.484	ខ្នះខ្នែង
incident	surprise	0.477	ឧប្បត្តិហេតុ
illumination	surprise	0.477	ការបំភ្លឺ
chicane	surprise	0.477	ឈីកាន
sneeze	surprise	0.477	កណ្តាស់
subversive	surprise	0.477	វិទ្ធង្សនា
gawk	surprise	0.477	gawk
fortune	surprise	0.477	សំណាង
strange	surprise	0.477	ចម្លែក
dreadfully	surprise	0.477	គួរឲ្យខ្លាច
unguarded	surprise	0.477	ដោយមិនប្រុងប្រយ័ត្ន
prowl	surprise	0.469	prowl
reversal	surprise	0.469	បញ្ច្រាស
wizard	surprise	0.469	អ្នកជំនួយការ
rapid	surprise	0.469	លឿន
leery	surprise	0.469	ល្វីង
break	surprise	0.461	សម្រាក
slip	surprise	0.461	រអិល
divergent	surprise	0.461	ខុសគ្នា
hilarious	surprise	0.461	គួរឱ្យអស់សំណើច
coincidence	surprise	0.461	ចៃដន្យ
subito	surprise	0.461	រង
overestimate	surprise	0.453	ប៉ាន់ស្មានលើស
ordeal	surprise	0.453	ទុក្ខព្រួយ
evanescence	surprise	0.453	ការគេចវេស
merriment	surprise	0.453	សប្បាយ
raffle	surprise	0.453	ការចាប់ឆ្នោត
winning	surprise	0.453	ឈ្នះ
wonderful	surprise	0.453	អស្ចារ្យ
hoax	surprise	0.453	បោកបញ្ឆោត
confession	surprise	0.453	ការសារភាព
splendid	surprise	0.445	អស្ចារ្យ
stound	surprise	0.445	ជាប់គាំង
perchance	surprise	0.445	ឱកាស
excel	surprise	0.445	excel
enthusiast	surprise	0.445	អ្នកចូលចិត្ត
gambling	surprise	0.445	ល្បែងស៊ីសង
feat	surprise	0.445	ស្នាដៃ
laughter	surprise	0.445	សំណើច
brighten	surprise	0.438	ភ្លឺ
unique	surprise	0.438	ប្លែក
senseless	surprise	0.438	គ្មាន​អារម្មណ៍
changeable	surprise	0.438	អាចផ្លាស់ប្តូរបាន។
splendor	surprise	0.438	ភាពរុងរឿង
rapt	surprise	0.438	រ៉េប
unintentional	surprise	0.438	អចេតនា
fascination	surprise	0.430	គួរឱ្យចាប់អារម្មណ៍
trepidation	surprise	0.430	ការភ័យខ្លាច
lawsuit	surprise	0.430	បណ្តឹង
gift	surprise	0.430	អំណោយ
stealthy	surprise	0.430	លួចលាក់
fiesta	surprise	0.430	ហ្វេសតា
intrigue	surprise	0.430	ល្បិច
delighted	surprise	0.430	រីករាយ
judgment	surprise	0.422	ការវិនិច្ឆ័យ
stealth	surprise	0.422	លួចលាក់
enchant	surprise	0.422	មន្តស្នេហ៍
originality	surprise	0.422	ប្រភពដើម
riddle	surprise	0.422	riddle
quicksilver	surprise	0.422	ប្រាក់រហ័ស
illegitimate	surprise	0.414	មិនស្របច្បាប់
experiment	surprise	0.414	ពិសោធន៍
elusive	surprise	0.414	ពិបាកយល់
syncope	surprise	0.414	syncope
liberation	surprise	0.414	ការរំដោះ
spirits	surprise	0.414	វិញ្ញាណ
perjury	surprise	0.414	ភូតកុហក
veracity	surprise	0.414	ភាពស្មោះត្រង់
parade	surprise	0.406	ក្បួនដង្ហែ
applause	surprise	0.406	ទះដៃ
inspired	surprise	0.406	បំផុសគំនិត
allure	surprise	0.406	ទាក់ទាញ
eager	surprise	0.406	អន្ទះសារ
gambler	surprise	0.406	អ្នកលេងល្បែង
fete	surprise	0.406	fete
divorce	surprise	0.398	ការលែងលះ
guess	surprise	0.398	ទាយ
princely	surprise	0.398	ព្រះអង្គម្ចាស់
burlesque	surprise	0.398	burlesque
secrecy	surprise	0.398	សម្ងាត់
incontinence	surprise	0.391	ភាពមិនចេះអត់ធ្មត់
peri	surprise	0.391	ប៉ី
cheerful	surprise	0.391	ដោយ​ចិត្ដ​រីករាយ
hermaphrodite	surprise	0.391	hermaphrodite
supremacy	surprise	0.391	ឧត្តមភាព
aspiration	surprise	0.391	សេចក្តីប្រាថ្នា
buck	surprise	0.383	buck
lose	surprise	0.383	ចាញ់
cadaver	surprise	0.383	សាកសព
crowning	surprise	0.383	មកុដ
praiseworthy	surprise	0.383	គួរឲ្យសរសើរ
inheritance	surprise	0.383	មរតក
score	surprise	0.383	ពិន្ទុ
gulp	surprise	0.375	gulp
camouflaged	surprise	0.375	ក្លែងបន្លំ
advance	surprise	0.375	ទៅមុខ
succeed	surprise	0.375	ជោគជ័យ
frisky	surprise	0.375	ស្រពិចស្រពិល
mystic	surprise	0.375	អាថ៌កំបាំង
compliment	surprise	0.375	សរសើរ
hope	surprise	0.367	ក្តីសង្ឃឹម
joker	surprise	0.367	អ្នកលេងសើច
sparkle	surprise	0.367	ផ្កាភ្លើង
excavation	surprise	0.367	ការជីកកកាយ
sensual	surprise	0.367	ត្រេកត្រអាល។
entertainment	surprise	0.359	ការកម្សាន្ត
feeling	surprise	0.359	អារម្មណ៍
modify	surprise	0.352	កែប្រែ
blessings	surprise	0.352	ពរជ័យ
newcomer	surprise	0.352	អ្នកថ្មី
obit	surprise	0.352	ទទួល
postponement	surprise	0.352	ការពន្យារពេល
award	surprise	0.352	រង្វាន់
clown	surprise	0.352	ត្លុក
highest	surprise	0.344	ខ្ពស់បំផុត
hero	surprise	0.344	វីរបុរស
glorify	surprise	0.344	លើកតម្កើង
proficiency	surprise	0.344	ជំនាញ
start	surprise	0.344	ចាប់ផ្តើម
wonderfully	surprise	0.344	អស្ចារ្យ
celebrity	surprise	0.344	តារាល្បី
rekindle	surprise	0.336	ផ្ទុះឡើងវិញ
optimism	surprise	0.336	សុទិដ្ឋិនិយម
sanctify	surprise	0.336	ញែកជាបរិសុទ្ធ
unbeaten	surprise	0.336	មិនដែលចាញ់
prodigious	surprise	0.336	អស្ចារ្យ
grin	surprise	0.336	ញញឹម
memorable	surprise	0.336	គួរឱ្យចងចាំ
warned	surprise	0.336	បានព្រមាន
dissolution	surprise	0.336	ការរំលាយ
hypertrophy	surprise	0.328	hypertrophy
admiration	surprise	0.328	ការកោតសរសើរ
examination	surprise	0.320	ការពិនិត្យ
angel	surprise	0.320	ទេវតា
present	surprise	0.320	បច្ចុប្បន្ន
catch	surprise	0.320	ចាប់
hap	surprise	0.320	ហាប់
saint	surprise	0.312	ពួកបរិសុទ្ធ
embrace	surprise	0.312	ឱប
flirt	surprise	0.312	ចែចង់
puma	surprise	0.312	ពូម៉ា
kiss	surprise	0.312	ថើប
liberty	surprise	0.312	សេរីភាព
scrimmage	surprise	0.312	ការ​វាយ​ប្រហារ
treat	surprise	0.312	ព្យាបាល
inaffable	surprise	0.312	inaffable
occasional	surprise	0.312	ម្តងម្កាល
dismissal	surprise	0.312	ការបណ្តេញចេញ
perfection	surprise	0.305	ភាពល្អឥតខ្ចោះ
saintly	surprise	0.305	ដោយវិសុទ្ធ
gratify	surprise	0.305	រីករាយ
generosity	surprise	0.305	សប្បុរសធម៌
sally	surprise	0.305	សាលី
palpable	surprise	0.297	អាច​មើល​បាន
finally	surprise	0.297	ចុងក្រោយ
differently	surprise	0.297	ខុសគ្នា
polarity	surprise	0.297	បន្ទាត់រាងប៉ូល។
ceremony	surprise	0.297	ពិធី
favorable	surprise	0.297	អំណោយផល
larger	surprise	0.297	ធំជាង
warn	surprise	0.297	ព្រមាន
medal	surprise	0.289	មេដាយ
romance	surprise	0.289	មនោសញ្ចេតនា
inviting	surprise	0.289	ការអញ្ជើញ
greeting	surprise	0.289	ជំរាបសួរ
resignation	surprise	0.281	ការលាលែងពីតំណែង
accolade	surprise	0.281	រង្វាន់
labor	surprise	0.281	ពលកម្ម
candid	surprise	0.281	ត្រង់
trip	surprise	0.281	ដំណើរកំសាន្ត
stare	surprise	0.273	សម្លឹងមើល
admire	surprise	0.266	កោតសរសើរ
glimmer	surprise	0.266	ភ្លឺចាំង
playful	surprise	0.266	លេង
somatic	surprise	0.266	somatic
festival	surprise	0.266	ពិធីបុណ្យ
mimicry	surprise	0.266	ការធ្វើត្រាប់តាម
insolvency	surprise	0.266	ក្ស័យធន
immerse	surprise	0.266	ជ្រមុជទឹក
invite	surprise	0.266	អញ្ជើញ
compensate	surprise	0.266	ប៉ះប៉ូវ
receiving	surprise	0.258	ទទួល
complement	surprise	0.258	បំពេញបន្ថែម
chuckle	surprise	0.258	សើច
laugh	surprise	0.258	សើច
hypothesis	surprise	0.258	សម្មតិកម្ម
honeymoon	surprise	0.250	ក្រេបទឹកឃ្មុំ
opera	surprise	0.242	ល្ខោនអូប៉េរ៉ា
pleasant	surprise	0.242	រីករាយ
marry	surprise	0.242	រៀបការ
independence	surprise	0.242	ឯករាជ្យ
chant	surprise	0.234	សូត្រ
holiness	surprise	0.234	ភាពបរិសុទ្ធ
assessment	surprise	0.234	ការវាយតម្លៃ
rhythmical	surprise	0.234	ចង្វាក់
hopeful	surprise	0.234	សង្ឃឹម
leave	surprise	0.234	ចាកចេញ
trophy	surprise	0.234	ពានរង្វាន់
deal	surprise	0.227	កិច្ចព្រមព្រៀង
procession	surprise	0.227	ក្បួនដង្ហែ
placard	surprise	0.227	បដា
shopping	surprise	0.219	ការដើរទិញឥវ៉ាន់
musical	surprise	0.219	តន្ត្រី
cherish	surprise	0.219	ស្រឡាញ់
good	surprise	0.219	ល្អ
dawn	surprise	0.211	ព្រឹកព្រលឹម
simplify	surprise	0.211	ធ្វើឱ្យសាមញ្ញ
shell	surprise	0.211	សែល
morals	surprise	0.203	សីលធម៌
money	surprise	0.203	លុយ
nullify	surprise	0.203	ទុកជាមោឃៈ
purity	surprise	0.203	ភាព​បរិសុទ្ធ
sweet	surprise	0.203	ផ្អែម
synchronize	surprise	0.195	ធ្វើសមកាលកម្ម
precious	surprise	0.195	ដ៏មានតម្លៃ
humanitarian	surprise	0.195	មនុស្សធម៌
preservative	surprise	0.195	អភិរក្ស
unfulfilled	surprise	0.195	មិនបានបំពេញ
obliging	surprise	0.188	កាតព្វកិច្ច
singularly	surprise	0.188	ឯកវចនៈ
graduation	surprise	0.180	បញ្ចប់ការសិក្សា
foresee	surprise	0.180	ទាយ
pray	surprise	0.180	អធិស្ឋាន
lovely	surprise	0.180	គួរឱ្យស្រឡាញ់
thirst	surprise	0.172	ស្រេកទឹក
mouth	surprise	0.172	មាត់
youth	surprise	0.172	យុវជន
sun	surprise	0.172	ព្រះអាទិត្យ
art	surprise	0.172	សិល្បៈ
goodness	surprise	0.164	សេចក្តីល្អ
latent	surprise	0.156	មិនទាន់ឃើញច្បាស់
visor	surprise	0.156	visor
overdue	surprise	0.156	ហួសកាលកំណត់
practiced	surprise	0.156	បានអនុវត្ត
loyal	surprise	0.148	ស្មោះត្រង់
expect	surprise	0.148	រំពឹង
wireless	surprise	0.148	ឥតខ្សែ
destination	surprise	0.148	គោលដៅ
infant	surprise	0.141	ទារក
cream	surprise	0.141	ក្រែម
slush	surprise	0.141	ស្លេស
quote	surprise	0.141	សម្រង់
playground	surprise	0.133	សួនកុមារ
vote	surprise	0.125	បោះឆ្នោត
teach	surprise	0.125	បង្រៀន
organization	surprise	0.125	អង្គការ
dolphin	surprise	0.117	ផ្សោត
weight	surprise	0.117	ទម្ងន់
smile	surprise	0.117	ញញឹម
sisterhood	surprise	0.109	ភាពជាបងប្អូន
cable	surprise	0.109	ខ្សែ
sunny	surprise	0.102	ពន្លឺថ្ងៃ
steady	surprise	0.094	ស្ថិរភាព
peaceful	surprise	0.086	សន្តិភាព
spa	surprise	0.086	ស្ប៉ា
leisure	surprise	0.086	ការកំសាន្ត
picnic	surprise	0.078	ពិកនិច
tree	surprise	0.078	ដើមឈើ
worm	surprise	0.055	ដង្កូវ
truthfulness	trust	0.906	ភាពស្មោះត្រង់
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	គួរឱ្យទុកចិត្ត
honor	trust	0.844	កិត្តិយស
honesty	trust	0.844	ភាពស្មោះត្រង់
honest	trust	0.844	ស្មោះត្រង់
truth	trust	0.844	ការពិត
truthful	trust	0.836	ស្មោះត្រង់
trusting	trust	0.836	ជឿទុកចិត្ត
brotherhood	trust	0.820	ភាតរភាព
entrust	trust	0.812	ប្រគល់
committed	trust	0.805	ប្តេជ្ញាចិត្ត
loyalty	trust	0.805	ភាពស្មោះត្រង់
integrity	trust	0.805	សុចរិតភាព
honorable	trust	0.805	កិត្តិយស
trust	trust	0.805	ទុកចិត្ត
credibility	trust	0.805	ភាព​ជឿជាក់
faithful	trust	0.797	ស្មោះត្រង់
sincere	trust	0.797	ស្មោះត្រង់
partnership	trust	0.789	ភាពជាដៃគូ
responsible	trust	0.789	ទទួលខុសត្រូវ
true	trust	0.789	ពិត
wisdom	trust	0.789	ប្រាជ្ញា
verification	trust	0.781	ការផ្ទៀងផ្ទាត់
cooperative	trust	0.781	សហករណ៍
vow	trust	0.781	សច្ចា
oath	trust	0.781	សម្បថ
respectable	trust	0.773	គួរឱ្យគោរព
sisterhood	trust	0.773	ភាពជាបងប្អូន
hero	trust	0.773	វីរបុរស
credible	trust	0.773	គួរឱ្យទុកចិត្ត
promise	trust	0.773	សន្យា
verified	trust	0.773	ផ្ទៀងផ្ទាត់
qualified	trust	0.766	មានលក្ខណៈសម្បត្តិគ្រប់គ្រាន់
authentication	trust	0.766	ការផ្ទៀងផ្ទាត់ភាពត្រឹមត្រូវ
respected	trust	0.766	គោរព
compassion	trust	0.759	មេត្តា
approval	trust	0.758	ការយល់ព្រម
moral	trust	0.758	សីលធម៌
reliability	trust	0.758	ភាពជឿជាក់
trusts	trust	0.758	ជឿទុកចិត្ត
safekeeping	trust	0.758	ការរក្សាសុវត្ថិភាព
reputable	trust	0.758	ល្បីឈ្មោះ
love	trust	0.758	ស្នេហា
friend	trust	0.750	មិត្ត
stable	trust	0.750	ស្ថិរភាព
authentic	trust	0.750	ពិតប្រាកដ
competence	trust	0.750	សមត្ថភាព
safeguard	trust	0.750	ការពារ
companion	trust	0.750	ដៃគូ
advised	trust	0.750	បានណែនាំ
respect	trust	0.750	គោរព
loyal	trust	0.750	ស្មោះត្រង់
genuine	trust	0.750	ពិតប្រាកដ
friendships	trust	0.750	ជឿទុកចិត្ត
ally	trust	0.750	សម្ព័ន្ធមិត្ត
proven	trust	0.742	បញ្ជាក់
freedom	trust	0.742	សេរីភាព
respects	trust	0.742	គោរព
accepting	trust	0.742	មិត្តភាព
faith	trust	0.742	ជំនឿ
wholesome	trust	0.742	សុខុមាលភាព
heartfelt	trust	0.734	អស់ពីចិត្ត
unification	trust	0.734	ការបង្រួបបង្រួម
confirmation	trust	0.734	ការបញ្ជាក់
protecting	trust	0.734	ការការពារ
reassurance	trust	0.734	ការធានាឡើងវិញ
trustee	trust	0.734	អ្នកទទួលបន្ទុក
supporter	trust	0.734	អ្នកគាំទ្រ
respectful	trust	0.734	គួរឱ្យគោរព
admirable	trust	0.734	គួរឲ្យសរសើរ
fact	trust	0.727	ការពិត
friendship	trust	0.727	មិត្តភាព
partners	trust	0.727	ទទួលយក
confidentially	trust	0.727	សម្ងាត់
confident	trust	0.727	ទំនុកចិត្ត
equality	trust	0.727	សមភាព
alliance	trust	0.727	សម្ព័ន្ធភាព
credential	trust	0.727	អត្តសញ្ញាណប័ណ្ណ
believing	trust	0.727	ជឿ
excellence	trust	0.727	ឧត្តមភាព
agreement	trust	0.727	កិច្ចព្រមព្រៀង
closeness	trust	0.719	ភាពជិតស្និទ្ធ
authenticate	trust	0.719	ផ្ទៀងផ្ទាត់ភាពត្រឹមត្រូវ
virtuous	trust	0.719	មានគុណធម៌
intelligence	trust	0.719	បញ្ញា
kindred	trust	0.719	សាច់ញាតិ
virtue	trust	0.719	គុណធម៌
honored	trust	0.719	កិត្តិយស
justice	trust	0.711	យុត្តិធម៌
charitable	trust	0.711	សប្បុរសធម៌
determination	trust	0.711	ការប្តេជ្ញាចិត្ត
creditable	trust	0.711	ឥណទាន
consistency	trust	0.711	ភាពស្ថិតស្ថេរ
allegiance	trust	0.711	ភក្តីភាព
cooperation	trust	0.711	កិច្ចសហប្រតិបត្តិការ
guarantee	trust	0.711	ការធានា
dedication	trust	0.711	ការលះបង់
straightforward	trust	0.711	ត្រង់
cooperating	trust	0.711	កិច្ចសហប្រតិបត្តិការ
reliable	trust	0.703	អាចទុកចិត្តបាន។
nurture	trust	0.703	ចិញ្ចឹមបីបាច់
mother	trust	0.703	ម្តាយ
fulfilled	trust	0.703	បំពេញ
admiration	trust	0.703	ការកោតសរសើរ
mentor	trust	0.703	អ្នកណែនាំ
guardianship	trust	0.703	អាណាព្យាបាល
assurance	trust	0.703	ការធានា
morality	trust	0.703	សីលធម៌
motherhood	trust	0.703	ភាពជាម្តាយ
innocent	trust	0.703	ស្លូតត្រង់
reverence	trust	0.703	ការគោរព
sanctuary	trust	0.703	ទីជម្រក
friendliness	trust	0.703	មិត្តភាព
prepared	trust	0.703	រៀបចំ
admire	trust	0.703	កោតសរសើរ
protected	trust	0.703	ការពារ
proof	trust	0.703	ភស្តុតាង
bodyguard	trust	0.695	អង្គរក្ស
skillful	trust	0.695	ជំនាញ
marriage	trust	0.695	អាពាហ៍ពិពាហ៍
allied	trust	0.695	សម្ព័ន្ធមិត្ត
morals	trust	0.695	សីលធម៌
humanitarian	trust	0.695	មនុស្សធម៌
pact	trust	0.695	កតិកាសញ្ញា
courage	trust	0.695	ភាពក្លាហាន
accountable	trust	0.695	ទទួលខុសត្រូវ
agreeable	trust	0.695	យល់ព្រម
united	trust	0.695	រួបរួម
indestructible	trust	0.695	ដែលមិនអាចបំផ្លាញបាន។
approving	trust	0.695	អនុម័ត
guardian	trust	0.695	អាណាព្យាបាល
compassionate	trust	0.695	មេត្តា
scientist	trust	0.695	អ្នកវិទ្យាសាស្ត្រ
certified	trust	0.695	បញ្ជាក់
pledge	trust	0.688	សន្យា
adviser	trust	0.688	ទីប្រឹក្សា
authenticity	trust	0.688	ភាពត្រឹមត្រូវ
understanding	trust	0.688	ការយល់ដឹង
secure	trust	0.688	សុវត្ថិភាព
guidance	trust	0.688	ការណែនាំ
monogamy	trust	0.688	ឯកត្តជន
valor	trust	0.688	ភាពក្លាហាន
solidity	trust	0.688	ភាពរឹងមាំ
perfection	trust	0.688	ភាពល្អឥតខ្ចោះ
believed	trust	0.688	ជឿ
humanity	trust	0.688	មនុស្សធម៌
justifiable	trust	0.688	សមហេតុផល
competent	trust	0.688	មានសមត្ថកិច្ច
esteem	trust	0.688	ការគោរព
protector	trust	0.680	អ្នកការពារ
inspire	trust	0.680	បំផុសគំនិត
hope	trust	0.680	ក្តីសង្ឃឹម
strongest	trust	0.680	ដៃគូ
expertise	trust	0.680	ជំនាញ
humble	trust	0.680	បន្ទាបខ្លួន
indivisible	trust	0.680	មិនអាចបំបែកបាន។
official	trust	0.680	ផ្លូវការ
affirm	trust	0.680	បញ្ជាក់
familiarity	trust	0.680	ភាពស្គាល់គ្នា។
confirmed	trust	0.680	បញ្ជាក់
diligence	trust	0.680	ឧស្សាហ៍
grandfather	trust	0.680	ជីតា
advocacy	trust	0.680	ការតស៊ូមតិ
goodness	trust	0.680	សេចក្តីល្អ
commendable	trust	0.680	គួរឲ្យសរសើរ
acceptance	trust	0.680	ការទទួលយក
diplomatic	trust	0.680	ការទូត
leader	trust	0.680	អ្នកដឹកនាំ
confide	trust	0.680	ជឿជាក់
agreeing	trust	0.680	យល់ព្រម
approve	trust	0.680	យល់ព្រម
professional	trust	0.680	វិជ្ជាជីវៈ
elders	trust	0.680	មនុស្សចាស់
confidential	trust	0.680	សម្ងាត់
faultless	trust	0.672	គ្មានកំហុស
believes	trust	0.672	ទទួលយក
sanctify	trust	0.672	ញែកជាបរិសុទ្ធ
intelligent	trust	0.672	ឆ្លាតវៃ
safe	trust	0.672	សុវត្ថិភាព
accepted	trust	0.672	ខ្លាំងបំផុត។
dignity	trust	0.672	សេចក្តីថ្លៃថ្នូរ
unwavering	trust	0.672	ឥត​ងាករេ
encyclopedia	trust	0.672	សព្វវចនាធិប្បាយ
mastery	trust	0.672	ជំនាញ
cohesive	trust	0.672	ស្អិតរមួត
harmoniously	trust	0.672	ដោយសុខដុមរមនា
benevolence	trust	0.672	សប្បុរសធម៌
healing	trust	0.672	ការព្យាបាល
accredited	trust	0.672	ទទួលស្គាល់
covenant	trust	0.672	កិច្ចព្រមព្រៀង
accountability	trust	0.664	គណនេយ្យភាព
team	trust	0.664	ក្រុម
authority	trust	0.664	អាជ្ញាធរ
heroic	trust	0.664	វីរភាព
reliance	trust	0.664	ការពឹងផ្អែក
expert	trust	0.664	អ្នកជំនាញ
communicate	trust	0.664	ទំនាក់ទំនង
spiritual	trust	0.664	ខាងវិញ្ញាណ
impeccable	trust	0.664	ឥតខ្ចោះ
specialist	trust	0.664	អ្នកឯកទេស
affirmatively	trust	0.664	បញ្ជាក់
proficient	trust	0.664	ស្ទាត់ជំនាញ
fulfillment	trust	0.664	ការបំពេញ
advocate	trust	0.664	អ្នកតស៊ូមតិ
disciple	trust	0.664	សិស្ស
attestation	trust	0.664	ការបញ្ជាក់
merit	trust	0.664	កុសល
supporting	trust	0.664	គាំទ្រ
ambassador	trust	0.664	ឯកអគ្គរដ្ឋទូត
guidebook	trust	0.664	សៀវភៅណែនាំ
accept	trust	0.664	ទទួលយក
strengthening	trust	0.661	ការពង្រឹង
holiness	trust	0.656	ភាពបរិសុទ្ធ
facts	trust	0.656	អង្គហេតុ
warranty	trust	0.656	ការធានា
strength	trust	0.656	កម្លាំង
relationship	trust	0.656	ទំនាក់ទំនង
defended	trust	0.656	ការពារ
constancy	trust	0.656	ភាពស្ថិតស្ថេរ
favorable	trust	0.656	អំណោយផល
gentleman	trust	0.656	សុភាពបុរស
counsel	trust	0.656	ប្រឹក្សា
scientific	trust	0.656	វិទ្យាសាស្ត្រ
structure	trust	0.656	រចនាសម្ព័ន្ធ
elder	trust	0.656	ចាស់
excellent	trust	0.656	ល្អឥតខ្ចោះ
achieve	trust	0.656	សម្រេចបាន។
steadfast	trust	0.656	ខ្ជាប់ខ្ជួន
familiar	trust	0.656	ធ្លាប់ស្គាល់
proficiency	trust	0.656	ជំនាញ
supports	trust	0.656	ជឿ
counselor	trust	0.648	ទីប្រឹក្សា
lovable	trust	0.648	គួរឱ្យស្រឡាញ់
advisable	trust	0.648	ជាទីប្រឹក្សា
agreed	trust	0.648	យល់ព្រម
heroism	trust	0.648	វីរភាព
rely	trust	0.648	ពឹងផ្អែក
uphold	trust	0.648	គាំទ្រ
brother	trust	0.648	បងប្រុស
matrimony	trust	0.648	អាពាហ៍ពិពាហ៍
assuredly	trust	0.648	យ៉ាងប្រាកដ
peaceful	trust	0.648	សន្តិភាព
saint	trust	0.648	ពួកបរិសុទ្ធ
unconditionally	trust	0.648	ទទួលយក
solidarity	trust	0.648	សាមគ្គីភាព
accepts	trust	0.648	គាំទ្រ
inspiration	trust	0.648	ការបំផុសគំនិត
noble	trust	0.648	ដ៏ថ្លៃថ្នូ
successful	trust	0.648	ជោគជ័យ
harmony	trust	0.648	ភាព​សុខដុម
protective	trust	0.648	ការពារ
competency	trust	0.648	សមត្ថភាព
comrade	trust	0.648	សមមិត្ត
academic	trust	0.648	សិក្សា
assist	trust	0.648	ជួយ
worthy	trust	0.643	សក្តិសម
benefactor	trust	0.641	អ្នកមានគុណ
credence	trust	0.641	ភាពជឿជាក់
confidence	trust	0.641	ទំនុកចិត្ត
relationships	trust	0.641	ដោយ​គ្មាន​ល័​ក្ខ​ខ​ណ័​្ឌ
ordained	trust	0.641	បានតែងតាំង
legal	trust	0.641	ផ្លូវច្បាប់
champion	trust	0.641	ជើងឯក
lawful	trust	0.641	ស្របច្បាប់
durability	trust	0.641	ធន់
judiciary	trust	0.641	តុលាការ
doctor	trust	0.641	វេជ្ជបណ្ឌិត
loving	trust	0.641	ស្រឡាញ់
assure	trust	0.641	ធានា
establish	trust	0.641	បង្កើត
mamma	trust	0.641	ម៉ាក់
kind	trust	0.641	ប្រភេទ
unity	trust	0.641	ការ​រួបរួម
conscientious	trust	0.641	មនសិការ
real	trust	0.641	ពិត
coexist	trust	0.641	រួមរស់ជាមួយគ្នា
leading	trust	0.641	នាំមុខ
teacher	trust	0.641	គ្រូ
intimate	trust	0.634	ស្និទ្ធស្នាល។
brotherly	trust	0.633	ជាបងប្អូន
physician	trust	0.633	គ្រូពេទ្យ
judicial	trust	0.633	តុលាការ
saintly	trust	0.633	ដោយវិសុទ្ធ
aspiration	trust	0.633	សេចក្តីប្រាថ្នា
conscience	trust	0.633	មនសិការ
therapeutic	trust	0.633	ព្យាបាល
