ID,Text,Subjectivity,Sentiment Polarity,Emotion,Sarcasm,Irony,Negation,Raw_Text,tokens,padded,masks,exclamation_count,question_count,ellipsis_count,comma_count,period_count,exclamation_score,question_score,ellipsis_score,comma_score,period_score,polarity_score,Subjectivity Score,Sarcasm Score,Irony Score,Negation Score,afinn_score
20180011,people still smoke regardless imposing higher price stop people smoking far know program help people quit smoking,1,neutral,anticipation,0,0,1,"People will still smoke, regardless. Imposing higher prices will not stop people from smoking. As far as I know, there are programs which help people quit smoking.","['people', 'still', 'smoke', 'regardless', 'imp', '##osing', 'higher', 'price', 'stop', 'people', 'smoking', 'far', 'know', 'program', 'help', 'people', 'quit', 'smoking']","[101, 11227, 12440, 45979, 68000, 73296, 53091, 16027, 16993, 16292, 11227, 67503, 12218, 16332, 11660, 14743, 11227, 72340, 67503, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.36232563604911167,0.9999943083781846,0.4935176,0.52526075,0.10166449099779129,0.0
20180012,higher price little impact addicted smoker may encourage non addicted smoker give deter non smoker taking practice,1,positive,anticipation,0,0,0,"Higher prices will have little or no impact on addicted smokers, may encourage non-addicted smokers to give up and deter non-smokers from taking up the practice.","['higher', 'price', 'little', 'impact', 'add', '##ic', '##ted', 'smoke', '##r', 'may', 'encourage', 'non', 'add', '##ic', '##ted', 'smoke', '##r', 'give', 'det', '##er', 'non', 'smoke', '##r', 'taking', 'practice']","[101, 16027, 16993, 11975, 17796, 33989, 11183, 11894, 45979, 10131, 10431, 54480, 10466, 33989, 11183, 11894, 45979, 10131, 16118, 10274, 10177, 10466, 45979, 10131, 17301, 16710, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04,0.0,0.3303711885213852,0.9999927832634637,0.49261114,0.37194404,0.09191612899303436,1.0
20180013,higher price encourage contraband,1,negative,anticipation,0,0,0,higher prices encourage contraband,"['higher', 'price', 'encourage', 'contra', '##band']","[101, 16027, 16993, 54480, 11608, 21154, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30045072436332704,0.9999975909933918,0.49483573,0.7172561,0.28949442505836487,2.0
20180014,reduce price fuel,1,neutral,anticipation,0,1,0,So we should reduce the price of fuel.,"['reduce', 'price', 'fuel']","[101, 29251, 16993, 26150, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316842257976532,0.9999951460918943,0.4989985,0.4752859,0.27426913380622864,0.0
20180015,ferrari black market going course correct still contraband illegal risk,1,negative,anger,0,0,0,"How's the Ferrari black market going :) ? Of course they do, you're 1000% correct. Still contraband is illegal, so they do so at their own risk.","['ferrari', 'black', 'market', 'going', 'course', 'correct', 'still', 'contra', '##band', 'illegal', 'risk']","[101, 20826, 11418, 15200, 17010, 13039, 46085, 12440, 11608, 21154, 34887, 21249, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,1.0,0.0,2.0,1.0,0.0,0.09090909090909091,0.0,0.18181818181818182,0.09090909090909091,0.37967603315006604,0.9999956779252287,0.48624188,0.27318248,0.06179169565439224,-5.0
20180016,probably true comprehensive anti tobacco policy would include strong border control measure case would mean making sure custom police better equipped way,1,positive,anticipation,0,0,0,That is probably true. A comprehensive anti-tobacco policy would include strong border-control measures. In our case that would mean making sure Customs and police are better equipped in all ways.,"['probably', 'true', 'comprehensive', 'anti', 'tobacco', 'policy', 'would', 'include', 'strong', 'border', 'control', 'measure', 'case', 'would', 'mean', 'making', 'sure', 'custom', 'police', 'better', 'equipped', 'way']","[101, 22984, 16222, 38168, 13502, 53636, 13651, 11008, 12622, 16359, 18766, 12212, 34139, 12700, 11008, 25659, 13566, 26210, 42214, 13202, 16197, 40571, 12140, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.37012547051364725,0.9999857656146961,0.49331346,0.38919255,0.13307681679725647,7.0
20180017,true high price discourage new smoker,1,positive,anticipation,0,0,0,Very true but high prices discourage new smokers.,"['true', 'high', 'price', 'disco', '##ura', '##ge', 'new', 'smoke', '##r']","[101, 16222, 11053, 16993, 14420, 11846, 10592, 10246, 45979, 10131, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36678915719191235,0.9999911901353781,0.48718452,0.44646794,0.15038439631462097,2.0
20180018,used write pn government increased cigarette price,1,negative,disgust,0,1,0,Is this what you used to write when PN was in government and increased cigarette prices?,"['used', 'write', 'pn', 'government', 'increased', 'ci', '##gare', '##tte', 'price']","[101, 11173, 26039, 89209, 11594, 19348, 11200, 46511, 11993, 16993, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.2847189075416989,0.9999965302632481,0.49194774,0.4832864,0.3332335352897644,1.0
20180019,correct high tax price reduced percentage people smoking australia drastically fact price biggest determinant even effective education campaign,1,positive,anticipation,0,0,1,"This is not correct. High taxes/prices has reduced the percentage of people smoking in Australia, drastically. In fact, price is the biggest determinant, even more effective than education campaigns.","['correct', 'high', 'tax', 'price', 'reduced', 'percentage', 'people', 'smoking', 'australia', 'dra', '##stica', '##lly', 'fact', 'price', 'biggest', 'determina', '##nt', 'even', 'effective', 'education', 'campaign']","[101, 46085, 11053, 22389, 16993, 25422, 43689, 11227, 67503, 11758, 47338, 30764, 16290, 17772, 16993, 31575, 59922, 10368, 12818, 24300, 12315, 15891, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.14285714285714285,0.09523809523809523,0.3301281418119158,0.9999864559799585,0.4928488,0.48531127,0.05250546708703041,2.0
20180020,higher price encourage contraband discourage smoker,1,negative,anticipation,0,0,1,"higher prices encourage contraband, not discourage smokers!","['higher', 'price', 'encourage', 'contra', '##band', 'disco', '##ura', '##ge', 'smoke', '##r']","[101, 16027, 16993, 54480, 11608, 21154, 14420, 11846, 10592, 45979, 10131, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.0,0.3034661695361137,0.9999879995379958,0.49472603,0.52206343,0.2503014802932739,2.0
20180021,need research wrong,1,negative,anger,0,0,0,You need to do some research. WRONG.,"['need', 'research', 'wrong']","[101, 15415, 11865, 33413, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.47601168354352313,0.9999862058525131,0.49505267,0.44102162,0.09215258806943893,-2.0
20180022,never anticipate addict accomodate adiction,1,neutral,anticipation,0,0,1,You will never anticipate what an addict will do to accomodate his adiction,"['never', 'antic', '##ip', '##ate', 'add', '##ic', '##t', 'acc', '##omo', '##date', 'adi', '##ction']","[101, 13362, 30404, 25113, 12748, 33989, 11183, 10123, 85312, 39904, 75730, 51238, 20547, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2910084327061971,0.997294059378135,0.48786163,0.044931088,0.061839014291763306,0.0
20180023,yes illegal tobacco trade increased ten fold fact customer shop ask contraband smoke shop customer look else,1,negative,anticipation,0,0,1,"Yes, it has and the illegal tobacco trade has increased ten fold. In fact customers can into shops and ask for the contraband smokes and if the shop doesn't have them then the customer looks else where.","['yes', 'illegal', 'tobacco', 'trade', 'increased', 'ten', 'fold', 'fact', 'customer', 'shop', 'ask', 'contra', '##band', 'smoke', 'shop', 'customer', 'look', 'else']","[101, 31617, 34887, 53636, 13293, 19348, 11201, 44779, 17772, 55613, 24489, 30316, 11608, 21154, 45979, 24489, 55613, 18480, 28624, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.3499892478187879,0.9999893675320934,0.49198246,0.2500431,0.11447520554065704,-1.0
20180024,important thing decrease smoker percentage population high tobacco tax successful contribute high cost health care increaed smoker,1,positive,anticipation,0,0,0,The most important thing is the decrease in smokers as a percentage of the population. High tobacco taxes are successful and contribute to the high costs of health care that are increaed by smokers.,"['important', 'thing', 'decrease', 'smoke', '##r', 'percentage', 'population', 'high', 'tobacco', 'tax', 'successful', 'contribute', 'high', 'cost', 'health', 'care', 'inc', '##rea', '##ed', 'smoke', '##r']","[101, 12652, 21973, 77223, 45979, 10131, 43689, 10509, 11053, 53636, 22389, 17409, 68655, 11053, 18153, 13347, 11258, 13565, 13480, 10390, 45979, 10131, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.3458321626697268,0.9999920971525108,0.48865464,0.100482196,0.07234147191047668,7.0
20180025,yes successful boosting free black market australia seen eye high tobacco price rationale smoker front cue surgery non smoker payed system non smoker concerned cost health case get rid public health care allow anyone industry compete free private market place pas tax saving via tax cut let everyone take care person body property state force people pay service choice paying mean individual becomes property state state dictating body,1,negative,fear,0,0,1,"Yes, They are very successful are boosting the free black market. I'm from Australia I've seen with my own eyes high tobacco prices do. By that rationale then smokers should be at the front of the cue for surgery over non smokers because the payed more into the system then non smokers? If you are concerned with the cost of health case get rid of public health care, allow anyone in the industry to compete in the free private market place, pass the tax savings on via tax cuts and let everyone take care of themselves. A person's body is their property, just because the state forces people to pay for a service they had no choice in paying for that does not mean the individual becomes the property of the state with the state dictating what then can do to their own bodies.","['yes', 'successful', 'boost', '##ing', 'free', 'black', 'market', 'australia', 'seen', 'eye', 'high', 'tobacco', 'price', 'rational', '##e', 'smoke', '##r', 'front', 'cu', '##e', 'surgery', 'non', 'smoke', '##r', 'pay', '##ed', 'system', 'non', 'smoke', '##r', 'concerned', 'cost', 'health', 'case', 'get', 'rid', 'public', 'health', 'care', 'allow', 'anyone', 'industry', 'compete', 'free', 'private', 'market', 'place', 'pas', 'tax', 'saving', 'via', 'tax', 'cut', 'let', 'everyone', 'take', 'care', 'person', 'body', 'property', 'state', 'force', 'people', 'pay', 'service', 'choice', 'paying', 'mean', 'individual', 'becomes', 'property', 'state', 'state', 'di', '##cta', '##ting', 'body']","[101, 31617, 17409, 85197, 10285, 12487, 11418, 15200, 11758, 15299, 19541, 11053, 53636, 16993, 85254, 10111, 45979, 10131, 13175, 10707, 10111, 33328, 10466, 45979, 10131, 11498, 10390, 10472, 10466, 45979, 10131, 43772, 18153, 13347, 12700, 13168, 89215, 11347, 13347, 11258, 22174, 42946, 15039, 32756, 12487, 13742, 15200, 11125, 10795, 22389, 53938, 11310, 22389, 18233, 12421, 36053, 11622, 11258, 14150, 12788, 17480, 10652, 12104, 11227, 11498, 11416, 19209, 74838, 25659, 15544, 23259, 17480, 10652, 10652, 10120, 20744, 12305, 12788, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,1.0,0.0,4.0,3.0,0.0,0.012987012987012988,0.0,0.05194805194805195,0.03896103896103896,0.3242772430568546,0.9999963610220144,0.48947072,0.1308353,0.012048685923218727,8.0
